Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2012-03-31,135.71100,40.45300,95.25800,10.35700,52.14300,43.11500,-16.84900,26.26600,26.26600,,26.26600,4.64500,18.36800,88.54200,43.11500,61.50700,61.50900,0.30000,0.30000,0.44900,0.81490,31.76970,31.76970,19.35440,13.53460,0.02020,0.86310,0.76730,0.39100,0.42280,55.53960,0.80780,-1.47700
2011-12-31,115.48500,35.11900,80.36600,10.56200,45.96600,34.40000,-14.72300,19.67700,19.67700,,19.67700,15.78500,26.96000,77.67000,34.40000,59.07800,59.07800,0.45000,0.45000,0.44850,0.81340,29.78740,29.78750,17.03860,23.34500,0.01760,0.64790,0.57590,0.29930,0.31760,55.50450,1.2445,-1.3286
2011-09-30,138.05400,40.85900,97.19500,10.28900,49.03600,48.15900,-17.01500,31.14400,31.14400,,31.14400,1.80500,24.66200,90.10300,48.15900,61.29600,61.30400,0.40000,0.40000,0.43780,0.77870,34.88420,34.88420,22.55930,17.86400,0.02140,1.02610,0.91200,0.48240,0.51270,55.55980,1.0519,-0.4518
2011-06-30,143.32100,40.59500,102.72600,10.76400,50.93700,51.78900,-17.81500,33.97400,33.97400,,33.97400,0.33700,25.98600,92.92200,51.78900,58.50000,58.51300,0.44000,0.44000,0.42600,0.74230,36.13500,36.13500,23.70480,18.13130,0.02260,1.11010,0.98760,0.53560,0.56690,56.04360,1.0748,-5.4636
2011-03-31,139.92000,41.06100,98.85900,9.49700,46.07900,52.78000,-20.30500,32.47500,32.47500,,32.47500,0.15000,24.36500,88.24600,52.78000,54.94800,54.96800,0.44000,0.44000,0.47220,0.89470,37.72160,37.72160,23.20970,17.41350,0.02340,1.24710,1.08840,0.54280,0.57440,54.20120,0.80900,-0.67820
2010-12-31,106.80400,28.27200,78.53200,8.55800,37.99600,40.53600,-19.46300,21.07300,21.07300,,21.07300,11.48500,83.55700,76.75400,40.53600,48.37500,48.40500,1.72000,1.72000,0.46520,0.87000,37.95360,37.95360,19.73050,78.23400,0.01810,0.81340,0.70940,0.35680,0.37940,54.03980,1.4296,-0.9
2010-09-30,120.31400,33.15400,87.16000,8.04200,39.80000,47.36000,-17.37800,29.98200,29.98200,,29.98200,0.47900,22.23500,81.32900,47.36000,49.80700,49.83000,0.45000,0.45000,0.46550,0.87090,39.36370,39.36370,24.91980,18.48080,0.02090,1.19300,1.03640,0.52160,0.55400,52.70040,0.4528,-1.8553
2010-06-30,117.01000,30.33500,86.67500,8.26600,38.56500,48.11000,-60.27400,-12.16400,-12.16400,,-12.16400,-0.06000,-20.39300,81.99700,48.11000,44.87000,44.87000,-0.45000,-0.45000,0.51380,1.05680,41.11610,41.11610,-10.39570,-17.42840,0.02100,-0.56300,-0.47890,-0.21860,-0.23280,51.17490,1.6381,-1.0572
2010-03-31,116.49300,31.54800,84.94500,9.47900,39.19100,45.75400,-17.56200,28.19200,28.19200,,28.19200,0.59300,20.54200,78.34300,45.75400,43.82200,43.85800,0.47000,0.47000,0.53700,1.16000,39.27620,39.27620,24.20060,17.63370,0.02130,1.40820,1.18370,0.51550,0.54800,54.22790,1.16920,-0.78730
2009-12-31,113.12900,29.26200,83.86700,8.46300,36.85500,47.01200,-19.31400,27.69800,27.69800,,27.69800,2.20700,21.70500,79.63800,47.01200,38.58700,38.60000,0.41000,0.42000,0.53740,1.16170,41.55610,41.55610,24.48360,19.18610,0.02070,1.39540,1.17130,0.50750,0.54190,53.93050,0.9845,-1.6021
2009-09-30,115.82600,31.21800,84.60800,9.61100,37.72300,46.88500,-21.22500,25.66000,25.66000,,25.66000,0.71800,18.20300,78.69500,46.88500,39.09400,39.10600,0.47000,0.47000,0.53270,1.14000,40.47880,40.47880,22.15390,15.71580,0.02150,1.30990,1.09720,0.47580,0.51270,53.49580,1.7758,-1.3173
2009-06-30,121.03900,29.22400,91.81500,8.80400,38.30400,53.51100,-10.11900,43.39200,43.39200,,43.39200,0.72400,32.29800,86.59900,53.51100,38.93000,43.07200,0.83000,0.82000,0.57530,1.35450,44.20970,44.20970,35.84960,26.68400,0.02290,2.54190,2.07940,0.82080,0.88310,53.44990,0.9157,-0.6976
2009-03-31,131.55900,32.43400,99.12500,9.41800,40.66000,58.46500,-20.19900,38.26600,38.26600,,38.26600,2.98300,32.76800,88.74700,58.46500,32.47900,32.49800,1.01000,1.01000,0.58540,1.41190,44.44010,44.44010,29.08660,24.90750,0.02510,2.35610,1.90970,0.73090,0.79180,51.41270,1.68550,-2.03350
