Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,108.49700,14.60900,93.88800,26.54100,134.84300,161.38400,-67.49600,1.99300,-65.50300,1.17500,-66.67800,-66.67800,-66.67800,-66.36900,-67.49600,44.97900,44.97900,-1.48000,-1.48000,3.57890,,86.53510,-62.21000,-62.21000,-60.37310,-61.45610,0.11300,10.96590,8.20720,-10.06340,-10.06340,-6.94580,-10.06340,,-0.28710,-0.33940
2021-12-31,95.54500,11.76800,83.77700,21.95900,93.41600,115.37500,-31.59800,0.14700,-31.45100,1.15400,-32.60500,-32.60500,-32.60500,-30.63500,-31.59800,30.33200,30.33200,1.31000,1.31000,4.00330,,87.68330,-33.07140,-33.07140,-32.91750,-34.12530,0.10240,11.22870,8.01520,-4.63540,-4.63540,-3.49390,-4.63540,15.65740,0.4751,0.2914
2021-09-30,83.01800,10.21300,72.80500,19.87500,82.14100,102.01600,-29.21100,-0.22000,-29.43100,-0.58500,-28.84600,-28.84600,-28.84600,-28.50200,-29.21100,44.26700,44.26700,-0.65000,-0.65000,4.40480,,87.69790,-35.18640,-35.18640,-35.45140,-34.74670,0.09050,11.93130,7.54320,-4.05250,-4.05250,-3.14500,-4.05250,,0.1132,0.2058
2021-06-30,70.61500,9.10800,61.50700,16.27100,72.70500,88.97600,-27.46900,-0.35900,-27.82800,1.06300,-28.89100,-28.89100,-32.48000,-26.94200,-27.46900,19.41770,19.41770,-1.67000,-1.67000,4.85000,0.02930,87.10190,-38.89970,-38.89970,-39.40810,-45.99590,0.07820,16.18130,5.56200,-4.02050,-4.02050,-3.20070,-4.02050,,-0.0008,0.0519
2021-03-31,58.97200,7.92400,51.04800,15.58100,73.31400,88.89500,-37.84700,-0.40600,-38.25300,0.69900,-38.95200,-38.95200,-43.56600,-37.30000,-37.84700,12.39200,12.39200,-3.52000,-3.52000,0.87310,-0.08720,86.56310,-64.17790,-64.17790,-64.86640,-73.87570,0.36750,12.04250,7.47350,16.15310,16.15310,-24.27230,16.15310,-19.36570,-0.04830,-0.38740
2020-12-31,50.14200,6.68100,43.46100,11.42800,93.72900,105.15700,-61.69600,-0.20300,-61.89900,0.96200,-62.86100,-62.86100,-62.86100,-61.10500,-61.69600,12.04890,12.04890,-5.58000,-5.58000,1.05120,-0.09660,86.67580,-123.04260,-123.04260,-123.44740,-125.36600,0.31850,12.82080,7.01990,28.89400,28.89400,-39.93200,28.89400,-4.99440,-0.9431,-1.0866
2020-09-30,42.59200,6.33300,36.25900,12.62000,64.28600,76.90600,-40.64700,0.23900,-40.40800,0.67100,-41.07900,-41.07900,-45.79600,-40.13700,-40.64700,12.24100,12.24100,-3.74000,-3.74000,,,85.13100,-95.43340,-95.43340,-94.87230,-107.52250,,,,,,,,,-0.5384,-0.5733
2020-06-30,36.46000,4.88300,31.57700,12.78100,46.98700,59.76800,-28.19100,0.14100,-28.05000,0.35000,-28.40000,-28.40000,-33.06500,-27.75000,-28.19100,11.83600,11.83600,-2.79000,-2.79000,,,86.60720,-77.32040,-77.32040,-76.93360,-90.68840,,,,,,,,,-1.168,-1.2547
2020-03-31,31.92900,4.59100,27.33800,6.65100,40.69000,47.34100,-20.00300,0.34900,-19.65400,0.20900,-19.86300,-19.86300,-19.86300,-19.65700,-20.00300,11.77810,11.77810,-2.08000,-2.08000,1.05120,-0.09660,85.62120,-62.64840,-62.64840,-61.55530,-62.20990,0.20280,8.16390,11.02420,9.13000,9.13000,-12.61780,9.13000,-17.60960,-0.43580,-0.53280
2019-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
