Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-06-30,0.51000,0.41340,0.09660,,-3.16580,3.16590,-3.06930,0.00220,-3.06700,-3.06700,-3.06700,,-3.06700,-2.97620,-3.06930,0.50970,0.50970,-5.94410,-5.94410,15.63090,0.00510,0.01120,18.93720,-601.77670,-601.77670,-601.34310,-601.34310,0.03340,0.96410,1.59370,56.47230,-21.88540,-21.88540,-20.05510,-21.77410,27.49740,-3.5206,-3.5173
2021-03-31,0.41410,0.42310,-0.00900,,-6.07750,6.07760,-6.08660,0.00100,-6.08560,-6.08560,-6.08560,,-6.08560,-6.04650,-6.08660,0.43650,0.43650,-13.98600,-13.98600,11.01070,0.00590,0.01140,-2.18540,-1469.96500,-1469.96500,-1469.72600,-1469.72600,0.02390,1.75350,1.58570,56.75910,-39.28400,-39.28400,-35.11020,-39.05070,30.39590,-2.6613,-2.8022
2020-12-31,0.51800,0.51630,0.00170,,-5.90380,5.90380,-5.90210,0.00610,-5.89610,-5.89610,-5.89610,,-5.89610,-5.78030,-5.90210,0.42160,0.42160,-13.98600,-13.98600,7.79750,0.01270,0.02590,0.32880,-1139.43500,-1139.43500,-1138.26600,-1138.26600,0.05770,2.01440,2.34800,38.32980,-76.61420,-76.61420,-65.71800,-75.63940,18.05810,-4.02990,-4.16980
2020-09-30,0.27160,0.39120,-0.11960,,-0.75170,0.75170,-0.87130,-0.15830,-1.02960,-1.02960,-1.02960,,-1.02320,-0.77320,-0.87130,0.39660,0.39660,-2.44760,-2.44760,4.44940,0.02070,0.03330,-44.04440,-320.85090,-320.85110,-379.14810,-376.76970,0.03320,1.59420,1.38830,64.82660,-16.11410,-16.11410,-12.59490,-15.78010,15.33410,-3.0611,-3.3236
2020-06-30,0.19200,0.33100,-0.13910,,-2.37890,2.37900,-2.51800,-0.02300,-2.54110,-2.54110,-2.54110,,-2.54240,-2.41700,-2.51800,0.39420,0.39420,-6.29370,-6.29370,4.99500,0.02370,0.04230,-72.45030,-1311.73000,-1311.73000,-1323.73200,-1324.43800,0.02240,1.20390,2.84080,31.68110,-37.42040,-37.42040,-29.66260,-36.53340,16.45530,-1.9259,-1.6467
2020-03-31,0.39340,0.49670,-0.10330,,-2.41360,2.41360,-2.51690,-0.00430,-2.52120,-2.52120,-2.52120,,-2.49030,-2.40540,-2.51690,0.39270,0.39270,-6.29370,-6.29370,2.07630,0.05490,0.09410,-26.25880,-639.80250,-639.80250,-640.89260,-633.02030,0.07900,1.66920,1.19550,75.28150,-75.24720,-75.24720,-50.64950,-71.11540,8.53330,-1.8901,-1.9012
2019-12-31,0.54620,0.42320,0.12300,,-3.54980,3.54980,-3.42680,-0.00550,-3.43230,-3.43230,-3.43230,,-3.42120,-3.32900,-3.42680,0.38890,0.38890,-8.74130,-8.74130,3.51230,0.04460,0.07120,22.52530,-627.37960,-627.37960,-628.37840,-626.36060,0.08300,0.62210,1.05370,85.41390,-69.60470,-69.60470,-52.13930,-66.49910,12.55840,-3.80390,-3.83430
2019-09-30,0.48900,0.57460,-0.08550,,1.36070,-1.36070,1.27520,-0.07340,1.20180,1.20180,1.20180,,1.24820,1.56160,1.27520,0.39660,0.39660,4.19580,4.19580,2.80500,0.03670,0.06270,-17.49320,260.75490,260.75480,245.74650,255.24950,0.09310,1.14690,0.90510,99.43870,29.20390,29.20390,22.88830,28.13190,10.56650,-3.4062,-5.3633
2019-06-30,0.58520,0.46900,0.11620,,-9.51400,9.51400,-9.39780,0.00390,-9.39390,-9.39390,-9.39390,,-9.40650,-9.26450,-9.39780,0.38360,0.38360,-24.47550,-24.47550,5.58550,0.04950,0.05690,19.84900,-1605.91500,-1605.91500,-1605.24500,-1607.39400,0.09660,1.61820,1.63420,55.07310,-185.20470,-185.83160,-155.10450,-176.04280,13.05350,-4.2256,-4.55
2019-03-31,0.36600,0.24520,0.12080,,-1.51340,1.51330,-1.39260,-0.04180,-1.43440,-1.43440,-1.43440,,-1.45300,-1.42590,-1.39260,0.37870,0.37870,-3.84620,-3.84620,2.06430,0.03380,0.04380,33.00070,-380.53320,-380.53320,-391.94960,-397.04280,0.10430,0.88550,4.01040,22.44150,-55.62360,-55.99520,-40.86820,-53.74120,6.73870,-1.5003,-4.0244
2018-12-31,0.35340,0.20970,0.14370,,-2.73260,2.73260,-2.58890,0.00050,-2.58840,-2.58840,-2.58840,,-2.57670,-2.52320,-2.58890,0.37840,0.37840,-6.64340,-6.64340,6.10470,0.02740,0.03880,40.67200,-732.54990,-732.54990,-732.41300,-729.09840,0.09230,0.73630,3.26000,27.60700,-80.08990,-80.51620,-67.62080,-77.89640,8.48670,-1.96330,-2.29610
2018-09-30,0.37010,0.62230,-0.25210,,-1.35460,1.35450,-1.60670,0.05780,-1.54890,-1.54890,-1.54890,,-1.55150,-1.54700,-1.60670,0.34990,0.34990,-3.84550,-3.84550,4.65270,0.03520,0.05480,-68.12190,-434.10320,-434.10310,-418.48520,-419.17390,0.12410,4.61350,2.55510,35.22300,-64.21510,-64.67390,-51.93310,-61.95320,6.39210,-1.4662,-1.9375
2018-06-30,0.27130,0.17310,0.09820,,-0.73180,0.73180,-0.63360,-0.00630,-0.63990,-0.63990,-0.63990,,-0.63370,-0.58950,-0.63360,0.35590,0.35590,-2.09810,-2.09810,4.62140,0.05870,0.09020,36.20450,-233.52690,-233.52690,-235.83590,-233.57880,0.13220,0.47090,1.92220,46.82200,-39.18270,-39.59760,-31.17420,-36.88310,4.52600,-1.5828,-1.7239
2018-03-31,0.39070,0.28740,0.10330,,-0.83810,0.83810,-0.73490,-0.00240,-0.73730,-0.73730,-0.73730,,-0.75450,-0.69890,-0.73490,0.34570,0.34570,-2.09810,-2.09810,3.98570,0.07830,0.11910,26.43110,-188.11350,-188.11350,-188.72580,-193.13120,0.21490,0.95170,2.19820,40.94190,-53.13660,-53.80010,-40.56380,-48.97450,3.92100,-2.0147,-2.8602
2017-12-31,0.35690,0.23900,0.11790,,-0.76070,0.76070,-0.64280,-0.00080,-0.64360,-0.64360,-0.64360,,-0.63750,-0.61920,-0.64280,0.33280,0.33280,-2.09810,-2.09810,3.20140,0.12760,0.18320,33.02770,-180.11260,-180.11260,-180.32890,-178.63200,0.25780,0.79710,1.46090,61.60430,-70.53670,-71.88490,-46.48430,-61.53290,2.65730,-1.54040,-1.65500
2017-09-30,0.40630,0.37370,0.03260,,-0.71730,0.71730,-0.68470,0.00930,-0.67750,-0.67750,-0.67750,,-0.69480,-0.65310,-0.68470,0.30630,0.30630,-2.09810,-2.09810,2.57580,0.14940,0.23470,8.02780,-168.50320,-168.50320,-166.74670,-171.00180,0.32390,1.40160,2.60000,34.61500,-89.07390,-91.12400,-54.01730,-75.76220,2.29820,-1.1193,-1.2929
2017-06-30,0.26830,0.20310,0.06520,,-0.43720,0.43720,-0.37200,0.00500,-0.36700,-0.36700,-0.36700,,-0.35550,-0.35160,-0.37200,0.31210,0.31210,-1.04910,-1.04910,1.91530,0.24110,0.74940,24.29940,-138.66670,-138.66670,-136.80990,-132.52600,0.24460,0.53370,2.61860,34.36960,-70.27330,-78.11440,-33.46080,-53.32940,1.65090,-1.2762,-1.2806
2017-03-31,0.37630,0.32560,0.05070,,-0.41390,0.41390,-0.36310,-0.02220,-0.38530,-0.38530,-0.38530,,-0.37690,-0.34630,-0.36310,0.31390,0.31390,-1.04910,-1.04910,1.49050,0.26570,0.88700,13.48160,-96.49560,-96.49560,-102.38220,-100.14320,0.30490,0.90270,1.75720,51.21810,-83.19670,-93.81690,-31.21810,-61.09410,1.50080,-1.033,-1.028
2016-12-31,0.57750,0.41690,0.16060,,-0.50830,0.50830,-0.34770,-0.00080,-0.34640,-0.34640,-0.34640,,-0.34000,-0.32900,-0.34770,0.31030,0.31030,-1.04910,-1.04910,0.79530,0.53900,11.02370,27.81590,-60.20620,-60.20620,-59.97750,-58.86540,0.46790,1.01370,2.87070,31.35160,-449.29810,-1404.14000,-28.06200,-207.12680,0.26060,-1.13470,-1.57210
2016-09-30,0.22380,0.27630,-0.05250,,-0.24600,0.24600,-0.29850,-0.00440,-0.30290,-0.30290,-0.30290,,-0.30290,-0.28810,-0.29850,0.29310,0.29310,-1.04910,-1.04910,0.39190,,-1.77050,-23.43740,-133.36910,-133.36900,-135.35420,-135.35420,0.42850,1.33880,3.87810,23.20720,71.66880,71.66890,-57.99440,71.66890,-1.51060,-0.7971,-0.8026
2016-06-30,0.13630,0.07250,0.06370,,-0.39840,0.39840,-0.33470,0.00980,-0.32480,-0.32480,-0.32480,,-0.32480,-0.32410,-0.33470,0.29220,0.29220,-1.04910,-1.04910,0.36450,,-2.26920,46.76300,-245.59320,-245.59320,-238.36850,-238.36850,0.32390,0.33950,10.06860,8.93870,113.98470,113.98470,-77.21920,113.98470,-1.02700,-1.2243,-1.2242
2016-03-31,0.05100,0.03030,0.02070,,-0.35950,0.35940,-0.33880,0.00080,-0.33790,-0.33790,-0.33790,,-0.33790,-0.32830,-0.33880,0.28970,0.28970,-1.04910,-1.04910,0.40060,,-2.12310,40.58170,-664.88800,-664.88800,-663.22370,-663.22370,0.10170,0.12780,4.33060,20.78230,107.08620,107.08610,-67.44170,107.08610,-1.15470,-0.9848,-0.9859
2015-12-31,0.04450,0.02910,0.01540,,-0.32160,0.32150,-0.30620,-0.00340,-0.30960,-0.30960,-0.30960,,-0.30960,-0.29570,-0.30620,0.28910,0.28910,-1.04910,-1.04910,0.39000,,-2.61500,34.62660,-688.65950,-688.65950,-696.35410,-696.35410,0.09910,0.16050,3.09930,29.03850,134.93410,134.93390,-69.02030,134.93390,-0.79160,-0.90930,-0.91800
2015-09-30,0.02860,0.00810,0.02050,,-0.41750,0.41750,-0.39700,-0.00050,-0.39750,-0.39750,-0.39750,,-0.39750,-0.38420,-0.39700,0.28600,0.28600,-1.04910,-1.04910,0.52420,,-4.80590,71.64530,-1387.76900,-1387.76900,-1389.37000,-1389.37000,0.05290,0.04020,1.57150,57.27040,318.37750,318.37770,-73.43400,318.37760,-0.46590,-0.5643,-1.0473
2015-06-30,0.02980,0.02300,0.00680,,-0.37000,0.37000,-0.36320,0.00020,-0.36300,-0.36300,-0.36300,,-0.36300,-0.35730,-0.36320,0.26470,0.26470,-1.04910,-1.04910,0.81000,,-21.20740,22.83050,-1218.17800,-1218.17800,-1217.54000,-1217.54000,0.04130,0.11030,0.99890,90.09960,1282.91800,1282.91000,-50.29580,1282.91000,-0.10730,-1.526,-1.8226
2015-03-31,0.01560,0.00540,0.01010,,-0.41630,0.41640,-0.40620,-0.00040,-0.40660,-0.40660,-0.40660,,-0.40660,-0.40440,-0.40620,0.26460,0.26460,-2.09810,-2.09810,0.80550,,-7.45680,65.10970,-2606.19100,-2606.19100,-2608.91800,-2608.91800,0.02850,0.05070,,,505.35130,505.35140,-74.32040,505.35140,-0.30740,-1.9069,-1.9509
2014-12-31,0.04100,0.03550,0.00550,,-0.30700,0.30700,-0.30150,-0.00080,-0.30230,-0.30230,-0.30230,,-0.30230,-0.29990,-0.30150,0.26790,0.26790,-1.04910,-1.04910,5.77300,,,13.40700,-735.03270,-735.03270,-736.98310,-736.98310,0.13470,0.42300,8.39800,10.71680,-117.53060,-117.53080,-99.29540,-117.53080,0.94790,-1.06830,-1.06830
2014-09-30,0.01230,0.00300,0.00930,,-0.46860,0.46860,-0.45930,0.00000,-0.45930,-0.45930,-0.45930,,-0.45930,-0.45840,-0.45930,0.28710,0.28710,-11.53960,-11.53960,7.04650,,,75.68140,-3736.60400,-3736.60200,-3736.57600,-3736.57600,0.03100,0.05870,2.36140,38.11320,-133.06210,-133.06220,-115.76700,-133.06220,1.18330,-1.424,-1.5063
2014-06-30,0.05920,0.05580,0.00330,,-0.61860,0.61860,-0.61530,-0.00250,-0.61780,-0.61780,-0.61780,,-0.61780,-0.61390,-0.61530,0.28300,0.28300,-2.09810,-2.09810,5.56900,,,5.63060,-1040.03400,-1040.03400,-1044.24000,-1044.24000,0.09130,1.03900,2.51440,35.79370,-115.74110,-115.74100,-95.29510,-115.74110,1.86300,-1.6815,-1.6896
2014-03-31,0.00030,0.00020,0.00010,,-0.65610,0.65610,-0.65600,0.00000,-0.65600,-0.65600,-0.65600,,-0.65600,-0.65540,-0.65600,0.27650,0.27650,-2.09810,-2.09810,4.87840,,,,,,,,0.00030,0.00380,,,-91.15930,-91.15930,-72.67080,-91.15930,2.54980,-1.4094,-1.4098
2013-12-31,,,,,-1.40290,,-1.40290,0.00010,-1.40270,-1.40270,-1.40270,,-1.40270,-1.40240,-1.40290,0.29680,0.29680,5.24530,5.24530,13.01000,,,,,,,,,,,,-190.83610,-190.83610,-176.35440,-190.83610,2.65970,-1.42110,-1.42760
2013-09-30,0.01680,0.07730,-0.06050,,-0.33870,0.56870,-0.62920,0.04380,-0.76690,-0.60780,-0.60780,,-0.51440,-0.62890,-0.60880,0.33280,0.33280,0.00000,-1.04910,11.09690,,,-359.73120,-3742.35700,-3621.09300,-4561.35000,-3059.97000,0.01300,,0.11000,818.28700,-51.78670,-51.78670,-47.15130,-51.78670,3.24380,-1.0625,-1.0829
2013-06-30,0.04820,0.04490,0.00330,,-0.29970,0.29970,-0.29640,-0.00080,-0.29720,-0.29720,-0.29720,,-0.29720,-0.29630,-0.29640,0.34580,0.34580,-1.04910,-1.04910,2.72770,,0.23840,6.85990,-614.78800,-614.78800,-616.44740,-616.44740,0.14610,0.68710,0.29920,300.77420,-141.66670,-141.66670,-90.07550,-141.66670,0.57670,-0.8507,-0.8507
2013-03-31,0.02040,0.01390,0.00650,,-0.22930,0.22920,-0.22270,-0.04280,-0.26550,-0.26550,-0.26550,,-0.26550,-0.22260,-0.22270,0.32160,0.32160,-1.04910,-1.04910,,,,32.04000,-1092.50000,-1092.50000,-1302.52600,-1302.52600,,,,,,,,,,-1.0106,-1.0106
2013-01-31,,,,0.00020,-0.00840,,-0.01310,,-0.01310,-0.01310,-0.01310,,-0.01310,-0.01310,-0.01310,0.05910,0.05910,0.00000,0.00000,0.11160,,,,,,,,,,,,59.81420,59.81420,-476.38740,59.81420,-0.37150,0.6571,0.6571
2012-12-31,0.03680,0.01920,0.01760,,-0.19810,0.19810,-0.18050,0.00060,-0.17990,-0.17990,-0.17990,,-0.17990,-0.18040,-0.18050,0.30010,0.30010,-1.04910,-1.04910,,,,47.83980,-490.05020,-490.05020,-488.39920,-488.39920,,,,,,,,,,-1.34020,-1.34020
2012-10-31,,,,0.00180,-0.01360,,-0.02080,,-0.02080,-0.02080,-0.02080,,-0.02080,-0.02080,-0.02080,0.05910,0.05910,0.00000,0.00000,0.26560,,,,,,,,,,,,235.89080,235.89070,-652.30330,235.89070,-0.14930,-0.50660,-0.50660
2012-09-30,,,,,,,-0.26640,,-0.26640,-0.26640,-0.26640,,-0.26640,-0.26630,-0.26640,0.28980,0.28980,,0.00000,1.07210,,,,,,,,,,,,-427.20790,-1363.78000,-89.09670,-427.20810,0.21520,-0.9877,-0.9967
2012-07-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0.2291,0.2381
2012-06-30,,0.00210,-0.00210,,-0.04400,0.04400,-0.04610,,-0.04610,-0.04610,-0.04610,,-0.04610,-0.04610,-0.04610,0.28980,0.28980,0.00000,0.00000,,,,,,,,,,,,,,,,,,-0.2243,-0.2333
2012-04-30,,,,0.00020,-0.00350,,-0.00770,,-0.00770,-0.00770,-0.00770,,-0.00770,-0.00770,-0.00770,0.95320,0.95320,0.00000,0.00000,0.28010,,,,,,,,,,,,66.12830,66.12830,-169.97130,66.12830,-0.30530,-0.0048,-0.0048
2012-03-31,,,,0.00580,,,-0.00580,,-0.00580,-0.00580,-0.00580,0.00000,-0.00580,-0.00580,-0.00580,,,,0.00000,,,,,,,,,,,,,,,,,,0.2904,0.2904
2012-01-31,,,,0.00000,-0.00190,,-0.00580,,-0.00580,-0.00580,-0.00580,,-0.00580,-0.00580,-0.00580,0.03810,0.03810,0.00000,0.00000,,,,,,,,,,,,,,,,,,-0.2904,-0.2904
2011-12-31,,,,0.00520,,,-0.00520,,-0.00520,-0.00520,-0.00520,0.00000,-0.00520,-0.00520,-0.00520,,,,0.00000,,,,,,,,,,,,,,,,,,0.00000,
2011-10-31,,,,0.00090,,,-0.00520,,-0.00520,-0.00520,-0.00520,,-0.00520,-0.00520,-0.00520,0.03810,0.03810,0.00000,0.00000,,,,,,,,,,,,,,,,,,-0.16210,-0.16210
2011-09-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
2011-07-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
2011-06-30,,,,,,,,,0.00000,,0.00000,0.00000,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
