Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-12-31,4014.13600,3763.75300,250.38330,121.70670,416.10830,537.81400,-287.43070,-1393.84700,-1681.27600,-288.91480,-1392.36100,,-1392.36100,-1379.90200,519.18290,-287.42970,715.63200,715.63200,-1.92790,-1.92790,0.93290,0.48180,1.08820,6.23760,-7.16050,-7.16040,-41.88390,-34.37610,0.14100,2.29370,1.38300,65.07630,-13.93670,-14.98470,-4.89240,-7.22140,13.96060,1.6355,0.5754
2019-09-30,4657.34500,4416.06500,241.27930,174.22560,416.44400,590.67000,-349.39010,-130.77680,-480.16720,-126.40400,-353.76320,,-353.76320,-335.48320,258.18230,-349.39010,715.63140,715.63140,-0.46880,-0.46880,1.01300,0.44780,0.94480,5.18060,-7.50190,-7.50190,-10.30990,-7.20330,0.15550,2.02410,1.43300,62.80320,-3.08670,-3.31130,-1.18100,-1.70460,16.01490,-0.2323,-1.1422
2019-06-30,4818.06900,4384.55600,433.51270,381.84840,383.53410,765.38200,-331.86960,-66.28860,-398.15820,97.00380,-495.16200,,-495.16200,-493.53930,479.86920,-331.86960,715.63200,715.63200,-0.69000,-0.69000,0.87950,0.39650,0.78250,8.99760,-6.88800,-6.88800,-8.26390,-10.24350,0.15040,1.89620,1.86450,48.27150,-3.73550,-3.98760,-1.54540,-2.25420,18.52310,1.8438,-0.9221
2019-03-31,5290.90300,4721.41900,569.48390,299.80170,388.49850,688.30000,-118.81640,3.02400,-115.79220,-59.41620,-56.37600,,-56.37600,-54.83970,611.29960,-118.81640,715.63140,715.63140,-0.07650,-0.07650,0.97770,0.37640,0.70810,10.76350,-2.24570,-2.24570,-2.18850,-1.03650,0.16610,1.99480,1.67730,53.65930,-0.40970,-0.43790,-0.17700,-0.25550,19.22860,-0.22140,-2.85410
2018-12-31,6496.38200,5396.59500,1099.78700,293.88410,554.64830,848.53400,251.25240,-41.41900,209.83580,74.31360,135.52220,,135.52220,129.48870,1056.32200,251.25440,715.63200,715.63200,0.18080,0.18080,0.88400,0.32080,0.57670,16.92920,3.86760,3.86760,3.23000,1.99320,0.21520,2.20360,2.38080,37.80180,1.00040,1.07150,0.44890,0.67950,18.92940,1.0342,-1.4475
2018-09-30,5492.12600,4692.26600,799.85990,295.37550,378.42120,673.79700,126.06300,-26.82720,99.23670,83.47950,15.75720,,15.75720,3.07890,918.44790,126.06300,715.63200,715.63200,0.00450,0.00450,0.91140,0.27850,0.52550,14.56380,2.29530,2.29530,1.80690,0.05610,0.19000,2.01500,1.80350,49.90390,0.11920,0.12780,0.05450,0.08600,18.47720,1.8528,-0.7288
2018-06-30,5050.12300,4630.05500,420.06840,265.42350,359.94240,625.36500,-205.29740,-100.72080,-306.01800,-35.52930,-270.48870,,-270.48870,-267.64650,612.83500,-205.29740,715.63140,715.63140,-0.37400,-0.37400,0.99470,0.27030,0.52060,8.31800,-4.06520,-4.06520,-6.05960,-5.29980,0.17850,2.11680,1.53920,58.47290,-2.06800,-2.21210,-0.95580,-1.50900,18.27700,1.8061,-0.8948
2018-03-31,5107.64700,4619.77200,487.87550,256.60710,319.75920,576.36600,-88.49070,2.29320,-86.19750,-42.11370,-44.08380,,-44.08380,-53.50860,730.57680,-88.49070,715.63200,715.63200,-0.07470,-0.07470,1.03670,0.23620,0.45410,9.55190,-1.73250,-1.73250,-1.68760,-1.04760,0.18920,2.18390,1.56660,57.44820,-0.33040,-0.35200,-0.16330,-0.25240,18.64520,1.00890,-1.14550
2017-12-31,5990.44700,5282.91200,707.53470,279.87480,425.10170,704.97800,2.55710,1.50810,4.06600,-5.72720,9.79330,,9.79330,5.84440,750.55100,2.55660,715.63140,715.63140,0.00370,0.00370,1.16650,0.21690,0.37400,11.81110,0.04270,0.04270,0.06790,0.09760,0.23220,2.54070,1.50790,59.68410,0.07390,0.07870,0.03800,0.05790,18.52260,1.9209,-0.1409
2017-09-30,6275.78600,5145.82800,1129.95800,257.46660,345.09780,602.56400,527.39360,11.45700,538.85070,109.33110,429.51960,,429.51960,397.78380,1278.09000,527.39360,715.63200,715.63200,0.56000,0.56000,1.40290,0.21550,0.35500,18.00510,8.40360,8.40360,8.58620,6.33840,0.24220,2.14620,1.41290,63.69850,3.14640,3.34220,1.65760,2.46850,19.07590,2.4248,0.6156
2017-06-30,5965.99800,4603.51600,1362.48100,280.45170,358.18470,638.63600,723.84520,24.79230,748.63710,85.63590,663.00120,,663.00120,621.27000,1425.06400,723.84520,715.63140,715.63140,0.86810,0.86810,1.47240,0.22310,0.34430,22.83740,12.13280,12.13280,12.54840,10.41350,0.25010,2.18270,1.45610,61.81000,5.04930,5.36010,2.77970,3.92300,18.34820,2.4553,0.3101
2017-03-31,6355.94600,4808.59400,1547.35200,255.82500,367.33770,623.16300,924.18900,-151.88130,772.30800,160.76070,611.54730,,611.54730,570.14100,1568.46700,924.18900,715.63140,715.63140,0.79700,0.79700,1.40440,0.22230,0.34170,24.34500,14.54050,14.54050,12.15100,8.97020,0.28470,2.34010,1.55720,57.79470,4.95660,5.28410,2.73930,3.85500,17.24080,1.56200,-0.37430
2016-12-31,7741.28100,6262.42200,1478.85800,304.15720,357.72160,661.87900,816.98000,140.33130,957.31100,214.97750,742.33340,,742.33340,718.47770,1464.93200,816.97950,715.63140,715.63140,1.00350,1.00350,1.48540,0.23390,0.35500,19.10350,10.55360,10.55350,12.36630,9.28110,0.34570,3.04150,1.68600,53.37990,6.12680,6.56310,3.31460,4.69350,16.93070,1.6963,0.524
2016-09-30,6051.39700,5205.79400,845.60300,268.57800,286.17840,554.75700,290.84670,-67.24080,223.60590,53.00730,170.59860,,170.59860,160.04250,921.15710,290.84670,715.63200,715.63200,0.22400,0.22400,1.26580,0.20300,0.34270,13.97370,4.80630,4.80630,3.69510,2.64470,0.32830,3.03160,1.53270,58.72040,1.71210,1.81830,0.92550,1.36460,13.92390,1.3456,0.1482
2016-06-30,5269.62800,4720.38600,549.24220,230.00130,279.28890,509.29000,39.95170,-30.23820,9.71370,85.23810,-75.52440,,-75.52440,-64.43370,830.70040,39.95170,715.63140,715.63140,-0.09000,-0.09000,1.44870,0.21710,0.39480,10.42280,0.75810,0.75810,0.18430,-1.22270,0.25950,2.13810,1.61800,55.62410,-0.67970,-0.73080,-0.37190,-0.53210,15.52730,0.4867,-0.3481
2016-03-31,4791.36100,4290.24100,501.12010,217.83840,251.66480,469.50300,31.61670,-37.63760,-6.02080,-6.97040,0.94960,,0.94960,1.95520,682.01990,31.61670,698.28600,698.28600,0.00280,0.00280,1.53320,0.21290,0.34150,10.45880,0.65990,0.65990,-0.12570,0.04080,0.27010,2.11810,1.82320,49.36440,0.00950,0.01020,0.00540,0.00750,13.97440,1.05030,-0.09390
2015-12-31,6746.40000,6056.28900,690.11080,278.01000,357.42000,635.43000,54.68120,-26.85000,27.67000,39.82000,-12.15000,0.00000,-12.60000,-12.60000,2593.85100,54.68120,736.84200,736.84200,-0.02000,-0.02000,1.44270,0.18100,0.33250,10.22650,0.81050,0.81050,0.41010,-0.18680,0.33200,2.86150,1.78320,50.47070,-0.11020,-0.11800,-0.06200,-0.09020,,0.9627,0.4386
2015-09-30,6442.20000,5500.37000,941.83010,279.65000,362.70000,642.35000,299.48000,-54.35000,245.29000,66.52000,178.77000,0.00000,178.20000,178.20000,-563.22010,299.48000,712.15000,712.15000,0.25000,0.25000,1.43400,0.19130,0.33640,14.62230,4.64870,4.64870,3.80760,2.76610,0.30080,2.12470,1.60890,55.93900,1.52060,1.60640,0.83210,1.22970,,0.624,-1.4549
2015-06-30,6036.82700,5011.01000,1025.81700,283.88000,302.62000,586.50000,439.31740,16.95000,456.24000,129.92000,326.32000,0.00000,301.49600,301.49600,1035.09700,439.31740,715.80400,715.80400,0.42000,0.42000,1.43870,0.19340,0.32570,16.99240,7.27730,7.27730,7.55760,4.99430,0.29870,2.15910,1.95140,46.12090,2.65150,2.80850,1.49190,2.13860,,0.7587,1.358
2015-03-31,6320.11400,5094.95000,1225.16400,254.59000,301.05000,555.64000,669.52390,-108.11000,561.38000,133.21000,428.17000,0.00000,412.40200,412.40200,1435.54400,669.52390,715.63100,715.63100,0.58000,0.58000,1.28760,0.18210,0.32780,19.38510,10.59350,10.59350,8.88240,6.52520,0.31250,2.13990,2.11060,42.64200,3.75820,3.93490,2.03900,3.07370,,0.98490,0.64630
2014-12-31,8341.93800,7769.39100,572.54740,346.91000,445.17000,792.08100,-219.53320,-140.88000,508.74000,112.96000,395.78000,0.00000,376.08800,376.08800,468.09690,-219.53320,715.68000,715.68000,0.53000,0.53000,1.22400,0.21770,0.36050,17.28200,-2.63170,-2.63170,6.09860,4.50840,0.36320,2.82100,2.34060,38.45100,3.19170,3.35590,1.63750,2.49680,,1.5984,4.8478
2014-09-30,6213.10300,5353.91000,859.19290,302.31000,295.05000,597.36000,261.83300,-41.25000,423.37000,76.33000,347.04000,0.00000,335.94600,335.94600,1083.84300,261.83300,715.15200,715.15200,0.47000,0.47000,1.16150,0.22650,0.40230,17.09280,4.21420,4.21420,6.81410,5.40710,0.27940,2.08130,1.93420,46.53070,3.00910,3.16010,1.51090,2.32740,,1.041,0.1441
2014-06-30,5799.66900,5112.35000,687.31880,254.10000,275.01000,529.11000,158.20900,125.93000,284.11000,35.76000,248.35000,0.00000,250.57700,250.57700,1042.05900,158.20900,715.63100,715.63100,0.35000,0.35000,1.06180,0.21820,0.41220,11.85090,2.72790,2.72790,4.89870,4.32050,0.28040,2.65640,2.36770,38.01090,2.36860,2.48960,1.21150,1.85180,,0.2207,-0.7828
2014-03-31,5028.92800,4431.48000,597.44820,260.97000,251.61000,512.58000,84.86820,-59.10000,25.73000,99.50000,-73.77000,0.00000,-71.95600,-71.95600,913.45820,84.86820,717.05000,717.05000,-0.10000,-0.10000,0.93870,0.18710,0.35140,11.88010,1.68760,1.68760,0.51160,-1.43080,0.25870,2.23930,2.10150,42.82680,-0.74610,-0.77990,-0.37020,-0.60650,,1.14240,-0.15120
2013-12-31,6654.27100,5892.53800,761.73290,264.51000,300.68000,565.19000,196.54300,-32.38000,217.62000,145.61000,72.01000,0.00000,67.24900,67.25000,1053.50300,196.54300,715.42000,715.42000,0.09000,0.09000,1.13890,0.21710,0.36150,12.25020,2.95360,2.95360,3.27040,1.01060,0.33310,3.31310,2.24750,40.04400,0.67700,0.70770,0.33660,0.53000,,0.8602,-0.4202
2013-09-30,5920.86200,5031.85000,889.01170,253.06000,285.66000,538.72000,350.29150,12.00000,362.27000,146.79000,215.48000,0.00000,220.49700,220.49700,1152.86200,350.29150,715.63100,715.63100,0.31000,0.31000,1.12990,0.23900,0.37630,15.01470,5.91620,5.91620,6.11850,3.72410,0.29440,2.31330,2.45150,36.71180,2.29980,2.40330,1.09640,1.75020,,0.5705,-0.2864
2013-06-30,5914.84300,5046.43000,868.41260,249.44000,289.66000,539.10000,329.31250,-183.19000,146.09000,51.36000,94.73000,0.00000,94.72800,94.72800,1158.51200,329.31250,713.58000,713.58000,0.13000,0.13000,1.12500,0.25440,0.38890,14.68170,5.56760,5.56760,2.46990,1.60150,0.28560,2.34050,2.45900,36.60050,0.99930,1.04420,0.45740,0.74510,,1.5866,0.6339
2013-03-31,6327.01300,5672.04000,654.97310,241.05000,273.21000,514.26000,140.71340,-102.80000,37.90000,34.66000,3.24000,0.00000,3.62600,3.62600,1179.73300,140.71340,715.63100,715.63100,0.01000,0.01000,1.09720,0.27360,0.45680,10.35180,2.22400,2.22400,0.59900,0.05730,0.28250,2.41200,2.21810,40.57460,0.03770,0.03950,0.01620,0.02740,,1.59260,0.26760
2012-12-31,7780.89200,6919.81800,861.07420,210.33000,269.58000,432.92000,428.15430,-120.29000,446.08000,163.79000,282.29000,0.00000,279.66300,279.66300,5012.04400,428.15430,715.78100,715.78100,0.39000,0.39000,0.96830,0.25150,0.43510,12.84300,5.50260,5.50260,5.73300,3.59420,0.35750,3.25320,2.62200,34.32520,3.06860,3.22530,1.28490,2.29690,,1.1197,0.3552
2012-09-30,6757.81000,6044.72000,713.08980,155.35000,332.19000,487.54000,225.54980,-20.70000,204.82000,64.03000,140.79000,0.00000,141.16700,141.16700,1434.50000,225.54980,716.58400,716.58400,0.20000,0.20000,0.86180,0.24550,0.32540,10.55190,3.33760,3.33760,3.03090,2.08890,0.29990,2.47260,2.44500,36.80990,1.58980,1.67780,0.62650,1.19950,,1.5592,0.0087
2012-06-30,6012.02300,5342.14000,669.88280,151.50000,285.72000,461.62000,208.26270,-275.73000,-67.48000,30.25000,-97.73000,0.00000,-97.73800,-97.73800,1004.06300,208.26270,722.46300,722.46300,-0.14000,-0.14000,0.81140,0.24950,0.48380,11.14220,3.46410,3.46410,-1.12240,-1.62570,0.27050,2.39020,2.65300,33.92370,-1.13520,-1.19710,-0.43980,-0.85200,,2.1924,1.1323
2012-03-31,5503.47200,5211.35000,292.12210,181.56000,276.12000,480.27000,-188.14790,12.81000,-175.34000,-60.33000,-115.01000,0.00000,-114.33300,-114.33300,692.95200,-188.14790,714.58200,714.58200,-0.16000,-0.16000,0.76180,0.25750,0.51680,5.30790,-3.41870,-3.41870,-3.18600,-2.07750,0.25210,2.66440,2.71790,33.11370,-1.28480,-1.35790,-0.52370,-0.95400,,0.81060,-0.68050
2011-12-31,5888.14900,5574.31900,313.83010,295.13000,-278.10000,17.03000,296.80030,-400.37000,-108.84000,-115.52000,6.68000,0.00000,-5.57100,-5.57100,1148.33000,296.80030,696.37500,696.37500,-0.01000,-0.01000,0.79280,0.18790,0.31040,5.24100,5.04060,5.04060,-1.84850,-0.09460,0.25710,2.64340,2.36140,38.11280,-0.06040,-0.06380,-0.02430,-0.04910,,1.9399,0.3667
2011-09-30,5829.92200,5662.11000,167.81200,0.00000,625.41000,625.41000,-457.59810,-188.78000,-646.39000,-7.00000,-639.39000,0.00000,-638.63800,-638.63800,441.03190,-457.59810,716.44000,716.44000,-0.89000,-0.89000,0.76740,0.25480,0.45320,2.87830,-7.84910,-7.84910,-11.08750,-10.95450,0.25300,2.57020,2.57770,34.91460,-6.74380,-7.11430,-2.77190,-5.02530,,1.2237,-0.0549
2011-06-30,5563.29700,5148.25000,415.04690,172.11000,556.82000,728.93000,-313.88280,267.05000,-46.83000,-66.43000,19.60000,0.00000,22.93600,22.93600,524.51720,-313.88280,712.31400,744.69200,0.03000,0.03000,0.82760,0.05480,0.05800,7.46010,-5.64200,-5.64200,-0.84180,0.41230,0.24510,1.98300,2.67320,33.66740,0.23140,0.24350,0.10110,0.21870,,0.6025,-0.5475
2011-03-31,4786.04000,4619.32000,166.72020,152.67000,272.27000,424.94000,-258.21970,33.69000,-181.61000,-77.73000,-103.88000,0.00000,-102.74900,-102.74900,476.03030,-258.21970,715.63100,715.63100,-0.14000,-0.14000,0.85280,0.05630,0.05970,4.38000,-5.39530,-5.39530,-3.79460,-2.14680,0.21860,2.04880,2.17130,41.44890,-1.06150,-1.11700,-0.46930,-1.00170,,1.02430,-0.28250
2010-12-31,5835.02700,5981.97900,-146.95210,198.21000,332.12000,530.33000,-677.28220,-261.21000,-345.41000,-137.28000,-208.13000,0.00000,-243.10700,-243.10700,134.13780,-677.28220,715.54700,715.54700,-0.34000,-0.33000,0.99530,0.07870,0.08550,7.64560,-11.60720,-11.60720,-5.91960,-4.16630,0.27180,3.00050,1.99080,45.20830,-2.44210,-2.56740,-1.13220,-2.24980,,2.4048,-0.3016
2010-09-30,5692.98500,5037.40000,655.58500,141.77000,323.57000,465.34000,190.24510,16.98000,207.21000,16.65000,190.56000,0.00000,188.59700,188.59700,860.67520,190.24510,715.73900,715.73900,0.26000,0.26000,1.06910,0.17320,0.37390,11.51540,3.34170,3.34170,3.63970,3.31280,0.28150,2.37850,1.94830,46.19400,1.96540,2.04490,0.93250,1.62490,,1.1232,-0.4819
2010-06-30,5808.77600,4407.73000,1401.04600,144.25000,295.42000,439.67000,961.37600,-183.53000,519.66000,42.54000,477.12000,0.00000,499.30900,499.30900,1543.86600,961.37600,713.29900,713.29900,0.70000,0.70000,1.17210,0.18750,0.23080,19.67490,16.55040,16.55040,8.94610,8.59580,0.29440,2.27160,1.76330,51.04140,5.23820,5.44530,2.53070,4.25580,,1.4091,0.4043
2010-03-31,5171.18500,4175.68000,995.50490,122.98000,279.55000,402.53000,592.97510,47.07000,757.55000,173.79000,583.76000,0.00000,570.79000,570.79000,1161.47500,592.97510,715.63100,715.63100,0.80000,0.80000,1.25890,0.17940,0.34560,21.52350,11.46690,11.46690,14.64950,11.03790,0.27670,2.70320,1.75900,51.16660,6.02820,6.23950,3.05400,4.94660,,1.20530,0.30760
2009-12-31,5186.12100,2585.24000,2600.88100,0.00000,244.65000,244.65000,2356.23100,-83.84000,240.68000,-103.96000,344.64000,28.00000,406.30000,406.30000,3000.82100,2356.23100,737.38700,737.38700,0.55000,0.55000,1.34810,0.17020,0.38940,10.97430,45.43340,45.43340,4.64080,7.83440,0.33180,1.89490,2.26730,39.69560,5.01860,5.15380,2.59940,4.16430,,1.7328,0.5207
2009-09-30,4912.42000,3839.24000,1073.18000,0.00000,217.12000,217.12000,856.06010,-186.74000,536.42000,89.16000,447.26000,0.00000,458.38000,458.38000,1229.52000,856.06010,724.13900,724.13900,0.63000,0.63000,1.35780,0.16040,0.37360,19.14110,17.42640,17.42640,10.91970,9.33100,0.33050,2.74400,2.01970,44.56160,5.94220,6.09810,3.08420,4.98900,,0.9576,0.5564
2009-06-30,3849.70600,4399.90000,-550.19380,0.00000,272.97000,272.97000,-823.16410,132.20000,349.83000,47.80000,302.03000,0.00000,235.56000,235.56000,-102.52410,-823.16410,757.42800,757.42800,0.31000,0.31000,1.27070,0.17680,0.43900,12.74440,-21.38250,-21.38250,9.08720,6.11890,0.21180,3.12360,1.33910,67.21150,2.57430,2.63730,1.29580,2.11930,,0.1735,-0.9973
2009-03-31,2562.53400,3827.27000,-1264.73600,0.00000,250.66000,250.66000,-1515.39600,39.99000,-371.53000,-116.52000,-255.01000,0.00000,-178.24500,-178.24500,-959.44600,-1515.39600,730.51200,730.51200,-0.24000,-0.24000,1.30470,0.21790,0.45380,-6.27700,-59.13660,-59.13660,-14.49850,-6.95580,0.13810,3.20690,1.11420,80.77490,-2.01410,-2.06280,-0.96030,-1.57520,,1.56400,0.22690
