Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-06-30,37597.00000,22195.00000,15402.00000,113.00000,1096.00000,-5064.00000,10980.00000,4422.00000,4422.00000,1328.00000,3094.00000,3094.00000,3082.00000,9129.00000,4607.00000,1917.53600,1921.95800,1.61000,1.60000,1.17150,0.22790,0.32120,40.96600,11.76160,12.25360,11.76160,8.19750,0.15480,3.55750,2.39400,37.59480,2.31050,2.38900,1.27430,1.78400,69.24360,3.6113,2.6791
2021-03-31,32029.00000,18988.00000,13041.00000,86.00000,990.00000,-5304.00000,10864.00000,2177.00000,2177.00000,779.00000,1398.00000,1398.00000,1377.00000,6661.00000,2375.00000,1912.92500,1915.88900,0.72000,0.72000,1.10750,0.23400,0.34180,40.71620,6.79700,7.41520,6.79700,4.29920,0.13250,3.37860,2.26870,39.67090,1.05170,1.08770,0.57850,0.80560,68.94680,2.19010,1.27880
2020-12-31,25246.00000,14663.00000,10583.00000,367.00000,1129.00000,-5359.00000,11540.00000,-957.00000,-957.00000,-301.00000,-656.00000,-656.00000,-665.00000,3728.00000,-758.00000,1870.00000,1870.00000,-0.33000,-0.33000,1.17560,0.24370,0.33390,41.91950,-3.79070,-3.00250,-3.79070,-2.63410,0.10530,2.58330,2.20090,40.89320,-0.49430,-0.51120,-0.27360,-0.37380,68.94190,1.1572,0.0844
2020-09-30,24451.00000,14539.00000,9912.00000,117.00000,832.00000,-4826.00000,9956.00000,-44.00000,-44.00000,165.00000,-209.00000,-209.00000,-207.00000,4137.00000,120.00000,1853.53300,1853.53300,-0.12000,-0.12000,1.26130,0.20610,0.26360,40.53820,-0.18000,0.49080,-0.18000,-0.84660,0.10960,2.55920,2.51500,35.78500,-0.15830,-0.16380,-0.09370,-0.12570,70.70980,1.908,1.0288
2020-06-30,13494.00000,9109.00000,4385.00000,895.00000,1569.00000,-5629.00000,14982.00000,-10597.00000,-10597.00000,-2320.00000,-8277.00000,-8277.00000,-8270.00000,-3708.00000,-10425.00000,1853.31300,1853.31300,-4.44000,-4.44000,1.13960,0.18400,0.25340,32.49590,-78.53120,-77.25660,-78.53120,-61.28650,0.06040,1.65290,1.57460,57.15870,-6.15910,-6.36840,-3.70500,-5.02590,71.96930,0.06,-1.0799
2020-03-31,31501.00000,16676.00000,14825.00000,158.00000,683.00000,-5389.00000,10680.00000,4145.00000,4145.00000,564.00000,3581.00000,3581.00000,3599.00000,8595.00000,4307.00000,1862.27300,1865.64900,1.93000,1.93000,1.01160,0.14040,0.22320,47.06200,13.15830,13.67260,13.15830,11.42500,0.13310,2.53670,3.09840,29.04770,2.47110,2.54950,1.51300,2.12430,77.61950,2.53100,0.85170
2019-12-31,36350.00000,20662.00000,15688.00000,272.00000,1129.00000,-6085.00000,24093.00000,-8405.00000,-8405.00000,-1738.00000,-6667.00000,-6667.00000,-6610.00000,8202.00000,-8227.00000,1882.00000,1895.00000,-3.51000,-3.48000,1.06780,0.14030,0.18580,43.15820,-23.12240,-22.63270,-23.12240,-18.18430,0.15310,3.53320,2.72800,32.99180,-4.59130,-4.73690,-2.80800,-3.94730,77.14930,2.9787,0.76
2019-09-30,36116.00000,20941.00000,15175.00000,168.00000,954.00000,-5446.00000,11126.00000,4049.00000,4049.00000,1469.00000,2580.00000,2580.00000,2580.00000,8607.00000,4246.00000,1880.60700,1893.92800,1.38000,1.36000,1.12420,0.13770,0.20940,42.01740,11.21110,11.75660,11.21110,7.14360,0.14080,3.51890,2.78540,32.31090,1.64440,1.69310,1.00570,1.41800,82.97340,4.1622,2.3669
2019-06-30,38850.00000,21882.00000,16968.00000,141.00000,1076.00000,-5284.00000,11033.00000,5935.00000,5935.00000,1645.00000,4290.00000,4290.00000,4305.00000,10467.00000,6133.00000,1889.26500,1902.97700,2.28000,2.27000,1.14770,0.13730,0.19470,43.67570,15.27670,15.78640,15.27670,11.08110,0.15180,3.21370,2.70110,33.31970,2.72470,2.80490,1.67660,2.35050,82.93800,4.6123,2.7308
2019-03-31,35200.00000,20764.00000,14436.00000,189.00000,984.00000,-4987.00000,10479.00000,3957.00000,3957.00000,1315.00000,2642.00000,2642.00000,2649.00000,8276.00000,4182.00000,1888.00200,1900.74800,1.40000,1.39000,1.12420,0.14310,0.21190,41.01140,11.24150,11.88070,11.24150,7.52560,0.13710,3.08850,2.35800,38.16820,1.69230,1.74260,1.02880,1.45020,81.96350,2.66050,1.10690
2018-12-31,42352.00000,24821.00000,17531.00000,250.00000,1080.00000,-5861.00000,12633.00000,4898.00000,4898.00000,1175.00000,3723.00000,3723.00000,3730.00000,10340.00000,5088.00000,1897.00000,1914.00000,1.97000,1.95000,1.25210,0.15580,0.22140,41.39360,11.56500,12.01360,11.56500,8.80710,0.16680,4.35150,2.81410,31.98200,2.39200,2.46350,1.46650,2.01930,81.79470,4.8014,2.707
2018-09-30,43987.00000,25940.00000,18047.00000,625.00000,1018.00000,-5143.00000,12348.00000,5699.00000,5699.00000,1643.00000,4056.00000,4056.00000,4047.00000,11261.00000,5881.00000,1900.71700,1917.47400,2.13000,2.11000,1.21930,0.16240,0.23350,41.02800,12.95610,13.36990,12.95610,9.20040,0.17140,4.30250,2.62010,34.34920,2.62230,2.70120,1.58060,2.19640,80.94780,4.9952,3.1267
2018-06-30,42236.00000,26107.00000,16129.00000,177.00000,1017.00000,-5315.00000,11224.00000,4905.00000,4905.00000,1483.00000,3422.00000,3422.00000,3409.00000,9620.00000,5122.00000,1900.37500,1918.94900,1.79000,1.78000,1.07510,0.16320,0.25110,38.18780,11.61330,12.12710,11.61330,8.07130,0.16380,3.92940,2.53330,35.52610,2.23110,2.29880,1.32670,1.86690,80.04610,3.5644,1.8879
2018-03-31,37764.00000,22577.00000,15187.00000,158.00000,723.00000,-4785.00000,10114.00000,5073.00000,5073.00000,1414.00000,3659.00000,3659.00000,3638.00000,9521.00000,5232.00000,1895.99000,1913.21800,1.92000,1.90000,1.03580,0.17050,0.26220,40.21560,13.43340,13.85450,13.43340,9.63350,0.14730,3.68420,2.39450,37.58580,2.41410,2.48850,1.42680,2.00260,79.31420,2.63590,1.06940
2017-12-31,37616.00000,24340.00000,13276.00000,356.00000,1266.00000,-5265.00000,11795.00000,1481.00000,1481.00000,-1637.00000,3118.00000,3118.00000,3111.00000,6389.00000,1654.00000,1883.00000,1898.00000,1.65000,1.64000,1.02970,0.18360,0.25960,35.29350,3.93720,4.39710,3.93720,8.27040,0.14820,4.35810,2.45010,36.73360,2.08810,2.15350,1.22850,1.70490,78.39490,3.2018,1.2892
2017-09-30,36205.00000,21989.00000,14216.00000,239.00000,1107.00000,-5068.00000,11558.00000,2658.00000,2658.00000,672.00000,1986.00000,1986.00000,1952.00000,7802.00000,2693.00000,1882.65000,1895.87900,1.03000,1.03000,1.04160,0.18720,0.28380,39.26530,7.34150,7.43820,7.34150,5.39150,0.14190,3.81690,2.56340,35.11010,1.34270,1.38510,0.77830,1.09130,77.87360,2.8925,1.1972
2017-06-30,34480.00000,21390.00000,13090.00000,125.00000,927.00000,-4726.00000,11137.00000,1953.00000,1953.00000,487.00000,1466.00000,1466.00000,1450.00000,7312.00000,2001.00000,1881.01900,1893.01400,0.77000,0.77000,0.95240,0.18780,0.29080,37.96400,5.66420,5.80340,5.66420,4.20530,0.13540,3.52100,2.61850,34.37120,0.99470,1.02630,0.57580,0.80780,77.77720,2.6285,0.9232
2017-03-31,33421.00000,20377.00000,13044.00000,144.00000,810.00000,-4716.00000,9915.00000,3129.00000,3129.00000,430.00000,2699.00000,2699.00000,2682.00000,7374.00000,3180.00000,1879.37200,1895.39300,1.43000,1.41000,1.04020,0.20000,0.30620,39.02940,9.36240,9.51500,9.36240,8.02490,0.12900,3.44150,2.42990,37.03840,1.82620,1.88420,1.04160,1.46090,78.00770,1.99270,0.24370
2016-12-31,31497.00000,19845.00000,11652.00000,191.00000,1165.00000,-5523.00000,11140.00000,512.00000,512.00000,74.00000,438.00000,438.00000,415.00000,4773.00000,570.00000,1873.00000,1873.00000,0.22000,0.22000,0.93190,0.19390,0.31440,36.99400,1.62560,1.80970,1.62560,1.31760,0.12110,3.66210,2.23510,40.26670,0.29850,0.30810,0.16840,0.24060,77.56890,2.0055,-0.1762
2016-09-30,30140.00000,18804.00000,11336.00000,258.00000,1109.00000,-4666.00000,10227.00000,1109.00000,1109.00000,-192.00000,1301.00000,1301.00000,1283.00000,5303.00000,1173.00000,1873.64900,1883.34200,0.68000,0.68000,1.16690,0.21080,0.30810,37.61120,3.67950,3.89180,3.67950,4.25680,0.11600,3.14660,2.40700,37.39150,0.87930,0.90740,0.50060,0.69390,78.37400,2.8082,0.682
2016-06-30,29282.00000,18251.00000,11031.00000,214.00000,1033.00000,-5054.00000,13101.00000,-2070.00000,-2070.00000,-607.00000,-1463.00000,-1463.00000,-1470.00000,4730.00000,-1991.00000,1871.99500,1871.99500,-0.78000,-0.78000,1.30260,0.21050,0.30400,37.67160,-7.06920,-6.79940,-7.06920,-5.02010,0.11200,2.83970,2.17060,41.46230,-0.98630,-1.01780,-0.55950,-0.77870,78.62360,1.3513,-1.0324
2016-03-31,23553.00000,14089.00000,9464.00000,370.00000,998.00000,-5404.00000,11175.00000,-1711.00000,-1711.00000,-1004.00000,-707.00000,-707.00000,-725.00000,2692.00000,-1711.00000,1869.77500,1869.77500,-0.39000,-0.39000,1.08750,0.17760,0.27950,40.18170,-7.26450,-7.26450,-7.26450,-3.07820,0.08930,2.16490,1.89040,47.60800,-0.46670,-0.48130,-0.26800,-0.38390,80.37130,0.61020,-2.36660
2015-12-31,29247.00000,17426.00000,11821.00000,1358.00000,1303.00000,-5970.00000,14031.00000,-2210.00000,-2210.00000,-1655.00000,-555.00000,-555.00000,-588.00000,3190.00000,-2210.00000,1868.00000,1875.00000,-0.31000,-0.31000,1.35190,0.17930,0.25050,40.41780,-7.55630,-7.55630,-7.55630,-2.01050,0.11060,2.75120,2.27430,39.57330,-0.36070,-0.37170,-0.20980,-0.29600,81.73190,2.4194,-1.5371
2015-09-30,34315.00000,20330.00000,13985.00000,315.00000,1026.00000,-5592.00000,11201.00000,2784.00000,2784.00000,727.00000,2057.00000,2057.00000,2037.00000,7052.00000,2784.00000,1868.44400,1872.42000,1.09000,1.09000,1.32100,0.15820,0.23010,40.75480,8.11310,8.11310,8.11310,5.93620,0.12780,2.96180,2.40980,37.34810,1.31910,1.35910,0.76630,1.11050,82.85600,2.8743,-0.7814
2015-06-30,40357.00000,23714.00000,16643.00000,1075.00000,1170.00000,-6077.00000,15280.00000,1363.00000,1363.00000,755.00000,608.00000,608.00000,571.00000,8321.00000,1363.00000,1867.56100,1876.70500,0.30000,0.30000,1.44110,0.15820,0.20470,41.23940,3.37740,3.37740,3.37740,1.41490,0.15150,3.33250,2.49840,36.02280,0.39000,0.40180,0.22820,0.32830,82.84430,3.847,-0.225
2015-03-31,34558.00000,20311.00000,14247.00000,592.00000,944.00000,-5395.00000,11342.00000,2905.00000,2905.00000,305.00000,2600.00000,2600.00000,2567.00000,7316.00000,2905.00000,1866.65500,1876.49800,1.38000,1.37000,1.40160,0.16050,0.21610,41.22640,8.40620,8.40620,8.40620,7.42810,0.12820,2.97070,2.26770,39.68720,1.65600,1.70590,0.96440,1.39020,83.48990,1.23580,-2.81540
2014-12-31,46088.00000,27381.00000,18707.00000,510.00000,1368.00000,-6572.00000,13323.00000,5384.00000,5384.00000,1912.00000,3472.00000,3472.00000,3471.00000,10257.00000,5384.00000,1884.00000,1898.00000,1.86000,1.85000,1.32280,0.13330,0.17810,40.58970,11.68200,11.68200,11.68200,7.53120,0.17320,4.20920,2.75380,32.68180,2.22290,2.29030,1.30510,1.92650,83.09580,3.4127,-1.6704
2014-09-30,54679.00000,33977.00000,20702.00000,366.00000,1122.00000,-6403.00000,11839.00000,8863.00000,8863.00000,3236.00000,5627.00000,5627.00000,5593.00000,12811.00000,8863.00000,1880.91500,1896.49200,2.97000,2.95000,1.26950,0.11300,0.16340,37.86100,16.20920,16.20920,16.20920,10.22880,0.20600,4.65180,2.73750,32.87660,3.57710,3.68530,2.11990,3.17280,83.21260,4.6032,0.2174
2014-06-30,57938.00000,37011.00000,20927.00000,694.00000,1077.00000,-6287.00000,11900.00000,9027.00000,9027.00000,3337.00000,5690.00000,5690.00000,5665.00000,12869.00000,9027.00000,1887.54300,1902.32100,3.00000,2.98000,1.34660,0.11470,0.15220,36.11960,15.58050,15.58050,15.58050,9.77770,0.22110,5.12970,2.68510,33.51890,3.67700,3.79010,2.17140,3.25520,81.49160,4.1593,-0.5522
2014-03-31,53265.00000,33842.00000,19423.00000,415.00000,927.00000,-6023.00000,11495.00000,7928.00000,7928.00000,3407.00000,4521.00000,4521.00000,4512.00000,12058.00000,7928.00000,1895.03200,1909.42400,2.38000,2.36000,1.39540,0.11660,0.15190,36.46490,14.88410,14.88410,14.88410,8.47090,0.20630,4.52920,2.62580,34.27490,2.97810,3.07190,1.75070,2.63070,79.74680,4.40810,-0.06650
2013-12-31,56158.00000,35902.00000,20256.00000,726.00000,1176.00000,-6521.00000,12058.00000,8198.00000,8198.00000,3240.00000,4958.00000,4958.00000,4930.00000,11833.00000,8198.00000,1917.00000,1932.00000,2.60000,2.57000,1.52190,0.11760,0.13580,36.06970,14.59810,14.59810,14.59810,8.77880,0.22130,5.62730,2.59730,34.65190,3.29600,3.40080,1.95390,2.90820,78.60930,5.3957,-0.5999
2013-09-30,58503.00000,38188.00000,20315.00000,559.00000,1197.00000,-6066.00000,11480.00000,8835.00000,8835.00000,3839.00000,4996.00000,4996.00000,4950.00000,12493.00000,8835.00000,1914.04700,1929.83100,2.58000,2.57000,1.59850,0.11000,0.12720,34.72470,15.10180,15.10180,15.10180,8.46110,0.23610,5.54010,2.70330,33.29210,3.42020,3.53240,2.01580,3.04400,75.95420,5.372,0.3627
2013-06-30,57369.00000,37622.00000,19747.00000,329.00000,1139.00000,-6278.00000,11158.00000,8589.00000,8589.00000,3185.00000,5404.00000,5404.00000,5365.00000,12001.00000,8589.00000,1921.39100,1936.78300,2.80000,2.77000,1.67910,0.11130,0.13850,34.42100,14.97150,14.97150,14.97150,9.35170,0.23510,5.06830,2.82980,31.80410,3.74850,3.87320,2.21430,3.33140,74.61810,4.4099,-0.0321
2013-03-31,56818.00000,36047.00000,20771.00000,247.00000,998.00000,-5762.00000,10488.00000,10283.00000,10283.00000,4044.00000,6239.00000,6239.00000,6178.00000,13764.00000,10283.00000,1929.01400,1943.93100,3.20000,3.18000,1.57690,0.07850,0.10000,36.55710,18.09810,18.09810,18.09810,10.87330,0.23930,5.40920,2.58630,34.79900,4.40960,4.55910,2.62790,4.06350,72.96940,2.93940,-1.27470
2012-12-31,60552.00000,37210.00000,23342.00000,357.00000,1182.00000,-6273.00000,11366.00000,11976.00000,11976.00000,4679.00000,7297.00000,7297.00000,7245.00000,15530.00000,11976.00000,1950.00000,1965.00000,3.73000,3.70000,1.62870,0.08050,0.08850,38.54870,19.77800,19.77800,19.77800,11.96490,0.25990,6.05630,2.88380,31.20840,5.29410,5.47860,3.13200,4.86800,70.80300,6.471,1.1604
2012-09-30,58044.00000,37221.00000,20823.00000,475.00000,1352.00000,-5694.00000,10891.00000,9932.00000,9932.00000,4624.00000,5308.00000,5308.00000,5253.00000,13302.00000,9932.00000,1945.84000,1960.14100,2.71000,2.69000,1.63910,0.07040,0.09190,35.87450,17.11120,17.11120,17.11120,9.05000,0.25590,4.65550,2.70420,33.28100,3.95460,4.09620,2.33970,3.67630,68.57930,3.9809,0.1333
2012-06-30,62608.00000,39806.00000,22802.00000,493.00000,1250.00000,-5420.00000,10447.00000,12355.00000,12355.00000,5123.00000,7232.00000,7232.00000,7210.00000,15639.00000,12355.00000,1954.14700,1967.99000,3.68000,3.66000,1.71510,0.06990,0.07790,36.42030,19.73390,19.73390,19.73390,11.51610,0.28540,5.53940,3.02290,29.77240,5.50850,5.71030,3.29660,5.12320,66.91110,5.0613,1.454
2012-03-31,60705.00000,38905.00000,21800.00000,403.00000,940.00000,-5183.00000,9731.00000,12069.00000,12069.00000,5570.00000,6499.00000,6499.00000,6471.00000,15274.00000,12069.00000,1963.86200,1978.78100,3.30000,3.27000,1.61200,0.06570,0.07340,35.91140,19.88140,19.88140,19.88140,10.65980,0.28250,5.29540,2.75870,32.62420,5.14460,5.34080,3.02430,4.80680,64.02160,4.23850,1.25940
2011-12-31,59985.00000,39043.00000,20942.00000,386.00000,1330.00000,-5948.00000,10977.00000,9965.00000,9965.00000,4813.00000,5152.00000,5152.00000,5123.00000,13278.00000,9965.00000,1986.00000,2001.00000,2.61000,2.58000,1.58430,0.07430,0.08310,34.91210,16.61250,16.61250,16.61250,8.54050,0.28640,7.04370,2.75250,32.69770,4.21670,4.38320,2.45950,3.90320,61.67120,4.5136,0.8731
2011-09-30,64432.00000,41144.00000,23288.00000,240.00000,1115.00000,-5378.00000,9948.00000,13340.00000,13340.00000,5483.00000,7857.00000,7857.00000,7829.00000,16555.00000,13340.00000,1984.64300,1998.67300,3.94000,3.92000,1.63970,0.07240,0.08010,36.14350,20.70400,20.70400,20.70400,12.15080,0.31570,6.77600,3.08610,29.16280,6.45730,6.71410,3.84960,5.98980,61.09820,5.8175,2.3959
2011-06-30,68948.00000,45602.00000,23346.00000,422.00000,1200.00000,-5260.00000,10139.00000,13207.00000,13207.00000,5447.00000,7760.00000,7760.00000,7732.00000,16464.00000,13207.00000,1994.00700,2008.99500,3.88000,3.85000,1.53340,0.07630,0.09890,33.86030,19.15500,19.15500,19.15500,11.21430,0.34180,6.25890,2.91990,30.82280,6.66490,6.94250,3.84700,6.15640,58.12830,5.3201,1.4514
2011-03-31,60341.00000,39762.00000,20579.00000,168.00000,1100.00000,-5063.00000,9457.00000,11122.00000,11122.00000,4883.00000,6239.00000,6239.00000,6211.00000,14248.00000,11122.00000,1994.73500,2008.58400,3.11000,3.09000,1.52650,0.08090,0.10440,34.10450,18.43190,18.43190,18.43190,10.29320,0.30990,6.38030,2.73310,32.92990,5.62830,5.87500,3.20380,5.17300,55.14190,4.88600,2.57350
2010-12-31,54027.00000,34732.00000,19295.00000,335.00000,1408.00000,-5343.00000,10529.00000,8766.00000,8766.00000,3446.00000,5320.00000,5320.00000,5295.00000,12209.00000,8770.00000,1997.00000,2007.00000,2.65000,2.64000,1.68350,0.09640,0.10850,35.71360,16.22520,16.23260,16.22520,9.80070,0.29240,6.32300,2.60260,34.58100,5.02780,5.25720,2.87930,4.54310,52.70840,4.1103,1.3687
2010-09-30,49718.00000,33169.00000,16549.00000,420.00000,1181.00000,-4665.00000,9676.00000,6873.00000,6873.00000,3081.00000,3792.00000,3792.00000,3768.00000,10283.00000,6882.00000,1997.72100,2006.78500,1.89000,1.87000,1.65670,0.09210,0.10310,33.28570,13.82400,13.84210,13.82400,7.57870,0.28060,5.40480,2.76300,32.57290,3.68280,3.85570,2.14000,3.34350,51.16460,3.9746,1.1912
2010-06-30,53004.00000,35141.00000,17863.00000,212.00000,1136.00000,-4591.00000,9097.00000,8766.00000,8766.00000,3322.00000,5444.00000,5444.00000,5409.00000,11924.00000,8783.00000,1996.39300,2006.00000,2.71000,2.70000,1.62970,0.09150,0.10440,33.70120,16.53840,16.57050,16.53840,10.20490,0.30860,5.94500,2.96230,30.38210,5.42820,5.69020,3.16980,4.93170,49.88130,3.7868,1.5193
2010-03-31,48179.00000,31616.00000,16563.00000,180.00000,1042.00000,-4589.00000,8913.00000,7650.00000,7650.00000,3070.00000,4580.00000,4580.00000,4552.00000,10752.00000,7670.00000,1994.98300,2004.21700,2.28000,2.27000,1.48100,0.09500,0.10810,34.37810,15.87830,15.91980,15.87830,9.44810,0.28520,5.20170,2.68840,33.47700,4.76830,5.00910,2.71120,4.31530,47.81940,3.75060,1.77130
2009-12-31,48676.00000,33189.00000,15487.00000,281.00000,1330.00000,-4899.00000,9666.00000,5821.00000,5821.00000,2719.00000,3102.00000,3102.00000,3070.00000,8977.00000,5821.00000,1992.00000,2001.00000,1.54000,1.53000,1.41990,0.09860,0.11360,31.81650,11.95870,11.95870,11.95870,6.30700,0.29570,6.00270,2.74960,32.73220,3.35130,3.52730,1.88430,3.02070,46.10250,3.507,0.8323
2009-09-30,46625.00000,31613.00000,15012.00000,242.00000,1177.00000,-4403.00000,8824.00000,6188.00000,6188.00000,2342.00000,3846.00000,3846.00000,3831.00000,9190.00000,6202.00000,1992.45200,2000.58600,1.92000,1.92000,1.39960,0.10150,0.11560,32.19730,13.27190,13.30190,13.27190,8.21660,0.28680,4.99970,2.73140,32.95010,4.21610,4.44100,2.36590,3.78830,45.46850,3.3302,1.2962
2009-06-30,40205.00000,28064.00000,12141.00000,438.00000,1043.00000,-4209.00000,8795.00000,3346.00000,3346.00000,1585.00000,1761.00000,1761.00000,1745.00000,6451.00000,3352.00000,1991.60500,1999.66700,0.88000,0.87000,1.36870,0.11230,0.13630,30.19770,8.32230,8.33730,8.32230,4.34030,0.24940,4.32820,2.41950,37.19760,1.99030,2.09990,1.09240,1.76680,44.11840,1.6422,-0.573
