Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-09-30,115.89900,115.89900,9.61700,,106.28200,-167.23700,-60.95500,,-60.95500,-60.95500,-64.36500,124.08900,106.28200,11.81540,11.81540,-5.45000,-5.45000,8.44510,91.70230,91.70230,-52.59320,-55.53540,0.00880,-4.40770,-4.40760,-0.46100,-4.40760,117.41920,-5.8557,-5.8557
2019-06-30,128.36000,128.36000,9.57500,,118.78500,-302.03500,-183.25000,,-183.25000,-183.25000,-187.52400,130.96900,118.78500,11.93080,11.93080,-15.70000,-15.70000,9.66310,92.54050,92.54050,-142.76250,-146.09220,0.00860,-13.31720,-13.31710,-1.22790,-13.31710,116.23600,-2.5932,-2.5932
2019-03-31,94.79000,94.79000,9.24500,-0.27500,85.27000,-199.65100,-114.38100,,-114.38100,-114.38100,-118.64000,92.10000,85.27000,10.72600,10.72600,-11.05000,-11.05000,8.16820,89.95680,89.95680,-120.66780,-125.16090,0.00680,-7.69390,-7.69390,-0.81860,-7.69390,124.32080,-1.05670,-1.05670
2018-12-31,76.55400,76.55400,8.78200,,67.77200,-279.75100,-211.97900,,-211.97900,-211.97900,-216.24000,74.48000,67.77200,8.42560,8.42560,-25.70000,-25.60000,6.25400,88.52840,88.52840,-276.90120,-282.46720,0.00900,-18.83750,-18.83730,-2.50430,-18.83730,128.74840,3.3458,3.3458
2018-09-30,72.63400,72.63400,9.45800,,63.17600,-15.47200,47.70400,,47.70400,47.70400,43.44500,71.84700,63.17600,8.40940,8.48700,5.15000,5.10000,5.97440,86.97860,86.97860,65.67720,59.81360,0.00840,3.94810,3.94810,0.54950,3.94810,142.70380,3.5413,3.5413
2018-06-30,65.79100,65.79100,9.30300,,56.48800,-42.92600,13.56200,,13.56200,13.56200,9.30300,66.24300,56.48800,8.38240,8.46560,1.10000,1.10000,5.18370,85.85980,85.85980,20.61380,14.14020,0.00810,1.12410,1.12410,0.16750,1.12410,143.87860,2.1125,2.1125
2018-03-31,68.16900,68.16900,9.11500,,59.05400,-14.30700,44.74700,,44.74700,44.74700,40.49400,69.96500,59.05400,8.37740,8.46620,4.85000,4.80000,5.50510,86.62880,86.62880,65.64130,59.40240,0.00800,3.59430,3.59420,0.52820,3.59420,148.55690,-0.07170,-0.07170
2017-12-31,69.04200,69.04200,9.12900,,61.27400,9.73900,71.01300,,71.01300,71.01300,66.88300,73.71400,61.27400,7.83400,7.92840,8.05000,7.80000,5.69810,88.74890,88.74890,102.85480,96.87290,0.00770,5.35530,5.35520,0.79530,5.35520,158.32690,2.1654,2.1654
2017-09-30,66.78100,66.78100,8.29600,-0.16000,58.32500,-30.60100,27.72400,,27.72400,27.72400,23.78400,69.76100,58.32500,8.25760,8.25920,2.90000,2.90000,5.50460,87.33770,87.33770,41.51480,35.61490,0.00780,2.11210,2.11200,0.32320,2.11200,157.88190,3.6297,3.6297
2017-06-30,60.02800,60.02800,8.71400,-0.65000,50.66400,-20.96500,29.69900,,29.69900,29.69900,25.79400,62.59000,50.66400,7.35640,7.35960,3.50000,3.50000,4.89900,84.40060,84.40060,49.47520,42.97000,0.00710,2.31100,2.31100,0.35130,2.31100,155.80950,8.7746,8.7746
2017-03-31,58.58200,58.58200,8.15500,-0.55100,49.87600,2.84200,52.71800,,52.71800,52.71800,48.81300,63.82000,49.87600,7.34480,7.34960,6.65000,6.65000,5.72750,85.13880,85.13880,89.99010,83.32420,0.00720,4.63500,4.63500,0.64750,4.63500,154.82350,-0.68560,-0.68560
2016-12-31,61.25900,61.25900,7.92500,,55.52100,38.57400,94.09500,,94.09500,94.09500,90.18800,77.30800,55.52100,7.33960,7.33960,12.30000,12.35000,6.24360,90.63320,90.63320,153.60190,147.22410,0.00770,8.61630,8.61620,1.17940,8.61620,148.68950,-4.3532,-4.3532
2016-09-30,58.36500,58.36500,8.42400,-0.69100,49.25000,69.43800,118.68800,,118.68800,118.68800,114.78300,70.28600,49.25000,7.34060,7.34920,15.65000,15.60000,6.03180,84.38280,84.38280,203.35470,196.66410,0.00660,9.72610,9.72600,1.34040,9.72600,166.19680,10.0073,10.0073
2016-06-30,65.39400,65.39400,8.87400,-0.71200,55.80800,-34.63300,21.17500,,21.17500,21.17500,17.27000,77.18600,55.80800,7.33860,7.34960,2.35000,2.35000,6.99570,85.34120,85.34120,32.38070,26.40920,0.00690,1.85830,1.85820,0.22200,1.85820,155.23450,-4.9231,-4.9231
2016-03-31,78.97700,78.97700,9.37000,-0.78400,68.82300,-348.29800,-279.47500,,-279.47500,-279.47500,-283.38000,90.21800,68.82300,7.33660,7.33660,-38.65000,-38.65000,9.05760,87.14310,87.14310,-353.86890,-358.81330,0.00700,-25.50820,-25.50810,-2.46360,-25.50800,149.30160,-28.44720,-28.44720
2015-12-31,88.40400,88.40400,8.21900,,82.75200,35.04700,117.79900,,117.79900,117.79900,113.89200,107.13800,82.75200,8.55600,8.55600,13.25000,13.25000,9.44400,93.60660,93.60660,133.25080,128.83130,0.00680,9.61500,9.61490,0.90230,9.61490,166.99830,7.1298,7.1298
2015-09-30,85.64300,85.64300,8.44600,-0.91400,76.28300,-297.83600,-221.55300,,-221.55300,-221.55300,-225.45800,104.73900,76.28300,8.71220,8.71220,-25.90000,-25.90000,8.87350,89.07090,89.07090,-258.69360,-263.25330,0.00590,-15.60840,-15.60840,-1.53890,-15.60840,168.86980,8.1166,8.1166
2015-06-30,91.70300,91.70300,8.27200,-0.97400,82.45700,115.56100,198.01800,,198.01800,198.01800,194.11300,112.22100,82.45700,8.78320,8.80440,22.00000,22.00000,8.45910,89.91750,89.91750,215.93400,211.67570,0.00610,12.47920,12.47910,1.30930,12.47910,181.20760,4.3157,4.3157
2015-03-31,99.55000,99.55000,8.45300,-0.67900,90.41800,-215.88700,-125.46900,,-125.46900,-125.46900,-129.37400,117.40100,90.41800,8.82360,8.82360,-14.80000,-14.80000,8.38590,90.82670,90.82670,-126.03620,-129.95880,0.00630,-7.56700,-7.56700,-0.79010,-7.56700,188.22130,8.28440,8.28440
2014-12-31,106.47200,106.47200,8.74900,-1.20400,96.51900,-239.69100,-143.17200,,-143.17200,-143.17200,-147.07700,122.58900,96.51900,8.93080,8.93080,-16.00000,-16.00000,7.93570,90.65200,90.65200,-134.46920,-138.13680,0.00650,-8.18460,-8.18460,-0.87910,-8.18460,198.13010,12.3804,12.3804
2014-09-30,107.48100,107.48100,8.44500,-0.52700,98.50900,-44.41700,54.09200,,54.09200,54.09200,50.18700,124.73600,98.50900,8.93000,8.95900,5.60000,5.60000,8.41780,91.65250,91.65250,50.32700,46.69380,0.00610,2.94620,2.94620,0.30880,2.94620,205.55590,4.3368,4.3368
2014-06-30,113.89200,113.89200,8.78500,,105.10700,-175.29700,-70.19000,,-70.19000,-70.19000,-74.09500,125.15700,105.10700,8.92780,8.92780,-8.40000,-8.40000,7.90160,92.28660,92.28660,-61.62860,-65.05730,0.00650,-3.59790,-3.59790,-0.39820,-3.59790,218.47070,9.9844,9.9844
2014-03-31,123.08200,123.08200,9.13500,-0.75300,113.19400,-132.97200,-19.77800,,-19.77800,-19.77800,-23.68300,123.81200,113.19400,8.93740,8.93740,-2.80000,-2.80000,8.11840,91.96630,91.96630,-16.06900,-19.24160,0.00690,-1.05890,-1.05890,-0.11150,-1.05890,209.21460,8.58080,8.58080
2013-12-31,121.22900,121.22900,9.02900,-0.50200,111.69800,-652.47410,-540.77600,,-540.77600,-540.77600,-544.68200,129.25200,111.69800,9.07080,9.07080,-60.00000,-59.60000,6.91740,92.13800,92.13800,-446.07810,-449.30010,0.00770,-28.44360,-28.44350,-3.43730,-28.44350,212.65760,8.4322,8.4322
2013-09-30,112.41800,112.41800,9.30300,-0.38100,102.73400,-332.68700,-229.95300,-0.01000,-229.94300,-229.94300,-233.84800,135.17600,102.73400,9.27050,9.30640,-25.20000,-25.20000,6.92730,91.38570,91.38570,-204.55180,-208.01650,0.00640,-10.67980,-10.67790,-1.30420,-10.67790,232.23730,9.3857,9.3857
2013-06-30,141.15900,141.15900,8.73800,-0.56400,131.85700,349.52800,481.38500,0.00000,481.38500,481.38500,477.48000,178.80800,131.85700,9.31480,9.35340,51.20000,51.20000,9.76690,93.41030,93.41030,341.02330,338.25690,0.00580,21.72710,21.72710,1.99150,21.72710,239.04830,11.6922,11.6922
2013-03-31,130.63700,130.63700,7.97200,-0.66200,122.00300,-19.71300,102.29000,,102.29000,102.29000,99.79300,182.70100,122.00300,8.44840,8.49310,12.00000,11.60000,9.16590,93.39090,93.39090,78.30100,76.38950,0.00470,3.77620,3.77620,0.36860,3.77620,289.67000,11.18160,11.18160
2012-12-31,123.33400,123.33400,7.22800,-0.44400,115.66200,0.08700,115.74900,0.00200,115.74700,115.74700,114.74700,168.39000,115.66200,5.59070,5.60660,15.60000,15.20000,7.95840,93.77950,93.77950,93.85010,93.03760,0.00590,5.01550,5.01550,0.55440,5.01550,298.72850,32.5949,32.5949
2012-09-30,116.69300,116.69300,6.52800,-0.66000,109.50500,-54.56000,54.94500,0.00300,54.94200,54.94200,54.13800,146.93600,109.50500,6.73310,6.75030,8.00000,8.00000,8.11600,93.84030,93.84030,47.08510,46.39350,0.00500,2.24900,2.24900,0.23360,2.24900,316.26790,9.2609,9.2609
2012-06-30,86.20400,86.20400,5.27600,-0.40700,80.52100,-94.12500,-13.60400,0.00300,-13.60700,-13.60700,-13.76700,100.31500,80.52100,4.51930,4.51930,-3.20000,-3.20000,8.91880,93.40750,93.40750,-15.78120,-15.97030,0.00620,-1.00190,-1.00190,-0.09780,-1.00190,288.66970,8.8878,8.8878
2012-03-31,62.76300,62.76300,4.56500,-0.26600,57.93200,7.26000,65.19200,-0.03200,65.22400,65.22400,65.22400,71.87500,57.93200,3.37260,3.37260,19.20000,19.20000,9.19530,92.30280,92.30280,103.87010,103.92110,0.00490,5.40420,5.40420,0.50910,5.40420,271.77080,10.55600,10.55600
2011-12-31,35.34500,35.34500,3.10700,-0.26700,31.97100,-8.22800,23.74300,0.03700,23.70600,23.70600,23.70600,49.14200,31.97100,1.53550,1.53550,4.00000,4.00000,8.51570,90.45410,90.45410,67.17500,67.07030,0.00570,3.78320,3.78320,0.38190,3.78320,262.62600,39.5128,39.5128
2011-09-30,39.66500,39.66500,2.65600,-0.24300,36.76600,-71.23600,-34.47000,0.00200,-34.47200,-34.47200,-34.47200,46.46900,36.76600,1.95900,1.95900,-17.60000,-17.60000,9.08620,92.69130,92.69130,-86.90280,-86.90790,0.00620,-5.99860,-5.99860,-0.54000,-5.99860,271.20090,12.8464,12.8464
2011-06-30,29.10500,29.10500,1.92800,-0.20000,26.97700,-34.24600,-7.26900,0.00300,-7.27200,-7.27200,-7.27200,31.63500,26.97700,1.33150,1.33150,-5.60000,-5.60000,8.71720,92.68860,92.68860,-24.97510,-24.98540,0.00530,-1.36170,-1.36170,-0.13150,-1.36170,285.65020,7.4959,7.4959
2011-03-31,13.52300,13.52300,1.31000,,12.21300,-3.60800,8.60500,0.00900,8.59600,8.59600,8.59600,15.48800,12.21300,0.66000,0.66000,13.20000,13.20000,9.51610,90.31280,90.31280,63.63230,63.56580,0.00580,3.89640,3.89640,0.36650,3.89640,273.59380,17.03850,17.03850
2010-12-31,5.74590,5.74590,0.48220,,4.88270,2.35340,7.23610,-0.15350,7.38960,7.38960,7.38960,6.07110,4.88270,0.14640,0.14640,50.80000,50.80000,8.93840,84.97660,84.97660,125.93460,128.60580,0.00480,6.79760,6.79760,0.61110,6.79760,264.46560,34.1601,34.1601
2010-09-30,3.89120,3.89120,0.34670,,3.54450,-4.00250,-0.45800,0.00010,-0.45810,-0.45810,-0.45810,4.59490,3.54450,0.18540,0.18540,-2.40000,-2.40000,9.08160,91.08930,91.08930,-11.77030,-11.77240,0.00690,-0.84780,-0.84780,-0.08120,-0.84780,291.53250,4.3179,4.3179
2010-06-30,1.41570,1.41570,0.21750,,1.19820,-1.89850,-0.70030,,-0.70030,-0.70030,-0.70030,1.96370,1.19820,0.07870,0.07870,-8.80000,-8.80000,6.16180,84.63730,84.63730,-49.47020,-49.47020,0.00280,-1.28930,-1.28930,-0.13810,-1.28930,293.06370,10.6532,10.6532
2010-03-31,1.10810,1.10810,0.25550,,0.85260,-0.54440,0.30820,0.00240,0.30580,0.30580,0.30580,1.46330,0.85260,0.05760,0.05760,5.20000,5.20000,7.86850,76.93970,76.93970,27.81540,27.59880,0.00580,1.42790,1.42790,0.15960,1.42790,371.83550,13.48200,13.48200
2009-12-31,0.16000,0.16000,-0.19000,0.00000,0.35000,-0.12000,0.21000,-0.01000,0.22000,0.23000,0.23000,0.35000,0.35000,0.51150,0.51150,-1.98380,-1.98380,2.15850,218.75000,218.75000,131.25000,143.75000,0.00130,1.07020,1.07020,0.18150,1.07020,373.10930,-4.2022,-4.2022
2009-09-30,0.05930,0.05930,,,-1.04050,,-1.04050,-0.14750,-0.89300,-0.89300,-0.90410,-1.04050,-1.04050,0.59380,0.59380,-1.60000,-1.60000,,-1753.32000,-1753.32000,-1753.32000,-1523.47900,0.00020,-0.53840,-0.53850,-0.35710,-0.53850,,-0.4415,-0.4415
2009-06-30,0.09640,0.09640,,,-0.62450,,-0.62450,-0.13270,-0.49180,-0.49180,-0.50980,-0.62450,-0.62450,0.59380,0.59380,-0.80000,-0.80000,,-648.01120,-648.01120,-648.01120,-529.00430,0.00040,-0.29650,-0.29650,-0.19660,-0.29650,,-0.4723,-0.4723
2009-03-31,0.14540,0.14540,,,-0.09640,,-0.09640,-0.11400,0.01760,0.01760,-0.00960,-0.09640,-0.09640,0.59380,0.59380,-0.01620,-0.01620,,-66.32780,-66.32780,-66.32780,-6.63500,0.00060,0.01060,0.01060,0.00700,0.01060,,0.03290,0.03290
