Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,2435.30000,1304.90000,1130.40000,-348.10000,528.80000,601.60000,-63.90000,537.70000,98.60000,439.10000,439.10000,,438.70000,761.40000,601.60000,209.00000,213.50000,2.10000,2.05000,1.05260,0.38910,0.68390,46.41730,24.70330,24.70330,22.07940,18.01420,0.05640,0.11270,798.55830,4.85560,-12.32670,1.01730,2.96610,43.04190,1.01450,0.83790
2021-12-31,1972.70000,1243.50000,729.20000,-351.60000,554.70000,174.50000,-61.50000,113.00000,-7.90000,120.90010,120.90010,,109.39990,321.00000,174.50020,202.70000,207.30000,0.48000,0.47000,1.05590,0.40430,0.73410,36.96460,8.84570,8.84580,5.72820,5.54570,0.05920,0.16780,536.20870,1.41240,-2.97780,0.36260,0.84130,41.05560,0.9943,0.862
2021-09-30,2138.20000,1366.60000,771.60000,-314.40000,479.90000,291.70000,-60.30000,231.40000,-7.20000,238.60000,238.60000,,225.10000,422.99990,291.70000,207.00000,211.50000,1.09000,1.06000,1.29830,0.37460,0.65010,36.08640,13.64230,13.64230,10.82220,10.52760,0.07940,0.27570,326.48260,2.81700,-48.06620,0.88650,1.76190,40.85910,2.3751,2.1747
2021-06-30,1933.50000,1205.90000,727.60000,-290.10000,449.10000,278.50000,-56.20000,222.30000,20.50000,201.80000,201.80000,,190.20000,423.70000,278.50000,201.30000,205.80000,0.94000,0.92000,1.32590,0.40610,0.72760,37.63120,14.40390,14.40390,11.49730,9.83710,0.06950,0.23030,390.75870,2.41560,-27.88840,0.72550,1.43460,40.39650,2.249,2.098
2021-03-31,2165.00000,1284.70000,880.30000,-265.50000,423.80000,456.50000,-48.10000,408.40000,14.70000,393.70000,393.70000,,382.10000,599.80000,456.50000,194.60000,199.10000,1.96000,1.92000,1.10000,0.39170,0.66640,40.66050,21.08550,21.08550,18.86370,17.64900,0.08870,0.26060,345.42130,5.80720,-17.81290,1.61260,3.53230,34.60700,1.09840,0.96180
2020-12-31,1703.60000,1097.50000,606.09990,-270.79990,424.60000,181.50000,-47.80000,133.70000,-19.40000,153.10010,153.10010,,142.20000,315.00000,181.50020,191.00000,195.00000,0.73000,0.72000,1.09760,0.40630,0.72920,35.57760,10.65390,10.65390,7.84810,8.34700,0.07630,0.26470,340.00940,2.45640,-6.67340,0.68560,1.45830,32.17710,2.1984,2.0941
2020-09-30,1849.10000,1192.70000,656.40000,-244.80000,398.80000,257.60000,-48.10000,209.50000,21.70000,187.80000,187.80000,,176.60000,391.50000,257.60000,191.90000,196.30000,0.92000,0.90000,1.10710,0.42300,0.78780,35.49840,13.93110,13.93110,11.32980,9.55060,0.08480,0.27590,326.22630,3.22780,-8.50160,0.86090,1.86240,30.25590,2.9359,2.8338
2020-06-30,1584.00000,976.80000,607.20000,-247.20000,385.50000,221.70010,-50.00000,171.70000,9.90000,161.80000,161.80000,,153.70000,344.30010,221.70010,190.50000,194.10000,0.81000,0.79000,1.09090,0.43810,0.83910,38.33330,13.99620,13.99620,10.83970,9.70330,0.07430,0.23050,390.53980,2.92350,-6.60970,0.75940,1.64270,28.90080,3.5708,3.4206
2020-03-31,1866.90000,1081.60000,785.30000,-295.40000,378.80000,406.50000,-50.50000,356.00000,0.60000,355.40000,355.40000,,346.30000,578.90000,406.50000,188.70000,193.20000,1.83000,1.79000,1.07010,0.45980,0.96500,42.06440,21.77410,21.77410,19.06900,18.54950,0.08960,0.26320,342.00390,7.00970,-13.00930,1.70570,3.78680,26.74100,0.56210,0.40940
2019-12-31,1721.40000,1138.30000,583.10010,-318.09990,456.69900,126.40040,-42.40000,84.00000,-21.60000,105.60000,105.60000,,98.50000,256.00040,126.40060,186.00000,190.10000,0.52000,0.51000,1.02200,0.42250,0.88330,33.87360,7.34290,7.34290,4.87980,5.72210,0.08770,0.31760,283.33220,2.02470,-3.87990,0.53780,1.16920,27.72730,2.2326,2.0672
2019-09-30,1825.20000,1236.10000,589.10000,-302.70000,422.00000,167.09990,-52.30000,114.80000,-22.30000,137.10000,137.10000,,126.10000,286.39980,167.09990,186.30000,190.70000,0.68000,0.66000,1.04690,0.43720,0.91120,32.27590,9.15520,9.15520,6.28970,6.90880,0.09520,0.32110,280.31070,2.79110,-5.53650,0.71500,1.57080,26.33780,1.8223,1.6543
2019-06-30,1657.80000,1098.30000,559.50000,-290.70000,409.10000,150.39990,-44.90000,105.50000,-15.90000,121.40000,121.40000,,110.10000,265.39990,150.39990,185.80000,189.80000,0.59000,0.58000,1.06880,0.43540,0.88480,33.74960,9.07230,9.07230,6.36390,6.64130,0.08630,0.27600,326.14550,2.45360,-5.27160,0.63230,1.38530,26.58680,2.7213,2.5332
2019-03-31,1990.60000,1219.60000,771.00000,-295.60000,409.00000,362.00000,-40.20000,321.80000,-29.90000,351.70000,351.70000,,334.10000,472.50000,362.00000,184.50000,188.40000,1.81000,1.77000,1.11940,0.42670,0.84410,38.73200,18.18550,18.18550,16.16600,16.78390,0.10680,0.31830,282.72280,7.09330,-20.88360,1.88770,4.06660,26.75770,-0.51060,-0.71920
2018-12-31,1657.40000,1194.30000,463.10030,-271.20000,383.40000,79.70000,-36.50000,43.20000,-84.60000,127.80000,127.80000,,117.30000,189.49990,79.69980,182.70000,186.20000,0.63000,0.62000,1.05530,0.40350,0.79010,27.94140,4.80870,4.80870,2.60650,7.07730,0.10150,0.34120,263.77150,2.79670,-6.98780,0.78240,1.66820,24.83530,1.4077,1.2257
2018-09-30,1778.50000,1274.50000,504.00000,-265.00000,377.00000,127.00000,-36.70000,90.30000,-48.10000,138.40000,138.40000,,127.60000,233.20000,127.00000,183.30000,186.80000,0.70000,0.68000,1.08910,0.40510,0.76540,28.33850,7.14080,7.14080,5.07730,7.17460,0.11040,0.36500,246.54480,3.00040,-8.33380,0.85880,1.78490,25.11000,1.0124,0.8643
2018-06-30,1660.40000,1166.50000,493.90000,-258.20000,356.40000,137.50010,-33.90000,103.60000,-20.10000,123.70000,123.70000,,114.90000,241.70010,137.50010,182.40000,185.50000,0.63000,0.62000,1.10520,0.41040,0.77270,29.74580,8.28110,8.28110,6.23950,6.92000,0.10230,0.32290,278.72680,2.74090,-7.62730,0.76210,1.61610,24.71580,2.8651,2.6952
2018-03-31,1837.70000,1207.00000,630.70000,-250.90000,357.10000,273.59990,-31.30000,242.30000,-43.70000,286.00000,286.00000,,273.70000,372.39980,273.59990,181.50000,185.00000,1.51000,1.48000,1.10220,0.37850,0.71390,34.32010,14.88820,14.88820,13.18500,14.89360,0.11390,0.32380,277.94850,6.23840,-22.14650,1.77340,3.87710,25.17570,-1.17620,-1.34430
2017-12-31,1519.40000,1108.70000,410.69980,-250.30000,350.30000,60.40020,-31.20000,29.20000,-49.30000,78.50000,78.50000,,71.50000,157.00010,60.40050,180.10000,182.10000,0.39000,0.37000,1.08010,0.38500,0.72870,27.03040,3.97530,3.97530,1.92180,4.70580,0.10190,0.37210,241.84020,1.82570,-5.19970,0.52650,1.12280,23.75530,1.4404,1.2449
2017-09-30,1593.70000,1131.90000,461.79990,-242.80000,353.50000,108.29990,-31.40000,76.90000,-41.20000,118.10000,118.10000,,111.00000,208.39990,108.29990,180.50000,182.50000,0.61000,0.61000,1.08120,0.39650,0.72460,28.97660,6.79550,6.79550,4.82530,6.96490,0.12440,0.71550,125.78090,2.83060,-7.11700,0.92190,1.70820,23.07630,1.8137,1.661
2017-06-30,1489.50000,1064.00000,425.50000,-239.40000,339.80000,85.70000,-31.60000,54.10000,-24.20000,78.30000,78.30000,,70.00000,181.00000,85.70000,179.90000,181.60000,0.39000,0.39000,1.05130,0.40350,0.79610,28.56660,5.75360,5.75360,3.63210,4.69960,0.11850,0.62740,143.45620,2.00260,-4.49590,0.62290,1.19450,21.69810,1.3509,1.1518
2017-03-31,1646.40000,1078.70000,567.70010,-232.60000,338.20000,229.50000,-29.90000,199.60000,-42.40000,242.00000,242.00000,,228.80000,323.30000,229.50000,178.90000,180.60000,1.28000,1.27000,0.93700,0.36520,0.78990,34.48130,13.93950,13.93950,12.12340,13.89700,0.13980,0.79660,112.98100,6.49260,-13.06910,2.05420,4.12130,20.76490,0.08580,-0.07640
2016-12-31,1470.70000,987.00000,483.70010,-309.70000,409.90000,73.79980,-28.30000,45.50000,-40.80000,86.30000,86.30000,,77.50000,163.09980,73.79970,177.60000,178.40000,0.43000,0.43000,0.95760,0.36970,0.77910,32.88910,5.01800,5.01800,3.09380,5.26960,0.12800,0.79720,112.89320,2.36060,-4.96180,0.75110,1.48780,20.50360,1.5746,1.1313
2016-09-30,1482.30000,1076.30000,406.00010,-189.60000,282.60000,123.40010,-28.50000,94.90000,-35.50000,130.40000,130.40000,,122.80000,212.30010,123.40010,177.60000,178.50000,0.69000,0.69000,0.95790,0.35340,0.74460,27.38990,8.32490,8.32490,6.40220,8.28440,0.13230,0.88040,102.22830,3.48550,-7.89680,1.16430,2.25380,21.02980,1.341,1.1416
2016-06-30,1427.10000,956.00000,471.10000,-204.60000,306.40000,164.70010,-27.20000,137.50000,-18.20000,155.70000,155.70000,,150.00000,253.30010,164.70010,177.40000,178.30000,0.85000,0.84000,1.02320,0.39070,0.74690,33.01100,11.54090,11.54090,9.63490,10.51080,0.12540,0.70010,128.55160,4.25900,-9.05180,1.36770,2.59490,20.65420,0.1626,-0.067
2016-03-31,1300.40000,926.50000,373.90000,-204.50000,292.40000,81.50000,-25.80000,55.70000,-2.20000,57.90000,57.90000,,46.50000,165.50000,81.50000,177.00000,177.60000,0.26000,0.26000,0.97940,0.36190,0.69080,28.75270,6.26730,6.26730,4.28330,3.57580,0.12140,0.76190,118.12670,1.58530,-3.37810,0.54050,1.01150,20.62280,0.56310,0.21450
2015-12-31,1334.90000,950.20000,384.69970,-222.00000,330.50000,54.19920,-25.80000,28.40000,-39.80000,68.20000,68.20000,,62.30000,147.99920,54.19930,172.20000,173.20000,0.36000,0.37000,1.00640,0.35970,0.66530,28.81860,4.06020,4.06020,2.12750,4.66700,0.12240,0.76980,116.90770,1.84910,-4.07530,0.62510,1.18400,20.84910,2.1146,1.9491
2015-09-30,1454.80000,1023.80000,431.00000,-208.10000,299.70000,131.30000,-25.60000,105.70000,-35.20000,140.90000,140.90000,,133.30000,213.20000,131.30000,176.00000,176.80000,0.76000,0.75000,1.07800,0.36430,0.64530,29.62610,9.02530,9.02530,7.26560,9.16280,0.13840,0.90880,99.03220,3.80000,-8.73260,1.34060,2.41560,20.98420,1.3313,1.1902
2015-06-30,1371.40000,921.90000,449.50010,-207.10000,295.00000,154.50010,-26.00000,128.50000,-19.10000,147.60000,147.60000,,139.30000,236.80010,154.50010,170.60000,171.70000,0.82000,0.81000,1.09120,0.36410,0.63900,32.77670,11.26590,11.26590,9.37000,10.15750,0.12800,0.77720,115.79770,3.97680,-9.11450,1.37740,2.52890,21.26930,-0.1639,-0.3221
2015-03-31,1231.30000,884.50000,346.80000,-203.50000,290.30000,56.50000,-25.60000,30.90000,-1.50000,32.40000,32.40000,,21.90000,132.70000,56.50000,165.60000,166.80000,0.13000,0.13000,1.04540,0.39760,0.72550,28.16540,4.58860,4.58860,2.50950,1.77860,0.12650,0.79770,112.82710,1.00630,-1.68570,0.33300,0.60620,19.31370,0.67930,0.57250
2014-12-31,1245.40000,897.90000,347.49990,-217.80000,292.30000,55.19980,-25.70000,29.50000,-25.20000,54.70000,54.70000,,51.50000,128.79980,55.19980,152.90000,154.30000,0.32000,0.33000,1.04630,0.39130,0.72400,27.90270,4.43230,4.43230,2.36870,4.13520,0.12440,0.85160,105.68890,1.65500,-2.84820,0.54650,1.00730,20.07960,1.2308,1.0723
2014-09-30,1286.80000,890.80000,396.00010,-197.30000,274.70000,121.30000,-25.90000,95.40000,-5.90000,101.30000,101.30000,,93.60000,194.20000,121.30000,160.20000,161.50000,0.58000,0.58000,1.05370,0.39490,0.74360,30.77400,9.42650,9.42650,7.41370,7.27390,0.12880,0.77100,116.73140,3.11120,-5.59270,1.01420,1.88260,20.17350,0.1678,0.0685
2014-06-30,1179.30000,800.50000,378.80000,-179.20000,245.70000,133.10010,-21.20000,111.90000,-1.80000,113.70000,113.70000,,109.00000,192.60010,133.10010,154.30000,155.70000,0.71000,0.70000,1.14590,0.39540,0.77460,32.12080,11.28640,11.28640,9.48870,9.24280,0.11770,0.59040,152.44980,3.49890,-8.06670,1.13480,2.11550,20.43770,0.8117,0.6871
2014-03-31,915.00000,637.30000,277.70000,-148.80000,206.80000,70.90000,-16.20000,54.70000,-3.10000,57.80000,57.80000,,49.30000,123.80000,70.90000,134.20000,135.80000,0.37000,0.36000,1.05420,0.39920,0.88260,30.34970,7.74860,7.74860,5.97810,5.38800,0.12580,0.73000,123.28530,2.69560,-5.29500,0.79440,1.61940,15.87120,0.61930,0.47350
2013-12-31,890.20010,628.80000,261.40000,-131.20000,181.70010,79.70000,-13.90000,65.80000,-10.20000,76.00000,76.00000,,60.00000,130.00000,79.70010,128.90000,130.50000,0.46000,0.44000,0.87540,0.28350,0.69790,29.36420,8.95300,8.95310,7.39160,6.74010,0.12980,0.69070,130.29880,3.64420,-6.67550,1.10780,2.61120,15.61000,0.7325,0.5469
2013-09-30,835.80000,559.40000,276.40000,-133.10000,177.80000,98.60000,-13.10000,85.50000,10.90000,74.60000,74.60000,,74.60000,143.70000,98.60000,129.80000,131.30000,0.57000,0.57000,0.98790,0.29920,0.54890,33.07010,11.79710,11.79710,10.22970,8.92560,0.14000,0.77740,115.76810,3.86090,-9.85080,1.24950,2.70560,14.69350,1.5494,1.2963
2013-06-30,779.50000,492.10000,287.40000,-137.80000,178.10000,109.30000,-11.90000,97.40000,3.90000,93.50000,93.50000,,93.50000,152.10000,109.30000,127.30000,128.90000,0.73000,0.73000,1.11050,0.35210,0.54350,36.86980,14.02180,14.02180,12.49520,11.99490,0.14010,0.62600,143.76910,5.49350,-15.87980,1.68100,3.55920,13.32810,0.1709,-0.0346
2013-03-31,674.10000,442.00000,232.10000,-133.80000,178.60000,53.50000,-11.20000,42.30000,1.80000,40.50000,40.50000,,40.50000,93.90000,53.50000,126.10000,127.50000,0.32000,0.32000,1.03900,0.30340,0.46550,34.43110,7.93650,7.93650,6.27500,6.00800,0.12900,0.64160,140.26700,2.43290,-7.07550,0.77510,1.69480,13.12860,0.40160,0.32860
2012-12-31,673.20000,448.20000,225.00000,-129.60000,168.70000,56.30010,-10.90000,45.40000,11.90000,33.50000,33.50000,,33.50000,93.00010,56.30010,121.00000,122.50000,0.27000,0.26000,1.02820,0.30420,0.51490,33.42250,8.36310,8.36310,6.74390,4.97620,0.12580,0.61420,146.53740,2.01980,-5.37120,0.62590,1.40540,13.20540,1.359,1.2327
2012-09-30,650.40000,401.60000,248.80000,-121.60000,161.80000,87.00000,-10.70000,76.30000,14.60000,61.70000,61.70000,,61.70000,123.50000,87.00000,123.10000,124.50000,0.50000,0.50000,1.11220,0.30700,0.44310,38.25340,13.37640,13.37640,11.73120,9.48650,0.12980,0.63040,142.76290,3.77090,-13.40140,1.23170,2.61310,13.15270,0.9212,0.8507
2012-06-30,649.90000,393.10000,256.80000,-123.70000,154.90000,101.90000,-10.80000,91.10000,19.40000,71.70000,71.70000,,71.70000,138.30000,101.90000,119.70000,121.20000,0.60000,0.59000,1.07770,0.31430,0.49090,39.51380,15.67930,15.67930,14.01750,11.03250,0.12660,0.47520,189.38910,4.86790,-15.65840,1.39670,3.33810,12.17270,0.9409,0.8317
2012-03-31,546.80000,362.10000,184.70000,-108.30000,141.60000,43.10000,-10.60000,32.50000,4.40000,28.10000,28.10000,,28.10000,73.90000,43.10000,116.40000,117.80000,0.24000,0.24000,1.08840,0.33230,0.56540,33.77840,7.88220,7.88220,5.94370,5.13900,0.11880,0.50620,177.77800,2.07140,-6.42430,0.61050,1.38310,11.46750,-0.42110,-0.53140
2011-12-31,578.39990,380.59990,197.80000,-106.30000,140.00010,57.79990,-10.40000,47.40000,6.90000,40.50000,40.50000,,40.50000,91.69990,57.80000,111.70000,112.50000,0.36000,0.36000,1.06070,0.35180,0.55080,34.19780,9.99310,9.99310,8.19500,7.00210,0.12900,0.56310,159.81850,3.25670,-8.55880,0.90330,2.11090,10.84220,0.8834,0.7875
2011-09-30,562.80000,345.90000,216.90000,-110.50000,135.60000,81.30000,-10.30000,71.00000,24.30000,46.70000,46.70000,,46.70000,110.70000,81.30000,112.60000,113.10000,0.41000,0.41000,1.07470,0.35630,0.55360,38.53940,14.44560,14.44560,12.61550,8.29780,0.13250,0.57310,157.03630,3.83010,-10.87060,1.09950,2.46530,10.79980,0.7796,0.667
2011-06-30,546.10000,336.50000,209.60000,-108.20000,133.10000,76.50000,-10.60000,65.90000,24.20000,41.70000,41.70000,,41.70000,103.90000,76.50000,111.00000,111.80000,0.38000,0.37000,1.05640,0.35950,0.59030,38.38120,14.00840,14.00840,12.06740,7.63600,0.11920,0.42240,213.07640,3.46690,-9.64160,0.91010,2.22070,10.72010,0.9376,0.8133
2011-03-31,447.40000,295.10000,152.30000,-94.00000,119.30000,33.00000,-9.50000,23.50000,8.30000,15.20000,15.20000,,15.20000,57.50000,33.00000,109.30000,110.30000,0.14000,0.14000,1.17810,0.37050,0.58840,34.04110,7.37600,7.37600,5.25260,3.39740,0.12120,0.62240,144.59540,1.32510,-5.66530,0.41180,0.83420,10.39980,-0.07620,-0.15140
2010-12-31,459.10000,299.00000,160.10000,-101.20000,125.59990,34.50020,-8.70000,25.80000,-20.20000,46.00000,46.00000,8.70000,54.70000,58.60020,34.50000,104.80000,105.10000,0.52000,0.52000,1.09430,0.33200,0.49700,34.87260,7.51470,7.51470,5.61970,11.91460,0.12770,0.61210,147.04640,4.15650,-17.65840,1.27920,2.77660,10.20940,0.1741,0.1066
2010-09-30,463.20000,280.50000,182.70000,-84.80000,103.70000,79.00000,-8.60000,70.40000,24.20000,46.20000,46.20000,,46.20000,101.80000,79.00000,105.50000,105.70000,0.44000,0.44000,1.10290,0.35220,0.54380,39.44300,17.05530,17.05530,15.19860,9.97410,0.13380,0.65710,136.96240,4.56790,-18.58410,1.33500,2.95890,9.54150,1.1529,1.1059
2010-06-30,459.50000,275.80000,183.70000,-87.40000,111.10000,72.60000,-8.70000,63.90000,22.00000,41.90000,41.90000,2.10000,44.00000,97.20000,72.60000,104.40000,104.60000,0.42000,0.42000,1.07910,0.36290,0.56970,39.97820,15.79980,15.79980,13.90640,9.57560,0.12920,0.50160,179.41240,4.34020,-17.03250,1.17840,2.76490,9.17680,0.8226,0.7566
2010-03-31,482.40000,326.20000,156.20000,-81.20000,104.70000,51.50000,-8.60000,42.90000,13.70000,29.20000,29.20000,,29.20000,73.10000,51.50000,102.70000,102.90000,0.28000,0.28000,1.07140,0.37500,0.63820,32.37980,10.67580,10.67580,8.89300,6.05310,0.14930,0.72490,124.16040,3.18530,-10.94860,0.90340,1.99090,8.84850,0.03400,-0.02430
2009-12-31,435.10010,283.80000,151.30010,-89.60000,116.10000,35.20010,-4.80000,30.40000,11.00000,19.40000,19.40000,-2.60000,16.80000,57.60010,35.20010,100.50000,100.60000,0.16000,0.16000,1.04450,0.38120,0.61600,34.77360,8.09010,8.09010,6.98690,3.86120,0.13390,0.62720,143.49110,2.17270,-6.74080,0.59690,1.34450,8.71120,0.1772,0.1168
2009-09-30,439.50000,263.20000,176.30000,-83.70000,105.20000,71.10000,-8.00000,63.10000,21.50000,41.60000,41.60000,,41.60000,92.60000,71.10000,101.40000,101.60000,0.41000,0.41000,0.96020,0.31520,0.61100,40.11380,16.17750,16.17750,14.35720,9.46530,0.13560,0.66110,136.13650,4.78660,-14.26120,1.28350,3.27790,8.53730,1.1546,1.1155
2009-06-30,453.60000,270.40000,183.20000,-79.10000,100.70000,82.50000,-8.40000,74.10000,30.30000,43.80000,43.80000,,43.80000,104.10000,82.50000,100.60000,100.70000,0.44000,0.44000,0.95660,0.32260,0.70610,40.38800,18.18780,18.18780,16.33600,9.65610,0.12420,0.43860,205.21830,5.21550,-13.62790,1.19920,3.53280,8.29840,1.1172,1.0371
2009-03-31,401.10000,251.30000,149.80000,-78.90000,99.00000,50.80000,-7.30000,43.50000,15.20000,28.30000,28.30000,-1.90000,26.40000,70.90000,50.80000,98.00000,98.10000,0.27000,0.27000,0.91420,0.33380,0.77930,37.34730,12.66520,12.66520,10.84520,6.58190,0.12900,0.69770,128.99780,3.54550,-8.04430,0.91040,2.36190,7.96610,-0.34660,-0.40060
