Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,52.44700,15.76900,36.67800,12.09600,29.78400,45.92100,-9.24300,15.63000,6.38700,1.17300,5.21400,5.21400,,5.21400,-7.14600,-9.24300,39.57700,39.68700,0.13000,0.13000,2.34580,69.93350,-17.62350,-17.62350,12.17800,9.94150,0.15610,1.51800,1.46890,61.26870,2.33190,4.77120,1.55220,2.33190,5.58690,0.09220,0.08540
2021-12-31,59.15300,21.68600,37.46700,11.71500,30.32600,43.42600,-5.95900,-0.96700,-6.92600,6.84700,-13.77300,-13.77300,,-13.77300,-3.79300,-5.95900,39.61400,39.61400,-0.35000,-0.35000,2.10030,63.33910,-10.07390,-10.07390,-11.70860,-23.28370,0.17280,2.09630,1.04490,86.13390,-6.26670,-13.45860,-4.02400,-6.26670,5.49440,0.0425,0.0263
2021-09-30,52.27600,15.88100,36.39500,11.35900,25.65600,38.41100,-2.01600,0.27900,-1.73700,-0.76200,-0.97500,-0.97500,,-0.97500,0.16200,-2.01600,39.62900,39.62900,-0.02000,-0.02000,2.43100,69.62090,-3.85650,-3.85650,-3.32270,-1.86510,0.15310,1.35560,1.16810,77.04650,-0.42280,-0.87220,-0.28560,-0.42280,5.77040,-0.1416,-0.1497
2021-06-30,52.27700,17.44600,34.83100,12.09600,30.06000,43.69000,-8.85900,1.03100,-7.82800,-1.14300,-6.68500,-6.68500,,-6.68500,-6.58700,-8.85900,39.69400,39.69400,-0.17000,-0.17000,2.43810,66.62780,-16.94630,-16.94630,-14.97410,-12.78770,0.14750,1.83680,1.14240,78.78380,-2.80120,-5.73450,-1.88670,-2.80120,5.94070,-0.0598,-0.0713
2021-03-31,50.77500,16.53300,34.24200,12.24400,29.71900,43.53600,-9.29400,-0.35800,-9.65200,-0.50100,-9.15100,-9.15100,,-9.15100,-6.98400,-9.29400,39.99600,39.99600,-0.23000,-0.23000,2.63700,67.43870,-18.30430,-18.30430,-19.00940,-18.02270,0.14010,1.45720,1.06020,84.88980,-3.71270,-7.41990,-2.52460,-3.71270,6.12140,0.08960,0.07070
2020-12-31,52.92800,17.85900,35.06900,10.01600,25.02100,37.11000,-2.04100,0.56200,-1.47900,0.27700,-1.75600,-1.75600,,-1.75600,0.76900,-2.04100,40.03500,40.03500,-0.05000,-0.05000,2.75120,66.25790,-3.85620,-3.85620,-2.79440,-3.31770,0.14110,1.36400,0.91990,97.83720,-0.68240,-1.32440,-0.46800,-0.68240,6.41700,0.1871,0.1774
2020-09-30,51.43900,15.47800,35.96100,10.64300,25.31300,38.31600,-2.35500,0.77200,-1.58300,0.09500,-1.67800,-1.67800,,-1.67800,0.74100,-2.35500,40.03300,40.03300,-0.04000,-0.04000,3.03310,69.91000,-4.57820,-4.57820,-3.07740,-3.26210,0.13920,1.10330,0.94430,95.31190,-0.64730,-1.23100,-0.45410,-0.64730,6.42320,0.0762,0.0626
2020-06-30,54.95400,18.22500,36.72900,10.54100,25.54000,38.41600,-1.68700,0.63500,-1.05200,0.97300,-2.02500,-2.02500,,-2.02500,1.39100,-1.68700,40.02800,40.02800,-0.05000,-0.05000,2.86110,66.83590,-3.06980,-3.06980,-1.91430,-3.68490,0.14910,1.10840,1.01120,89.00590,-0.78730,-1.50100,-0.54960,-0.78730,6.37770,0.1677,0.1512
2020-03-31,56.37000,16.07000,40.30000,9.99400,27.12700,39.47500,0.82500,-0.13100,0.69400,0.69000,0.00400,0.00400,,0.00400,3.84400,0.82500,40.12700,40.33800,0.00000,0.00000,3.02860,71.49190,1.46350,1.46350,1.23120,0.00710,0.14950,0.87470,0.89520,100.53910,0.00150,0.00290,0.00110,0.00150,6.46520,-0.05830,-0.09590
2019-12-31,70.01800,25.05800,44.96000,10.03500,27.59700,40.05100,4.90900,1.49900,6.40800,2.20900,4.19900,4.19900,,4.19900,7.87500,4.90900,40.05000,40.13600,0.10000,0.10000,2.84240,64.21210,7.01100,7.01100,9.15190,5.99700,0.18300,1.26430,1.12200,80.21440,1.60090,3.19380,1.09770,1.60090,6.52360,0.7951,0.7139
2019-09-30,79.69100,26.66900,53.02200,9.95600,23.64600,35.93700,17.08500,-1.38300,15.70200,3.85500,11.84700,11.84700,,11.84700,19.93000,17.08500,40.06200,40.12900,0.30000,0.30000,2.77000,66.53450,21.43910,21.43910,19.70360,14.86620,0.21820,1.40530,1.04070,86.47640,4.66280,9.45600,3.24330,4.66280,6.32140,0.2288,0.149
2019-06-30,56.16700,17.88000,38.28700,11.97700,26.22000,40.56500,-2.27800,0.52000,-1.75800,0.75300,-2.51100,-2.51100,,-2.51100,0.59400,-2.27800,40.03800,40.03800,-0.06000,-0.06000,2.88120,68.16640,-4.05580,-4.05580,-3.13000,-4.47060,0.16180,0.88430,0.82370,109.25720,-1.02570,-2.25520,-0.72330,-1.02570,6.06850,-0.476,-0.4963
2019-03-31,47.60800,16.03900,31.56900,10.49500,24.25300,37.09600,-5.52700,-0.41600,-5.94300,-0.27200,-5.67100,-5.67100,,-5.67100,-2.66500,-5.52700,40.03600,40.03600,-0.14000,-0.14000,2.54550,66.31030,-11.60940,-11.60940,-12.48320,-11.91190,0.13390,1.05240,0.80580,111.69470,-2.28710,-5.07280,-1.59530,-2.28710,6.16580,-0.09330,-0.09770
2018-12-31,63.85500,22.55300,41.30200,9.39200,26.28800,38.14500,3.15700,0.51300,3.67000,0.50800,3.16200,3.16200,,3.16200,6.22900,3.15700,39.93200,40.04600,0.09000,0.09000,2.65290,64.68090,4.94400,4.94400,5.74740,4.95180,0.18100,1.56310,1.07080,84.04650,1.25260,2.74630,0.89620,1.25260,6.27570,0.2612,0.2546
2018-09-30,52.49500,17.95200,34.54300,8.99200,26.22300,37.65700,-3.11400,0.50400,-2.61000,-1.70200,-0.90800,-0.90800,,-0.90800,-0.06800,-3.11400,39.92200,39.92200,-0.02000,-0.02000,2.96830,65.80250,-5.93200,-5.93200,-4.97190,-1.72970,0.15740,1.17280,1.23420,72.92240,-0.36340,-0.83560,-0.27230,-0.36340,6.20640,-0.2144,-0.2242
2018-06-30,49.55400,13.57300,35.98100,8.01600,27.83200,38.59200,-2.61100,1.73900,-0.87200,0.13000,-1.00200,-1.00200,,-1.00200,0.66200,-2.61100,39.90800,39.90800,-0.03000,-0.03000,2.90360,72.60970,-5.26900,-5.26900,-1.75970,-2.02200,0.14280,0.93900,1.18820,75.74280,-0.39930,-0.94240,-0.28870,-0.39930,6.23660,-0.259,-0.2773
2018-03-31,45.43200,10.73500,34.69700,5.79700,25.05100,33.04900,1.64800,0.77300,2.42100,0.62900,1.79200,1.79200,,1.79200,4.39500,1.64800,39.91000,40.05900,0.04000,0.04000,3.98040,76.37130,3.62740,3.62740,5.32880,3.94440,0.13100,0.93320,1.31900,68.23500,0.70490,1.10980,0.51660,0.70490,6.30650,0.24280,0.18550
2017-12-31,54.50600,18.59800,35.90800,5.45000,27.07400,34.73000,1.17800,0.77100,1.94900,27.78600,-25.83700,-25.83700,,-25.83700,3.88600,1.17800,39.80200,39.80200,-0.64000,-0.64000,3.44560,65.87900,2.16130,2.16120,3.57580,-47.40210,0.16140,1.54470,1.13260,79.46540,-10.85910,-17.97860,-7.65260,-10.85910,5.93550,0.065,0.0206
2017-09-30,51.12600,14.48000,36.64600,5.49300,23.83800,31.53400,5.11200,0.20100,5.31300,2.55800,2.75500,2.75500,,2.75500,7.74700,5.11200,39.81100,39.82100,0.07000,0.07000,3.65320,71.67780,9.99880,9.99880,10.39200,5.38860,0.15230,0.83240,1.47710,60.92950,1.03840,1.63170,0.82070,1.03840,6.60470,0.0776,0.0623
2017-06-30,45.69400,13.64600,32.04800,6.32000,23.92700,32.44800,-0.40000,0.71300,0.31300,0.20300,0.11000,0.11000,,0.11000,2.22500,-0.40000,39.79700,39.84200,0.00000,0.00000,3.62370,70.13610,-0.87540,-0.87540,0.68500,0.24070,0.13890,0.77210,1.61380,55.76990,0.04220,0.06760,0.03340,0.04220,6.48770,0.2574,0.2457
2017-03-31,41.96500,12.05300,29.91200,5.85600,21.55500,29.61000,0.30200,0.50400,0.80600,0.23300,0.57300,0.57300,,0.57300,2.93500,0.30200,39.76000,39.77000,0.01000,0.01000,3.12690,71.27850,0.71960,0.71960,1.92060,1.36540,0.12790,0.64030,1.19090,75.57080,0.22190,0.36010,0.17470,0.22190,6.42300,0.04290,0.03670
2016-12-31,47.59600,15.64400,31.95200,5.59700,21.94200,29.76600,2.18600,0.54300,2.72900,-2.28300,5.01200,5.01200,,5.01200,5.03300,2.18600,39.71900,39.78200,0.13000,0.13000,3.04820,67.13170,4.59280,4.59280,5.73370,10.53030,0.14540,0.89800,1.29060,69.73510,1.97980,3.29300,1.53150,1.97980,6.31370,0.0896,0.0885
2016-09-30,43.64800,13.59800,30.05000,5.80700,21.13500,29.13800,0.91200,0.34700,1.25900,0.78100,0.47800,0.47800,,0.47800,3.56700,0.91200,39.73600,39.83400,0.01000,0.01000,3.35860,68.84620,2.08940,2.08940,2.88440,1.09510,0.13850,0.73750,1.58730,56.70160,0.18660,0.31030,0.15170,0.18660,6.37310,0.2502,0.245
2016-06-30,54.29300,17.74200,36.55100,6.24200,24.72100,33.16500,3.38600,0.41800,3.80400,0.97900,2.82500,2.82500,,2.82500,6.03900,3.38600,39.71000,39.76900,0.07000,0.07000,3.32510,67.32180,6.23650,6.23650,7.00640,5.20320,0.17280,0.99010,1.64370,54.75290,1.10970,1.88120,0.89930,1.10970,6.33300,0.2953,0.2815
2016-03-31,46.76700,14.66300,32.10400,5.56800,21.19700,28.98900,3.11500,0.47000,3.58500,1.38600,2.19900,2.19900,,2.19900,5.73700,3.11500,39.68100,39.75500,0.06000,0.06000,3.32540,68.64670,6.66070,6.66070,7.66570,4.70200,0.15070,0.81350,1.22110,73.70390,0.87200,1.52030,0.70870,0.87200,6.27300,0.07920,0.04790
2015-12-31,50.88800,19.79200,31.09600,3.99200,20.34100,25.92800,5.16800,0.14700,5.31500,1.87300,3.44200,3.44200,,3.48300,7.11100,5.16800,39.56800,39.73600,0.10000,0.09000,3.29260,61.10670,10.15560,10.15560,10.44450,6.84440,0.16320,0.95990,1.69990,52.94450,1.38760,2.66360,1.10380,1.38760,6.18450,0.5273,0.5161
2015-09-30,60.02700,23.75500,36.27200,4.37800,17.34800,22.81700,13.45500,0.08200,13.53700,2.35100,11.18600,11.18600,-0.00400,11.18200,14.88500,13.45500,39.58000,39.73300,0.28000,0.28000,5.88350,60.42610,22.41490,22.41490,22.55150,18.62830,0.20940,1.08460,1.60880,55.94130,4.57340,5.22780,3.90250,4.57340,6.14650,0.705,0.7003
2015-06-30,65.39300,26.89500,38.49800,4.53800,17.08700,22.74500,15.75300,0.37000,16.12300,2.25700,13.86600,13.86600,-0.01400,13.85200,17.21300,15.75300,39.58000,39.73800,0.35000,0.35000,5.91860,58.87180,24.08970,24.08970,24.65550,21.18270,0.24080,0.88810,1.65560,54.36220,5.96730,6.91800,5.10680,5.96730,5.83940,0.1891,0.1789
2015-03-31,65.13500,27.46100,37.67400,4.54900,15.91200,21.59700,16.07700,-0.19700,15.88000,2.22300,13.65700,13.65700,-0.02300,13.63400,17.54600,16.07700,39.52700,39.66000,0.34000,0.34000,5.11390,57.83990,24.68260,24.68260,24.38010,20.93190,0.25150,0.83990,2.08370,43.19340,6.31300,7.41480,5.27270,6.31300,5.43890,0.30980,0.30170
2014-12-31,62.42700,29.19700,33.23000,3.76200,15.61900,20.52100,12.70900,0.06200,12.77100,1.78800,10.98300,10.98300,0.94200,11.92500,14.19000,12.70900,39.33700,39.49900,0.30000,0.31000,4.56280,53.23020,20.35820,20.35820,20.45750,19.10230,0.24840,0.86190,2.04060,44.10400,5.33480,6.42860,4.36980,5.33480,5.19090,0.2215,0.2154
2014-09-30,52.63300,17.03800,35.59500,4.44100,16.16900,21.75300,13.84200,-0.95100,12.89100,1.68200,11.20900,11.20900,-0.04600,11.16300,15.34900,13.84200,39.35800,39.54100,0.28000,0.28000,4.34380,67.62870,26.29910,26.29910,24.49220,21.20910,0.21900,0.54210,1.89960,47.37770,5.74340,7.09560,4.66430,5.74340,4.92010,0.0739,0.0677
2014-06-30,47.65400,16.63300,31.02100,5.20200,17.04400,23.37500,7.64600,0.25900,7.90500,1.01200,6.89300,6.89300,-0.00700,6.88600,9.24800,7.64600,39.35800,39.47100,0.18000,0.17000,4.10350,65.09630,16.04480,16.04480,16.58830,14.45000,0.20700,0.64740,2.11870,42.47870,3.70400,4.70910,2.99450,3.70400,4.69150,0.3981,0.3827
2014-03-31,38.82300,13.02700,25.79600,5.14100,15.64400,21.90500,3.89100,0.46200,4.35300,0.82700,3.52600,3.52600,-0.01600,3.51000,5.45700,3.89100,39.27200,39.38900,0.09000,0.09000,4.43140,66.44510,10.02240,10.02240,11.21240,9.04100,0.17970,0.50460,1.76300,51.04940,1.97620,2.53410,1.63210,1.97620,4.49810,0.28760,0.27860
2013-12-31,43.26600,15.41800,27.84800,6.05800,16.62900,23.80600,4.04200,0.16200,4.20400,0.86800,3.33600,3.33600,-0.10600,3.23000,5.59700,4.04200,38.87300,39.15800,0.07000,0.08000,4.35630,64.36460,9.34220,9.34220,9.71660,7.46540,0.20420,0.60100,1.48830,60.47220,1.91420,2.48930,1.57450,1.91420,4.39880,0.0988,0.0869
2013-09-30,39.15600,14.10200,25.05400,5.06500,13.84400,20.02300,5.03100,-0.25600,4.77500,1.40600,3.36900,3.36900,-0.04700,3.32200,6.56700,5.03100,38.91000,39.22600,0.09000,0.08000,4.52960,63.98510,12.84860,12.84860,12.19480,8.48400,0.19480,0.53600,1.38430,65.01530,2.02180,2.67860,1.67620,2.02180,4.22180,0.1237,0.1185
2013-06-30,37.26000,13.37800,23.88200,5.34500,15.96200,21.95800,1.92400,0.30500,2.22900,0.37900,1.85000,1.85000,-0.04100,1.80900,3.00200,1.92400,38.90800,39.22600,0.05000,0.05000,4.73010,64.09550,5.16370,5.16370,5.98230,4.85510,0.19650,0.52490,1.39580,64.48070,1.16160,1.56080,0.97550,1.16160,4.03450,0.0305,0.0269
2013-03-31,35.36500,12.27800,23.08700,4.84700,15.08400,20.37200,2.71500,0.19100,2.90600,0.49400,2.41200,2.41200,0.37400,2.78600,3.58800,2.71500,38.68700,39.06400,0.07000,0.07000,5.74030,65.28210,7.67710,7.67710,8.21720,7.87780,0.19140,0.56610,1.30420,69.00980,1.53710,1.74800,1.30550,1.53710,3.97330,0.01080,0.00740
2012-12-31,38.83700,14.45600,24.38100,4.80800,15.55600,20.84200,3.53900,0.11400,3.65300,1.49800,2.15500,2.15500,-0.13700,2.01800,4.44700,3.53900,38.06800,38.67700,0.06000,0.05000,5.32370,62.77780,9.11250,9.11250,9.40600,5.19610,0.20820,0.77410,1.38760,64.86110,1.37860,1.57720,1.15550,1.37860,3.98720,0.2542,0.2412
2012-09-30,36.29200,12.43700,23.85500,4.48800,12.61500,17.57900,6.27600,-0.12100,6.15500,1.47300,4.68200,4.68200,-0.17300,4.50900,7.16400,6.27600,38.13600,38.83300,0.12000,0.12000,5.67080,65.73070,17.29310,17.29310,16.95970,12.42420,0.20380,0.70290,1.18530,75.92910,3.09340,3.55690,2.62870,3.09340,3.88360,0.2715,0.2634
2012-06-30,46.64200,17.19100,29.45100,4.79600,15.18600,20.45400,8.99700,0.36800,9.36500,1.96700,7.39800,7.39800,-0.23600,7.16200,9.90600,8.99700,38.06500,38.74200,0.18000,0.18000,5.55840,63.14270,19.28950,19.28950,20.07850,15.35530,0.27280,1.00600,1.35940,66.20430,5.11290,5.92510,4.32730,5.11290,3.72480,-0.1386,-0.1458
2012-03-31,32.25800,10.38000,21.87800,4.70200,14.48200,19.66300,2.21500,0.30900,2.52400,0.53000,1.99400,1.99400,-0.08400,1.91000,3.15400,2.21500,37.69000,38.35200,0.05000,0.05000,4.58380,67.82190,6.86650,6.86650,7.82440,5.92100,0.18690,0.53050,1.40150,64.21760,1.41670,1.66500,1.15530,1.41670,3.63990,0.20850,0.20220
2011-12-31,48.52900,16.50200,32.02700,5.19200,17.27200,22.94500,9.08200,0.38000,9.46200,-1.87600,11.33800,11.33800,-0.56200,10.77600,10.02800,9.08200,37.55500,38.56800,0.28000,0.28000,4.48400,65.99560,18.71460,18.71460,19.49760,22.20530,0.28730,1.02930,1.50240,59.90420,8.34910,9.87650,6.71190,8.34910,3.55560,0.2517,0.2415
2011-09-30,41.38500,13.63300,27.75200,4.78700,15.04300,20.31600,7.43600,-0.19500,7.24100,1.31400,5.92700,5.92700,-3.69100,2.23600,8.01500,7.43600,37.53900,38.60600,0.06000,0.06000,4.34450,67.05810,17.96790,17.96790,17.49670,5.40290,0.26260,0.81120,1.40300,64.14930,4.68500,5.67630,3.76090,4.68500,3.32380,-0.1025,-0.1055
2011-06-30,42.10300,16.39700,25.70600,4.83600,16.30400,21.64700,4.05900,0.45700,4.51600,1.17700,3.33900,3.33900,-0.71800,2.62100,5.41000,4.05900,37.53200,38.75200,0.07000,0.07000,3.85890,61.05500,9.64060,9.64060,10.72610,6.22520,0.25810,1.15680,1.82070,49.43020,2.60800,3.35860,2.04680,2.60800,3.36540,0.0159,0.0073
2011-03-31,36.06500,13.43800,22.62700,3.82100,14.12500,18.43900,4.18800,0.40100,4.58900,0.94200,3.64700,3.64700,-1.14700,2.50000,5.12100,4.18800,37.51800,38.46800,0.07000,0.06000,3.78040,62.73950,11.61240,11.61240,12.72430,6.93190,0.22840,1.14160,1.67690,53.67060,2.95260,3.80560,2.31000,2.95260,3.27230,0.29950,0.29190
2010-12-31,33.00500,9.70800,23.29700,3.62500,11.97000,15.70900,7.58800,0.13800,7.72600,1.07200,6.65400,6.65400,,6.65400,8.17000,7.58800,37.41300,38.24100,0.17000,0.17000,4.76050,70.58630,22.99040,22.99050,23.40860,20.16060,0.23090,0.90640,1.37610,65.40100,5.71190,6.51600,4.65510,5.71190,3.09490,-0.005,-0.0157
2010-09-30,26.30100,7.75600,18.54500,3.34400,12.59300,16.04300,2.50200,0.54800,3.05000,0.86700,2.18300,2.18300,0.00000,2.18300,3.11600,2.50200,37.41700,38.15900,0.06000,0.06000,4.96230,70.51060,9.51290,9.51290,11.59650,8.30010,0.19310,0.96520,1.38510,64.97890,1.95980,2.25790,1.60250,1.95980,2.95930,0.1788,0.1678
2010-06-30,24.74200,7.30600,17.43600,3.32700,12.42500,15.86000,1.57600,0.20500,1.78100,0.38500,1.39600,1.39600,,1.39600,2.10600,1.57600,37.40400,38.20100,0.04000,0.04000,4.78640,70.47130,6.36970,6.36970,7.19830,5.64220,0.19760,0.88440,1.23860,72.66350,1.37110,1.57730,1.11460,1.37110,2.70500,0.0973,0.0917
2010-03-31,23.91500,7.22700,16.68800,3.27200,12.57700,15.96400,0.72400,0.13100,0.85500,0.28200,0.57300,0.57300,,0.57300,1.45600,0.72400,37.40000,38.28700,0.02000,0.01000,4.61940,69.78050,3.02740,3.02740,3.57520,2.39600,0.18290,0.81170,1.06150,84.78400,0.54160,0.62880,0.43820,0.54160,2.81190,0.28020,0.27050
2009-12-31,31.93600,9.57600,22.36000,3.30100,14.32300,17.74500,4.61500,0.81000,5.42500,0.59000,4.83500,4.83500,,4.83500,5.60500,4.61500,37.31900,38.08400,0.14000,0.13000,4.76860,70.01510,14.45080,14.45080,16.98710,15.13970,0.24060,1.06220,1.01430,88.73180,4.46130,5.21200,3.64290,4.46130,2.89100,-0.0372,-0.0565
2009-09-30,22.12600,6.73600,15.39000,2.82000,10.50100,13.43600,1.95400,0.60300,2.55700,1.03500,1.52200,1.52200,,1.52200,2.80200,1.95400,37.32200,38.15400,0.04000,0.04000,4.75070,69.55620,8.83120,8.83120,11.55650,6.87880,0.17300,0.65900,1.04160,86.40420,1.45370,1.71430,1.19030,1.45370,2.79290,0.086,0.0736
2009-06-30,24.45800,7.74600,16.71200,3.01700,12.23300,15.36000,1.35200,1.37100,2.72300,0.68100,2.04200,2.04200,,2.04200,2.02900,1.35200,37.32200,38.09100,0.05000,0.05000,4.86580,68.32940,5.52780,5.52780,11.13340,8.34900,0.19990,0.62870,1.31470,68.45490,2.02750,2.39400,1.66890,2.02750,2.68670,0.244,0.2339
2009-03-31,23.17500,6.47700,16.69800,2.44400,9.42500,11.97600,4.72200,-0.10500,4.61700,1.15400,3.46300,3.46300,,3.46300,5.55000,4.72200,37.30800,38.02200,0.09000,0.09000,4.70440,72.05180,20.37540,20.37540,19.92230,14.94280,0.19920,0.50380,1.00940,89.16510,3.64270,4.30370,2.97630,3.64270,2.53600,0.04400,0.02890
