Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-03-31,-2.31840,2.30640,,0.01200,-2.55720,-2.54530,-2.54530,-2.54530,-2.54530,0.01750,0.01200,0.79040,0.79040,0.00000,0.00000,1.13490,,-208.59880,-214.37630,-28.89160,-208.60170,1.53900,0.28960,0.28960
2018-12-31,2.36240,2.35900,,-4.72130,1.20860,-3.51280,-3.51280,-3.51280,-3.51280,-4.71370,-4.72130,0.77020,0.77020,,0.00000,1.51560,0.59220,-112.90350,-112.90350,-43.74780,-112.90360,3.93660,-5.753,-5.753
2018-09-30,3.30380,2.38220,2.70000,-2.98590,-0.60730,-3.59330,-3.59330,-3.59330,-3.59330,-2.97640,-2.98590,0.76440,0.76440,0.00000,0.00000,1.95810,,-57.00880,-57.32560,-28.45640,-57.00880,7.97490,-6.9422,-6.9422
2018-06-30,5.12080,2.85810,,-7.97890,-0.04330,-8.02220,-8.02220,-8.02220,-8.02220,-7.96950,-7.97890,0.76290,0.76290,-20.00000,-20.00000,1.99570,,-92.99210,-92.99210,-46.85990,-92.99210,11.30640,-10.8589,-10.8589
2018-03-31,1.00840,3.29700,,-4.30540,2.96680,-1.33860,-1.33860,-1.33860,-1.33860,-4.29600,-4.30540,0.76280,0.76280,0.00000,0.00000,2.78350,,-8.20000,-8.20000,-5.25020,-8.20000,21.39470,-5.76520,-5.76520
2017-12-31,7.11790,3.79280,,-13.61070,1.49250,-12.11820,-12.11820,-12.11820,-12.11820,-13.60120,-13.61070,0.62370,0.62370,-20.00000,-20.00000,2.43180,,-70.64340,-70.64340,-41.71430,-70.64340,22.48670,-11.47,-11.4665
2017-09-30,6.38250,2.15870,,-8.54120,-1.83540,-10.37660,-10.37660,-10.37660,-10.37660,-8.53090,-8.54120,0.58890,0.58890,-20.00000,-20.00000,2.37830,,-79.56180,-79.56180,-46.26730,-79.56180,22.14850,-15.6477,-15.6476
2017-06-30,3.78220,3.56700,,-7.34910,7.02910,-0.32000,-0.32000,-0.32000,-0.32000,-7.33740,-7.34910,0.58880,0.58880,0.00000,0.00000,3.47850,,-1.40040,-1.40040,-0.99840,-1.40040,38.79790,-7.9795,-8.0326
2017-03-31,6.00270,2.28050,,-8.28320,-4.30130,-12.58450,-12.58450,-12.58450,-12.58450,-8.27230,-8.28320,0.58880,0.58880,-20.00000,-20.00000,2.57980,,-56.19090,-56.19090,-34.46220,-56.19090,38.03370,-15.57020,-15.57980
2016-12-31,6.56950,3.28370,,-9.85320,1.56710,-8.28610,-8.28610,-8.28610,-8.28610,-9.84170,-9.85320,0.58890,0.58890,-38.00000,-38.00000,3.89540,,-24.29770,-24.29770,-18.06290,-24.29770,57.91380,-11.0277,-11.0392
2016-09-30,3.79380,2.22760,,-6.02150,5.60330,-0.41810,-0.41810,-0.41810,-0.41810,-6.01180,-6.02150,0.58890,0.58890,0.00000,0.00000,4.72210,,-1.01880,-1.01880,-0.80300,-1.01880,69.69490,-8.4949,-8.4949
2016-06-30,5.44310,2.07680,,-7.51990,1.06850,-6.45140,-6.45140,-6.45140,-6.45140,-7.50970,-7.51990,0.58900,0.58900,-2.00000,-2.00000,3.37610,,-15.89640,-15.89640,-11.19390,-15.89640,68.92080,-9.6595,-9.6696
2016-03-31,1.49950,2.35240,,-3.85200,0.86660,-2.98540,-2.98540,-2.98540,-2.98540,-3.84340,-3.85200,0.58880,0.58880,0.00000,0.00000,3.78830,,-6.43980,-6.43980,-4.74180,-6.43980,78.72630,-12.63590,-12.70730
2015-12-31,1.92970,2.36130,,-4.29090,10.74670,6.45570,6.45570,6.45570,6.45570,-4.28520,-4.29090,0.42610,0.42610,28.00000,28.00000,3.29740,,13.25080,13.25080,9.23650,13.25080,82.73670,-16.2728,-16.2976
2015-09-30,1.31330,2.73040,-19.28330,-23.32700,-25.40870,-48.73570,-48.73570,-48.73570,-48.73570,-23.32420,-23.32700,0.39090,0.39090,-120.00000,-120.00000,2.08850,0.07330,-117.91430,-117.91430,-61.55510,-117.91430,70.19010,12.0548,12.0548
2015-06-30,1.00120,0.31080,,-1.31200,-0.02880,-1.34080,-1.34080,-1.34080,-1.34080,-1.31110,-1.31200,0.36120,0.36120,-4.00000,-4.00000,3.04170,,-137.79790,-137.79730,-45.29620,-137.79730,34.97480,-1.9309,-1.9309
2015-03-31,1.55500,0.09970,,-1.65460,-0.04220,-1.69680,-1.69680,-1.69680,-1.69680,-1.65390,-1.65460,0.36120,0.36120,-4.00000,-4.00000,4.69560,,-65.38680,-65.38680,-39.30480,-65.38670,93.27820,-5.50600,-5.50600
2014-12-31,3.91000,-1.62000,,-2.29000,-0.26040,2.24000,2.24000,2.24000,2.24000,-2.28350,-2.29000,0.04280,0.04280,120.00000,120.00000,2.84730,0.24000,100.75120,100.75120,65.98590,100.75120,6.15620,-199.2471,-200.4167
2014-09-30,0.16260,0.05550,,-0.21800,-0.00510,-0.22310,-0.22310,-0.22310,-0.22310,-0.21800,-0.21800,0.03670,0.03670,0.00000,0.00000,,,,,,,,135.2575,135.2575
2014-06-30,1.54000,0.79000,,-2.33000,0.10100,-2.22900,-2.22900,-2.22900,-2.22900,-2.33000,-2.33000,0.02780,0.02780,-80.00000,-80.00000,,,,,,,,-74.4992,-74.4992
2014-03-31,0.80000,1.08300,,-1.88300,0.14300,-1.74000,-1.74000,-1.74000,-1.74000,-1.88300,-1.88300,0.02470,0.02470,-80.00000,-80.00000,,,,,,,,-82.79770,-82.79770
2013-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,0,0
2013-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,0,0
2012-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,0,0
