Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2017-05-31,,0.09570,-0.09570,-0.00090,-0.09660,-0.09660,-0.09660,-0.09660,-0.09550,-0.09570,0.58760,0.58760,-0.14990,-0.14990,0.66660,-0.26080,84.80660,84.80660,-42.41260,84.80660,-0.17430,-0.1002,-0.1002
2017-03-31,,0.09570,-0.09570,,-0.09660,-0.09660,-0.01300,-0.09660,-0.09560,-0.09570,,,,0.00000,,,,,,,,0.00000,
2017-02-28,,0.01200,-0.01200,-0.00100,-0.01300,-0.01300,-0.01300,-0.01300,-0.01190,-0.01200,0.50960,0.50960,0.00000,0.00000,,,,,,,,-0.04360,-0.04360
2016-12-31,0.00000,0.01200,-0.01200,-0.00100,-0.01300,-0.01300,-0.00950,-0.01300,-0.01200,-0.01200,,,,0.00000,,,,,,,,0.0243,0.0243
2016-11-30,,0.00950,-0.00950,,-0.00950,-0.00950,-0.00950,-0.00950,-0.00950,-0.00950,0.50960,0.50960,0.00000,0.00000,,,,,,,,-0.0243,-0.0243
2016-09-30,,0.00950,-0.00950,,-0.00950,-0.00950,-0.00950,-0.00950,-0.00950,-0.00950,,,,0.00000,,,,211.11110,,,,0,0
2016-08-31,,,,,,,,,,,,,,0.00000,,,,,,,,0,0
2016-06-30,0.00000,0.00510,-0.00510,,-0.00510,-0.00510,-0.00510,-0.00510,-0.00510,-0.00510,,,,0.00000,0.20690,,8.47180,36.95650,-141.66670,36.95650,,0.0363,0.0363
2016-05-31,,0.00510,-0.00510,,-0.00510,-0.00510,-0.00510,-0.00510,-0.00510,-0.00510,0.50960,0.50960,0.00000,0.00000,,,,,,,,-0.0363,-0.0363
2016-03-31,,0.00510,-0.00510,,-0.00510,-0.00510,-0.00510,-0.00510,-0.00510,-0.00510,,,,0.00000,,,,,,,,0.00000,
2015-09-30,,,,,,,,,,,,,,0.00000,,,,,,,,0,0
