Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,,,,34.10300,27.36600,,-61.46900,-0.33200,-61.80100,-61.80100,-61.80100,-61.80100,-61.36100,-61.46900,48.93800,48.93800,-1.26000,-1.26000,15.31760,,,,,,,,,,-16.40140,-16.40140,-15.23770,-16.40140,7.62640,-0.99490,-1.04370
2021-12-31,,,,29.34400,26.45200,,-55.79600,-0.27600,-56.07200,-56.07200,-56.07200,-56.07200,-55.65000,-55.79600,48.49800,48.49800,-1.16000,-1.16000,12.77690,,,,,,,,,,-13.27480,-13.27480,-12.39180,-13.27480,8.57690,-0.9583,-0.9894
2021-09-30,,,,22.86600,18.02900,,-40.89500,-0.14600,-41.04100,-41.04100,-41.04100,-41.04100,-40.77600,-40.89500,48.59500,48.59500,-0.84000,-0.84000,15.41030,,,,,,,,,,-8.79430,-8.79430,-8.28650,-8.79430,9.48380,-0.5502,-0.557
2021-06-30,,,,32.09100,14.93000,,-47.02100,0.01100,-47.01000,-47.01000,-47.01000,-47.01000,-46.90600,-47.02100,48.42300,48.42300,-0.97000,-0.97000,20.29250,,,,,,,,,,-9.46670,-9.46670,-9.03290,-9.46670,10.11310,-0.6906,-0.6934
2021-03-31,,,,17.37500,12.38100,,-29.75600,-0.03100,-29.78700,-29.78700,-29.78700,-29.78700,-29.64600,-29.75600,48.23000,48.23000,-0.62000,-0.62000,25.70950,,,,,,,,,,-5.57080,-5.57080,-5.37100,-5.57080,10.90680,-0.43760,-0.43850
2020-12-31,,,,15.26200,8.51900,,-23.78100,0.05300,11.27200,11.27200,11.27200,11.27200,-23.67100,11.21900,43.30000,43.30000,0.30000,0.30000,29.15380,,,,,,,,,,2.02350,2.02350,1.95630,2.02350,11.41050,0.3778,0.3768
2020-09-30,,,,13.92300,7.66900,,-21.59200,-0.06700,-21.65900,-21.65900,-21.65900,-21.65900,-21.49700,-21.59200,42.14900,42.14900,-0.51000,-0.51000,21.87120,,,,,,,,,,-7.94080,-7.94080,-7.57040,-7.94080,6.32420,-0.345,-0.3489
2020-06-30,,,,12.94700,6.87400,,-19.82100,-0.07200,-19.89300,-19.89300,-19.89300,-19.89300,-19.74700,-19.82100,41.94500,41.94500,-0.47000,-0.47000,30.76080,,,,,,,,,,-6.83900,-6.83900,-6.60850,-6.83900,6.76180,-0.3838,-0.39
2020-03-31,,,,9.72700,6.40300,,-16.13000,0.83600,-15.29400,-15.29400,-15.29400,-15.29400,-16.06000,-16.13000,41.78900,41.78900,-0.37000,-0.37000,36.54650,,,,,,,,,,-4.96340,-4.96340,-4.81840,-4.96340,7.16520,-0.39240,-0.39620
2019-12-31,,,,12.17200,5.19900,,-17.37100,1.15400,-16.21700,-16.21700,-16.21700,-16.21700,-17.30600,-17.37100,13.27500,13.27500,19.12000,19.12000,27.68260,,,,,,,,,,-5.03520,-5.03520,-4.84330,-5.03520,7.48900,-0.2661,-0.2502
2019-09-30,,,,10.74500,4.58400,,-15.32900,-1.50400,-16.83300,-16.83300,-16.83300,-16.83300,-15.26600,-15.32900,9.48700,9.48700,-1.77000,-1.77000,33.79250,,,,,,,,,,-4.99020,-4.99020,-4.83160,-4.99020,7.80240,19.7502,20.305
2019-06-30,,,,11.20500,3.64600,,-14.85100,1.00400,-13.84700,-13.84700,-13.84700,-13.84700,-14.80800,-14.85100,0.87900,0.87900,-15.75000,-15.75000,,,,,,,,,,,,,,,,-12.5036,-12.741
2019-03-31,,,,8.42300,3.26500,,-11.68800,0.27900,-11.40900,-11.40900,-11.40900,-3.68000,-11.66700,-11.68800,0.68000,0.68000,-5.41000,-5.41000,,,,,,,,,,,,,,,,-10.55440,-10.93820
2018-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,25.8675,25.8675
2018-09-30,,,,3.40600,1.82400,,-5.23000,0.22600,-5.00400,-5.00400,-5.00400,-5.00400,-5.23000,-5.23000,0.43340,0.43340,-11.55000,-11.55000,,,,,,,,,,,,,,,,-25.8675,-25.8675
