Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,17705.00000,13476.00000,4229.00000,-2531.00000,2531.00000,1698.00000,1698.00000,186.00000,1512.00000,1512.00000,,1477.00000,1698.00000,1698.00000,862.70000,869.40000,1.75000,1.72000,0.17830,0.26860,9.59050,9.59050,9.59050,8.34230,0.02330,2.23180,2.59730,0.19900,1.83390,82.06630,5.7763,5.7763
2021-09-30,16905.00000,11579.00000,5326.00000,-3284.00000,3284.00000,2042.00000,2042.00000,453.00000,1589.00000,1589.00000,,1521.00000,2042.00000,2042.00000,854.90000,861.20000,1.78000,1.77000,0.17610,0.26420,12.07930,12.07930,12.07930,8.99730,0.02220,2.29180,2.66190,0.20860,1.88830,82.09640,4.1627,4.1627
2021-06-30,18524.00000,11156.00000,7368.00000,-2881.00000,2881.00000,4487.00000,4487.00000,1075.00000,3412.00000,3412.00000,,3366.00000,4487.00000,4487.00000,873.30000,879.70000,3.85000,3.83000,0.18090,0.27200,24.22260,24.22260,24.22260,18.17100,0.02400,4.91480,5.71960,0.44130,4.02550,80.62530,2.5859,2.5859
2021-03-31,15562.00000,12121.00000,3441.00000,-3150.00000,3150.00000,291.00000,291.00000,-72.00000,363.00000,363.00000,,290.00000,291.00000,291.00000,885.40000,892.10000,0.33000,0.33000,0.18830,0.28420,1.86990,1.86990,1.86990,1.86350,0.02020,0.54890,0.64600,0.04720,0.44550,75.30010,1.67690,1.67690
2020-12-31,19418.00000,15830.00000,3588.00000,-3424.00000,3424.00000,164.00000,164.00000,6.00000,158.00000,158.00000,,124.00000,164.00000,164.00000,907.80000,913.20000,0.17000,0.17000,0.17110,0.25390,0.84460,0.84460,0.84460,0.63860,0.02440,0.21120,0.24420,0.01990,0.17500,83.79000,5.6467,5.6467
2020-09-30,16015.00000,11622.00000,4393.00000,-3470.00000,3470.00000,923.00000,923.00000,214.00000,709.00000,709.00000,,633.00000,923.00000,923.00000,908.70000,913.70000,0.70000,0.69000,0.17370,0.25780,5.76330,5.76330,5.76330,3.95250,0.02050,0.96370,1.10420,0.09080,0.79630,81.24040,4.1493,4.1493
2020-06-30,14099.00000,10919.00000,3180.00000,-2983.00000,2983.00000,197.00000,197.00000,47.00000,150.00000,150.00000,,68.00000,197.00000,197.00000,908.80000,913.10000,0.07000,0.07000,0.16930,0.24930,1.39730,1.39730,1.39730,0.48230,0.01840,0.19750,0.22490,0.01950,0.16410,83.66930,0.9417,0.9417
2020-03-31,18310.00000,9394.00000,8916.00000,-3273.00000,3273.00000,5643.00000,5643.00000,1242.00000,4401.00000,4401.00000,,4366.00000,5643.00000,5643.00000,914.10000,920.00000,4.78000,4.75000,0.17080,0.25490,30.81920,30.81920,30.81920,23.84490,0.02480,6.24580,7.17900,0.59660,5.17930,77.63930,2.00760,2.00760
2019-12-31,17143.00000,13549.00000,3594.00000,-3631.00000,3631.00000,-37.00000,-37.00000,-625.00000,588.00000,588.00000,,536.00000,-37.00000,-37.00000,937.60000,944.40000,0.60000,0.59000,0.17890,0.26880,-0.21580,-0.21580,-0.21580,3.12660,0.02320,0.88580,1.03020,0.07940,0.72740,72.52180,5.4082,5.4082
2019-09-30,18678.00000,12444.00000,6234.00000,-3443.00000,3443.00000,2791.00000,2791.00000,601.00000,2190.00000,2190.00000,,2152.00000,2791.00000,2791.00000,929.60000,936.40000,2.31000,2.30000,0.17400,0.25860,14.94270,14.94270,14.94270,11.52160,0.02510,3.19150,3.69050,0.29480,2.63620,74.61820,4.51,4.51
2019-06-30,17497.00000,11810.00000,5687.00000,-3390.00000,3390.00000,2297.00000,2297.00000,551.00000,1746.00000,1746.00000,,1684.00000,2297.00000,2297.00000,946.20000,952.90000,1.78000,1.77000,0.18330,0.27600,13.12800,13.12800,13.12800,9.62450,0.02390,2.72620,3.19560,0.23850,2.22650,68.43090,2.5285,2.5285
2019-03-31,16302.00000,11333.00000,4969.00000,-3225.00000,3225.00000,1744.00000,1744.00000,359.00000,1385.00000,1385.00000,,1349.00000,1744.00000,1744.00000,956.50000,963.30000,1.41000,1.40000,0.19130,0.29510,10.69810,10.69810,10.69810,8.27510,0.02290,2.35790,2.80820,0.19420,1.90680,61.81770,2.15090,2.15090
2018-12-31,15662.00000,9796.00000,5866.00000,-3395.00000,3395.00000,2471.00000,2471.00000,409.00000,2062.00000,2062.00000,,2010.00000,2471.00000,2471.00000,1005.90000,1013.90000,2.03000,2.01000,0.20780,0.32670,15.77700,15.77700,15.77700,12.83360,0.02280,3.89370,4.73630,0.29990,3.08470,55.24440,1.1474,1.1474
2018-09-30,16289.00000,11741.00000,4548.00000,-3469.00000,3469.00000,1079.00000,1079.00000,164.00000,915.00000,915.00000,,880.00000,1079.00000,1079.00000,992.70000,1000.70000,0.89000,0.88000,0.21840,0.34580,6.62410,6.62410,6.62410,5.40240,0.02330,1.76610,2.15960,0.13100,1.38030,52.51030,3.6862,3.6862
2018-06-30,21185.00000,16599.00000,4586.00000,-3485.00000,3485.00000,1101.00000,1101.00000,207.00000,894.00000,894.00000,,845.00000,1101.00000,1101.00000,1015.60000,1023.80000,0.83000,0.83000,0.22490,0.35750,5.19710,5.19710,5.19710,3.98870,0.03000,1.66070,2.01660,0.12660,1.28720,53.82370,5.5026,5.5026
2018-03-31,14805.00000,9784.00000,5021.00000,-3365.00000,3365.00000,1656.00000,1656.00000,399.00000,1257.00000,1257.00000,,1247.00000,1656.00000,1656.00000,1035.90000,1044.40000,1.20000,1.19000,0.22930,0.36250,11.18540,11.18540,11.18540,8.42280,0.02080,2.22450,2.68730,0.17640,1.71430,55.17730,1.24090,1.24090
2017-12-31,15840.00000,11127.00000,4713.00000,-3752.00000,3752.00000,961.00000,961.00000,-1354.00000,2315.00000,2315.00000,,2272.00000,961.00000,961.00000,1069.70000,1078.50000,2.13000,2.12000,0.22210,0.34700,6.06690,6.06690,6.06690,14.34340,0.02200,3.93240,4.69760,0.32160,3.05910,56.41120,1.8388,1.8388
2017-09-30,16171.00000,12368.00000,3803.00000,-3318.00000,3318.00000,485.00000,485.00000,-398.00000,883.00000,883.00000,-968.00000,-97.00000,485.00000,485.00000,1062.30000,1071.50000,-0.09000,-0.09000,0.23920,0.37350,2.99920,2.99920,2.99920,-0.59980,0.02240,1.55060,1.86330,0.12260,1.17970,54.01190,4.4684,4.4684
2017-06-30,15333.00000,11032.00000,4301.00000,-3283.00000,3283.00000,1018.00000,1018.00000,162.00000,856.00000,856.00000,58.00000,865.00000,1018.00000,1018.00000,1074.00000,1082.10000,0.81000,0.80000,0.22940,0.34660,6.63930,6.63930,6.63930,5.64140,0.01660,1.22870,1.41990,0.09250,0.94680,65.51130,3.1723,3.1723
2017-03-31,14964.00000,10624.00000,4340.00000,-3268.00000,3268.00000,1072.00000,1072.00000,120.00000,952.00000,952.00000,-76.00000,867.00000,1072.00000,1072.00000,1090.40000,1098.70000,0.80000,0.79000,0.23200,0.35240,7.16390,7.16390,7.16390,5.79390,0.01640,1.39780,1.62020,0.10410,1.07350,62.98590,1.90950,1.90950
2016-12-31,11277.00000,7882.00000,3395.00000,-3095.00000,3095.00000,300.00000,300.00000,53.00000,247.00000,247.00000,-2283.00000,-2083.00000,300.00000,300.00000,1100.50000,1108.50000,-1.89000,-1.88000,0.20740,0.31200,2.66030,2.66030,2.66030,-18.47120,0.01250,0.36480,0.42240,0.02750,0.28920,61.79900,5.0966,5.0966
2016-09-30,15833.00000,11458.00000,4375.00000,-3216.00000,3216.00000,1159.00000,1159.00000,135.00000,1024.00000,1024.00000,-451.00000,571.00000,1159.00000,1159.00000,1100.50000,1109.30000,0.52000,0.51000,0.20820,0.30590,7.32020,7.32020,7.32020,3.60640,0.01660,1.30500,1.48680,0.10750,1.03330,71.39850,2.6376,2.6376
2016-06-30,15244.00000,12098.00000,3146.00000,-3246.00000,3246.00000,-100.00000,-100.00000,-214.00000,114.00000,114.00000,,64.00000,-100.00000,-100.00000,1100.30000,1109.10000,0.06000,0.06000,0.20680,0.30200,-0.65600,-0.65600,-0.65600,0.41980,0.01620,0.14360,0.16400,0.01210,0.11390,72.23650,3.8681,3.8681
2016-03-31,18433.00000,11319.00000,7114.00000,-4192.00000,4192.00000,2922.00000,2922.00000,719.00000,2203.00000,2203.00000,,2195.00000,2922.00000,2922.00000,1100.80000,1108.60000,1.99000,1.98000,0.22490,0.33320,15.85200,15.85200,15.85200,11.90800,0.02010,2.90000,3.32600,0.24010,2.24780,69.15170,1.72560,1.72560
2015-12-31,8436.00000,7008.00000,1428.00000,-2112.00000,2112.00000,-684.00000,-684.00000,-265.00000,-419.00000,-419.00000,,848.00000,-684.00000,-684.00000,1117.80000,1128.30000,0.78000,0.77000,0.24470,0.37210,-8.10810,-8.10810,-8.10810,10.05220,0.00960,-0.61240,-0.71090,-0.04770,-0.46260,62.31070,4.0227,4.0227
2015-09-30,18031.00000,11335.00000,6696.00000,-4533.00000,4533.00000,2163.00000,2163.00000,965.00000,1198.00000,1198.00000,,1197.00000,2163.00000,2163.00000,1118.85600,1129.94100,1.07000,1.06000,0.22750,0.34090,11.99600,11.99600,11.99600,6.63860,0.02040,1.68760,1.94980,0.13580,1.30370,63.67980,2.3271,2.3271
2015-06-30,16166.00000,10981.00000,5185.00000,-4072.00000,4072.00000,1113.00000,1113.00000,-6.00000,1119.00000,1119.00000,,1042.00000,1113.00000,1113.00000,1117.80800,1128.39200,0.93000,0.92000,0.23050,0.34660,6.88480,6.88480,6.88480,6.44560,0.01800,1.60090,1.85720,0.12460,1.23200,62.58940,3.7394,3.7394
2015-03-31,18710.00000,11591.00000,7119.00000,-4060.00000,4060.00000,3059.00000,3059.00000,896.00000,2163.00000,2163.00000,,2128.00000,3059.00000,3059.00000,1125.70400,1135.76100,1.89000,1.87000,0.22770,0.33910,16.34950,16.34950,16.34950,11.37360,0.02030,2.91070,3.34850,0.23520,2.24790,66.68830,2.36490,2.36490
2014-12-31,19119.00000,12555.00000,6564.00000,-4488.00000,4488.00000,2076.00000,2076.00000,549.00000,1527.00000,1527.00000,,1490.00000,2076.00000,2076.00000,1128.70000,1142.50000,1.32000,1.30000,0.22010,0.32770,10.85830,10.85830,10.85830,7.79330,0.02120,2.10450,2.43590,0.16920,1.64120,64.10300,4.737,4.737
2014-09-30,18846.00000,11676.00000,7170.00000,-4218.00000,4218.00000,2952.00000,2952.00000,858.00000,2094.00000,2094.00000,,2064.00000,2952.00000,2952.00000,1125.16600,1141.04700,1.83000,1.81000,0.22400,0.33490,15.66380,15.66380,15.66380,10.95190,0.02070,2.93700,3.42810,0.23050,2.27900,63.71180,3.5375,3.5375
2014-06-30,18266.00000,12094.00000,6172.00000,-4222.00000,4222.00000,1950.00000,1950.00000,574.00000,1376.00000,1376.00000,,1335.00000,1950.00000,1950.00000,1127.98600,1142.26200,1.18000,1.17000,0.23020,0.34590,10.67560,10.67560,10.67560,7.30870,0.02000,1.96090,2.30320,0.15100,1.50960,62.28990,3.8809,3.8809
2014-03-31,17085.00000,11096.00000,5989.00000,-4163.00000,4163.00000,1826.00000,1826.00000,484.00000,1342.00000,1342.00000,-3.00000,1298.00000,1826.00000,1826.00000,1126.92300,1140.46600,1.15000,1.14000,0.24040,0.36610,10.68770,10.68770,10.68770,7.59730,0.01920,2.02320,2.40080,0.15060,1.53690,58.97230,2.17810,2.17810
2013-12-31,18458.00000,12728.00000,5730.00000,-4462.00000,4462.00000,1268.00000,1268.00000,353.00000,915.00000,915.00000,1.00000,877.00000,1268.00000,1268.00000,1105.58000,1116.20300,0.79000,0.77000,0.26900,0.42220,6.86970,6.86970,6.86970,4.75130,0.02080,1.47350,1.77480,0.10340,1.07720,55.34260,5.5158,5.5158
2013-09-30,16337.00000,11384.00000,4953.00000,-3977.00000,3977.00000,976.00000,976.00000,3.00000,973.00000,973.00000,2.00000,942.00000,976.00000,976.00000,1104.89300,1117.29700,0.85000,0.84000,0.26810,0.42010,5.97420,5.97420,5.97420,5.76610,0.01990,1.58810,1.87990,0.11830,1.16230,54.66230,2.3269,2.3269
2013-06-30,15721.00000,11135.00000,4586.00000,-4025.00000,4025.00000,561.00000,561.00000,53.00000,508.00000,508.00000,2.00000,471.00000,561.00000,561.00000,1097.88900,1106.68000,0.43000,0.43000,0.27380,0.43150,3.56850,3.56850,3.56850,2.99600,0.01930,0.84100,0.99680,0.06230,0.61070,55.08650,4.1332,4.1332
2013-03-31,17683.00000,12298.00000,5385.00000,-4138.00000,4138.00000,1247.00000,1247.00000,252.00000,995.00000,995.00000,-3.00000,956.00000,1247.00000,1247.00000,1096.92600,1103.88500,0.87000,0.87000,0.26100,0.40400,7.05200,7.05200,7.05200,5.40630,0.02100,1.53380,1.80330,0.11820,1.13340,59.28610,2.47580,2.47580
2012-12-31,17333.00000,13396.00000,3937.00000,-4414.00000,4414.00000,-477.00000,-477.00000,-582.00000,105.00000,105.00000,31.00000,96.00000,-477.00000,-477.00000,1070.75600,1076.84000,0.07000,0.08000,0.26400,0.50840,-2.75200,-2.75200,-2.75200,0.55390,0.02070,0.16190,0.19130,0.01250,0.11920,59.39160,1.5811,1.5811
2012-09-30,16503.00000,11400.00000,5103.00000,-4245.00000,6113.00000,-1010.00000,-1010.00000,-53.00000,-957.00000,-957.00000,,-984.00000,-1010.00000,-1010.00000,1065.04200,1065.04200,-0.92000,-0.92000,0.27000,0.52210,-6.12010,-6.12010,-6.12010,-5.96260,0.01950,-1.48610,-1.76000,-0.11310,-1.08480,60.60150,3.0439,3.0439
2012-06-30,18398.00000,10285.00000,8113.00000,-4775.00000,4775.00000,3338.00000,3338.00000,1038.00000,2300.00000,2300.00000,3.00000,2264.00000,3338.00000,3338.00000,1064.68800,1069.98000,2.13000,2.12000,0.26890,0.52930,18.14330,18.14330,18.14330,12.30570,0.02230,3.66660,4.51810,0.27870,2.68050,59.05650,5.9001,5.9001
2012-03-31,15916.00000,12004.00000,3912.00000,-4321.00000,4321.00000,-409.00000,-409.00000,-275.00000,-134.00000,-134.00000,14.00000,-174.00000,-409.00000,-409.00000,1064.25300,1064.25300,-0.16000,-0.16000,0.32210,0.70850,-2.56970,-2.56970,-2.56970,-1.09320,0.01940,-0.22710,-0.28450,-0.01630,-0.15390,55.62450,5.41040,5.41040
2011-12-31,16734.00000,10910.00000,5824.00000,-4550.00000,4550.00000,1274.00000,1274.00000,311.00000,963.00000,963.00000,25.00000,959.00000,1274.00000,1274.00000,1059.58000,1068.09400,0.91000,0.89000,0.32870,0.73800,7.61320,7.61320,7.61320,5.73080,0.02100,1.66360,2.09560,0.12090,1.11680,54.71770,1.145,1.145
2011-09-30,20453.00000,10140.00000,10313.00000,-5198.00000,5198.00000,5115.00000,5115.00000,1673.00000,3442.00000,3442.00000,8.00000,3426.00000,5115.00000,5115.00000,1060.20000,1066.20100,3.23000,3.21000,0.33100,0.73060,25.00860,25.00860,25.00860,16.75060,0.02600,5.66640,7.06210,0.43830,3.79100,57.43880,2.135,2.135
2011-06-30,17146.00000,10937.00000,6209.00000,-4699.00000,4699.00000,1510.00000,1510.00000,448.00000,1062.00000,1062.00000,31.00000,1069.00000,1510.00000,1510.00000,1059.75100,1070.97600,1.01000,1.00000,0.38460,0.87290,8.80670,8.80670,8.80670,6.23470,0.02220,1.97740,2.54840,0.13770,1.21680,50.79390,3.0666,3.0666
2011-03-31,15908.00000,10533.00000,5375.00000,-4090.00000,4090.00000,1285.00000,1285.00000,361.00000,924.00000,924.00000,-40.00000,701.00000,1285.00000,1285.00000,1058.51800,1069.52400,0.66000,0.66000,0.39580,0.91550,8.07770,8.07770,8.07770,4.40660,0.02120,1.83990,2.41410,0.12300,1.11160,47.55400,3.27150,3.27150
2010-12-31,12671.00000,9278.00000,3393.00000,-3597.00000,3597.00000,-204.00000,-204.00000,-141.00000,-63.00000,-63.00000,25.00000,-72.00000,-204.00000,-204.00000,882.43700,889.56800,-0.27000,-0.26000,0.40160,0.95310,-1.61000,-1.61000,-1.61000,-0.56820,0.01730,-0.12860,-0.16930,-0.00860,-0.07690,49.69990,3.0959,3.0959
2010-09-30,12338.00000,8964.00000,3374.00000,-2989.00000,2989.00000,385.00000,385.00000,68.00000,317.00000,317.00000,3.00000,286.00000,385.00000,385.00000,875.78200,883.10000,0.33000,0.32000,0.38930,0.94980,3.12040,3.12040,3.12040,2.31800,0.02000,0.67780,0.75830,0.05140,0.41400,51.56960,1.1506,1.1506
2010-06-30,14138.00000,8366.00000,5772.00000,-3409.00000,3409.00000,2363.00000,2363.00000,827.00000,1536.00000,1536.00000,11.00000,1526.00000,2363.00000,2363.00000,822.90600,830.47300,1.85000,1.84000,0.39510,1.00200,16.71380,16.71380,16.71380,10.79360,0.02460,3.86680,4.42820,0.26760,2.33900,48.42050,1.265,1.265
2010-03-31,13100.00000,8983.00000,4117.00000,-2932.00000,2932.00000,1185.00000,1185.00000,356.00000,829.00000,829.00000,5.00000,805.00000,1185.00000,1185.00000,822.65500,828.62100,0.97000,0.96000,0.41320,1.07840,9.04580,9.04580,9.04580,6.14500,0.02320,2.29140,2.66300,0.14660,1.34460,44.15340,3.46480,3.46480
2009-12-31,11940.00000,8844.00000,3096.00000,-2945.00000,2945.00000,151.00000,151.00000,-141.00000,292.00000,292.00000,21.00000,289.00000,151.00000,151.00000,818.46200,818.46200,0.35000,0.35000,0.35600,0.98010,1.26470,1.26470,1.26470,2.42040,0.02210,0.87170,1.02630,0.05410,0.56140,40.90940,1.339,1.339
2009-09-30,10238.00000,8870.00000,1368.00000,-2543.00000,2543.00000,-1175.00000,-1175.00000,-551.00000,-624.00000,-624.00000,-1.00000,-650.00000,-1175.00000,-1175.00000,821.76400,821.76400,-0.79000,-0.79000,0.34840,0.68860,-11.47690,-11.47690,-11.47690,-6.34890,0.01910,-1.80390,-2.11100,-0.11660,-1.17530,42.25080,4.8009,4.8009
2009-06-30,8265.00000,8609.00000,-344.00000,-2031.00000,2031.00000,-2375.00000,-2375.00000,-956.00000,-1419.00000,-1419.00000,1.00000,-1433.00000,-2375.00000,-2375.00000,821.59400,821.59400,-1.74000,-1.74000,0.39780,0.93020,-28.73560,-28.73560,-28.73560,-17.33820,0.01620,-5.13930,-6.28540,-0.27850,-3.09490,33.73130,-0.276,-0.276
2009-03-31,10214.00000,8174.00000,2040.00000,-3002.00000,3002.00000,-962.00000,-962.00000,-377.00000,-585.00000,-585.00000,37.00000,-574.00000,-962.00000,-962.00000,809.10200,809.10200,-0.71000,-0.71000,0.41000,1.06080,-9.41840,-9.41840,-9.41840,-5.61970,0.02080,-2.49700,-3.17610,-0.11900,-1.47310,28.63880,-1.21740,-1.21740
