Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,125.05300,67.01800,58.03500,32.60500,,32.60500,25.43000,-2.26300,23.16700,5.48900,17.67800,17.67800,1.11500,18.79300,53.01800,25.43000,24.28500,24.53400,0.77000,0.77000,0.24440,0.57460,46.40830,20.33540,20.33540,18.52580,15.02800,0.07800,0.82510,109.07980,2.39580,3.15670,1.10260,2.39580,30.32210,2.10900,0.70120
2021-12-31,93.66900,45.10000,48.56900,13.75300,,13.75300,34.81600,-1.06100,33.75500,9.92800,23.82700,23.82700,,28.44700,62.46800,34.81600,24.22000,24.51500,1.17000,1.16000,0.25900,0.58260,51.85170,37.16920,37.16910,36.03650,30.36970,0.05870,0.58730,153.25140,3.25500,4.31200,1.49300,3.25500,30.17400,2.4235,2.0286
2021-09-30,173.29200,97.48700,75.80500,39.90700,,39.90700,35.89800,-3.29600,32.60200,9.35000,23.25200,23.25200,,23.25200,64.39100,35.89800,24.24500,24.50700,0.96000,0.95000,0.25690,0.64490,43.74410,20.71530,20.71530,18.81330,13.41780,0.10760,1.02640,87.68320,3.26360,4.37600,1.44390,3.26360,29.38330,1.5609,1.0193
2021-06-30,146.43500,80.56800,65.86700,36.26100,,36.26100,29.60600,-2.25900,27.34700,6.73900,20.60800,20.60800,,20.60800,56.70800,29.60600,24.22900,24.49400,0.85000,0.84000,0.21250,0.67710,44.98040,20.21780,20.21780,18.67520,14.07310,0.09170,1.03920,86.60370,2.95190,4.00500,1.29120,2.95190,28.79440,2.4659,1.3245
2021-03-31,121.19500,64.11400,57.08100,33.13700,,33.13700,23.94400,-1.83800,22.10600,4.70800,17.39800,17.39800,,17.39800,47.40700,23.94400,24.15300,24.51200,0.72000,0.71000,0.33480,0.30360,47.09850,19.75660,19.75660,18.24000,14.35540,0.09520,0.99170,90.75230,2.52990,2.66670,1.36730,2.52990,28.40970,1.53430,1.18560
2020-12-31,148.98000,78.32600,70.65400,29.62800,,29.62800,41.02600,-1.71600,39.31000,8.13500,31.17500,31.17500,,31.17500,64.42300,41.02610,24.15700,24.53100,1.29000,1.28000,0.33030,0.32630,47.42520,27.53800,27.53800,26.38610,20.92560,0.11680,1.20810,74.49620,4.56710,4.81620,2.44370,4.56710,28.29100,1.9768,1.5125
2020-09-30,156.44800,88.24400,68.20400,30.87100,,30.87100,37.33300,-1.83800,35.49500,7.39400,28.10100,28.10100,,28.10100,60.92200,37.33300,24.09700,24.44300,1.17000,1.15000,0.31380,0.37780,43.59530,23.86290,23.86290,22.68810,17.96190,0.12080,1.20870,74.45910,4.24730,4.48720,2.16930,4.24730,27.44030,1.3962,1.4381
2020-06-30,137.67300,74.44100,63.23200,30.54000,,30.54000,32.69200,-2.06700,30.62500,8.07600,22.54900,22.54900,,22.54900,56.49500,32.69200,24.12100,24.47100,0.93000,0.92000,0.28160,0.42270,45.92910,23.74610,23.74610,22.24470,16.37870,0.10490,1.09320,82.32990,3.50230,3.70620,1.71820,3.50230,26.73180,2.1386,1.5409
2020-03-31,129.45300,67.79700,61.65600,31.95400,,31.95400,29.70200,-3.08800,26.61400,6.45500,20.15900,20.15900,,20.15900,53.56700,29.70200,24.29200,24.73800,0.83000,0.81000,0.27580,0.45720,47.62810,22.94420,22.94420,20.55880,15.57250,0.09850,1.02880,87.48400,3.16170,3.34800,1.53370,3.16170,26.36690,1.84660,0.70610
2019-12-31,147.22100,76.22400,70.99700,32.74900,,32.74900,38.24800,-2.79400,35.45400,9.05300,26.40100,26.40100,,26.40100,61.76700,38.24800,24.25000,24.62300,1.09000,1.07000,0.28510,0.46280,48.22480,25.98000,25.98000,24.08220,17.93290,0.11240,1.14930,78.31020,4.16400,4.41120,2.01550,4.16400,26.09630,2.0783,0.7735
2019-09-30,173.56200,95.28000,78.28200,31.53400,,31.53400,46.74800,-3.29300,43.45500,10.98700,32.46800,32.46800,,32.46800,69.62400,46.74800,24.26800,24.63200,1.34000,1.32000,0.29650,0.48880,45.10320,26.93450,26.93450,25.03720,18.70690,0.13290,1.25670,71.61860,5.26470,5.58800,2.48560,5.26470,25.39490,1.8141,0.7302
2019-06-30,127.43900,67.55800,59.88100,30.81500,,30.81500,29.06600,-3.10100,25.96500,6.47700,19.48800,19.48800,,19.48800,51.05500,29.06600,24.24600,24.57900,0.80000,0.79000,0.25630,0.50970,46.98800,22.80780,22.80780,20.37450,15.29200,0.09950,1.05310,85.46540,3.29020,3.49440,1.52220,3.29020,24.42210,1.8474,-0.1334
2019-03-31,122.00800,65.00300,57.00500,29.69500,,29.69500,27.31000,-3.05900,24.25100,5.80200,18.44900,18.44900,,18.44900,48.41300,27.31000,24.19500,24.54000,0.76000,0.75000,0.36430,0.49850,46.72240,22.38380,22.38380,19.87660,15.12110,0.09840,1.02180,88.07840,3.17730,3.38010,1.48830,3.17730,23.97170,1.89510,0.76830
2018-12-31,133.11500,68.01200,65.10300,29.93700,,29.93700,35.16600,-3.14800,32.01800,7.76900,24.24900,24.24900,,24.24900,56.24700,35.16600,24.14100,24.54000,1.00000,0.99000,0.27900,0.52240,48.90730,26.41780,26.41770,24.05290,18.21660,0.10940,1.10000,81.81980,4.24280,4.52010,1.99200,4.24280,23.63470,1.8712,0.6527
2018-09-30,143.14700,79.09700,64.05000,28.22600,,28.22600,35.82400,-3.27100,32.55300,7.77400,24.77900,24.77900,,24.77900,56.43500,35.82400,24.17200,24.56300,1.03000,1.01000,0.33840,0.55720,44.74420,25.02600,25.02600,22.74100,17.31020,0.11910,1.24380,72.35930,4.46830,4.77200,2.06180,4.46830,22.93790,1.7555,0.889
2018-06-30,116.98300,63.05500,53.92800,29.47900,,29.47900,24.44900,-3.34300,21.10600,5.19400,15.91200,15.91200,,15.91200,44.81100,24.44900,24.14500,24.58400,0.66000,0.65000,0.32810,0.58610,46.09900,20.89960,20.89960,18.04190,13.60200,0.09910,1.11310,80.85410,2.96210,3.16910,1.34820,2.96210,22.22570,0.9143,-0.1699
2018-03-31,105.08500,54.91500,50.17000,28.12800,,28.12800,22.04200,-3.02400,19.01800,4.55200,14.46600,14.46600,,14.46600,41.98300,22.04200,24.06700,24.47800,0.60000,0.59000,0.24200,0.56690,47.74230,20.97540,20.97540,18.09770,13.76600,0.09150,1.07130,84.01090,2.72800,2.92260,1.25920,2.72800,22.00170,1.27270,0.49120
2017-12-31,122.22700,67.53800,54.68900,27.90300,,27.90300,26.78600,-2.83700,23.94900,-93.77500,117.72400,117.72400,,117.72400,46.78900,26.78600,23.99900,24.26900,4.90000,4.84000,0.25260,0.57880,44.74380,21.91490,21.91500,19.59390,96.31590,0.10650,1.15450,77.95730,22.45850,24.09160,10.25600,22.45850,21.79380,1.6939,1.1478
2017-09-30,135.38800,76.61300,58.77500,28.48900,,28.48900,30.28600,-2.95000,27.33600,10.57400,16.76200,16.76200,,16.76200,49.97200,30.28600,24.01500,24.22800,0.70000,0.69000,0.30340,0.78280,43.41230,22.36980,22.36980,20.19090,12.38070,0.11710,1.26040,71.40350,4.06070,4.44580,1.44950,4.06070,17.17640,1.2987,0.5726
2017-06-30,109.58200,60.37100,49.21100,27.36500,,27.36500,21.84600,-2.93800,18.90800,7.44700,11.46100,11.46100,,11.46100,41.20500,21.84600,23.98500,24.09200,0.48000,0.48000,0.29180,0.82090,44.90790,19.93580,19.93580,17.25470,10.45880,0.09530,1.13510,79.28780,2.84840,3.12800,0.99650,2.84840,16.77080,0.9845,0.0076
2017-03-31,94.83700,51.16700,43.67000,27.84800,,27.84800,15.82200,-2.56300,13.25900,5.28600,7.97300,7.97300,,7.97300,35.24000,15.82200,23.95000,24.23200,0.33000,0.33000,0.21290,0.81650,46.04740,16.68340,16.68340,13.98080,8.40710,0.08390,1.02470,87.83160,2.01020,2.21200,0.70510,2.01020,16.55640,1.06590,0.39560
2016-12-31,105.28300,55.96000,49.32300,26.62700,,26.62700,22.69600,-2.90100,19.79500,10.06100,9.73400,9.73400,,9.73400,42.35900,22.69600,23.90000,23.97600,0.40000,0.41000,0.27900,0.82750,46.84810,21.55710,21.55710,18.80170,9.24560,0.09330,1.08680,82.81430,2.46880,2.71990,0.86270,2.46880,16.46430,1.4891,1.0731
2016-09-30,121.99300,71.56000,50.43300,26.20100,,26.20100,24.23200,-2.95500,21.27700,8.40500,12.87200,12.87200,,12.87200,44.35600,24.23200,23.91100,24.04100,0.54000,0.54000,0.28810,0.88400,41.34090,19.86340,19.86340,17.44120,10.55140,0.10660,1.17300,76.72870,3.29540,3.63640,1.12430,3.29540,16.33350,1.3566,0.9894
2016-06-30,103.10500,59.34900,43.75600,25.68300,,25.68300,18.07300,-3.06700,15.00600,5.92700,9.07900,9.07900,,9.07900,38.64300,18.07300,23.90000,23.94900,0.38000,0.38000,0.27040,0.94730,42.43830,17.52870,17.52870,14.55410,8.80560,0.08980,1.07560,83.67590,2.36860,2.62040,0.79080,2.36860,16.03350,1.3691,0.3783
2016-03-31,93.69900,53.04400,40.65500,26.39700,,26.39700,14.25800,-3.40500,10.85300,4.28700,6.56600,6.56600,,6.56600,35.13100,14.25800,23.86200,23.91100,0.28000,0.27000,0.25620,0.96130,43.38890,15.21680,15.21680,11.58280,7.00750,0.08270,1.01980,88.25570,1.72560,1.91170,0.57990,1.72560,15.93430,1.65340,0.91740
2015-12-31,105.28200,58.52600,46.75600,25.28900,,25.28900,21.46700,-2.94400,18.52300,7.00500,11.51800,11.51800,,11.51800,42.49600,21.46700,25.36900,25.45700,0.47000,0.47000,0.27770,1.00420,44.41030,20.39000,20.39000,17.59370,10.94010,0.09130,0.99310,90.62830,3.03360,3.36380,0.99940,3.03360,15.91910,1.7073,0.8935
2015-09-30,113.04800,62.90200,50.14600,24.99600,,24.99600,25.15000,-2.64500,22.50500,8.88900,13.61600,13.61600,,13.61600,46.28200,25.15000,25.33400,25.40800,0.54000,0.54000,0.27730,0.98110,44.35820,22.24720,22.24720,19.90750,12.04440,0.09840,1.05100,85.63090,3.49610,3.86850,1.18490,3.49610,15.99110,1.4765,0.2901
2015-06-30,96.02600,55.10800,40.91800,24.45300,,24.45300,16.46500,-2.43200,14.03300,5.54300,8.49000,8.49000,,8.49000,37.73000,16.46500,26.14200,26.27300,0.33000,0.32000,0.28890,0.79000,42.61140,17.14640,17.14640,14.61380,8.84140,0.08480,1.02180,88.07680,1.98910,2.18190,0.74950,1.98910,16.34960,1.1654,-0.2956
2015-03-31,90.18800,51.10100,39.08700,25.21200,,25.21200,13.87500,-2.55900,11.31600,4.47000,6.84600,6.84600,,6.84600,34.78100,13.87500,26.09100,26.27600,0.26000,0.26000,0.29830,0.75360,43.33950,15.38450,15.38450,12.54710,7.59080,0.08110,1.00930,89.17470,1.60760,1.76480,0.61560,1.60760,16.29730,1.31760,0.29500
2014-12-31,111.79200,59.58800,52.20400,25.40800,,25.40800,26.79600,-2.57400,24.22200,10.33500,13.88700,13.88700,,13.88700,47.55200,26.79600,25.91400,26.17500,0.54000,0.53000,0.24220,0.75960,46.69740,23.96950,23.96950,21.66700,12.42220,0.10010,1.10360,81.54840,3.27110,3.59410,1.24390,3.27110,16.29620,1.4498,0.1848
2014-09-30,113.02500,63.72700,49.29800,24.20000,,24.20000,25.09800,-2.48900,22.60900,8.86300,13.74600,13.74600,,13.74600,45.49900,25.09800,25.95300,26.15200,0.53000,0.53000,0.24260,0.77750,43.61690,22.20570,22.20570,20.00350,12.16190,0.10380,1.09130,82.47110,3.31610,3.65020,1.26210,3.31610,15.96760,1.1446,-0.3423
2014-06-30,95.74500,53.66600,42.07900,23.84000,,23.84000,18.23900,-1.44500,16.79400,6.58900,10.20500,10.20500,,10.20500,38.28900,18.23900,25.91200,26.22000,0.39000,0.39000,0.27890,0.75530,43.94900,19.04960,19.04960,17.54030,10.65850,0.09100,1.07480,83.73870,2.51080,2.77090,0.97030,2.51080,15.66420,0.6535,-0.4837
2014-03-31,87.56000,48.92200,38.63800,23.41100,,23.41100,15.22700,-2.29100,12.93600,5.06500,7.87100,7.87100,,7.87100,35.15900,15.22700,25.78900,26.23000,0.31000,0.30000,0.22490,0.71740,44.12750,17.39040,17.39040,14.77390,8.98930,0.08570,1.05400,85.38590,1.96010,2.16590,0.77040,1.96010,15.52050,1.45070,0.37780
2013-12-31,94.80100,50.14200,44.65900,22.95200,,22.95200,21.70710,-2.36600,19.34100,7.58000,11.76100,11.76100,,11.76100,41.45910,21.70700,25.43300,25.92600,0.46000,0.45000,0.31020,0.72310,47.10820,22.89750,22.89750,20.40170,12.40600,0.09230,1.08160,83.21110,2.93270,3.24290,1.14450,2.93270,15.56980,1.3259,-0.0496
2013-09-30,108.83900,63.65000,45.18900,22.38300,,22.38300,22.80600,-2.12700,20.67900,8.10600,12.57300,12.57300,,12.57300,42.25800,22.80600,25.64900,26.09500,0.49000,0.48000,0.30270,0.70990,41.51910,20.95390,20.95390,18.99960,11.55190,0.10780,1.17260,76.75290,3.17750,3.52060,1.24550,3.17750,15.40510,1.2633,0.1321
2013-06-30,87.15600,46.98700,40.16900,21.79200,,21.79200,18.37700,-2.18000,16.19700,6.34900,9.84800,9.84800,,9.84800,37.21400,18.37700,25.35400,25.81800,0.39000,0.38000,0.29310,0.71920,46.08860,21.08520,21.08520,18.58390,11.29930,0.08850,0.99850,90.13430,2.53960,2.82170,0.99950,2.53960,15.13400,0.9293,-0.071
2013-03-31,88.71300,49.71500,38.99800,21.63800,,21.63800,17.36000,-2.20300,15.15700,5.94200,9.21500,9.21500,,9.21500,36.16800,17.36000,25.00300,25.43500,0.37000,0.36000,0.27860,0.75430,43.95970,19.56870,19.56870,17.08540,10.38740,0.09170,1.01940,88.28850,2.47140,2.75990,0.95280,2.47140,14.80150,1.63630,0.85400
2012-12-31,101.91500,57.91100,44.00400,22.90600,,22.90600,21.09800,-2.24700,18.85100,6.91500,11.93600,11.93600,,11.93600,39.90900,21.09800,24.75900,25.15600,0.48000,0.47000,0.29750,0.82800,43.17720,20.70160,20.70160,18.49680,11.71170,0.10480,1.10470,81.47020,3.27250,3.66640,1.22740,3.27250,14.62990,1.3989,0.6788
2012-09-30,99.43000,55.79000,43.64000,20.84800,,20.84800,22.79200,-2.31200,20.48000,8.02900,12.45100,12.45100,,12.45100,41.11800,22.79200,24.78500,25.10600,0.50000,0.50000,0.31430,0.88320,43.89020,22.92270,22.92270,20.59740,12.52240,0.10060,0.98400,91.46450,3.49990,3.93560,1.25990,3.49990,14.33990,1.0295,-0.0399
2012-06-30,83.76500,42.98500,40.78000,21.16300,,21.16300,19.61700,-2.38200,17.23500,6.75600,10.47900,10.47900,,10.47900,37.44000,19.61700,24.76500,25.14900,0.42000,0.42000,0.28240,0.88630,48.68380,23.41910,23.41910,20.57540,12.51000,0.08690,0.96950,92.83330,3.01550,3.40340,1.08740,3.01550,14.02790,1.1865,-0.4006
2012-03-31,78.92900,39.09400,39.83500,21.36100,,21.36100,18.47400,-2.17300,16.30100,6.39000,9.91100,9.91100,,9.91100,35.99000,18.47400,24.63900,25.18300,0.40000,0.39000,0.27790,0.85450,50.46940,23.40590,23.40590,20.65270,12.55690,0.08450,0.93300,96.45850,2.89920,3.28130,1.06080,2.89920,13.81340,1.40900,0.21430
2011-12-31,85.25200,41.01300,44.23900,20.88900,,20.88900,23.35000,-2.11900,21.23100,8.00400,13.22700,13.22700,,13.22700,40.99900,23.35000,24.34900,24.76000,0.54000,0.53000,0.29200,0.89000,51.89200,27.38940,27.38940,24.90380,15.51520,0.09280,0.91990,97.83220,3.97040,4.51230,1.43940,3.97040,13.55560,0.9953,-0.1819
2011-09-30,104.87200,57.57400,47.29800,19.99200,,19.99200,27.30600,-2.05100,25.25500,9.90000,15.35500,15.35500,,15.35500,44.41600,27.30600,24.36200,24.71900,0.63000,0.62000,0.27770,0.90380,45.10070,26.03750,26.03750,24.08170,14.64170,0.11720,1.16990,76.92890,4.79230,5.48030,1.71540,4.79230,13.14990,1.3395,-0.5277
2011-06-30,79.50900,40.17100,39.33800,18.62400,,18.62400,20.71400,-1.95400,18.76000,7.35400,11.40600,11.40600,,11.40600,37.17600,20.71400,24.34000,24.74200,0.47000,0.46000,0.27750,0.87450,49.47620,26.05240,26.05240,23.59480,14.34560,0.09170,1.00860,89.23140,3.68740,4.23890,1.31600,3.68740,12.69740,1.4523,-0.099
2011-03-31,73.03700,37.12100,35.91600,18.62200,,18.62200,17.29400,-1.48200,15.81200,6.19800,9.61400,9.61400,,9.61400,33.46800,17.29400,24.25800,24.66000,0.40000,0.39000,0.27120,0.88300,49.17510,23.67840,23.67840,21.64930,13.16320,0.08780,0.97480,92.32400,3.19430,3.68940,1.15550,3.19430,12.38530,1.43550,0.22690
2010-12-31,79.94300,41.48800,38.45500,16.65000,,16.65000,21.80500,-1.53900,20.26600,7.52300,12.74300,12.74300,,12.74300,38.11300,21.80500,23.94400,24.28900,0.52000,0.51000,0.28770,0.90050,48.10300,27.27570,27.27570,25.35060,15.94010,0.09830,0.96760,93.01270,4.32000,5.00890,1.56630,4.32000,12.17150,1.4069,0.295
2010-09-30,83.20400,49.15400,34.05000,16.56900,,16.56900,17.48100,-1.63200,15.84900,6.14900,9.70000,9.70000,,9.70000,33.16200,17.48100,23.93600,24.17300,0.41000,0.40000,0.29250,0.96990,40.92350,21.00980,21.00980,19.04840,11.65810,0.10240,0.92430,97.36840,3.45250,4.03860,1.19360,3.45250,11.72780,0.9517,-0.1685
2010-06-30,66.52300,35.99500,30.52800,16.94900,,16.94900,13.57900,-1.50600,12.07300,4.68500,7.38800,7.38800,,7.38800,28.91100,13.57900,23.92400,24.20100,0.31000,0.31000,0.25710,0.95760,45.89090,20.41250,20.41250,18.14860,11.10590,0.08550,0.94240,95.49830,2.68480,3.15440,0.94980,2.68480,11.49930,0.5963,-0.6703
2010-03-31,61.73000,33.94800,27.78200,15.41100,,15.41100,12.37100,-1.50900,10.86200,4.21400,6.64800,6.64800,,6.64800,27.62700,12.37100,23.82600,24.07500,0.28000,0.28000,0.26220,0.89040,45.00570,20.04050,20.04050,17.59600,10.76950,0.08180,0.89090,101.02510,2.44540,2.88140,0.88060,2.44540,11.36660,1.18680,0.31320
2009-12-31,66.70400,36.16400,30.54000,15.08400,,15.08400,15.45600,-1.58200,13.87400,4.97000,8.90400,8.90400,,8.90400,30.97500,15.45600,23.74500,23.86900,0.37000,0.37000,0.28560,0.92490,45.78440,23.17110,23.17110,20.79940,13.34850,0.08800,0.86800,103.68670,3.32970,3.93840,1.17480,3.32970,11.23820,1.3779,0.8454
2009-09-30,75.50000,43.86600,31.63400,14.30000,,14.30000,17.33400,-1.68700,15.64700,6.11800,9.52900,9.52900,,9.52900,32.90400,17.33400,23.75200,23.87600,0.40000,0.40000,0.28140,0.99770,41.89930,22.95890,22.95890,20.72450,12.62120,0.09960,0.94810,94.93030,3.63560,4.31400,1.25740,3.63560,11.02950,0.9915,0.5096
2009-06-30,66.47400,37.52300,28.95100,15.46500,,15.46500,13.48600,-1.95300,11.53300,4.50900,7.02400,7.02400,,7.02400,29.31600,13.48600,23.73800,23.80400,0.30000,0.30000,0.25390,1.04580,43.55240,20.28760,20.28760,17.34960,10.56650,0.08820,0.96700,93.07200,2.73490,3.26060,0.93240,2.73490,10.81440,1.4179,1.2689
2009-03-31,67.15500,36.77500,30.38000,15.57700,,15.57700,14.80300,-1.88300,12.92000,5.05200,7.86800,7.86800,,7.86800,31.01400,14.80300,23.71400,23.82900,0.33000,0.33000,0.26920,1.15760,45.23860,22.04300,22.04300,19.23910,11.71620,0.08750,0.82620,108.93140,3.10150,3.70990,1.02540,3.10150,10.69170,1.34070,0.68690
