Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,,,38.87500,13.08100,-51.95600,0.06200,-51.89400,,-51.89400,-51.89400,-51.89400,-50.56700,-51.95600,33.83900,33.83900,-1.53000,-1.53000,7.22770,,,,,,,-25.37370,-25.37370,-20.13420,-25.37370,6.28840,-1.14920,-1.23720
2021-12-31,,,39.16900,11.51100,-50.68000,0.03800,-50.64200,,-50.64200,-50.64200,-50.64200,-49.23900,-50.68000,33.48000,33.48000,-1.50000,-1.50000,8.66620,,,,,,,-20.67800,-20.67800,-16.98670,-20.67800,7.53630,-1.051,-1.1032
2021-09-30,,,34.19600,10.00300,-44.19900,0.03500,-44.16400,,-44.16400,-44.16400,-44.16400,-42.95000,-44.19900,33.43800,33.43800,-1.32000,-1.32000,13.12450,,,,,,,-15.46490,-15.46490,-13.29320,-15.46490,8.83150,-1.0256,-1.0923
2021-06-30,,,30.08900,8.64900,-38.73800,0.02400,-38.71400,,-38.71400,-38.71400,-38.71400,-37.18800,-38.73800,33.37200,33.37200,-1.16000,-1.16000,15.22200,,,,,,,-12.00600,-12.00600,-11.04020,-12.00600,10.05920,-0.8084,-0.9029
2021-03-31,,,23.57200,8.13400,-31.70600,0.06200,-31.64400,,-31.64400,-31.64400,-31.64400,-30.83800,-31.70600,33.32900,33.32900,-0.95000,-0.95000,23.02450,,,,,,,-8.89850,-8.89850,-8.31700,-8.89850,11.10870,-0.84800,-1.03020
2020-12-31,,,19.59900,5.14000,-24.73900,0.11700,-24.62200,,-24.62200,-24.62200,-24.62200,-24.22300,-24.73900,30.74800,30.74800,-0.79000,-0.79000,21.65150,,,,,,,-6.44870,-6.44870,-6.02550,-6.44870,11.94140,-0.7544,-0.9714
2020-09-30,,,15.82900,4.73200,-20.56100,0.29100,-20.27000,,-20.27000,-20.27000,-20.27000,-20.18200,-20.56100,30.64700,30.64700,-0.66000,-0.66000,13.90240,,,,,,,-10.77180,-10.77180,-9.57410,-10.77180,6.13110,-0.4889,-0.7027
2020-06-30,,,15.01900,4.38800,-19.40700,0.56800,-18.83900,,-18.83900,-18.83900,-18.83900,-19.21600,-19.40700,30.55200,30.55200,-0.62000,-0.62000,18.00620,,,,,,,-9.10300,-9.10300,-8.22460,-9.10300,6.76450,-0.427,-0.5094
2020-03-31,,,14.58300,3.99000,-18.57300,0.94900,-17.62400,,-17.62400,-17.62400,-17.62400,-18.65700,-18.57300,30.49100,30.49100,-0.58000,-0.58000,28.16890,,,,,,,-7.86750,-7.86750,-7.24820,-7.86750,7.34440,-0.53740,-0.59340
2019-12-31,,,12.76300,3.17400,-15.93700,1.12200,-14.81500,,-14.81500,-14.81500,-14.81500,-16.01000,-15.93700,8.99500,8.99500,33.55000,33.55000,26.03940,,,,,,,-6.16700,-6.16700,-5.66860,-6.16700,7.88030,2.8121,2.9637
2019-09-30,,,8.27900,2.39400,-10.67300,0.50100,-10.17200,,-10.17200,-10.17200,-10.17200,-10.56800,-10.67300,4.22200,4.22200,-2.41000,-2.41000,38.62310,,,,,,,-3.99490,-3.99490,-3.76940,-3.99490,8.35460,23.724,25.3626
2019-06-30,,,8.30300,2.22800,-10.53100,-0.14500,-10.67600,,-10.67600,-10.67600,-10.67600,-10.38600,-10.53100,0.56000,0.56000,-19.08000,-19.08000,,,,,,,,,,,,,-12.7143,-13.1503
2019-03-31,,,5.91200,1.44500,-7.35700,-0.11300,-7.47000,,-7.47000,-7.47000,-7.47000,-7.24300,-7.35700,0.44300,0.44300,-16.86000,-16.86000,,,,,,,,,,,,,-18.83750,-20.45150
2018-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,31.6233,32.6073
2018-09-30,,,5.17200,1.37300,-6.54500,0.02800,-6.51700,,-6.51700,-6.51700,-6.51700,-6.54500,-6.54500,0.43800,0.43800,-14.88000,-14.88000,,,,,,,,,,,,,-31.6233,-32.6073
2017-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
