Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,36.42400,,36.42400,31.05300,-0.20200,,-5.74800,-1.25400,-7.00200,-7.00200,-7.00200,-12.25200,5.51600,-5.74800,209.32300,209.32300,-0.06000,-0.06000,0.72750,0.06470,0.06910,100.00000,-15.78080,-15.78080,-19.22360,-33.63720,0.02940,0.36620,245.76300,-1.00060,-0.70150,-0.56530,-0.65610,4.76690,0.39450,0.39400
2021-12-31,179.42300,,179.42300,28.98100,-0.21000,,135.56600,-1.37200,134.19400,134.19400,134.19400,128.94400,150.57900,135.56600,208.18100,208.29000,0.62000,0.62000,1.39970,0.07720,0.08370,100.00000,75.55660,75.55660,74.79200,71.86590,0.14380,1.84700,48.72720,17.53560,12.61660,10.75340,11.64240,5.09730,0.3542,0.352
2021-09-30,59.82700,,59.82700,29.95900,2.57700,,17.52000,-1.34200,16.17800,16.17800,16.17800,10.92800,32.79300,17.52000,208.65300,208.65300,0.05000,0.05000,0.70750,0.09130,0.10050,100.00000,29.28440,29.28440,27.04130,18.26600,0.04800,0.67750,132.83450,2.35460,1.64170,1.29770,1.49180,4.72270,0.2752,0.2698
2021-06-30,58.44200,,58.44200,25.32200,-0.29800,,17.02600,-1.59700,15.42900,15.42900,15.42900,10.17900,33.44900,17.02600,207.94500,207.94500,0.05000,0.05000,0.75240,0.08570,0.09370,100.00000,29.13320,29.13320,26.40050,17.41730,0.04700,0.85470,105.30590,2.12610,1.50670,1.24200,1.37750,4.90830,0.3355,0.3236
2021-03-31,61.56800,,61.56800,28.43100,-0.29200,,17.21300,-1.02700,16.18600,16.18600,16.18600,10.93600,33.10200,17.21300,207.44200,207.44200,0.05000,0.05000,1.14090,0.09670,0.10710,100.00000,27.95770,27.95770,26.28960,17.76250,0.05020,1.03850,86.66710,2.19200,1.56120,1.32010,1.41020,4.99560,0.26840,0.26740
2020-12-31,77.42600,,77.42600,25.62500,-0.29500,,31.68600,-1.34100,30.34500,30.34500,30.34500,25.09500,51.76900,31.68600,206.70500,206.81900,0.13000,0.13000,1.66520,0.10250,0.11430,100.00000,40.92420,40.92420,39.19230,32.41160,0.06220,1.25070,71.96190,3.98960,2.86550,2.43940,2.57170,5.12200,0.2916,0.2942
2020-09-30,43.74200,,43.74200,22.45000,23.75900,,25.22800,-1.49500,23.73300,23.73300,23.73300,18.48300,45.31300,25.22800,206.73200,206.73200,0.09000,0.09000,2.90740,0.12150,0.13830,100.00000,57.67460,57.67460,54.25680,42.25460,0.03470,0.90200,99.78350,3.10380,2.23270,1.88350,1.96140,5.14170,0.3068,1.0337
2020-06-30,38.52900,,38.52900,24.37200,-0.27800,,-5.31400,-3.05700,-8.37100,-8.37100,-8.37100,-13.62100,14.13800,-5.31400,206.70700,206.70700,-0.07000,-0.07000,14.61340,0.23120,0.30070,100.00000,-13.79220,-13.79220,-21.72650,-35.35260,0.02680,0.84720,106.23690,-1.07920,-0.77940,-0.58180,-0.59920,5.19590,0.4184,0.4134
2020-03-31,183.05400,,183.05400,28.06000,-51.30300,,80.50900,-4.39700,76.11200,76.11200,76.11200,70.86200,103.95100,80.50900,206.63100,206.63100,0.34000,0.34000,14.79690,0.26040,0.35210,100.00000,43.98100,43.98100,41.57900,38.71100,0.12020,3.13110,28.74430,9.46990,6.90620,4.99890,5.10790,5.33190,0.34580,0.35270
2019-12-31,103.02800,,103.02800,33.41000,-0.28800,,44.67900,-4.66200,40.01700,40.01700,40.01700,34.76700,69.59200,44.67900,205.97000,206.11600,0.16000,0.19000,3.43220,0.26430,0.35920,100.00000,43.36590,43.36590,38.84090,33.74520,0.06670,1.31730,68.32370,5.01190,3.64850,2.58970,2.68430,5.32530,0.5151,0.5165
2019-09-30,137.36900,,137.36900,34.48600,-0.27500,,75.23300,-4.98600,70.24700,70.24700,70.24700,64.99700,102.87100,75.23300,205.95700,205.95700,0.32000,0.32000,5.27170,0.26670,0.36370,100.00000,54.76710,54.76710,51.13750,47.31560,0.08610,1.61910,55.58590,8.38950,6.18540,4.40200,4.53590,5.51430,0.5786,0.5743
2019-06-30,163.61800,,163.61800,32.95000,-0.27700,,100.66600,-5.57900,95.08700,95.08700,95.08700,89.83700,130.65000,100.66600,206.20500,221.17400,0.44000,0.41000,2.74690,0.27590,0.38110,100.00000,61.52500,61.52500,58.11520,54.90660,0.09490,1.70510,52.78280,11.24420,8.31170,5.51370,6.01810,5.55470,0.4717,0.469
2019-03-31,83.80600,,83.80600,41.10200,-0.27700,,14.59400,-5.57700,9.01700,9.01700,9.01700,3.76700,42.68400,14.59400,205.74900,206.36400,0.02000,0.02000,2.33210,0.27730,0.38360,100.00000,17.41400,17.41400,10.75940,4.49490,0.04900,0.81110,110.96380,1.07920,0.79520,0.52670,0.57470,5.51220,0.43700,0.41550
2018-12-31,246.04700,,246.04700,40.53000,-0.28800,,170.71100,-6.57900,164.13800,164.13800,164.13800,158.86500,205.48100,170.71100,202.16300,217.61000,0.79000,0.69000,2.43230,0.25420,0.34090,100.00000,69.38150,69.38150,66.71000,64.56690,0.14060,2.17460,41.38770,18.15160,13.64830,9.37870,10.17830,5.87530,0.3441,0.3453
2018-09-30,139.71800,,139.71800,43.98700,-0.27800,,66.18000,-5.40500,60.77500,60.77500,60.77500,55.50300,95.68400,66.18000,203.03500,203.03500,0.27000,0.27000,1.02100,0.26460,0.35980,100.00000,47.36680,47.36680,43.49830,39.72500,0.07960,1.25330,71.81170,7.42110,5.43940,3.46440,4.00020,5.45940,0.5522,0.5429
2018-06-30,109.30900,,109.30900,45.22000,-0.27300,,33.52400,-4.83400,28.69000,28.69000,28.69000,23.48800,64.03300,33.52400,201.57900,201.57900,0.12000,0.12000,1.16230,0.28220,0.39320,100.00000,30.66900,30.66900,26.24670,21.48770,0.06550,1.10380,81.53510,3.71500,2.67970,1.71850,1.92340,5.30480,0.4909,0.457
2018-03-31,114.49400,,114.49400,37.69700,-0.26700,,47.96000,-6.00300,41.95700,41.95700,41.95700,36.65500,76.73500,47.96000,199.16900,199.23300,0.18000,0.18000,1.82240,0.28640,0.40130,100.00000,41.88870,41.88870,36.64560,32.01480,0.07000,1.23300,72.99030,5.33920,3.86170,2.56460,2.75580,5.39850,0.38380,0.24320
2017-12-31,95.44200,,95.44200,42.11200,-0.25200,,23.02700,-3.65100,19.36200,19.36200,19.36200,16.77900,53.29400,23.02700,192.54900,192.54900,0.09000,0.10000,1.46720,0.26240,0.35580,100.00000,24.12670,24.12670,20.28670,17.58030,0.06050,1.18280,76.09390,2.52070,1.77540,1.22820,1.30950,5.48440,0.3894,0.3804
2017-09-30,89.11100,,89.11100,33.43100,-0.26000,,26.21600,-4.18200,22.03400,22.03400,22.03400,21.38800,55.64500,26.21600,197.01100,197.01100,0.11000,0.11000,1.98120,0.30670,0.44230,100.00000,29.41950,29.41950,24.72650,24.00150,0.07150,1.29340,69.58230,2.78450,2.69240,1.76830,1.86670,4.11850,0.3548,0.3801
2017-06-30,120.52400,,120.52400,33.53800,-0.26000,,57.82600,-3.66600,54.17400,54.17400,54.17400,53.51800,86.94700,57.82600,193.37800,193.37800,0.28000,0.28000,2.19140,0.33000,0.49260,100.00000,47.97880,47.97880,44.94870,44.40440,0.09640,1.66800,53.95560,7.02830,6.78970,4.33360,4.54900,4.07200,0.3878,0.3046
2017-03-31,124.58200,,124.58200,33.86500,0.67700,,65.01500,-3.43200,61.58300,61.58300,61.58300,60.46000,91.60900,65.01500,192.05000,192.73900,0.31000,0.30000,1.89310,0.34150,0.51870,100.00000,52.18650,52.18650,49.43170,48.53030,0.10380,1.66170,54.16240,8.62680,8.23300,5.13310,5.42100,3.87400,0.33180,0.25030
2016-12-31,56.71200,,56.71200,37.66700,-0.19100,,-3.97900,-3.30700,-7.28600,-7.28600,-7.28600,-8.61400,19.13110,-3.97900,191.21100,191.38100,-0.04000,-0.04000,1.10740,0.30340,0.43550,100.00000,-7.01610,-7.01610,-12.84740,-15.18900,0.05020,0.83180,108.20090,-1.08480,-1.00410,-0.64540,-0.69950,3.80160,0.2872,0.1958
2016-09-30,99.17100,,99.17100,30.91800,-0.20600,,39.31600,-1.78100,37.53500,37.53500,37.53500,36.21900,68.24700,39.31600,190.92900,191.20000,0.19000,0.19000,1.89890,0.27890,0.38680,100.00000,39.64470,39.64470,37.84880,36.52180,0.08720,1.54010,58.43630,5.22080,4.85600,3.30060,3.50150,4.04860,0.3042,0.1662
2016-06-30,40.56900,,40.56900,30.05800,-0.78700,,-19.47800,-1.33200,-20.81000,-20.81000,-20.81000,-22.11100,9.92100,-19.47800,191.54500,191.51000,-0.12000,-0.12000,1.81530,0.26830,0.36670,100.00000,-48.01200,-48.01200,-51.29530,-54.50220,0.03600,0.75730,118.83750,-2.87720,-2.67730,-1.84680,-1.95900,4.07110,0.3011,0.2411
2016-03-31,64.38100,,64.38100,29.36000,-1.69000,,11.61000,-0.86100,10.74900,10.74900,10.74900,8.94300,33.52800,11.61000,191.47900,191.74700,0.05000,0.05000,1.83850,0.11900,0.13500,100.00000,18.03330,18.03330,16.69590,13.89080,0.06160,1.45100,62.02610,1.33520,1.25130,1.02780,1.10240,4.47310,0.13510,0.00430
2015-12-31,100.04000,,100.04000,38.78300,-89.89600,,-49.52300,-0.20700,-49.73000,-49.73000,-49.73000,-51.34600,-28.42800,-49.52300,191.23900,191.23900,-0.27000,-0.27000,1.64330,0.06760,0.07250,100.00000,-49.50320,-49.50320,-49.71010,-51.32550,0.09420,2.42540,37.10660,-5.98080,-5.46090,-4.68520,-5.09190,4.76240,0.3534,0.4231
2015-09-30,137.02000,,137.02000,33.91000,-25.12300,,54.69900,-0.80700,53.89200,53.89200,53.89200,50.91600,78.22900,54.69900,191.24300,191.24300,0.27000,0.27000,2.02130,0.03930,0.04090,100.00000,39.92050,39.92050,39.33150,37.15950,0.11800,2.61750,34.38350,5.79950,5.13160,4.64010,4.92980,5.49140,0.3821,0.3318
2015-06-30,64.80300,,64.80300,35.17800,-118.61400,,-121.22400,-1.54200,-122.76600,-122.76600,-122.76600,-107.58700,-88.74800,-121.22400,191.23500,191.23500,-0.56000,-0.56000,1.07520,0.00580,0.00590,100.00000,-187.06540,-187.06540,-189.44490,-166.02160,0.05790,1.19530,75.29510,-13.58430,-11.98140,-10.97530,-11.91160,5.35780,0.7534,0.5838
2015-03-31,91.06100,,91.06100,29.24600,-13.73100,,20.19300,-2.89400,17.29900,17.29900,17.29900,,48.32500,20.19300,,,,0.00000,1.13160,0.33500,0.50380,100.00000,22.17520,22.17520,18.99720,,0.07150,1.79280,50.20220,2.65630,2.24040,1.35750,1.48980,4.60240,0.00000,
2014-12-31,169.19000,21.71000,147.48000,158.86900,-120.00300,165.09000,-17.61000,-3.12000,-20.71000,-20.71000,-20.71000,-20.71000,10.52600,-17.61000,,,,0.00000,1.36860,0.32610,0.48380,86.32900,-10.40840,-10.40840,-12.24070,-12.24070,0.12750,2.28350,39.41300,-3.17050,-2.54300,-1.56090,-1.71390,4.95110,0,0
2014-09-30,132.79500,,132.79500,34.30200,-0.14800,,61.28000,-3.37500,57.90500,57.90500,57.90500,,98.58800,61.28000,,,,0.00000,,,,100.00000,46.14630,46.14630,43.60480,,,,,,,,,,0,0
2014-06-30,118.93700,,118.93700,30.13900,-0.14800,,64.79100,-2.68000,62.11100,62.11100,62.11100,,88.89200,64.79100,,,,0.00000,,,,100.00000,54.47510,54.47510,52.22180,,,,,,,,,,-0.4506,-0.3984
2014-03-31,127.41200,,127.41200,30.90600,-0.14700,,73.22500,-3.34100,69.88400,69.88400,69.88400,66.00500,96.60000,73.22500,164.58500,164.58500,0.40000,0.40000,,,,100.00000,57.47100,57.47100,54.84880,51.80440,,,,,,,,,0.45060,0.39840
2013-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
