Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-09-30,545.46900,60.19400,485.27500,55.00600,-206.98800,283.29100,201.98400,12.90800,214.89200,33.48000,181.41200,181.41200,181.43400,223.28100,223.28100,151.19500,153.75800,1.20000,1.18000,1.72540,0.02250,88.96470,37.02940,40.93380,39.39580,33.26200,0.15280,0.26820,335.54040,14.96470,14.97110,5.08190,14.96470,,0,0
2020-06-30,472.75200,56.58300,416.16900,53.57900,-199.20900,275.58500,140.58400,7.00300,147.58700,23.53300,124.05400,124.05400,124.06100,163.38100,163.38100,147.69200,151.29400,0.84000,0.82000,1.66830,0.02690,88.03110,29.73740,34.55960,31.21870,26.24230,0.13930,0.23470,383.49570,12.50550,12.51090,3.65480,12.50550,,0,0
2020-03-31,449.51100,49.09800,400.41300,46.85100,-305.15100,374.40300,26.01000,6.20000,32.21000,6.34300,25.86700,25.86700,25.90300,48.41100,48.41100,146.79500,150.81300,0.18000,0.18000,1.54280,0.07170,89.07750,5.78630,10.76970,7.16560,5.76250,0.13940,0.23310,386.03210,3.01750,3.01910,0.80240,3.01750,,0.00000,
2019-12-31,339.22710,24.97900,314.24810,67.79700,-162.00100,279.35400,34.89410,10.38000,45.27400,-14.07400,59.34800,59.34800,59.38000,34.89410,84.45000,144.41380,150.46930,0.40000,0.36000,2.01750,0.02770,92.63650,10.28640,24.89480,13.34620,17.50450,0.11600,0.16770,536.65860,5.72670,5.72950,2.02980,5.72670,7.06380,2.8382,2.8138
2019-09-30,361.38100,52.36800,309.01300,142.22500,-34.94500,177.17000,131.84300,-2.78800,129.05500,26.43500,102.62000,102.62000,102.63000,131.84300,131.84300,144.02800,149.55400,0.72000,0.68000,1.89570,0.22760,85.50890,36.48310,36.48310,35.71160,28.39940,0.13830,0.19240,467.80100,10.87620,10.88240,3.92710,10.87620,,0,0
2019-06-30,324.39200,44.28100,280.11100,142.94500,-16.31800,159.26300,120.84800,-5.61100,115.23700,25.19000,90.04700,90.04700,90.04700,120.84800,120.84800,143.82650,151.73850,0.62000,0.60000,1.78160,0.24250,86.34950,37.25370,37.25370,35.52400,27.75870,0.14610,0.20890,430.85370,10.44530,10.44830,4.05550,10.44530,,0,0
2019-03-31,299.34800,33.98900,265.35900,118.13300,-19.17300,137.30600,128.05300,8.60500,136.65800,29.38300,107.27500,107.27500,107.27500,128.05300,128.05300,143.82640,150.02120,0.74000,0.74000,2.12110,,88.64570,42.77730,42.77730,45.65190,35.83620,0.19160,0.29230,307.94190,13.87450,13.87660,6.86640,13.87450,,0.00000,
2018-12-31,227.83200,,227.83200,,,,227.83200,,227.83200,,227.83200,86.50000,86.50000,227.98900,227.83200,107.91000,114.08200,0.62000,0.58000,2.53720,,100.00000,100.00000,100.00000,100.00000,37.96660,0.21310,0.35410,254.16170,13.39420,13.39680,8.09190,13.39420,,0.5264,0.526
2018-09-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,
2017-12-31,64.26000,,64.26000,,,,64.26000,,64.26000,,64.26000,22.00600,22.00600,64.26000,64.26000,99.17400,99.17400,0.22000,0.22000,1.08900,,100.00000,100.00000,100.00000,100.00000,34.24530,0.16030,0.28100,320.23530,37.61450,37.63900,5.48940,37.61450,,-0.1629,-0.1734
