Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,657.50400,74.08700,583.41710,34.78600,288.05300,322.83900,260.57810,-26.05800,234.52000,60.92700,173.59300,173.59300,173.59300,276.48210,260.57810,55.83100,59.12900,3.11000,2.94000,0.30500,0.61970,2.00690,88.73210,39.63140,39.63140,35.66820,26.40180,0.04500,5.04400,-13.71800,1.18750,1.91830,62.18790,74.87640,74.50420
2021-12-31,693.81110,118.25900,575.55210,41.11200,275.02500,316.13700,259.41510,-25.30400,234.11100,61.02800,173.08300,173.08300,173.08300,275.25410,259.41520,63.79900,67.47100,3.16000,2.98000,0.18080,0.73640,3.17490,82.95520,37.38990,37.38990,33.74280,24.94670,0.03700,5.06340,-37.64690,0.92180,1.33450,60.11090,-4.2058,-4.499
2021-09-30,786.61200,108.82400,677.78800,32.40600,284.97200,317.37800,360.41000,-20.86100,339.54900,90.23900,249.31000,249.31000,249.31000,375.97000,360.41000,62.08500,65.65200,4.02000,3.80000,0.26280,0.72520,3.01070,86.16550,45.81800,45.81800,43.16600,31.69420,0.03980,7.11440,-233.39830,1.26260,1.95510,57.99900,23.0058,22.8733
2021-06-30,742.25200,106.96500,635.28700,34.23600,300.11400,334.35000,300.93700,-21.42200,279.51500,75.28600,204.22900,204.22900,204.22900,318.48800,300.93700,65.89000,69.39900,3.10000,2.94000,0.17790,0.74290,3.26140,85.58910,40.54380,40.54380,37.65770,27.51480,0.03110,5.81220,201.84300,0.85520,1.49410,54.49150,36.2564,36.1066
2021-03-31,944.68600,106.57500,838.11100,33.67200,278.78000,312.45200,525.65890,-19.65100,506.00800,129.14000,376.86800,376.86800,376.86800,543.96990,525.65890,69.11300,73.11700,5.45000,5.15000,0.25070,0.78550,4.04000,88.71850,55.64380,55.64380,53.56360,39.89350,0.03020,10.86890,189.85400,1.20410,2.33080,51.78260,-17.06880,-16.13780
2020-12-31,1042.14600,156.22400,885.92200,42.59400,216.31800,258.91200,627.00990,-9.78400,617.22580,164.42200,452.80390,452.80390,452.80410,645.45200,627.01000,75.16100,78.72800,6.10000,5.77000,0.30580,0.76230,3.59210,85.00940,60.16530,60.16530,59.22640,43.44920,0.03300,13.35950,56.02520,1.43300,3.17610,47.80110,-27.2069,-27.3065
2020-09-30,1119.99200,124.86200,995.12990,28.96400,220.74700,249.71100,745.41890,-17.12800,728.29100,193.13100,535.16000,535.16000,535.16000,761.57700,745.41890,72.43900,76.13800,7.39000,7.03000,0.34250,0.73380,3.19100,88.85150,66.55580,66.55580,65.02650,47.78250,0.03590,17.73770,78.32480,1.71630,4.72110,41.67230,-56.0777,-56.1456
2020-06-30,821.63400,107.42400,714.21000,21.90500,192.38600,214.29100,499.91900,-19.55700,480.36200,127.68500,352.67700,352.67700,352.67700,511.68000,499.91900,77.79000,80.42400,4.53000,4.39000,0.51510,0.63570,2.27380,86.92560,60.84450,60.84450,58.46420,42.92390,0.03540,14.22550,132.75790,1.51840,5.18280,34.26290,13.4509,13.3002
2020-03-31,721.82500,88.17000,633.65500,19.10700,181.84000,200.94700,432.70800,-17.97800,414.73000,108.48700,306.24300,306.24300,306.24300,443.25400,432.70800,78.68900,82.00800,3.89000,3.73000,0.54470,0.67910,2.67150,87.78510,59.94640,59.94640,57.45580,42.42620,0.06630,12.95370,179.68640,2.81190,4.15690,29.85390,-8.90500,-8.99470
2019-12-31,490.37510,102.40600,387.96910,15.51500,157.15700,172.67200,215.29710,-11.93100,203.36600,50.70500,152.66090,152.66090,152.66100,225.06910,215.29710,78.20600,80.34000,1.95000,1.88000,0.16330,0.69370,2.90230,79.11680,43.90460,43.90460,41.47150,31.13150,0.04810,7.40530,-17.64290,1.49610,2.26850,26.25620,-6.9189,-7.0138
2019-09-30,436.34700,82.76000,353.58700,20.38500,150.81400,171.19900,182.38800,-16.19100,166.19700,44.72400,121.47300,121.47300,121.47300,189.91000,182.38800,78.36100,80.38200,1.55000,1.51000,0.17790,0.68140,2.82760,81.03340,41.79880,41.79880,38.08830,27.83860,0.04690,6.35450,-18.84360,1.30570,2.02470,24.37190,-9.9073,-9.8314
2019-06-30,302.97700,52.07900,250.89800,16.08000,121.03000,137.11000,113.78800,-14.19800,99.59000,26.89400,72.69600,72.69600,72.69600,-0.18100,113.78800,78.33500,79.31800,0.93000,0.92000,0.19360,0.64860,2.58840,82.81090,37.55660,37.55660,32.87050,23.99390,0.03610,4.08630,-7.72260,0.86560,1.43610,22.71880,-9.4259,-9.5085
2019-03-31,247.70500,44.79000,202.91500,15.96600,112.48100,128.44700,74.46800,-14.17700,60.29100,14.15600,46.13500,46.13500,46.13500,192.22200,74.46800,77.65300,79.28600,0.59000,0.58000,0.18540,0.61410,2.35450,81.91800,30.06320,30.06320,24.33980,18.62500,0.03170,2.71190,-3.83210,0.59000,1.04640,21.72160,-1.69320,-1.74090
2018-12-31,251.20100,54.45400,196.74700,15.05600,106.36500,121.42100,75.32600,-17.02000,58.30600,5.34600,52.96000,52.96000,38.74900,-87.46300,75.32600,33.52400,35.32200,0.63000,0.65000,0.17000,0.59940,2.28180,78.32250,29.98640,29.98640,23.21090,15.42550,0.03360,3.20230,-4.53880,0.70820,1.28280,21.34090,6.9217,6.5583
2018-09-30,250.92900,48.00000,202.92900,15.27300,110.48100,125.75400,77.17500,-15.47800,61.69700,5.54500,56.15200,56.15200,14.48900,139.32000,77.17500,25.12500,78.91300,0.58000,0.57000,0.13750,0.54260,1.86550,80.87110,30.75570,30.75570,24.58740,5.77410,0.03590,2.92960,-6.45980,0.80300,1.33990,76.07500,1.7236,1.6658
2018-06-30,244.29800,33.63400,210.66400,15.15400,104.12700,119.28100,91.38300,-16.68500,74.69800,6.29300,68.40500,68.40500,17.83700,132.90600,91.38300,24.95900,78.82500,0.71000,0.70000,0.17540,0.55940,1.88940,86.23240,37.40640,37.40640,30.57660,7.30130,0.03570,3.67380,-10.95860,0.99980,1.61850,74.45080,0.7968,0.782
2018-03-31,238.20100,28.41400,209.78700,14.62000,109.91200,124.53200,85.25500,-12.25900,72.99600,6.07000,66.92600,66.92600,16.61900,128.13100,85.25500,23.83200,79.46100,0.70000,0.67000,0.17000,0.56570,1.94700,88.07140,35.79120,35.79120,30.64470,6.97690,0.03450,3.73010,-11.94490,0.96950,1.62010,73.90230,6.76300,6.69610
2017-12-31,298.63400,46.78200,251.85200,15.15000,95.37100,110.52090,141.33100,-19.55800,121.77300,-2.12500,123.89800,123.89800,62.31800,193.47900,141.33110,23.19900,24.99900,2.68000,2.41000,0.17280,0.62960,2.23040,84.33470,47.32580,47.32590,40.77670,20.86770,0.04050,7.20470,-30.98120,1.68150,2.66860,73.08430,-27.0964,-27.6226
2017-09-30,250.63500,30.54900,220.08600,13.92600,100.42800,114.35400,105.73200,-11.58800,94.14400,11.65200,82.49200,82.49200,17.08100,187.89500,105.73200,23.42600,78.41600,0.73000,0.71000,0.16450,0.62450,2.23830,87.81140,42.18570,42.18570,37.56220,6.81510,0.03920,5.18720,-8.16280,1.29130,1.94800,68.49080,2.7428,2.712
2017-06-30,201.72100,29.81800,171.90300,11.58100,89.97300,101.55400,70.34900,-12.38900,57.96000,7.21400,50.74600,50.74600,10.47900,163.64600,70.34900,23.38800,77.65000,0.45000,0.44000,0.27360,0.68480,2.47430,85.21820,34.87440,34.87440,28.73280,5.19480,0.03150,3.35790,-11.52410,0.79230,1.05850,64.38260,-9.5416,-9.6123
2017-03-31,204.47300,30.97600,173.49700,11.35600,90.79400,102.15000,71.34700,-9.31500,62.03200,7.64600,54.38600,54.38600,10.87900,131.72000,71.34700,22.61900,77.14300,0.48000,0.47000,0.16950,0.61130,1.89380,84.85080,34.89310,34.89310,30.33750,5.32050,0.03890,3.73120,-20.33380,1.03570,1.45030,63.60030,-1.44270,-1.53150
2016-12-31,289.28510,36.32400,252.96110,11.00900,104.99500,116.00410,136.95700,-7.54900,129.40800,15.56800,113.84000,113.84000,22.74400,173.90400,136.95700,22.16100,76.62900,1.01000,1.00000,0.32210,0.63380,1.85520,87.44350,47.34330,47.34330,44.73370,7.86210,0.05630,8.13520,-49.86070,2.21740,2.97930,62.39600,12.8493,12.7553
2016-09-30,291.39500,28.64800,262.74700,9.73300,100.76300,110.49600,152.25100,-12.97300,139.27800,16.97600,122.30200,122.30200,23.68500,233.39400,152.25100,22.21700,76.35500,1.07000,1.06000,0.30330,0.71810,2.64930,90.16870,52.24900,52.24900,47.79700,8.12810,0.05210,9.47780,-49.90100,2.18550,2.67170,57.93310,-12.5249,-12.5941
2016-06-30,207.80600,18.34000,189.46600,7.73300,87.70600,95.43900,94.02700,-9.76900,84.25800,9.96300,74.29500,74.29500,14.47500,192.08600,94.02700,22.07800,76.28000,0.66000,0.65000,0.23160,0.66590,2.11020,91.17450,45.24750,45.24750,40.54650,6.96560,0.04500,6.34540,-61.87370,1.60940,2.12000,52.76720,-5.7859,-5.8839
2016-03-31,143.40100,25.07300,118.32800,6.84700,72.03100,78.87800,39.45000,-9.31100,30.13900,3.59600,26.54300,26.54300,5.17500,140.47700,39.45000,22.00600,76.19400,0.24000,0.23000,0.17990,0.63620,1.87680,82.51550,27.51030,27.51030,21.01730,3.60880,0.03600,2.42800,-10.88410,0.66670,0.88320,49.58550,-6.78350,-6.91890
2015-12-31,187.24000,17.56000,169.68000,7.06000,81.99400,89.05400,80.62600,-3.39300,77.23300,8.32700,68.90600,68.90600,12.77100,119.28100,80.62600,21.75500,76.10400,0.58000,0.58000,0.35160,0.56910,1.39100,90.62170,43.06020,43.06020,41.24810,6.82070,0.05340,6.48620,-19.71080,1.96580,2.79500,48.30840,7.5169,7.4585
2015-09-30,189.20500,21.08400,168.12100,6.67600,77.93200,84.60800,83.51300,-9.59000,73.92300,8.57500,65.34800,65.34800,12.68000,135.03800,83.51300,21.81000,76.13800,0.58000,0.58000,0.09720,0.60960,1.97260,88.85650,44.13890,44.13890,39.07030,6.70170,0.04960,6.60540,-20.54420,1.71280,2.57900,45.29170,-1.2814,-1.3382
2015-06-30,196.35100,32.75100,163.60000,6.49000,74.49600,80.98600,82.61400,-7.81500,74.79900,8.61900,66.18000,66.18000,12.74900,107.51100,82.61400,21.70000,76.10500,0.59000,0.59000,0.10540,0.61540,1.86790,83.32020,42.07470,42.07470,38.09450,6.49300,0.05720,7.19760,-3.65580,1.92910,2.76850,42.19510,-3.3216,-3.3531
2015-03-31,140.31400,14.08600,126.22800,4.93800,60.97700,65.91500,60.31300,-7.07500,53.23800,6.11400,47.12400,47.12400,9.02800,108.56300,60.31300,21.59300,76.05000,0.42000,0.42000,0.24650,0.58240,1.55260,89.96110,42.98430,42.98430,37.94210,6.43410,0.04910,5.52560,75.48910,1.64880,2.30740,39.37920,-2.21560,-2.22530
2014-12-31,141.72500,23.33400,118.39100,4.52500,55.43300,59.95800,58.43300,-5.20000,53.23300,7.33700,45.89600,45.89600,8.76300,68.22100,58.43300,21.25000,75.95500,0.41000,0.41000,0.22070,0.54630,1.38610,83.53570,41.22980,41.22980,37.56080,6.18310,0.05650,5.68540,60.04340,1.83090,2.57930,37.41140,1.5296,1.5207
2014-09-30,140.62500,16.45100,124.17400,4.35000,51.66500,56.01500,68.15900,-5.46700,62.69200,7.23200,55.46000,55.46000,10.48900,80.89000,68.15900,21.43200,75.94900,0.49000,0.49000,0.18270,0.58410,1.60630,88.30150,48.46860,48.46860,44.58100,7.45880,0.05540,7.23600,62.28950,2.18460,3.00980,35.60570,-3.4686,-3.4812
2014-06-30,130.43500,13.69200,116.74300,3.74100,49.63200,53.37300,63.37000,-5.32300,58.04700,6.63000,51.41700,51.41700,9.61800,74.65300,63.37000,21.14200,75.91500,0.45000,0.45000,0.29990,0.53520,1.31140,89.50280,48.58360,48.58360,44.50260,7.37380,0.05980,7.12450,-5.71040,2.35620,3.31130,33.83780,-3.4404,-3.4534
2014-03-31,105.49200,4.50700,100.98500,2.82300,45.08500,47.90800,53.07700,-4.01600,49.06100,5.52300,43.53800,43.53800,7.97200,68.13100,53.07700,20.86600,75.95200,0.38000,0.38000,0.26730,0.45680,0.91330,95.72760,50.31380,50.31380,46.50690,7.55700,0.05990,6.44930,29.83080,2.47300,3.50320,32.33290,-2.24290,-2.27080
2013-12-31,90.42000,4.07500,86.34500,3.00200,37.39500,40.39700,45.94800,-4.26100,41.68700,4.43000,37.25700,37.25700,-48.88300,60.56600,45.94800,17.31100,75.89200,0.32000,0.32000,0.60210,0.42840,0.83240,95.49330,50.81620,50.81620,46.10380,-54.06220,0.05710,5.92130,25.59920,2.35140,3.38460,30.23130,-0.3988,-0.4251
2013-09-30,87.19400,4.73300,82.46100,2.58700,38.66100,41.24800,41.21300,-6.29600,34.91700,3.49300,31.42400,31.42400,5.19700,51.02100,41.21300,17.95800,75.87600,0.29000,0.28000,0.69770,0.39670,0.75370,94.57190,47.26590,47.26590,40.04520,5.96030,0.06950,5.32650,9.32180,2.50510,3.21360,31.23470,1.1324,1.1199
2013-06-30,106.57700,4.12500,102.45200,2.03000,45.12200,47.15200,55.30000,-5.07100,50.22900,2.03800,48.19100,48.19100,2.79300,59.87100,55.30000,12.77800,77.16300,0.22000,0.22000,1.02120,0.47360,0.98470,96.12960,51.88740,51.88740,47.12930,2.62060,0.08320,8.66520,13.52140,3.76260,4.56110,43.52360,-2.03,-2.0829
2013-03-31,102.36800,4.03800,98.33000,1.58600,37.96900,39.55500,58.77500,-3.48200,55.29300,,55.29300,55.29300,55.29300,65.06700,58.77500,,,,0.00000,1.00000,,,96.05540,57.41540,57.41540,54.01400,54.01400,2047.36000,,,110586.00000,,,0.00000,
2012-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
2012-09-30,76.23200,2.78600,73.44600,1.05700,33.14300,34.20000,39.24600,-1.38300,37.86300,,37.86300,37.86300,37.86300,44.36300,39.24600,,,,0.00000,,,,96.34540,51.48230,51.48230,49.66810,49.66810,,,,,,,1.8487,1.8721
2012-06-30,42.56900,2.15000,40.41900,1.12200,27.49900,28.62100,11.79800,-1.32000,10.47800,,10.47800,10.47800,10.47800,11.79800,11.79800,12.77800,77.16300,0.82000,0.13580,,,,94.94940,27.71500,27.71500,24.61420,24.61420,,,,,,,-1.8487,-1.8721
2011-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
2010-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
