Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2018-09-30,1.79800,0.59600,1.20200,0.96300,,1.03300,0.16900,0.24400,0.41300,0.16700,0.24600,0.24600,0.24600,0.23900,0.16900,23.52600,24.92200,0.01000,0.01000,26.72310,66.85210,9.39930,9.39930,22.97000,13.68190,0.02950,0.96610,93.15350,0.41880,0.43400,0.40370,0.41880,2.47270,-0.0607,-0.0607
2018-06-30,0.47100,0.13300,0.33800,1.27300,,1.34200,-1.00400,0.20300,-0.80100,-0.23700,-0.56400,-0.56400,-0.56400,-0.93500,-1.00400,23.71400,23.71400,-0.02000,-0.02000,25.35570,71.76220,-213.16350,-213.16350,-170.06370,-119.74520,0.00750,1.05130,85.60510,-0.93480,-0.96820,-0.89930,-0.93480,2.55300,-0.3074,-0.3074
2018-03-31,19.46300,7.25900,12.20400,1.25100,,1.32100,10.88300,0.14300,11.02600,2.42500,8.60100,8.60100,8.60100,10.95300,10.88300,23.80700,25.61100,0.36000,0.34000,6.56960,62.70360,55.91640,55.91640,56.65110,44.19150,0.26930,45.90330,1.96060,13.95860,14.45740,11.90190,13.95860,2.59410,0.66070,0.66070
2017-12-31,2.13100,0.63100,1.50000,2.03800,,2.09400,-0.59400,0.12600,-0.46800,-0.14100,-0.32700,-0.32700,-0.32700,-0.53800,-0.59400,24.14800,26.39600,-0.01000,-0.01000,19.06250,70.38950,-27.87420,-27.87430,-21.96150,-15.34490,0.03720,3.70610,24.28440,-0.60100,-0.62590,-0.57070,-0.60100,2.28200,0.1075,0.1075
2017-09-30,3.23700,0.96400,2.27300,1.20500,,1.25500,1.01800,0.05500,1.07300,0.42500,0.64800,0.64800,0.64800,1.06800,1.01800,24.15000,26.41200,0.03000,0.02000,18.36230,70.21930,31.44890,31.44890,33.14800,20.01850,0.05530,0.90670,99.25860,1.16930,1.19360,1.10700,1.16930,2.29660,0.0679,0.0679
2017-06-30,4.86200,1.58300,3.27900,0.89200,,0.94200,2.33700,0.02500,2.36200,0.81800,1.54400,1.54400,1.54400,2.38700,2.33700,24.28600,26.69300,0.06000,0.06000,20.54470,67.44140,48.06660,48.06660,48.58080,31.75650,0.08280,1.10580,81.39240,2.76040,2.81780,2.62910,2.76040,2.31510,0.1867,0.1867
2017-03-31,6.22100,1.79200,4.42900,1.12600,,1.17600,3.25300,0.00900,3.26200,0.99400,2.26800,2.26800,2.26800,3.30300,3.25300,24.11900,26.33400,0.09000,0.09000,22.00700,71.19430,52.29060,52.29060,52.43530,36.45720,0.10770,0.88620,101.55920,4.10960,4.19950,3.92730,4.10960,2.26830,-0.10550,-0.10550
2016-12-31,5.12500,1.61100,3.51400,2.93400,,2.98700,0.52700,0.01100,0.53800,0.19700,0.34100,0.34100,0.34100,0.58000,0.52700,23.32000,24.88500,0.03000,0.01000,11.88150,68.56590,10.28290,10.28290,10.49760,6.65370,0.08900,1.78010,50.55810,0.64500,0.66030,0.59200,0.64500,2.22670,-0.2721,-0.2721
2016-09-30,34.32600,16.94300,17.38300,1.25000,,1.29900,16.08400,0.02400,16.10800,5.27600,10.83200,10.83200,10.83200,16.13300,16.08400,23.32000,25.19800,0.46000,0.43000,5.96130,50.64090,46.85660,46.85660,46.92650,31.55630,0.55390,24.27580,3.70740,20.88740,21.40160,17.47860,20.88740,2.22290,0.8752,0.8752
2016-06-30,20.44700,5.75400,14.69300,0.83000,-0.50000,1.62700,13.06600,0.01600,13.08200,4.85200,8.23000,8.23000,8.23000,13.36300,13.06600,23.30100,24.63700,0.35000,0.33000,21.56470,71.85900,63.90180,63.90180,63.98000,40.25040,0.47920,6.87290,13.09480,20.15130,20.81070,19.28670,20.15130,1.75150,0.5938,0.5938
2016-03-31,5.19000,1.48600,3.70400,0.86700,,1.28100,2.42300,0.01000,2.43300,-1.38700,3.82000,3.82000,3.82000,2.83700,2.42300,23.25300,24.26700,0.16000,0.16000,10.47450,71.36800,46.68590,46.68590,46.87860,73.60310,0.14760,0.99770,90.20810,11.73110,12.33330,10.86620,11.73110,1.39790,0.00490,0.00490
2015-12-31,6.18300,2.41200,3.77100,2.09500,,2.51100,1.26000,0.01400,1.27400,-1.11600,2.39000,2.39000,2.39000,1.67600,1.26000,23.50200,23.50200,0.10000,0.10000,13.83920,60.98980,20.37850,20.37850,20.60490,38.65440,0.20350,4.02280,22.37260,8.33040,8.95530,7.86680,8.33040,1.23610,0.1133,0.1133
2015-09-30,3.00800,0.92700,2.08100,0.98400,,1.39700,0.68400,0.01100,0.69500,0.28800,0.40700,0.40700,0.40700,1.09700,0.68400,23.27400,23.27400,0.02000,0.02000,21.71030,69.18220,22.73940,22.73940,23.10510,13.53060,0.11010,1.76940,50.86440,1.54480,1.69810,1.49030,1.54480,1.13370,0.0615,0.0615
2015-06-30,1.74700,0.47800,1.26900,1.19300,,1.60600,-0.33700,0.01200,-0.32500,-0.10500,-0.22000,-0.22000,-0.22000,0.07600,-0.33700,23.43900,23.43900,-0.01000,-0.01000,22.37590,72.63880,-19.29020,-19.29020,-18.60330,-12.59300,0.06490,0.94890,94.84260,-0.84560,-0.94730,-0.81780,-0.84560,1.11600,0.1329,0.1329
2015-03-31,5.62700,1.68900,3.93800,1.20500,,1.61800,2.32000,0.02100,2.34100,0.81100,1.53000,1.53000,1.53000,2.73300,2.32000,24.08900,24.08900,0.06000,0.06000,10.15630,69.98400,41.22980,41.22980,41.60300,27.19030,0.19560,1.00450,89.60020,5.72880,6.50840,5.31730,5.72880,1.13910,-0.06800,-0.06800
2014-12-31,1.28500,0.35300,0.93200,1.43800,,2.76200,-1.83000,-0.04300,-1.87300,-0.67800,-1.19500,-1.19500,-1.19500,-1.40600,-1.83000,25.17000,25.17000,-0.04000,-0.04000,9.15060,72.52920,-142.41230,-142.41240,-145.75870,-92.99610,0.04410,1.02880,87.47860,-4.43560,-5.11580,-4.09920,-4.43560,1.10990,0.0114,0.0114
2014-09-30,1.36700,0.33700,1.03000,0.71300,,1.12100,-0.09100,0.00800,-0.08300,-0.04700,-0.03600,-0.03600,-0.03600,0.31700,-0.09100,24.94300,24.94300,0.00000,0.00000,32.58770,75.34750,-6.65690,-6.65690,-6.07170,-2.63350,0.04590,1.03640,86.83980,-0.12350,-0.14310,-0.12080,-0.12350,1.17400,0.1266,0.1266
2014-06-30,5.16600,1.50600,3.66000,0.75000,,1.15900,2.50100,0.01200,2.51300,0.91200,1.60100,1.60100,1.60100,2.91000,2.50100,25.48500,25.48500,0.06000,0.06000,12.53040,70.84790,48.41270,48.41270,48.64500,30.99110,0.16510,1.00560,89.49480,5.42580,6.36610,5.11530,5.42580,1.18090,0.0997,0.0997
2014-03-31,4.49100,1.31400,3.17700,0.62500,,1.03400,2.14300,0.00900,2.15200,0.75600,1.39600,1.39600,1.39600,2.55200,2.14300,25.77600,25.77600,0.05000,0.05000,14.42000,70.74150,47.71770,47.71770,47.91810,31.08440,0.13350,0.99360,90.58120,4.36370,5.12480,4.15120,4.36370,1.24200,-0.00880,-0.00880
2013-12-31,0.81900,0.24200,0.57700,0.86600,,1.20600,-0.62900,0.00900,-0.62000,0.33000,-0.95000,-0.95000,-0.95000,-0.28900,-0.62900,25.58900,25.58900,-0.04000,-0.03000,26.90840,70.45180,-76.80100,-76.80100,-75.70210,-115.99510,0.02590,1.00610,89.45060,-3.08400,-3.70110,-3.00940,-3.08400,1.19150,0.0098,0.0098
2013-09-30,1.22700,0.34500,0.88200,0.80800,,1.22600,-0.34400,0.00900,-0.33500,-0.12700,-0.20800,-0.20800,-0.20800,0.07500,-0.34400,25.79200,25.79200,-0.01000,-0.01000,37.81480,71.88260,-28.03590,-28.03590,-27.30240,-16.95190,0.03720,1.08870,82.66500,-0.64110,-0.76780,-0.63010,-0.64110,1.24370,0.0222,0.0222
2013-06-30,1.90700,0.54700,1.36000,0.67700,,0.91100,0.44900,0.01200,0.46100,-0.32100,0.78200,0.78200,0.78200,0.68200,0.44900,25.18200,25.18200,0.03000,0.03000,25.56720,71.31620,23.54480,23.54480,24.17410,41.00680,0.05900,1.02140,88.11220,2.48290,3.02850,2.42050,2.48290,1.23050,0.0869,0.0869
2013-03-31,4.06400,1.22500,2.83900,0.77400,,0.79000,2.04900,0.00600,2.05500,0.66300,1.39200,1.39200,1.39200,2.06500,2.04900,25.01300,25.01300,0.06000,0.05000,14.53000,69.85730,50.41830,50.41830,50.56590,34.25200,0.12750,1.03970,86.56740,4.61170,4.87240,4.36790,4.61170,1.20320,-0.01240,-0.01240
2012-12-31,0.88900,0.26100,0.62800,0.87300,,0.88000,-0.25200,0.01700,-0.23500,-0.00700,-0.22800,-0.22800,-0.22800,-0.25000,-0.25200,25.74400,25.74400,-0.02000,-0.01000,28.51760,70.64120,-28.34650,-28.34650,-26.43420,-25.64680,0.02980,1.14710,78.45900,-0.78670,-0.78850,-0.76500,-0.78680,1.14130,0.0233,0.0233
2012-09-30,1.41800,0.39300,1.02500,0.68000,,0.68200,0.34300,0.00300,0.34600,0.15200,0.19400,0.19400,0.19400,0.34500,0.34300,25.96300,25.96300,0.01000,0.01000,36.40720,72.28490,24.18900,24.18900,24.40060,13.68120,0.04630,1.03280,87.14390,0.64810,0.64960,0.63400,0.64810,1.16510,0.0363,0.0363
2012-06-30,1.96600,0.56200,1.40400,0.52000,,0.52000,0.88400,0.01000,0.89400,0.15700,0.73700,0.73700,0.73700,0.88700,0.88400,26.19300,26.19300,0.03000,0.02000,33.95040,71.41400,44.96440,44.96440,45.47300,37.48730,0.06470,1.02180,88.07730,2.48270,2.48840,2.42500,2.48270,1.14340,0.0548,0.0548
2012-03-31,4.42500,1.38600,3.03900,0.68100,,0.68100,2.35800,0.00900,2.36700,0.44400,1.92300,1.92300,1.92300,2.36000,2.35800,25.54900,25.54900,0.08000,0.07000,9.69210,68.67800,53.28810,53.28810,53.49150,43.45760,0.14000,1.04340,86.25760,6.62720,6.64360,6.08560,6.62720,1.12950,-0.01060,-0.01060
2011-12-31,0.78600,0.22300,0.56300,0.79700,,0.79700,-0.23400,0.00600,-0.22800,-0.14100,-0.08700,-0.08700,-0.08700,-0.23200,-0.23400,25.81300,25.81300,0.00000,0.00000,12.78630,71.62850,-29.77110,-29.77100,-29.00770,-11.06870,0.02700,1.03420,87.02300,-0.31750,-0.31840,-0.29870,-0.31750,1.09430,-0.0016,-0.0016
2011-09-30,1.22200,0.34100,0.88100,0.47000,,0.47000,0.41100,0.01000,0.42100,0.17300,0.24800,0.24800,0.24800,0.41300,0.41100,26.01500,26.01500,0.01000,0.01000,12.44560,72.09490,33.63340,33.63340,34.45170,20.29460,0.03920,1.07290,83.88710,0.84800,0.85020,0.79490,0.84800,1.13420,0.0601,0.0601
2011-06-30,1.81400,0.51400,1.30000,0.65000,-1.00000,1.65000,-0.35000,0.01600,-0.33400,-7.00000,6.66600,6.66600,6.66600,-0.34700,-0.35000,25.97500,25.97500,0.26000,0.21000,9.49140,71.66480,-19.29440,-19.29440,-18.41240,367.47520,0.05690,0.62860,143.18630,22.78900,22.84990,20.92280,22.78900,1.12600,0.0861,0.0861
2011-03-31,3.57600,1.02800,2.54800,0.84200,,0.84200,1.70600,0.01600,1.72200,0.05600,1.66600,1.66600,1.66600,1.70800,1.70600,25.94900,25.94900,0.06000,0.05000,12.19250,71.25280,47.70690,47.70690,48.15440,46.58840,0.14610,0.75630,118.99330,7.41370,7.44050,6.80780,7.75890,0.82730,-0.06840,-0.06840
2010-12-31,0.18500,0.07300,0.11200,0.86200,,0.86200,-0.75000,0.02200,-0.72800,0.02600,-0.75400,-0.75400,-0.75400,-0.74800,-0.75000,24.42300,24.42300,-0.02000,-0.01000,10.49590,60.54140,-405.41250,-405.41250,-393.51970,-407.57350,0.00810,0.13820,651.41460,-3.64340,-3.65810,-3.29760,-3.64340,0.79800,-0.0422,-0.0422
2010-09-30,32.56000,9.50700,23.05300,1.21900,,1.21900,21.83400,0.01900,21.85300,0.04800,21.80500,21.80500,21.80500,21.83700,21.83400,24.41000,24.41000,0.89000,0.76000,9.34050,70.80160,67.05770,67.05770,67.11610,66.96870,1.24510,18.98540,4.74050,93.33930,93.68020,83.38110,93.33930,0.95540,0.9136,0.9136
2010-06-30,0.17400,0.00900,0.16500,1.32200,,1.32200,-1.15700,,-1.15700,0.00000,-1.15700,-1.15700,-1.15700,-1.15500,-1.15700,24.25100,24.25100,-0.05000,-0.05000,2.70100,94.82760,-664.94250,-664.94250,-664.94250,-664.94250,0.07850,1.27010,70.86210,-80.85260,-86.15040,-52.18760,-80.85260,0.05870,-0.0215,-0.0215
2010-03-31,0.11800,0.00600,0.11200,0.77000,,0.77000,-0.65800,,-0.65800,,-0.65800,-0.65800,-0.65800,-0.65600,-0.65800,24.13600,24.13600,-0.03000,-0.03000,5.75940,94.91530,-557.62710,-557.62710,-557.62710,-557.62710,0.04650,1.09260,82.37290,-31.12580,-32.50990,-25.92590,-31.12580,0.08760,-0.03120,-0.03120
2009-12-31,0.15600,0.00700,0.14900,1.01000,,1.01000,-0.86100,0.00100,-0.86000,,-0.86000,-0.86000,-0.86000,-0.85900,-0.86100,24.13600,24.13600,0.01000,0.01000,5.49060,95.51290,-551.92340,-551.92320,-551.28220,-551.28220,0.04710,1.30000,69.23080,-31.55960,-32.66240,-25.98190,-31.55960,0.11290,-0.0177,-0.0177
2009-09-30,0.14100,0.00400,0.13700,0.59300,,0.59300,-0.45600,-0.00100,-0.45700,,-0.45700,-0.45700,-0.45700,-0.45300,-0.45600,24.13600,24.13600,-0.07000,-0.07000,18.09090,97.16310,-323.40420,-323.40420,-324.11350,-324.11350,0.03830,1.16530,77.23400,-13.12090,-13.48080,-12.41510,-13.12090,0.14430,-0.0173,-0.0173
2009-06-30,0.48700,0.06400,0.42300,0.72000,,0.72000,-0.29700,,-0.29700,,-0.29700,-0.29700,-0.29700,-0.29500,-0.29700,24.13600,24.13600,-0.01000,-0.01000,20.91580,86.85830,-60.98560,-60.98560,-60.98560,-60.98560,0.11950,6.85920,13.12120,-7.64480,-7.83640,-7.28830,-7.64480,0.16100,-0.006,-0.006
2009-03-31,0.02700,0.00100,0.02600,0.99100,,0.99100,-0.96500,0.00100,-0.96400,,-0.96400,-0.96400,-0.96400,-0.96300,-0.96500,24.13600,24.13600,-0.04000,-0.04000,21.35600,96.29630,-3574.07400,-3574.07400,-3570.37000,-3570.37000,0.00650,1.80000,50.00000,-24.08190,-24.75600,-23.04570,-24.14230,0.16540,-0.01950,-0.01950
