Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2016-06-30,652.14500,12.14500,640.00000,556.19500,-68.01200,624.20700,15.79300,15.79300,6.02200,9.77100,9.77100,,9.77100,48.91900,15.79300,100.18800,113.97300,0.10000,0.08670,0.75690,0.48280,1.18080,98.13770,2.42170,2.42170,2.42170,1.49830,0.04240,0.33950,265.10700,0.39230,0.68820,0.06350,0.20290,24.94110,-3.2508,-3.2939
2016-03-31,619.97400,11.73200,608.24200,505.02800,-59.30100,564.32900,43.91300,43.91300,16.85800,27.05500,27.05500,,27.05500,78.13300,43.91300,101.36850,114.12900,0.26670,0.24000,0.75290,0.44540,1.08240,98.10770,7.08300,7.08300,7.08300,4.36390,0.04360,0.29490,305.16390,1.11940,2.00450,0.19030,0.62080,24.24610,-0.53980,-0.62100
2015-12-31,581.28610,10.89500,570.39110,495.28510,-64.02400,559.30910,11.08200,11.08200,-0.09000,11.17200,11.17200,,11.17200,28.45900,11.08190,102.81450,117.83100,0.11330,0.08670,0.76810,0.34940,0.74630,98.12570,1.90650,1.90640,1.90650,1.92190,0.04360,0.26410,340.78640,0.44820,0.73810,0.08380,0.29160,24.79090,-2.2099,-2.2871
2015-09-30,591.57500,12.43000,579.14500,493.16500,-63.63200,556.79700,22.34800,22.34800,5.16900,17.17900,17.17900,,17.17900,59.28600,22.34800,104.44950,119.63850,0.16670,0.14670,0.90550,0.29390,0.62180,97.89880,3.77770,3.77770,3.77770,2.90390,0.06320,0.43520,206.80500,0.68910,1.10850,0.18360,0.48650,24.41730,4.8889,4.6502
2015-06-30,597.75100,9.12400,588.62700,489.45800,-61.09800,550.55600,38.07100,38.07100,17.18300,20.88800,20.88800,,20.88800,60.70200,38.07100,102.55500,116.78400,0.20670,0.18000,0.86620,0.25770,0.78760,98.47360,6.36900,6.36900,6.36900,3.49440,0.05900,0.37540,239.72250,0.82880,1.32750,0.20600,0.61520,24.23300,-2.3119,-2.4076
2015-03-31,560.98200,10.06900,550.91300,429.09700,-51.75000,480.84700,70.06600,70.06600,26.96900,43.09700,43.09700,,43.09700,96.92100,70.06600,102.00900,116.03850,0.41330,0.37330,0.74920,0.25010,0.57280,98.20510,12.48990,12.48990,12.48990,7.68240,0.05980,0.56510,159.25040,1.82360,2.85530,0.45980,1.36750,23.21860,-2.58900,-2.77000
2014-12-31,578.10800,8.30700,569.80100,442.41100,-54.21000,496.62100,73.18010,73.18000,25.12500,48.05500,48.05500,-2.87300,45.18200,100.24910,73.18010,99.70800,114.56400,0.44670,0.38670,0.74140,0.24330,0.57450,98.56310,12.65850,12.65860,12.65850,7.81550,0.06070,0.50940,176.69100,2.06950,3.26360,0.50490,1.56600,23.33610,2.6562,2.6184
2014-09-30,523.45500,9.97100,513.48400,400.51500,-47.20300,447.71800,65.76600,65.76600,25.67300,40.09300,40.09300,-0.19000,39.90300,92.71700,65.76600,100.03650,115.02150,0.40000,0.34670,0.75060,0.27550,0.67640,98.09520,12.56380,12.56380,12.56380,7.62300,0.05610,0.43580,206.49770,1.79100,2.79500,0.42990,1.29760,22.61330,3.0198,2.9319
2014-06-30,560.10500,9.24800,550.85700,424.36300,-52.07500,476.43800,74.41900,74.41900,30.81900,43.60000,43.60000,,43.60000,101.77900,74.41900,99.45300,113.46150,0.44000,0.38670,0.70460,0.24290,0.80550,98.34890,13.28660,13.28660,13.28660,7.78430,0.05850,0.43320,207.74840,2.00630,3.13250,0.45540,1.51900,22.11730,-0.512,-0.5621
2014-03-31,546.75600,9.02900,537.72700,412.60900,-47.68900,460.29800,77.42900,77.42900,30.04700,47.38200,47.38200,,47.38200,108.27700,77.42900,99.05550,113.53650,0.48000,0.42000,0.66730,0.23740,0.84930,98.34860,14.16150,14.16150,14.16150,8.66600,0.05820,0.48910,184.02630,2.25610,3.57690,0.50470,1.72060,21.38890,-2.97950,-3.03610
2013-12-31,562.52500,8.44800,554.07700,421.07700,-55.01200,476.08900,77.98800,77.98800,25.86200,52.12600,52.12600,-3.85700,48.26900,114.11500,77.98800,95.35200,110.25600,0.51330,0.44000,0.64750,0.24590,0.58680,98.49820,13.86390,13.86390,13.86390,8.58080,0.06240,0.61710,145.83730,2.53180,4.06720,0.57860,1.90930,21.53280,2.5289,2.4229
2013-09-30,478.63900,10.15000,468.48900,393.43000,-44.05100,437.48100,31.00800,31.00800,-43.92100,74.92900,74.92900,-5.23900,69.69000,62.24200,31.00800,97.05900,112.78650,0.72000,0.62000,0.63490,0.25840,0.66370,97.87940,6.47840,6.47840,6.47840,14.56000,0.05500,0.44680,201.41210,3.75680,6.12290,0.86030,2.78590,20.97060,3.0315,2.9644
2013-06-30,493.67800,9.79000,483.88800,383.98500,-47.32800,431.31300,52.57500,52.57500,21.65900,30.91600,30.91600,-1.48100,29.43500,83.00600,52.57500,96.75750,111.13500,0.30670,0.26670,0.59090,0.24650,0.84740,98.01690,10.64970,10.64970,10.64970,5.96240,0.05810,0.38260,235.26080,1.62890,2.74810,0.36400,1.22740,20.03150,0.2649,0.1927
2013-03-31,438.60400,8.83700,429.76700,370.88800,-35.22100,406.10900,23.65800,23.65800,8.72200,14.93600,14.93600,-0.31700,14.61900,45.23600,23.65800,90.08100,103.78350,0.16000,0.14000,0.64220,0.23100,0.90910,97.98520,5.39390,5.39390,5.39390,3.33310,0.05390,0.40930,219.86860,0.78460,1.30720,0.18360,0.60330,20.07960,0.54370,0.49620
2012-12-31,405.21610,6.40900,398.80710,302.93700,-30.42500,333.36190,65.44510,65.44500,18.49200,46.95300,46.95300,-6.99900,39.95400,94.13410,65.44510,80.34450,94.40550,0.50000,0.42000,0.62530,0.28880,0.83920,98.41830,16.15070,16.15070,16.15060,9.85990,0.05820,0.53040,169.68390,3.14140,4.48750,0.67400,2.23430,18.15340,-2.2633,-2.3167
2012-09-30,414.15700,7.84200,406.31500,316.61500,-28.52600,345.14100,61.17400,61.17400,23.74000,37.43400,37.43400,0.27600,37.71000,88.80600,61.17400,80.40150,94.58100,0.46670,0.40000,0.59010,0.19050,0.56320,98.10650,14.77070,14.77070,14.77070,9.10520,0.06750,0.56600,159.01690,2.62300,3.61600,0.60970,2.12320,17.73210,2.685,2.628
2012-06-30,374.40700,7.74700,366.66000,292.49100,-30.29500,322.78600,43.87400,43.87400,17.73800,26.13600,26.13600,,26.13600,70.48000,43.87400,80.35350,94.01700,0.32670,0.28000,0.68000,0.23040,0.80510,97.93090,11.71830,11.71830,11.71830,6.98060,0.06100,0.42580,211.35780,1.90520,2.67030,0.42580,1.46610,17.08090,-1.2024,-1.2499
2012-03-31,400.33300,7.61200,392.72100,305.86800,-27.59900,333.46700,59.25400,59.25400,24.48100,34.77300,34.77300,,34.77300,84.58900,59.25400,79.86450,94.00350,0.43330,0.36670,0.64300,0.22930,0.63650,98.09860,14.80120,14.80120,14.80120,8.68600,0.07320,0.49640,181.31920,2.58930,3.65490,0.63620,1.99550,16.70540,-2.01860,-2.06020
2011-12-31,333.38400,4.48000,328.90400,263.35310,-20.98400,284.33690,44.56710,44.56700,17.41600,27.15100,27.15100,,27.01600,72.67510,44.56710,78.62700,94.58700,0.34670,0.29330,0.62690,0.11110,0.48300,98.65620,13.36810,13.36810,13.36810,8.10360,0.06730,0.41020,219.38320,2.08520,2.98610,0.54830,1.85360,16.21110,1.8478,1.56
2011-09-30,334.21400,7.40000,326.81400,260.32500,-27.46600,287.79100,39.02300,39.02300,16.71900,22.30400,22.30400,,22.30400,64.16800,39.02300,78.55050,94.72800,0.28670,0.23330,0.62470,0.09690,0.56910,97.78590,11.67610,11.67610,11.67610,6.67360,0.06760,0.43820,205.39280,1.76770,2.42000,0.45130,1.59650,16.34990,-0.5528,-0.6205
2011-06-30,358.85700,6.89400,351.96300,278.17700,-69.91100,348.08800,3.87500,3.87500,0.45900,3.41600,3.41600,,3.41600,28.36500,3.87500,79.39800,94.86750,0.04000,0.03330,0.69840,0.08790,0.49890,98.07890,1.07980,1.07980,1.07980,0.95190,0.07950,0.44730,201.18980,0.26350,0.35760,0.07570,0.24030,16.35540,1.8468,1.762
2011-03-31,366.61300,6.64900,359.96400,279.33600,-29.94400,309.28000,50.68400,50.68400,19.28600,31.39800,31.39800,,31.39800,75.22400,50.68400,78.80100,94.76850,0.40000,0.33330,0.70740,0.14940,0.69390,98.18640,13.82490,13.82490,13.82490,8.56430,0.08080,0.45290,198.70610,2.43960,3.29990,0.69200,2.07520,16.25380,-2.66170,-2.85290
2010-12-31,401.59890,7.31300,394.28590,291.55600,-35.91300,327.46910,66.81680,66.81700,25.42300,41.39400,41.39400,,41.39400,92.61180,66.81700,73.08450,86.50800,0.47330,0.55330,0.71160,0.13280,0.40020,98.17900,16.63770,16.63770,16.63770,10.30730,0.09530,0.55380,162.52510,3.30130,4.51230,0.98250,2.86270,16.52440,2.1342,2.0495
2010-09-30,340.38800,7.97200,332.41600,445.37200,-29.60000,474.97200,-142.55600,-142.55600,-58.22000,-84.33600,-84.33600,,-84.33600,-120.06800,-142.55600,76.80150,92.75100,-1.10000,-1.10000,0.75510,0.13020,0.58300,97.65800,-41.88040,-41.88040,-41.88040,-24.77640,0.08140,0.45890,196.10120,-6.95550,-9.62100,-2.01580,-6.05010,16.04520,-0.7986,-0.8842
2010-06-30,328.00900,5.27200,322.73700,259.42700,-27.36500,286.79200,35.94500,35.94500,14.83600,21.10900,21.10900,,21.10900,55.64100,35.94500,69.38550,78.52650,0.30670,0.26670,0.79960,0.13210,0.60240,98.39270,10.95850,10.95850,10.95850,6.43550,0.09730,0.51410,175.07950,2.27690,2.86090,0.62620,1.97620,13.29970,1.3073,1.2355
2010-03-31,312.03000,5.74400,306.28600,245.51800,-21.20300,266.72100,39.56500,39.56500,15.82500,23.74000,23.74000,,23.74000,59.66100,39.56500,69.12000,78.80700,0.34670,0.30000,0.88810,0.17320,0.81740,98.15920,12.67990,12.67990,12.67990,7.60820,0.09670,0.46790,192.34350,2.60190,3.29080,0.73560,2.15130,13.06760,-1.00740,-1.08590
2009-12-31,319.46700,6.24900,313.21800,243.03500,-28.86900,271.90400,41.31400,41.31400,16.64600,24.66800,24.66800,,24.66800,61.99300,41.31400,63.66750,72.66150,0.37560,0.32000,0.85590,0.19160,0.65850,98.04390,12.93220,12.93220,12.93220,7.72160,0.10090,0.46110,195.18380,2.82420,3.61660,0.77880,2.28310,12.77640,0.1348,0.0381
2009-09-30,289.68300,6.48600,283.19700,232.29000,-20.07100,252.36100,30.83600,30.83600,8.69800,22.13800,22.13800,,22.13800,49.11100,30.83600,64.59300,73.83830,0.34220,0.29780,0.97620,0.13350,0.68650,97.76100,10.64480,10.64480,10.64470,7.64210,0.10020,0.44740,201.13990,2.65570,3.36030,0.76580,2.30110,12.22890,2.0946,1.9639
2009-06-30,261.50500,6.32100,255.18400,209.72400,-19.35100,229.07500,26.10900,26.10900,10.29400,15.81500,15.81500,,15.81500,36.38800,26.10900,61.77380,70.35750,0.25780,0.22670,1.04430,0.16550,0.76960,97.58280,9.98410,9.98410,9.98410,6.04770,0.11430,0.34870,258.09060,2.25060,2.85500,0.69120,1.87810,10.99810,-2.0984,-2.1983
2009-03-31,219.98100,4.36000,215.62100,177.55200,-15.91400,193.46600,22.15500,22.15500,8.97800,13.17700,13.17700,,13.17700,33.17400,22.15500,60.23700,67.94550,0.21780,0.19560,1.09670,0.12400,0.81400,98.01800,10.07130,10.07130,10.07130,5.99010,0.10920,0.48810,184.40460,2.08890,2.73120,0.65400,1.82990,10.25440,-4.91000,-4.96660
