Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-09-30,,,3.78800,4.11000,-7.89800,0.02700,-7.87100,-7.87100,-7.87100,-7.87100,-7.89800,-7.89800,12.83080,12.83080,-0.61000,-0.61000,28.62170,,,,,,,,,-23.12890,-23.12890,-5.82480,-23.12890,2.61590,0.8349,0.8369
2021-06-30,,,3.47800,4.00800,-7.48600,0.02000,-7.46600,-7.46600,-7.46600,-31.90300,-7.48600,-7.48600,5.98010,5.98010,-5.33000,-5.33000,35.11840,,,,,,,,,-20.10830,-20.10830,-5.29710,-20.10830,2.89450,-0.3582,-0.3562
2021-03-31,,,2.59300,2.88000,-170.08500,0.00100,-170.08400,-170.08400,-170.08400,-170.08400,-170.08500,-170.08500,3.73000,3.73000,-45.60000,-45.60000,33.51880,,,,,,,,,168.15860,168.15860,-114.34990,168.15860,-25.91060,-2.33670,-2.34230
2020-12-31,,,5.74500,3.23200,-8.97700,-0.00100,-8.97800,-8.97800,-8.97800,-8.97800,-8.97700,-8.97700,3.05860,3.05860,-2.66120,-2.66120,7.24960,,,,,,,,,-22.07580,-22.07580,-18.91860,-22.07580,12.15090,-3.0769,-3.0804
2020-09-30,,,7.80600,3.05700,-10.86300,0.00100,-10.86200,-10.86200,-10.86200,-10.86200,-10.86300,-10.86300,3.23750,3.23750,-3.36000,-3.36000,7.95300,,,,,,,,,-22.02760,-22.02750,-19.10640,-22.02750,14.73340,-2.718,-2.7175
2020-06-30,,,6.75000,2.80300,-9.55300,0.04500,-9.50800,-9.50800,-9.50800,-9.50800,-9.55300,-9.55300,2.99520,2.99520,-3.17940,-3.17940,10.09220,,,,,,,,,-18.69450,-18.69450,-16.65530,-18.69450,16.20800,-2.189,-2.1967
2020-03-31,,,5.28900,2.75300,-8.04200,0.09000,-7.95200,-7.95200,-7.95200,-7.95200,-8.04200,-8.04200,2.65030,2.65030,-2.99940,-2.99940,12.44880,,,,,,,,,-14.80520,-14.80520,-13.43790,-14.80520,18.00290,-2.63710,-2.63710
2019-12-31,,,4.26300,2.48400,-6.74700,0.13700,-6.61000,-6.61000,-6.61000,-6.61000,-6.74700,-6.74700,1.86690,1.86690,-3.29930,-3.29930,7.74210,,,,,,,,,-18.50500,-18.50500,-15.82100,-18.50500,17.23320,-4.5303,-4.5368
2019-09-30,,,4.69700,1.98500,-6.68200,0.16800,-6.51400,-6.51400,-6.51400,-6.51400,-6.68200,-6.68200,1.93780,1.93780,-3.35930,-3.35930,7.68320,,,,,,,,,-17.01980,-17.01980,-14.86060,-17.01980,19.59810,-3.2753,-3.2753
2019-06-30,,,5.16000,2.16500,-7.32500,0.19400,-7.13100,-7.13100,-7.13100,-7.13100,-7.32500,-7.32500,1.91800,1.91800,-3.71930,-3.71930,9.09270,,,,,,,,,-16.44570,-16.44570,-14.69430,-16.44570,22.51290,-2.3467,-2.3467
2019-03-31,,,4.19700,2.13700,-6.33400,0.29600,-6.03800,-6.03800,-6.03800,-6.03800,-6.33400,-6.33400,1.61470,1.61470,-3.71930,-3.71930,12.24970,,,,,,,,,-12.10770,-12.10770,-11.07950,-12.10770,26.02250,-4.07940,-4.07940
2018-12-31,,,3.65900,2.42900,-6.08800,0.02800,-6.06000,-6.06000,-6.06000,-6.06000,-6.08000,-6.08800,0.84260,0.84260,3.23940,3.23940,9.32990,,,,,,,,,-17.34300,-17.34300,-15.47140,-17.34300,29.34890,-12.4815,-12.3518
2018-09-30,,,3.89700,2.11100,-6.00800,0.32900,-5.67900,-5.67900,-5.67900,-5.67900,-6.00200,-6.00800,1.18420,1.18420,-4.79900,-4.79900,10.79780,,,,,,,,,-14.01570,-14.01570,-12.70500,-14.01570,34.21620,7.4007,7.6943
2018-06-30,,,4.23900,2.39700,-6.63600,0.15700,-6.47900,-6.47900,-6.47900,-6.47900,-6.59300,-6.63600,0.54560,0.54560,-11.87760,-11.87760,10.21630,,0.01810,,,,,,,-14.14260,-14.14260,-12.74220,-14.14260,38.68570,-7.3625,-7.3479
2018-03-31,,,5.24700,2.39200,-7.63900,-0.01300,-7.65200,-7.65200,-7.65200,-7.65200,-7.57700,-7.63900,0.44270,0.44270,-17.27650,-17.27650,3.39570,,0.12810,,,,,,,-59.17560,-59.17560,-41.83710,-59.17560,26.71530,-15.40370,-15.40370
2017-12-31,0.25000,0.25000,3.98900,1.72300,-5.46200,-0.03500,-5.49700,-5.49700,-5.49700,-5.49700,-5.39500,-5.46200,0.36140,0.36140,-13.31730,-13.31730,2.90280,,0.21020,100.00000,-2184.79900,-2184.79900,-2198.80000,-2198.80000,0.01400,-46.61640,-46.61630,-30.71460,-46.61630,29.92300,-17.8882,-17.8911
2017-09-30,0.25000,0.25000,4.77600,2.42600,-6.95200,-0.06500,-7.01700,-7.01700,-7.01700,-7.01700,-6.88000,-6.95200,0.37610,0.37610,-18.59630,-18.59630,3.01790,,0.21050,100.00000,-2780.80000,-2780.80000,-2806.80000,-2806.80000,0.01070,-44.81700,-44.81700,-30.09910,-44.81700,41.02350,-18.4217,-18.4687
2017-06-30,,,4.51900,2.40000,-6.91900,-0.05500,-6.97400,-6.97400,-6.97400,-6.97400,-6.84200,-6.91900,0.36330,0.36330,-19.19620,-19.19620,3.72260,0.03710,0.19070,,,,,,,-32.36200,-32.36200,-22.63110,-31.16040,57.50120,-12.4748,-12.4713
2017-03-31,,,5.39800,2.36300,-7.76100,-0.11500,-7.87600,-7.87600,-7.87600,-7.87600,-7.67300,-7.76100,0.31830,0.31830,-24.59510,-24.59510,4.37770,0.06470,0.20530,,,,,,,-32.87830,-32.87830,-23.56530,-30.75120,71.86140,-25.46460,-25.49290
2016-12-31,,,6.26000,2.41300,-8.67300,-0.10500,-8.77800,-8.77800,-8.77800,-8.77800,-8.57800,-8.67300,0.27060,0.27060,-27.59450,-27.59450,4.74810,0.07850,0.19670,,,,,,,-30.17950,-30.17950,-21.83090,-27.80930,92.72030,-25.2566,-25.2644
2016-09-30,,,5.93600,2.34700,-8.28300,-0.13600,-8.41900,-8.41900,-8.41900,-8.41900,-8.17800,-8.28300,0.25860,0.25860,-32.39350,-32.39350,5.65500,0.08210,0.17690,,,,,,,-22.83990,-22.83990,-17.20270,-20.96520,118.63390,-26.0481,-26.1282
2016-06-30,,,6.81800,2.57800,-9.39600,-0.04900,-9.44500,-9.44500,-9.44500,-9.44500,-9.29300,-9.39600,0.25630,0.25630,-36.59270,-36.59270,5.89180,0.11130,0.22300,,,,,,,-28.78350,-28.78340,-21.19610,-25.58030,127.97910,-34.3605,-34.6425
2016-03-31,,,6.43600,2.77000,-9.20600,-0.21200,-9.41800,-9.41800,-9.41800,-9.41800,-9.11400,-9.20600,0.25560,0.25560,-36.59270,-36.59270,7.18420,0.10540,0.19430,,,,,,,-22.57970,-22.57210,-17.35430,-20.19250,162.93060,-35.78040,-36.91480
2015-12-31,,,6.67000,2.66400,-9.33400,-0.27200,-9.60600,-9.60600,-9.60600,-9.60600,-9.26200,-9.33400,0.13410,0.13410,1061.78800,1061.78800,8.16970,0.10180,0.17610,,,,,,,-19.02440,-19.02440,-14.96990,-17.08860,197.80410,-139.6931,-142.5982
2015-09-30,,,5.81300,2.38800,-8.20100,-0.28400,-8.48500,-8.48500,-8.48500,-8.48500,-8.16400,-8.20100,0.25500,0.25500,-32.99340,-32.99340,9.89070,0.09910,0.16360,,,,,,,-14.25000,-14.25000,-11.51960,-12.83800,233.49280,713.3894,715.2609
2015-06-30,,,5.93100,1.83300,-7.76400,-0.27500,-8.03900,-8.03900,-8.03900,-8.03900,-7.72300,-7.76400,0.01660,0.01660,-484.10310,-484.10310,11.09890,0.09810,0.14350,,,,,,,-11.89410,-11.89410,-9.74970,-10.72730,265.03610,80.7383,81.6637
2015-03-31,,,4.61600,1.74400,-6.36000,-0.14000,-6.50000,-6.50000,-6.50000,-6.50000,-6.30800,-6.36000,0.00820,0.00820,-788.24230,-788.24230,,,,,,,,,,,,,,,-876.67210,-879.70430
2014-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,1954.522,1975.966
2014-09-30,,,4.54300,1.42700,-5.97000,-0.05500,-6.02500,-6.02500,-6.02500,-6.02500,-5.91000,-5.97000,0.00740,0.00740,-812.83730,-812.83730,,,,,,,,,,,,,,,-489.508,-487.393
2014-06-30,,,3.72200,1.64200,-5.36400,0.00100,-5.36300,-5.36300,-5.36300,-5.36300,-5.36400,-5.36400,0.00670,0.00670,-805.03890,-805.03890,,,,,,,,,,,,,,,-1465.014,-1488.573
2013-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
