Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,44.28000,13.09500,31.18500,14.71300,42.65300,57.36600,-26.18100,0.82200,-25.35900,0.25000,-25.60900,-25.60900,-25.60900,-23.13200,-26.18100,75.03600,75.03600,-0.34000,-0.34000,1.13070,0.00780,70.42680,-59.12600,-59.12600,-57.26970,-57.83420,0.15760,1.45030,62.05490,-39.83850,-60.41570,-9.11470,-39.83850,0.85260,0.01220,-0.05660
2021-12-31,40.15100,10.69100,29.46000,14.27800,38.08500,52.36300,-22.90300,-0.73300,-23.63600,0.17400,-23.81000,-23.81000,-23.81000,-21.36400,-22.90300,53.20200,53.20200,0.04000,0.04000,1.39910,,73.37300,-57.04220,-57.04220,-58.86780,-59.30110,0.17690,1.29450,69.52580,-28.04010,-38.41620,-10.48900,-28.04010,1.13450,-0.2876,-0.3184
2021-09-30,35.59700,7.79500,27.80200,11.42200,33.10100,44.52300,-16.72100,-0.29400,-17.01500,0.31900,-17.33400,-17.33400,-17.33400,-16.14800,-16.72100,74.50600,74.50600,-0.23000,-0.23000,1.83100,,78.10210,-46.97310,-46.97310,-47.79900,-48.69510,0.16490,1.45870,61.69820,-16.54320,-17.17070,-8.03060,-16.54320,1.40580,-0.2176,-0.2157
2021-06-30,32.50700,6.99300,25.51400,9.69400,30.75200,40.44600,-14.93200,-0.51700,-15.44900,0.27200,-15.72100,-15.72100,-15.72100,-14.39700,-14.93200,47.26600,47.26600,-0.33000,-0.33000,2.01650,,78.48770,-45.93470,-45.93470,-47.52520,-48.36190,0.14420,1.63820,54.93800,-13.20350,-13.64930,-6.97230,-13.20350,7.76900,-0.1646,-0.1594
2021-03-31,29.41300,6.27300,23.14000,8.98400,25.70700,34.69100,-11.55100,-0.34700,-11.89800,0.21600,-12.11400,-12.11400,-12.11400,-11.03100,-11.55100,15.46770,15.46770,-0.78000,-0.78000,0.74460,-0.19450,78.67270,-39.27180,-39.27180,-40.45150,-41.18590,0.26710,1.20880,74.45280,7.85530,7.71190,-11.00150,7.85530,-9.86590,0.15060,0.12140
2020-12-31,26.63700,5.62400,21.01300,6.42000,20.63700,27.05700,-6.04400,-0.71600,-6.76000,0.39800,-7.15800,-7.15800,-7.15800,-5.56400,-6.04400,14.44200,14.44200,-0.48000,-0.48000,0.81440,-0.18510,78.88650,-22.69020,-22.69020,-25.37820,-26.87240,0.25700,1.05460,85.33730,4.93450,4.83880,-6.90700,4.93450,-9.46500,-0.0609,-0.0717
2020-09-30,24.35800,5.37700,18.98100,5.94900,17.82500,23.77400,-4.79300,-0.27500,-5.06800,0.08500,-5.15300,-5.15300,-5.86400,-4.32200,-4.79300,14.61300,14.61300,-0.40000,-0.40000,,,77.92510,-19.67730,-19.67730,-20.80630,-24.07420,,,,,,,,,-0.1351,-0.1573
2020-06-30,21.89000,5.26200,16.62800,4.83000,14.86000,19.69000,-3.06200,-0.32300,-3.38500,0.09000,-3.47500,-3.47500,-3.47500,-2.62100,-3.06200,14.12000,14.12000,-0.25000,-0.25000,,,75.96160,-13.98810,-13.98810,-15.46370,-15.87480,,,,,,,,,-0.1022,-0.1039
2020-03-31,20.60100,5.15400,15.44700,4.88700,16.33500,21.22200,-5.77500,-0.36800,-6.14300,0.06700,-6.21000,-6.21000,-6.21000,-5.20300,-5.77500,13.87120,13.87120,-0.45000,-0.45000,,,74.98180,-28.03260,-28.03260,-29.81890,-30.14420,,,,,,,,,0.03780,0.02080
2019-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
