Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,36.28700,2.39400,33.89300,35.65900,,36.37100,-2.47800,0.01800,-2.46000,0.18400,-2.64400,-2.64400,,-2.64400,-1.76600,-2.47800,5.35200,5.35200,-0.49000,-0.49000,2.74140,,93.40260,-6.82890,-6.82890,-6.77930,-7.28640,0.36260,1.34420,2.84430,31.64270,-6.74370,-6.74370,-2.64230,-6.74370,7.32430,-0.08670,-0.12910
2021-12-31,40.58000,2.72000,37.86000,37.64300,0.00200,38.51600,-0.65600,2.63800,1.98000,-0.16900,2.14900,2.14900,,2.14900,0.21900,-0.65600,5.35200,5.35200,0.41000,0.41000,2.74120,,93.29720,-1.61660,-1.61660,4.87930,5.29570,0.38480,1.24090,2.53430,35.51210,5.04730,5.04730,2.03790,5.04730,7.95390,-0.2092,-0.2547
2021-09-30,38.31100,2.43900,35.87200,37.17200,-0.26200,38.45200,-2.58000,1.82700,-0.75300,-2.38400,1.63100,1.63100,,1.63100,-1.56200,-2.58000,5.35200,5.35200,0.30000,0.30000,2.58220,,93.63370,-6.73440,-6.73440,-1.96550,4.25730,0.35320,1.10810,2.68870,33.47370,3.85550,3.85550,1.50380,3.85550,7.90410,-0.3728,-0.4213
2021-06-30,38.66800,2.37800,36.29000,38.26700,0.00000,39.30200,-3.01200,1.61300,-1.39900,0.08300,-1.48200,-1.48200,,-1.48200,-1.97700,-3.01200,5.35200,5.35200,-0.28000,-0.28000,2.61790,,93.85020,-7.78940,-7.78940,-3.61800,-3.83260,0.34140,1.18490,2.65120,33.94670,-3.59990,-3.59990,-1.30850,-3.59990,7.69180,0.0411,0.0224
2021-03-31,36.81500,2.34100,34.47400,37.03700,-0.00100,38.17600,-3.70200,1.25400,-2.44600,0.31900,-2.76500,-2.76500,,-2.76500,-2.56400,-3.70200,5.35200,5.35200,-0.52000,-0.52000,2.68710,,93.64120,-10.05570,-10.05570,-6.64400,-7.51050,0.31180,0.98940,2.37470,37.89950,-6.40830,-6.40830,-2.34150,-6.40830,8.06110,-0.53530,-0.56560
2020-12-31,40.79900,2.15000,38.64900,40.31000,-0.58700,42.65700,-4.00800,2.23600,-1.78200,-0.04300,-1.73900,-1.73900,,-1.73900,-2.24800,-4.00800,5.35200,5.35200,-0.30000,-0.30000,2.79840,,94.73030,-9.82380,-9.82380,-4.36780,-4.26240,0.33110,1.08920,2.46340,36.53470,-3.74720,-3.75240,-1.41140,-3.74720,8.67120,-0.0392,-0.0565
2020-09-30,37.74200,2.47600,35.26600,35.80600,-0.06100,37.68300,-2.41700,2.09500,-0.32200,-0.22400,-0.09800,-0.09800,,-0.09800,-0.60100,-2.41700,5.35200,5.35200,-0.02000,-0.02000,2.75150,,93.43970,-6.40400,-6.40400,-0.85320,-0.25970,0.29200,1.20080,2.48730,36.18410,-0.19660,-0.19720,-0.07580,-0.19660,9.31080,0.2023,0.1813
2020-06-30,35.41500,2.27100,33.14400,35.65600,,37.52200,-4.37800,1.33100,-3.04700,0.36700,-3.41400,-3.41400,,-3.41400,-2.51200,-4.37800,5.35200,5.35200,-0.64000,-0.64000,2.89330,,93.58750,-12.36200,-12.36200,-8.60370,-9.64000,0.27120,0.74220,2.72030,33.08510,-6.75090,-6.77650,-2.61400,-6.75090,9.44810,0.0431,0.0166
2020-03-31,40.34300,3.27100,37.07200,40.00800,-0.00500,41.84200,-4.77000,1.35200,-3.40800,-1.78700,-1.62100,-1.62100,,-1.62100,-2.94100,-4.77000,5.35250,5.35250,-0.32000,-0.32000,2.29970,,91.89200,-11.82360,-11.82360,-8.44760,-4.01800,0.29570,1.22190,2.69930,33.34260,-2.96770,-2.98160,-1.18800,-2.96770,10.20500,-0.48460,-0.55660
2019-12-31,46.80200,3.82900,42.97300,43.15100,-0.12200,45.38700,-2.41400,1.04600,-1.36800,-0.27200,-1.09600,-1.09600,,-1.09600,-0.30000,-2.41400,5.38650,5.38650,-0.20000,-0.20000,2.37190,,91.81870,-5.15790,-5.15790,-2.92300,-2.34180,0.33180,1.48810,2.53790,35.46190,-1.89830,-1.90880,-0.77710,-1.89830,10.78690,-0.295,-0.5213
2019-09-30,43.05700,3.97200,39.08500,40.67500,-2.95500,46.05900,-6.97400,1.16100,-5.81300,-1.80800,-4.00500,-4.00500,,-4.00500,-4.54500,-6.97400,5.36900,5.36900,-0.76000,-0.76000,2.44570,,90.77500,-16.19710,-16.19710,-13.50070,-9.30160,0.29570,1.51950,2.54850,35.31480,-7.21530,-7.27530,-2.75030,-7.21530,10.35430,0.7114,0.5735
2019-06-30,47.11500,4.02200,43.09300,43.67300,25.90800,20.23800,22.85500,1.13300,23.98800,7.46000,16.52800,16.52800,,16.52800,25.32800,22.85500,5.38150,5.38150,3.08000,3.08000,2.59590,,91.46340,48.50900,48.50900,50.91370,35.08010,0.30550,1.16440,2.30190,39.09840,26.93920,27.93690,10.71640,26.93920,11.41660,0.3197,1.1223
2019-03-31,46.58900,4.74700,41.84200,43.30800,,45.77000,-3.92800,0.82900,-3.09900,-0.96400,-2.13500,-2.13500,,-2.13500,-1.46600,-3.92800,5.39860,5.39860,-0.40000,-0.40000,2.81900,,89.81090,-8.43120,-8.43120,-6.65180,-4.58260,0.34190,1.22440,2.38280,37.77030,-4.57510,-4.59750,-1.56700,-4.57510,8.00270,-0.51240,-0.54570
2018-12-31,52.61300,5.72600,46.88700,45.31000,-16.94300,64.83300,-17.94600,1.25000,-16.69600,2.94100,-19.63700,-19.63700,,-19.63700,-15.36600,-17.94600,5.43690,5.43690,-3.60000,-3.60000,2.76010,,89.11680,-34.10950,-34.10940,-31.73360,-37.32350,0.42930,1.46370,2.38530,37.73080,-38.65700,-38.88980,-16.02240,-38.65700,9.39530,0.0278,-0.2121
2018-09-30,49.05200,5.52800,43.52400,42.11300,0.00000,44.82600,-1.30200,0.86200,-0.44000,0.59600,-1.03600,-1.03600,,-1.03600,1.41100,-1.30200,5.42750,5.42750,-0.20000,-0.20000,2.98480,,88.73030,-2.65430,-2.65430,-0.89700,-2.11200,0.33670,1.31840,2.48250,36.25360,-1.19020,-1.48860,-0.71110,-1.19020,16.05920,0.8091,0.689
2018-06-30,51.16900,5.46100,45.70800,44.36200,0.02200,47.07500,-1.36700,0.89100,-0.47600,0.05800,-0.53400,-0.53400,,-0.53400,1.36800,-1.36700,5.43480,5.43480,-0.12000,-0.12000,2.89510,,89.32750,-2.67150,-2.67150,-0.93030,-1.04360,0.33970,1.33160,2.56730,35.05620,-0.59470,-0.74010,-0.35450,-0.59470,16.52880,1.144,0.8886
2018-03-31,49.45300,5.31100,44.14200,47.68600,,50.35900,-6.21700,0.88800,-5.32900,-1.31500,-4.01400,-4.01400,,-4.01400,-3.54400,-6.21700,5.42900,5.42900,-0.76000,-0.76000,2.87540,,89.26050,-12.57150,-12.57150,-10.77590,-8.11680,0.32150,1.31880,2.41820,37.21720,-4.35720,-5.40400,-2.60930,-4.35720,16.94390,0.17440,-0.25050
2017-12-31,64.07700,6.01900,58.05800,53.47900,-3.11600,59.37000,-1.31200,7.60700,6.29500,-6.52100,12.81600,12.81600,,12.81600,1.46300,-1.31200,5.43030,5.43080,2.36000,2.36000,2.96870,,90.60660,-2.04750,-2.04750,9.82410,20.00090,0.39350,1.89810,2.39630,37.55790,13.11780,16.08980,7.86990,13.11780,17.97670,0.6761,2.3113
2017-09-30,60.55900,5.64800,54.91100,52.10200,,54.90900,0.00200,2.58800,2.59000,0.01000,2.58000,2.58000,,2.58000,2.80900,0.00200,5.43830,5.43880,0.48000,0.48000,2.76620,,90.67360,0.00330,0.00330,4.27680,4.26030,0.39380,1.65290,2.33690,38.51220,3.03760,3.86860,1.67760,3.03760,15.61830,-3.3672,-2.4098
2017-06-30,63.08900,5.99300,57.09600,55.44800,,58.37400,-1.27800,0.76600,-0.51200,0.29300,-0.80500,-0.80500,,-0.80500,1.64800,-1.27800,5.43580,5.43580,-0.16000,-0.16000,3.26140,,90.50070,-2.02570,-2.02570,-0.81160,-1.27600,0.37050,1.95150,2.63310,34.18030,-1.08270,-1.43990,-0.47270,-1.08270,13.67160,0.2728,-0.4512
2017-03-31,60.90100,5.90100,55.00000,57.06000,-0.22800,59.99400,-4.99400,0.52200,-4.47200,-0.04200,-4.43000,-4.43000,,-4.43000,-2.28800,-4.99400,5.42250,5.42250,-0.84000,-0.84000,2.96670,,90.31050,-8.20020,-8.20020,-7.34310,-7.27410,0.34280,1.45240,2.38600,37.71960,-5.77550,-7.63030,-2.49390,-5.77550,14.11800,0.19120,0.03410
2016-12-31,66.09500,6.75600,59.33900,57.57800,,83.47400,-24.13500,1.69300,-22.44200,-3.63300,-18.80900,-18.80900,,-18.87400,-20.92100,-24.13500,5.40530,5.40530,-3.52000,-3.52000,3.27810,,89.77840,-36.51570,-36.51560,-33.95420,-28.55590,0.34290,1.99530,2.27020,39.64390,-21.09770,-26.83970,-9.75920,-21.09770,16.45100,0.1765,0.7073
2016-09-30,64.78000,6.31500,58.46500,56.24100,,58.95400,-0.48900,0.11400,-0.37500,0.07700,-0.45200,-0.45200,,-0.49700,2.22400,-0.48900,5.41900,5.41900,-0.08000,-0.08000,3.30310,,90.25160,-0.75490,-0.75490,-0.57890,-0.76720,0.30360,1.48340,2.42170,37.16430,-0.40410,-0.64700,-0.21180,-0.40410,20.63810,-0.2789,-0.4041
2016-06-30,66.62600,6.46100,60.16500,54.67200,,57.50600,2.65900,0.40800,3.06700,2.39300,0.67400,0.67400,,0.69300,5.49300,2.65900,5.40350,5.44080,0.12000,0.12000,3.08430,,90.30260,3.99090,3.99090,4.60330,1.04010,0.30450,1.24390,2.61680,34.39330,0.59090,0.93800,0.30800,0.59090,21.04820,1.4469,1.253
2016-03-31,62.48300,6.05800,56.42500,55.34800,,58.20600,-1.78100,0.07900,-1.70200,-1.10900,-0.59300,-0.59300,,-0.63200,1.07700,-1.78100,5.37850,5.37850,-0.12000,-0.12000,3.35010,,90.30460,-2.85040,-2.85040,-2.72390,-1.01150,0.29000,1.27640,2.37080,37.96150,-0.50800,-0.79820,-0.27520,-0.50800,21.63990,0.06450,-0.32500
2015-12-31,73.08800,7.61700,65.47100,71.96100,,75.02300,-9.55200,-0.26900,-9.82100,4.03100,-13.85200,-13.85200,-0.00100,-13.65700,-6.49000,-9.55200,5.35230,5.35230,-2.60000,-2.60000,3.16510,,89.57830,-13.06920,-13.06920,-13.43720,-18.68570,0.33000,1.87980,2.32010,38.79130,-11.65500,-18.18110,-6.25370,-11.65500,22.11780,0.7409,0.17
2015-09-30,66.90800,7.26600,59.64200,59.60300,,62.74400,-3.10200,-1.05300,-4.15500,-0.18800,-3.96700,-3.96700,-0.05200,-3.95600,0.03900,-3.10200,5.41300,5.41300,-0.72000,-0.72000,2.98690,,89.14030,-4.63620,-4.63620,-6.21000,-5.91260,0.29330,2.29720,2.07410,43.39260,-3.36410,-5.48710,-1.73880,-3.36410,21.84840,-0.0087,-0.3703
2015-06-30,66.67600,7.84300,58.83300,56.12000,,59.36800,-0.53500,0.15800,-0.37700,0.31700,-0.69400,-0.69400,0.00200,-0.59200,2.71300,-0.53500,5.43700,5.43700,-0.12000,-0.12000,3.15810,,88.23720,-0.80240,-0.80240,-0.56540,-0.88790,0.28360,2.00950,2.06750,43.53010,-0.55990,-0.89030,-0.29520,-0.55990,22.83140,-0.0607,0.7673
2015-03-31,65.43600,8.16600,57.27000,58.96300,,62.37600,-5.10600,-0.30500,-5.41100,-5.73000,0.31900,0.31900,-0.01200,0.36300,-1.69300,-5.10600,5.44280,5.46130,0.08000,0.08000,3.00870,,87.52060,-7.80300,-7.80300,-8.26910,0.55470,0.27260,1.76830,2.11690,42.51470,0.25160,0.39660,0.13290,0.25160,23.28530,-1.56890,-1.78310
2014-12-31,73.21200,8.49500,64.71700,67.86800,,71.66600,-6.94900,78.32900,71.38000,2.50300,68.87700,68.87700,-12.40700,56.54200,-3.15100,-6.94900,5.47500,5.50150,10.16000,10.12000,2.03590,,88.39670,-9.49160,-9.49160,97.49770,77.23050,0.24510,1.73330,2.12850,42.28320,54.65610,68.34330,23.05530,54.65610,23.13870,-5.2394,-4.615
2014-09-30,65.92300,7.91000,58.01300,54.11100,,57.51300,0.50000,2.92500,3.42500,1.15600,2.26900,2.26900,16.12500,18.44400,3.90200,0.50000,5.47280,5.49800,3.36000,3.36000,3.36790,,88.00120,0.75840,0.75840,5.19550,27.97810,0.26070,1.13470,2.62690,34.26040,1.37920,1.63000,0.89730,1.37920,30.05440,0.0466,0.3209
2014-06-30,69.26100,8.11400,61.14700,55.36200,,58.74000,2.40700,18.70800,21.11500,1.42800,19.68700,19.68700,2.26900,21.98000,5.78500,2.40700,5.50350,5.53050,3.84000,3.80000,2.89050,,88.28490,3.47530,3.47530,30.48610,31.73500,0.27720,1.01760,2.43890,36.90260,13.19600,15.86980,7.87830,13.19600,27.13640,-0.1585,-0.4658
2014-03-31,64.39200,7.98800,56.40400,56.60800,,60.04800,-3.64400,-0.29100,-3.93500,0.89100,-4.82600,-4.82600,0.78300,-4.03700,-0.20400,-3.64400,5.47950,5.47950,-0.76000,-0.76000,2.56330,,87.59470,-5.65910,-5.65910,-6.11100,-6.26940,0.23760,0.72460,1.97490,45.57310,-2.94850,-3.57820,-1.78100,-2.94850,29.69030,0.54130,0.35730
2013-12-31,52.84700,5.83600,47.01100,40.16600,,41.52800,5.48300,0.53100,6.01400,0.14000,5.87400,5.87400,11.75300,17.63900,8.87200,5.48300,5.49200,5.51600,3.16000,3.16000,3.09760,,88.95680,10.37530,10.37530,11.38000,33.37750,0.18930,1.04830,1.63770,54.95670,3.48040,4.08050,2.10370,3.48040,30.92130,1.4068,1.1855
2013-09-30,67.47300,8.37000,59.10300,55.58100,,59.27100,-0.16800,0.98300,0.81500,0.38400,0.43100,0.43100,4.82800,5.32100,3.52200,-0.16800,5.48600,5.51750,0.96000,0.96000,2.06740,,87.59500,-0.24900,-0.24900,1.20790,7.88610,0.24940,0.98520,1.96290,45.85170,0.45030,0.66640,0.15930,0.45030,17.49450,-0.0586,-0.1955
2013-06-30,69.12300,8.59200,60.53100,55.13800,,59.13200,1.39900,0.60600,2.00500,0.50000,1.50500,1.50500,-0.38900,1.18100,3.36600,1.39900,5.51030,5.53380,0.20000,0.20000,2.01580,,87.57000,2.02390,2.02390,2.90060,1.70850,0.25260,1.03770,1.73280,51.93790,1.62450,2.56520,0.54990,1.62450,16.84050,1.0636,0.8678
2013-03-31,86.74000,12.04900,74.69100,74.24700,,80.18300,-5.49200,0.03400,-5.45800,0.43600,-5.89400,-5.89400,-2.18200,-8.02200,0.44400,-5.49200,5.50830,5.50830,-1.48000,-1.48000,1.55610,,86.10910,-6.33160,-6.33160,-6.29240,-9.24830,0.31120,1.22470,2.16420,41.58530,-6.33140,-10.20150,-2.11440,-6.33140,16.85970,0.16940,-0.04740
2012-12-31,99.46800,12.95800,86.51000,75.93500,,81.78300,4.72700,0.87600,5.60300,0.46200,5.14100,5.14100,-2.53200,2.67400,1.81600,4.72700,5.50000,5.52530,0.44000,0.44000,2.21750,,86.97270,4.75230,4.75230,5.63300,2.68830,0.34070,1.70840,2.53670,35.47960,5.03720,7.55910,1.76100,5.03720,18.57330,0.8863,0.3566
2012-09-30,92.25900,12.50800,79.75100,71.21700,,77.09900,2.65200,0.43900,3.09100,0.52300,2.56800,2.56800,-1.12700,1.48300,4.50700,2.65200,5.70200,5.73200,0.28000,0.24000,1.66840,,86.44250,2.87450,2.87450,3.35040,1.60740,0.30770,1.23350,2.27390,39.57960,2.20190,3.24970,0.85640,2.20190,21.23930,0.6302,0.6143
2012-06-30,109.14300,15.37100,93.77200,84.14800,,93.80600,-0.03400,0.67900,0.64500,0.38300,0.26200,0.26200,,0.26200,9.63400,-0.03400,5.69850,5.72900,0.04000,0.04000,1.68310,,85.91660,-0.03120,-0.03120,0.59100,0.24010,0.35960,1.44650,2.81610,31.95930,0.22540,0.33890,0.08630,0.22540,21.17210,-1.9012,-2.2887
2012-03-31,104.83400,13.97200,90.86200,86.70100,,95.12400,-4.26200,0.77100,-3.49100,0.40200,-3.89300,-3.89300,,-3.89300,4.17100,-4.26200,5.42200,5.42200,-0.72000,-0.72000,1.84840,,86.67230,-4.06550,-4.06550,-3.33000,-3.71350,0.32070,1.24010,2.80480,32.08820,-3.32430,-5.06330,-1.19080,-3.32430,21.44540,0.13910,-0.08960
2011-12-31,57.54500,4.49900,53.04600,33.28200,,36.22200,16.82400,-2.92800,13.89600,0.56800,13.32800,13.32800,,2.75100,19.36100,16.82400,5.37400,5.37400,0.52000,0.52000,1.81280,,92.18180,29.23620,29.23620,24.14800,4.78060,0.16680,0.45360,1.13880,79.03320,10.97140,16.67100,3.86220,10.97140,22.51700,3.2035,3.044
2011-09-30,109.99000,14.61800,95.37200,86.95400,,95.65000,-0.27800,0.63200,0.35400,0.48900,-0.13500,-0.13500,,-0.13500,7.94900,-0.27800,5.38350,5.38350,-0.04000,-0.04000,1.61990,,86.70970,-0.25270,-0.25270,0.32180,-0.12270,0.32350,1.34540,2.74240,32.81780,-0.07300,-0.09500,-0.03970,-0.07300,34.35750,0.033,-0.5156
2011-06-30,114.48600,15.07100,99.41500,91.32700,,102.88100,-3.46600,0.27400,-3.19200,3.63000,-6.82200,-6.82200,,-6.82200,6.10000,-3.46600,5.37800,5.37800,-1.28000,-1.28000,1.77150,,86.83600,-3.02740,-3.02740,-2.78810,-5.95880,0.32450,1.22040,2.80630,32.07070,-3.66350,-4.80200,-1.93340,-3.66350,34.61910,0.2864,-0.0009
2011-03-31,112.17500,14.50200,97.67300,96.14700,,105.04000,-7.36700,1.06000,-6.30700,0.42000,-6.72700,-6.72700,,-6.72700,1.52600,-7.36700,5.34580,5.34580,-1.24000,-1.24000,1.77730,,87.07200,-6.56740,-6.56740,-5.62250,-5.99690,0.30540,0.96440,2.66880,33.72300,-3.46670,-4.52740,-1.83140,-3.46670,36.08480,-6.34390,-6.62980
2010-12-31,130.84800,18.47800,112.37000,97.27800,-2.54700,241.28010,-128.91000,-0.93300,-129.84300,-10.33500,-119.50800,-119.50800,,-119.50800,-120.42700,-128.91000,5.24800,5.24800,-22.72000,-22.68000,1.28600,,85.87830,-98.51890,-98.51890,-99.23190,-91.33340,0.31150,1.46120,2.30390,39.06340,-59.79200,-78.05780,-28.45100,-59.79200,37.55420,2.0571,1.3181
2010-09-30,119.13200,13.28000,105.85200,92.60200,-0.85700,102.26500,3.58700,1.60600,5.19300,0.62100,4.57200,4.57200,,4.57200,12.39300,3.58700,5.53180,5.59780,0.84000,0.80000,1.88730,,88.85270,3.01100,3.01100,4.35900,3.83780,0.29230,1.35000,2.57610,34.93650,1.43390,1.68840,1.12180,1.43390,60.45330,2.5303,3.4823
2010-06-30,121.57000,12.49200,109.07800,103.85100,,113.60200,-4.52400,5.76400,1.24000,1.41100,-0.17100,-0.17100,,-0.17100,5.22700,-4.52400,5.23750,5.23750,-0.04000,-0.04000,1.77790,,89.72440,-3.72130,-3.72130,1.02000,-0.14070,0.30340,1.38310,2.30170,39.10190,-0.05440,-0.06460,-0.04270,-0.05440,59.62210,3.4771,3.2583
2010-03-31,115.75800,11.22200,104.53600,102.28400,,112.75800,-8.22200,-0.17800,-8.40000,0.72800,-9.12800,-9.12800,,-9.12800,2.25200,-8.22200,5.19180,5.19180,-1.76000,-1.76000,1.66620,,90.30560,-7.10270,-7.10270,-7.25650,-7.88540,0.29230,1.03630,2.37590,37.88060,-2.90910,-3.46970,-2.30520,-2.90910,60.37040,3.60130,3.44850
2009-12-31,135.48300,12.64100,122.84200,101.99200,-3.70000,116.71900,6.12300,-1.61700,4.50600,-1.14300,5.64900,5.64900,,5.64900,17.14900,6.12300,5.13700,5.13700,1.12000,1.12000,1.61110,,90.66970,4.51940,4.51940,3.32590,4.16950,0.33500,1.20850,2.15130,41.83500,1.75650,2.09540,1.39680,1.75650,61.97370,2.804,2.0996
2009-09-30,126.86700,12.30200,114.56500,100.58800,-20.00000,131.47000,-16.90500,0.02900,-16.87600,-11.11000,-5.76600,-5.76600,,-5.76600,-6.02200,-16.90500,5.13450,5.13450,-1.12000,-1.12000,1.32620,,90.30320,-13.32500,-13.32500,-13.30210,-4.54490,0.31370,1.05570,1.82080,49.42780,-1.96170,-2.39950,-1.42590,-1.96170,57.22720,0.8855,0.392
2009-06-30,127.50400,16.42500,111.07900,102.58700,-1.74900,115.62300,-4.54400,-0.99300,-5.53700,1.53400,-7.07100,-7.07100,,-7.07100,6.74300,-4.54400,5.13430,5.13430,-1.36000,-1.36000,1.01430,0.01180,87.11810,-3.56380,-3.56380,-4.34260,-5.54570,0.30270,1.11340,2.44090,36.87130,-2.36310,-2.89830,-1.67850,-2.36310,58.27850,3.1193,2.585
2009-03-31,128.49400,19.61900,108.87500,118.76000,-80.94000,211.86000,-102.98500,0.52200,-102.46300,-1.75600,-100.70700,-100.70700,,-100.70700,-90.82500,-102.98500,5.12650,5.12650,-19.64000,-19.64000,0.97810,0.04140,84.73160,-80.14770,-80.14770,-79.74150,-78.37490,0.28700,1.04110,2.25550,39.90230,-32.92660,-40.44960,-22.49320,-32.92660,59.57690,-0.91100,-1.31080
