Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,31.87500,31.87500,4.19700,-5.41200,9.08700,-4.80100,4.28600,4.28600,4.28600,2.66100,22.95800,9.08700,65.30200,65.30200,0.04000,0.04000,0.44990,0.90510,28.50820,28.50820,13.44630,8.34820,0.02480,0.74200,0.66270,0.33340,0.36130,9.97890,0.25170,-0.13150
2021-12-31,30.34300,30.34300,3.93300,-4.53000,9.22700,-3.74000,5.48700,5.48700,5.48700,3.80200,22.57400,9.22700,60.64000,60.64000,0.06000,0.06000,0.44880,0.90380,30.40900,30.40900,18.08330,12.53010,0.02400,0.97530,0.86860,0.43430,0.47440,9.82700,0.3323,-0.2962
2021-09-30,29.98300,29.98300,3.85200,-3.99100,10.19800,-4.83000,5.36800,5.36800,5.36800,3.68900,22.82900,10.19800,64.20400,64.20400,0.06000,0.06000,0.44330,0.88730,34.01260,34.01260,17.90350,12.30360,0.02410,0.96670,0.85980,0.43180,0.47420,9.81540,0.2645,-0.4331
2021-06-30,28.26100,28.26100,4.28500,-3.36500,9.18400,-5.02000,4.16400,4.16400,4.16400,2.55300,21.17900,9.18400,61.19400,61.19400,0.04000,0.04000,0.41200,0.80210,32.49710,32.49710,14.73410,9.03370,0.02360,0.74050,0.65950,0.34700,0.38420,9.92660,0.2503,-0.8283
2021-03-31,27.34900,27.34900,4.38300,-3.75300,8.36000,-5.03700,3.32300,3.32300,3.32300,1.75600,19.67700,8.36000,52.67100,52.67100,0.03000,0.03000,0.41610,0.82140,30.56790,30.56790,12.15040,6.42070,0.02410,0.63800,0.56330,0.29240,0.32570,9.80060,0.29020,-0.54030
2020-12-31,24.92900,24.92900,4.42600,-2.70900,7.65500,-5.06300,2.59200,2.59200,2.59200,1.06200,18.22500,7.65500,46.25600,46.25600,0.02000,0.02000,0.53470,1.29090,30.70720,30.70720,10.39750,4.26010,0.02260,0.67710,0.57360,0.23540,0.26350,9.25500,0.3543,-1.4501
2020-09-30,25.09700,25.09700,4.02700,-3.68900,-4.71600,-4.86400,-9.58000,-9.58000,-9.58000,-10.26800,5.24700,-4.71600,46.90800,46.90800,-0.22000,-0.22000,0.50590,1.16860,-18.79110,-18.79110,-38.17190,-40.91330,0.02450,-2.55980,-2.16100,-0.93410,-1.05380,9.32200,-0.1337,-1.3766
2020-06-30,22.05500,22.05500,1.64300,-4.50400,6.04700,-4.37500,1.67200,1.67200,1.67200,0.20400,15.46300,6.04700,45.40400,45.40400,0.00000,0.00000,0.48900,1.07120,27.41780,27.41780,7.58100,0.92500,0.02280,0.45470,0.37770,0.17300,0.19300,9.57170,0.2482,0.1198
2020-03-31,21.64900,21.64900,1.83900,-4.35400,7.19500,-4.37800,2.81700,2.81700,2.81700,1.25500,15.51400,7.19500,44.18200,44.18200,0.03000,0.03000,0.49750,1.07790,33.23480,33.23480,13.01220,5.79700,0.02260,0.77430,0.64200,0.29460,0.32260,9.90990,0.27750,-1.27670
2019-12-31,20.45100,20.45100,1.60900,-3.90400,7.54100,-4.76600,2.77500,2.77500,2.77500,1.21000,15.49700,7.54100,33.86500,33.86500,0.03000,0.03000,0.43580,0.85620,36.87350,36.87350,13.56900,5.91660,0.02310,0.72000,0.60280,0.31360,0.34010,10.50890,0.3244,-2.1403
2019-09-30,18.19500,18.19500,1.68100,-3.15100,6.85700,-4.54900,2.30800,2.30800,2.30800,0.77000,13.94100,6.85700,35.51200,35.51200,0.02000,0.02000,0.49980,1.10340,37.68620,37.68620,12.68480,4.23190,0.02240,0.77850,0.62140,0.28410,0.31080,10.23540,0.2691,-1.5027
2019-06-30,16.88000,16.88000,1.64000,-2.78300,6.59400,-4.13200,2.46200,2.46200,2.46200,0.90400,12.98100,6.59400,34.55900,34.55900,0.03000,0.03000,0.47180,0.99990,39.06400,39.06400,14.58530,5.35550,0.02250,0.85890,0.68090,0.32800,0.35970,10.43500,0.2577,-2.32
2019-03-31,15.20000,15.20000,1.60600,-2.65700,6.06800,-4.02500,2.04300,2.04300,2.04300,0.52800,11.46900,6.06800,27.38000,27.38000,0.02000,0.02000,0.37800,0.71210,39.92110,39.92110,13.44080,3.47370,0.02310,0.69110,0.55130,0.31110,0.34290,10.72380,0.22450,-0.54470
2018-12-31,14.37600,14.37600,1.36900,-2.51900,5.82800,3.67500,9.50300,9.50300,9.50300,7.03500,11.00400,5.82800,21.97100,21.97100,0.32000,0.32000,0.48430,1.06820,40.53980,40.53980,66.10320,48.93570,0.02260,4.22750,3.17030,1.49400,1.63480,11.55370,0.254,-0.4177
2018-09-30,14.00300,14.00300,1.39500,-2.04500,5.99600,-4.22300,1.77300,1.77300,1.77300,0.28600,11.09800,5.99600,21.79700,21.79700,0.01000,0.01000,0.53940,1.32290,42.81940,42.81940,12.66160,2.04240,0.02320,0.98670,0.69620,0.29350,0.32070,11.57370,0.1864,-0.2591
2018-06-30,13.24900,13.24900,1.76800,-1.77500,5.33500,-3.95100,1.38400,1.38400,1.38400,-0.06400,10.44000,5.33500,21.63100,21.63100,0.00000,0.00000,0.53530,1.30330,40.26720,40.26720,10.44610,-0.48310,0.02200,0.76650,0.54170,0.22990,0.25170,11.81240,0.2602,-2.5017
2018-03-31,11.56400,11.56400,1.00500,-2.18600,4.70200,-2.80100,1.90100,1.90100,1.90100,0.41100,8.91600,4.70200,21.63100,21.63100,0.02000,0.02000,0.47990,1.07430,40.66070,40.66070,16.43900,3.55410,0.02140,1.05740,0.74620,0.35210,0.38810,11.77680,0.42970,-2.59610
2017-12-31,9.87300,9.87300,1.06900,-1.69000,3.81200,-2.56400,1.24800,1.24800,1.24800,-0.19200,7.61400,3.81200,19.61700,19.61700,,0.00000,0.38960,0.78710,38.61040,38.61040,12.64050,-1.94470,0.02090,0.67810,0.48180,0.26450,0.29410,11.97420,0.2508,-2.6923
2017-09-30,8.38900,8.38900,0.99000,-1.26800,3.43200,-2.82600,0.60600,0.60600,0.60600,0.38100,6.49500,3.43200,21.52200,21.52200,0.02000,0.02000,0.33790,0.66250,40.91070,40.91070,7.22370,4.54170,0.01960,0.34030,0.23950,0.14130,0.15860,11.69740,0.0888,-1.4224
2017-06-30,7.42300,7.42300,1.83500,-1.37500,1.90300,-2.52600,-0.62300,-0.62300,-0.62300,-0.62300,4.55100,1.90300,17.64400,17.64400,-0.04000,-0.04000,0.45570,1.05540,25.63650,25.63650,-8.39280,-8.39280,0.02010,-0.35340,-0.39160,-0.16870,-0.19240,8.35320,0.1223,-2.1548
2017-03-31,4.65900,4.65900,1.59500,-0.65000,0.72400,-2.04200,-1.31800,-1.31800,-1.31800,-1.31800,2.56500,0.72400,17.60600,17.60600,-0.07000,-0.07000,0.46850,1.14200,15.53980,15.53980,-28.28930,-28.28930,0.01430,-0.88310,-0.98900,-0.40460,-0.46930,8.47750,0.18020,-5.95080
2016-12-31,3.12360,3.12360,1.24160,-0.69880,0.33450,-2.26390,-1.92940,-1.92940,-1.92940,-1.92940,1.31670,0.33450,9.30200,9.30200,2.89000,2.89000,0.15760,0.43760,10.70790,10.70790,-61.76820,-61.76820,0.01370,-1.24460,-1.24460,-0.84880,-1.04840,8.80540,-0.1143,-12.3502
2016-09-30,2.00270,2.00270,1.72070,-0.62820,-0.93160,-1.05120,-1.98280,-1.98280,-1.98280,-1.98280,-0.28360,-0.93160,17.37170,17.37170,-0.11000,-0.11000,0.01070,0.26340,-46.51950,-46.51950,-99.01010,-99.01010,0.00970,-1.24150,-1.24150,-0.96350,-1.22820,9.07120,0.0249,22.6624
2016-06-30,1.77070,1.77070,0.36820,-0.09000,0.76840,-1.26260,-0.49420,-0.49420,-0.49420,-0.49420,1.37510,0.76840,1.42700,1.42700,-0.35000,-0.35000,0.69650,6.85400,43.39890,43.39890,-27.91050,-27.91050,0.01800,-4.07250,-4.07250,-0.50230,-1.23620,8.50380,1.6416,35.766
2016-03-31,1.31410,1.31410,0.88850,-0.09000,-0.06330,-1.88330,-1.94660,-1.94660,-1.94660,-1.94660,0.42580,-0.06330,0.62500,0.62500,-3.11000,-3.11000,0.67450,6.41360,-4.81710,-4.81710,-148.13360,-148.13360,0.01370,-15.26640,-15.26640,-2.02560,-4.96970,8.93530,-1.78510,-62.50110
2015-12-31,0.65690,0.65690,0.13340,-0.17000,0.13990,-0.93020,-0.79020,-0.79020,-0.79020,-0.79020,0.39060,0.13990,0.25000,0.25000,-3.17000,-3.17000,1.00340,-467.38630,21.30470,21.30470,-120.30460,-120.30460,0.01010,570.12080,570.14050,-1.20960,-1.93980,-0.55440,-0.5153,-81.1366
2015-09-30,0.48710,0.48710,0.15080,-0.09000,0.09310,-0.59090,-0.49780,-0.49780,-0.49780,-0.49780,0.27650,0.09310,0.25000,0.25000,-1.99000,-1.99000,0.93660,48.67640,19.12210,19.12210,-102.19480,-102.19480,0.01360,-69.54630,-69.54610,-1.38770,-4.40990,2.86310,-0.2775,-46.7122
2015-06-30,0.45590,0.45590,0.07650,-0.09000,0.14840,-0.28080,-0.13240,-0.13240,-0.13240,-0.13240,0.31920,0.14840,0.25000,0.25000,-0.53000,-0.53000,0.82330,17.95250,32.55520,32.55520,-29.04740,-29.04740,0.01870,-10.36640,-10.36640,-0.54390,-1.83160,5.10990,0.5145,0.5145
2015-03-31,0.46210,0.46210,0.06430,-0.09000,0.15550,-0.34400,-0.18850,-0.18850,-0.18850,-0.18850,0.33760,0.15550,0.25000,0.25000,-0.75000,-0.75000,0.79920,15.56260,33.64690,33.64690,-40.79890,-40.79890,0.01880,-12.79330,-12.79330,-0.76890,-2.56850,5.89520,-0.55770,-0.55770
2014-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,-0.5219,9.5049
2014-11-30,0.44520,0.44520,0.15360,-0.09000,0.05200,-0.33530,-0.28330,-0.28330,-0.28330,-0.28330,0.23120,0.05200,0.25000,0.25000,-1.13000,-1.13000,0.75410,12.03000,11.67090,11.67090,-63.63700,-63.63700,0.01800,-15.11900,-15.11900,-1.14500,-3.71790,7.49630,1.4858,132.7561
2014-09-30,0.40900,0.40900,0.05190,-0.09000,0.12850,-0.31410,-0.18560,-0.18560,-0.18560,-0.18560,0.29540,0.12850,0.17250,0.17250,-1.08000,-1.08000,,,31.42600,31.42600,-45.38020,-45.38020,,,,,,,-0.9639,-142.261
2014-08-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,18.3065,1111.66
2014-06-30,0.11380,0.11380,0.44310,-0.09000,-0.45800,-0.09100,-0.54900,-0.54900,-0.54900,-0.54900,-0.59070,-0.45800,0.02000,0.02000,-27.45000,-27.45000,,,-402.34750,-402.34750,-482.30000,-482.30000,,,,,,,-18.3059,-1111.6594
2014-05-31,,,0.00690,,-0.00690,,-0.00690,-0.00690,-0.00690,-0.00690,-0.00690,-0.00690,8.00000,8.00000,0.00000,0.00000,,-176.09440,,,,,,15.63560,15.63570,-0.08880,15.63560,-0.00550,0.7992,0.7992
2014-03-31,,,0.01140,,-0.01140,,-0.01140,-0.01140,-0.01140,-0.01140,-0.01140,-0.01140,0.02000,0.02000,-0.57000,-0.57000,,,,,,,,,,,,,-0.79980,-0.79980
2014-02-28,,,0.01370,,-0.01370,,-0.01370,-0.01370,-0.01370,-0.01370,-0.01370,-0.01370,8.00000,8.00000,0.00000,0.00000,-1.67230,-0.62580,,,,,,36.73670,36.73670,-194.22450,98.17100,-0.00470,0.00000,0.00000
2013-11-30,,,0.00770,,-0.00770,,-0.00770,-0.00770,-0.00770,-0.00770,-0.00770,-0.00770,0.02000,0.02000,-0.38000,-0.38000,-0.33340,-0.25010,,,,,,32.52020,32.52020,-221.14830,43.36390,-0.00290,-0.0027,-0.0027
2013-08-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0.004,0.004
2013-05-31,,,0.00650,,-0.00650,,-0.00650,-0.00650,-0.00650,-0.00650,-0.00650,-0.00650,8.00000,8.00000,0.00000,0.00000,-0.04800,-0.04580,,,,,,78.78420,78.78420,-116.87240,82.56860,-0.00100,-0.0003,-0.0003
2013-02-28,,,0.00360,,-0.00360,,-0.00360,-0.00360,-0.00360,-0.00360,-0.00360,-0.00360,7.65470,7.65470,0.00000,0.00000,,,,,,,,,,-39.16240,,-0.00020,-0.00370,-0.00370
2012-11-30,,,0.02760,,-0.02760,,-0.02760,-0.02760,-0.02760,-0.02760,-0.02760,-0.02760,7.31320,7.31320,0.00000,0.00000,0.17330,,,,,,,,,-246.76140,-1259.46200,0.00020,-0.0036,-0.0036
2012-08-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0.0018,0.0018
2012-05-31,,,0.02580,,-0.02580,,-0.02580,-0.02580,-0.02580,-0.02580,-0.02580,-0.02580,5.50000,5.50000,0.00000,0.00000,0.01780,0.01810,,,,,,-122.80450,-122.80450,-94.19840,-120.62280,0.00380,-0.0018,-0.0018
2012-02-29,,,0.00010,,-0.00010,,-0.00010,-0.00010,-0.00010,-0.00010,-0.00010,-0.00010,5.50000,5.50000,0.00000,0.00000,0.00810,0.00810,,,,,,-0.20720,-0.20720,-0.20560,-0.20560,0.00850,0.00000,0.00000
2011-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
2011-11-30,,,0.00760,,-0.00760,,-0.00760,-0.00760,-0.00760,-0.00760,-0.00760,-0.00760,5.50000,5.50000,0.00000,0.00000,,,,,,,,,,,,,0,0
2011-09-30,,,,,,,0.00000,,0.00000,,,,,,,0.00000,,,,,,,,,,,,,0,0
2011-08-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
