Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,393.76400,290.34300,103.42100,11.98900,-8.94600,125.04800,-21.62700,-96.78300,-118.41000,0.69500,-119.10500,,-119.82200,-119.82200,88.39900,-21.62700,164.66700,164.66700,-0.73000,-0.73000,0.83280,4.98240,-5.49240,-5.49240,-30.07130,-30.42990,0.04370,-8.35400,-8.35400,-1.32880,-1.39640,8.68790,-0.07280,0.16810
2021-12-31,421.37490,286.96910,134.40590,13.07100,-115.76700,244.59490,-110.18910,-89.55900,-199.74800,-1.95000,-197.79800,,-198.78900,-198.78900,11.48100,-110.18910,164.56600,164.56600,-1.21000,-1.21000,0.82120,4.59270,-26.14990,-26.14990,-47.40390,-47.17630,0.04600,-12.78140,-12.78130,-2.17180,-2.28540,9.42080,0.2971,0.2175
2021-09-30,437.09900,285.23300,151.86600,14.23100,-7.58600,145.98000,5.88600,-67.81300,-61.92700,-0.05500,-61.87200,,-59.71400,-59.71400,135.92500,5.88600,164.59000,164.59000,-0.36000,-0.36000,0.80280,4.07120,1.34660,1.34660,-14.16770,-13.66140,0.04680,-3.40490,-3.40490,-0.63970,-0.67140,10.62280,0.135,0.005
2021-06-30,375.93600,243.18300,132.75300,13.48000,-11.42600,146.58300,-13.83000,-77.80400,-91.63400,0.21100,-91.84500,,-91.11000,-91.11000,112.73900,-13.83000,164.50600,164.50600,-0.55000,-0.55000,0.79730,3.93270,-3.67880,-3.67880,-24.37490,-24.23550,0.03990,-5.02080,-5.02080,-0.96760,-1.01790,11.00740,0.2524,0.3275
2021-03-31,261.17000,195.35200,65.81800,12.65700,-24.26300,161.28800,-95.47000,-95.82400,-191.29400,0.85300,-192.14700,,-194.99000,-194.99000,33.25300,-95.47000,164.49800,164.49800,-1.19000,-1.19000,0.78910,3.74150,-36.55470,-36.55470,-73.24500,-74.66020,0.02740,-10.22750,-10.22750,-2.04940,-2.15700,11.56710,-0.38130,-0.55860
2020-12-31,270.04300,189.89800,80.14500,13.04700,-19.53300,153.93090,-73.78590,-57.84500,-131.63100,0.50500,-132.13600,,-137.74100,-137.74100,51.78410,-73.78590,164.22200,164.22200,-0.84000,-0.84000,0.74700,2.95250,-27.32380,-27.32380,-48.74450,-51.00710,0.03110,-6.55040,-6.55040,-1.58550,-1.65730,12.75780,-0.1695,0.3497
2020-09-30,296.49500,174.80100,121.69400,12.29500,-13.95300,148.45200,-26.75800,-74.81100,-101.56900,-0.29600,-101.27300,,-102.64200,-102.64200,99.32300,-26.75800,164.43500,164.43500,-0.62000,-0.62000,0.73480,2.77070,-9.02480,-9.02480,-34.25660,-34.61850,0.03370,-4.57800,-4.57800,-1.16680,-1.21410,13.60290,0.1016,0.0287
2020-06-30,214.94000,46.95700,167.98300,11.30200,-32.07900,170.80800,-2.82500,-15.64600,-18.47100,16.66000,-35.13100,,-37.34900,-37.34900,128.08800,-2.82500,164.38200,164.38200,-0.23000,-0.23000,0.72430,2.62710,-1.31430,-1.31430,-8.59360,-17.37650,0.02420,-1.59220,-1.59220,-0.42060,-0.43900,14.25120,-0.2933,0.002
2020-03-31,483.77600,271.14800,212.62800,14.02400,-20.49900,162.44900,50.17900,-82.76900,-32.59000,0.34200,-32.93200,,-33.65000,-33.65000,181.39300,50.17900,164.37000,164.37000,-0.20000,-0.20000,0.72060,2.57970,10.37240,10.37240,-6.73660,-6.95570,0.05380,-1.41250,-1.41250,-0.37400,-0.39460,14.47610,0.59020,0.40500
2019-12-31,580.90590,334.91600,245.99000,17.73300,-43.23400,189.48910,56.50090,-69.64300,-13.14200,1.52700,-14.66900,,-14.89300,-14.89300,186.51580,56.50090,164.31200,164.34000,-0.08000,-0.08000,0.70750,2.41930,9.72630,9.72630,-2.26230,-2.56380,0.06430,-0.59430,-0.59430,-0.16490,-0.17380,15.22750,1.127,3.4066
2019-09-30,599.77200,377.89500,221.87700,12.46400,-1.70700,117.33100,104.54600,-64.08800,40.45800,0.46700,39.99100,,40.07400,40.07400,210.39500,104.54600,164.32100,164.34800,0.24000,0.24000,0.71270,2.48090,17.43100,17.43100,6.74560,6.68150,0.06300,1.53600,1.53600,0.42110,0.44130,15.85380,1.1719,-14.1486
2019-06-30,610.56200,380.43100,230.13100,12.20700,-1.27200,112.67500,117.45600,-109.06400,8.39200,-0.26000,8.65200,,8.78200,8.78200,219.22200,117.45600,164.28400,164.32600,0.05000,0.05000,0.60620,1.53900,19.23740,19.23740,1.37450,1.43830,0.08510,0.33050,0.33050,0.12240,0.13020,16.15910,1.193,0.8729
2019-03-31,524.90800,317.68500,207.22300,12.23500,-1.44000,113.04000,94.18300,132.25900,226.44200,1.05900,225.38300,,225.78700,225.78700,196.11800,94.18300,164.27800,164.32200,1.37000,1.37000,0.60200,1.51240,17.94280,17.94280,43.13940,43.01460,0.07230,8.25070,8.25070,3.11180,3.28400,16.64150,0.26690,1.17040
2018-12-31,550.79890,332.47600,218.32290,66.58200,-3.82200,173.17290,45.15000,-154.39800,-109.24800,-0.75400,-108.49400,,-108.86000,-108.86000,150.48900,45.14990,164.22900,164.25800,-0.66000,-0.66000,0.61630,1.60640,8.19720,8.19720,-19.83450,-19.76400,0.07670,-4.19110,-4.19110,-1.51680,-1.60800,15.79540,1.1785,0.5446
2018-09-30,603.15300,365.52600,237.62700,13.42500,-1.46800,115.90000,121.72700,-4.75100,116.97600,0.70700,116.26900,,117.09900,117.09900,225.30400,121.72700,164.23200,164.27400,0.71000,0.71000,0.59700,1.48120,20.18180,20.18180,19.39410,19.41450,0.08320,4.19320,4.19320,1.61480,1.69000,16.98210,0.8521,0.5591
2018-06-30,611.95100,374.08100,237.87000,13.12100,,112.80500,125.06500,-27.01200,98.05300,0.77100,97.28200,,97.28900,97.28900,227.30800,125.06500,164.20500,164.24300,0.59000,0.59000,0.59840,1.48990,20.43710,20.43710,16.02300,15.89820,0.08470,3.52410,3.52410,1.34650,1.41530,16.79610,1.301,0.4985
2018-03-31,528.63300,314.98200,213.65100,11.73400,,111.35100,102.30000,-21.66700,80.63300,0.47100,80.16200,,80.20600,80.20600,204.39500,102.30000,164.19900,164.21900,0.49000,0.49000,0.59720,1.48280,19.35180,19.35180,15.25310,15.17230,0.07420,2.91660,2.91660,1.12640,1.17470,16.73280,0.30260,0.14130
2017-12-31,535.14200,309.09600,226.04610,49.30500,,154.05810,71.98800,-45.56200,26.42600,-5.04500,31.47100,,31.54500,31.54500,174.16600,71.98800,164.14600,164.17500,0.19000,0.19000,0.59220,1.45210,13.45210,13.45210,4.93810,5.89470,0.07480,1.14480,1.14480,0.44120,0.46690,16.76570,1.1345,0.8849
2017-09-30,577.58800,343.27400,234.31400,13.40400,,111.60900,122.70500,-36.38900,86.31600,0.61900,85.69700,,85.72800,85.72800,223.10500,122.70500,164.14900,164.18800,0.52000,0.52000,0.59040,1.44140,21.24440,21.24440,14.94420,14.84240,0.08080,3.07330,3.07330,1.19990,1.25880,16.97280,0.9208,-0.5501
2017-06-30,570.60300,339.54900,231.05400,30.34700,,125.50200,105.55200,-44.44100,61.11100,0.78600,60.32500,,60.69900,60.69900,202.90100,105.55200,164.12300,164.16500,0.37000,0.37000,0.58000,1.38080,18.49830,18.49830,10.70990,10.63770,0.08180,2.18330,2.18330,0.87040,0.91700,16.92320,1.4204,-0.0012
2017-03-31,488.60200,282.72300,205.87900,32.34600,,125.79700,80.08200,-42.68300,37.39900,0.35600,37.04300,,37.17100,25.84300,175.68500,80.08200,164.12000,164.14900,0.16000,0.16000,0.56740,1.31150,16.39000,16.39000,7.65430,5.28920,0.07200,1.32140,1.32140,0.54750,0.57160,17.12500,0.35250,-0.78360
2016-12-31,479.27800,279.29900,199.97900,7.97800,-0.48200,99.60990,100.36910,-36.67600,63.69300,0.53700,63.15600,,63.18600,58.02000,193.55610,100.36910,156.06200,156.08800,0.35000,0.35000,0.50270,1.01100,20.94170,20.94170,13.28940,12.10570,0.07220,2.21760,2.01910,0.95240,1.00400,19.05050,1.6017,0.8068
2016-09-30,543.51600,322.01200,221.50400,37.73900,-0.15600,128.03400,93.47000,-40.72300,52.74700,0.94800,51.79900,0.00000,51.81200,46.64600,185.73000,93.47000,157.21700,157.26300,0.30000,0.30000,0.49760,0.99040,17.19730,17.19730,9.70480,8.58230,0.08250,1.80440,1.64400,0.78670,0.82600,19.18500,0.7611,0.543
2016-06-30,550.29900,324.92200,225.37700,37.36500,-0.11700,126.26400,99.11300,-40.90900,58.20400,2.16000,56.04400,,56.06100,50.89500,190.02300,99.11300,151.40800,151.44200,0.34000,0.34000,0.55610,1.25290,18.01080,18.01080,10.57680,9.24860,0.08330,2.22960,2.00610,0.84820,0.89040,18.43830,1.2751,0.5662
2016-03-31,474.11800,276.30500,197.81300,16.02300,-0.61200,103.90600,93.90700,-41.55800,52.34900,0.37500,51.97400,,52.05100,46.88500,183.04300,93.90700,151.40200,151.41500,0.31000,0.31000,0.55530,1.24880,19.80670,19.80670,11.04130,9.88890,0.07260,2.06490,1.85840,0.79680,0.82640,18.48180,0.25350,-0.91150
2015-12-31,467.44000,273.29200,194.14810,56.01700,-0.38900,142.37000,51.77810,-71.10100,-19.32300,0.12100,-19.44400,,-19.49400,-24.66000,139.21710,51.77810,150.70900,151.00200,-0.16000,-0.16000,0.53800,1.16450,11.07690,11.07700,-4.13380,-5.27550,0.07310,-0.76990,-0.69320,-0.30480,-0.32030,18.55580,1.0393,0.5199
2015-09-30,511.88600,308.60300,203.28300,19.83100,-0.85100,104.94300,98.34000,-36.61700,61.72300,0.51400,61.20900,,61.18500,56.01900,184.05900,98.34000,151.35900,151.38600,0.37000,0.37000,0.52400,1.10090,19.21130,19.21130,12.05800,10.94370,0.07880,2.26970,2.05610,0.94210,0.97870,19.63640,0.7994,-0.4099
2015-06-30,507.06600,304.42800,202.63800,12.68500,-0.79700,94.06400,108.57400,-35.82600,72.74800,0.64000,72.10800,11.01500,83.14600,77.98000,190.61400,108.57400,150.26000,150.29200,0.52000,0.52000,0.51060,1.04350,21.41220,21.41220,14.34690,15.37870,0.07920,3.04620,2.76270,1.29890,1.35190,19.86760,1.0406,-0.8732
2015-03-31,435.51200,257.65800,177.85400,21.30400,-0.33800,100.61100,77.24300,-35.44300,41.80000,0.29100,41.50900,,41.58100,36.41500,157.67000,77.24300,149.79200,150.90600,0.24000,0.24000,0.49480,0.97950,17.73610,17.73610,9.59790,8.36140,0.07220,1.54530,1.39960,0.68930,0.70700,19.81250,0.63650,0.10300
2014-12-31,430.53300,254.18290,176.35000,4.46800,-0.00200,83.64890,92.70110,-35.37100,57.33000,0.83500,56.49500,,56.52300,51.35700,173.33710,92.70120,149.65200,149.81700,0.34000,0.34000,0.48700,0.94930,21.53170,21.53170,13.31610,11.92870,0.07200,2.08570,1.89030,0.94480,0.96970,19.94500,0.9052,0.4655
2014-09-30,459.63900,279.56000,180.07900,16.79800,-0.01400,96.46100,83.61800,-34.42000,49.19800,0.03900,49.15900,,49.19700,44.03100,164.62900,83.61800,149.66500,150.00700,0.29000,0.29000,0.48570,0.94440,18.19210,18.19210,10.70360,9.57950,0.07670,1.80750,1.63880,0.82120,0.84280,20.02820,0.7275,-0.0912
2014-06-30,451.90000,270.77800,181.12200,13.16600,-0.16200,92.09100,89.03100,-34.91600,54.11500,0.45500,53.66000,0.13000,53.91500,48.74900,169.14700,89.03100,149.61000,149.78900,0.33000,0.33000,0.48020,0.92370,19.70150,19.70150,11.97500,10.78760,0.07550,1.96430,1.78240,0.90020,0.92660,20.19550,0.9212,0.5529
2014-03-31,394.25000,230.61700,163.63300,11.46500,-0.06100,89.81300,73.82000,-35.55700,38.26300,0.61600,37.64700,,37.55000,32.38400,153.42600,73.82000,149.57300,149.69100,0.22000,0.22000,0.47480,0.90420,18.72420,18.72420,9.70530,8.21410,0.06640,1.35790,1.23300,0.63260,0.64750,20.33980,0.52820,0.28370
2013-12-31,384.79190,224.52700,160.26490,12.93100,-0.09300,90.42110,69.84380,-37.74200,32.10200,-0.53500,32.63700,,32.75200,27.58600,148.82490,69.84390,137.42100,137.51400,0.19000,0.19000,0.46690,0.87600,18.15110,18.15110,8.34270,7.16910,0.06450,1.16690,1.06100,0.54880,0.56560,20.63320,0.9464,0.1483
2013-09-30,412.27500,249.86200,162.41300,13.09400,-6.92700,96.06900,66.34400,-37.96800,28.37600,0.87300,27.50300,,27.56700,16.74100,143.97600,66.34400,139.76400,139.76400,0.12000,0.12000,0.50320,1.01300,16.09220,16.09220,6.88280,4.06060,0.06990,1.06880,0.96410,0.46710,0.47890,20.44880,0.6675,-1.4721
2013-06-30,412.32200,248.54300,163.77900,11.91800,-3.98500,89.50100,74.27800,-34.95400,39.32400,-5.95000,45.27400,0.00000,45.35300,37.25600,149.40000,74.27800,139.74300,139.74300,0.27000,0.27000,0.47590,0.90790,18.01460,18.01460,9.53720,9.03570,0.06830,1.72160,1.47430,0.75090,0.77270,22.01330,0.8458,0.4257
2013-03-31,354.46600,206.64900,147.81700,12.14400,-0.27600,84.70000,63.11700,-35.16900,27.94800,0.51800,27.43000,,27.50600,19.40900,136.90900,63.11700,125.42600,125.42600,0.15000,0.15000,0.43760,0.77810,17.80620,17.80620,7.88450,5.47560,0.06260,1.03440,0.88700,0.48600,0.49890,22.19160,0.38430,-0.00930
2012-12-31,322.31110,173.13310,149.17800,11.69900,-10.18300,90.50690,58.67110,-45.25400,13.41700,-2.29600,15.71300,,26.63100,18.53400,128.82710,58.67110,123.46300,123.48700,0.15000,0.15000,0.49900,0.99580,18.20330,18.20330,4.16280,5.75030,0.05720,1.16200,0.97410,0.47260,0.48810,22.11150,0.8052,-2.7252
2012-09-30,330.06800,184.56600,145.50200,10.33600,-0.08400,76.98600,68.51600,-24.02100,44.49500,-0.16300,44.65800,,44.65800,29.48000,136.77600,68.51600,123.57700,123.57700,0.24000,0.24000,0.46400,0.86550,20.75810,20.75810,13.48060,8.93150,0.06140,1.91420,1.60930,0.83120,0.86260,22.44470,0.6814,1.4945
2012-06-30,343.18300,193.21900,149.96400,11.47500,-0.50400,76.25600,73.70800,-32.58700,41.12100,3.43500,37.68600,,37.68600,26.96400,139.36100,73.70800,123.56000,123.56000,0.22000,0.22000,0.42730,0.74610,21.47780,21.47780,11.98220,7.85700,0.06400,1.59890,1.28010,0.70270,0.73320,23.82520,0.9662,0.476
2012-03-31,301.42000,150.02100,151.39900,10.52200,-1.94900,73.83400,77.56500,-33.98100,43.58400,0.63600,42.94800,,42.94800,28.81600,140.50600,77.56500,123.52300,123.52300,0.23000,0.23000,0.43560,0.77190,25.73320,25.73320,14.45960,9.56010,0.05500,1.79810,1.44340,0.78400,0.81460,24.08260,0.49410,-1.13070
2011-12-31,295.85110,145.77100,150.08010,10.21700,-10.15600,77.66500,72.41510,-34.02200,38.39300,0.31400,38.07900,,38.21800,30.74800,131.38910,72.41500,123.47000,123.47000,0.25000,0.25000,0.43050,0.75580,24.47690,24.47680,12.97710,10.39310,0.05760,1.58640,1.36530,0.74450,0.77760,22.66240,0.8614,0.6693
2011-09-30,318.68900,168.27800,150.41100,11.29200,-0.38700,68.78500,81.62600,-33.47400,48.15200,0.62100,47.53100,,47.53100,40.06100,140.34600,81.62600,123.46500,123.46500,0.32000,0.32000,0.42440,0.73730,25.61310,25.61310,15.10940,12.57060,0.06240,1.95430,1.68410,0.93000,0.96940,22.84860,0.6628,0.6397
2011-06-30,313.80900,152.81400,160.99500,10.19000,-8.02600,75.84600,85.14900,-33.27100,51.87800,0.23500,51.64300,,51.64300,44.17300,144.28700,85.14900,123.45000,123.45000,0.36000,0.36000,0.42710,0.74550,27.13400,27.13400,16.53170,14.07640,0.06100,2.10670,1.81740,1.00330,1.04120,23.01690,0.8942,0.6037
2011-03-31,281.98400,129.75300,152.23100,9.26400,0.00000,65.57800,86.65300,-33.27300,53.38000,0.33200,53.04800,,53.04800,45.57800,144.46800,86.65300,123.44400,123.44400,0.37000,0.37000,0.42780,0.74770,30.72980,30.72980,18.93020,16.16330,0.05460,2.15120,1.85730,1.02630,1.06270,23.13700,0.45760,0.45760
2010-12-31,267.79100,113.53700,154.25400,9.56600,,232.07610,-77.82210,-16.90000,-94.72200,-1.76600,-92.95600,,-92.95600,-100.42600,-17.49900,-77.82200,123.40300,123.40300,-0.82000,-0.82000,0.42470,0.73810,-29.06070,-29.06070,-35.37160,-37.50160,0.05160,-3.76320,-3.24990,-1.79030,-1.86980,23.17040,0.8275,0.77
2010-09-30,281.19800,128.60100,152.59700,10.08200,0.00000,68.07900,84.51800,-33.40800,51.11000,0.87800,50.23200,,50.23200,42.76200,144.00400,84.51800,123.39900,123.39900,0.35000,0.35000,0.40930,0.69290,30.05640,30.05640,18.17580,15.20710,0.05280,1.91320,1.66570,0.94240,0.98390,24.42990,0.5819,0.5819
2010-06-30,282.39100,130.05700,152.33400,9.73100,,70.45700,81.87700,-58.08200,23.79500,0.58500,23.21000,,23.21000,15.74000,144.33800,81.87700,123.38900,123.38900,0.13000,0.13000,0.40430,0.67870,28.99420,28.99420,8.42630,5.57380,0.05300,0.88050,0.76700,0.43560,0.45690,24.52400,0.8791,0.8791
2010-03-31,254.10800,105.40000,148.70800,9.58200,,70.11900,78.58900,-36.78300,41.80600,0.94100,40.86500,,40.86500,33.39500,141.53100,78.58900,123.38000,123.38000,0.27000,0.27000,0.41700,0.71530,30.92740,30.92740,16.45210,13.14210,0.04620,1.52580,1.33180,0.74300,0.77640,24.86990,0.47840,0.47840
2009-12-31,251.20700,106.25200,144.95500,9.44000,,71.06400,73.89100,-36.84700,37.04400,4.07200,32.97200,,32.97200,25.50200,137.90100,73.89100,107.98400,107.98400,0.14000,0.14000,0.41500,0.70940,29.41440,29.41440,14.74640,10.15180,0.04530,1.22040,1.06640,0.59430,0.62380,25.06020,1.0443,1.099
2009-09-30,264.42300,120.36400,144.05900,10.37800,,71.68900,72.37000,-23.72900,48.64100,0.37500,48.26600,,48.26600,40.79600,136.03500,72.37000,118.78000,118.78000,0.34000,0.34000,0.41680,0.71450,27.36900,27.36900,18.39520,15.42830,0.04790,1.80250,1.57320,0.87430,0.91760,24.86570,0.2784,0.2237
2009-06-30,267.06000,122.79900,144.26100,10.10900,,71.19400,73.06700,-21.67100,51.39600,0.37600,51.02000,,51.02000,43.55000,137.09100,73.06700,95.34400,95.34400,0.46000,0.46000,0.45670,0.84050,27.35980,27.35980,19.24510,16.30720,0.04840,2.07780,1.79290,0.92470,0.97420,25.52090,1.0495,1.0816
2009-03-31,254.34300,111.45400,142.88900,9.59900,,71.44700,71.44200,-9.98600,61.45600,0.37300,61.08300,,61.08300,53.61300,136.65700,71.44200,93.99200,93.99200,0.57000,0.57000,0.50630,1.02560,28.08880,28.08880,24.16270,21.07900,0.04580,2.75300,2.34130,1.09960,1.15580,27.75660,0.59230,0.56020
