Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-03-31,2092.00000,552.00000,1540.00000,49.00000,391.00000,-138.00000,920.00000,620.00000,620.00000,170.00000,450.00000,450.00000,,388.00000,962.00000,620.00000,378.00000,379.00000,1.02000,1.02000,1.75260,1.03090,-33.39080,73.61380,29.63670,29.63670,29.63670,18.54680,0.15940,,1.95330,46.07550,-172.41380,-172.41380,3.42800,5.32420,-0.69050,1.77040,1.10290
2020-12-31,1289.00000,218.00000,1071.00000,87.00000,378.00000,-136.00000,1001.00000,70.00000,70.00000,15.00000,55.00000,55.00000,,10.00000,460.00000,70.00000,378.00000,378.00000,0.03000,0.04000,1.41130,1.07940,-13.60000,83.08770,5.43060,5.43060,5.43060,0.77580,0.10110,,1.41960,63.39800,-8.52710,-8.52710,0.43150,0.67690,-1.70870,1.3175,0.5212
2020-09-30,1144.00000,138.00000,1006.00000,58.00000,345.00000,-126.00000,934.00000,72.00000,72.00000,31.00000,41.00000,41.00000,,-4.00000,470.00000,72.00000,378.00000,378.00000,-0.01000,-0.02000,1.24390,1.07850,-14.02510,87.93710,6.29370,6.29370,6.29370,-0.34970,0.08890,,1.27250,70.72550,-6.43640,-6.43640,0.31840,0.50540,-1.68760,0.8042,0.1878
2020-06-30,596.00000,118.00000,478.00000,72.00000,381.00000,-13.00000,894.00000,-416.00000,-416.00000,-38.00000,-378.00000,-378.00000,,-386.00000,2.00000,-416.00000,378.00000,378.00000,-1.02000,-1.02000,0.96960,1.08060,-13.86320,80.20130,-69.79870,-69.79870,-69.79870,-64.76510,0.04580,,0.68430,131.52680,59.43400,59.43400,-2.90790,-4.79270,-1.68500,0.2223,-0.664
2020-03-31,1279.00000,157.00000,1122.00000,57.00000,436.00000,-4602.00000,5688.00000,-4566.00000,-4566.00000,56.00000,-4622.00000,-4622.00000,,-4480.00000,-4000.00000,-4566.00000,378.00000,378.00000,-11.86000,-11.86000,0.94220,1.02810,-38.94740,87.72480,-356.99770,-356.99770,-356.99770,-350.27370,0.09550,,1.52630,58.96800,2027.19300,2027.19300,-34.51570,-57.00540,-0.60410,1.32800,0.25660
2019-12-31,1778.00000,158.00000,1620.00000,585.00000,492.00000,-2824.00000,4655.00000,-3035.00000,-3035.00000,212.00000,-3247.00000,-3247.00000,,-2976.00000,-2314.00000,-3035.00000,377.00000,377.00000,-7.90000,-7.90000,1.05710,0.65710,1.91850,91.11360,-170.69740,-170.69740,-170.69740,-167.37910,0.09820,,1.67420,53.75700,-72.72120,-72.72120,-17.93230,-24.93860,11.87300,2.0637,0.7772
2019-09-30,1500.00000,89.00000,1411.00000,56.00000,492.00000,-131.00000,1397.00000,14.00000,14.00000,131.00000,-117.00000,-117.00000,,-170.00000,725.00000,14.00000,377.00000,377.00000,-0.45000,-0.45000,1.02600,0.51610,1.06910,94.06670,0.93330,0.93330,0.93330,-11.33330,0.07010,,1.40190,64.20000,-1.48700,-1.48700,-0.54660,-0.71950,20.92430,1.6843,0.7852
2019-06-30,1618.00000,91.00000,1527.00000,95.00000,537.00000,-439.00000,1679.00000,-152.00000,-152.00000,164.00000,-316.00000,-316.00000,,-360.00000,450.00000,-152.00000,377.00000,377.00000,-0.96000,-0.96000,1.23390,0.50010,1.02180,94.37580,-9.39430,-9.39430,-9.39430,-22.24970,0.07420,0.20090,1.47360,61.07540,-3.87540,-3.87540,-1.44910,-1.93730,21.68870,2.2664,0.7737
2019-03-31,1657.00000,110.00000,1547.00000,69.00000,539.00000,-124.00000,1382.00000,165.00000,165.00000,167.00000,-2.00000,-2.00000,,-47.00000,811.00000,165.00000,376.00000,376.00000,-0.12000,-0.12000,1.05480,0.48460,0.97960,93.36150,9.95780,9.95780,9.95780,-2.83650,0.07620,0.25110,1.39830,64.36330,-0.02320,-0.02320,-0.00920,-0.01200,22.90180,1.59040,-0.68090
2018-12-31,2105.00000,428.00000,1677.00000,252.00000,506.00000,-621.00000,2021.00000,-344.00000,-344.00000,6.00000,-350.00000,-350.00000,,-381.00000,290.00000,-344.00000,382.00000,384.00000,-0.99000,-0.99000,1.22080,0.47870,0.93550,79.66750,-16.34200,-16.34200,-16.34200,-18.09980,0.09750,,1.76300,51.04990,-3.97190,-3.97190,-1.62170,-2.07040,23.51770,2.7346,0.1611
2018-09-30,1983.00000,92.00000,1891.00000,99.00000,539.00000,-229.00000,1485.00000,406.00000,406.00000,245.00000,161.00000,161.00000,,81.00000,1016.00000,406.00000,383.00000,385.00000,0.21000,0.21000,1.26190,0.47370,0.91690,95.36060,20.47400,20.47400,20.47400,4.08470,0.09070,0.25410,1.36100,66.12710,1.79970,1.79970,0.73620,0.94710,23.44540,2.613,0.2649
2018-06-30,1929.00000,82.00000,1847.00000,76.00000,522.00000,-121.00000,1339.00000,508.00000,508.00000,239.00000,269.00000,269.00000,,195.00000,1116.00000,508.00000,382.00000,385.00000,0.51000,0.51000,1.35770,0.46880,0.92680,95.74910,26.33490,26.33490,26.33490,10.10890,0.08800,0.22710,1.33400,67.46500,2.99060,2.99060,1.22780,1.58870,23.51890,2.8867,0.2615
2018-03-31,1747.00000,86.00000,1661.00000,76.00000,518.00000,-126.00000,1273.00000,388.00000,388.00000,182.00000,206.00000,206.00000,,145.00000,941.00000,388.00000,382.00000,384.00000,0.38000,0.38000,1.38900,0.47220,0.93990,95.07730,22.20950,22.20950,22.20950,8.29990,0.08020,0.22280,1.23990,72.58730,2.32270,2.32270,0.94530,1.22580,23.20840,1.60160,-0.65890
2017-12-31,1586.00000,46.00000,1540.00000,118.00000,445.00000,-124.00000,1262.00000,278.00000,278.00000,-240.00000,518.00000,518.00000,,456.00000,851.00000,278.00000,381.00000,383.00000,1.20000,1.19000,1.45280,0.47440,0.96510,97.09960,17.52840,17.52840,17.52840,28.75160,0.07230,0.12500,1.17920,76.32410,5.89240,5.89240,2.36290,3.09720,23.07620,1.7441,-0.2088
2017-09-30,1575.00000,44.00000,1531.00000,231.00000,497.00000,-131.00000,1438.00000,93.00000,93.00000,-12.00000,105.00000,105.00000,,63.00000,652.00000,93.00000,381.00000,383.00000,0.16000,0.16000,1.52900,0.48640,1.01270,97.20630,5.90480,5.90480,5.90480,4.00000,0.07210,0.11110,1.37550,65.42860,1.25340,1.25340,0.48090,0.64380,21.99050,1.4465,0.107
2017-06-30,1384.00000,48.00000,1336.00000,108.00000,507.00000,-136.00000,1327.00000,9.00000,9.00000,-604.00000,613.00000,613.00000,,572.00000,581.00000,9.00000,381.00000,383.00000,1.50000,1.50000,1.61750,0.50190,1.00770,96.53180,0.65030,0.65030,0.65030,41.32950,0.06120,0.11540,1.36350,66.00430,7.41680,7.41680,2.71210,3.69410,21.69700,1.9608,0.2533
2017-03-31,1878.00000,57.00000,1821.00000,92.00000,481.00000,-144.00000,1283.00000,538.00000,538.00000,271.00000,267.00000,267.00000,,213.00000,1114.00000,538.00000,380.00000,383.00000,0.56000,0.56000,1.80510,0.51560,1.06440,96.96490,28.64750,28.64750,28.64750,11.34190,0.08310,0.12560,1.60380,56.11820,3.41300,3.41300,1.18090,1.65330,20.56330,1.18800,0.96080
2016-12-31,1451.00000,45.00000,1406.00000,126.00000,528.00000,-240.00000,1520.00000,-114.00000,-114.00000,29.00000,-143.00000,-143.00000,,-182.00000,509.00000,-114.00000,379.00000,379.00000,-0.48000,-0.48000,1.75850,0.52670,1.11260,96.89870,-7.85670,-7.85670,-7.85670,-12.54310,0.06440,0.09450,1.28630,69.96550,-1.86220,-1.86220,-0.63500,-0.88150,20.23770,2.1116,1.0306
2016-09-30,1438.00000,51.00000,1387.00000,161.00000,493.00000,-978.00000,2292.00000,-905.00000,-905.00000,-379.00000,-526.00000,-526.00000,-33.00000,-607.00000,-257.00000,-905.00000,380.00000,380.00000,-1.60000,-1.60000,2.00980,0.52320,1.09710,96.45340,-62.93460,-62.93460,-62.93460,-42.21140,0.06210,0.09940,1.35150,66.59250,-6.61720,-6.61720,-2.27220,-3.15540,20.94990,1.7063,0.6238
2016-06-30,1382.00000,52.00000,1330.00000,91.00000,527.00000,-315.00000,1611.00000,-281.00000,-281.00000,-81.00000,-200.00000,-200.00000,,-244.00000,388.00000,-281.00000,379.00000,379.00000,-0.65000,-0.65000,2.09680,0.50070,1.00260,96.23730,-20.33290,-20.33290,-20.33290,-17.65560,0.05680,0.09810,1.36020,66.16500,-2.29990,-2.29990,-0.82150,-1.14840,22.92290,1.9614,0.8307
2016-03-31,1083.00000,52.00000,1031.00000,95.00000,482.00000,-143.00000,1413.00000,-382.00000,-382.00000,-11.00000,-371.00000,-371.00000,,-372.00000,296.00000,-382.00000,378.00000,378.00000,-0.98000,-0.98000,2.01630,0.71040,2.45300,95.19850,-35.27240,-35.27240,-35.27240,-34.34900,0.06130,0.09510,0.96700,93.07480,-10.43890,-10.43890,-2.09850,-3.02310,9.38890,0.63230,-0.86240
2015-12-31,1487.00000,48.00000,1439.00000,2323.00000,1084.00000,-4777.00000,1528.00000,-89.00000,-89.00000,1530.00000,-1619.00000,-1619.00000,521.00000,-698.00000,719.00000,-89.00000,378.00000,378.00000,-1.83000,-1.83000,2.03800,0.47870,0.91840,96.77200,-5.98520,-5.98520,-5.98520,-46.94020,0.05830,0.08420,1.18680,75.83730,-17.06010,-17.06010,-6.34900,-8.89270,25.10360,0.4604,-1.5476
2015-09-30,1526.00000,58.00000,1468.00000,223.00000,643.00000,-4100.00000,5838.00000,-4370.00000,-4370.00000,-251.00000,-4119.00000,-4119.00000,-17.00000,-4143.00000,-3498.00000,-4370.00000,378.00000,378.00000,-10.95000,-10.95000,1.88230,0.42300,0.73310,96.19920,-286.36960,-286.36960,-286.36960,-271.49410,0.05490,0.08700,1.14560,78.55830,-34.40530,-34.40530,-14.81020,-19.85160,31.67040,1.8809,-0.4868
2015-06-30,2246.00000,49.00000,2197.00000,225.00000,633.00000,-665.00000,2383.00000,-186.00000,-186.00000,731.00000,-917.00000,-917.00000,120.00000,-860.00000,-6868.00000,-186.00000,378.00000,378.00000,-2.28000,-2.28000,2.30510,0.35270,0.54500,97.81830,-8.28140,-8.28140,-8.28140,-38.29030,0.06360,0.07790,1.41350,63.67320,-5.16470,-5.16470,-2.59690,-3.34290,46.97240,2.9902,0.0794
2015-03-31,1630.00000,56.00000,1574.00000,,156.00000,-586.00000,9098.00000,-7524.00000,-7524.00000,-3020.00000,-4504.00000,-4504.00000,-132.00000,-4651.00000,778.00000,-7524.00000,377.00000,377.00000,-12.34000,-12.34000,1.07520,0.29250,0.52440,96.56440,-461.59510,-461.59510,-461.59510,-285.33740,0.03350,0.08410,0.92250,97.56440,-19.24380,-19.31560,-9.25800,-13.61550,62.09570,1.72410,-3.00000
2014-12-31,1067.00000,70.00000,997.00000,,714.00000,-7409.00000,9850.00000,-8853.00000,-8853.00000,-2218.00000,-6635.00000,-6635.00000,-1090.00000,-7771.00000,-9520.00000,-8853.00000,384.00000,384.00000,-20.17000,-20.17000,1.75080,0.28550,0.39970,93.43960,-829.70940,-829.70940,-829.70940,-728.30360,0.01910,0.09890,0.52720,170.72160,-23.58110,-23.58110,-11.85840,-16.84780,74.73210,3.5875,-8.074
2014-09-30,3441.00000,67.00000,3374.00000,,823.00000,-99.00000,3691.00000,-317.00000,-317.00000,768.00000,-1085.00000,-1085.00000,-156.00000,-1330.00000,2418.00000,-317.00000,381.00000,381.00000,-3.50000,-3.50000,1.02760,0.24840,0.33110,98.05290,-9.21240,-9.21240,-9.21240,-38.65160,0.05640,0.09400,1.50460,59.81690,-3.28930,-3.43170,-1.77900,-2.47220,87.53830,5.1649,-2.5483
2014-06-30,3289.00000,66.00000,3223.00000,,850.00000,-90.00000,2312.00000,911.00000,911.00000,354.00000,557.00000,557.00000,56.00000,505.00000,2163.00000,911.00000,385.00000,387.00000,1.31000,1.31000,1.12170,0.21710,0.27730,97.99330,27.69840,27.69840,27.69840,15.35420,0.05380,0.08310,1.36640,65.86500,1.59640,1.66150,0.91060,1.24980,91.26120,6.1786,5.0584
2014-03-31,3675.00000,70.00000,3605.00000,,881.00000,-71.00000,2176.00000,1429.00000,1429.00000,578.00000,851.00000,851.00000,-517.00000,236.00000,2635.00000,1429.00000,394.00000,396.00000,0.60000,0.60000,1.25410,0.21570,0.27500,98.09520,38.88440,38.88440,38.88440,6.42180,0.06010,0.09630,1.48250,60.71020,2.41920,2.51720,1.39230,1.89740,90.18200,5.79040,-1.04290
2013-12-31,2324.00000,57.00000,2267.00000,,695.00000,-91.00000,2028.00000,239.00000,239.00000,509.00000,-270.00000,-270.00000,500.00000,174.00000,1448.00000,239.00000,395.00000,406.00000,0.41000,0.45000,1.35450,0.21460,0.27480,97.54730,10.28400,10.28400,10.28400,7.48710,0.03770,0.06400,0.78730,114.32010,-0.76290,-0.79360,-0.43800,-0.59910,89.42750,5.875,3.4235
2013-09-30,3900.00000,81.00000,3819.00000,,1068.00000,-115.00000,3178.00000,641.00000,641.00000,206.00000,435.00000,435.00000,-129.00000,300.00000,2636.00000,641.00000,399.00000,401.00000,0.75000,0.75000,1.33010,0.24790,0.33130,97.92310,16.43590,16.43590,16.43590,7.69230,0.06470,0.09110,1.26380,71.21540,1.31890,1.37610,0.72210,0.99200,81.65230,5.1628,-1.5855
2013-06-30,4268.00000,77.00000,4191.00000,,1077.00000,-116.00000,2543.00000,1648.00000,1648.00000,611.00000,1037.00000,1037.00000,-2.00000,1016.00000,2998.00000,1648.00000,392.00000,408.00000,2.59000,2.54000,0.92250,0.27320,0.39040,98.19590,38.61290,38.61290,38.61290,23.80510,0.06740,0.07910,1.46470,61.44800,3.29270,3.30760,1.63690,2.30350,84.03340,6.7623,-0.0417
2013-03-31,3946.00000,73.00000,3873.00000,,1063.00000,-118.00000,2493.00000,1380.00000,1380.00000,602.00000,778.00000,778.00000,-61.00000,698.00000,2692.00000,1380.00000,392.00000,408.00000,1.78000,1.76000,0.87160,0.26420,0.39010,98.15000,34.97210,34.97210,34.97210,17.68880,0.06390,0.08250,1.27040,70.84140,2.52930,2.54100,1.25910,1.78970,81.63200,6.42400,-0.35290
2012-12-31,3877.00000,60.00000,3817.00000,,928.00000,-103.00000,2213.00000,1604.00000,1604.00000,950.00000,654.00000,654.00000,,649.00000,2784.00000,1604.00000,389.00000,391.00000,1.65000,1.65000,0.89630,0.26600,0.39400,98.45240,41.37220,41.37220,41.37220,16.73980,0.06380,0.06610,1.25630,71.63790,2.17250,2.17700,1.07680,1.53210,79.99930,5.4084,-1.0503
2012-09-30,4179.00000,86.00000,4093.00000,,1092.00000,-100.00000,3228.00000,865.00000,865.00000,685.00000,180.00000,180.00000,,161.00000,2894.00000,865.00000,391.00000,393.00000,0.41000,0.41000,0.93580,0.25780,0.37880,97.94210,20.69870,20.69870,20.69870,3.85260,0.07110,0.11110,1.40420,64.09190,0.61040,0.60810,0.30610,0.43500,78.49760,4.0359,-2.8769
2012-06-30,3972.00000,72.00000,3900.00000,,1039.00000,-102.00000,3089.00000,811.00000,811.00000,455.00000,356.00000,356.00000,,337.00000,2743.00000,811.00000,389.00000,390.00000,0.87000,0.86000,0.90590,0.23970,0.33380,98.18730,20.41790,20.41790,20.41790,8.48440,0.06940,0.09660,1.51310,59.47890,1.20900,1.20440,0.62220,0.88240,78.40790,7.275,1.4407
2012-03-31,4536.00000,77.00000,4459.00000,,1058.00000,-95.00000,2899.00000,1560.00000,1560.00000,763.00000,797.00000,797.00000,,778.00000,3300.00000,1560.00000,385.00000,399.00000,2.02000,2.00000,1.05450,0.20030,0.26500,98.30250,34.39150,34.39150,34.39150,17.15170,0.08520,0.12690,1.43410,62.75790,2.79770,2.78660,1.49710,2.14480,77.28520,5.03010,0.10030
2011-12-31,4297.00000,75.00000,4222.00000,,1027.00000,-75.00000,2281.00000,1941.00000,1941.00000,752.00000,1189.00000,1189.00000,,1170.00000,3115.00000,1941.00000,384.00000,400.00000,3.05000,2.94000,0.96780,0.18960,0.24890,98.25460,45.17110,45.17110,45.17110,27.22830,0.08260,0.11450,1.39560,64.48920,4.28220,4.26490,2.28430,3.32330,75.47940,6.955,2.885
2011-09-30,4328.00000,72.00000,4256.00000,,1017.00000,-76.00000,2162.00000,2094.00000,2094.00000,1092.00000,1002.00000,1002.00000,,983.00000,3159.00000,2094.00000,384.00000,400.00000,2.56000,2.50000,1.13720,0.19560,0.25810,98.33640,48.38260,48.38260,48.38260,22.71260,0.09120,0.12720,1.69060,53.23480,3.75620,3.72890,2.11030,2.88860,72.65880,6.0283,1.6371
2011-06-30,4338.00000,73.00000,4265.00000,,1020.00000,-79.00000,2134.00000,2131.00000,2131.00000,872.00000,1259.00000,1259.00000,,1240.00000,3160.00000,2131.00000,384.00000,397.00000,3.23000,3.17000,1.09280,0.21730,0.29440,98.31720,49.12400,49.12400,49.12400,28.58460,0.09320,0.11530,1.73870,51.76350,4.94890,4.91130,2.70580,3.69520,69.47520,6.9143,3.0076
2011-03-31,3925.00000,76.00000,3849.00000,,899.00000,-82.00000,1922.00000,1927.00000,1927.00000,793.00000,1134.00000,1134.00000,,1115.00000,2863.00000,1927.00000,383.00000,397.00000,2.91000,2.86000,1.01110,0.24390,0.32380,98.06370,49.09550,49.09550,49.09550,28.40760,0.08750,0.12820,1.57630,57.09550,4.73070,4.69250,2.52750,3.40250,65.72630,4.98490,0.71280
2010-12-31,3434.00000,52.00000,3382.00000,,927.00000,-92.00000,2114.00000,1268.00000,1268.00000,579.00000,689.00000,689.00000,,670.00000,2196.00000,1268.00000,352.00000,359.00000,1.75000,1.73000,0.98750,0.24930,0.33400,98.48570,36.92490,36.92490,36.92490,19.51080,0.07910,0.09220,1.60920,55.92900,2.97620,2.95140,1.58660,2.12180,63.74870,5.6564,1.1259
2010-09-30,3013.00000,43.00000,2970.00000,,754.00000,-84.00000,1633.00000,1337.00000,1337.00000,559.00000,778.00000,778.00000,,765.00000,2124.00000,1337.00000,357.00000,367.00000,2.14000,2.12000,1.68220,0.22530,0.29690,98.57290,44.37440,44.37440,44.37440,25.39000,0.08160,0.08130,1.71500,52.47880,3.75510,3.57600,2.10680,2.74660,60.21920,3.9787,1.2237
2010-06-30,2972.00000,43.00000,2929.00000,,717.00000,-81.00000,1535.00000,1394.00000,1394.00000,534.00000,860.00000,860.00000,,860.00000,2123.00000,1394.00000,338.00000,339.00000,2.55000,2.53000,2.04600,0.21690,0.28360,98.55320,46.90440,46.90440,46.90440,28.93670,0.09770,0.08450,1.80350,49.90430,4.86540,4.91810,2.82590,3.81000,52.32630,5.6962,2.4395
2010-03-31,2673.00000,40.00000,2633.00000,,704.00000,-83.00000,1426.00000,1207.00000,1207.00000,502.00000,705.00000,705.00000,,705.00000,1846.00000,1207.00000,337.00000,339.00000,2.09000,2.08000,2.24850,0.22800,0.30220,98.50360,45.15530,45.15530,45.15530,26.37490,0.09150,0.08040,1.47020,61.21680,4.20680,4.25490,2.41210,3.24750,49.70990,3.40410,0.23600
2009-12-31,2555.36600,39.95000,2515.41700,,692.04900,-86.30010,1393.31400,1122.10200,1122.10200,536.89810,585.20390,585.20390,,582.46400,1737.06700,1122.10200,336.00000,336.00000,1.75000,1.77000,1.91640,0.23880,0.32110,98.43660,43.91160,43.91160,43.91160,22.79380,0.09070,0.07500,1.65290,54.45010,3.70880,3.75370,2.07620,2.82310,46.90030,4.644,2.6159
2009-09-30,2332.43100,36.23200,2296.19900,,711.95800,-87.73700,1425.59300,870.60600,870.60600,428.59000,442.01600,442.01600,,440.59600,1496.50400,870.60600,336.00000,338.00000,1.31000,1.30000,2.02310,0.24600,0.32890,98.44660,37.32610,37.32610,37.32610,18.89000,0.08570,0.06720,1.46610,61.38750,2.89710,2.91450,1.62350,2.17040,45.67670,3.8718,1.8712
2009-06-30,2093.37800,33.47900,2059.89900,,612.11900,-87.63800,1273.11600,786.78300,786.78300,342.06300,444.72000,444.72000,,443.30000,1360.14200,786.78300,336.00000,337.00000,1.32000,1.31000,1.92720,0.24880,0.33210,98.40070,37.58440,37.58440,37.58440,21.17630,0.07930,0.05860,1.36230,66.06470,2.99270,3.01110,1.68440,2.23330,44.55350,2.4346,-1.1766
2009-03-31,1633.82500,33.33900,1600.48600,,569.87400,-85.32500,4053.97700,-2453.49100,-2453.49100,-696.55100,-1756.94000,-1756.94000,,-1758.36000,945.28710,-2453.49100,335.10400,335.10400,-5.25000,-5.25000,1.86730,0.24930,0.33320,97.95950,-150.16850,-150.16850,-150.16850,-107.62230,0.06210,0.06380,1.26550,71.11990,-11.99870,-12.07360,-6.68220,-8.94780,43.97900,1.62100,-1.53970
