Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,66.35700,21.99700,44.36000,14.98200,21.32600,36.30800,8.05200,1.01000,9.06200,0.45400,8.60800,,8.60800,8.60800,9.15400,8.05200,32.23000,33.08200,0.27000,0.26000,1.44360,,,66.85050,12.13440,12.13440,13.65640,12.97230,0.20670,0.86780,1.10040,81.78490,,5.81880,2.68180,4.58690,,0.02840,0.01960
2021-12-31,66.09900,21.66200,44.43700,14.45200,20.71400,35.16600,9.27100,-0.97600,8.29500,1.04000,7.25500,,7.25500,7.25500,10.30500,9.27100,32.70300,33.84600,0.23000,0.23000,1.74640,,,67.22800,14.02590,14.02590,12.54940,10.97600,0.18920,0.90300,1.13660,79.18080,3.53040,4.38190,2.07660,3.53040,6.32340,0.1255,0.1187
2021-09-30,63.40800,19.28500,44.12300,14.17200,19.95300,34.12500,9.99800,0.10300,10.10100,1.83800,8.26300,,8.26300,8.26300,11.08600,9.99800,32.61800,33.84300,0.25000,0.24000,1.69280,,0.00150,69.58590,15.76770,15.76770,15.93020,13.03150,0.18110,0.80890,1.31080,68.65820,,4.95020,2.36030,4.06040,,0.3879,0.3723
2021-06-30,60.57500,18.51500,42.06000,12.72500,19.20300,31.92800,10.13200,-0.58200,9.55000,1.31000,8.24000,,8.24000,8.24000,11.34300,10.13200,32.74500,33.97200,0.25000,0.24000,2.03550,,0.00280,69.43460,16.72640,16.72640,15.76560,13.60300,0.17050,0.74560,1.39310,64.60240,,4.73420,2.31960,3.91080,6.43770,0.5035,0.4942
2021-03-31,58.83800,18.56700,40.27100,12.04700,18.10100,30.14800,10.12300,1.57800,11.70100,1.70800,9.99300,,9.99300,9.99300,10.81100,10.12300,32.89500,34.08900,0.30000,0.29000,1.95860,,0.00440,68.44390,17.20490,17.20490,19.88680,16.98390,0.16860,0.66380,1.38470,64.99370,,5.92990,2.86310,4.86900,,0.38190,0.37890
2020-12-31,58.66600,16.80600,41.86000,12.52800,17.21400,29.74200,12.11800,-2.66100,9.45700,1.07600,8.38100,,8.38100,8.38100,12.83900,12.11800,31.44000,32.91600,0.26000,0.25000,2.14910,,0.00570,71.35310,20.65590,20.65590,16.12010,14.28600,0.16380,0.57570,1.35960,66.19520,3.99370,4.84270,2.34030,3.99370,6.35580,0.3388,0.3248
2020-09-30,56.56400,18.58500,37.97900,10.73800,16.01600,26.75400,11.22500,0.50400,11.72900,4.76500,6.96400,,6.96400,6.96400,11.82500,11.22500,32.67300,34.19800,0.21000,0.20000,2.45480,0.00150,0.00930,67.14340,19.84480,19.84480,20.73580,12.31170,0.16340,0.61290,1.41780,63.47920,,4.36390,2.01190,3.53940,,0.2838,0.2713
2020-06-30,53.52200,17.82400,35.69800,11.22400,15.63000,26.85400,8.84400,-0.85200,7.99200,1.35300,6.63900,,6.63900,6.63900,9.39500,8.84400,30.49300,32.06200,0.22000,0.21000,2.73290,0.00310,0.01270,66.69780,16.52400,16.52400,14.93220,12.40430,0.15690,0.60480,1.42490,63.16410,,4.27670,1.94560,3.44360,,0.3278,0.319
2020-03-31,52.02200,17.74300,34.27900,11.58200,16.53400,28.11600,6.16300,1.30600,7.46900,2.20500,5.26400,,5.26400,5.26400,6.73100,6.16300,29.54000,31.04600,0.18000,0.17000,1.59960,0.00920,0.03140,65.89330,11.84690,11.84690,14.35740,10.11880,0.21460,0.65980,1.49180,60.32810,,8.81260,2.17160,5.38940,,0.21850,0.20730
2019-12-31,52.79700,50.73300,2.06400,10.94100,17.07400,28.01500,-25.95100,0.23100,-25.72000,-17.48700,-8.23300,,-8.23300,-8.23300,-25.42900,-25.95100,29.25190,30.79990,-0.27000,-0.27000,1.53000,0.01280,0.03970,3.90930,-49.15240,-49.15240,-48.71490,-15.59370,0.21610,1.79430,1.59380,56.46970,-8.90300,-14.87420,-3.36970,-8.78900,3.12740,0.0748,0.0663
2019-09-30,51.41200,19.06100,32.35100,10.59900,15.75600,26.35500,5.99600,-0.91300,5.08300,0.71600,4.36700,,4.36700,4.36700,6.53800,5.99600,29.15700,30.64200,0.15000,0.14000,1.78520,0.01820,0.04360,62.92500,11.66260,11.66260,9.88680,8.49410,0.23060,0.63170,1.75020,51.42280,,7.20250,1.95890,4.38200,,0.1337,0.1232
2019-06-30,49.49900,18.18500,31.31400,10.17900,15.25100,25.43000,5.88400,-0.28000,5.60400,0.81000,4.79400,,4.79400,4.79400,6.41300,5.88400,29.21400,30.74400,0.16000,0.16000,1.72680,0.02510,0.05190,63.26190,11.88710,11.88710,11.32140,9.68500,0.21990,0.60960,1.62810,55.27930,,8.31530,2.12990,4.92230,,0.2738,0.2659
2019-03-31,46.57900,17.35000,29.22900,9.48000,15.23200,24.71200,4.51700,-0.79900,3.71800,0.66900,3.04900,,3.04900,3.04900,5.04700,4.51700,29.21300,30.72900,0.10000,0.10000,1.72380,0.03090,0.05770,62.75150,9.69750,9.69750,7.98210,6.54590,0.20920,0.67960,1.39800,64.37710,,5.21250,1.36920,3.08180,,0.26990,0.23360
2018-12-31,45.77700,17.11800,28.65900,9.03500,14.49600,23.53100,5.12800,0.04200,5.17000,0.64000,4.53000,,4.53000,4.53000,5.85300,5.12800,28.92800,30.20000,0.17000,0.15000,2.07980,0.03750,0.06530,62.60570,11.20220,11.20220,11.29390,9.89580,0.25520,0.75680,1.62540,55.37190,4.79120,7.93720,2.52550,4.61140,3.25010,0.3857,0.3736
2018-09-30,44.51900,16.82700,27.69200,8.28300,14.42200,22.70500,4.98700,-0.03700,4.95000,0.81500,4.13500,,4.13500,4.13500,5.63100,4.98700,28.79700,30.27200,0.14000,0.14000,1.97120,0.04520,0.07470,62.20270,11.20200,11.20200,11.11890,9.28820,0.24960,0.76840,1.28300,70.14580,,7.70880,2.31800,4.32520,,0.1088,0.0972
2018-06-30,43.50200,16.40600,27.09600,8.71000,15.09900,23.80900,3.28700,-0.02000,3.26700,0.87300,2.39400,,2.39400,2.39400,3.93700,3.28700,28.60900,29.73300,0.08000,0.08000,1.99110,0.05220,0.08290,62.28680,7.55600,7.55600,7.51000,5.50320,0.25060,0.87970,1.40800,63.92190,,4.60140,1.37920,2.52500,,0.0795,0.068
2018-03-31,42.42500,15.26600,27.15900,8.63300,15.56900,24.20200,2.95700,0.24300,3.20000,0.76600,2.43400,,2.43400,2.43400,3.60000,2.95700,29.15900,30.34900,0.08000,0.08000,1.78880,0.05910,0.09100,64.01650,6.96990,6.96990,7.54270,5.73720,0.24450,0.87070,1.49730,60.10960,,4.69270,1.40260,2.54770,,0.27300,0.26380
2017-12-31,41.41800,15.29400,26.12400,8.12600,14.76100,22.88700,3.23700,-0.00400,3.23300,2.56100,0.67200,,0.67200,0.67200,3.91100,3.23700,31.10400,32.16800,0.03000,0.03000,1.70580,0.06320,0.09480,63.07400,7.81540,7.81540,7.80580,1.62250,0.24230,0.92340,1.54820,58.13120,0.72740,1.24080,0.39310,0.68140,3.13760,0.258,0.2416
2017-09-30,39.20800,14.60100,24.60700,7.68600,14.32700,22.01300,2.59400,0.09700,2.69100,1.64200,1.04900,,1.04900,1.04900,3.33900,2.59400,30.91800,31.95900,0.03000,0.03000,1.68890,0.06430,0.09400,62.76020,6.61600,6.61600,6.86340,2.67550,0.22130,0.88860,1.31550,68.41360,,1.71870,0.59210,0.98680,,0.1956,0.1829
2017-06-30,38.73600,14.93800,23.79800,7.38200,14.56300,21.94500,1.85300,-0.03400,1.81900,0.80500,1.01400,,1.01400,1.01400,2.62600,1.85300,31.59600,32.60800,0.03000,0.03000,1.72080,0.06650,0.09820,61.43640,4.78370,4.78370,4.69590,2.61770,0.21100,0.93700,1.15490,77.92750,,1.55160,0.55220,0.91030,,0.0727,0.0668
2017-03-31,37.37700,14.06100,23.31600,7.15400,14.19600,21.35000,1.96600,-0.06900,1.89700,0.60200,1.29500,,1.29500,1.29500,2.78200,1.96600,31.98600,33.03700,0.04000,0.04000,1.71300,0.07000,0.10460,62.38060,5.25990,5.25990,5.07530,3.46470,0.20280,0.85530,1.17040,76.89860,,1.95190,0.70270,1.14500,,0.02600,0.01200
2016-12-31,37.76000,14.75600,23.00400,7.68200,11.73500,19.41700,3.58700,-0.12700,3.46000,-11.30800,14.76800,,14.76800,14.76800,4.54000,3.58700,35.17400,35.77900,0.42000,0.41000,1.78140,0.07250,0.10990,60.92160,9.49950,9.49950,9.16310,39.11020,0.20200,0.90340,1.31000,68.70370,13.59110,21.21690,7.89830,12.60590,3.35250,0.176,0.1692
2016-09-30,37.18600,14.50600,22.68000,7.29600,13.41600,20.71200,1.96800,-0.00700,1.96100,0.99000,0.97100,,0.97100,0.97100,2.86700,1.96800,33.97500,34.61500,0.03000,0.03000,1.77020,0.03970,0.07190,60.99070,5.29230,5.29230,5.27350,2.61120,0.21570,0.92590,1.21500,74.07220,,1.59950,0.56330,0.93280,,0.1141,0.1019
2016-06-30,35.86500,14.17400,21.69100,7.29600,13.05800,20.35400,1.33700,0.09600,1.43300,0.71200,0.72100,,0.72100,0.72100,2.33900,1.33700,36.49000,36.92700,0.02000,0.02000,2.00570,0.04030,0.07480,60.47960,3.72790,3.72790,3.99550,2.01030,0.19760,0.94340,1.34840,66.74780,,0.97820,0.39720,0.61090,,0.1496,0.1398
2016-03-31,34.76000,13.79400,20.96600,6.86500,13.23900,20.10400,0.86200,-0.12200,0.74000,0.96200,-0.22200,,-0.22200,-0.22200,1.90000,0.86200,37.27300,37.27300,-0.01000,-0.01000,1.64790,0.04570,0.08970,60.31650,2.47990,2.47990,2.12890,-0.63870,0.18830,0.81720,1.15240,78.09490,,-0.29980,-0.12030,-0.18590,,0.07290,0.06050
2015-12-31,35.64900,14.35400,21.29500,6.68600,12.17600,18.86200,2.43300,-0.15700,2.29600,-0.48800,2.78400,0.00000,2.79600,2.79600,3.28900,2.43300,38.44300,38.77100,0.07000,0.07000,1.69870,0.04880,0.09680,59.77170,6.82490,6.82490,6.44060,7.84310,0.18780,0.85550,1.18720,75.80660,2.38050,3.62140,1.47300,2.26420,3.10380,0.2034,0.1949
2015-09-30,34.22500,13.97800,20.24700,6.65600,12.62100,19.27700,0.97000,-0.00600,0.96400,1.09400,-0.13000,,-0.13000,-0.13000,1.99200,0.97000,39.48900,39.48900,0.00000,0.00000,1.80820,0.01470,0.05420,59.15850,2.83420,2.83420,2.81670,-0.37980,0.18910,0.85970,1.02930,87.43610,,-0.15600,-0.07180,-0.10750,,0.1373,0.1149
2015-06-30,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,,
2015-03-31,37.48000,15.38900,22.09100,7.57900,13.45900,21.03800,1.05300,0.06500,1.11800,1.49600,-0.37800,,-0.37800,-0.37800,2.19000,1.05300,41.96800,41.96800,-0.01000,-0.01000,1.84490,0.03090,0.06810,58.94080,2.80950,2.80950,2.98290,-1.00850,0.19030,1.05400,1.21260,74.22360,,-0.40750,-0.19200,-0.28360,,0.11230,0.09220
2014-12-31,39.11700,15.96200,23.15500,7.95500,13.27100,21.22600,1.92900,-0.01600,1.94500,1.00100,0.94400,0.00000,0.94600,0.94600,3.54900,1.92900,42.73800,43.20500,0.02000,0.02000,1.83890,0.03680,0.07320,59.27600,4.93140,4.93140,4.97230,2.41840,0.19520,1.08320,1.04870,85.81950,0.70740,0.97550,0.47210,0.68140,3.15530,0.0548,0.0296
2014-09-30,38.94500,16.48000,22.46500,8.10000,13.33000,21.43000,1.03500,-0.27000,0.74000,1.45000,-0.71000,,-0.70800,-0.70800,1.64500,1.03500,43.20600,43.20600,-0.02000,-0.02000,1.83600,0.04580,0.08310,57.64540,2.65760,2.65760,1.90010,-1.81790,0.18900,1.09500,1.29390,69.55960,,-0.72370,-0.34360,-0.50110,,0.047,0.0298
2014-06-30,37.56600,15.31000,22.25600,8.41000,13.47000,21.88000,0.37600,0.01000,0.38000,0.42000,-0.04000,0.00000,-0.04600,-0.04600,1.30600,0.37600,43.23000,43.23000,0.00000,0.00000,1.94350,0.05130,0.08840,59.22910,1.00090,1.00090,1.01160,-0.12250,0.17980,1.09050,1.22010,73.76620,-0.03340,-0.04580,-0.02200,-0.03170,,-0.0124,-0.0186
2014-03-31,35.95100,14.84000,21.11100,7.81000,13.14000,20.95000,0.16100,0.08000,0.24000,0.52000,-0.28000,,-0.27800,-0.27800,1.05100,0.16100,39.96900,39.96900,-0.01000,-0.01000,3.46490,0.06060,0.09910,58.69100,0.44780,0.44780,0.66760,-0.77330,0.17370,1.07850,1.32950,67.69210,,-0.28090,-0.13430,-0.19110,,0.04850,0.03830
2013-12-31,36.25200,15.47400,20.77800,7.20000,12.35500,19.55500,1.22300,-0.05400,1.21500,-1.55400,2.76900,0.00000,2.77100,2.77100,1.92300,1.22300,38.60200,39.82500,0.07000,0.07000,2.74580,0.08540,0.14140,57.40370,3.37360,3.37360,3.35150,7.64370,0.20800,1.12040,1.19430,75.35500,2.64400,4.14760,1.58980,2.41800,2.70590,0.141,0.1283
2013-09-30,35.02500,15.29000,19.73500,6.71000,12.32000,19.03000,0.70500,0.27000,0.95000,0.02000,0.93000,0.00000,0.93500,0.93500,1.63500,0.70500,38.29400,39.33200,0.02000,0.02000,2.72390,0.10140,0.15880,56.30260,2.01290,2.01290,2.71230,2.66950,0.20400,1.14190,1.24780,72.12850,,1.47130,0.54460,0.82460,,0.0381,0.0286
2013-06-30,33.68700,14.47000,19.21700,6.97000,11.81000,18.78000,0.43700,0.08000,0.50000,0.06000,0.44000,0.00000,0.44100,0.44100,1.22700,0.43700,38.06000,38.65300,0.01000,0.01000,2.80420,0.11590,0.17950,56.99530,1.29720,1.29720,1.48430,1.30910,0.20060,1.07500,1.27600,70.53170,,0.72190,0.26260,0.39080,,0.1049,0.0945
2013-03-31,32.26800,13.33000,18.93800,7.31000,11.25000,18.56000,0.37800,-0.20000,0.17000,0.07000,0.10000,-0.02000,0.07100,0.07100,1.15800,0.37800,38.00900,38.57700,0.00000,0.00000,2.74750,0.12250,0.20950,58.66490,1.17140,1.17140,0.52680,0.22000,0.19420,0.85830,1.28400,70.09110,,0.11010,0.04270,0.06280,,0.06950,0.06250
2012-12-31,32.80600,14.10400,18.70200,6.24000,11.46400,17.70400,0.99800,0.09300,1.09800,0.27100,0.82700,-0.32600,0.52400,0.52400,1.84800,0.99800,37.93100,38.16900,0.01000,0.01000,2.31610,0.13100,0.23650,57.03230,3.04210,3.04210,3.34690,1.59730,0.19760,0.84000,1.34400,66.96640,0.53310,0.82720,0.31570,0.46330,,0.2135,0.2087
2012-09-30,31.36300,13.55000,17.81300,7.20000,11.84000,19.04000,-1.22700,0.23000,-1.00000,0.10000,-1.10000,-0.00400,-1.10800,-1.10800,-0.37700,-1.22700,38.67300,38.67300,-0.03000,-0.03000,2.11090,0.14450,0.27250,56.78670,-3.91230,-3.91230,-3.18850,-3.53280,0.18740,0.72340,0.92840,96.93590,,-1.82810,-0.66220,-0.98900,,-0.0345,-0.0526
2012-06-30,31.00800,13.19000,17.81800,7.12000,12.50000,19.62000,-1.80200,-0.09000,-1.90000,0.09000,-1.99000,-0.03000,-2.03500,-2.03500,-1.00200,-1.80200,39.62700,39.62700,-0.05000,-0.05000,2.15360,0.15360,0.28960,57.43680,-5.81140,-5.81140,-6.12750,-6.56280,0.17750,0.67400,1.14340,78.71520,,-3.21740,-1.16490,-1.74420,,-0.1161,-0.1295
2012-03-31,32.31000,13.45000,18.86000,8.11000,12.45000,20.56000,-1.70000,0.22000,-1.48000,0.08000,-1.56000,0.01000,-1.55800,-1.55800,-0.89000,-1.70000,40.27000,40.27000,-0.04000,-0.04000,2.15810,0.16790,0.30230,58.37200,-5.26150,-5.26150,-4.58060,-4.82200,0.17470,0.67320,1.21600,74.01110,,-2.31740,-0.84220,-1.25860,,0.01540,-0.00070
2011-12-31,37.22300,15.22000,22.00300,8.26000,12.95000,21.21000,0.79300,-0.09000,0.72000,0.05000,0.67000,-0.00900,0.67000,0.67000,1.62300,0.79300,41.09200,41.41100,0.02000,0.02000,2.19900,0.17990,0.31600,59.15700,2.13040,2.13040,1.93430,1.80000,0.19320,0.74570,1.20380,74.76020,0.63200,0.95800,0.34770,0.51830,,0.0959,0.0882
2011-09-30,36.04900,14.90000,21.14900,7.93000,13.56000,21.49000,-0.34100,-0.12000,-0.48000,0.04000,-0.52000,0.00400,-0.52700,-0.52700,0.48900,-0.34100,41.71800,41.71800,-0.01000,-0.01000,2.57410,0.16570,0.27860,58.64240,-0.94590,-0.94590,-1.33150,-1.46190,0.19020,0.80760,1.13470,79.31700,,-0.72660,-0.27810,-0.40380,,-0.0113,-0.0221
2011-06-30,41.51100,17.01000,24.50100,7.43000,13.42000,20.85000,3.65100,0.42000,4.06000,0.08000,3.98000,0.00500,3.99200,3.99200,4.64100,3.65100,41.61000,42.32800,0.10000,0.09000,2.23240,0.06070,0.11910,58.99640,8.79530,8.79530,9.78050,9.61670,0.23430,0.90620,1.25340,71.80750,,5.44460,2.25310,3.41050,,-0.1067,-0.1139
2011-03-31,41.04400,17.02000,24.02400,8.53000,12.35000,20.88000,3.14400,0.21000,3.35000,0.06000,3.29000,-0.25000,3.02900,3.02900,4.14400,3.14400,41.33100,42.28400,0.07000,0.07000,1.99870,0.07650,0.14050,58.52260,7.66010,7.66010,8.16200,7.37990,0.23300,0.96270,1.48280,60.69580,,4.52970,1.71960,2.69270,,-0.00880,-0.02100
2010-12-31,40.46400,17.22000,23.24400,7.84000,12.11000,19.95000,3.29400,0.18000,3.49000,-2.09000,5.58000,-0.22000,5.35600,5.35600,4.24400,3.29400,40.95100,41.55600,0.13000,0.13000,2.40230,0.09240,0.16230,57.45850,8.14060,8.14060,8.62500,13.23650,0.23290,0.95450,1.56350,57.56230,,8.66950,3.08330,4.90120,,0.1317,0.1256
2010-09-30,38.29400,17.08000,21.21400,7.26000,10.92000,18.18000,3.03400,-0.08000,2.94000,0.09000,2.85000,0.01000,2.87200,2.87200,4.41400,3.03400,40.55000,40.74300,0.07000,0.07000,2.34980,0.11240,0.19210,55.38730,7.92290,7.92290,7.67740,7.49990,0.23330,1.07150,1.51960,59.22600,,5.33630,1.74960,2.78290,,0.1438,0.1279
2010-06-30,36.47800,16.26000,20.21800,7.73000,10.21000,17.94000,2.27800,-0.12000,2.15000,0.06000,2.09000,-0.00400,2.10300,2.10300,3.26800,2.27800,40.43700,40.81300,0.05000,0.05000,2.33260,0.13080,0.21940,55.40330,6.24490,6.24490,5.89400,5.76510,0.23130,1.07970,1.46910,61.26160,,4.30240,1.33320,2.09990,,0.0393,0.0317
2010-03-31,34.80400,15.57000,19.23400,7.35000,10.03000,17.38000,1.85400,-0.07000,1.76000,0.06000,1.70000,0.00400,1.79500,1.79500,2.88400,1.85400,40.30100,40.73100,0.04000,0.04000,2.43560,0.14490,0.23880,55.25230,5.32700,5.32700,5.05690,5.15750,0.22540,1.07530,1.36750,65.81140,,3.76070,1.16240,1.77510,,0.07980,0.07190
2009-12-31,34.15800,15.28000,18.87800,7.26000,10.00000,17.26000,1.61800,-0.36000,1.30000,-0.05000,1.35000,-0.05000,1.34300,1.34300,3.28800,1.61800,40.26200,40.39700,0.03000,0.03000,2.59180,0.16150,0.26410,55.33110,4.73680,4.73680,3.80580,3.93170,0.23150,1.13100,1.62120,55.51550,,3.00110,0.91030,1.34260,,0.2933,0.2833
2009-09-30,32.08200,14.36000,17.72200,7.24000,9.68000,16.92000,0.80200,-0.75000,0.04000,-0.11000,0.15000,-0.01000,0.33000,0.33000,2.91200,0.80200,40.20400,40.30900,0.01000,0.01000,1.48690,0.17310,1.16950,55.23350,2.49990,2.49990,0.12470,1.02860,0.14440,0.87400,1.41830,63.45610,,0.76960,0.14860,0.33110,,0.1397,0.1372
2009-06-30,30.35700,13.65000,16.70700,7.24000,9.59000,16.83000,-0.12300,-0.88000,-1.02000,-0.14000,-0.88000,-0.01000,-0.89100,-0.89100,2.11700,-0.12300,40.18200,40.18200,-0.02000,-0.02000,1.49490,0.18650,1.18660,55.01200,-0.40520,-0.40520,-3.36000,-2.93510,0.13750,0.70650,1.44630,62.22950,,-2.12900,-0.40370,-0.88640,,0.0856,0.0752
2009-03-31,29.29700,12.90000,16.39700,8.21000,10.66000,18.87000,-2.47300,-0.75000,-3.24000,-0.14000,-3.10000,0.00000,-2.91700,-2.91700,-0.34300,-2.47300,40.18200,40.18200,-0.07000,-0.07000,1.48820,0.20030,1.20930,55.91020,-8.44110,-8.44110,-11.05920,-9.95670,0.13190,0.58340,1.37420,65.49480,,-7.21320,-1.31340,-2.88470,,0.00050,-0.00800
