Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-03-31,297.46900,35.23500,262.23400,12.36600,26.48900,-46.47500,85.33000,176.90400,-104.94300,71.96100,12.59300,59.36800,59.36800,59.23100,176.90400,176.90400,304.68600,307.69400,0.19440,0.19250,2.89260,0.03240,88.15510,59.46970,59.46970,24.19110,19.91170,0.13200,0.62000,145.16830,5.78690,5.90660,2.63450,5.78690,,-0.26780,-0.26780
2019-12-31,200.03200,43.03600,156.99600,13.09800,32.78900,-52.00900,97.89600,59.09990,4.89900,63.99900,7.62300,56.37600,56.37600,56.20100,59.09990,59.10000,305.16300,310.48500,0.18340,0.19010,1.54790,0.02930,78.48540,29.54520,29.54530,31.99440,28.09600,0.07610,0.30730,292.89110,4.89900,4.97010,2.14420,4.89900,3.76210,-1.2551,-1.2776
2019-09-30,211.59600,46.45900,165.13700,15.14100,49.52600,-9.67900,74.34600,90.79100,11.22500,102.01600,18.28800,83.72800,83.72800,83.64700,90.79100,90.79100,310.68000,315.92840,0.26920,0.26480,1.93190,0.00330,78.04350,42.90770,42.90770,48.21260,39.53150,0.07760,0.37780,238.21660,7.84070,7.96040,3.07080,7.84070,,0.6473,0.6473
2019-06-30,227.57000,44.71500,182.85500,14.79400,46.29600,-9.95600,71.04600,111.80900,6.66300,118.47200,22.26500,96.20700,96.20700,96.21400,111.80900,111.80900,306.79200,313.50600,0.31360,0.30690,2.22000,0.00360,80.35110,49.13170,49.13170,52.05960,42.27890,0.09470,0.42300,212.76340,9.43180,9.59530,4.00370,9.43180,,0.2812,0.2812
2019-03-31,217.29800,39.33900,177.95900,13.07100,37.45900,-8.99400,59.52400,118.43500,7.38600,125.82100,21.05400,104.76700,104.76700,104.77600,118.43500,118.43500,298.75660,311.79660,0.35070,0.33600,2.31860,0.00400,81.89630,54.50350,54.50350,57.90250,48.21770,0.09620,0.42400,212.25910,11.12120,11.33500,4.63960,11.12120,,0.22690,0.22690
2018-09-30,157.82900,32.94000,124.88900,,53.45600,,53.45600,71.43300,36.55800,107.99100,13.42300,94.56800,94.56800,94.53800,71.43300,71.43300,296.67800,314.23500,0.31870,0.30090,1.69850,0.00570,79.12930,45.25970,45.25970,68.42280,59.89900,0.09100,0.41300,217.89230,12.27910,12.56240,5.45440,12.27910,,0.5127,0.5127
2018-06-30,160.16000,35.46200,124.69800,,53.77100,,53.77100,70.92700,44.80700,115.73400,23.88500,91.84900,91.84900,91.66200,70.92700,70.92700,301.11620,301.11620,0.30440,0.28270,1.97570,0.00620,77.85840,44.28510,44.28510,72.26150,57.23150,0.10410,0.42100,213.75340,12.58460,12.89070,5.97170,12.58460,,-1.5227,-1.5227
2018-03-31,150.45900,39.39400,111.06500,,47.28500,,47.28500,63.78000,21.05700,84.83700,15.07900,69.75800,69.75800,69.99400,,63.78000,300.60700,300.60700,0.23300,0.23300,,,,,,,,,,,,,,,,,
2017-09-30,187.41100,44.76200,142.64900,,55.62100,,55.62100,87.02800,18.17100,105.19900,23.83000,81.36900,81.36900,-41.89400,87.02800,87.02800,133.00000,133.00000,-0.31500,-0.31500,1.56300,,76.11560,46.43700,46.43700,56.13280,-22.35410,0.18150,1.23530,72.85490,-53.56400,-53.56390,7.88200,-53.56400,-1.14220,1.6433,1.6433
2017-06-30,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
2016-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
