Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,23426.00000,7598.00000,15828.00000,3462.00000,5938.00000,102.00000,9966.00000,5862.00000,5862.00000,713.00000,5149.00000,5149.00000,,5149.00000,7663.00000,5894.00000,2629.20000,2666.50000,1.96000,1.93000,1.39260,0.27860,0.44370,67.56600,25.02350,25.16010,25.02350,21.97990,0.13130,0.69140,1.50220,59.91040,6.89210,-110.82650,2.88690,4.97200,28.41310,1.49220,1.35760
2021-12-31,9769.00000,1502.00000,8267.00000,4283.00000,2613.00000,-46.00000,7029.00000,1238.00000,1238.00000,-421.00000,1659.00000,1659.00000,,4736.00000,3154.00000,1311.00000,2632.10000,2674.00000,1.81000,1.77000,1.34830,0.28830,0.45600,84.62480,12.67270,13.42000,12.67270,48.47990,0.05370,0.14460,0.63920,140.79950,2.24120,-21.78600,0.91140,1.59510,28.15670,2.1459,1.6333
2021-09-30,23338.00000,7250.00000,16088.00000,3422.00000,6000.00000,-1850.00000,12239.00000,3849.00000,3849.00000,182.00000,3667.00000,3667.00000,,3667.00000,5696.00000,3882.00000,2632.60000,2674.90000,1.39000,1.37000,1.34400,0.30010,0.48280,68.93480,16.49240,16.63380,16.49240,15.71260,0.13020,0.69800,1.56520,57.50240,5.21830,-28.05020,2.04600,3.65230,26.69420,3.0948,2.8204
2021-06-30,23312.00000,7587.00000,15725.00000,3394.00000,6073.00000,488.00000,9063.00000,6662.00000,6662.00000,384.00000,6278.00000,6278.00000,,6278.00000,8553.00000,6714.00000,2632.50000,2671.60000,2.38000,2.35000,1.38860,0.30340,0.48120,67.45450,28.57760,28.80060,28.57760,26.93030,0.13210,0.75120,1.56760,57.41210,9.02270,-38.08770,3.55820,6.28490,26.43630,1.9897,1.7045
2021-03-31,22321.00000,7063.00000,15258.00000,3178.00000,5432.00000,882.00000,7829.00000,7429.00000,7429.00000,1232.00000,6197.00000,6197.00000,,6197.00000,9401.00000,7507.00000,2631.60000,2672.70000,2.35000,2.32000,1.28340,0.31490,0.51060,68.35720,33.28260,33.63200,33.28260,27.76310,0.12940,0.70970,1.49420,60.23120,9.41310,-29.56020,3.59130,6.44870,25.00630,1.52430,1.49660
2020-12-31,22475.00000,7814.00000,14661.00000,4032.00000,6457.00000,-2354.00000,13014.00000,1647.00000,1647.00000,-91.00000,1738.00000,1738.00000,,1738.00000,3687.00000,1747.00000,2632.80000,2670.70000,0.66000,0.65000,1.20580,0.34030,0.55730,65.23250,7.32810,7.77310,7.32810,7.73300,0.12850,0.83630,1.65550,54.36440,2.74660,-6.55430,0.99370,1.81210,24.03710,3.1209,2.7026
2020-09-30,21082.00000,6972.00000,14110.00000,2840.00000,5431.00000,-1200.00000,9709.00000,4401.00000,4401.00000,847.00000,3554.00000,3554.00000,,3554.00000,6275.00000,4457.00000,2632.50000,2669.30000,1.35000,1.33000,1.48220,0.33640,0.58560,66.92910,20.87560,21.14130,20.87560,16.85800,0.12350,0.72630,1.44610,62.23840,5.51240,-21.10450,2.08210,3.65810,24.49430,3.1369,2.8663
2020-06-30,18336.00000,6579.00000,11757.00000,2707.00000,4993.00000,-24.00000,7817.00000,3940.00000,3940.00000,314.00000,3626.00000,3626.00000,,3626.00000,5730.00000,4004.00000,2632.90000,2665.50000,1.38000,1.36000,1.24800,0.28470,0.48260,64.11980,21.48780,21.83680,21.48780,19.77530,0.11580,0.69810,1.25200,71.88320,5.75760,-19.78720,2.28940,4.11860,23.92440,1.2977,1.0751
2020-03-31,20691.00000,7062.00000,13629.00000,2580.00000,5203.00000,679.00000,7120.00000,6509.00000,6509.00000,713.00000,5796.00000,5796.00000,,5796.00000,8348.00000,6601.00000,2633.70000,2671.00000,2.20000,2.17000,1.31280,0.29290,0.45000,65.86920,31.45810,31.90280,31.45810,28.01220,0.13350,0.79630,1.39110,64.69770,9.45610,-29.70020,3.73890,6.68610,23.28450,1.25720,1.02960
2019-12-31,20747.00000,7134.00000,13613.00000,3232.00000,6039.00000,-16.00000,9395.00000,4218.00000,4218.00000,208.00000,4010.00000,4010.00000,,4010.00000,6200.00000,4384.00000,2645.10000,2684.30000,1.53000,1.50000,1.25890,0.30820,0.46570,65.61430,20.33070,21.13080,20.33070,19.32810,0.13150,0.79090,1.43270,62.81820,6.74280,-18.38520,2.54240,4.66470,22.59100,2.3493,1.9385
2019-09-30,20729.00000,6867.00000,13862.00000,2599.00000,5374.00000,-4214.00000,12215.00000,1647.00000,1647.00000,-106.00000,1753.00000,1753.00000,,1753.00000,3511.00000,1784.00000,2635.20000,2669.90000,0.67000,0.66000,1.26080,0.31620,0.50190,66.87250,7.94540,8.60630,7.94540,8.45680,0.13330,0.74860,1.40050,64.26220,3.01150,-7.64600,1.12720,2.05920,22.12500,2.848,2.6054
2019-06-30,20562.00000,6940.00000,13622.00000,2666.00000,5546.00000,1683.00000,6581.00000,7041.00000,7041.00000,1434.00000,5607.00000,5607.00000,,5607.00000,8917.00000,7212.00000,2652.50000,2691.70000,2.11000,2.08000,1.33320,0.31300,0.48400,66.24840,34.24280,35.07440,34.24280,27.26880,0.13260,0.74920,1.40330,64.13630,9.22430,-25.24770,3.61470,6.33670,23.00660,2.2132,2.9291
2019-03-31,20021.00000,6615.00000,13406.00000,2858.00000,5219.00000,22.00000,8984.00000,4422.00000,4422.00000,673.00000,3749.00000,3749.00000,,3749.00000,6384.00000,4623.00000,2660.80000,2698.80000,1.41000,1.39000,1.44230,0.31930,0.49810,66.95970,22.08680,23.09080,22.08680,18.72530,0.13340,0.72800,1.41840,63.45090,6.35910,-19.33170,2.49890,4.32840,22.20000,1.31280,1.16350
2018-12-31,20394.00000,6961.00000,13433.00000,3224.00000,5991.00000,-978.00000,10311.00000,3122.00000,3122.00000,80.00000,3042.00000,3042.00000,,3042.00000,5303.00000,3568.00000,2681.50000,2728.70000,1.13000,1.12000,1.47400,0.31660,0.51010,65.86740,15.30840,17.49530,15.30840,14.91620,0.13330,0.80950,1.44660,62.21540,5.09100,-16.61210,1.98880,3.47910,22.44360,2.2859,2.649
2018-09-30,20348.00000,6589.00000,13759.00000,2508.00000,5543.00000,-3.00000,9336.00000,4423.00000,4423.00000,489.00000,3934.00000,3934.00000,,3934.00000,6572.00000,4841.00000,2683.20000,2727.60000,1.47000,1.44000,1.72010,0.31330,0.48360,67.61840,21.73680,23.79100,21.73680,19.33360,0.13070,0.75930,1.44850,62.13490,6.08730,-26.73830,2.52660,4.18040,24.08580,2.2912,2.0007
2018-06-30,20830.00000,6927.00000,13903.00000,2639.00000,5743.00000,-364.00000,8930.00000,4973.00000,4973.00000,1019.00000,3954.00000,3954.00000,,3954.00000,7069.00000,5352.00000,2682.30000,2721.30000,1.47000,1.45000,1.65300,0.31860,0.51020,66.74510,23.87420,25.69370,23.87420,18.98220,0.13410,0.78630,1.47620,60.96930,6.28730,-22.57750,2.54500,4.28410,23.44590,2.239,2.2289
2018-03-31,20009.00000,6614.00000,13395.00000,2404.00000,5263.00000,-60.00000,7914.00000,5481.00000,5481.00000,1114.00000,4367.00000,4367.00000,,4367.00000,7600.00000,5854.00000,2682.20000,2731.90000,1.63000,1.60000,1.57930,0.32050,0.51430,66.94490,27.39270,29.25680,27.39270,21.82520,0.12780,0.73370,1.41250,63.71830,6.90380,-21.55590,2.78820,4.69110,23.58340,1.32000,1.08640
2017-12-31,20195.00000,7259.00000,12936.00000,3643.00000,6045.00000,53.00000,10376.00000,2560.00000,2560.00000,13273.00000,-10713.00000,-10713.00000,,-10713.00000,4788.00000,2919.00000,2692.00000,2745.30000,-3.97000,-3.91000,1.41100,0.33770,0.57480,64.05550,12.67640,14.45410,12.67640,-53.04780,0.12840,0.82820,1.49700,60.11880,-17.80750,42.89660,-6.81040,-11.79390,22.42660,2.2086,2.1612
2017-09-30,19650.00000,6925.00000,12725.00000,2585.00000,5423.00000,297.00000,7935.00000,4790.00000,4790.00000,1026.00000,3764.00000,3764.00000,,3764.00000,6804.00000,5093.00000,2684.60000,2737.70000,1.40000,1.37000,1.31510,0.26500,0.47540,64.75830,24.37660,25.91860,24.37660,19.15520,0.12620,0.72730,1.49370,60.25190,5.08790,-31.63560,2.41810,3.73950,27.55290,2.2932,2.2236
2017-06-30,18839.00000,5846.00000,12993.00000,2296.00000,5289.00000,-527.00000,8245.00000,4748.00000,4748.00000,921.00000,3827.00000,3827.00000,,3827.00000,6230.00000,5080.00000,2691.90000,2741.50000,1.42000,1.40000,1.34350,0.27560,0.48070,68.96860,25.20300,26.96530,25.20300,20.31420,0.12330,0.60270,1.41830,63.45720,5.32100,-26.84860,2.50450,3.85460,26.78470,2.1105,1.8925
2017-03-31,17766.00000,5409.00000,12357.00000,2070.00000,4763.00000,219.00000,6782.00000,5575.00000,5575.00000,1153.00000,4422.00000,4422.00000,,4422.00000,6812.00000,5900.00000,2706.60000,2754.50000,1.63000,1.61000,2.52190,0.27750,0.46020,69.55420,31.38020,33.20950,31.38020,24.89020,0.12260,0.60930,1.44440,62.31000,6.28650,27.58410,3.05140,4.54210,26.10140,1.05750,0.86550
2016-12-31,18106.00000,5638.00000,12468.00000,2688.00000,5431.00000,254.00000,8144.00000,4324.00000,4324.00000,510.00000,3814.00000,3814.00000,,3814.00000,5663.00000,4608.00000,2737.30000,2788.90000,1.40000,1.38000,2.47390,0.24170,0.38520,68.86120,23.88160,25.45010,23.88160,21.06480,0.12820,0.69230,1.54770,58.15260,,18.39230,2.70100,4.10730,26.01800,2.3801,2.13
2016-09-30,17820.00000,5486.00000,12334.00000,2178.00000,4772.00000,54.00000,7053.00000,5281.00000,5281.00000,1009.00000,4272.00000,4272.00000,,4272.00000,6478.00000,5570.00000,2731.60000,2785.40000,1.56000,1.53000,2.72570,0.24450,0.37090,69.21440,29.63520,31.25700,29.63520,23.97310,0.12700,0.64630,1.51040,59.58590,5.87060,19.45710,3.04340,4.43540,26.72790,1.9323,1.7344
2016-06-30,18482.00000,5336.00000,13146.00000,2264.00000,5176.00000,-557.00000,8242.00000,4904.00000,4904.00000,907.00000,3997.00000,3997.00000,,3997.00000,6082.00000,5182.00000,2745.40000,2794.20000,1.46000,1.43000,3.07810,0.25290,0.36210,71.12870,26.53390,28.03810,26.53390,21.62650,0.13220,0.62610,1.53230,58.73720,5.51520,16.19860,2.85880,4.12030,26.47270,1.6361,1.6006
2016-03-31,17482.00000,5329.00000,12153.00000,2013.00000,4688.00000,39.00000,6859.00000,5294.00000,5294.00000,837.00000,4457.00000,4457.00000,,4457.00000,6428.00000,5537.00000,2757.20000,2803.80000,1.62000,1.59000,2.83450,0.21780,0.32140,69.51720,30.28260,31.67260,30.28260,25.49480,0.12830,0.65230,1.53270,58.71980,6.13510,17.85730,3.27160,4.79870,26.40070,0.78070,0.56170
2015-12-31,17811.00000,5673.00000,12138.00000,2864.00000,5891.00000,1205.00000,8380.00000,3758.00000,3758.00000,543.00000,3215.00000,3215.00000,,3215.00000,5004.00000,3971.00000,2771.80000,2812.90000,1.17000,1.14000,2.17000,0.15300,0.27910,68.14890,21.09930,22.29520,21.09930,18.05060,0.13350,0.70450,1.65930,54.23950,,13.53290,2.40980,3.82710,25.82430,1.7973,1.9675
2015-09-30,17102.00000,5224.00000,11878.00000,2154.00000,5081.00000,-420.00000,7756.00000,4122.00000,4122.00000,764.00000,3358.00000,3358.00000,,3358.00000,5206.00000,4277.00000,2768.40000,2807.20000,1.21000,1.20000,2.51360,0.16440,0.27600,69.45390,24.10240,25.00880,24.10240,19.63510,0.12830,0.63660,1.50470,59.81410,4.69300,13.82630,2.51980,3.92170,25.85720,2.1923,2.0633
2015-06-30,17787.00000,5357.00000,12430.00000,2129.00000,5384.00000,931.00000,6689.00000,5741.00000,5741.00000,1225.00000,4516.00000,4516.00000,,4516.00000,6785.00000,5896.00000,2772.30000,2812.00000,1.63000,1.61000,2.48860,0.16530,0.27140,69.88250,32.27640,33.14780,32.27640,25.38930,0.13470,0.64560,1.48620,60.55660,6.34880,19.96380,3.42030,5.29950,25.68860,1.951,2.0633
2015-03-31,17374.00000,5282.00000,12092.00000,1899.00000,4847.00000,348.00000,6517.00000,5575.00000,5575.00000,1255.00000,4320.00000,4320.00000,,4320.00000,6627.00000,5732.00000,2782.60000,2826.00000,1.55000,1.53000,2.44130,0.18040,0.27970,69.59830,32.08820,32.99180,32.08820,24.86470,0.13510,0.65330,1.50650,59.74270,6.36440,22.14480,3.35950,5.21640,24.45280,1.01630,0.86310
2014-12-31,18254.00000,5853.00000,12401.00000,2635.00000,5822.00000,-963.00000,9698.00000,2703.00000,2703.00000,182.00000,2521.00000,2521.00000,,2521.00000,3850.00000,2859.00000,2815.20000,2863.90000,0.91000,0.89000,2.22700,0.17820,0.26900,67.93580,14.80770,15.66230,14.80770,13.81070,0.14000,0.71520,1.66170,54.16070,3.61420,12.17990,1.93390,2.97030,25.06160,1.6083,1.1384
2014-09-30,18467.00000,5399.00000,13068.00000,2023.00000,5468.00000,1345.00000,6258.00000,6810.00000,6810.00000,2061.00000,4749.00000,4749.00000,,4749.00000,7897.00000,6958.00000,2814.40000,2864.30000,1.69000,1.66000,2.60960,0.14660,0.19930,70.76410,36.87660,37.67800,36.87660,25.71610,0.13980,0.64130,1.58990,56.60640,6.20050,16.57530,3.59510,5.29180,27.31440,1.6362,2.7373
2014-06-30,19495.00000,6039.00000,13456.00000,2005.00000,5481.00000,-226.00000,7830.00000,5626.00000,5626.00000,1300.00000,4326.00000,4326.00000,,4326.00000,6720.00000,5768.00000,2826.40000,2874.20000,1.53000,1.51000,2.46800,0.14560,0.21940,69.02280,28.85870,29.58710,28.85870,22.19030,0.14420,0.74050,1.59050,56.58530,5.54270,14.94970,3.19970,4.73560,27.65130,1.9239,1.8198
2014-03-31,18115.00000,5455.00000,12660.00000,1831.00000,5183.00000,-86.00000,7236.00000,5424.00000,5424.00000,697.00000,4727.00000,4727.00000,,4727.00000,6591.00000,5578.00000,2826.80000,2874.70000,1.67000,1.64000,2.40640,0.14840,0.22580,69.88680,29.94200,30.79220,29.94200,26.09440,0.13590,0.68110,1.49510,60.19540,6.17250,17.66380,3.54530,5.25660,27.08340,1.36470,1.15770
2013-12-31,18355.00000,5955.00000,12400.00000,2411.00000,5917.00000,-868.00000,9650.00000,2750.00000,2750.00000,-769.00000,3519.00000,3519.00000,,3519.00000,4004.00000,2902.00000,2809.20000,2877.00000,1.25000,1.22000,2.19700,0.15250,0.24550,67.55650,14.98230,15.81040,14.98230,19.17190,0.13830,0.75590,1.56710,57.43230,4.75200,15.09780,2.65220,4.02720,26.25410,1.4453,1.0402
2013-09-30,17575.00000,5344.00000,12231.00000,2042.00000,5314.00000,-943.00000,8564.00000,3667.00000,3667.00000,685.00000,2982.00000,2982.00000,,2982.00000,4766.00000,3790.00000,2818.40000,2881.20000,1.06000,1.04000,2.01960,0.12250,0.21640,69.59320,20.86490,21.56470,20.86490,16.96730,0.13850,0.65780,1.46130,61.58920,4.27200,16.13200,2.34930,3.74850,24.74740,2.0745,1.8075
2013-06-30,17877.00000,5489.00000,12388.00000,1946.00000,5376.00000,-172.00000,7595.00000,4793.00000,4793.00000,960.00000,3833.00000,3833.00000,,3833.00000,5918.00000,4928.00000,2809.70000,2893.00000,1.36000,1.33000,2.15730,0.12160,0.21510,69.29580,26.81100,27.56620,26.81100,21.44100,0.14380,0.70170,1.53930,58.46950,5.50200,19.53220,3.08300,4.83310,24.75490,1.7365,1.4862
2013-03-31,17505.00000,5554.00000,11951.00000,1784.00000,5223.00000,-515.00000,7690.00000,4261.00000,4261.00000,764.00000,3497.00000,3497.00000,,3497.00000,5443.00000,4407.00000,2790.20000,2858.80000,1.25000,1.22000,2.09680,0.14530,0.23770,68.27190,24.34160,25.17570,24.34160,19.97720,0.14400,0.72210,1.52020,59.20310,5.23070,21.19780,2.87730,4.47080,23.84980,0.79650,0.62860
2012-12-31,17558.00000,6003.00000,11555.00000,2331.00000,5661.00000,-319.00000,8455.00000,3100.00000,3100.00000,533.00000,2567.00000,2567.00000,,2567.00000,4261.00000,3225.00000,2753.30000,2812.60000,0.92000,0.90000,1.90080,0.15050,0.24940,65.81050,17.65580,18.36770,17.65580,14.62010,0.14470,0.80090,1.55260,57.96840,3.95980,18.80590,2.11540,3.36370,23.33140,1.2086,1.0132
2012-09-30,17052.00000,5597.00000,11455.00000,1923.00000,5228.00000,90.00000,7860.00000,3595.00000,3595.00000,966.00000,2629.00000,2629.00000,,2968.00000,4750.00000,3745.00000,2757.40000,2818.10000,1.08000,1.05000,1.87140,0.15200,0.26430,67.17690,21.08260,21.96220,21.08260,17.40560,0.14340,0.71670,1.52590,58.98140,4.12320,19.92570,2.21020,3.49650,23.08040,1.7494,1.5847
2012-06-30,16475.00000,5143.00000,11332.00000,1766.00000,4965.00000,-2008.00000,9297.00000,2035.00000,2035.00000,627.00000,1408.00000,1408.00000,,1408.00000,3044.00000,2192.00000,2747.40000,2798.20000,0.51000,0.50000,1.74500,0.16020,0.29060,68.78300,12.35210,13.30500,12.35210,8.54630,0.14230,0.66820,1.49880,60.04730,2.32980,14.33370,1.21640,1.95670,21.97150,1.5087,1.4141
2012-03-31,16139.00000,4915.00000,11224.00000,1645.00000,5015.00000,611.00000,6179.00000,5045.00000,5045.00000,1135.00000,3910.00000,3910.00000,,3910.00000,5982.00000,5209.00000,2736.90000,2774.90000,1.43000,1.41000,2.68930,0.17490,0.31690,69.54580,31.25970,32.27590,31.25970,24.22700,0.13890,0.72280,1.46960,61.24170,6.37160,14.55150,3.36510,5.25710,22.34970,1.00720,0.95530
2011-12-31,16255.00000,5338.00000,10917.00000,2155.00000,5458.00000,-2858.00000,10599.00000,318.00000,318.00000,100.00000,218.00000,218.00000,,218.00000,1379.00000,536.00000,2736.00000,2775.30000,0.09000,0.09000,2.38110,0.18510,0.34390,67.16090,1.95630,3.29740,1.95630,1.34110,0.14300,0.84930,1.53620,58.58440,0.38190,0.95600,0.19180,0.31120,20.95170,1.2476,1.0645
2011-09-30,16005.00000,5072.00000,10933.00000,1773.00000,5240.00000,308.00000,6822.00000,4111.00000,4111.00000,909.00000,3202.00000,3202.00000,,3202.00000,5045.00000,4262.00000,2737.00000,2778.20000,1.17000,1.15000,2.46440,0.17480,0.29840,68.30990,25.68570,26.62920,25.68570,20.00630,0.14310,0.78900,1.51680,59.33650,5.20420,11.74920,2.86350,4.29460,22.51880,1.6661,1.6179
2011-06-30,16597.00000,5172.00000,11425.00000,1882.00000,5215.00000,-206.00000,8003.00000,3422.00000,3422.00000,646.00000,2776.00000,2776.00000,,2776.00000,4346.00000,3569.00000,2740.50000,2781.30000,1.01000,1.00000,2.51000,0.18040,0.30140,68.83780,20.61820,21.50390,20.61820,16.72590,0.14800,0.80650,1.51130,59.55170,4.46790,10.09050,2.47610,3.66170,22.67110,1.4029,1.1889
2011-03-31,16173.00000,4778.00000,11395.00000,1738.00000,5056.00000,13.00000,6885.00000,4510.00000,4510.00000,1034.00000,3476.00000,3476.00000,,3476.00000,5411.00000,4656.00000,2738.40000,2772.70000,1.27000,1.25000,2.04990,0.13390,0.29780,70.45690,27.88600,28.78870,27.88600,21.49260,0.14950,0.77060,1.48910,60.43960,5.80660,13.87630,3.21410,5.02910,21.86010,0.83530,0.72170
2010-12-31,15644.00000,5040.00000,10604.00000,1982.00000,5180.00000,-1100.00000,8376.00000,2228.00000,2228.00000,286.00000,1942.00000,1942.00000,,1942.00000,3159.00000,2390.00000,2751.40000,2788.80000,0.72000,0.70000,2.05040,0.13930,0.29650,67.78320,14.24190,15.27740,14.24190,12.41370,0.15200,0.93720,1.60060,56.22990,3.43240,7.90430,1.88710,2.95430,20.66360,1.3673,1.0955
2010-09-30,14982.00000,4594.00000,10388.00000,1657.00000,4709.00000,292.00000,6169.00000,4219.00000,4219.00000,802.00000,3417.00000,3417.00000,,3417.00000,5065.00000,4340.00000,2751.60000,2786.40000,1.24000,1.23000,2.45300,0.13810,0.20990,69.33650,28.16050,28.96810,28.16050,22.80740,0.15250,0.84930,1.45600,61.81420,5.96430,13.75160,3.47800,5.14040,20.85050,1.8159,1.7026
2010-06-30,15330.00000,4630.00000,10700.00000,1648.00000,4756.00000,-18.00000,6480.00000,4220.00000,4220.00000,771.00000,3449.00000,3449.00000,,3449.00000,5075.00000,4364.00000,2756.60000,2796.00000,1.25000,1.23000,2.27350,0.13060,0.22050,69.79780,27.52770,28.46710,27.52770,22.49840,0.16610,0.91300,1.59210,56.53030,6.52590,15.84730,3.73670,5.67380,19.18970,1.373,1.1965
2010-03-31,15631.00000,4528.00000,11103.00000,1557.00000,4779.00000,1594.00000,4823.00000,6280.00000,6280.00000,1754.00000,4526.00000,4526.00000,,4526.00000,7149.00000,6415.00000,2755.40000,2797.30000,1.64000,1.62000,2.10070,0.13220,0.22870,71.03190,40.17660,41.04020,40.17660,28.95530,0.16730,0.85310,1.56030,57.68150,8.55350,21.41170,4.84370,7.42300,19.18680,1.31910,1.21370
2009-12-31,16551.00000,5312.00000,11239.00000,2213.00000,5629.00000,361.00000,8635.00000,2604.00000,2604.00000,398.00000,2206.00000,2206.00000,,2206.00000,3453.00000,2709.00000,2759.50000,2789.10000,0.81000,0.79000,1.81960,0.13980,0.28740,67.90530,15.73320,16.36760,15.73320,13.32850,0.17480,1.02550,1.71580,52.45240,4.36070,11.36940,2.32990,3.75100,18.36680,1.9012,1.6488
2009-09-30,15081.00000,4434.00000,10647.00000,1617.00000,4767.00000,96.00000,6402.00000,4245.00000,4245.00000,900.00000,3345.00000,3345.00000,,3345.00000,5090.00000,4415.00000,2756.30000,2793.00000,1.21000,1.20000,1.84990,0.14080,0.23020,70.59880,28.14800,29.27530,28.14800,22.18020,0.16470,0.79630,1.46720,61.34280,6.63900,17.85810,3.65340,5.70400,18.26820,1.8151,1.6306
2009-06-30,15239.00000,4450.00000,10789.00000,1638.00000,4797.00000,-6.00000,6526.00000,4263.00000,4263.00000,1055.00000,3208.00000,3208.00000,,3208.00000,5077.00000,4398.00000,2756.20000,2782.00000,1.16000,1.15000,1.78490,0.15030,0.29440,70.79860,27.97430,28.86020,27.97430,21.05130,0.17430,0.81320,1.50390,59.84450,6.93670,18.46330,3.66890,5.89420,16.79060,1.2117,1.0096
