Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,24.02300,24.02300,6.19900,-4.30900,13.51500,2.79100,16.30600,0.10500,16.20100,16.20100,,16.20100,13.45500,13.51500,47.20400,47.65500,0.34000,0.34000,0.72010,2.60560,56.25860,56.25860,67.87660,67.43950,0.00950,2.35020,2.35020,0.64400,0.65780,14.53920,0.34030,1.14240
2021-12-31,30.11100,30.11100,5.97200,-6.09000,18.04900,-0.76600,17.28300,0.12900,17.15400,17.15400,,17.15400,18.53000,18.04900,42.40000,42.68200,0.33000,0.33000,0.73400,2.83400,59.94150,59.94150,57.39760,56.96920,0.01140,2.52770,2.52770,0.65180,0.67230,14.39480,0.4914,0.4898
2021-09-30,27.20400,27.20400,5.54700,-5.33900,16.31800,-6.36700,9.95100,,9.95100,9.95100,,9.95100,17.09500,16.31800,46.95700,47.20900,0.21000,0.21000,0.71840,2.62130,59.98380,59.98380,36.57920,36.57920,0.01100,1.47920,1.47920,0.40340,0.41660,14.31310,0.1624,0.1612
2021-06-30,23.53100,23.53100,5.54900,-3.84200,14.14000,3.88300,18.02300,0.40800,17.61500,17.61500,,17.61500,14.73500,14.14000,41.00900,41.29500,0.43000,0.43000,0.68890,2.27950,60.09100,60.09100,76.59260,74.85870,0.01040,2.59410,2.59410,0.78050,0.80690,14.44730,0.1932,0.1926
2021-03-31,21.22300,21.22300,5.26100,-3.27700,12.68500,3.24000,15.92500,0.18500,15.74000,15.74000,,15.74000,13.11900,12.68500,34.41700,34.72100,0.46000,0.45000,0.71550,2.58540,59.77010,59.77010,75.03650,74.16480,0.01020,2.73280,2.73280,0.75280,0.77740,14.22930,0.28580,0.28580
2020-12-31,21.20600,21.20600,4.52300,-4.15100,12.53200,1.87700,14.40900,0.00200,14.40700,14.40700,,14.40700,12.58600,12.53200,32.97700,33.19700,0.46000,0.47000,0.74320,3.02540,59.09650,59.09650,67.94780,67.93830,0.01100,3.04580,3.04580,0.74670,0.78200,14.14430,0.2789,0.2778
2020-09-30,22.37400,22.37400,4.25700,-4.04600,14.07100,1.03800,15.10900,0.18100,14.92800,14.92800,,14.92800,13.85400,14.07100,33.33700,33.55000,0.45000,0.44000,0.74880,3.10490,62.89000,62.89000,67.52930,66.72030,0.01150,3.18060,3.18060,0.76590,0.79880,14.03470,0.2556,0.2555
2020-06-30,17.98200,17.98200,4.80900,-3.25400,9.91900,0.00900,9.92800,0.16000,9.76800,9.76800,,9.76800,10.10200,9.91900,33.31700,33.54000,0.29000,0.29000,0.76060,3.29430,55.16070,55.16070,55.21080,54.32100,0.00890,2.10010,2.10010,0.48330,0.50280,13.90840,0.1631,0.1631
2020-03-31,21.13400,21.13400,4.59500,-6.67600,9.86300,-27.11700,-17.25400,0.00900,-17.26300,-17.26300,,-17.26300,9.73900,9.86300,31.89800,31.89800,-0.54000,-0.54000,0.76810,3.45130,46.66890,46.66890,-81.64100,-81.68350,0.01010,-3.70400,-3.70400,-0.82150,-0.85900,13.95450,0.25920,0.25210
2019-12-31,21.58000,21.58000,4.40000,-7.33900,9.84100,,9.84100,0.18200,9.65900,9.65900,,9.65900,9.68400,9.84100,28.60900,28.84700,0.33000,0.33000,0.75030,3.13280,45.60240,45.60240,45.60240,44.75900,0.01210,2.26560,2.26560,0.54140,0.56580,14.76960,0.2633,0.2597
2019-09-30,19.84700,19.84700,3.95600,-6.83800,9.05300,,9.05300,0.01900,9.03400,9.03400,,9.03400,9.10600,9.05300,28.63500,28.86800,0.32000,0.31000,0.73350,2.88180,45.61400,45.61400,45.61400,45.51820,0.01190,2.12190,2.12190,0.53940,0.56550,14.74900,0.2958,0.2496
2019-06-30,21.67500,21.67500,4.58400,-7.11800,9.97300,,9.97300,0.21800,9.75500,9.75500,,9.75500,9.84700,9.97300,28.59900,28.86400,0.34000,0.34000,0.73300,2.87470,46.01150,46.01150,46.01150,45.00580,0.01300,2.29120,2.29120,0.58360,0.61170,14.74790,0.33,0.3213
2019-03-31,14.15700,14.15700,3.83100,-1.68700,8.63900,,8.63900,0.09600,8.54300,8.54300,,8.54300,9.09200,8.63900,28.56200,28.78100,0.30000,0.30000,0.73390,2.75770,61.02280,61.02280,61.02280,60.34470,0.00870,2.00960,2.00960,0.52790,0.53480,14.73540,0.23590,0.23590
2018-12-31,14.52500,14.52500,4.46400,,10.06100,,10.06100,0.04300,10.01800,10.01800,,10.01800,10.05700,10.06100,28.52900,28.65700,0.34000,0.34000,0.73110,2.71870,69.26680,69.26680,69.26680,68.97070,0.00910,2.35390,2.35390,0.62480,0.63300,14.79990,0.3828,0.3828
2018-09-30,13.98400,13.98400,3.79100,,10.19300,,10.19300,0.23600,9.95700,9.95700,,9.95700,9.41700,10.19300,28.54300,28.69900,0.35000,0.35000,0.75280,3.04580,72.89050,72.89050,72.89040,71.20280,0.00810,2.34750,2.34750,0.57500,0.58020,14.77950,0.3524,0.3524
2018-06-30,13.63600,13.63600,4.24700,,9.38900,,9.38900,0.08600,9.30300,9.30300,,9.30300,9.30700,9.38900,28.52500,28.61800,0.33000,0.33000,0.76570,3.26860,68.85450,68.85450,68.85450,68.22380,0.00750,2.20350,2.20350,0.51190,0.51620,14.71120,0.2943,0.2943
2018-03-31,13.13700,13.13700,3.73800,,9.39900,,9.39900,0.08100,9.31800,9.31800,,9.31800,9.03200,9.39900,28.49400,28.59900,0.33000,0.33000,0.75670,3.11050,71.54600,71.54600,71.54600,70.92940,0.00750,2.21480,2.21480,0.53420,0.53880,14.71080,0.33900,0.33900
2017-12-31,10.87200,10.87200,3.89200,,6.98000,-0.76800,6.21200,0.02900,6.18300,6.18300,,6.18300,7.30700,6.98000,28.48700,28.59000,0.22000,0.22000,0.76130,3.18910,64.20160,64.20160,57.13760,56.87090,0.00610,1.47510,1.47510,0.34930,0.35210,14.65680,0.2579,0.2579
2017-09-30,14.72600,14.72600,3.61400,,11.11200,,11.11200,0.05400,11.05800,11.05800,,11.05800,10.53200,11.11200,28.48100,28.58300,0.39000,0.39000,0.73280,2.74190,75.45840,75.45840,75.45840,75.09170,0.00930,2.62970,2.62970,0.69660,0.70280,14.71150,0.3791,0.3791
2017-06-30,10.41100,10.41100,3.67100,,6.74000,,6.74000,0.02700,6.71300,6.71300,,6.71300,7.74400,6.74000,28.47600,28.54700,0.24000,0.24000,0.74710,2.95360,64.73920,64.73920,64.73920,64.47990,0.00630,1.60990,1.60990,0.40380,0.40720,14.58850,0.2389,0.2389
2017-03-31,10.33900,10.33900,3.79300,,6.54600,,6.54600,0.06800,6.47800,6.47800,,6.45300,6.82500,6.54600,28.46900,28.48300,0.23000,0.23000,0.70470,2.38640,63.31370,63.31370,63.31370,62.41420,0.00720,1.55020,1.55020,0.45330,0.45780,14.67160,0.21800,0.21800
2016-12-31,12.61000,12.61000,3.82700,,8.78300,,8.78300,0.06200,8.72100,8.72100,0.00000,8.06500,8.23300,8.78300,28.46200,28.52300,0.28000,0.27000,0.68410,2.16580,69.65110,69.65110,69.65110,63.95720,0.00920,2.02970,2.02970,0.63490,0.64110,15.08520,-0.1639,-0.1639
2016-09-30,11.75800,11.75800,3.91800,,7.84000,,7.84000,0.16100,7.67900,7.67900,12.06200,18.44200,7.82300,7.84000,28.42900,28.51300,0.65000,0.65000,0.70010,2.33450,66.67800,66.67800,66.67800,156.84640,0.00750,1.65040,1.65040,0.49060,0.49500,16.33490,-1.1663,-1.1663
2016-06-30,10.51400,10.51400,3.21900,,7.29500,,7.29500,0.00300,7.29200,7.29200,2.68900,8.69300,7.90800,7.29500,28.42900,28.49600,0.31000,0.31000,0.63090,1.70960,69.38370,69.38370,69.38370,82.68020,0.00790,1.60510,1.60510,0.54740,0.59240,15.93300,0.5502,0.5496
2016-03-31,10.22500,10.22500,3.46200,,6.76300,,6.76300,0.00400,6.75900,6.75900,-0.33400,5.13600,7.39900,6.76300,28.52900,28.60200,0.18000,0.18000,0.65730,2.02710,66.14180,66.14180,66.14180,50.22980,0.00720,1.48880,1.48880,0.47530,0.51020,15.88860,0.62260,0.61080
2015-12-31,7.00500,7.00500,-2.84500,,9.85000,,9.85000,0.62500,9.22500,9.22500,1.82700,8.87700,10.67200,9.85000,28.50200,28.59800,0.31000,0.31000,0.64980,1.85520,140.61390,140.61390,140.61390,126.72380,0.00510,2.02090,2.02090,0.66900,0.70780,15.95550,2.4837,2.4657
2015-09-30,12.24200,12.24200,3.50600,,8.73600,,8.73600,0.00300,8.73300,8.73300,2.97700,9.37900,9.87100,8.73600,28.50600,28.61000,0.33000,0.33000,0.64020,1.94880,71.36090,71.36090,71.36090,76.61330,0.00810,1.77640,1.77640,0.58140,0.63920,17.18360,-0.6502,-0.6511
2015-06-30,12.31100,12.31100,3.22600,,9.08500,,9.08500,0.00300,9.08200,9.08200,2.18100,8.96700,10.24000,9.08500,28.49200,28.58600,0.31000,0.31000,0.66240,2.06810,73.79580,73.79580,73.79580,72.83730,0.00800,1.85670,1.85670,0.58790,0.62680,17.09720,3.4084,3.4082
2015-03-31,18.43700,18.43700,9.78400,,8.65300,,8.65300,-0.64200,9.29500,9.29500,,7.06200,10.34000,8.65300,28.48400,28.58500,0.25000,0.25000,0.65210,2.16120,46.93280,46.93280,46.93280,38.30340,0.01160,1.90800,1.90800,0.58470,0.66380,17.04290,4.39230,4.39030
2014-12-31,-6.81300,-6.81300,-16.07100,,9.25800,,9.25800,2.00400,7.25400,7.25400,,8.90100,10.63800,9.25800,28.45900,28.58500,0.32000,0.31000,0.70390,2.77950,-135.88720,-135.88720,-135.88720,-130.64720,-0.00370,1.50850,1.50850,0.38950,0.44660,16.82180,-7.3403,-7.395
2014-09-30,13.18000,13.18000,10.25100,,2.92900,,2.92900,-1.17300,4.10200,4.10200,,4.10200,5.29100,2.92900,28.46500,28.60500,0.14000,0.14000,0.70050,2.38260,22.22310,22.22310,22.22310,31.12290,0.00940,1.02280,1.02280,0.29250,0.30630,14.01990,1.0223,1.0215
2014-06-30,17.41300,17.41300,10.69200,,6.72100,,6.72100,0.08300,6.63800,6.63800,,6.63800,8.34200,6.72100,28.45400,28.59100,0.23000,0.23000,0.69500,2.39850,38.59760,38.59760,38.59760,38.12090,0.01220,1.64370,1.64370,0.46690,0.50130,14.11760,-1.7495,-1.7562
2014-03-31,13.75800,13.75800,9.65700,-0.02000,4.08100,,4.08100,-0.67400,4.75500,4.75500,,4.75500,4.93300,4.08100,28.44300,28.55100,0.17000,0.17000,0.66570,1.99090,29.66270,29.66270,29.66270,34.56170,0.01090,1.17670,1.17670,0.37800,0.39340,14.13390,0.26920,0.26740
2013-12-31,7.93600,7.93600,9.39700,-0.26600,-1.72700,4.69700,2.97000,-0.32000,3.29000,3.29000,,3.29000,-0.73600,-1.72700,18.99000,19.03800,0.11000,0.11000,0.64160,1.79030,-21.76160,-21.76160,37.42440,41.45670,0.00670,0.80990,0.80990,0.27950,0.29030,14.24970,1.1479,1.1461
2013-09-30,12.56100,12.56100,5.92100,-2.05200,4.58800,2.79200,7.38000,0.49600,6.88400,6.88400,,6.88400,4.98600,4.58800,27.97700,28.02800,0.25000,0.25000,0.46830,0.91440,36.52580,36.52580,58.75330,54.80460,0.01500,1.67640,1.67640,0.81970,0.89130,14.42030,-0.0083,-0.0087
2013-06-30,6.20700,6.20700,2.45900,-1.12100,2.62700,0.63800,3.26500,,3.26500,3.26500,,3.26500,2.69600,2.62700,10.21600,10.25700,0.32000,0.32000,0.29950,0.42750,42.32320,42.32320,52.60190,52.60190,0.01070,0.82680,0.82680,0.56190,0.57920,14.47120,0.0646,0.0646
2013-03-31,5.32600,5.32600,2.40900,-0.64000,2.27700,-1.95000,0.32700,,0.32700,0.32700,,0.32700,1.76500,2.27700,9.21300,9.26700,0.04000,0.04000,0.62050,1.63500,42.75250,42.75250,6.13970,6.13970,0.01200,0.19990,0.19990,0.07370,0.07590,17.65230,0.13230,0.13230
2012-12-31,3.41300,3.41300,3.54300,,-0.13000,1.21400,1.08400,,1.08400,1.08400,,1.08100,-0.13000,-0.13000,6.53300,6.56700,0.24000,0.24000,0.56120,1.27870,-3.80900,-3.80900,31.76090,31.67300,0.00880,0.65520,0.65520,0.27950,0.28750,17.85240,0.2634,0.2634
2012-09-30,1.49100,1.49100,2.04500,,-0.55400,,-0.55400,,-0.55400,-0.55400,,-0.55400,-0.38300,-0.55400,9.20500,9.20500,-0.06000,-0.06000,0.22640,0.29270,-37.15630,-37.15630,-37.15630,-37.15630,0.00680,-0.33240,-0.33240,-0.25150,-0.25710,17.98670,0.1411,0.1506
2012-06-30,1.20600,1.20600,0.07300,,1.13300,-1.31100,-0.17800,,-0.17800,-0.17800,,-0.22500,1.19200,1.13300,6.57700,6.57700,-0.03000,-0.03000,,,93.94690,93.94690,-14.75950,-18.65670,0.00700,-0.10620,-0.10620,-0.10390,-0.10620,18.14090,0.1139,0.1044
2012-03-31,0.61000,0.61000,0.10200,,0.50800,,0.50800,,0.50800,0.50800,,-0.11600,0.57600,0.50800,0.99900,0.99900,-0.12000,-0.12000,0.57070,1.32960,83.27870,83.27870,83.27870,-19.01640,0.00720,1.73550,1.42830,0.59830,0.61310,23.71070,-0.22120,-0.22120
2011-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
