Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,3095.50000,1513.80000,1581.70000,-1203.30000,1203.30000,378.39990,378.40000,35.20000,343.20000,343.20000,338.70000,378.39990,378.39990,259.40000,263.80000,1.31000,1.28000,0.26370,0.38150,12.22420,12.22420,12.22420,10.94170,0.01060,2.87130,3.94920,0.11770,2.11420,47.39370,0.11940,0.02310
2021-12-31,4256.20000,2319.30000,1936.89900,-1500.60000,1500.60100,436.29860,436.30000,61.50000,374.79990,374.79990,341.40000,436.29860,436.29960,269.00000,272.90000,1.30000,1.28000,0.20980,0.27040,10.25090,10.25090,10.25090,8.02120,0.01400,2.32420,2.90600,0.12300,1.83670,61.61940,4.1761,4.1006
2021-09-30,3423.70000,1799.10000,1624.60000,-1196.50000,1196.50000,428.09990,428.10000,63.80000,364.30000,364.30000,359.90000,428.09990,428.09990,268.00000,271.90000,1.34000,1.32000,0.20970,0.26990,12.50400,12.50400,12.50400,10.51200,0.01150,2.25860,2.83470,0.12190,1.78500,60.61330,3.6285,3.3945
2021-06-30,3539.40000,1841.70000,1697.70000,-1265.10000,1265.10000,432.59990,432.60000,61.00000,371.60000,371.60000,361.80000,432.59990,432.59990,271.30000,275.10000,1.34000,1.32000,0.20800,0.26780,12.22240,12.22240,12.22240,10.22210,0.01170,2.28090,2.87740,0.12300,1.80640,60.56320,3.6106,3.527
2021-03-31,3208.50000,1392.90000,1815.60000,-1201.70000,1201.70000,613.90010,613.90000,97.60000,516.30000,516.30000,517.10000,613.90010,613.90010,272.90000,276.00000,1.89000,1.87000,0.21680,0.28220,19.13360,19.13360,19.13360,16.11660,0.01090,3.33910,4.28000,0.17460,2.61530,56.74240,0.51010,0.42720
2020-12-31,3765.10100,2011.70000,1753.40000,-1161.80000,1161.80000,591.60060,591.60000,100.10000,491.50000,491.50000,472.60010,591.60060,591.59990,274.70000,276.60000,1.72000,1.71000,0.20480,0.26260,15.71270,15.71270,15.71270,12.55210,0.01270,2.95780,3.72820,0.16570,2.35210,60.80240,2.1733,2.0795
2020-09-30,3310.70000,1869.70000,1441.00000,-1165.90000,1165.90000,275.09990,275.10000,39.20000,235.90000,235.90000,236.00000,275.09990,275.09990,274.80000,276.80000,0.86000,0.85000,0.21390,0.27710,8.30940,8.30940,8.30940,7.12840,0.01190,1.50050,1.90820,0.08470,1.17950,57.27180,3.8128,3.6817
2020-06-30,3114.60000,1632.70000,1481.90000,-983.30000,983.30000,498.60010,498.60000,82.50000,416.10000,416.10000,398.30000,498.60010,498.60010,274.30000,275.60000,1.45000,1.45000,0.21380,0.27690,16.00850,16.00850,16.00850,12.78820,0.01150,2.71770,3.47600,0.15340,2.13670,55.87960,1.6915,1.5881
2020-03-31,4551.30000,2887.60000,1663.70000,-1335.50000,1335.50000,328.20020,328.20000,43.20000,285.00000,285.00000,288.90000,328.20020,328.20020,275.00000,277.20000,1.05000,1.04000,0.22050,0.29110,7.21110,7.21110,7.21110,6.34760,0.01840,2.19690,2.95660,0.11540,1.71250,47.44920,5.73270,5.66770
2019-12-31,4047.19900,2453.30000,1593.90000,-1222.60000,1222.59900,371.30050,371.30010,56.00000,315.30010,315.30010,300.90000,371.30050,371.30130,278.60000,281.00000,1.09000,1.08000,0.20270,0.26060,9.17430,9.17430,9.17420,7.43480,0.01470,2.14700,2.81380,0.11420,1.71170,53.09400,3.6824,3.5598
2019-09-30,4458.40000,2870.40000,1588.00000,-1242.30000,1242.30000,345.69970,345.70000,61.10000,284.60000,284.60000,277.10000,345.69970,345.69970,279.00000,281.40000,0.99000,0.98000,0.20200,0.25950,7.75390,7.75390,7.75390,6.21520,0.01650,1.91360,2.50080,0.10530,1.52710,53.49930,6.3415,6.2255
2019-06-30,3972.60000,2476.00000,1496.60000,-1046.30000,1046.30000,450.30000,450.30000,58.20000,392.10000,392.10000,386.30000,450.30000,450.30000,279.00000,281.20000,1.38000,1.37000,0.21060,0.27220,11.33520,11.33520,11.33510,9.72410,0.01480,2.78050,3.35420,0.14640,2.19490,50.61740,5.3369,5.209
2019-03-31,3743.90000,2225.20000,1518.70000,-992.70000,992.70000,525.99980,526.00000,73.90000,452.10000,452.10000,429.90000,525.99980,525.99980,278.70000,280.90000,1.54000,1.53000,0.20380,0.25940,14.04950,14.04950,14.04950,11.48270,0.01440,3.54250,4.37180,0.17430,2.82060,45.87420,4.18800,4.08330
2018-12-31,3770.60000,2471.10000,1299.50000,-1056.60000,1056.60000,242.89990,242.90000,11.20000,231.70010,231.70010,236.50000,413.29990,242.90040,285.80000,288.80000,0.85000,0.83000,0.22150,0.28830,6.44190,6.44200,6.44190,6.27220,0.01550,2.02250,2.56280,0.09530,1.57450,40.98750,4.9504,4.8859
2018-09-30,4348.10000,2674.00000,1674.10000,-1105.00000,1105.00000,569.10010,569.10000,109.10000,460.00000,460.00000,456.30000,641.90010,569.10010,284.90000,287.80000,1.60000,1.59000,0.21620,0.27880,13.08850,13.08850,13.08850,10.49420,0.01680,3.90870,4.95360,0.17780,3.06380,41.49750,7.2399,7.1356
2018-06-30,3234.90000,1729.40000,1505.50000,-990.10000,990.10000,515.39990,515.40000,55.90000,459.50000,459.50000,456.60000,630.99990,515.39990,286.40000,289.20000,1.59000,1.58000,0.21570,0.28060,15.93250,15.93250,15.93250,14.11480,0.01280,3.92520,4.96870,0.18230,3.07840,41.13320,3.1159,3.0539
2018-03-31,2883.60000,1441.60000,1442.00000,-985.00000,985.00000,457.00000,457.00000,54.50000,402.50000,402.50000,397.10000,580.60000,457.00000,289.40000,292.90000,1.37000,1.36000,0.20690,0.26720,15.84820,15.84820,15.84820,13.77100,0.01140,3.28420,4.12110,0.15870,2.60480,42.59920,2.54870,2.45990
2017-12-31,3237.70100,1833.80000,1403.90100,-1089.10000,1089.10000,314.80100,314.79990,-528.10000,842.89990,842.89990,841.79990,426.50100,314.80080,288.90000,293.10000,2.92000,2.87000,0.19740,0.24900,9.72300,9.72300,9.72290,25.99990,0.01270,6.52300,7.99840,0.33190,5.23530,44.71250,1.9082,1.8008
2017-09-30,4627.80000,2537.20000,2090.60000,-932.80000,932.80000,1157.80000,1157.80000,344.60000,813.20010,813.20010,810.20000,1274.00000,1157.80000,289.30000,293.10000,2.80000,2.76000,0.20830,0.26800,25.01840,25.01840,25.01840,17.50720,0.01870,6.73890,8.38580,0.32800,5.33500,41.82770,6.1313,6.0322
2017-06-30,3178.30000,1884.00000,1294.30000,-928.70000,928.70000,365.60010,365.60000,50.80000,314.80000,314.80000,309.50000,467.60010,365.60010,288.90000,292.70000,1.07000,1.06000,0.21770,0.28200,11.50300,11.50300,11.50300,9.73790,0.01320,2.80120,3.53970,0.13110,2.19150,38.93970,4.4608,4.2549
2017-03-31,3049.40000,1692.20000,1357.20000,-943.20000,943.20000,413.99980,414.00000,60.40000,353.60000,353.60000,348.90000,514.39980,413.99980,288.30000,292.40000,1.21000,1.19000,0.22640,0.29810,13.57640,13.57640,13.57640,11.44160,0.01290,3.30930,4.24520,0.15020,2.56030,37.08750,1.78830,1.63850
2016-12-31,3513.79900,2146.90000,1366.89900,-985.60000,985.60100,381.29860,381.30000,43.10000,338.19990,338.19990,318.00000,449.39860,381.29910,289.40000,292.70000,1.11000,1.09000,0.23290,0.30860,10.85150,10.85150,10.85150,9.05000,0.01540,3.28550,4.25530,0.14830,2.52020,35.77960,3.1345,2.9796
2016-09-30,2818.00000,1527.70000,1290.30000,-919.60000,919.60000,370.70020,370.70000,43.30000,327.40000,327.40000,308.20000,509.50020,370.70020,288.10000,291.40000,1.07000,1.06000,0.23180,0.30540,13.15470,13.15470,13.15470,10.93680,0.01220,3.01370,3.85960,0.14210,2.31510,37.76090,2.7811,2.662
2016-06-30,3025.70000,1697.90000,1327.80000,-927.90000,927.90000,399.89990,399.90000,72.90000,327.00000,327.00000,322.30000,519.29990,399.89990,289.90000,292.60000,1.11000,1.10000,0.23630,0.31190,13.21680,13.21680,13.21680,10.65210,0.01360,3.09430,4.00150,0.14660,2.36310,36.69340,4.2217,4.1166
2016-03-31,3036.60000,1697.30000,1339.30000,-899.50000,899.50000,439.80000,439.80000,70.60000,369.20000,369.20000,368.00000,585.20010,439.80000,291.50000,294.30000,1.26000,1.25000,0.24440,0.33550,14.48330,14.48330,14.48330,12.11880,0.01400,3.65200,4.79410,0.16970,2.75960,34.81270,3.04280,2.89260
2015-12-31,2807.00000,1577.20000,1229.80000,-920.80000,920.79900,309.00050,309.00010,50.70000,258.30000,258.30000,253.60000,400.30050,309.00100,294.40000,298.00000,0.86000,0.85000,0.25830,0.36750,11.00820,11.00820,11.00820,9.03460,0.01280,2.75450,3.68520,0.11810,2.04310,32.18050,3.556,3.4208
2015-09-30,3240.90000,1910.30000,1330.60000,-961.40000,961.40000,369.20000,369.20000,68.30000,300.90000,300.90000,300.40000,556.79990,369.20000,295.00000,298.50000,1.02000,1.01000,0.25330,0.36210,11.39190,11.39190,11.39190,9.26900,0.01500,3.10660,4.13230,0.13970,2.31960,33.00100,4.0365,3.9394
2015-06-30,3259.20000,2095.70000,1163.50000,-869.00000,869.00000,294.49980,294.50000,29.60000,264.90000,264.90000,241.10000,376.29970,294.49980,295.00000,298.40000,0.82000,0.81000,0.25350,0.34240,9.03600,9.03600,9.03600,7.39750,0.01470,2.71340,3.52120,0.11920,2.02550,33.12730,4.9822,4.8666
2015-03-31,2657.30000,1278.00000,1379.30000,-921.20000,921.20000,458.10010,458.10000,29.00000,429.10000,429.10000,414.20000,561.20010,458.10010,294.80000,298.50000,1.41000,1.39000,0.19330,0.24230,17.23930,17.23930,17.23930,15.58730,0.01190,4.08980,5.22030,0.19290,3.29910,35.63890,2.11360,2.00370
2014-12-31,2908.00000,1664.20000,1243.79900,-926.60010,926.60000,317.19950,317.20010,36.90000,280.30000,280.30000,270.70000,448.29950,317.19920,294.70000,298.70000,0.92000,0.90000,0.19830,0.25010,10.90780,10.90780,10.90790,9.30880,0.01330,2.73950,3.54760,0.12790,2.19620,34.81460,3.0184,2.9572
2014-09-30,2484.30000,1158.00000,1326.30000,-932.50000,932.50000,393.80000,393.80000,141.00000,252.80000,252.80000,230.40000,574.90000,393.80000,294.20000,298.20000,0.78000,0.77000,0.19610,0.25610,15.85160,15.85160,15.85160,9.27420,0.01150,2.43810,3.17060,0.11680,1.96000,35.31680,2.7524,2.6711
2014-06-30,2606.70000,1313.00000,1293.70000,-886.20000,886.20000,407.50000,407.50000,88.30000,319.20000,319.20000,306.30000,516.60000,407.50000,294.70000,298.30000,1.04000,1.03000,0.19470,0.25600,15.63280,15.63280,15.63280,11.75050,0.01190,3.05190,4.01230,0.14620,2.45750,35.60010,2.6429,2.4964
2014-03-31,2478.60000,1273.20000,1205.40000,-829.00000,829.00000,376.40010,376.40000,52.30000,324.10000,324.10000,284.00000,491.80010,376.40010,295.80000,299.50000,0.96000,0.95000,0.20010,0.26490,15.18600,15.18600,15.18600,11.45810,0.01170,3.22240,4.28650,0.15350,2.57760,34.11770,1.97430,1.80800
2013-12-31,2672.60000,1441.90000,1230.70000,-920.79970,920.80000,309.89970,309.90000,59.50000,250.40000,250.40000,233.40000,400.39970,309.89980,294.60000,298.20000,0.79000,0.77000,0.21020,0.28150,11.59540,11.59540,11.59550,8.73310,0.01280,2.56110,3.46920,0.12030,2.02290,33.11990,2.7672,2.644
2013-09-30,2239.60000,1144.70000,1094.90000,-774.60000,774.60000,320.30020,320.30000,61.20000,259.10000,259.10000,245.70000,394.00020,320.30020,294.90000,298.60000,0.83000,0.82000,0.21670,0.29540,14.30170,14.30170,14.30170,10.97070,0.01110,2.76420,3.83940,0.12850,2.16520,31.89320,2.0449,2.0089
2013-06-30,2210.60000,1143.20000,1067.40000,-801.80000,801.80000,265.60010,265.60000,29.00000,236.60000,236.60000,222.30000,351.90010,265.60010,294.10000,297.20000,0.76000,0.75000,0.21510,0.29270,12.01480,12.01480,12.01480,10.05610,0.01120,2.51470,3.50360,0.12040,1.97370,32.01400,0.6309,0.5683
2013-03-31,2166.70000,1142.80000,1023.90000,-795.70000,795.70000,228.20000,228.20000,38.20000,190.00000,190.00000,178.30000,318.70000,228.20000,294.10000,297.10000,0.61000,0.61000,0.22120,0.28870,10.53210,10.53210,10.53220,8.22910,0.01080,1.93350,2.69930,0.09460,1.50590,33.50360,2.00570,2.02830
2012-12-31,2295.89900,1202.60000,1093.30000,-832.40010,832.39900,260.90000,260.90000,34.20000,226.70000,226.70000,214.90000,361.20000,260.90010,297.50000,300.40000,0.72000,0.71000,0.21590,0.27950,11.36370,11.36370,11.36370,9.36020,0.01420,2.33630,2.74940,0.14010,1.83200,33.02720,2.2769,2.267
2012-09-30,2704.70000,1696.70000,1008.00000,-816.40000,816.40000,191.59990,191.60000,-7.20000,198.80000,198.80000,187.20000,308.49980,191.59990,294.70000,297.50000,0.64000,0.63000,0.18130,0.22430,7.08400,7.08400,7.08400,6.92130,0.01700,2.01910,2.37530,0.12490,1.65310,33.53510,3.0036,2.9659
2012-06-30,2118.60000,1159.50000,959.10010,-729.60000,729.60000,229.50010,229.50000,50.90000,178.60000,178.60000,167.60000,335.80010,229.50010,299.40000,301.90000,0.56000,0.56000,0.14320,0.19500,10.83260,10.83260,10.83260,7.91090,0.01390,1.89300,2.24430,0.11750,1.62190,31.91780,2.0159,1.9908
2012-03-31,2095.90000,1262.80000,833.09990,-555.10000,555.10000,277.99990,278.00000,56.70000,221.30000,221.30000,203.90000,181.49990,277.99990,301.80000,304.70000,0.68000,0.68000,0.13870,0.17150,13.26400,13.26400,13.26400,9.72850,0.01360,2.26930,2.64480,0.14390,1.95450,32.40910,2.95930,2.90250
2011-12-31,2058.80000,1170.40000,888.40000,-738.40010,738.40000,150.00010,149.99990,8.00000,142.00000,142.00000,134.10000,231.00010,150.00000,314.50000,317.60000,0.44000,0.45000,0.14310,0.17820,7.28580,7.28580,7.28580,6.51350,0.01400,1.51520,1.77530,0.09640,1.29840,31.12490,2.5539,2.4784
2011-09-30,2093.60000,1167.10000,926.50010,-775.40000,775.40000,151.10010,151.10000,76.60000,74.50000,74.50000,71.90000,302.00010,151.10010,311.90000,314.80000,0.23000,0.23000,0.13240,0.15980,7.21720,7.21720,7.21720,3.43430,0.01460,0.72410,0.82750,0.05200,0.62820,33.72470,0.4648,0.4184
2011-06-30,2296.40000,1246.80000,1049.60000,-739.40000,739.40000,310.19980,310.20000,61.00000,249.20000,249.20000,217.30000,400.39980,310.19980,320.00000,323.20000,0.68000,0.67000,0.12920,0.15840,13.50810,13.50810,13.50810,9.46260,0.01540,2.33610,2.62460,0.16690,2.03430,34.00570,1.8425,1.798
2011-03-31,2221.90000,1242.50000,979.39990,-717.90000,717.90000,261.49990,261.50000,52.70000,208.80000,208.80000,182.00000,330.69990,261.49990,321.30000,324.70000,0.57000,0.56000,0.13220,0.16260,11.76920,11.76920,11.76920,8.19120,0.01510,2.01300,2.26980,0.14150,1.74690,32.28390,3.68190,3.66920
2010-12-31,2412.10000,1326.90000,1085.20000,-877.10000,877.10000,208.10010,208.10000,26.40000,181.70000,181.70000,162.90000,298.70010,208.10020,320.30000,323.00000,0.51000,0.50000,0.13810,0.17110,8.62730,8.62730,8.62730,6.75350,0.01660,1.83820,2.08730,0.12480,1.58430,30.85210,2.6749,2.6436
2010-09-30,2288.50000,1373.50000,915.00000,-751.50000,751.50000,163.50000,163.50000,12.20000,151.30000,151.30000,142.20000,297.10000,163.50000,320.70000,323.30000,0.44000,0.44000,0.13620,0.17080,7.14440,7.14440,7.14440,6.21370,0.01600,1.50780,1.70990,0.10550,1.30250,31.32780,1.3713,1.3628
2010-06-30,2233.60000,1392.00000,841.60010,-683.80000,683.80000,157.80000,157.80000,13.60000,144.20000,144.20000,134.00000,264.30000,157.80000,320.10000,322.90000,0.42000,0.42000,0.14770,0.18730,7.06480,7.06480,7.06480,5.99930,0.01640,1.58960,1.83760,0.10560,1.35470,28.43790,2.5689,2.5552
2010-03-31,2264.00000,1331.80000,932.20000,-675.90000,675.90000,256.29990,256.30000,52.70000,203.60000,203.60000,190.80000,358.99990,256.29990,319.80000,322.10000,0.60000,0.59000,0.15370,0.19680,11.32070,11.32070,11.32070,8.42760,0.01610,2.34340,2.73200,0.14460,1.98310,27.17610,2.02790,2.01490
2009-12-31,2232.40000,1430.40000,802.00000,-632.50010,632.50000,169.49950,169.50000,14.60000,154.90000,154.90000,141.90000,225.39950,169.49930,297.30000,298.90000,0.45000,0.45000,0.16500,0.21030,7.59270,7.59270,7.59270,6.35640,0.01620,1.93230,2.28520,0.11240,1.61340,25.12980,1.9229,1.8992
2009-09-30,2270.30000,1379.00000,891.30000,-643.00000,643.00000,248.30000,248.30000,44.10000,204.20000,204.20000,184.70000,318.10000,248.30000,319.10000,321.50000,0.58000,0.57000,0.17250,0.22260,10.93690,10.93690,10.93690,8.13550,0.01650,2.68450,3.21110,0.14860,2.22130,23.85290,0.7258,0.7184
2009-06-30,2157.80000,1397.20000,760.60000,-562.70000,562.70000,197.89990,197.90000,33.90000,164.00000,164.00000,150.30000,184.49990,197.89990,289.90000,291.40000,0.52000,0.52000,0.26040,0.37960,9.17140,9.17140,9.17140,6.96540,0.01650,2.83910,3.63310,0.12550,2.09990,18.14800,1.2091,1.2031
2009-03-31,2188.60000,1370.10000,818.50010,-688.40000,688.40000,130.10010,130.10000,7.50000,122.60000,122.60000,112.80000,248.50010,130.10010,260.00000,260.50000,0.43000,0.43000,0.32300,0.67320,5.94440,5.94440,5.94440,5.15400,0.01780,4.52600,8.46340,0.09950,3.06380,10.41890,3.64640,3.59580
