Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2016-03-31,430.84100,288.74100,142.10000,27.28800,100.13700,,131.74510,10.35490,2.75900,13.11400,-3.89600,17.01000,17.01000,11.68700,28.69700,24.92790,10.35490,163.29600,165.79200,0.17000,0.18000,2.23230,32.98200,2.40340,2.40340,3.04380,6.66070,0.32540,1.26210,3.01760,29.82540,2.23830,3.14000,1.28460,2.23830,4.67920,0.1912,0.1551
2015-12-31,621.07900,412.58200,208.49700,29.16100,111.37500,,139.98200,68.51500,0.96700,69.48200,1.44200,68.04000,68.04000,-2.95400,65.08600,83.47200,68.51500,162.66900,165.16800,0.40000,0.39000,1.85320,33.57010,11.03160,11.03160,11.18730,10.47950,0.41130,1.71940,2.18620,41.16710,9.23270,13.11620,4.50630,9.23270,4.52310,1.0029,0.8861
2015-09-30,518.49400,345.97700,172.51700,28.72500,103.90700,,135.94600,36.57100,-0.54800,36.02300,5.57100,30.45200,30.45200,-12.35500,18.09700,48.78610,36.57100,163.51500,165.84100,0.11000,0.11000,1.77110,33.27270,7.05330,7.05330,6.94760,3.49030,0.36260,1.05460,1.88730,47.68750,,6.76560,2.12990,4.55210,,0.0638,-0.0332
2015-06-30,447.68600,289.75300,157.93300,28.00200,104.60800,,144.31600,13.61700,-0.76400,12.85300,-0.00700,12.86000,12.86000,-5.42300,7.43700,24.86500,13.61700,164.43100,166.89500,0.05000,0.04000,2.01090,35.27760,3.04160,3.04160,2.87100,1.66120,0.29880,0.88470,2.02040,44.54510,,2.35100,0.85850,1.67800,,-0.15340,-0.24500
2015-03-31,467.22900,281.75600,185.47300,33.77200,69.25900,,103.79400,81.67900,1.83300,21.63500,-4.60600,26.24100,16.71700,0.00000,16.71700,216.89500,81.67900,164.31900,166.42400,0.10000,0.10000,2.12570,33.47330,17.48160,17.48160,4.63050,3.57790,0.32750,1.10070,2.79450,32.20610,2.20500,3.09620,1.17170,2.20500,4.60930,0.2493,0.1864
2014-12-31,604.32200,391.71500,212.60700,27.39700,115.65800,,143.05500,69.55200,-2.46400,67.08800,0.67000,66.41800,66.41800,-3.63400,62.78400,81.68500,69.55200,163.53300,166.32100,0.38000,0.38000,1.97370,35.18110,11.50910,11.50910,11.10140,10.38920,0.36880,1.59400,1.96940,45.69980,7.45510,12.19240,4.05290,7.45510,,0.4586,0.3998
2014-09-30,530.31100,325.53000,204.78100,32.32000,130.33000,,162.65000,42.13100,-0.53000,41.59000,5.50000,36.09000,36.09000,0.00000,36.09000,54.45100,42.13100,163.23000,166.06500,0.22000,0.22000,2.06560,38.61320,7.94460,7.94460,7.84260,6.80540,0.33700,1.32740,2.09870,42.88450,4.12760,6.86940,2.29360,4.12760,,0.1982,0.1156
2014-06-30,483.72200,300.45000,183.27200,31.31000,127.72000,,159.03000,24.24200,0.06000,22.77000,3.09000,19.68000,22.03200,0.00000,22.03200,36.97200,24.24200,163.01200,165.83300,0.14000,0.13000,2.02130,37.57320,5.01160,5.01160,4.70730,4.55470,0.31920,1.25010,2.20860,40.75030,2.64590,4.58860,1.45380,2.64590,,0.16730,0.09960
2014-03-31,485.25900,273.85900,211.40000,31.46000,65.33700,,96.79700,114.60300,9.72800,36.30400,-5.74700,42.05100,11.58400,0.00000,11.58400,132.36300,114.60300,162.25500,165.76600,0.07000,0.07000,2.05150,33.53670,23.61690,23.61690,7.48140,2.38720,0.33430,1.23140,2.66580,33.76060,1.44060,2.58230,0.79810,1.44060,4.93630,0.5789,0.5154
2013-12-31,627.89000,414.52000,213.37000,34.10000,125.18000,,159.28000,54.09000,-0.76000,53.31000,4.81000,48.50000,48.50300,0.00000,48.50300,68.03000,54.09000,160.87100,163.38800,0.30000,0.30000,1.79700,33.98050,8.61460,8.61460,8.49030,7.72480,0.41070,1.60670,2.00640,44.85600,6.33940,11.92420,3.17230,6.33940,,0.5723,0.519
2013-09-30,531.97200,348.55000,183.42200,37.63000,123.10000,,160.73000,22.69200,-5.22000,17.45000,3.05000,14.40000,14.39800,0.00000,14.39800,37.09200,22.69200,159.96900,161.17700,0.09000,0.09000,1.74510,34.47740,4.26560,4.26560,3.28020,2.70650,0.37110,1.19050,2.05510,43.79270,2.03250,4.16250,1.00430,2.03250,,0.0961,0.0354
2013-06-30,477.92400,309.56000,168.36400,36.19000,129.78000,,165.97000,2.39400,-2.14000,0.24000,-0.80000,1.04000,1.04300,0.00000,1.04300,17.79400,2.39400,159.29800,160.28100,0.01000,0.01000,1.78690,35.22530,0.50090,0.50090,0.05020,0.21820,0.33600,1.04580,2.18640,41.16370,0.14480,0.29560,0.07330,0.14480,,-0.00810,-0.09050
2013-03-31,469.08700,309.20300,159.88400,36.60000,181.02100,,434.30900,-274.42500,241.58900,-34.48800,0.80000,-35.28800,-35.91400,0.00000,-35.91400,-224.14500,-274.42500,158.71600,158.71600,-0.23000,-0.23000,1.86350,33.46290,-58.50190,-58.50190,-7.35220,-7.65610,0.34140,1.18430,2.61240,34.45080,-4.89490,-9.77090,-2.61360,-4.89490,,0.1341,-0.1032
2012-12-31,614.50000,404.40000,210.10000,40.39000,139.08000,,179.47000,30.63000,-214.19000,-183.57000,11.37000,-194.94000,-194.94300,0.00000,-194.94300,13.28000,30.63000,157.70600,157.70600,-1.24000,-1.24000,1.72500,34.18880,4.98450,4.98450,-29.87310,-31.72380,0.41270,1.45750,2.32250,38.75050,-25.76700,-51.81480,-13.09170,-25.76670,,0.5454,0.6803
2012-09-30,547.69300,351.69000,196.00300,38.01000,136.50000,,174.51000,21.49300,2.31000,23.78000,-31.07000,54.85000,54.86500,0.00000,54.86500,38.67300,21.49300,156.73600,157.93200,0.35000,0.35000,1.63190,35.78470,3.92430,3.92430,4.34180,10.01750,0.32360,1.09460,1.92540,46.74240,,15.94360,3.24180,5.79790,,0.1015,0.0302
2012-06-30,468.60400,324.35000,144.25400,38.92000,133.37000,,172.29000,-28.03600,-31.00000,-59.05000,-6.91000,-52.14000,-52.14500,0.00000,-52.14500,-10.65600,-28.03600,160.73300,160.73300,-0.32000,-0.32000,1.94050,30.78290,-5.98290,-5.98290,-12.60130,-11.12770,0.27560,1.15620,2.19000,41.09500,,-13.07970,-3.06680,-5.19420,,-0.04390,-0.16590
2012-03-31,531.96200,338.08000,193.88200,40.95000,129.21000,,170.16000,23.72200,6.94000,30.69000,2.40000,28.29000,28.28600,0.00000,28.28600,40.81200,23.72200,169.38700,170.40100,0.17000,0.17000,2.18240,36.44810,4.45930,4.45930,5.76920,5.31730,0.28650,1.13800,2.38440,37.74520,2.45910,5.27530,1.52360,2.45910,,0.2821,0.188
2011-12-31,714.59600,455.92000,258.67600,41.91000,146.98000,,188.89000,69.78600,7.63000,77.40000,22.07000,55.33000,55.33300,0.00000,55.33300,87.05600,69.78600,173.00300,173.65600,0.32000,0.32000,2.05220,36.19810,9.76580,9.76580,10.83130,7.74330,0.35900,1.54160,2.24240,40.13500,,9.46410,2.77960,4.59390,,0.8785,0.8162
2011-09-30,589.20400,390.78000,198.42400,39.49000,135.43000,,174.92000,23.50400,-1.16000,22.33000,4.88000,17.45000,17.44500,0.00000,17.44500,41.84400,23.50400,176.87800,177.27700,0.10000,0.10000,2.04920,33.67600,3.98910,3.98910,3.78990,2.96080,0.31610,1.20220,1.99940,45.01340,1.51780,3.34000,0.93600,1.51780,,-0.0117,-0.0704
2011-06-30,480.44100,354.83000,125.61100,39.98000,130.65000,,170.63000,-45.01900,5.88000,-39.15000,-9.54000,-29.61000,-29.60600,0.00000,-29.60600,-25.21900,-45.01900,179.33100,179.33100,-0.17000,-0.17000,2.17410,26.14270,-9.37030,-9.37030,-8.14880,-6.16230,0.25380,1.11740,1.98980,45.23030,,-5.18340,-1.56390,-2.49560,,0.02090,-0.01070
2011-03-31,547.61800,368.25000,179.36800,38.14000,137.63000,,175.77000,3.59800,3.30000,6.94000,4.16000,2.78000,2.77600,0.00000,2.77600,21.34800,3.59800,178.56200,180.42300,0.02000,0.01000,2.28670,32.75640,0.65700,0.65700,1.26730,0.50690,0.29420,1.31140,2.12020,42.44950,0.23040,0.47600,0.14910,0.23040,,0.0056,-0.0465
2010-12-31,754.05400,482.88000,271.17400,38.95000,156.17000,,195.12000,76.05400,1.33000,77.37000,12.37000,65.00000,65.00200,0.00000,65.00200,95.51400,76.05400,177.23300,179.70300,0.37000,0.36000,1.92770,35.96160,10.08600,10.08600,10.26050,8.62030,0.38710,1.60620,2.24360,40.11400,,11.93990,3.33680,5.51130,,0.8262,0.7919
2010-09-30,581.88400,364.95000,216.93400,40.92000,124.83000,,165.75000,51.18400,-1.15000,50.01000,8.85000,41.16000,41.16000,0.00000,41.16000,69.31400,51.18400,176.35900,177.97100,0.23000,0.23000,1.79190,37.28060,8.79620,8.79620,8.59450,7.07360,0.31980,1.06390,1.90790,47.17280,,9.18960,2.26230,3.77590,,-0.008,-0.0838
2010-06-30,479.33000,310.30000,169.03000,38.38000,118.83000,,157.21000,11.82000,2.31000,14.12000,-5.40000,19.52000,19.52200,0.00000,19.52200,31.06000,11.82000,175.49200,177.35800,0.11000,0.11000,1.77590,35.26170,2.46590,2.46590,2.94580,4.07280,0.28680,1.10900,2.24450,40.09850,1.90000,5.06370,1.16790,1.90000,,0.03440,-0.01760
2010-03-31,525.44400,337.14000,188.30400,39.70000,120.65000,,160.35000,27.95400,0.90000,28.90000,4.41000,24.49000,24.49300,0.00000,24.49300,49.39400,27.95400,175.73800,177.96700,0.14000,0.14000,1.80260,35.84210,5.32010,5.32010,5.50010,4.66140,0.32850,1.53530,2.69130,33.44140,,6.98080,1.53110,2.45000,,0.3744,0.2987
2009-12-31,617.10100,408.13000,208.97100,32.93000,117.60000,,150.53000,58.44100,3.46000,61.89000,4.80000,57.09000,57.08600,0.00000,57.08600,77.23100,58.44100,175.96300,178.40300,0.32000,0.32000,1.64380,33.86160,9.47030,9.47030,10.02920,9.25070,0.37490,1.73670,2.48210,36.25950,5.81820,17.24390,3.46850,5.81820,,0.9436,0.8957
2009-09-30,498.09300,346.30000,151.79300,31.82000,92.57000,,124.39000,27.40300,-0.84000,26.54000,5.80000,20.74000,20.74300,0.00000,20.74300,44.25300,27.40300,178.39500,180.98900,0.12000,0.11000,2.43080,30.47220,5.50160,5.50160,5.32830,4.16450,0.33160,1.44350,1.91740,46.93760,2.27090,3.22690,1.38100,2.27090,,0.3141,0.2567
2009-06-30,327.92900,248.28000,79.64900,31.36000,80.11000,,111.47000,-31.82100,-0.05000,-33.71000,3.65000,-37.36000,-35.98700,0.00000,-35.98700,-18.01100,-31.82100,179.75100,179.75100,-0.20000,-0.20000,3.03580,23.73080,-9.70360,-9.70360,-10.27970,-10.97400,0.22660,1.05430,1.94320,46.31610,-3.70530,-5.15150,-2.48720,-3.70530,,0.42020,0.37740
2009-03-31,407.94800,305.87000,102.07800,29.75000,95.02000,,124.77000,-22.69200,-18.74000,-41.40000,-6.33000,-35.07000,-35.07800,0.00000,-35.07800,-10.16200,-22.69200,179.06500,179.06500,-0.20000,-0.20000,3.45210,25.02530,-5.56250,-5.56250,-10.14840,-8.59860,0.28700,1.31020,1.90700,47.19430,-3.51590,-4.85370,-2.46760,-3.51590,,1.1202,0.8506
