Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,0.69900,0.52000,0.17900,0.77100,2.04100,,2.81200,-2.63300,0.50300,-2.13000,-2.13000,-2.13000,-2.13000,-2.49700,-2.63300,12.99400,12.99400,0.00000,0.00000,1.39950,,25.60800,-376.68090,-376.68090,-304.72100,-304.72100,0.08690,0.42110,0.93200,96.56650,-161.60840,-161.60850,-26.46950,-161.60850,0.10140,-0.19260,-0.22270
2021-12-31,0.73000,0.45800,0.27200,1.94100,-0.48500,,1.45600,-1.18400,-0.56900,-1.75300,-1.75300,-1.75300,-1.75300,-1.04600,-1.18400,12.46020,12.46020,-1.04900,-1.04900,1.93810,,37.26030,-162.19180,-162.19180,-240.13700,-240.13700,0.07150,0.49350,1.17740,76.43840,-61.40110,-61.40110,-17.17280,-61.40110,0.22010,-0.1824,-0.2105
2021-09-30,0.64400,0.44600,0.19800,0.81400,2.06700,,2.88100,-2.68300,-0.36100,-3.04400,-3.04400,-3.04400,-3.04400,-2.56700,-2.68300,12.42170,12.42170,-0.34970,-0.34970,3.49030,,30.74530,-416.61490,-416.61490,-472.67080,-472.67080,0.05200,0.75470,0.96120,93.63350,-78.81930,-78.81930,-24.56030,-78.81930,0.29830,-0.1134,-0.1537
2021-06-30,0.41500,0.30100,0.11400,0.72400,1.78200,,2.50600,-2.39200,4.17100,1.77900,1.77900,1.77900,1.77900,-2.31700,-2.39200,12.34040,12.34040,0.00000,0.00000,1.85420,,27.46990,-576.38560,-576.38560,428.67470,428.67470,0.04970,0.70000,0.71800,125.34940,12707.20000,12707.20000,21.29260,12707.14000,0.00110,-0.1501,-0.192
2021-03-31,0.31300,0.22700,0.08600,0.65000,1.66800,,2.31800,-2.23200,-4.57700,-6.80900,-6.80900,-6.80900,-6.80900,-2.17200,-2.23200,12.09810,12.09810,0.69930,0.69930,0.94290,,27.47600,-713.09910,-713.09910,-2175.39900,-2175.39900,0.03160,1.74620,0.66880,134.56870,243.35240,243.35240,-68.81950,243.35240,-0.22680,-0.09940,-0.12070
2020-12-31,0.26200,0.16500,0.09700,0.37100,2.10700,-0.02600,2.50400,-2.40700,-0.69100,-3.09800,-3.09800,-3.09800,-3.09800,-2.34200,-2.40700,9.72330,9.72330,,0.00000,1.18110,,37.02290,-918.70250,-918.70230,-1182.44300,-1182.44300,0.04940,1.65000,0.74010,121.60310,134.98920,134.98910,-58.40880,134.98910,-0.19540,-0.1797,-0.196
2020-09-30,0.05300,0.03500,0.01800,0.35100,1.24800,-0.00700,1.60600,-1.58800,-0.25600,-1.84400,-1.84400,-1.84400,-1.84400,-1.49600,-1.58800,12.01310,12.01310,0.00000,0.00000,2.53480,-0.02720,33.96230,-2996.22700,-2996.22700,-3479.24500,-3479.24500,0.01350,0.24140,0.17380,517.92460,1254.42700,1254.42300,-46.95700,1254.42200,-0.01170,-0.1452,-0.146
2020-06-30,0.03900,0.02700,0.01200,0.28200,0.58600,-0.13200,1.00000,-0.98800,-0.38200,-1.37000,-1.37000,-1.37000,-1.37000,-0.91900,-0.98800,10.40560,10.40560,0.00000,0.00000,1.07310,-0.01240,30.76920,-2533.33300,-2533.33300,-3512.82000,-3512.82000,0.01230,0.18240,0.10000,899.99990,76.92300,76.92310,-43.09530,76.92310,-0.15060,0.1516,0.1513
2020-03-31,0.04200,0.03100,0.01100,0.26000,0.50000,-0.43400,1.19400,-1.18300,0.91100,-0.27200,-0.27200,-0.27200,-0.27200,-1.12100,-1.18300,2.95280,2.95280,0.00000,0.00000,,,26.19050,-2816.66700,-2816.66700,-647.61910,-647.61910,,,,,,,,,,-0.22520,-0.22560
2019-09-30,0.04400,0.02800,0.01600,0.30700,0.44400,,0.75100,-0.73500,-0.39500,-1.13000,-1.13000,-1.13000,-1.13000,-0.61600,-0.73500,2.77660,2.77660,0.00000,0.00000,,,36.36360,-1670.45500,-1670.45500,-2568.18200,-2568.18200,,,,,,,,,,0.1896,0.1991
2019-06-30,0.06300,0.04100,0.02200,0.39000,-0.31400,,0.07600,-0.05400,-0.69200,-0.74600,-0.74600,-0.74600,-0.74600,-0.05400,-0.05400,1.37970,1.37970,0.00000,0.00000,,,34.92060,-85.71430,-85.71430,-1184.12700,-1184.12700,,,,,,,,,,-0.7828,-0.8024
