Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2013-09-30,0.19880,,0.19880,1.50090,-0.22310,,-1.62670,-0.43860,-2.06530,-2.06530,-2.06530,,-2.06530,-1.12820,-1.62670,1.85600,1.85600,-1.10000,-1.10000,0.31790,,0.70710,100.00000,-818.39230,-818.39230,-1039.05600,-1039.05600,0.00690,0.64140,140.32750,-14.66650,-14.66640,-7.17890,-14.66640,6.25000,0.1339,2.9642
2013-06-30,0.15610,,0.15610,1.28830,-0.80550,,-2.05420,-0.37870,-2.43290,-2.43290,-2.43290,,-2.43290,-1.92000,-2.05420,1.39140,1.39140,-1.70000,-1.70000,,,,100.00000,-1315.56900,-1315.56900,-1558.11300,-1558.11300,,,,,,,,,-0.0606,-2.8487
2013-03-31,0.26910,,0.26910,1.26010,-0.23960,,-1.36910,-0.11220,-1.48130,-1.48130,-1.48130,,-1.48130,-1.15250,-1.36910,0.88800,0.88800,-1.70000,-1.70000,,,,100.00000,-508.82910,-508.82910,-550.54060,-550.54060,,,,,,,,,-1.89020,-2.00290
2012-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.853,1.7228
2012-09-30,0.17520,,0.17520,1.02120,-0.28660,,-8.01210,-0.45700,-8.46910,-8.46910,-8.46910,,-8.46910,-8.01210,-8.01210,1.72640,1.72640,-4.90000,-4.90000,,,,100.00000,-4573.55500,-4573.55500,-4834.44100,-4834.44100,,,,,,,,,6.6942,5.8244
2012-03-31,0.11800,0.06000,0.05800,0.19000,,0.22000,-0.16200,-0.18000,-0.36000,-0.36000,-0.36600,0.00000,-0.36600,-0.02200,-0.16200,0.02120,0.02120,-33.71100,-33.71100,0.03200,-1.13130,-1.31750,42.37290,-137.28810,-137.28810,-305.08470,-310.16950,0.06310,5.90000,15.25420,17.26410,17.34600,-19.57220,36.96970,,-7.54720,-7.54720
2011-12-31,0.12000,0.08000,0.04000,0.59000,,0.64000,-0.60000,-1.81300,-2.41000,-2.40600,-2.41000,-0.00400,-2.41000,-0.47000,-0.60000,,,,0.00000,0.02440,-1.80650,-1.43100,25.00000,-500.00000,-500.00000,-2008.33300,-2008.33300,0.06380,12.00000,7.50000,136.93170,138.50580,-128.19150,388.70970,,16.9811,105.1887
2011-09-30,0.09600,0.06000,0.03600,0.18000,,0.21000,-0.17400,-0.50600,-0.70000,-0.70000,-0.70200,0.00000,-0.70200,0.15600,-0.17400,0.02120,0.02120,-33.71100,-33.71100,0.08710,0.82960,10.65220,31.25000,-181.25000,-181.25000,-729.16660,-731.25000,0.02400,24.00000,3.75000,-305.22310,-305.21740,-17.55000,-52.00000,,-9.9056,-9.9057
2011-06-30,0.13700,0.06000,0.07700,0.27000,,0.30000,-0.22300,-0.25000,-0.49000,-0.49000,-0.49100,0.00000,-0.49100,-0.02300,-0.22300,0.02120,0.02120,-33.71100,-33.71100,0.56270,0.54630,3.79570,51.09490,-162.77370,-162.77370,-357.66420,-358.39420,0.02570,6.85000,13.13870,-52.79570,-52.23400,-9.19480,-23.95120,,-1.2784,-89.969
2011-03-31,0.10700,0.07000,0.03700,0.42000,,0.45000,-0.41300,-0.11100,-0.54000,-0.54400,-0.54500,-0.00400,-0.54800,-0.31300,-0.41300,0.02070,0.02070,-33.71100,-33.71100,0.78850,0.45020,2.16670,28.03740,-385.98130,-385.98130,-504.67290,-512.14950,0.02090,3.56670,25.23360,-39.78090,-39.49280,-10.66540,-21.71320,,-5.79710,-5.31400
2010-12-31,-0.08000,-0.09000,0.01000,0.29000,,0.40000,-0.39000,-0.47600,-0.84000,-0.84000,-0.84000,0.03000,-0.81000,-0.29000,-0.39000,,,,0.00000,1.87880,0.42750,0.92000,-25.00000,487.50000,487.50000,1050.00000,1012.50000,-0.02210,-0.05480,-1642.50000,-56.37590,-56.00000,-23.20440,-32.06110,,-55.3763,-25.8065
2010-09-30,0.03200,0.06000,-0.02800,0.14000,,0.17000,-0.19800,-0.01600,-0.23000,-0.23000,-0.23200,0.00000,-0.23200,-0.16800,-0.19800,0.01860,0.01860,0.00000,0.00000,1.15340,0.06610,0.62390,-93.75000,-618.74990,-618.74990,-718.75000,-724.99990,0.00740,3.20000,28.12500,-10.31120,-10.26550,-5.37040,-9.58680,,66.7893,37.2195
2010-06-30,0.07000,0.08000,-0.01000,0.13000,,0.16000,-0.17000,-0.01800,-0.20000,-0.20000,-0.20200,0.00000,-0.20200,-0.13000,-0.17000,0.01840,0.01840,0.00000,0.00000,0.85560,0.00450,0.53880,-14.28570,-242.85710,-242.85710,-285.71430,-288.57140,0.01720,1.16670,77.14290,-9.26610,-9.22370,-4.96310,-9.18180,,-3.7627,-3.7627
2010-03-31,,0.10000,-0.10000,0.20000,,0.23000,-0.33000,-0.02000,-0.28000,-0.28000,-0.29300,0.00500,-0.28800,-0.30000,-0.33000,0.01830,0.01830,0.00000,0.00000,0.94410,0.00420,0.49370,,,,,,,,,-12.31090,-12.25940,-6.97620,-12.20830,,-7.65030,-7.65030
2009-12-31,0.08000,0.12000,-0.04000,0.15000,,0.19000,-0.23000,-0.07600,-0.30000,-0.30000,-0.30000,0.00000,-0.30000,-0.20000,-0.23000,,,,0.00000,3.31480,0.29820,0.42630,-50.00000,-287.50000,-287.50000,-375.00000,-375.00000,0.01850,0.05370,1676.25000,-11.32080,-11.27820,-6.92840,-7.91560,,1.1111,5.5556
2009-09-30,0.06300,0.10000,-0.03700,0.19000,,0.22000,-0.25700,-0.03000,-0.30000,-0.30000,-0.30400,0.00000,-0.30400,-0.21700,-0.25700,0.01800,0.01800,-33.71100,-33.71100,2.80250,0.27700,0.43050,-63.49210,-407.93650,-407.93650,-476.19050,-482.53960,0.01290,1.57500,57.14290,-10.34020,-10.30510,-6.20410,-7.45100,,31.6758,31.6029
2009-06-30,0.08400,0.26000,-0.17600,0.35000,,0.38000,-0.55600,-0.02000,-0.59000,-0.59000,-0.59400,0.00000,-0.59400,-0.52600,-0.55600,0.01830,0.01830,-33.71100,-33.71100,1.30430,0.25920,0.38080,-214.28570,-661.90480,-661.90480,-702.38090,-707.14280,0.01660,1.40000,64.28570,-18.39010,-18.39010,-11.73910,-13.62390,,-13.898,-13.8252
2009-03-31,0.11800,0.18000,-0.06200,0.35000,,0.38000,-0.44200,-0.02400,-0.48000,-0.48000,-0.48900,0.00000,-0.48900,-0.41200,-0.44200,0.01800,0.01800,-33.71100,-33.71100,2.87800,0.22670,0.30890,-59.32200,-374.57630,-374.57630,-406.77970,-414.40680,0.02210,0.15950,564.40680,-12.83470,-12.80110,-9.14020,-9.89880,,-18.88890,-23.33330
