Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-03-31,23.19680,16.24290,6.95390,11.55450,,12.79260,-5.83860,-1.08740,-6.92600,0.01400,-6.94000,-6.94000,-9.19340,5.01620,-5.83860,13.63600,13.63600,-0.67000,-0.67000,0.96340,0.39000,29.97780,-25.16990,-25.16990,-29.85750,-39.63200,0.13950,,0.74240,121.22210,-8.67520,28.52460,-4.17490,-8.67510,5.72240,-0.60610,-0.61520
2020-12-31,20.23060,14.45500,5.77560,10.40220,,15.64460,-9.86900,0.98650,-8.89530,0.00600,-8.90130,-8.90130,-10.06520,2.79460,-9.86900,12.30100,12.30100,-0.80000,-0.80000,0.62360,0.51610,28.54860,-48.78240,-48.78240,-43.96970,-49.75210,0.12950,,0.77820,115.65280,-30.95950,-73.44780,-5.69570,-13.67290,5.11120,-0.3629,-0.5825
2020-09-30,19.36180,14.84090,4.52090,11.23770,,15.81440,-11.29360,-0.78560,-12.07910,0.02600,-12.10510,-12.10510,-13.04970,1.74440,-11.29360,12.50900,12.50900,-1.04000,-1.04000,0.65900,0.36080,23.34960,-58.32930,-58.32930,-62.38660,-67.39940,0.12130,,0.62750,143.41680,-41.88330,26.02350,-7.58250,-18.55130,5.15460,-1.0344,-1.2269
2020-06-30,13.52050,12.93360,0.58700,8.40480,,13.64620,-13.05930,3.99750,-9.06170,0.01800,-9.07970,-9.07970,-10.01010,-1.13800,-13.05930,12.00700,12.00700,-0.83000,-0.83000,0.38050,0.26340,4.34150,-96.58820,-96.58820,-67.02210,-74.03650,0.08710,,0.59900,150.26090,-27.01470,19.62410,-5.84870,-12.97840,5.82660,-0.2311,-0.2349
2020-03-31,13.24410,9.91040,3.33370,8.16430,,13.36900,-10.03540,-0.43450,-10.45700,0.04900,-10.50600,-10.50600,-11.42740,-2.26880,-10.03540,12.00500,12.00500,-0.95000,-0.95000,0.52130,0.24090,25.17110,-75.77240,-75.77240,-78.95580,-86.28300,0.08370,29.24010,0.52940,170.00910,-24.18770,27.93450,-6.64200,-13.16780,6.64490,0.16140,0.13300
2019-12-31,24.40960,16.85480,7.55480,10.79300,,18.45510,-10.90040,-0.55490,-11.45530,0.02800,-11.48330,-11.48330,-12.36020,3.73850,-10.90040,11.98700,11.98700,-1.04000,-1.04000,0.65910,0.21980,30.95000,-44.65600,-44.65600,-46.92940,-50.63680,0.14560,,0.70420,127.79820,-21.00450,43.48570,-6.84890,-12.61610,7.58510,-0.1951,-0.1951
2019-09-30,16.79070,13.61470,3.17600,8.04820,,12.74360,-9.56760,-1.61620,-11.18390,1.24800,-12.43190,-12.43190,-13.32380,-3.45600,-9.56760,11.99400,11.99400,-1.11000,-1.11000,0.77950,0.15210,18.91550,-56.98190,-56.98190,-66.60750,-79.35220,0.10110,46.63880,0.60550,148.64630,-18.39160,63.58440,-7.48180,-11.96000,8.66210,-0.8636,-0.8636
2019-06-30,11.97050,8.32200,3.64850,5.89590,,6.62590,-2.97740,-2.39310,-5.37060,-0.25300,-5.11760,-5.11760,-5.91610,-0.62370,-2.97740,11.98400,11.98400,-0.49000,-0.49000,0.87540,0.06230,30.47900,-24.87330,-24.87330,-44.86520,-49.42220,0.07590,30.41410,0.60690,148.28540,-6.57160,50.62010,-3.24550,-4.48030,9.52910,-0.1862,-0.1862
2019-03-31,2.19320,1.63210,0.56110,3.04130,,3.24700,-2.68590,-0.52550,-3.21140,-0.43800,-2.77340,-2.77340,-3.37670,-1.52150,-2.68590,11.97100,11.97100,-0.28000,-0.28000,1.15840,0.12030,25.58200,-122.46730,-122.46730,-146.42970,-153.96720,0.02850,5.69470,0.21280,422.91220,-4.54210,-81.18100,-3.60930,-4.54200,5.10120,-0.31500,-0.31500
2018-12-31,11.56740,4.94750,6.61990,4.43180,,4.56100,2.05890,-0.28620,1.77260,0.29500,1.47760,1.47760,0.78750,6.25580,2.05890,11.94500,11.94500,0.09000,0.09000,1.44470,0.12430,57.22910,17.79890,17.79890,15.32450,6.80800,0.14760,18.87860,0.90080,99.91010,2.42200,28.36880,1.88600,2.42200,5.09690,-0.2622,-0.2622
2018-09-30,6.49680,2.47110,4.02560,2.97220,,3.12190,0.90380,-0.29910,0.60470,0.37500,0.22970,0.22970,-0.19300,2.76750,0.90380,11.92400,11.92400,-0.02000,-0.02000,1.82570,0.10390,61.96370,13.91180,13.91180,9.30840,-2.97120,0.07920,8.47250,0.73970,121.67210,0.34690,1.55270,0.28000,0.34690,5.70230,-0.1833,-0.1833
2018-06-30,3.03500,1.80630,1.22870,2.78730,,2.81140,-1.58270,-0.09380,-1.67650,-0.00900,-1.66750,-1.66750,-1.66750,-0.29580,-1.58270,11.89800,11.89800,-0.14000,-0.14000,2.28960,0.10750,40.48530,-52.14730,-52.14730,-55.23760,-54.94110,0.03740,3.78570,0.39850,225.82190,-2.51950,-7.93610,-2.05450,-2.51950,5.73450,-0.0798,-0.0798
2018-03-31,5.76040,3.12070,2.63960,3.22080,,3.24490,-0.60520,-0.06670,-0.67190,0.21300,-0.88490,-0.88490,-0.88490,1.64340,-0.60520,9.41600,9.41600,-0.09000,-0.09000,2.81510,0.03130,45.82440,-10.50670,-10.50670,-11.66430,-15.36190,0.09400,9.83820,0.39900,225.54180,-1.62800,-7.41820,-1.44370,-1.62800,4.68220,-0.12440,-0.12440
2017-12-31,8.39890,3.44220,4.95660,5.27190,,5.28170,-0.32510,22.12340,21.79840,-0.63800,22.43640,22.43640,22.43640,3.24210,-0.32510,10.41400,10.58200,2.16000,2.13000,1.17090,0.03260,59.01530,-3.87020,-3.87020,259.53910,267.13540,0.14980,9.32950,1.04230,86.35110,48.76690,1067.68500,40.01990,48.76690,3.84680,-0.387,-0.387
2017-09-30,0.04850,,0.04850,0.69550,,,-0.64710,-0.12160,-0.76860,-0.24600,-0.52260,-0.52260,-0.52260,-0.58710,-0.64710,10.41100,10.41100,-0.05000,-0.05000,5.67910,,100.00000,-1335.07200,-1335.07200,-1585.93500,-1078.36200,0.00150,,0.00780,11558.06000,-1.74850,-3.20790,-1.56610,-1.74850,2.58370,-0.2788,-0.2788
2017-06-30,0.79270,0.32070,0.47200,0.63420,,0.63420,-0.16220,-0.57660,-0.73880,-0.04000,-0.69880,-0.69880,-0.69880,0.62200,-0.16220,9.14400,9.14400,-0.08000,-0.08000,0.65500,1.32740,59.54210,-20.45840,-20.45840,-93.19670,-88.15080,0.04340,,0.20890,430.78560,-10.88450,17.08330,-3.82340,-10.88450,0.68860,-0.0393,-0.0393
2017-03-31,1.41710,0.47420,0.94290,0.40170,,0.40170,0.54120,-0.47580,0.06540,0.19900,-0.13360,-0.13360,-0.13360,1.40160,0.54120,9.06600,9.06600,-0.01000,-0.01000,0.57360,1.65160,66.53680,38.18890,38.18890,4.61180,-9.43100,0.09310,,0.43760,205.64520,-2.70370,3.04870,-0.87790,-2.70370,0.54240,-0.31530,-0.31530
2016-12-31,5.72000,2.07000,3.65000,0.74000,,0.74000,2.91000,-0.31000,2.62000,1.02000,1.60000,1.59000,1.59000,5.20810,2.91000,8.83600,8.99700,0.17000,0.17000,0.34670,1.63510,63.98600,50.87410,50.87410,45.80420,27.79720,0.48400,,3.75340,23.97800,43.86760,-29.70290,13.45420,43.86760,0.40430,-0.177,-0.177
2016-09-30,0.13640,0.06150,0.07490,1.80760,,1.80760,-1.73270,-0.21080,-1.94350,-0.85700,-1.08650,-1.08650,-1.08650,-1.50800,-1.73270,8.87000,8.87000,-0.12000,-0.12000,,,54.90010,-1270.66900,-1270.66900,-1425.26400,-796.79900,,,,,,,,,,-0.2077,-0.2077
2016-06-30,1.15450,0.52460,0.63000,0.42320,,0.42320,0.20680,-0.04560,0.16120,0.10800,0.05320,0.05320,0.05320,0.76120,0.20680,8.76900,8.81900,0.01000,0.01000,,,54.56640,17.91100,17.91100,13.96380,4.60940,,,,,,,,,,0.4142,0.4142
2016-03-31,1.11360,0.50270,0.61100,0.22370,,0.22370,0.38730,0.00000,0.38730,0.16200,0.22530,0.22530,0.22530,0.88990,0.38730,8.76000,8.80600,0.03000,0.03000,,,54.86190,34.77550,34.77550,34.77560,20.22870,,,,,,,,,,-0.30400,-0.30400
