Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,1.38480,1.38480,15.00050,5.50780,0.11330,-19.01010,2.80210,-16.20790,0.00790,-16.21580,-16.21580,-16.20680,-18.37040,-19.01010,71.35700,71.35700,-0.22440,-0.22440,7.27270,0.27690,0.44670,100.00000,-1372.77200,-1372.77200,-1170.42100,-1170.34000,0.00650,-14.41870,-14.41870,-7.59590,-10.42680,1.50220,-0.32190,-0.32570
2021-12-31,0.28090,0.28090,14.36750,6.14230,0.23150,-19.99740,-0.98900,-20.98630,0.02490,-21.01120,-21.01120,-20.96310,-19.33740,-19.99740,64.18200,64.18200,-0.28600,-0.28600,6.93880,0.25770,0.38940,100.00000,-7119.94800,-7119.94800,-7472.05700,-7463.77900,0.00110,-15.68450,-15.68450,-8.47390,-11.64190,1.87910,0.0352,0.0319
2021-09-30,1.02830,1.02830,13.11740,5.41370,0.33730,-17.16560,-0.56250,-17.72810,0.04130,-17.76940,-17.76940,-17.76940,-16.55580,-17.16560,68.26300,68.26300,-0.25940,-0.25940,5.10430,0.12030,0.15080,100.00000,-1669.38100,-1669.38100,-1724.08300,-1728.09600,0.00450,-11.77070,-11.77070,-7.71460,-10.35430,2.01650,-0.1187,-0.1217
2021-06-30,0.29280,0.29280,11.72970,4.96660,0.49520,-15.90830,-3.00860,-18.91690,0.06390,-18.98080,-18.98080,-18.97240,-15.18340,-15.90830,66.14700,66.14700,-0.28920,-0.28920,11.60370,0.12620,0.15770,100.00000,-5433.33300,-5433.33300,-6460.90500,-6479.83500,0.00150,-13.40190,-13.40190,-9.70270,-11.71100,1.99840,-0.1169,-0.1177
2021-03-31,,,10.73590,4.02550,0.17000,-14.59140,-0.61240,-15.20380,0.00840,-15.21230,-15.21230,-15.19900,-13.83060,-14.59140,50.81100,50.81100,-0.30140,-0.30140,6.94360,0.25130,0.36280,,,,,,,-25.65680,-25.65680,-13.77380,-19.20960,1.08140,-0.27910,-0.27980
2020-12-31,,,10.25060,4.23190,0.66250,-13.82000,-1.69470,-15.51470,0.04190,-15.55660,-15.55660,-15.54300,-13.12070,-13.82000,50.06100,50.06100,-0.31540,-0.31540,7.76830,0.22260,0.30640,,,,,,,-24.08420,-24.08410,-13.79390,-18.72360,1.19320,-0.2507,-0.2531
2020-09-30,,,9.70740,3.28370,0.29340,-12.69770,-2.63260,-15.33030,0.08770,-15.41790,-15.41790,-15.40860,-11.86520,-12.69770,50.14300,50.14300,-0.30390,-0.30390,8.51970,0.19580,0.25740,,,,,,,-19.36940,-19.36940,-11.96910,-15.57710,1.47200,-0.2619,-0.2687
2020-06-30,,,9.45510,3.79440,9.55090,-3.69860,-0.82470,-4.52330,0.01210,-4.53540,-4.53540,-4.52770,-3.11610,-3.69860,50.02100,50.02100,-0.09000,-0.09000,10.09130,0.05800,0.06980,,,,,,,-5.17670,-5.17670,-4.40530,-4.87650,1.62010,-0.2295,-0.237
2020-03-31,,,14.14850,4.32230,0.29010,-18.18070,0.44350,-17.73730,,-17.73730,-17.73730,-17.71190,-17.60490,-18.18070,49.90600,49.90600,-0.35300,-0.35300,11.03990,0.13900,0.16780,,,,,,,-19.76400,-19.76400,-15.51420,-17.01720,1.66270,-0.33170,-0.33610
2019-12-31,,,15.46420,4.34830,0.47030,-19.34230,-1.21470,-20.55700,0.07590,-20.63290,-20.63290,-20.88170,-18.75980,-19.34230,41.03720,41.03720,-0.45480,-0.45480,10.43080,0.11930,0.13910,,,,,,,-19.63300,-19.63300,-15.67380,-17.29110,2.11260,-0.2851,-0.2913
2019-09-30,,,12.31430,3.22810,0.58940,-14.95310,1.39670,-13.55640,,-13.55640,-13.55640,-13.49860,-14.40280,-14.95310,38.91270,38.91270,-0.34470,-0.34470,7.01140,0.15030,0.18130,,,,,,,-20.51700,-20.51700,-15.03870,-17.43340,1.53130,-0.2435,-0.2442
2019-06-30,,,10.70390,3.23260,0.63280,-13.30370,0.18770,-13.11600,0.07190,-13.18790,-13.18790,-13.09570,-12.72980,-13.30370,38.90800,38.90800,-0.33720,-0.33720,9.50820,0.12850,0.15000,,,,,,,-16.70560,-16.70560,-13.00030,-14.55850,2.02870,-0.3103,-0.3127
2019-03-31,,,13.58760,3.62430,0.47250,-16.73940,0.56110,-16.17830,,-16.17830,-16.17830,-16.07950,-16.14770,-16.73940,38.88500,38.88500,-0.40890,-0.40890,10.07720,0.11220,0.12750,,,,,,,-17.62610,-17.62610,-14.01650,-15.64930,2.12710,-0.36110,-0.36770
2018-12-31,,,10.94440,5.36750,1.59310,-14.71890,-0.11420,-14.83310,0.00000,-14.83310,-14.83310,-14.78520,-14.39030,-14.71890,34.05300,34.05300,-0.37330,-0.37330,13.28030,0.09200,0.10130,,,,,,,-13.55100,-13.55100,-11.39400,-12.30490,2.81590,-0.3123,-0.3131
2018-09-30,,,7.32150,2.99860,3.43930,-6.88090,-0.08600,-6.96690,,-6.96690,-6.96690,-6.92850,-6.61390,-6.88090,33.35500,33.35500,-0.21000,-0.21000,11.38810,0.05820,0.08130,,,,,,,-5.85140,-5.85370,-5.03570,-5.51110,2.76650,-0.1106,-0.1136
2018-06-30,,,7.14370,3.15920,1.15800,-9.14490,0.32080,-8.82400,0.00120,-8.82520,-8.82520,-8.75610,-8.86380,-9.14490,31.92700,31.92700,-0.27430,-0.27430,4.01710,0.20950,0.35300,,,,,,,-32.55470,-32.61060,-19.71180,-25.73470,0.84890,-0.1914,-0.1982
2018-03-31,,,9.44640,3.28440,0.61340,-12.11750,-1.05590,-13.17330,,-13.17330,-13.17330,-13.10200,-11.82240,-12.11750,31.92200,31.92200,-0.41790,-0.41790,5.63840,0.16280,0.26240,,,,,,,-36.38680,-36.43500,-25.35550,-30.46330,0.99390,-0.37390,-0.37410
2017-12-31,,,9.85550,3.38060,0.59640,-12.63970,-0.69400,-13.33370,,-13.33380,-13.33380,-13.30260,-12.38440,-12.63970,25.37500,25.37500,-0.45380,-0.45380,5.95230,0.11850,0.18420,,,,,,,-29.99800,-30.02780,-22.21480,-26.44470,1.39240,-0.3373,-0.3374
2017-09-30,,,8.49270,3.23560,0.38310,-11.34520,-1.02020,-12.36530,,-12.36530,-12.36530,-12.35360,-10.99070,-11.34520,25.28300,25.28300,-0.49360,-0.49360,6.71720,0.16530,0.19800,,,,,,,-32.13600,-32.18710,-23.07540,-26.82420,1.51110,-0.3656,-0.3665
2017-06-30,,,8.30640,3.18090,0.29150,-11.19590,-1.30230,-12.49820,,-12.49820,-12.49820,-12.49820,-10.88750,-11.19590,23.99200,23.99200,-0.51700,-0.51700,8.21620,0.14200,0.16540,,,,,,,-30.89280,-30.94750,-23.48410,-26.50760,1.67830,-0.4552,-0.4575
2017-03-31,,,8.55760,2.45540,0.41880,-10.59410,-0.57230,-11.16640,,-11.16850,-11.16850,-11.16850,-10.30850,-10.59410,23.47300,23.47300,-0.47960,-0.47960,8.37590,0.11320,0.12770,,,,,,,-22.91360,-22.95280,-18.02950,-20.31910,2.04240,-0.39880,-0.40080
2016-12-31,,,8.71080,2.43080,0.09860,-11.04300,1.57350,-9.46950,,-9.46950,-9.46950,-9.46950,-10.75670,-11.04300,23.34700,23.34700,-0.40810,-0.40810,9.24220,0.09680,0.10720,,,,,,,-16.10460,-16.13190,-13.05600,-14.54510,2.51850,-0.3364,-0.3374
2016-09-30,,,9.28400,2.23310,0.49890,-11.01830,-0.28350,-11.30170,,-11.30170,-11.30170,-11.30170,-10.71080,-11.01830,23.34700,23.34700,-0.47980,-0.47980,8.90000,0.05570,0.08780,,,,,,,-16.48440,-16.51200,-13.90690,-15.56590,2.93660,-0.5065,-0.5255
2016-06-30,,,9.72130,2.95390,0.66530,-12.00990,0.76020,-11.24970,,-11.24970,-11.24970,-11.24970,-11.59440,-12.00990,23.34600,23.34600,-0.48570,-0.48570,10.36430,0.06910,0.07430,,,,,,,-14.04000,-14.06300,-11.86540,-13.06960,3.43150,-0.4121,-0.4887
2016-03-31,,,7.60990,2.87050,0.76010,-9.72030,-1.53010,-11.25040,,-11.25040,-11.25040,-11.25040,-9.35180,-9.72030,23.34600,23.34600,-0.48540,-0.48540,14.60520,0.06030,0.06410,,,,,,,-12.71630,-12.73670,-11.15800,-11.95010,3.78960,-0.36700,-0.39070
2015-12-31,,,7.13000,-1.39000,,-5.74000,-1.11000,-6.83000,0.00000,-6.83000,-6.80200,-6.80200,-5.58000,-5.74000,23.34600,23.34600,-0.29000,-0.29000,17.82590,0.05090,0.05370,,,,,,,-6.82320,-6.83140,-6.11910,-6.47440,,-0.3203,-0.3298
2015-09-30,,,6.67000,1.62000,,-8.29000,1.27000,-7.02000,0.00000,-7.02000,-7.02800,-7.02800,-8.04000,-8.29000,23.34500,23.34500,-0.30000,-0.30000,21.34770,0.04330,0.04550,,,,,,,-6.60590,-6.61520,-6.02850,-6.31900,,-0.3015,-0.3276
2015-06-30,,,6.00000,1.96000,,-7.96000,-1.57000,-9.54000,0.00000,-9.54000,-9.53800,-9.53800,-7.94000,-7.96000,23.34300,23.34300,-0.41000,-0.41000,21.11930,0.04000,0.04190,,,,,,,-8.48350,-8.49710,-7.76580,-8.14450,,-0.2863,-0.2895
2015-03-31,,,6.18000,1.80000,,-7.98000,8.26000,0.26000,0.00000,0.26000,0.26100,0.26100,-7.88000,-7.98000,23.33900,24.37800,0.01000,0.01000,24.31470,0.02560,0.02650,,,,,,,0.21030,0.21060,0.19670,0.20500,,-0.24410,-0.26660
2014-12-31,,,,,,,,,,,-1.85500,-1.85500,0.08000,,6.10800,6.10800,-0.30000,-0.30000,37.85000,0.02520,0.02610,,,,,,,-1.27560,-1.27740,-1.21090,-1.24340,,-1.5574,-1.6995
2014-09-30,,,3.26000,3.15000,,-6.41000,1.94000,-4.47000,0.00000,-4.47000,-4.18000,-4.18000,-6.41000,-6.41000,7.91700,7.91700,-0.53000,-0.53000,44.04870,0.02450,0.02510,,,,,,,-2.83290,-2.83370,-2.70110,-2.76360,,-1.5877,-1.6862
