Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,,,12.26400,4.80700,-17.07100,0.13200,-16.93900,-16.93900,-16.93900,-16.93900,-14.96800,-17.07100,27.61600,27.61600,-0.61000,-0.61000,34.47590,,,,,,,,,-7.25790,-7.25790,-6.98840,-7.25790,8.43130,-0.4884,-0.5182
2021-09-30,,,13.59700,4.91100,-18.50800,0.57800,-17.93000,-17.93000,-17.93000,-17.93000,-16.41200,-18.50800,27.61500,27.61500,-0.65000,-0.65000,32.94960,,,,,,,,,-7.22330,-7.22330,-6.95430,-7.22330,8.98720,-0.4583,-0.4785
2021-06-30,,,11.94500,6.00700,-17.95200,-0.03500,-17.98700,-17.98700,-17.98700,-17.98700,-16.06000,-17.95200,27.61040,27.61040,-0.65000,-0.65000,30.19640,0.00370,0.01000,,,,,,,-6.82360,-6.82360,-6.53220,-6.79860,9.54650,-0.6235,-0.6312
2021-03-31,,,12.38600,4.84800,-17.23400,0.70100,-16.53300,-16.53300,-16.53300,-16.53300,-16.12900,-17.23400,27.59740,27.59740,-0.60000,-0.60000,33.34770,0.00500,0.01090,,,,,,,-5.92240,-5.92240,-5.68220,-5.89310,10.11300,-0.50410,-0.53180
2020-12-31,,,12.10600,4.13100,-16.23700,0.77600,-15.46100,-15.46100,-15.46100,-15.46100,-15.24700,-16.23700,27.53220,27.53220,-0.56000,-0.54000,27.89130,0.00610,0.01180,,,,,,,-5.26380,-5.26380,-5.04200,-5.23170,10.65400,-0.2288,-0.2645
2020-09-30,,,12.74000,4.65900,-17.39900,1.03200,-16.36700,-16.36700,-16.36700,-16.36700,-16.51400,-17.39900,27.54770,27.54770,-0.59000,-0.59000,51.72980,0.00720,0.01270,,,,,,,-5.32540,-5.32540,-5.17820,-5.28720,11.15450,-0.5681,-0.6359
2020-06-30,,,11.13000,4.67100,-15.80100,1.29300,-14.50800,-14.50800,-14.50800,-14.50800,-15.01400,-15.80100,27.51810,27.51810,-0.53000,-0.53000,37.67880,0.00810,0.01340,,,,,,,-4.50680,-4.50680,-4.35040,-4.47010,11.69710,-0.4749,-0.5812
2020-03-31,22.37800,22.37800,10.57800,3.58800,8.21200,1.52100,9.73300,9.73300,9.73300,9.73300,8.96300,8.21200,27.50700,29.34900,0.35000,0.33000,40.07160,0.00910,0.01420,100.00000,36.69680,36.69680,43.49360,43.49360,0.06520,2.93380,2.93380,2.83370,2.90700,12.05690,-0.36100,-0.41020
2019-12-31,2.00500,2.00500,11.39700,2.61800,-12.01000,1.08300,-10.92700,-10.92700,-10.92700,-10.92700,-11.25500,-12.01000,15.69500,15.69500,3.29000,3.29000,22.60300,0.01030,0.01560,100.00000,-599.00240,-599.00240,-544.98750,-544.98750,0.00560,-3.39890,-3.39890,-3.06790,-3.36400,11.69080,-1.1413,-1.2436
2019-09-30,1.58300,1.58300,8.66300,2.62200,-9.70200,1.26800,-8.43400,-8.43400,-8.43400,-8.43400,-8.91400,-9.70200,22.71600,22.71600,-0.37000,-0.37000,15.00340,0.02150,0.02930,100.00000,-612.88690,-612.88690,-532.78590,-532.78590,0.00770,-4.94230,-4.94230,-4.11170,-4.83600,7.50470,0.1818,0.2224
2019-06-30,1.40200,1.40200,7.64300,2.71400,-8.95500,0.73400,-8.22100,-8.22100,-8.22100,-8.22100,-8.37300,-8.95500,13.49800,13.49800,-0.61000,-0.61000,17.05320,0.02280,0.02800,100.00000,-638.73040,-638.73040,-586.37660,-586.37660,0.00660,-4.60320,-4.60320,-3.85870,-4.49820,7.86240,3.8223,4.347
2019-03-31,1.35700,1.35700,6.51300,1.65900,-6.81500,0.66000,-6.15500,-6.15500,-6.15500,-6.15500,-6.25200,-6.81500,1.37940,1.37940,-4.46000,-4.46000,12.77410,0.04130,0.04570,100.00000,-502.21080,-502.21080,-453.57410,-453.57410,0.00930,11.67670,-5.62040,-4.23240,-5.38810,79.35580,-5.13250,-5.81030
2018-12-31,,,6.24800,0.81900,-7.06700,0.20500,-6.86200,-6.86200,-6.86200,-6.86200,-6.54900,-7.06700,1.37000,1.37000,-5.00000,-5.00000,13.18560,0.00060,0.00400,,,,,,,14.61740,-5.95250,-4.64820,-5.94870,83.83930,16.4099,15.0207
2018-09-30,,,4.89500,0.92500,-5.82000,0.11000,-5.71000,-5.71000,-5.71000,-5.71000,-5.42400,-5.82000,1.36900,1.36900,-4.17000,-4.17000,,,,,,,,,,,,,,,-3.447,-3.6705
2018-06-30,,,4.43400,0.86600,-5.30000,0.06900,-5.23100,-5.23100,-5.23100,-5.23100,-4.91300,-5.30000,1.36900,1.36900,-3.82000,-3.82000,,,,,,,,,,,,,,,-3.6209,-3.9043
2018-03-31,,,4.21000,0.79900,-5.00900,0.01300,-4.99600,-4.99600,-4.99600,-4.99600,-4.63300,-5.00900,1.36900,1.36900,-3.65000,-3.65000,,,,,,,,,,,,,,,-3.50840,-3.84810
2017-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
