Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-03-31,,,2.30840,1.32140,-3.62980,0.00820,-3.62160,-3.62160,-3.62160,-3.62160,-3.59710,-3.62980,0.47740,0.47740,-7.60000,-7.60000,5.04280,,0.00010,,,,,,,-44.94510,-36.77920,-28.86010,-36.77920,19.35710,-5.89770,-5.91080
2018-12-31,,,0.99250,1.21690,-3.88480,0.05720,-3.82760,-3.82760,-3.82760,-3.82760,-2.17720,-3.88480,0.29620,0.29620,1.80000,1.80000,8.60100,,0.00020,,,,,,,-35.65540,-28.86350,-25.42550,-28.86350,28.02400,-11.3189,-12.5698
2018-09-30,,,1.99560,1.09190,-3.08750,0.07260,-3.01490,-3.01490,-3.01490,-5.25670,-3.07160,-3.08750,0.31850,0.31850,-16.50000,-16.50000,6.43270,,0.00020,,,,,,,-22.55640,-19.82890,-15.42890,-17.86070,39.53220,5.7783,5.9234
2018-06-30,,,1.72310,1.18180,-2.90490,-0.01580,-2.92070,-2.92070,-2.92070,-2.92070,-2.88810,-2.90490,0.17320,0.17320,-16.90000,-16.90000,2.19120,0.00010,0.00080,,,,,,,-62.05030,-96.34460,-41.74310,-62.04290,26.51810,-14.1456,-14.1454
2018-03-31,,,2.12410,1.32950,-3.45350,-0.02230,-3.47580,-3.47580,-3.47580,-3.47580,-3.43620,-3.45350,0.16810,0.16810,-20.70000,-20.70000,3.62700,0.00020,0.00060,,,,,,,-51.00210,-60.17060,-36.35290,-46.63360,43.57430,-18.94380,-18.95230
2017-12-31,,,3.09980,0.98870,-4.08850,0.00980,-4.07870,-4.07870,-4.07870,-5.52770,-2.83660,-4.08850,0.14030,0.14030,-34.00000,-34.00000,4.95260,0.00020,0.00050,,,,,,,-41.79600,-44.92500,-31.68820,-37.91820,64.55260,-17.7119,-17.6092
2017-09-30,,,2.33310,1.15070,-3.48380,0.01310,-3.47070,-3.47070,-3.47070,-3.47070,-3.37790,-3.48380,0.13470,0.13470,-25.80000,-25.80000,3.13570,0.00040,0.00080,,,,,,,-45.71120,-58.65440,-35.15930,-45.69160,56.33790,-18.8511,-19.044
2017-06-30,,,2.17590,1.04050,-3.21650,0.09490,-3.12150,-3.12150,-3.12150,-3.12150,-3.11510,-3.21650,0.13460,0.13460,-23.20000,-23.20000,5.87730,0.00030,0.00060,,,,,,,-28.73130,-33.97000,-24.77160,-28.72140,80.70520,-17.1037,-18.9325
2017-03-31,,,1.85690,0.95540,-2.81220,-0.07910,-2.89130,-2.89130,-2.89130,-2.89130,-2.72530,-2.81220,0.12010,0.12010,-24.00000,-24.00000,8.71410,0.00030,0.00050,,,,,,,-21.02940,-23.94770,-18.90080,-21.02250,102.16210,-24.87400,-25.42600
2016-12-31,,,1.44020,1.20810,-2.64820,0.06420,-2.58510,-2.58510,-2.58510,-5.76510,-2.56090,-2.64820,0.04370,0.04370,-218.00000,-213.00000,7.46730,0.00040,0.00700,,,,,,,-20.39590,-21.78890,-16.86920,-19.08530,130.59290,-79.1423,-80.6991
2016-09-30,,,1.30560,1.16230,-2.46790,0.18100,-2.28690,-2.28690,-2.28690,-2.28690,-2.38000,-2.46790,0.05370,0.05370,-43.00000,-43.00000,4.30570,0.00080,0.02030,,,,,,,-29.63570,-37.85500,-24.60040,-29.61280,143.75130,-24.5853,-24.586
2016-06-30,,,0.96520,1.36770,-2.33290,0.20000,-2.13290,-2.13290,-2.13290,-2.13290,-2.24220,-2.33290,0.04330,0.04330,-49.00000,-49.00000,5.83970,0.00070,0.02220,,,,,,,-21.69970,-26.15860,-18.74600,-21.68500,183.10710,114.6625,114.5653
2016-03-31,,,1.03950,0.96130,-2.00070,2.82420,0.82460,0.82460,0.82460,0.82460,-1.90990,-2.00070,0.00860,0.00910,96.00000,91.00000,0.79820,0.00280,0.09880,,,,,,,32.00090,91.49330,14.80410,31.91020,300.31350,-200.60610,-200.60610
2015-12-31,,,0.96410,0.79940,-1.78680,2.73900,0.95090,0.95090,0.95090,0.95090,-1.69580,-1.78680,0.00780,0.00780,148.99990,148.99990,0.73300,0.00480,0.15400,,,,,,,57.63830,-3705.92000,12.51800,57.36080,192.25330,-162.012,-164.2288
2015-09-30,,,1.16780,0.83490,-2.09250,0.23300,-1.85820,-1.85820,-1.85820,-1.85820,-2.00170,-2.09250,0.00760,0.00760,-246.00000,-246.00000,0.54290,0.01250,0.37250,,,,,,,-273.20890,186.69920,-28.75860,-269.79350,89.91950,-286.1658,-286.9745
2015-06-30,,,1.38300,0.81770,-2.29110,0.00460,-2.28660,-2.28660,-2.28660,-2.28660,-2.20040,-2.29110,0.00760,0.00760,-302.00000,-302.00000,0.85740,0.00390,0.10630,,,,,,,-96.34190,-327.62880,-26.64910,-95.96850,313.81340,-289.2158,-290.3
2015-03-31,,,1.64400,0.94340,-2.58740,0.28630,-2.30120,-2.30120,-2.30120,-2.30120,-2.49740,-2.58740,0.00760,0.00760,-304.00000,-304.00000,1.23070,0.00210,0.04190,,,,,,,-50.15420,-79.00410,-21.08930,-50.04690,606.65970,-312.89340,-316.26070
2014-12-31,,,1.39810,0.85500,-2.25300,-1.09390,-3.34690,-3.34690,-3.34690,-3.34690,-2.16350,-2.25300,0.00460,0.00460,-53.00010,-53.00010,1.55590,0.00170,0.01990,,,,,,,-49.97180,-66.64330,-24.94040,-49.88890,885.59370,-588.268,-591.235
2014-09-30,,,1.47030,0.80280,-2.27310,2.59710,0.32400,0.32400,0.32400,0.32400,-2.18380,-2.27310,0.00500,0.00500,60.00000,60.00000,5.77280,0.00080,0.00890,,,,,,,2.46410,2.82390,2.06120,2.46200,1738.70200,266.956,268.778
2014-06-30,,,1.38080,0.95990,-2.54560,0.45980,-2.08580,-2.08580,-2.08580,-2.08580,-2.45330,-2.54560,0.00290,0.00290,-730.00000,-730.00000,0.49440,3.02250,-1.51090,,,,,,,82.09950,49.47340,-35.42180,-166.04820,-885.23270,-699.5612,-699.5612
2014-03-31,,,1.71530,1.08700,-2.81920,-0.12420,-2.94340,-2.94340,-2.94340,-2.94340,-2.72320,-2.81920,0.00290,0.00290,-1030.00000,-1030.00000,0.92460,1.23940,-5.17810,,,,,,,404.69630,122.50060,-36.60940,-96.89560,-253.42800,-904.04180,-909.33480
2013-12-31,,,1.55390,1.40570,-4.05650,0.10790,-3.94850,-3.94850,-3.94850,-3.94850,-3.95740,-4.05650,0.00280,0.00280,-1280.00000,-1280.00000,0.61200,,0.00100,,,,,,,-232.32610,-16391.92000,-57.93050,-232.32670,592.17770,-1018.712,-1024.569
2013-09-30,,,2.06680,0.84360,-2.91040,1.59510,-1.31530,-1.31530,-1.31530,-1.31530,-2.80480,-2.91040,0.00290,0.00290,-460.00000,-460.00000,1.18700,,0.00050,,,,,,,-29.71600,-47.81530,-13.63400,-29.71600,1542.31500,-889.894,-904.525
2013-06-30,,,1.64880,1.07370,-2.72260,0.65810,-2.06450,-2.06450,-2.06450,-2.06450,-2.61450,-2.72260,0.00290,0.00290,-720.00000,-720.00000,0.99010,0.00010,0.00050,,,,,,,-37.92230,-54.78250,-17.02640,-37.91920,1896.90700,-630.1447,-626.2832
2013-03-31,,,1.59060,1.12170,-2.71230,-0.74160,-3.45390,-3.45390,-3.45390,-3.45390,-2.60040,-2.71230,0.00260,0.00260,-1400.00000,-1400.00000,1.23000,0.00010,0.00050,,,,,,,-48.43810,-63.31540,-24.13300,-48.43080,2484.58300,-736.61430,-772.87180
2012-12-31,,,1.22670,0.93660,-2.16330,0.00620,-2.15700,-2.15700,-2.15700,-2.15700,-2.05010,-2.16330,0.00210,0.00210,-1000.00000,-1000.00000,7.00220,0.00020,0.00040,,,,,,,-21.23420,-25.42820,-18.79260,-21.23070,4378.79800,-942.864,-973.217
2012-09-30,,,1.25310,0.80100,-2.05400,0.00180,-2.05220,-2.05220,-2.05220,-2.59560,-1.93600,-2.05400,0.00220,0.00220,-1200.00000,-1200.00000,8.12810,0.00030,0.00050,,,,,,,-22.63450,-27.76530,-19.75360,-22.62870,4172.45300,-2259.797,-2276.9572
2012-06-30,,,1.31460,0.89690,-2.21150,-0.01930,-2.23080,-2.23080,-2.23080,-2.23080,-2.08520,-2.21150,0.00190,0.00190,-1200.00000,-1200.00000,11.54660,0.00030,0.00050,,,,,,,-20.98260,-24.90790,-18.82430,-20.97690,4923.68700,-0.0368,-0.0372
2012-03-31,,,1.32830,0.99770,-2.32600,-0.03090,-2.35690,-2.35690,-2.35690,-2.35690,-2.18620,-2.32600,0.00180,0.00180,-1200.00000,-1200.00000,7.95150,0.00050,0.00080,,,,,,,-31.17050,-40.04340,-27.25220,-31.15600,0.20480,-0.04620,-0.04660
2011-12-31,,,1.15990,0.85860,-2.01860,0.04970,-1.96590,-1.96590,-1.96590,-1.96590,-1.87330,-2.01860,0.00120,0.00120,-1200.00000,-1200.00000,11.54910,0.00040,0.00070,,,,,,,-20.73510,-25.18580,-18.61110,-20.72620,0.25710,-0.0839,-0.0847
2011-09-30,,,1.00580,0.90540,-1.91110,0.00500,-1.90900,-1.90900,-1.90900,-1.90900,-1.76230,-1.91110,0.00130,0.00130,-1400.00000,-1400.00000,4.04100,0.00080,0.00120,,,,,,,-32.37250,-32.37250,-27.29160,-32.34690,0.22000,-0.0526,-0.0559
2011-06-30,,,0.96200,0.79670,-2.25440,-0.34080,-2.59520,-2.59520,-2.59520,-2.59520,-2.10790,-2.25440,0.00130,0.00130,-2000.00000,-2000.00000,7.74030,0.00070,0.00100,,,,,,,-35.03220,-35.03220,-30.78090,-35.00750,0.27640,-0.0876,-0.0885
2011-03-31,,,0.47140,0.13170,-0.85360,-0.11170,-0.96530,-0.96530,-0.96530,-0.96530,-0.70940,-0.85360,0.00060,0.00060,-1600.00000,-1600.00000,2.43780,,,,,,,,,-316.56290,-316.56430,-87.01070,-316.56430,0.10310,-0.02530,-0.02530
2010-12-31,,,0.52000,-0.10000,-0.42000,-8.08000,-7.59000,-7.59000,0.29800,0.29800,-0.82590,-0.42000,0.00900,0.00900,-1600.00000,-1600.00000,1.41440,0.95320,21.93600,,,,,,,222.78320,222.78320,6.20560,10.41570,,-866.4114,-866.4114
2010-09-30,,,0.50020,0.10700,-0.60710,-0.09310,-0.70020,-0.70020,-0.70020,-0.70020,-0.46290,-0.60710,0.00060,0.00060,-999.99990,-999.99990,0.54400,,,,,,,,,4.11670,21.54510,-20.06350,21.61160,,-0.0487,-0.0487
2010-06-30,,,0.96310,0.56720,-1.53040,-0.09140,-1.62180,-1.62180,-1.62180,-1.62180,-1.26600,-1.53040,0.00060,0.00060,-2600.00000,-2600.00000,0.63670,,,,,,,,,10.07400,69.60550,-46.33740,69.60550,,3.5565,3.5565
2010-03-31,0.00830,0.00830,1.91090,0.64480,-2.54730,7.89740,5.35010,5.35010,5.35010,4.69350,-2.52000,-2.54730,0.00000,0.00000,179800.00000,106400.00000,0.98290,,,100.00000,-30569.05000,-30569.05000,64204.03000,56324.10000,0.00140,-37.57370,-1163.07000,92.40280,-1163.07000,,-3.76310,-3.76310
2009-12-31,0.01900,0.01900,2.96000,0.67000,-3.61100,-9.22000,-12.87000,-12.87000,-12.86000,-12.86000,-3.60100,-3.61100,0.00000,0.00000,-799999.90000,-799999.90000,0.52300,,,105.26320,-19005.26000,-19005.26000,-67736.84000,-67684.21000,0.00210,47.80790,152.55040,-144.00890,152.55040,-2420.39700,0,0
2009-09-30,0.01400,0.01400,1.76000,0.54000,-2.28600,-0.44000,-2.74000,-2.74000,-2.74300,-2.74300,-2.27600,-2.28600,0.00000,0.00000,-215384.60000,-215384.60000,0.80000,,,71.42860,-16328.57000,-16328.57000,-19571.43000,-19592.86000,0.00230,12.35090,150.71430,-45.79300,150.71430,,0,0
2009-06-30,0.03200,0.03200,1.58000,0.50000,-2.04800,-2.79000,-4.85000,-4.85000,-4.85600,-4.85600,-2.04400,-2.04800,0.00000,0.00000,-400000.00000,-400000.00000,0.57920,,,93.75000,-6399.99900,-6399.99900,-15156.25000,-15175.00000,0.00690,19.17090,132.67760,-104.43010,132.67760,,0,0
2009-03-31,0.03100,0.03100,1.78000,0.47000,-2.21900,0.41000,-1.81000,-1.81000,-1.81300,-1.81300,-2.21300,-2.21900,0.00000,0.00000,-215384.60000,-215384.60000,1.42920,,,96.77420,-7158.06500,-7158.06500,-5838.70900,-5848.38700,0.00430,9.10600,-102.42940,-25.42780,-103.01140,,0.00000,
