Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-12-31,60901.00000,45787.00000,15114.00000,-9301.00000,10019.00000,5095.00000,-437.00000,4658.00000,990.00000,3668.00000,3668.00000,3541.00000,5813.00000,5095.00000,951.00000,966.00000,3.73000,3.68000,0.69010,0.37850,0.67310,24.81730,8.36600,8.36600,7.64850,5.81440,0.35020,2.83760,31.71670,6.06920,-23.55510,2.10940,3.77200,63.75110,6.3838,5.7155
2019-09-30,60351.00000,45668.00000,14683.00000,-8960.00000,9669.00000,5014.00000,-449.00000,4565.00000,936.00000,3629.00000,3629.00000,3538.00000,5723.00000,5014.00000,949.00000,963.00000,3.73000,3.67000,0.69510,0.40000,0.77730,24.32930,8.30810,8.30810,7.56410,5.86240,0.34740,2.85810,31.48980,6.28330,-20.19480,2.08910,3.76990,60.98840,3.2809,2.8188
2019-06-30,60595.00000,46782.00000,13813.00000,-8415.00000,9069.00000,4744.00000,-418.00000,4326.00000,941.00000,3385.00000,3385.00000,3293.00000,5398.00000,4744.00000,950.00000,964.00000,3.47000,3.42000,0.67450,0.38160,0.75680,22.79560,7.82900,7.82900,7.13920,5.43440,0.36240,3.33400,26.99480,6.06040,-20.96620,2.02450,3.74750,58.91770,6.1312,5.6941
2019-03-31,60308.00000,46320.00000,13988.00000,-8517.00000,9156.00000,4832.00000,-400.00000,4432.00000,875.00000,3557.00000,3557.00000,3467.00000,5471.00000,4832.00000,958.00000,975.00000,3.62000,3.56000,0.72650,0.38730,0.70410,23.19430,8.01220,8.01220,7.34890,5.74880,0.37410,2.94800,30.52880,6.53250,-25.09700,2.20660,4.00250,57.13640,3.31690,2.74050
2018-12-31,58417.00000,44580.00000,13837.00000,-8703.00000,9340.00000,4497.00000,-374.00000,4123.00000,959.00000,3164.00000,3164.00000,3040.00000,5134.00000,4497.00000,963.00000,983.00000,3.16000,3.10000,0.72720,0.38900,0.67300,23.68660,7.69810,7.69810,7.05790,5.20400,0.38380,3.20090,28.11680,5.82490,-22.73640,2.07860,3.55910,56.58230,2.4374,1.8698
2018-09-30,56556.00000,42876.00000,13680.00000,-8479.00000,9090.00000,4590.00000,-353.00000,4237.00000,953.00000,3284.00000,3284.00000,3188.00000,5201.00000,4590.00000,962.00000,983.00000,3.31000,3.24000,0.68740,0.37870,0.63790,24.18840,8.11580,8.11580,7.49170,5.63690,0.37430,3.09690,29.06110,6.24380,-21.04450,2.17360,3.87960,54.67360,0.9444,0.391
2018-06-30,56086.00000,42898.00000,13188.00000,-8386.00000,8984.00000,4204.00000,-344.00000,3860.00000,850.00000,3010.00000,3010.00000,2922.00000,4802.00000,4204.00000,961.00000,982.00000,3.04000,2.98000,0.75150,0.38730,0.69030,23.51390,7.49560,7.49560,6.88230,5.20990,0.36280,3.17840,28.31620,5.92720,-21.24510,1.94680,3.63180,52.78900,4.1237,3.6294
2018-03-31,55188.00000,42047.00000,13141.00000,-8506.00000,9088.00000,4053.00000,-329.00000,3724.00000,800.00000,2924.00000,2924.00000,2836.00000,4635.00000,4053.00000,966.00000,987.00000,2.94000,2.87000,0.71460,0.36050,0.71120,23.81130,7.34400,7.34400,6.74780,5.13880,0.35470,3.01740,29.82710,5.84380,-18.45140,1.87960,3.73710,52.01250,8.47920,7.99590
2017-12-31,52061.00000,39686.00000,12375.00000,-7820.00000,8398.00000,3977.00000,-308.00000,3669.00000,-52.00000,3721.00000,3721.00000,3617.00000,4555.00000,3977.00000,964.00000,985.00000,3.73000,3.66000,0.73490,0.36650,0.63600,23.77020,7.63910,7.63910,7.04750,6.94760,0.37440,3.28880,27.36600,7.46690,-28.16380,2.67590,4.73000,51.42730,-2.5498,-3.1972
2017-09-30,50322.00000,38269.00000,12053.00000,-7387.00000,7965.00000,4088.00000,-294.00000,3794.00000,1233.00000,2561.00000,2561.00000,2485.00000,4666.00000,4088.00000,968.00000,989.00000,2.57000,2.51000,0.70450,0.34320,0.61850,23.95180,8.12370,8.12370,7.53940,4.93820,0.35830,3.25410,27.65710,5.41320,-17.60260,1.82370,3.55530,48.82350,7.5945,7.1271
2017-06-30,50053.00000,38438.00000,11615.00000,-7328.00000,7884.00000,3731.00000,-301.00000,3430.00000,1080.00000,2350.00000,2350.00000,2284.00000,4287.00000,3731.00000,964.00000,985.00000,2.37000,2.32000,0.72200,0.36620,0.70440,23.20540,7.45410,7.45410,6.85270,4.56320,0.36240,2.81670,31.95210,5.18350,-15.16130,1.70170,3.28520,46.98030,2.1369,1.7178
2017-03-31,48723.00000,37755.00000,10968.00000,-7022.00000,7555.00000,3413.00000,-283.00000,3130.00000,939.00000,2191.00000,2191.00000,2172.00000,3946.00000,3413.00000,954.00000,975.00000,2.28000,2.23000,0.71230,0.37280,0.77060,22.51090,7.00490,7.00490,6.42410,4.45790,0.35520,3.00690,29.93170,4.98010,-12.88900,1.59740,3.12340,45.59070,6.62150,6.10150
2016-12-31,47535.00000,36004.00000,11531.00000,-7817.00000,8344.00000,3187.00000,-268.00000,2919.00000,1211.00000,1708.00000,1708.00000,1684.00000,3714.00000,3187.00000,952.00000,968.00000,1.77000,1.74000,0.68790,0.40310,0.86360,24.25790,6.70450,6.70450,6.14070,3.54270,0.38710,3.03720,29.63270,4.47390,-9.51640,1.39080,2.67070,40.10190,-1.4436,-1.946
2016-09-30,46293.00000,35165.00000,11128.00000,-7033.00000,7548.00000,3580.00000,-269.00000,3311.00000,1333.00000,1978.00000,1978.00000,1968.00000,4095.00000,3580.00000,952.00000,969.00000,2.07000,2.03000,0.70000,0.40930,0.88470,24.03820,7.73340,7.73340,7.15230,4.25120,0.37440,3.11760,28.86850,5.26710,-10.78050,1.59980,3.11120,39.44750,7.4249,7.0066
2016-06-30,46485.00000,35978.00000,10507.00000,-6793.00000,7304.00000,3203.00000,-271.00000,2932.00000,1172.00000,1760.00000,1760.00000,1754.00000,3714.00000,3203.00000,951.00000,967.00000,1.84000,1.81000,0.70280,0.42510,0.91490,22.60300,6.89040,6.89040,6.30740,3.77330,0.38870,2.78340,32.33500,4.85020,-9.03860,1.47150,2.78830,38.15670,1.7404,1.3392
2016-03-31,44527.00000,34307.00000,10220.00000,-6758.00000,7260.00000,2960.00000,-259.00000,2701.00000,1074.00000,1627.00000,1627.00000,1611.00000,3462.00000,2960.00000,953.00000,967.00000,1.69000,1.67000,0.72910,0.43700,0.96160,22.95240,6.64770,6.64770,6.06600,3.61800,0.37780,3.04100,29.59510,4.63970,-8.09940,1.38050,2.61220,36.75790,2.39710,1.95760
2015-12-31,43599.00000,34085.00000,9514.00000,-6562.00000,7046.00000,2468.00000,-260.00000,2208.00000,956.00000,1252.00000,1252.00000,1218.00000,2952.00000,2468.00000,953.00000,967.00000,1.28000,1.26000,0.73750,0.42890,0.94780,21.82160,5.66070,5.66070,5.06430,2.79360,0.39190,3.27220,27.50430,3.71240,-6.54850,1.12540,2.12000,35.38830,3.6308,3.1303
2015-09-30,41489.00000,31841.00000,9648.00000,-6178.00000,6630.00000,3018.00000,-229.00000,2789.00000,1171.00000,1618.00000,1618.00000,1597.00000,3470.00000,3018.00000,953.00000,967.00000,1.68000,1.65000,0.74930,0.43990,0.95950,23.25440,7.27420,7.27420,6.72230,3.84920,0.38320,2.87740,31.27840,4.88500,-8.53240,1.49440,2.73600,34.75550,2.8888,2.5214
2015-06-30,36263.00000,27251.00000,9012.00000,-5738.00000,6117.00000,2895.00000,-151.00000,2744.00000,1159.00000,1585.00000,1585.00000,1585.00000,3274.00000,2895.00000,952.00000,966.00000,1.66000,1.64000,0.77130,0.31770,0.54730,24.85180,7.98330,7.98330,7.56690,4.37080,0.39670,2.97380,30.26390,4.80010,-35.61800,1.73370,3.27490,34.68490,1.2112,0.8549
2015-03-31,35756.00000,26904.00000,8852.00000,-5834.00000,6212.00000,2640.00000,-150.00000,2490.00000,1077.00000,1413.00000,1413.00000,1413.00000,3018.00000,2640.00000,954.00000,969.00000,1.48000,1.46000,0.76550,0.32820,0.57640,24.75670,7.38340,7.38340,6.96390,3.95180,0.39850,3.44270,26.14220,4.43250,-32.52010,1.57490,2.97760,33.48530,2.34160,1.95670
2014-12-31,33433.00000,24860.00000,8573.00000,-5427.00000,5808.00000,2765.00000,-151.00000,2614.00000,1104.00000,1510.00000,1510.00000,1510.00000,3146.00000,2765.00000,972.00000,986.00000,1.57000,1.55000,0.76920,0.33030,0.53630,25.64230,8.27030,8.27030,7.81860,4.51650,0.38700,3.42900,26.24650,4.65270,-36.34180,1.74800,3.11590,34.01890,2.4402,2.0352
2014-09-30,32759.00000,24047.00000,8712.00000,-5436.00000,5809.00000,2903.00000,-152.00000,2751.00000,1149.00000,1602.00000,1602.00000,1602.00000,3276.00000,2903.00000,969.00000,982.00000,1.65000,1.63000,0.73760,0.30920,0.53730,26.59420,8.86170,8.86170,8.39770,4.89030,0.38350,3.63380,24.76720,4.91350,-48.07920,1.87530,3.39440,33.89190,3.2811,2.862
2014-06-30,32574.00000,24452.00000,8122.00000,-5206.00000,5570.00000,2552.00000,-155.00000,2397.00000,989.00000,1408.00000,1408.00000,1408.00000,2916.00000,2552.00000,979.00000,991.00000,1.44000,1.42000,0.74250,0.30760,0.50850,24.93400,7.83450,7.83450,7.35860,4.32250,0.38110,3.45650,26.03790,4.27510,-42.43520,1.64740,2.96020,33.84890,1.0303,0.6623
2014-03-31,31708.00000,24100.00000,7608.00000,-5194.00000,5554.00000,2054.00000,-160.00000,1894.00000,795.00000,1099.00000,1099.00000,1099.00000,2414.00000,2054.00000,983.00000,996.00000,1.12000,1.10000,0.72810,0.30850,0.51510,23.99400,6.47790,6.47790,5.97330,3.46600,0.37470,4.05160,22.21330,3.37640,-31.68970,1.29870,2.33470,33.07830,1.41370,1.05920
2013-12-31,31117.00000,23682.00000,7435.00000,-4633.00000,4983.00000,2452.00000,-176.00000,2276.00000,849.00000,1427.00000,1427.00000,1427.00000,2802.00000,2452.00000,1006.00000,1023.00000,1.44000,1.41000,0.73100,0.31660,0.52440,23.89370,7.87990,7.87990,7.31430,4.58590,0.38000,4.41380,20.39080,4.43870,-43.25550,1.74280,3.03360,32.53950,1.0496,0.5923
2013-09-30,30624.00000,22775.00000,7849.00000,-4869.00000,5218.00000,2631.00000,-178.00000,2453.00000,883.00000,1570.00000,1570.00000,1570.00000,2980.00000,2631.00000,1004.00000,1024.00000,1.56000,1.53000,0.76050,0.31740,0.52420,25.63020,8.59130,8.59130,8.01010,5.12670,0.37410,4.62250,19.47000,4.90380,-41.82210,1.91780,3.34730,31.41900,3.3212,2.9678
2013-06-30,30408.00000,22842.00000,7566.00000,-4825.00000,5165.00000,2401.00000,-176.00000,2225.00000,789.00000,1436.00000,1436.00000,1436.00000,2741.00000,2401.00000,1009.00000,1026.00000,1.42000,1.40000,0.78080,0.33120,0.52990,24.88160,7.89590,7.89590,7.31720,4.72240,0.37910,4.54260,19.81260,4.57600,-34.81210,1.79050,3.06030,31.19380,1.4397,1.2867
2013-03-31,30340.00000,23251.00000,7089.00000,-4614.00000,4950.00000,2139.00000,-178.00000,1961.00000,721.00000,1240.00000,1240.00000,1192.00000,2475.00000,2139.00000,1016.00000,1029.00000,1.17000,1.16000,0.83570,0.33020,0.56830,23.36520,7.05010,7.05010,6.46340,3.92880,0.36500,5.23190,17.20200,3.90470,-28.42730,1.49170,2.61520,31.34950,1.02330,0.70940
2012-12-31,28769.00000,21445.00000,7324.00000,-4853.00000,5223.00000,2101.00000,-173.00000,1928.00000,684.00000,1244.00000,1244.00000,1244.00000,2471.00000,2101.00000,1027.00000,1046.00000,1.22000,1.20000,0.77640,0.31050,0.53740,25.45800,7.30300,7.30300,6.70170,4.32410,0.35570,5.13920,17.51260,3.99000,-25.97080,1.53800,2.75110,30.59670,1.5727,1.3063
2012-09-30,27302.00000,20098.00000,7204.00000,-4277.00000,4594.00000,2610.00000,-158.00000,2452.00000,895.00000,1557.00000,1557.00000,1557.00000,2927.00000,2610.00000,1022.00000,1039.00000,1.52000,1.50000,0.81810,0.26940,0.43010,26.38630,9.55970,9.55970,8.98100,5.70290,0.38080,6.00310,14.99230,5.15170,186.46710,2.17150,3.76370,29.86460,-0.2338,-0.5471
2012-06-30,27265.00000,20633.00000,6632.00000,-4080.00000,4406.00000,2226.00000,-153.00000,2073.00000,736.00000,1337.00000,1337.00000,1337.00000,2552.00000,2226.00000,1028.00000,1049.00000,1.30000,1.27000,0.82280,0.27520,0.42950,24.32420,8.16430,8.16430,7.60320,4.90370,0.37110,6.01210,14.96970,4.55150,3109.30200,1.81990,3.29870,28.68650,2.1184,1.929
2012-03-31,27282.00000,20573.00000,6709.00000,-4096.00000,4392.00000,2317.00000,-148.00000,2169.00000,781.00000,1388.00000,1388.00000,1388.00000,2613.00000,2317.00000,1039.00000,1060.00000,1.34000,1.31000,0.82620,0.27750,0.44550,24.59130,8.49280,8.49280,7.95030,5.08760,0.37530,5.84700,15.39260,4.81010,-138800.00000,1.90950,3.47530,27.93420,3.38300,3.12920
2011-12-31,25916.00000,19244.00000,6672.00000,-4308.00000,4598.00000,2074.00000,-139.00000,1935.00000,677.00000,1258.00000,1258.00000,1258.00000,2364.00000,2074.00000,1070.00000,1087.00000,1.20000,1.18000,0.85070,0.27360,0.41140,25.74470,8.00280,8.00280,7.46640,4.85410,0.38170,5.69710,15.79760,4.44650,82.65440,1.85300,3.22990,27.23000,-0.4069,-0.5991
2011-09-30,25280.00000,19017.00000,6263.00000,-3899.00000,4193.00000,2070.00000,-129.00000,1941.00000,670.00000,1271.00000,1271.00000,1271.00000,2364.00000,2070.00000,1065.00000,1083.00000,1.19000,1.17000,0.85640,0.25530,0.42760,24.77450,8.18830,8.18830,7.67800,5.02770,0.35650,5.77700,15.57910,4.56010,98.22260,1.79240,3.39590,26.44400,4.606,4.3334
2011-06-30,25234.00000,19132.00000,6102.00000,-3733.00000,4003.00000,2099.00000,-119.00000,1980.00000,713.00000,1267.00000,1267.00000,1267.00000,2369.00000,2099.00000,1075.00000,1094.00000,1.18000,1.16000,0.83810,0.25650,0.40680,24.18170,8.31810,8.31810,7.84660,5.02100,0.38170,5.24400,17.16260,4.63030,119.30320,1.91640,3.44250,25.59680,1.0975,0.8196
2011-03-31,25432.00000,19324.00000,6108.00000,-3617.00000,3887.00000,2221.00000,-118.00000,2103.00000,757.00000,1346.00000,1346.00000,1346.00000,2491.00000,2221.00000,1086.00000,1099.00000,1.24000,1.22000,0.80800,0.26050,0.43830,24.01700,8.73310,8.73310,8.26910,5.29250,0.38930,5.88430,15.29490,5.06570,472.28070,2.06020,3.74620,24.67130,1.11370,0.91990
2010-12-31,24030.00000,17821.00000,6209.00000,-4087.00000,4407.00000,1802.00000,-118.00000,1684.00000,641.00000,1043.00000,1043.00000,1043.00000,2122.00000,1802.00000,1120.00000,1131.00000,0.95000,0.94000,0.77610,0.25120,0.43140,25.83850,7.49900,7.49900,7.00790,4.34040,0.38100,6.48760,13.87270,4.03870,613.52940,1.65390,3.02430,23.77990,1.2475,0.9587
2010-09-30,23668.00000,17728.00000,5940.00000,-3548.00000,3795.00000,2145.00000,-119.00000,2026.00000,749.00000,1277.00000,1277.00000,1277.00000,2392.00000,2145.00000,1115.00000,1124.00000,1.15000,1.14000,0.74690,0.23970,0.42970,25.09720,9.06290,9.06290,8.56010,5.39550,0.37550,6.24490,14.41190,4.98610,-506.74610,2.02620,3.79080,23.30390,2.6002,2.4149
2010-06-30,23264.00000,17755.00000,5509.00000,-3359.00000,3608.00000,1901.00000,-119.00000,1782.00000,659.00000,1123.00000,1123.00000,1123.00000,2150.00000,1901.00000,1127.00000,1135.00000,1.00000,0.99000,0.82160,0.24450,0.43140,23.68040,8.17140,8.17140,7.65990,4.82720,0.38500,5.08390,17.70290,4.52290,70.76240,1.85850,3.41700,22.26820,0.6563,0.4683
2010-03-31,23193.00000,17653.00000,5540.00000,-3276.00000,3524.00000,2016.00000,-125.00000,1891.00000,700.00000,1191.00000,1191.00000,1191.00000,2264.00000,2016.00000,1145.00000,1156.00000,1.04000,1.03000,0.80110,0.24760,0.43270,23.88650,8.69230,8.69230,8.15330,5.13520,0.38950,5.83770,15.41720,4.89740,99.91610,2.00030,3.68500,21.46430,1.04240,0.92820
2009-12-31,21784.00000,16538.00000,5246.00000,-3413.00000,3671.00000,1575.00000,-144.00000,1431.00000,487.00000,944.00000,944.00000,944.00000,1833.00000,1575.00000,1168.00000,1179.00000,0.82000,0.81000,0.82120,0.27620,0.47330,24.08190,7.23010,7.23010,6.56900,4.33350,0.36890,5.74470,15.66650,3.99900,189.55820,1.59880,2.89440,20.58060,1.0382,0.8263
2009-09-30,21695.00000,16613.00000,5082.00000,-3156.00000,3406.00000,1676.00000,-137.00000,1539.00000,504.00000,1035.00000,1035.00000,1035.00000,1926.00000,1676.00000,1153.00000,1164.00000,0.90000,0.89000,0.87640,0.31830,0.48870,23.42480,7.72530,7.72530,7.09380,4.77070,0.37760,6.07020,14.82650,4.52000,502.42720,1.80160,3.08150,19.85950,2.3735,2.2221
2009-06-30,21655.00000,16929.00000,4726.00000,-3037.00000,3286.00000,1440.00000,-139.00000,1301.00000,442.00000,859.00000,859.00000,859.00000,1689.00000,1440.00000,1170.00000,1180.00000,0.73000,0.73000,0.79810,0.33200,0.54390,21.82410,6.64970,6.64970,6.00790,3.96680,0.38750,5.12420,17.56360,3.98700,-70.99170,1.53690,2.66340,18.71850,0.4403,0.309
2009-03-31,22004.00000,16974.00000,5030.00000,-3128.00000,3362.00000,1668.00000,-131.00000,1537.00000,553.00000,984.00000,984.00000,984.00000,1902.00000,1668.00000,1198.00000,1210.00000,0.82000,0.81000,0.82470,0.34430,0.54910,22.85950,7.58040,7.58040,6.98510,4.47190,0.39230,5.25410,17.12960,4.60350,-98.10570,1.75450,3.01860,18.09910,0.91900,0.78680
