Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,7867.76700,4284.70500,3583.06200,657.53000,953.90600,1611.43700,1971.62500,8.06600,1979.69200,382.24500,1597.44700,1597.44700,1597.44700,5212.59300,1971.62500,444.14600,452.98400,3.60000,3.53000,1.04630,0.45310,0.82850,45.54100,25.05950,25.05950,25.16210,20.30370,0.17360,9.10540,9.10540,3.52400,4.97980,39.48920,2.03720,1.76980
2021-12-31,7709.31700,5239.57600,2469.74100,647.47000,1190.50300,1837.97300,631.76860,-80.91700,550.85300,-56.57600,607.42910,607.42910,607.42910,4437.07000,631.76860,443.15500,455.37200,1.38000,1.33000,0.95060,0.48110,0.97120,32.03580,8.19490,8.19490,7.14530,7.87920,0.17290,3.83250,3.83250,1.36240,1.98880,35.69950,-0.8873,-1.251
2021-09-30,7483.46700,4206.58900,3276.87800,563.88700,957.73800,1521.62500,1755.25300,-94.29400,1660.95900,211.88800,1449.07100,1449.07100,1449.07100,4788.55700,1755.25300,442.77800,454.92500,3.27000,3.19000,1.16980,0.49130,1.01170,43.78820,23.45510,23.45510,22.19510,19.36360,0.17510,9.46200,9.46200,3.39040,4.81290,34.57400,0.1818,-0.1862
2021-06-30,7341.77700,4018.00800,3323.76900,537.32100,938.81800,1476.13900,1847.63000,-253.84100,1593.78900,240.77600,1353.01300,1353.01300,1353.01300,4692.86700,1847.63000,443.15900,455.12900,3.05000,2.97000,1.22610,0.51850,1.12710,45.27200,25.16600,25.16600,21.70850,18.42900,0.17920,9.75930,9.75930,3.30240,4.69950,31.32400,-0.1382,-0.3807
2021-03-31,7163.28200,3868.51100,3294.77100,525.20700,809.70800,1334.91500,1959.85600,74.64600,2034.50200,327.78700,1706.71500,1706.71500,1706.71500,4714.79300,1959.85600,443.22400,455.64100,3.85000,3.75000,1.26950,0.53560,1.20760,45.99530,27.35980,27.35980,28.40180,23.82590,0.17850,13.24670,13.24670,4.25370,6.15150,29.05850,1.70590,1.52810
2020-12-31,6644.44300,4165.16000,2479.28300,486.93590,1038.10400,1525.04200,954.24070,-447.82500,506.41710,-35.73900,542.15590,542.15590,542.15590,3968.80900,954.24070,440.92200,454.20800,1.23000,1.18000,1.25060,0.58830,1.47390,37.31370,14.36150,14.36150,7.62170,8.15950,0.16920,4.89960,4.89960,1.38020,2.01740,24.98390,-0.2922,-0.6203
2020-09-30,6435.63700,3867.75100,2567.88600,453.80200,799.22090,1253.02200,1314.86400,-453.40300,861.46000,71.48400,789.97600,789.97600,789.97600,4077.19600,1314.86400,441.52600,455.08800,1.79000,1.74000,1.23760,0.60070,1.55300,39.90100,20.43100,20.43100,13.38580,12.27500,0.16660,7.64490,7.64490,2.04540,3.05230,23.38940,2.7697,2.5298
2020-06-30,6148.28600,3643.70700,2504.57900,435.04500,711.60600,1146.65100,1357.92800,-322.32600,1035.60200,315.40600,720.19600,720.19600,720.19600,3991.74800,1357.92800,440.56900,453.94500,1.63000,1.59000,1.12300,0.62100,1.69200,40.73620,22.08630,22.08630,16.84380,11.71380,0.16540,7.71520,7.71520,1.93730,2.92410,21.16650,2.2916,1.98
2020-03-31,5767.69100,3599.70100,2167.99000,453.81700,755.91700,1209.73400,958.25630,-162.38600,795.87000,86.80300,709.06700,709.06700,709.06700,3470.15800,958.25630,439.35200,452.49400,1.61000,1.57000,0.82100,0.62760,1.74440,37.58850,16.61420,16.61420,13.79880,12.29380,0.16450,8.43190,8.43190,2.02240,3.14020,19.12160,0.57440,0.35780
2019-12-31,5467.43500,3466.02300,2001.41200,409.37600,1133.52300,1542.89900,458.51270,-309.17900,149.33290,-437.63700,586.97000,586.97000,586.97000,3066.00000,458.51150,437.79900,451.76500,1.33000,1.30000,0.90120,0.66060,1.94660,36.60610,8.38630,8.38620,2.73130,10.73580,0.16090,7.74150,7.74150,1.72760,2.62730,17.27900,-3.2346,-3.473
2019-09-30,5244.90500,3097.91900,2146.98600,379.77600,786.97100,1166.74700,980.23880,32.08400,1012.32300,347.07900,665.24400,665.24400,665.24400,3286.92000,980.23880,438.09000,451.55200,1.52000,1.47000,0.73410,0.64420,1.81090,40.93470,18.68940,18.68940,19.30110,12.68360,0.16950,9.69530,9.69530,2.15000,3.44910,15.65660,-1.1142,-1.2149
2019-06-30,4923.11600,3005.65700,1917.45900,383.23300,827.80700,1211.04000,706.41940,-205.50300,500.91600,230.26600,270.65000,270.65000,270.65000,2963.83100,706.41940,437.58700,452.19500,0.62000,0.60000,0.84760,0.67350,2.06270,38.94810,14.34900,14.34900,10.17480,5.49750,0.16320,4.43290,4.43290,0.89700,1.44740,13.94490,-1.202,-1.2894
2019-03-31,4520.99200,2870.61400,1650.37800,372.76400,818.53000,1191.29400,459.08420,-59.42500,399.65900,55.60700,344.05200,344.05200,344.05200,2607.33100,459.08420,436.94700,451.92200,0.79000,0.76000,0.60790,0.64370,1.80690,36.50480,10.15450,10.15450,8.84010,7.61010,0.16610,6.03280,6.03280,1.26400,2.14920,13.04480,-0.84040,-0.97400
2018-12-31,4186.84100,2733.40000,1453.44000,331.78900,905.88490,1237.67300,215.76730,-96.37100,119.39600,-14.53800,133.93410,133.93410,133.93400,2260.39900,215.76760,435.37400,451.24400,0.31000,0.30000,1.49430,0.66420,1.97760,34.71450,5.15350,5.15350,2.85170,3.19890,0.16120,2.55660,2.55660,0.51560,0.85860,11.99900,-2.7418,-2.8976
2018-09-30,3999.37400,2531.12800,1468.24600,308.62000,678.95800,987.57800,480.66800,-101.85800,378.81000,-24.02500,402.83500,402.83500,402.83500,2423.55500,480.66800,435.80900,451.91900,0.92000,0.89000,1.38610,0.62460,1.66410,36.71190,12.01860,12.01860,9.47170,10.07250,0.17120,8.04120,8.04120,1.72400,3.01830,11.48780,-1.5264,-1.6133
2018-06-30,3907.27000,2402.43100,1504.83900,299.09500,743.53100,1042.62600,462.21310,-33.57700,428.63600,44.28700,384.34900,384.34900,384.34900,2310.92000,462.21310,435.09700,451.55200,0.88000,0.85000,1.53740,0.64980,1.85520,38.51380,11.82960,11.82960,10.97020,9.83680,0.17240,8.54750,8.54750,1.69590,2.99370,10.32610,-1.1463,-1.2066
2018-03-31,3700.85600,2300.57900,1400.27700,282.31000,671.38900,953.69900,446.57790,-146.96200,299.61600,9.49200,290.12400,290.12400,290.12400,2225.59700,446.57790,434.17400,450.35900,0.67000,0.64000,1.30170,0.61940,1.62720,37.83660,12.06690,12.06690,8.09590,7.83940,0.18360,7.21570,7.21570,1.43960,2.74660,9.25040,-0.52570,-0.60820
2017-12-31,3285.75500,2480.68800,805.06670,174.28300,385.48100,559.76400,245.30270,-113.97300,131.33000,-54.18700,185.51700,185.51700,185.51700,1929.87100,245.30300,431.88500,446.81400,0.43000,0.41000,1.40310,0.64470,1.81450,24.50170,7.46560,7.46570,3.99700,5.64610,0.17280,5.17920,5.17920,0.97580,1.84020,8.26490,-1.0957,-1.1443
2017-09-30,2984.85900,1992.98000,991.87890,255.23600,528.01600,783.25200,208.62700,-92.39000,116.23700,-13.35300,129.59000,129.59000,129.59000,1868.60100,208.62700,432.40400,447.36200,0.30000,0.29000,1.20240,0.59500,1.46930,33.23040,6.98950,6.98950,3.89420,4.34160,0.17610,3.89470,3.89470,0.76450,1.57730,7.68920,-0.9331,-1.0084
2017-06-30,2785.46400,1902.30800,883.15610,267.08300,488.26600,755.34900,127.80690,-113.84500,13.96200,-51.63800,65.60000,65.60000,65.60000,1713.66300,127.80690,431.39600,446.26200,0.15000,0.15000,1.30800,0.60840,1.55390,31.70590,4.58840,4.58840,0.50120,2.35510,0.16860,2.10760,2.10760,0.39720,0.82530,7.20900,-1.1964,-1.3424
2017-03-31,2636.63500,1657.02400,979.61100,257.10800,465.56100,722.66900,256.94190,-33.15000,223.79200,45.57000,178.22200,178.22200,178.22200,1596.27200,256.94190,430.60000,445.45800,0.41000,0.40000,1.15250,0.53090,1.13170,37.15380,9.74510,9.74510,8.48780,6.75940,0.18360,5.99330,5.99330,1.24120,2.81150,6.89960,-0.77190,-0.88980
2016-12-31,2477.54100,1881.98000,595.56100,153.32500,288.30200,441.62700,153.93410,-63.66500,90.26900,23.52100,66.74800,66.74800,66.74800,1517.83700,153.93400,428.82200,438.65200,0.16000,0.16000,1.24720,0.55660,1.25540,24.03840,6.21320,6.21320,3.64350,2.69410,0.18240,2.49080,2.49080,0.49130,1.10430,6.23130,-1.269,-1.408
2016-09-30,2290.18800,1532.84400,757.34400,216.09900,435.20900,651.30800,106.03610,-26.90900,79.12700,27.61000,51.51700,51.51700,51.51700,1363.83800,106.03610,428.93700,438.38900,0.12000,0.12000,1.17740,0.48420,0.93870,33.06910,4.63000,4.63000,3.45500,2.24950,0.18550,2.03710,2.03710,0.41720,1.05070,5.89300,-1.0531,-1.1156
2016-06-30,2105.20400,1473.09800,632.10610,207.30000,354.43600,561.73600,70.37000,-19.13800,51.23200,10.47700,40.75500,40.75500,40.75500,1279.88300,70.37000,428.48300,438.15400,0.10000,0.09000,1.32950,0.49550,0.98230,30.02590,3.34270,3.34270,2.43360,1.93590,0.18160,1.68700,1.68700,0.35150,0.85100,5.63490,-0.5163,-0.541
2016-03-31,1957.73600,1369.54000,588.19590,203.50800,335.23500,538.74300,49.45290,-9.57400,39.87900,12.22100,27.65800,27.65800,27.65800,1143.21300,49.45290,428.11700,437.99300,0.06000,0.06000,1.40930,0.50590,1.02370,30.04470,2.52600,2.52600,2.03700,1.41280,0.17380,1.19360,1.19360,0.24560,0.58980,5.41040,-0.52190,-0.54110
2015-12-31,1823.33300,1249.36500,573.96830,180.85900,333.21500,514.07400,59.89400,-39.16300,20.73100,-22.44700,43.17800,43.17800,43.17800,1056.03600,59.89420,425.88900,436.45600,0.10000,0.10000,1.53890,0.51610,1.06650,31.47900,3.28490,3.28490,1.13700,2.36810,0.17870,1.94200,1.94200,0.42320,0.93970,5.19560,-0.5638,-0.5937
2015-09-30,1738.35500,1173.95800,564.39700,171.76200,318.99400,490.75600,73.64100,-31.40300,42.23800,12.80600,29.43200,29.43200,29.43200,979.67970,73.64100,426.86900,437.60600,0.07000,0.07000,1.66690,0.52550,1.10740,32.46730,4.23620,4.23620,2.42980,1.69310,0.17530,1.35800,1.35800,0.29680,0.64440,5.07110,-0.4454,-0.5315
2015-06-30,1644.69400,1121.75200,522.94200,155.06100,293.04600,448.10700,74.83500,-34.34500,40.49000,14.15500,26.33500,26.33500,26.33500,933.82910,74.83500,425.34000,436.09700,0.06000,0.06000,1.73930,0.54150,1.18110,31.79570,4.55010,4.55010,2.46190,1.60120,0.17030,1.29600,1.29600,0.27280,0.59420,4.77010,-0.4143,-0.4773
2015-03-31,1573.12900,1046.40100,526.72800,143.10600,286.16600,429.27200,97.45610,-59.03000,38.42600,14.73000,23.69600,23.69600,23.69600,883.32600,97.45610,423.62400,433.80900,0.06000,0.05000,1.84090,0.55690,1.25710,33.48280,6.19500,6.19500,2.44260,1.50630,0.17020,1.24110,1.24110,0.25640,0.54990,4.49920,-0.29360,-0.32370
2014-12-31,1484.72800,1014.33200,470.39570,125.87600,279.47400,405.35000,65.04590,-19.53000,45.51600,-37.85500,83.37100,83.37100,83.37100,829.88900,65.04590,420.54400,431.89400,0.19290,0.19710,1.47460,0.32290,0.47690,31.68230,4.38100,4.38100,3.06560,5.61520,0.21080,4.48780,4.48780,1.18380,3.03880,4.39270,-0.0888,-0.1249
2014-09-30,1409.43200,954.39400,455.03800,120.95300,223.67800,344.63100,110.40710,-12.87000,97.53700,38.24200,59.29500,59.29500,59.29500,829.18710,110.40710,421.19400,432.74200,0.14000,0.14000,1.50020,0.34290,0.52180,32.28520,7.83340,7.83340,6.92030,4.20700,0.20790,3.43760,3.43760,0.87480,2.25900,4.09010,-0.0871,-0.1356
2014-06-30,1340.40700,914.84800,425.55900,115.18200,180.77700,295.95900,129.60000,-12.22800,117.37200,46.35400,71.01800,71.01800,71.01800,798.53690,129.60000,419.97400,431.44100,0.17000,0.16000,1.57100,0.35860,0.55910,31.74850,9.66870,9.66870,8.75640,5.29820,0.21190,4.41190,4.41190,1.12270,2.82970,3.82680,0.1297,0.0838
2014-03-31,1270.08900,869.18600,400.90300,110.31000,192.99800,303.30800,97.59500,-8.65100,88.94400,35.82900,53.11500,53.11500,53.11500,726.83290,97.59500,418.71900,430.83600,0.12710,0.12290,1.58450,0.37840,0.60880,31.56500,7.68410,7.68410,7.00300,4.18200,0.21000,3.59280,3.59280,0.87820,2.23330,3.52340,0.08440,0.05340
2013-12-31,1175.23000,820.67660,354.55330,98.12800,174.13700,272.26540,82.28800,-8.28400,74.00400,25.58300,48.42100,48.42100,48.42100,685.56290,82.28830,407.38500,425.32700,0.12290,0.10860,1.41990,0.27270,0.37490,30.16880,7.00190,7.00190,6.29700,4.12010,0.21710,3.63100,3.63100,0.89460,2.64080,3.19610,0.0979,0.0433
2013-09-30,1105.99900,798.90000,307.09900,95.54000,154.43900,249.97900,57.12000,-7.62900,49.49100,17.66900,31.82200,31.82200,31.82200,639.51200,57.12000,413.75600,426.93000,0.07710,0.07430,1.47240,0.29340,0.41520,27.76670,5.16460,5.16460,4.47480,2.87720,0.22570,2.64220,2.64220,0.64930,1.86710,2.90350,0.081,0.0559
2013-06-30,1069.37200,760.67400,308.69790,93.12600,158.45500,251.58100,57.11690,-10.46800,46.64900,17.17800,29.47100,29.47100,29.47100,597.10200,57.11690,407.34400,424.13000,0.07290,0.07000,1.53890,0.31140,0.45220,28.86720,5.34120,5.34120,4.36230,2.75590,0.23870,2.66560,2.66560,0.65770,1.83550,2.68060,0.0802,0.0614
2013-03-31,1023.96100,736.95200,287.00900,91.97500,163.21200,255.18700,31.82200,-30.89200,0.93000,-1.75900,2.68900,2.68900,2.68900,547.85000,31.82200,391.80400,421.02200,0.00710,0.00710,1.51420,0.46270,0.86110,28.02930,3.10770,3.10770,0.09080,0.26260,0.23470,0.33080,0.33080,0.06160,0.17770,2.06850,-0.02910,-0.05790
2012-12-31,945.23880,722.05920,223.17960,82.13900,121.40300,203.54170,19.63790,-4.73400,14.90400,7.00700,7.89700,7.89700,7.89700,512.05280,19.63790,388.64700,412.32800,0.02000,0.01860,1.33700,0.34940,0.53710,23.61100,2.07760,2.07760,1.57670,0.83550,0.23820,1.06050,1.06050,0.19900,0.68990,1.91380,-0.0342,-0.0858
2012-09-30,905.08900,662.63800,242.45100,82.52100,143.79500,226.31600,16.13500,-4.18900,11.94600,4.27100,7.67500,7.67500,7.67500,451.34220,16.13500,388.78700,411.10300,0.02000,0.01860,1.39220,0.35820,0.55800,26.78750,1.78270,1.78270,1.31990,0.84800,0.23760,1.07070,1.07070,0.20150,0.68720,1.84360,-0.007,-0.0333
2012-06-30,889.16300,643.42800,245.73500,81.54700,148.03400,229.58100,16.15410,-5.49900,10.65500,4.49100,6.16400,6.16400,6.16400,419.50200,16.15410,388.68200,411.66300,0.01570,0.01570,1.42630,0.36760,0.58120,27.63670,1.81680,1.81680,1.19830,0.69320,0.25560,0.89560,0.89560,0.17720,0.56640,1.77040,0.0444,0.0369
2012-03-31,869.79100,623.93300,245.85800,82.80100,164.99200,247.79300,-1.93500,-5.09000,-7.02500,-2.44100,-4.58400,-4.58400,-4.58400,369.17800,-1.93500,388.19200,388.19200,-0.01140,-0.01140,1.42310,0.37620,0.60300,28.26630,-0.22250,-0.22250,-0.80770,-0.52700,0.24990,-0.69100,-0.69100,-0.13170,-0.43110,1.70710,0.04920,0.03690
2011-12-31,875.57480,575.15490,300.41990,80.78300,157.76500,238.54800,61.87200,-5.03700,56.83500,21.61600,35.21900,35.21900,35.21900,377.73100,61.87200,369.92900,380.58300,0.09290,0.09000,1.49450,0.38360,0.62230,34.31120,7.06640,7.06640,6.49120,4.02240,0.28530,5.47890,5.47890,1.14750,3.37730,1.65760,0.1659,0.1389
2011-09-30,821.83900,536.61700,285.22200,69.48000,118.90000,188.38000,96.84200,-3.21900,93.62300,31.16300,62.46000,62.46000,62.46000,319.20100,96.84200,367.98300,377.09000,0.17000,0.16570,1.22950,0.37440,0.60420,34.70530,11.78360,11.78360,11.39190,7.60000,0.41900,16.08340,16.08340,3.18420,10.06200,1.05670,0.1317,0.0943
2011-06-30,788.61000,489.97800,298.63200,57.86500,125.65300,183.51800,115.11400,-4.29000,110.82400,42.61000,68.21400,68.21400,68.21400,293.76200,115.11400,367.29000,377.36300,0.18570,0.18000,1.33400,0.41090,0.70410,37.86820,14.59710,14.59710,14.05310,8.64990,0.50210,20.42130,20.42130,4.34290,12.03030,0.90830,0.2309,0.2077
2011-03-31,718.55300,438.15100,280.40200,50.90500,127.25700,178.16200,102.24000,-4.00000,98.24000,38.00700,60.23300,60.23300,60.23300,224.99300,102.24000,369.31300,379.72200,0.16290,0.15860,1.47170,0.45860,0.85490,39.02320,14.22860,14.22860,13.67190,8.38250,0.65910,21.84560,21.84560,5.52500,11.82700,0.75000,0.30630,0.26340
2010-12-31,595.92200,390.79000,205.13200,45.95900,80.72000,126.67890,78.45310,-3.89400,74.55900,27.46400,47.09500,47.09500,47.09500,183.72110,78.45310,367.70300,380.12800,0.12710,0.12430,1.63990,0.40800,0.68930,34.42260,13.16500,13.16500,12.51150,7.90290,0.60680,16.23050,16.23050,4.79550,9.60800,0.78530,0.2511,0.2135
2010-09-30,553.21900,344.46900,208.75000,42.10800,97.14100,139.24900,69.50100,-4.09200,65.40900,27.44200,37.96700,37.96700,37.96700,155.32500,69.50100,364.99400,377.51700,0.10430,0.10000,1.57720,0.55000,1.23290,37.73370,12.56300,12.56300,11.82340,6.86290,0.71820,19.77710,19.77710,4.92900,8.89920,0.52480,0.1145,0.0949
2010-06-30,519.81900,314.93400,204.88500,37.86300,89.68000,127.54300,77.34200,-3.97200,73.37000,29.85100,43.51900,43.51900,43.51900,151.79400,77.34200,367.40200,380.26800,0.11860,0.11430,1.70900,0.57110,1.34260,39.41470,14.87860,14.87860,14.11450,8.37200,0.74900,24.63710,24.63710,6.27100,10.56740,0.48200,0.1601,0.145
2010-03-31,493.66500,307.16200,186.50300,37.39900,90.75900,128.15800,58.34500,-3.98700,54.35800,22.08600,32.27200,32.27200,32.27200,131.49600,58.34500,370.37700,383.42500,0.08710,0.08430,1.55900,0.61630,1.61940,37.77930,11.81880,11.81880,11.01110,6.53720,0.76150,21.99340,21.99340,4.97800,8.43850,0.40110,0.20140,0.18470
2009-12-31,444.54200,275.48600,169.05600,33.20900,79.67900,115.70700,53.34900,-2.01300,51.33600,20.42300,30.91300,30.91300,30.91300,123.40900,53.34910,395.92000,408.91200,0.08140,0.07860,1.80720,0.54300,1.19500,38.02930,12.00090,12.00090,11.54810,6.95390,0.65400,15.52300,15.52300,4.54780,7.09480,0.53240,0.2543,0.1999
2009-09-30,423.12000,275.27400,147.84600,30.01400,70.09900,98.50900,49.33700,1.13400,50.47100,20.33000,30.14100,30.14100,30.14100,115.77100,49.33700,393.02200,405.56600,0.07710,0.07430,1.15450,0.13730,0.16490,34.94190,11.66030,11.66030,11.92830,7.12350,0.85980,12.98050,12.98050,6.12460,11.19890,0.60710,0.2031,0.1776
2009-06-30,408.50900,269.24300,139.26600,27.11900,59.48300,86.48400,52.78200,0.19200,52.97400,20.53100,32.44300,32.44300,32.44300,115.14900,52.78200,405.10400,417.62000,0.08000,0.07710,1.62210,0.10310,0.11890,34.09130,12.92070,12.92070,12.96770,7.94180,0.69010,10.00180,10.00180,5.48030,8.97030,0.80710,0.1831,0.1661
2009-03-31,394.09800,259.26800,134.83000,24.20000,75.25600,98.35900,36.47100,0.94000,37.41100,15.04800,22.36300,22.36300,22.36300,95.14400,36.47100,411.13800,424.96300,0.05430,0.05290,1.60940,0.09810,0.11220,34.21230,9.25430,9.25430,9.49280,5.67450,0.62690,6.45750,6.45750,3.55710,5.82420,0.84580,0.15440,0.13900
