Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-09-30,,,14.35800,8.32500,-22.68300,0.08600,-22.59700,-22.59700,-22.59700,-22.59700,-22.38000,-22.68300,36.75900,36.75900,-0.61000,-0.61000,20.61030,,,,,,,,,-9.51400,-9.51400,-8.90450,-9.51400,6.45770,-0.3981,-0.4055
2021-06-30,,,14.09500,7.93400,-22.02900,0.06200,-21.96700,-21.96700,-21.96700,-21.96700,-21.74300,-22.02900,36.70800,36.70800,-0.60000,-0.60000,31.74740,,,,,,,,,-8.61220,-8.61220,-8.30670,-8.61220,6.94580,-0.4303,-0.4444
2021-03-31,,,9.91300,6.91400,-16.82700,0.03400,-16.79300,-16.79300,-16.79300,-16.79300,-16.59100,-16.82700,36.64300,36.64300,-0.46000,-0.46000,45.05650,,,,,,,,,-6.16340,-6.16340,-6.02100,-6.16340,7.42450,-0.54950,-0.55510
2020-12-31,,,8.90500,5.68100,-14.58600,0.02500,-14.56100,-14.56100,-14.56100,-14.56100,-14.34900,-14.58600,33.48800,33.48800,-0.42000,-0.42000,25.72690,,,,,,,,,-5.08990,-5.08990,-4.88750,-5.08990,7.82130,-0.3204,-0.3229
2020-09-30,,,8.10900,5.60200,-13.71100,0.02700,-13.68400,-13.68400,-13.68400,-13.68400,-13.47700,-13.71100,33.27400,33.27400,-0.41000,-0.41000,29.02090,,,,,,,,,-7.10730,-7.10730,-6.84420,-7.10730,5.77130,-0.3227,-0.3306
2020-06-30,,,7.96800,5.04400,-13.01200,0.05300,-12.95900,-12.95900,-12.95900,-12.95900,-12.78800,-13.01200,33.05500,33.05500,-0.39000,-0.39000,35.40810,,,,,,,,,-6.37120,-6.37120,-6.16470,-6.37120,6.12410,-0.2903,-0.2926
2020-03-31,,,7.21500,4.52000,-11.73500,0.69600,-11.03900,-11.03900,-11.03900,-11.03900,-11.54200,-11.73500,32.89700,32.89700,-0.34000,-0.34000,39.55530,,,,,,,,,-5.15020,-5.15020,-4.99860,-5.15020,6.50170,-0.32740,-0.34600
2019-12-31,,,7.09000,3.97900,-11.06900,0.90900,-10.16000,-10.16000,-10.16000,-10.16000,-10.93000,-11.06900,17.97100,17.97100,6.89000,6.89000,55.11660,,,,,,,,,-4.52710,-4.52710,-4.44150,-4.52710,6.82940,-1.0905,-1.1489
2019-09-30,,,6.51800,3.32400,-9.84200,1.23800,-8.60400,-8.60400,-8.60400,-8.60400,-9.71600,-9.84200,32.70800,32.70800,-0.26000,-0.26000,48.14480,,,,,,,,,-3.68190,-3.68190,-3.60260,-3.68190,7.14100,1.8813,1.9436
2019-06-30,,,6.02300,2.42200,-8.44500,0.62600,-7.81900,-7.81900,-7.81900,-7.81900,-8.34000,-8.44500,5.08400,5.08400,-1.54000,-1.54000,50.73580,,,,,,,,,-3.23720,-3.23720,-3.17370,-3.23720,7.39210,5.3226,5.3359
2019-03-31,,,4.13300,2.18900,-6.32200,0.58000,-5.74200,-5.74200,-5.74200,-5.74200,-6.24200,-6.32200,0.83300,0.83300,-6.89000,-6.89000,,,,,,,,,,,,,,,-7.84150,-7.94960
2018-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,10.6567,11.8612
2018-09-30,,,2.22700,1.09000,-3.31700,,-3.31700,-3.31700,-3.31700,-3.31700,-3.25300,-3.31700,0.69900,0.69900,-4.75000,-4.75000,,,,,,,,,,,,,,,-4.2775,-5.0103
2018-06-30,,,1.88800,1.12200,-3.01000,,-3.01000,-3.01000,-3.01000,-3.01000,-3.01000,-3.01000,0.69100,0.69100,-4.36000,-4.36000,,,,,,,,,,,,,,,-6.3792,-6.8509
