Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-09-30,0.14800,0.14800,71.00800,21.53900,,-92.39900,0.16000,-92.23900,0.20000,-92.43900,-92.43900,-92.43900,-90.06400,-92.39900,70.14350,70.14350,-1.32000,-1.32000,16.52950,100.00000,-62431.76000,-62431.76000,-62323.64000,-62458.78000,0.00010,1.34550,66.89190,-6.88150,-6.88250,-6.22480,-6.88150,19.02590,-0.9143,-0.9797
2020-06-30,0.04400,0.04400,59.38000,21.35300,,-80.68900,1.41200,-79.27700,0.37900,-79.65600,-79.65600,-79.65600,-78.49700,-80.68900,61.42100,61.42100,-1.30000,-1.30000,12.96050,100.00000,-183384.10000,-183384.10000,-180175.00000,-181036.40000,0.00000,1.33330,67.50000,-8.74700,-8.74900,-7.61140,-8.74700,14.55840,-0.4687,-0.5269
2020-03-31,0.15700,0.15700,54.19300,19.55000,,-73.58600,4.23200,-69.35400,0.37700,-69.73100,-69.73100,-69.73100,-71.49500,-73.58600,60.84800,60.84800,-1.15000,-1.15000,16.86970,100.00000,-46870.06000,-46870.06000,-44174.52000,-44414.65000,0.00020,0.00630,14398.28000,-7.86950,-7.87140,-6.92260,-7.86950,14.55240,-0.85750,-0.90660
2019-12-31,77.01600,77.01600,48.76100,17.27200,,10.98300,19.56300,30.54600,0.00400,30.54200,30.54200,30.54200,12.41500,10.98300,54.39200,56.93300,0.65000,0.71000,17.29320,100.00000,14.26070,14.26070,39.66190,39.65670,0.07220,777.93940,0.11570,3.25110,3.25200,2.86310,3.25110,15.45510,0.0701,0.0522
2019-09-30,211.92800,211.92800,57.24600,15.51900,,139.16300,-0.46600,138.69700,0.27400,138.42300,138.42300,138.42300,140.44600,139.16300,54.82900,57.59900,2.52000,2.40000,8.32380,100.00000,65.66520,65.66520,65.44530,65.31610,0.29410,5434.05100,0.01660,23.38710,23.39690,19.20970,23.38710,10.72460,2.4317,2.3937
2019-06-30,0.31800,0.31800,39.53300,15.76800,,-54.98300,1.36900,-53.61400,0.08500,-53.69900,-53.69900,-53.69900,-53.78500,-54.98300,53.18800,53.18800,-1.01000,-1.01000,13.95880,100.00000,-17290.25000,-17290.25000,-16859.75000,-16886.48000,0.00060,0.99070,90.84910,-14.60470,-14.61510,-10.86490,-14.60470,6.87270,-0.6667,-0.7071
2019-03-31,0.32800,0.32800,33.82200,14.92900,,-48.42300,0.10000,-48.32300,0.08500,-48.40800,-48.40800,-48.40800,-47.61100,-48.42300,52.09300,52.09300,-0.93000,-0.93000,15.83900,100.00000,-14763.11000,-14763.11000,-14732.62000,-14758.54000,0.00070,0.99090,90.82320,-12.74530,-12.75460,-9.72300,-12.74530,7.21580,-0.83960,-0.86070
2018-12-31,0.11500,0.11500,28.80100,16.54200,,-45.22800,-2.12800,-47.35600,0.23400,-47.59000,-47.59000,-47.59000,-44.28300,-45.22800,47.96400,47.96400,-0.93000,-0.93000,16.80950,100.00000,-39328.70000,-39328.70000,-41179.12000,-41382.61000,0.00020,1.30680,68.86960,-12.13430,-12.14320,-9.73180,-12.13430,7.56360,-0.5745,-0.5949
2018-09-30,0.56300,0.56300,39.82000,10.17500,,-49.43200,-1.14200,-50.57400,0.13700,-50.71100,-50.71100,-50.71100,-48.54900,-49.43200,47.39200,47.39200,-1.07000,-1.07000,15.38780,100.00000,-8780.10600,-8780.10600,-8982.94800,-9007.28100,0.00110,1.01990,88.24160,-12.15180,-12.16060,-9.77270,-12.15180,8.09470,-0.4093,-0.4237
2018-06-30,1.08800,1.08800,25.63300,12.74100,,-37.28600,-0.99800,-38.28400,0.09600,-38.38000,-38.38000,-38.38000,-36.42100,-37.28600,46.84200,46.84200,-0.82000,-0.82000,17.88590,100.00000,-3427.02200,-3427.02200,-3518.75000,-3527.57300,0.00310,1.15250,78.08820,-14.47460,-14.49190,-10.86850,-14.47460,5.63310,-0.5282,-0.5391
2018-03-31,1.35800,1.35800,19.51900,8.83600,,-26.99700,-1.21700,-28.21400,0.08600,-28.30000,-28.30000,-28.30000,-26.17100,-26.99700,45.87700,45.87700,-0.62000,-0.62000,24.41670,100.00000,-1987.99700,-1987.99700,-2077.61400,-2083.94700,0.00360,1.07780,83.50520,-9.74740,-9.75850,-7.55770,-9.74740,6.21960,-0.49450,-0.50660
2017-12-31,32.32500,32.32500,20.03000,11.32300,,0.97200,-0.41200,0.56000,0.42000,0.14000,0.14000,0.14000,1.77800,0.97200,40.05700,40.05700,0.01000,0.01000,17.11700,100.00000,3.00700,3.00690,1.73240,0.43310,0.11910,12.30960,7.31140,0.07450,0.07470,0.05160,0.07450,4.62730,-0.3716,-0.3769
2017-09-30,2.38700,2.38700,17.84500,8.11200,,-23.57000,-0.43000,-24.00000,0.70700,-24.70700,-24.70700,-24.70700,-22.77800,-23.57000,40.08900,40.08900,-0.62000,-0.62000,21.34080,100.00000,-987.43190,-987.43190,-1005.44600,-1035.06500,0.00850,0.74340,121.06830,-13.80600,-13.83370,-8.75140,-13.80600,4.43170,-0.3911,-0.4652
2017-06-30,3.58200,3.58200,17.12000,7.76800,,-21.30600,-0.66600,-21.97200,0.34300,-22.31500,-22.31500,-22.31500,-20.60000,-21.30600,39.89590,39.89590,-0.56000,-0.56000,17.78710,100.00000,-594.80730,-594.80730,-613.40030,-622.97600,0.01170,0.52570,171.20600,-11.28140,-11.30270,-7.31700,-11.28140,4.94030,-0.3978,-0.4308
2017-03-31,2.70300,2.70300,14.80500,8.64200,,-20.74400,-0.45200,-21.19600,0.27900,-21.47500,-21.47500,-21.47500,-20.02400,-20.74400,39.72600,39.72600,-0.54000,-0.54000,17.52660,100.00000,-767.44350,-767.44350,-784.16560,-794.48760,0.00840,0.47660,188.85680,-9.98020,-9.99810,-6.66210,-9.98020,5.34490,-0.58930,-0.67200
2016-12-31,2.34400,2.34400,15.57200,12.08200,,-25.31000,42.80800,17.49800,0.40000,17.09800,17.09800,17.09900,-24.89800,-25.31000,12.25750,12.25750,5.56000,5.56000,14.55530,100.00000,-1079.77800,-1079.77800,746.50170,729.47950,0.00680,0.74250,121.21590,7.34310,7.35570,4.95650,7.34310,5.86220,2.2699,2.5506
2016-09-30,1.54900,1.54900,12.05200,4.10700,,-14.61000,-0.07600,-14.68600,0.00800,-14.69400,-14.69400,-14.68000,-14.37400,-14.61000,5.29230,5.29230,-2.77000,-2.77000,2.96620,100.00000,-943.18910,-943.18910,-948.09550,-947.70830,0.00560,0.74040,121.54940,23.49840,-11.98340,-5.27320,-11.94310,23.17880,-4.9707,-5.4555
2016-06-30,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,
2016-03-31,0.47600,0.47600,6.01200,6.11600,,-11.65200,3.28600,-8.36600,0.07600,-8.44200,-8.44200,-8.43900,-11.54600,-11.65200,5.52800,5.52800,-1.53000,-1.53000,,100.00000,-2447.89900,-2447.89900,-1757.56300,-1772.89900,,,,,,,,,-1.81150,-1.85350
2015-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,1.7323,1.85
2015-09-30,,,3.74900,2.45300,,-6.20200,0.00100,-6.20100,0.15300,-6.35400,-6.35400,-6.35300,-6.20200,-6.20200,5.52800,5.52800,-1.15000,-1.15000,,,,,,,,,,,,,,,-1.7323,-1.85
2014-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
