Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,2020.53900,1601.59300,418.94600,147.40200,-9.65800,228.72500,190.22110,-0.21300,190.00800,31.71400,158.29400,158.29400,158.29400,261.88610,190.22110,1402.15000,1415.05000,0.11280,0.11180,1.31520,,20.73440,9.41440,9.41440,9.40380,7.83420,0.31240,53.65110,14.43280,6.23580,7.41790,7.49490,2.44760,7.41790,1.52510,0.19990,0.13200
2021-12-31,1960.63300,1564.61500,396.01780,159.77700,-11.68300,237.72200,158.29570,9.26300,167.55900,34.08400,133.47500,133.47500,133.47500,224.55760,158.29550,1406.60000,1425.55000,0.09500,0.09340,1.58130,,20.19850,8.07370,8.07370,8.54620,6.80780,0.29470,47.66390,10.12390,8.88980,5.80990,5.86590,2.00630,5.80990,1.63630,0.3068,0.2224
2021-09-30,1952.31500,1492.96200,459.35290,145.93000,-10.55200,219.67300,239.67990,-0.12600,239.55400,35.12000,204.43400,204.43400,204.43400,302.87090,239.67990,1407.50000,1423.75000,0.14520,0.14360,1.78460,,23.52860,12.27670,12.27670,12.27030,10.47140,0.29460,52.47670,4.94640,18.19500,8.84650,8.93130,3.08460,8.84650,1.64160,0.1976,0.1213
2021-06-30,1892.53800,1429.65600,462.88200,146.04400,-9.23100,217.35700,245.52500,0.85100,246.37600,58.40200,187.97400,187.97400,187.97400,307.60700,245.52500,1406.70000,1425.05000,0.13360,0.13200,1.73290,,24.45830,12.97330,12.97330,13.01830,9.93240,0.29940,56.82480,5.25250,17.13460,8.64580,8.73400,2.97410,8.64580,1.54760,0.1809,0.0946
2021-03-31,1741.57500,1352.81900,388.75590,155.10300,-9.08900,227.31400,161.44190,-2.16800,159.27400,32.17300,127.10100,127.10100,127.10100,224.56390,161.44190,1406.25000,1429.10000,0.09040,0.08900,1.74680,,22.32210,9.26990,9.26990,9.14540,7.29800,0.28320,55.66240,5.57180,16.15290,6.05960,6.12360,2.06700,6.05960,1.48980,0.21410,0.15350
2020-12-31,1607.71000,1294.48300,313.22660,124.02400,-12.36100,196.34100,116.88560,0.84600,117.73200,-73.22700,190.95900,190.95900,190.95900,176.84160,116.88570,1395.85000,1420.80000,0.13660,0.13420,1.72740,,19.48280,7.27030,7.27030,7.32300,11.87770,0.26870,48.95000,4.15130,21.68020,9.45280,9.55660,3.19170,9.45280,1.44290,0.0815,-0.0077
2020-09-30,1601.41400,1289.18900,312.22500,133.15000,-11.79900,205.12900,107.09590,-0.59500,106.50100,26.25700,80.24400,80.24400,80.24400,167.27590,107.09590,1398.65000,1422.70000,0.05740,0.05640,1.51090,,19.49680,6.68760,6.68760,6.65040,5.01080,0.28440,50.62790,12.33740,7.29490,4.44420,4.49890,1.42490,4.44420,1.29070,0.1705,0.1137
2020-06-30,1364.73800,1197.97600,166.76200,102.64700,-9.03000,171.70100,-4.93910,0.62300,-4.31600,-12.49100,8.17500,8.17500,8.17500,55.08490,-4.93910,1395.55000,1416.65000,0.00580,0.00580,1.59070,,12.21930,-0.36190,-0.36190,-0.31630,0.59900,0.25410,49.54820,8.22890,10.93700,0.47960,0.48590,0.15220,0.47960,1.21910,0.0866,0.0248
2020-03-31,1410.77200,1161.90500,248.86690,106.47000,-12.90200,177.74600,71.12100,2.74300,73.86400,-2.52400,76.38800,76.38800,76.38800,129.49500,71.12100,1389.60000,1416.15000,0.05500,0.05400,1.61540,,17.64050,5.04130,5.04130,5.23570,5.41460,0.27100,49.79240,11.74740,7.66130,4.56860,4.62930,1.46720,4.56860,1.20220,0.12860,0.07370
2019-12-31,1440.22400,1163.77900,276.44480,112.41600,-10.72400,178.28900,98.15550,2.84000,100.99600,28.58000,72.41600,72.41600,72.41600,153.30450,98.15580,1387.00000,1414.75000,0.05220,0.05120,1.60850,,19.19460,6.81530,6.81530,7.01250,5.02810,0.28210,44.59610,13.30460,6.76460,4.30270,4.35960,1.41860,4.30270,1.21280,0.1331,0.0746
2019-09-30,1403.69700,1111.80900,291.88810,115.07000,-8.99100,176.26700,115.62110,4.41100,120.03200,21.45000,98.58200,98.58200,98.58200,167.82710,115.62110,1388.75000,1419.40000,0.07100,0.06940,1.50590,,20.79420,8.23690,8.23690,8.55110,7.02300,0.28430,46.57570,26.32940,3.41820,6.07610,6.15940,1.99640,6.07610,1.16720,0.1646,0.0973
2019-06-30,1434.23100,1134.56900,299.66200,121.39500,-6.60500,179.64200,120.02000,3.94700,123.96700,32.93900,91.02800,91.02800,91.02800,171.66200,120.02000,1386.00000,1415.00000,0.06560,0.06440,1.51820,,20.89360,8.36820,8.36820,8.64340,6.34680,0.30780,53.65920,29.05540,3.09750,5.91840,6.00400,1.95370,5.91840,1.10950,0.0825,0.0278
2019-03-31,1308.21700,1033.72200,274.49510,102.67100,-7.88200,164.33400,110.16110,3.12900,113.29000,25.15800,88.13200,88.13200,88.13200,163.94210,110.16110,1384.80000,1405.90000,0.06360,0.06260,1.44030,,20.98240,8.42070,8.42070,8.65990,6.73680,0.28280,55.04380,26.30900,3.42090,5.93960,6.02880,1.90540,5.93960,1.07050,0.12990,0.08420
2018-12-31,1225.06100,1016.75200,208.30910,103.72000,-11.76000,168.69700,39.61240,3.85800,43.47000,11.45100,32.01900,32.01900,32.01900,92.82940,39.61230,1391.15000,1398.10000,0.02320,0.02280,1.81070,,17.00400,3.23350,3.23350,3.54840,2.61370,0.54070,47.17010,19.66010,4.57780,2.22150,2.25580,1.41330,2.22150,1.04080,0.093,0.0373
2018-09-30,1225.00700,996.25700,228.75000,109.52400,-8.58100,170.75900,57.99080,2.49300,60.48400,22.28000,38.20400,38.20400,38.20400,110.64480,57.99080,1390.10000,1400.85000,0.02740,0.02720,1.96900,,18.67340,4.73390,4.73390,4.93740,3.11870,0.54910,54.48490,25.22410,3.56800,2.66070,2.70200,1.71250,2.66070,1.03330,0.1401,0.0822
2018-06-30,1266.52000,1016.88100,249.63900,85.15300,-47.33600,181.68200,67.95700,2.32300,70.28000,23.39600,46.88400,46.88400,46.88400,117.15000,67.95700,1390.95000,1396.75000,0.03380,0.03360,2.02910,,19.71060,5.36570,5.36570,5.54910,3.70180,0.59500,48.76890,22.60190,3.98200,3.36810,3.42200,2.20260,3.36810,1.00100,0.0676,0.0168
2018-03-31,1148.39700,924.10300,224.29400,77.06300,-7.50800,131.48600,92.80800,1.39400,94.20200,34.75600,59.44600,59.44600,59.44600,139.72300,92.80800,1395.55000,1397.50000,0.04260,0.04260,1.71630,,19.53110,8.08150,8.08150,8.20290,5.17640,0.54750,53.09720,43.02560,2.09180,4.35810,4.42930,2.83420,4.35810,0.98040,0.14390,0.10270
2017-12-31,1110.10000,945.03010,165.07010,57.69000,-5.90900,105.04090,60.02890,1.43700,61.46600,17.67300,43.79300,43.79300,43.79300,101.47090,60.02880,1424.55000,1428.05000,0.03140,0.03120,1.94370,,14.86980,5.40750,5.40750,5.53700,3.94500,0.54270,47.58460,22.28850,4.03800,3.20960,3.26200,2.14070,3.20960,0.97370,0.0611,0.0257
2017-09-30,1128.07400,946.94000,181.13400,99.18200,-9.53900,150.26700,30.86710,1.27500,32.14200,12.53200,19.61000,19.61000,19.61000,72.41310,30.86710,1420.75000,1421.95000,0.01380,0.01380,2.02820,,16.05690,2.73630,2.73630,2.84930,1.73840,0.54640,43.77090,30.60760,2.94040,1.41370,1.43640,0.94990,1.41370,0.98080,0.0976,0.0602
2017-06-30,1169.40900,949.00900,220.40010,70.07500,-2.51900,113.67500,106.72510,1.04900,107.77400,41.04400,66.73000,66.73000,66.73000,147.80610,106.72510,1432.45000,1440.00000,0.04660,0.04640,2.47950,,18.84710,9.12640,9.12640,9.21610,5.70630,0.56530,49.61880,46.88890,1.91940,4.60140,4.67210,3.22590,4.60140,1.01470,0.0648,0.0254
2017-03-31,1068.82900,879.21700,189.61200,69.44100,-7.71900,116.43890,73.17300,1.18800,74.36100,28.24100,46.12000,46.12000,46.12000,112.45200,73.17300,1437.50000,1442.50000,0.03200,0.03200,2.16750,,17.74020,6.84610,6.84610,6.95720,4.31500,0.51830,47.99480,49.52410,1.81730,3.27620,3.32810,2.23640,3.27620,0.98170,0.10440,0.06480
2016-12-31,1034.56000,894.91390,139.64590,65.06900,-5.95500,109.09610,30.54990,0.58800,31.13800,15.16300,15.97500,15.97500,15.97500,68.62190,30.55010,1463.25000,1488.50000,0.01020,0.01020,1.85380,,13.49810,2.95290,2.95300,3.00980,1.54410,0.51060,59.58550,22.70810,3.96330,1.13900,1.15710,0.78850,1.13900,0.97350,0.0459,0.0038
2016-09-30,1036.98200,890.29000,146.69210,78.40500,-21.12700,136.96600,9.72610,0.67200,10.39800,2.59900,7.79900,7.79900,7.79900,47.16010,9.72610,1453.15000,1458.55000,0.00540,0.00540,1.67760,,14.14610,0.93790,0.93790,1.00270,0.75210,0.50170,48.43270,22.48640,4.00240,0.54120,0.54960,0.37730,0.54120,0.99440,0.0702,0.0248
2016-06-30,998.38300,843.33800,155.04500,70.75600,-7.32000,114.15000,40.89500,0.78600,41.68100,16.08500,25.59600,25.59600,25.59600,76.96900,40.89500,1460.35000,1467.00000,0.01760,0.01740,1.40210,,15.52960,4.09610,4.09610,4.17490,2.56370,0.47500,49.70750,20.61970,4.36480,1.72240,1.74820,1.21780,1.72240,1.01960,0.0812,0.0369
2016-03-31,834.45900,777.62800,56.83100,62.01000,-6.63700,103.43500,-46.60410,2.12600,-44.47800,-18.04600,-26.43200,-26.43200,-26.43200,-11.81610,-46.60410,1494.65000,1494.65000,-0.01760,-0.01760,1.37790,,6.81050,-5.58490,-5.58490,-5.33020,-3.16760,0.38980,46.05440,14.20770,6.33460,-1.71610,-1.74090,-1.23470,-1.71610,1.04960,0.04130,-0.00080
2015-12-31,997.50710,801.97710,195.53000,46.87500,-10.90200,91.91690,103.61310,1.79500,105.40800,37.53400,67.87400,67.87400,67.87400,137.75310,103.61320,1554.60000,1574.70000,0.04380,0.04360,2.91010,,19.60190,10.38720,10.38720,10.56710,6.80440,0.36600,53.31230,10.34380,8.70080,3.18960,3.22280,2.49070,3.18960,1.38340,0.0608,0.0127
2015-09-30,1216.89000,872.39700,344.49300,70.06600,-6.52300,109.73400,234.75900,1.51800,236.27700,91.39400,144.88300,144.88300,144.88300,267.90400,234.75900,1559.35000,1577.40000,0.09300,0.09180,4.39410,,28.30930,19.29170,19.29170,19.41650,11.90600,0.41280,49.78300,32.32710,2.78400,6.03310,6.08870,4.91480,6.03310,1.53980,0.1186,0.0759
2015-06-30,1197.78300,862.65900,335.12400,70.21200,-5.05600,107.70790,227.41600,1.74200,229.15800,88.95400,140.20400,140.20400,140.20400,259.85600,227.41600,1556.00000,1576.30000,0.09020,0.08900,3.78990,,27.97870,18.98640,18.98640,19.13190,11.70530,0.42680,52.19060,35.68870,2.52180,6.22660,6.28780,4.99620,6.22660,1.44550,0.1008,0.0658
2015-03-31,1089.04300,789.90300,299.14000,63.06100,-7.63500,101.33900,197.80100,1.22300,199.02400,76.38300,122.64100,122.64100,122.64100,228.44400,197.80100,1551.80000,1579.60000,0.07900,0.07760,3.55330,,27.46820,18.16280,18.16280,18.27510,11.26140,0.40280,49.20900,50.70030,1.77510,5.74610,5.80580,4.53600,5.74610,1.37470,0.15370,0.11610
2014-12-31,1069.81100,784.96250,284.84830,60.92900,-6.29700,96.97620,187.87210,0.88500,188.75700,67.52300,121.23400,121.23400,121.23400,217.62210,187.87230,1551.90000,1575.60000,0.07820,0.07680,3.49810,,26.62610,17.56120,17.56130,17.64400,11.33230,0.42330,51.19770,20.84300,4.31800,6.02440,6.09080,4.79690,6.02440,1.29720,0.0844,0.0258
2014-09-30,1084.22200,772.21800,312.00410,71.17200,-5.43500,104.56790,207.43610,0.78500,208.22100,77.42000,130.80100,130.80100,130.80100,235.39710,207.43610,1551.00000,1577.35000,0.08440,0.08300,3.29780,,28.77680,19.13230,19.13230,19.20470,12.06400,0.44490,48.61300,57.21790,1.57290,6.90690,6.98790,5.36720,6.90690,1.22110,0.1195,0.0831
2014-06-30,1050.07300,763.34910,286.72390,74.87900,-4.99400,106.88200,179.84190,1.14400,180.98600,70.71600,110.27000,110.27000,110.27000,206.85090,179.84190,1552.45000,1573.70000,0.07100,0.07000,3.69340,,27.30510,17.12660,17.12660,17.23560,10.50120,0.46100,49.17850,51.87600,1.73490,6.29020,6.37000,4.84150,6.29020,1.13030,0.1148,0.0795
2014-03-31,904.16300,669.98300,234.18000,66.91700,-5.85900,98.53010,135.65000,0.68900,136.33900,53.27000,83.06900,83.06900,83.06900,161.40400,135.65000,1553.05000,1574.30000,0.05340,0.05280,3.48000,,25.90020,15.00280,15.00280,15.07900,9.18740,0.41940,44.07200,54.52680,1.65060,5.04970,5.11790,3.85350,5.04970,1.05830,0.11420,0.08420
2013-12-31,844.14710,627.91380,216.23330,55.84400,-6.38200,87.12890,129.10440,0.39000,129.49400,49.87200,79.62200,79.62200,79.62200,154.00740,129.10450,1547.85000,1564.05000,0.05140,0.05080,3.34440,,25.61560,15.29410,15.29410,15.34020,9.43220,0.42010,48.13810,30.50440,2.95040,5.17600,5.25090,3.96270,5.17600,0.99140,0.0897,0.0492
2013-09-30,826.90700,605.40000,221.50700,52.72600,-7.00900,84.35300,137.15400,0.76500,137.91900,54.54000,83.37900,83.37900,83.37900,161.77200,137.15400,1544.85000,1564.80000,0.05400,0.05320,3.36000,,26.78740,16.58640,16.58640,16.67890,10.08320,0.43260,48.39720,56.73460,1.58630,5.68850,5.77500,4.36210,5.68850,0.94760,0.0766,0.0407
2013-06-30,816.78600,591.17400,225.61200,50.95200,-4.64500,79.19400,146.41800,0.33000,146.74800,58.89500,87.85300,87.85300,87.85300,170.01500,146.41800,1545.05000,1558.80000,0.05680,0.05640,3.03770,,27.62190,17.92610,17.92610,17.96650,10.75590,0.45150,52.45550,54.59440,1.64850,6.42460,6.52940,4.85660,6.42460,0.88580,0.0916,0.0636
2013-03-31,726.75100,535.33400,191.41700,44.21100,-4.22600,71.37300,120.04400,0.26600,120.31000,43.72600,76.58400,76.58400,76.58400,142.98000,120.04400,1550.60000,1561.45000,0.04940,0.04900,3.16020,,26.33870,16.51790,16.51790,16.55450,10.53790,0.42430,46.83180,46.96290,1.91640,5.94550,6.04860,4.47160,5.94550,0.83280,0.08020,0.05680
2012-12-31,699.16100,527.37190,171.78910,43.17400,-4.28600,69.60090,102.18820,0.46200,102.65000,41.29700,61.35300,61.35300,61.35300,124.32920,102.18820,1575.65000,1589.15000,0.03920,0.03900,2.92530,,24.57070,14.61580,14.61580,14.68190,8.77520,0.41900,47.52810,26.47130,3.39990,4.92430,5.01260,3.67680,4.92430,0.80140,0.0797,0.0421
2012-09-30,700.52800,508.72600,191.80200,48.60600,-4.17100,74.13910,117.66300,0.54700,118.21000,45.91000,72.30000,72.30000,72.30000,139.02500,117.66300,1582.15000,1592.30000,0.04560,0.04540,4.12140,0.00010,27.37960,16.79630,16.79630,16.87440,10.32080,0.41060,51.05640,17.18500,5.23710,5.52910,5.62350,4.23750,5.52910,0.82870,0.0776,0.0478
2012-06-30,690.93200,489.52300,201.40900,42.29500,-4.78100,67.61900,133.79000,0.37700,134.16700,52.48400,81.68300,81.68300,81.68300,154.33300,133.79000,1584.80000,1597.55000,0.05160,0.05120,4.13330,0.00010,29.15030,19.36370,19.36370,19.41830,11.82220,0.41920,46.60350,15.42360,5.83520,6.47650,6.59110,4.95530,6.47650,0.79600,0.0886,0.0582
2012-03-31,640.60300,465.26300,175.34000,49.33400,-3.69800,73.11600,102.22410,0.43400,102.65800,39.99400,62.66400,62.66400,62.66400,122.30810,102.22410,1570.50000,1592.30000,0.04000,0.03940,4.42790,0.00010,27.37110,15.95750,15.95750,16.02520,9.78200,0.41940,46.44730,14.56640,6.17860,5.35680,5.45920,4.10220,5.35680,0.73850,0.01840,-0.00780
2011-12-31,596.74900,441.06000,155.68900,37.98800,-4.63500,61.82110,93.86790,0.41400,94.28200,36.80900,57.47300,57.47300,57.47300,113.06590,93.86800,1560.85000,1588.75000,0.03680,0.03620,3.18310,0.00010,26.08950,15.72990,15.72990,15.79930,9.63100,0.41870,49.48500,71.13470,1.26520,5.50390,5.62200,4.03230,5.50390,0.66830,0.076,0.0392
2011-09-30,591.85400,434.12300,157.73100,37.25400,-3.72600,59.72100,98.01000,0.44800,98.45800,38.02500,60.43300,60.43300,60.43300,116.75100,98.01000,1566.55000,1591.60000,0.03860,0.03800,3.79720,0.00010,26.65030,16.55980,16.55980,16.63550,10.21080,0.44060,49.51220,102.66330,0.87670,6.04670,6.18240,4.49860,6.04670,0.63840,0.0728,0.0507
2011-06-30,571.56100,424.24200,147.31900,41.96800,-2.98300,63.45600,83.86300,-2.00600,81.85700,31.20000,50.65700,50.65700,50.65700,102.36800,83.86300,1558.35000,1588.05000,0.03260,0.03180,3.76190,0.00010,25.77490,14.67260,14.67260,14.32170,8.86290,0.45230,50.22400,46.42310,1.93870,5.39440,5.52350,4.00900,5.39440,0.60010,0.0669,0.0473
2011-03-31,509.38400,380.89600,128.48800,32.21600,-2.95700,53.66700,74.82100,0.28700,75.10800,28.72600,46.38200,46.38200,46.38200,93.31500,74.82100,1554.10000,1585.85000,0.02980,0.02920,3.79650,0.00010,25.22420,14.68850,14.68850,14.74490,9.10550,0.43990,43.59080,32.93150,2.73290,5.37610,5.51640,4.00520,5.37610,0.55450,0.04310,0.02640
2010-12-31,482.52100,357.37890,125.14200,28.73300,-4.60200,51.15000,73.99200,0.31100,74.30300,27.85800,46.44500,46.44500,46.44500,91.80700,73.99210,1561.70000,1586.75000,0.03000,0.02940,3.30120,0.00010,25.93510,15.33450,15.33450,15.39890,9.62550,0.43020,50.34920,16.53260,5.44380,5.72780,5.88710,4.14090,5.72780,0.52190,0.0582,0.0318
2010-09-30,476.87400,344.99500,131.87900,33.52200,-3.45400,54.29500,77.58400,0.38100,77.96500,29.73700,48.22800,48.22800,48.22800,94.90300,77.58400,1551.55000,1581.45000,0.03100,0.03040,3.33940,0.00020,27.65490,16.26930,16.26930,16.34920,10.11340,0.46190,48.08290,32.80420,2.74360,6.33720,6.52530,4.67160,6.33720,0.49200,0.043,0.0242
2010-06-30,466.84100,341.45200,125.38900,30.14100,-3.23600,50.43000,74.95900,0.34200,75.30100,28.84000,46.46100,46.46100,46.46100,92.01200,74.95900,1568.65000,1590.10000,0.02960,0.02920,3.37410,0.00010,26.85900,16.05670,16.05670,16.12990,9.95220,0.46260,53.70430,123.27460,0.73010,6.19470,6.38130,4.60410,6.19470,0.48070,0.0435,0.0297
2010-03-31,409.68600,302.69100,106.99500,26.19400,-2.77100,45.69900,61.29600,0.19600,61.49200,23.64500,37.84700,37.84700,37.84700,78.03000,61.29600,1574.15000,1590.70000,0.02400,0.02380,3.26160,0.00010,26.11630,14.96170,14.96170,15.00950,9.23810,0.41270,47.93970,116.58680,0.77200,5.15360,5.31230,3.81230,5.15360,0.46690,0.03760,0.02520
2009-12-31,387.54390,292.53190,95.01210,25.07800,-3.60900,44.62720,50.38490,0.23000,50.61500,19.01900,31.59600,31.59600,31.59600,66.32490,50.38500,1588.30000,1605.10000,0.02000,0.01980,2.91180,0.00010,24.51650,13.00110,13.00110,13.06050,8.15290,0.40310,52.10760,81.36550,1.10610,4.49150,4.63610,3.28610,4.49150,0.44690,0.0503,0.0275
2009-09-30,387.58100,288.68700,98.89400,24.55500,-4.07900,44.08500,54.80900,0.05800,54.86700,20.40300,34.46400,34.46400,34.46400,70.26000,54.80900,1581.25000,1597.45000,0.02180,0.02160,3.08880,0.00010,25.51570,14.14130,14.14130,14.15630,8.89210,0.42140,49.28080,47.79640,1.88300,5.05570,5.22390,3.74680,5.05570,0.43100,0.0409,0.0229
2009-06-30,388.83600,287.60800,101.22800,25.79700,-2.91200,43.90600,57.32200,0.10700,57.42900,22.03600,35.39300,35.39300,35.39300,72.51900,57.32200,1592.80000,1609.75000,0.02220,0.02200,2.95640,0.00010,26.03360,14.74200,14.74200,14.76950,9.10230,0.44520,50.32510,43.03190,2.09150,5.45300,5.64370,4.05260,5.45300,0.41010,0.0323,0.0168
2009-03-31,354.45600,271.07100,83.38500,23.71900,-3.75700,42.19600,41.18900,0.12500,41.31400,15.92200,25.39200,25.39200,25.39200,55.90900,41.18900,1600.15000,1618.10000,0.01580,0.01560,2.60050,0.00010,23.52480,11.62030,11.62030,11.65560,7.16370,0.41480,47.01200,105.02400,0.85690,4.01430,4.15850,2.97120,4.01430,0.39750,0.03890,0.02220
