Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,1.36200,1.36200,16.97800,8.82500,,-24.44100,0.00500,-24.43600,,-24.43600,-24.43600,-24.43600,-23.92900,-24.44100,2.63980,2.63980,-9.25000,-9.25000,4.45430,100.00000,-1794.49400,-1794.49400,-1794.12600,-1794.12600,0.01640,1.34590,66.87230,-39.63220,-39.63220,-29.38080,-39.63220,31.19030,-9.94870,-9.96270
2021-12-31,3.64400,3.64400,16.78200,7.30400,,-20.44200,0.01900,-20.42300,0.02300,-20.44600,-20.44600,-20.44600,-19.54800,-20.44200,2.62980,2.62980,-7.77000,-7.77000,4.90920,100.00000,-560.97690,-560.97700,-560.45570,-561.08670,0.03310,4.47120,20.12900,-24.35760,-24.35760,-18.59980,-24.35760,42.51900,-7.3357,-7.3358
2021-09-30,1.39900,1.39900,14.85300,6.83900,,-20.29300,0.01200,-20.28100,0.02600,-20.30700,-20.30700,-20.30700,-19.73200,-20.29300,2.63160,2.63160,-7.75000,-7.75000,5.75260,100.00000,-1450.53600,-1450.53600,-1449.67800,-1451.53700,0.01080,,,-19.89300,-19.89300,-15.73440,-19.89300,51.75890,-6.4442,-6.4791
2021-06-30,13.69600,13.69600,13.57900,6.82200,,-6.70500,-0.03300,-6.73800,0.09200,-6.83000,-6.83000,-6.83000,-6.14700,-6.70500,2.62530,2.62530,-2.50000,-2.50000,6.52150,100.00000,-48.95590,-48.95590,-49.19690,-49.86860,0.09320,,,-5.73830,-5.73830,-4.64680,-5.73830,60.69430,0.7963,0.7849
2021-03-31,,,11.85500,6.35400,,-18.20900,-0.00900,-18.21800,,-18.21800,-18.21800,-18.21800,-17.67300,-18.20900,2.62420,2.62420,-7.00000,-7.00000,4.67750,,,,,,,,,-14.72100,-14.72100,-11.13470,-14.72100,63.11470,-7.44240,-7.61390
2020-12-31,,,15.75600,7.02000,,-22.77600,0.06200,-22.71400,,-22.71400,-22.71400,-22.71400,-22.28700,-22.77600,2.13490,2.13490,-6.50000,-6.50000,9.10960,,,,,,,,,-16.24380,-16.24380,-14.05410,-16.24380,72.89140,-11.9386,-12.6259
2020-09-30,,,12.45100,5.67200,,-18.12300,0.09000,-18.03300,,-18.03300,-18.03300,-18.03300,-17.86100,-18.12300,2.48960,2.48960,-7.25000,-7.25000,10.06340,,,,,,,,,-13.23290,-13.23290,-11.58700,-13.23290,76.22950,-4.1439,-4.1798
2020-06-30,,,16.86900,4.69100,,-21.56000,0.14200,-21.41800,,-21.41800,-21.41800,-21.41800,-21.34800,-21.56000,2.11770,2.11770,-10.00000,-10.00000,10.18670,,,,,,,,,-14.06690,-14.06690,-12.38670,-14.06690,85.34830,-3.025,-3.2574
2020-03-31,,,14.56200,4.46000,,-19.02200,0.29400,-18.72800,,-18.72800,-18.72800,-18.72800,-18.91600,-19.02200,1.32390,1.32390,-14.25000,-14.25000,3.16640,,,,,,,,,-43.75190,-43.75190,-28.90970,-43.75190,36.71480,-16.38630,-17.43550
2019-12-31,,,17.56600,4.34300,,-21.90900,0.41400,-21.49500,,-21.49500,-21.49500,-21.49500,-21.87200,-21.90900,1.27800,1.27800,-16.25000,-16.25000,4.05820,,,,,,,,,-35.77670,-35.77670,-25.84060,-35.77670,51.64440,-13.8589,-14.7846
2019-09-30,,,17.83900,4.30700,,-22.14600,0.57300,-21.57300,,-21.57300,-21.57300,-21.57300,-22.24700,-22.14600,1.31580,1.31580,-16.50000,-16.50000,6.01650,,,,,,,,,-27.03550,-27.03550,-21.55230,-27.03550,68.97140,-13.0381,-13.1466
2019-06-30,,,14.80600,3.81600,,-18.62200,0.60300,-18.01900,,-18.01900,-18.01900,-18.01900,-18.78300,-18.62200,1.31360,1.31360,-13.75000,-13.75000,8.44420,,,,,,,,,-18.08860,-18.08860,-15.33610,-18.08860,86.32660,-10.8841,-10.9156
2019-03-31,,,14.38900,3.26800,,-17.65700,0.49000,-17.16700,,-17.16700,-17.16700,-17.16700,-17.83200,-17.65700,1.16050,1.16050,-14.75000,-14.75000,10.74180,,,,,,,,,-14.76240,-14.76240,-13.35760,-14.76240,100.81580,-13.62110,-13.72280
2018-12-31,,,11.79800,3.50700,,-15.30500,0.40700,-14.89800,,-14.89800,-14.89800,-14.89800,-15.51500,-15.30500,0.83290,0.83290,-16.00000,-16.00000,7.48810,,,,,,,,,-22.09470,-22.09470,-19.16410,-22.09470,69.82990,-10.2329,-10.4904
2018-09-30,,,8.92900,3.31400,,-12.24300,0.32600,-11.91700,,-11.91700,-11.91700,-11.91700,-12.37100,-12.24300,0.87950,0.87950,-13.50000,-13.50000,9.36550,,,,,,,,,-18.71360,-18.71360,-16.71930,-18.71360,72.04310,-8.4033,-8.5092
2018-06-30,2.37800,2.37800,9.12200,2.92600,,-9.67000,0.25600,-9.41400,,-9.41400,-9.41400,-9.41400,-9.68800,-9.67000,0.82390,0.82390,-11.50000,-11.50000,12.77540,100.00000,-406.64430,-406.64430,-395.87890,-395.87890,0.02980,0.55550,162.02270,-12.81740,-12.81740,-11.80990,-12.81740,83.81300,-8.8477,-8.8664
2018-03-31,1.51000,1.51000,6.87000,2.88500,,-8.24500,0.12600,-8.11900,,-8.11900,-8.11900,-8.11900,-8.18900,-8.24500,0.66690,0.66690,-12.25000,-12.25000,8.47230,100.00000,-546.02650,-546.02650,-537.68210,-537.68210,0.03030,0.44770,201.03970,-18.48590,-18.48590,-16.30780,-18.48590,65.31830,-11.16690,-11.29140
2017-12-31,1.48300,1.48300,5.79200,2.31800,,-6.62700,0.14400,-6.48300,,-6.48300,-6.48300,-6.48300,-6.56800,-6.62700,0.60510,0.60510,-9.50000,-9.50000,9.76920,100.00000,-446.86470,-446.86470,-437.15450,-437.15450,0.02640,0.48180,186.79710,-12.87920,-12.87920,-11.56090,-12.87920,75.48960,-12.1245,-12.4953
2017-09-30,1.26100,1.26100,6.23900,3.02000,,-7.99800,0.12400,-7.87400,,-7.87400,-7.87400,-7.87400,-7.92700,-7.99800,0.65640,0.65640,-12.00000,-12.00000,12.20400,100.00000,-634.25850,-634.25850,-624.42500,-624.42500,0.02080,0.51430,175.00400,-14.18530,-14.18530,-13.01440,-14.18530,84.24600,-8.4062,-8.4968
2017-06-30,1.47900,1.47900,5.83500,2.36400,,-6.72000,0.08800,-6.63200,,-6.63200,-6.63200,-6.63200,-6.62700,-6.72000,0.56460,0.56460,-11.75000,-11.75000,14.98480,100.00000,-454.36110,-454.36110,-448.41110,-448.41110,0.02200,1.21930,73.81340,-10.59360,-10.59360,-9.87730,-10.59360,95.13130,-9.9865,-10.0411
2017-03-31,0.98200,0.98200,4.94900,2.36400,,-6.33100,0.08400,-6.24700,,-6.24700,-6.24700,-6.24700,-6.23000,-6.33100,0.53460,0.53460,-11.75000,-11.75000,15.24010,100.00000,-644.70470,-644.70470,-636.15070,-636.15080,0.01600,1.00100,89.90840,-10.92460,-10.92460,-10.19640,-10.92460,106.27020,-10.16020,-10.66710
2016-12-31,1.24700,1.24700,4.74200,2.04800,,-5.54300,0.06000,-5.48300,,-5.48300,-5.48300,-5.48300,-5.45700,-5.54300,0.39170,0.39170,145.25000,145.25000,16.75260,100.00000,-444.50700,-444.50700,-439.69550,-439.69550,0.01860,1.02630,87.69050,-8.70790,-8.70790,-8.17590,-8.70790,117.20420,-20.9277,-21.2982
2016-09-30,1.14900,1.14900,5.38500,2.06500,,-6.30100,0.06300,-6.23800,,-6.23800,-6.23800,-6.23800,-6.23000,-6.30100,0.53300,0.53300,-11.75000,-11.75000,18.68100,100.00000,-548.38990,-548.38990,-542.90690,-542.90690,0.01590,0.73140,123.05480,-9.14690,-9.14690,-8.65660,-9.14690,126.94300,-8.8742,-8.8518
2016-06-30,1.37300,1.37300,4.42000,2.44800,,-5.49500,0.06500,-5.43000,,-5.43000,-5.43000,-5.43000,-5.45000,-5.49500,0.47100,0.47100,-11.50000,-11.50000,22.88190,100.00000,-400.21850,-400.21850,-395.48430,-395.48430,0.01780,0.84490,106.51860,-7.34540,-7.34540,-7.02450,-7.34540,137.79690,137.3114,137.1962
2016-03-31,0.85900,0.85900,3.59600,1.83000,,-4.56700,0.02000,-4.54700,,-4.54700,-4.54700,-4.54700,-4.53600,-4.56700,0.02560,0.02560,-177.50000,-177.50000,9.21570,100.00000,-531.66470,-531.66470,-529.33640,-529.33640,0.02420,0.53090,169.52270,17.08760,-14.34340,-12.79300,-14.34340,1046.46400,-155.61130,-155.68930
2015-12-31,1.59000,1.59000,3.98000,1.62000,,-4.01000,0.01000,-4.00000,0.00000,-4.00000,-4.00000,-4.00000,-3.99400,-4.01000,0.02400,0.02400,-162.25000,-162.25000,15.17480,100.00000,-252.20120,-252.20120,-251.57230,-251.57230,0.04110,0.93690,96.05660,18.01230,-11.07910,-10.34820,-11.07910,1191.80900,-43.6986,-45.1824
2015-09-30,1.07300,1.07300,3.12900,1.36100,,-3.41700,0.00400,-3.41300,,-3.41300,-3.41300,-3.41300,-3.39600,-3.41700,0.02450,0.02450,-139.25000,-139.25000,,100.00000,-318.45290,-318.45290,-318.08010,-318.08020,,,,,,,,,-143.4774,-148.8789
2015-06-30,3.42700,3.42700,2.73600,2.12300,,-1.43200,0.00500,-1.42700,,-1.42700,-1.42700,-1.42700,-1.42000,-1.43200,0.02340,0.02340,-61.00000,-61.00000,,100.00000,-41.78580,-41.78580,-41.63990,-41.63990,,,,,,,,,-162.1849,-163.1997
2015-03-31,,,1.62200,0.84700,,-2.46900,0.00100,-2.46800,,-2.46800,-2.46800,-2.69600,-2.45800,-2.46900,0.02290,0.02290,-117.75000,-117.75000,,,,,,,,,,,,,,,-108.30080,-108.73700
2014-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
