Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-07-31,27.38300,12.76100,14.62200,3.32800,10.40000,,13.82500,0.79700,0.52500,1.32200,0.17000,1.15200,1.15200,,1.15200,3.04200,0.79700,31.27000,31.95100,0.04000,0.04000,2.59840,53.39810,2.91060,2.91060,4.82780,4.20700,0.16810,1.33570,67.38090,1.00870,1.33670,0.70700,1.00870,3.64110,0.15060,0.10690
2019-04-30,26.27100,11.98900,14.28200,3.26000,9.91200,,13.26900,1.01300,1.27500,2.28800,0.41400,1.87400,1.87400,,1.87400,3.06100,1.01300,30.95000,31.37800,0.06000,0.07000,2.61020,54.36410,3.85600,3.85600,8.70920,7.13330,0.16290,1.29450,69.52380,1.63520,2.17940,1.16170,1.63520,3.67180,0.3262,0.2624
2019-01-31,27.00300,12.96400,14.03900,2.81100,9.00100,,11.90900,2.13000,0.52700,2.65700,0.35600,2.30100,2.30100,,2.30100,4.09000,2.13000,31.01000,31.18300,0.07000,0.07000,2.66030,51.99050,7.88800,7.88800,9.83960,8.52130,0.16790,1.15940,77.62470,2.01210,2.70260,1.43080,2.01210,3.68090,0.2838,0.2126
2018-10-31,28.03300,13.36600,14.66700,3.33200,9.71200,,13.14100,1.52600,-0.19000,1.33600,0.09300,1.24300,1.24300,,1.24300,3.43900,1.52600,30.92600,31.47700,0.04000,0.04000,2.80370,52.32050,5.44360,5.44360,4.76580,4.43410,0.17900,1.36540,65.91480,1.08950,1.47500,0.79380,1.08950,3.68570,0.0135,-0.0304
2018-07-31,27.39900,13.64700,13.75200,3.67500,9.37300,,13.14500,0.60700,0.75300,1.36000,-0.02500,1.38500,1.38500,,1.38500,2.40500,0.60700,30.72500,31.34300,0.05000,0.04000,2.82600,50.19160,2.21540,2.21540,4.96370,5.05490,0.17300,1.61230,55.82170,1.20030,1.62990,0.87430,1.20030,3.73340,0.13910,0.08820
2018-04-30,29.36300,12.93800,16.42500,3.62800,10.26600,,13.96300,2.46200,-0.66500,1.79800,0.53000,1.26800,1.26800,,1.26800,4.18700,2.46200,30.08000,30.47200,0.05000,0.05000,2.33130,55.94110,8.38470,8.38470,6.12340,4.31840,0.18020,1.33360,67.48700,1.12630,1.55440,0.77810,1.12630,3.67800,0.0473,-0.0248
2018-01-31,30.11700,13.07100,17.04600,3.09900,9.64800,,12.84200,4.20400,1.57400,5.77800,0.19800,5.58000,5.58000,,5.58000,5.80400,4.20400,30.24400,30.70100,0.18000,0.18000,2.27030,56.59930,13.95890,13.95890,19.18520,18.52770,0.18370,1.29980,69.24000,4.96280,6.90620,3.40400,4.96280,3.69790,0.1571,0.1183
2017-10-31,26.33700,12.33000,14.00700,2.64300,8.05300,,10.76400,3.24300,0.67600,3.91800,1.43800,2.48000,2.48000,,2.48000,4.56300,3.24300,29.90600,30.22900,0.08000,0.08000,2.71140,53.17990,12.31350,12.31350,14.87640,9.41640,0.17720,1.58390,56.82200,2.31250,2.91760,1.66850,2.31250,3.56050,-0.1167,-0.1629
2017-07-31,26.88600,11.66100,15.22500,2.50700,8.74800,,11.60300,3.62200,0.59900,4.22100,1.49600,2.72500,2.72500,,2.72500,5.00700,3.62200,29.67100,29.98900,0.09000,0.09000,2.67900,56.62800,13.47170,13.47170,15.69960,10.13540,0.18440,1.64270,54.78800,2.60980,3.32880,1.86850,2.60980,3.51230,0.13390,0.08650
2017-04-30,26.26600,11.92700,14.33900,2.54600,8.49700,,11.38200,2.95700,12.33100,15.28800,5.01000,10.27800,10.27800,,10.27800,4.55200,2.95700,29.23200,29.56700,0.35000,0.34000,2.56280,54.59150,11.25790,11.25790,58.20450,39.13040,0.17650,1.32180,68.08770,9.90650,12.72000,6.90850,9.90650,3.50200,0.0189,0.3293
2017-01-31,26.44100,12.39200,14.04900,3.07400,8.13500,,11.59400,2.45500,1.02500,3.48000,1.23700,2.24300,2.24300,,2.24300,4.45700,2.45500,29.33300,29.63000,0.08000,0.08000,2.42960,53.13340,9.28480,9.28480,13.16140,8.48300,0.19300,1.52000,59.20920,2.35920,3.13130,1.63750,2.35920,3.22680,0.324,0.3726
2016-10-31,26.14600,13.12800,13.01800,3.16900,8.89200,,12.31000,0.70800,-0.16700,0.54100,0.12900,0.41200,0.41200,,0.41200,2.34400,0.70800,29.13500,29.54800,0.01000,0.01000,2.53480,49.78960,2.70790,2.70790,2.06920,1.57580,0.20090,1.70170,52.88960,0.44030,0.59210,0.31650,0.44030,3.20580,0.1542,0.1153
2016-07-31,27.43300,13.63700,13.79600,3.10000,8.98200,,12.15000,1.64600,0.66000,2.30600,0.61800,1.68800,1.68800,,1.68800,3.05300,1.64600,28.93800,29.25400,0.06000,0.06000,2.58460,50.28980,6.00010,6.00010,8.40590,6.15320,0.20570,1.52240,59.11860,1.77220,2.25480,1.26570,1.77220,3.27370,0.17190,0.14530
2016-04-30,28.86600,13.02700,15.83900,3.07100,8.83900,,11.97800,3.86100,0.93100,4.79200,1.38600,3.40600,3.40600,,3.40600,5.26200,3.86100,28.72700,29.00500,0.12000,0.12000,2.39460,54.87080,13.37560,13.37560,16.60080,11.79940,0.21110,1.40480,64.06570,3.58930,4.58490,2.49120,3.58930,3.28680,0.3398,0.3139
2016-01-31,27.09500,13.48800,13.60700,3.01200,8.00900,,11.08900,2.51800,-0.19400,2.32400,0.21300,2.11100,2.11100,,2.11100,3.91700,2.51800,28.77800,29.10700,0.07000,0.07000,2.33680,50.21960,9.29320,9.29320,8.57720,7.79110,0.20120,1.30700,68.85770,2.24190,2.87880,1.56740,2.24190,3.26330,0.1401,0.1086
2015-10-31,29.07000,14.17300,14.89700,2.41600,9.08500,,11.56900,3.32800,0.13300,3.46100,1.30800,2.15300,2.15300,,2.15300,4.73500,3.32800,28.66000,28.94100,0.08000,0.07000,2.40830,51.24530,11.44820,11.44820,11.90570,7.40630,0.22400,1.58900,56.64090,2.30540,2.97630,1.65890,2.30540,3.25510,-0.0316,-0.0782
2015-07-31,28.85800,13.54100,15.31700,2.74900,8.68000,,11.49700,3.82000,0.30300,4.12300,1.55100,2.57200,2.57200,,2.57200,5.23100,3.82000,28.61400,28.88200,0.09000,0.09000,2.31080,53.07710,13.23720,13.23720,14.28720,8.91260,0.21780,1.66770,53.96630,2.75660,3.57080,1.94150,2.75660,3.25900,0.18230,0.15180
2015-04-30,27.60000,13.47600,14.12400,2.47900,8.30300,,10.69900,3.42500,0.34500,3.77000,1.19200,2.57800,2.57800,,2.57800,4.94700,3.42500,28.28300,28.61400,0.10000,0.09000,2.18060,51.17390,12.40940,12.40940,13.65940,9.34060,0.20560,1.40790,63.92280,2.77430,3.60920,1.92010,2.77430,3.25090,0.1852,0.1478
2015-01-31,25.83900,12.99000,12.84900,2.60300,7.69300,-0.07100,10.47400,2.37500,-0.08000,2.29500,-0.54600,2.84100,2.84100,,2.84100,3.84700,2.37500,28.23900,28.55400,0.10000,0.10000,2.22970,49.72720,9.19150,9.19150,8.88190,10.99500,0.20130,1.47950,60.83250,3.13530,4.12540,2.21310,3.13530,3.20780,0.1743,0.1175
2014-10-31,24.57700,12.48100,12.09600,2.81000,7.73500,-0.06500,10.71700,1.37900,0.48900,1.86800,0.69300,1.17500,1.17500,,1.17500,2.83600,1.37900,28.27000,28.58600,0.04000,0.04000,2.37980,49.21680,5.61090,5.61090,7.60060,4.78090,0.19400,1.49150,60.34180,1.30110,1.72030,0.92770,1.30110,3.19700,-0.0485,-0.078
2014-07-31,24.85700,11.51200,13.34500,3.19600,7.85900,-0.04200,11.18200,2.16300,0.30600,2.46900,0.93500,1.53400,1.53400,,1.53400,3.54500,2.16300,28.23300,28.60600,0.05000,0.05000,2.47160,53.68710,8.70180,8.70180,9.93280,6.17130,0.19310,1.48490,60.61070,1.66940,2.20340,1.19150,1.66940,3.25230,0.03930,0.03110
2014-04-30,25.92500,10.68300,15.24200,2.63200,9.26500,,12.03100,3.21100,0.71300,3.92400,1.35600,2.56800,2.56800,,2.56800,3.91900,3.21100,27.63600,28.11100,0.09000,0.09000,2.70360,58.79270,12.38570,12.38570,15.13600,9.90550,0.19760,1.38960,64.76530,2.77440,3.28360,1.95700,2.77440,3.28030,0.1394,0.1179
2014-01-31,24.42700,10.46400,13.96300,2.33800,7.91400,-0.04700,10.42400,3.53900,0.19800,3.73700,1.26000,2.47700,2.47700,,2.47700,3.97400,3.53900,27.68600,28.18700,0.09000,0.09000,2.71260,57.16220,14.48810,14.48810,15.29870,10.14040,0.19530,1.34890,66.72170,2.75050,3.27810,1.98030,2.75050,3.23050,0.1663,0.1382
2013-10-31,26.93100,11.40500,15.52600,2.00400,8.08900,0.08400,10.13400,5.39200,0.41700,5.80900,2.11600,3.69300,3.69300,,3.69300,5.82400,5.39200,27.44800,27.87400,0.13000,0.13000,2.76010,57.65100,20.02150,20.02150,21.56990,13.71280,0.22530,1.56890,57.36330,4.22380,5.07500,3.08990,4.22380,3.17860,0.0131,-0.0243
2013-07-31,23.31800,11.16300,12.15500,2.10000,7.54700,,9.77200,2.38300,0.04400,2.42700,0.83400,1.59300,1.59300,,1.59300,3.41400,2.38300,27.36300,27.81500,0.06000,0.06000,3.04020,52.12710,10.21960,10.21960,10.40830,6.83160,0.20650,1.76160,51.09060,1.85940,2.19640,1.41060,1.85940,3.12560,0.33260,0.30560
2013-04-30,25.21400,11.02900,14.18500,2.26400,8.47500,,10.64900,3.53600,0.70200,4.23800,1.16000,3.07800,3.07800,,3.07800,4.57200,3.53600,27.17300,27.62900,0.11000,0.11000,2.77640,56.25840,14.02400,14.02400,16.80810,12.20750,0.22300,1.49020,60.39500,3.69760,4.39990,2.72220,3.69760,3.04620,0.297,0.2624
2013-01-31,23.07600,11.04400,12.03200,2.20900,7.45800,0.05100,9.74100,2.29100,0.45700,2.74800,0.60800,2.14000,2.14000,,2.14000,3.32700,2.29100,27.19300,27.61400,0.08000,0.08000,2.85570,52.14080,9.92810,9.92810,11.90850,9.27370,0.21670,1.22130,73.69350,2.69450,3.24300,2.00980,2.69450,2.91610,0.1693,0.138
2012-10-31,26.26300,11.58300,14.68000,2.30300,7.87600,-0.14000,10.44400,4.23600,0.30900,4.54500,1.77400,2.77100,2.77100,,2.77100,5.28200,4.23600,27.15100,27.62700,0.10000,0.10000,2.90160,55.89610,16.12920,16.12920,17.30570,10.55100,0.23170,1.42920,62.97220,3.26560,3.88750,2.44490,3.26560,3.12270,0.0837,0.0117
2012-07-31,25.91400,11.90400,14.01000,2.10600,7.93100,-0.12700,10.28900,3.72100,0.27300,3.99400,1.57200,2.42200,2.42200,,2.42200,4.77100,3.72100,27.07200,27.56700,0.09000,0.09000,2.73750,54.06350,14.35900,14.35900,15.41250,9.34630,0.22570,1.36910,65.73740,2.88520,3.44880,2.10950,2.88520,3.09410,0.14230,0.12990
2012-04-30,27.93200,12.46400,15.46800,2.24700,8.74200,,10.90300,4.56500,0.52800,5.09300,1.61100,3.48200,3.48200,,3.48200,5.63100,4.56500,26.45500,27.09800,0.13000,0.12000,2.55220,55.37740,16.34330,16.34330,18.23360,12.46600,0.23970,1.40990,63.83650,4.19370,5.03430,2.98750,4.19370,3.07100,0.2469,0.2135
2012-01-31,25.39700,11.89500,13.50200,2.08000,7.89800,-0.09600,10.20900,3.29300,0.48500,3.77800,1.18600,2.59200,2.59200,,2.59200,4.38100,3.29300,26.53100,27.27100,0.10000,0.10000,2.58880,53.16380,12.96610,12.96610,14.87580,10.20590,0.23060,1.34330,67.00120,3.24650,3.93760,2.35310,3.24650,2.98270,0.2784,0.2527
2011-10-31,25.59800,10.96400,14.63400,1.94900,7.80500,-0.02900,9.91800,4.71600,0.10300,4.81900,1.83800,2.98100,2.98100,,2.98100,5.83300,4.71600,26.26300,26.82500,0.11000,0.11000,2.49500,57.16850,18.42330,18.42330,18.82570,11.64540,0.24390,1.25380,71.78410,3.89200,4.77530,2.84030,3.89200,2.91070,0.1568,0.1287
2011-07-31,23.70900,10.51700,13.19200,1.95000,7.42200,-0.09100,9.59800,3.59400,-0.01300,3.58100,1.29300,2.28800,2.28800,,2.28800,4.73700,3.59400,26.13000,26.78800,0.09000,0.09000,2.44230,55.64130,15.15880,15.15880,15.10400,9.65030,0.23060,1.18570,75.90540,3.04620,3.76380,2.22530,3.04620,2.86460,-0.08130,-0.10860
2011-04-30,25.17400,11.31100,13.86300,1.78100,8.37400,0.04200,10.24700,3.61600,0.59700,4.21300,1.46000,2.75300,2.75300,,2.75300,4.80400,3.61600,25.75100,26.18300,0.11000,0.10000,2.24900,55.06870,14.36400,14.36400,16.73550,10.93590,0.24010,1.35640,66.35420,3.71750,4.62110,2.62610,3.71750,2.84280,0.062,0.0364
2011-01-31,20.36800,10.02200,10.34600,1.92100,6.50200,-0.00200,8.56000,1.78600,0.46600,2.25200,0.48800,1.76400,1.76400,,1.76400,2.93200,1.78600,25.80700,26.30900,0.07000,0.07000,2.49250,50.79540,8.76860,8.76860,11.05660,8.66060,0.21040,1.51580,59.37400,2.43760,3.05590,1.82180,2.43760,2.80000,0.1709,0.1477
2010-10-31,20.95300,9.95200,11.00100,1.90900,6.88500,-0.23100,9.22600,1.77500,0.63700,2.41200,0.93800,1.47400,1.47400,,1.47400,3.00600,1.77500,25.70600,25.98600,0.06000,0.06000,2.34720,52.50320,8.47130,8.47130,11.51150,7.03480,0.21730,1.55770,57.77650,2.03600,2.55930,1.52870,2.03600,2.80870,-0.0548,-0.081
2010-07-31,19.09400,8.90000,10.19400,1.77700,6.15900,-0.02800,8.17800,2.01600,0.24100,2.25700,0.88400,1.37300,1.37300,,1.37300,2.65800,2.01600,25.54000,25.92600,0.05000,0.05000,2.21940,53.38850,10.55830,10.55830,11.82050,7.19070,0.19870,1.62050,55.53940,1.90360,2.40480,1.42850,1.90360,2.82720,-0.06100,-0.09550
2010-04-30,18.89300,8.55800,10.33500,1.74300,6.82400,-0.30100,9.00100,1.33400,0.66700,2.00100,0.67200,1.32900,1.32900,,1.32900,1.80900,1.33400,25.31800,25.88100,0.06000,0.05000,2.24400,54.70280,7.06080,7.06080,10.59120,7.03440,0.19440,1.69600,53.06730,1.83870,2.33150,1.36760,1.83870,2.84860,0.0716,0.0411
2010-01-31,19.83000,8.75700,11.07300,1.60700,6.60700,0.00300,8.29800,2.77500,0.24300,3.01800,1.17700,1.84100,1.84100,,1.84100,3.55000,2.77500,25.32100,25.94700,0.07000,0.07000,2.50170,55.83960,13.99400,13.99400,15.21940,9.28390,0.20490,1.35690,66.32680,2.53120,3.04690,1.90210,2.53120,2.87440,-0.1262,-0.151
2009-10-31,18.71900,8.46800,10.25100,1.70200,6.70400,-0.02200,8.51500,1.73600,0.40100,2.13700,0.78400,1.35300,1.35300,,1.35300,2.46900,1.73600,25.32400,26.00300,0.05000,0.05000,2.53240,54.76250,9.27400,9.27400,11.41620,7.22800,0.19350,1.57780,57.04150,1.84890,2.22720,1.39890,1.84890,2.88680,-0.0677,-0.0969
2009-07-31,17.83400,7.19100,10.64300,1.67000,7.75100,0.32000,9.18900,1.45400,0.61800,2.07200,0.80100,1.27100,1.27100,,1.18100,2.20000,1.45400,25.30200,25.74100,0.05000,0.05000,2.25020,59.67810,8.15300,8.15300,11.61830,6.62220,0.17480,1.34980,66.67490,1.72290,2.07600,1.24560,1.72290,2.91450,0.04980,0.01950
2009-04-30,18.93800,7.63100,11.30700,1.71400,8.03600,,9.52900,1.77800,0.46400,2.24200,0.84800,1.39400,1.39400,,1.16100,2.52900,1.77800,25.32700,25.75600,0.05000,0.05000,2.82250,59.70540,9.38850,9.38860,11.83860,6.13050,0.16860,1.43160,62.86880,1.61670,1.89480,1.24110,1.61670,3.40970,0.1886,0.1586
2009-01-31,20.04000,8.76700,11.27300,1.76500,7.03200,-0.25500,9.13900,2.13400,-0.19500,1.93900,0.95200,0.98700,0.98700,,0.77500,3.35300,2.13400,25.27900,25.59900,0.03000,0.03000,3.07420,56.25250,10.64870,10.64870,9.67560,3.86730,0.18000,1.51940,59.23200,1.22470,1.45560,0.88630,1.22470,3.19390,0.1142,0.0243
