Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-09-30,7.10200,2.07500,,-9.17700,0.96200,-8.21500,-8.21500,-8.21500,-8.21500,-9.16800,-9.17700,10.02300,10.02300,-0.82000,-0.82000,4.90610,-13.57250,-29.81090,-12.15170,-13.57250,6.01000,-0.5367,-0.4101
2019-06-30,6.02900,8.97800,,-15.00700,0.29300,-14.71400,-14.71400,-14.71400,-14.71400,-14.98300,-15.00700,9.66900,9.66900,-1.52000,-1.52000,12.64990,-21.19840,-40.37760,-20.27450,-21.19840,6.95080,4.5913,4.7208
2019-03-31,3.35500,1.30700,,-4.66200,0.34900,-4.31300,-4.31300,-4.31300,-4.31300,-4.65700,-4.66200,0.84700,0.84700,-5.09000,-5.09000,6.97000,-47.66280,-47.66270,-41.14670,-47.66270,8.54280,-6.27750,-6.28570
2018-12-31,-4.12900,-2.84100,,6.97000,0.34300,7.31300,7.31300,7.31300,7.31300,6.97500,6.97000,0.84700,0.84700,5.24000,5.24000,6.94320,-28.40990,63.86340,54.69300,63.86340,13.51950,-4.0679,-4.0916
2018-09-30,1.41000,0.39500,,-1.80500,0.00800,-1.79700,-1.79700,-1.79700,-1.79700,-1.80200,-1.80500,0.84700,0.84700,-2.12000,-2.12000,3.34930,-12.60880,-12.60880,-8.99040,-12.60880,13.45480,-2.4617,-2.4675
2018-06-30,2.15700,0.51300,,-2.67000,,-2.67000,-2.67000,-2.67000,-2.67000,-2.88700,-2.67000,0.84700,0.84700,-3.15000,-3.15000,3.93360,-10.09340,-10.09340,-7.67220,-10.09340,24.97390,7.3749,7.5082
2018-03-31,10.15700,4.33500,,-14.49200,0.10400,-14.38800,-14.38800,-14.38800,-14.38800,-14.26800,-14.49200,1.05920,1.05920,-13.60000,-13.60000,4.63840,-38.57890,-38.57890,-30.60760,-38.57890,35.20970,-12.34300,-12.48460
2017-12-31,10.19000,4.59000,,-14.78000,0.19200,-14.58800,-14.58800,-14.58800,-14.58800,-14.56200,-14.78000,0.99650,0.99650,-13.20000,-13.20000,5.65320,-29.15040,-29.15040,-24.15870,-29.15040,47.24590,-11.6565,-11.7996
2017-09-30,9.68900,2.95000,,-12.63900,0.15800,-12.48100,-12.48100,-12.48100,-12.48100,-12.42300,-12.63900,1.05520,1.05520,-12.00000,-12.00000,8.25360,-20.10530,-20.10540,-17.73930,-20.10540,58.83190,-8.9246,-9.0847
2017-06-30,9.83400,2.71500,,-12.54900,0.14200,-12.40700,-12.40700,-12.40700,-12.40700,-12.32000,-12.54900,1.05520,1.05520,-11.60000,-11.60000,10.70530,-16.91780,-16.91780,-15.37900,-16.91780,69.50220,-6.5907,-6.6359
2017-03-31,9.62800,3.05900,,-12.68700,0.08500,-12.60200,-12.60200,-12.60200,-12.60200,-12.35200,-12.68700,0.81610,0.81610,-15.60000,-15.60000,13.69020,-14.92630,-14.92630,-13.85640,-14.92630,80.01330,-13.36810,-13.70010
2016-12-31,8.86200,2.96300,,-11.82500,0.09100,-11.73400,-11.73400,-11.73400,-11.73400,-11.42100,-11.82500,0.78470,0.78470,-15.20000,-15.20000,11.21590,-20.07670,-20.07670,-18.32690,-20.07670,72.73250,-11.8764,-12.0326
2016-09-30,7.46900,2.77000,,-10.23900,0.06100,-10.17800,-10.17800,-10.17800,-10.17800,-9.81900,-10.23900,0.79120,0.79120,-12.80000,-12.80000,15.00300,-15.02070,-15.02070,-14.04390,-15.02070,84.83520,-9.6684,-10.0096
2016-06-30,6.85800,2.68800,,-9.54600,0.07800,-9.46800,-9.46800,-9.46800,-9.46800,-9.05600,-9.54600,0.78120,0.78120,-12.00000,-12.00000,16.86470,-12.76920,-12.76920,-12.04090,-12.76920,94.03850,-11.0145,-11.0621
2016-03-31,6.85700,2.79900,,-9.65600,0.06700,-9.58900,-9.58900,-9.58900,-9.58900,-9.16200,-9.65600,0.76410,0.76410,-12.40000,-12.40000,16.45330,-12.28600,-12.28600,-11.56420,-12.28600,100.77210,-13.03010,-13.19110
2015-12-31,6.82900,3.06100,,-9.89000,0.03100,-9.85900,-9.85900,-9.85900,-9.85900,-9.50900,-9.89000,0.62880,0.62880,-12.40000,-12.40000,12.78560,-11.97570,-11.97570,-11.06750,-11.97570,108.06290,-11.7392,-11.6445
2015-09-30,9.64600,2.68900,,-12.33500,0.03500,-12.30000,-12.30000,-12.30000,-12.30000,-12.01000,-12.33500,0.60060,0.60060,-20.40000,-20.40000,7.71140,-20.96190,-20.96190,-18.37380,-20.96190,97.20530,-19.9848,-20.5003
2015-06-30,11.54500,3.53300,,-15.07800,-0.02800,-15.10600,-15.10600,-15.10600,-15.10600,-14.75000,-15.07800,0.59990,0.59990,-25.20000,-25.20000,7.56200,-21.66170,-21.66170,-18.91280,-21.66170,116.15890,-25.1776,-27.3535
2015-03-31,11.75300,3.06400,,-14.81700,0.05900,-14.75800,-14.75800,-14.75800,-14.75800,-14.52300,-14.81700,0.59930,0.59930,-24.80000,-24.80000,8.27860,-17.61560,-17.61560,-15.54720,-17.61560,139.57180,-22.53540,-23.66000
2014-12-31,10.89100,3.12700,,-14.01800,0.06400,-13.95400,-13.95400,-13.95400,-13.95400,-13.78400,-14.01800,0.40140,0.40140,898.00000,898.00000,10.19810,-14.30260,-14.30260,-12.91060,-14.30260,162.72030,-45.7755,-46.7768
2014-09-30,10.24400,2.56600,,-12.81000,0.01200,-12.79800,-12.79800,-12.79800,-12.79800,-12.50000,-12.81000,0.54400,0.54400,-23.60000,-23.60000,9.71790,-16.61000,-16.61000,-14.91070,-16.61000,141.43450,-12.916,-13.0885
2014-06-30,9.12500,2.51300,,-11.63800,1.47100,-10.16700,-10.16700,-10.16700,-16.25100,-11.39200,-11.63800,0.44720,0.44720,-36.40000,-36.40000,12.36460,-11.40300,-11.40270,-10.47970,-11.40270,163.66940,620.8669,675.887
2014-03-31,9.21900,2.65700,,-11.87600,1.12800,-10.74800,-10.74800,-10.74800,-13.81800,-11.57900,-11.87600,0.01410,0.01410,-979.60000,-979.60000,6.05400,18.52590,-23.01700,-19.32820,-23.01700,3082.24400,-663.89460,-721.25150
2013-12-31,7.66000,2.60000,,-10.26000,0.03000,-10.25000,-10.25000,-10.23900,-10.23900,-10.03800,-10.26000,0.01400,0.01400,-891.20000,-891.20000,5.88970,22.92810,-26.37690,-21.97920,-26.37690,2562.24400,-709.035,-729.767
2013-09-30,6.16300,3.00200,,-9.16500,2.18800,-6.97700,-6.97700,-6.97700,-9.03400,-8.93400,-9.16500,0.01390,0.01390,-652.40000,-652.40000,,,,,,,-515.5451,-556.5083
2013-06-30,4.53800,2.52500,,-7.06300,0.91900,-6.14400,-6.14400,-6.14400,-7.26700,-6.88900,-7.06300,0.01270,0.01270,-573.20000,-573.20000,,,,,,,-431.1235,-464.8676
2013-03-31,3.43200,1.49400,,-4.92600,-4.43200,-9.35800,-9.35800,-9.35800,-10.33100,-4.76300,-4.92600,0.01170,0.01170,-884.40000,-884.40000,,,,,,,-390.01040,-400.28510
2012-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,0,0
