Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,,,24.60400,7.36200,-31.96600,0.09400,-30.79400,-30.79400,-30.79400,-30.79400,-31.54500,-30.88800,38.43600,38.43600,-0.68000,-0.68000,21.55170,,,,,,,-9.27690,-9.27690,-8.77280,-9.27690,6.97410,-0.5901,-0.5906
2021-09-30,,,21.58000,6.22700,-27.80700,-0.04400,-27.85100,-27.85100,-27.85100,-27.85100,-27.50800,-27.80700,38.30900,38.30900,-0.73000,-0.73000,16.39660,,,,,,,-14.38660,-14.38660,-13.30300,-14.38660,5.01270,-0.635,-0.6384
2021-06-30,,,20.48700,5.60200,-26.08900,-0.00600,-26.09500,-26.09500,-26.09500,-26.09500,-25.77200,-26.08900,37.06100,37.06100,-0.70000,-0.70000,17.73260,,,,,,,-12.95420,-12.95420,-12.02930,-12.95420,5.34610,-0.4718,-0.4758
2021-03-31,,,17.58400,5.33400,-22.91800,0.01700,-22.90100,-22.90100,-22.90100,-22.90100,-22.61100,-22.91800,33.01200,33.01200,-0.69000,-0.69000,15.37450,,,,,,,-15.32040,-15.32040,-14.00250,-15.32040,4.52740,-0.60790,-0.61140
2020-12-31,,,16.83000,4.96100,-21.79100,0.15000,-21.64100,-21.64100,-21.64100,-21.64100,-21.50000,-21.79100,30.44800,30.44800,-0.62000,-0.62000,16.92170,,,,,,,-12.81150,-12.81150,-11.79700,-12.81150,5.11860,-0.6358,-0.6369
2020-09-30,,,13.69900,4.75200,-18.45100,0.13100,-18.32000,-18.32000,-18.32000,-18.32000,-18.20700,-18.45100,32.89000,32.89000,-0.56000,-0.56000,21.97690,,,,,,,-9.78520,-9.78520,-9.14550,-9.78520,5.68700,-0.5071,-0.5099
2020-06-30,,,12.60700,4.32200,-16.92900,0.43800,-16.49100,-16.49100,-16.49100,-16.49100,-16.79800,-16.92900,31.40900,31.40900,-0.53000,-0.53000,21.33840,,,,,,,-8.13270,-8.13270,-7.59530,-8.13270,6.16670,-0.3948,-0.3946
2020-03-31,0.07100,0.07100,13.86200,3.99100,-17.78200,0.42200,-17.36000,-17.36000,-17.36000,-17.36000,-17.72700,-17.78200,24.48800,24.48800,-0.71000,-0.71000,10.88920,100.00000,-25045.07000,-25045.07000,-24450.71000,-24450.71000,0.00060,-16.00930,-16.00930,-14.01310,-16.00930,4.41030,-0.49940,-0.50190
2019-12-31,0.32100,0.32100,12.14300,3.39200,-15.21400,0.66500,-14.54900,-14.54900,-14.54900,-14.54900,-15.20500,-15.21400,24.17500,24.17500,-0.61000,-0.61000,14.78890,100.00000,-4739.56500,-4739.56500,-4532.40000,-4532.40000,0.00250,-12.42030,-12.42030,-11.15920,-12.42030,4.82790,-0.5581,-0.5593
2019-09-30,0.50500,0.50500,11.82300,3.91100,-15.22900,0.79900,-14.43000,-14.43000,-14.43000,-14.43000,-15.32100,-15.22900,24.20800,24.20800,-0.60000,-0.60000,17.17890,100.00000,-3015.64400,-3015.64400,-2857.42600,-2857.42600,0.00350,-11.14090,-11.14090,-10.12570,-11.14090,5.34820,-0.5606,-0.5605
2019-06-30,,,10.28500,3.06000,-13.34500,0.91800,-12.42700,-12.42700,-12.42700,-12.42700,-13.40400,-13.34500,24.16100,24.16100,-0.51000,-0.51000,19.06560,,,,,,,-8.74520,-8.74520,-8.00970,-8.74520,5.87320,-0.5194,-0.5217
2019-03-31,0.36700,0.36700,7.25500,3.15600,-10.04400,1.02800,-9.01600,-9.01600,-9.01600,-9.01600,-10.24400,-10.04400,24.09500,24.09500,-0.37000,-0.37000,18.04430,100.00000,-2736.78500,-2736.78500,-2456.67600,-2456.67600,0.00220,-5.91620,-5.91620,-5.40650,-5.91620,6.31950,-0.28050,-0.29740
2018-12-31,0.78100,0.78100,7.65100,2.56100,-9.43100,0.93600,-8.49500,-8.49500,-8.49500,-8.49500,-9.65600,-9.43100,12.14200,12.14200,3.48000,3.48000,21.03260,100.00000,-1207.55400,-1207.55400,-1087.70800,-1087.70800,0.00460,-5.30190,-5.30190,-4.95580,-5.30190,6.65910,-0.9306,-0.979
2018-09-30,0.54800,0.54800,6.88600,1.73200,-8.07000,0.48200,-7.58800,-7.58800,-7.58800,-7.58800,-7.93100,-8.07000,20.01600,20.01600,-0.38000,-0.38000,31.01940,100.00000,-1472.62800,-1472.62800,-1384.67200,-1384.67200,0.00310,-4.52950,-4.52950,-4.29470,-4.52950,6.97000,2.6904,2.8796
2018-06-30,0.65700,0.65700,5.22200,1.11800,-5.68300,0.11500,-5.56800,-5.56800,-5.56800,-5.56800,-5.60700,-5.68300,2.30700,2.30700,-2.41000,-2.41000,12.40580,100.00000,-864.99240,-864.99240,-847.48860,-847.48860,0.00880,22.11540,-8.21260,-7.45350,-8.21260,28.92410,-1.5405,-1.738
2018-03-31,0.44200,0.44200,4.72000,1.24800,-5.52600,0.06200,-5.46400,-5.46400,-5.46400,-5.46400,-5.47800,-5.52600,1.87000,1.87000,-2.92000,-2.92000,23.83000,100.00000,-1250.22600,-1250.22600,-1236.19900,-1236.19900,0.00580,27.35280,-7.48500,-7.15850,-7.48500,33.31770,-1.82190,-1.85240
2017-12-31,0.53500,0.53500,2.57000,0.47900,-2.51400,-0.02000,-2.53700,-2.53700,-2.53700,-2.53700,-2.47400,-2.51400,1.37100,1.37100,-1.61000,-1.61000,16.90640,99.06540,-469.90650,-469.90650,-474.20560,-474.20560,0.03430,16.88860,-17.28440,-16.26490,-17.28440,9.46970,-2.0347,-2.2024
2017-09-30,0.64000,0.64000,2.52300,0.49100,-2.37400,-0.00800,-2.38200,-2.38200,-2.38200,-2.38200,-2.34600,-2.37400,1.43000,1.43000,-1.67000,-1.67000,,100.00000,-370.93750,-370.93750,-372.18750,-372.18750,,,,,,,-1.5159,-1.5262
2017-06-30,0.83200,0.83200,2.08300,0.39200,-1.64300,-0.00500,-1.64800,-1.64800,-1.64800,-1.64800,-1.61800,-1.64300,1.34800,1.34800,-1.22000,-1.22000,,100.00000,-197.47600,-197.47600,-198.07690,-198.07690,,,,,,,-1.4152,-1.4393
2017-03-31,0.04500,0.04500,2.06500,0.58900,-2.60900,0.00300,-2.60600,-2.60600,-2.60600,-2.60600,-2.58200,-2.60900,1.19800,1.19800,-2.18000,-2.18000,,100.00000,-5797.77700,-5797.77700,-5791.11100,-5791.11100,,,,,,,-1.94160,-1.95830
2016-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
