Date,revenue,gross-profit,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-06-30,6654.08000,6654.08000,3005.57600,3201.15200,-846.37200,2354.78000,648.54800,1707.35600,1707.35600,,1436.47200,7517.64700,7517.64700,0.19110,0.19110,,1.83360,35.38850,21.58780,0.00850,2.77760,3.27170,0.21770,2.77750,9.21900,-2.0795,-2.1799
2019-03-31,6892.03400,6892.03400,3062.11700,3384.68400,-1161.92300,2222.76000,634.91220,1587.84800,1587.84800,,1322.07100,7275.00000,7275.00000,0.18170,0.18170,0.53800,2.82050,32.25120,19.18260,0.00880,,3.09540,0.20230,1.20610,9.15810,0.00000,
2018-06-30,7126.97800,7126.97800,3200.93800,3569.45200,-939.76880,2632.06800,717.94520,1912.93000,1912.93000,,1561.11300,6645.00000,6645.00000,0.21470,0.21470,0.54480,2.92270,36.93110,21.90430,0.00870,3.07950,3.66920,0.23260,1.40170,9.31610,-0.5777,-0.4634
2017-09-30,7275.10800,7275.10800,3393.09100,3477.71300,-1147.09300,2328.26900,646.41500,1681.85400,1681.85400,,1343.36800,7145.57400,7145.57400,0.18800,0.18800,0.56020,2.15090,32.00320,18.46530,0.00900,2.63050,3.13420,0.20720,1.15700,9.58870,0.3363,0.2596
2017-06-30,6968.96600,6968.96600,3312.89800,3261.20400,-1096.60000,2165.70300,600.54540,1565.15700,1565.15700,,1217.58900,6918.12100,6918.12100,0.17600,0.17600,0.55950,2.21980,31.07640,17.47160,0.00900,2.60030,3.11510,0.20260,1.14540,9.02750,-1.8068,-1.7512
2016-12-31,6696.22400,6696.22400,4213.21200,2089.36500,-729.53860,1363.18000,332.62750,1030.55300,1030.55300,,717.78530,6950.00000,6950.00000,0.09090,0.09090,0.57950,2.40650,20.35750,10.71930,0.00830,1.68020,2.04040,0.12720,0.70660,9.34070,1.2531,1.2818
2016-09-30,6916.96000,6916.96000,3466.29600,3035.51200,-1120.46400,1915.05600,518.94000,1396.11600,1396.11600,,1076.94000,6730.87500,6730.87500,0.16000,0.16000,0.57740,2.39800,27.68640,15.56960,0.00860,2.23830,2.69680,0.17260,0.94590,9.62510,0.7332,0.6429
2016-06-30,7281.40200,7281.40200,3353.78200,3537.90700,-1216.57900,2319.06900,629.18720,1689.88200,1689.88200,,1268.54100,6605.88200,6605.88200,0.19200,0.19200,0.57430,2.44370,31.84920,17.42170,0.00860,2.67320,3.25030,0.20050,1.13800,9.75480,-0.5047,-0.5377
2016-03-31,6386.42500,6386.42500,3390.13400,2616.79000,-1139.60600,1476.08200,399.35840,1076.72300,1076.72300,,782.16880,7090.00000,7090.00000,0.11030,0.11030,0.57930,2.43560,23.11280,12.24740,0.00780,1.79030,2.18550,0.13170,0.75320,9.44590,-0.42710,-0.41480
2015-12-31,7752.52700,7752.52700,2690.59500,4709.27900,,274.97620,177.28600,96.57970,-415.48240,,1052.94600,6774.35900,6774.35900,0.14330,0.14330,0.59740,2.52760,4.31030,16.50530,0.00770,-0.67490,-0.82850,-0.04990,-0.27170,9.66900,1.4799,1.3101
2015-09-30,6652.83300,6652.83300,3622.95100,2629.31000,-1195.04000,1434.27000,327.13380,1107.13600,1107.13600,-2047.36800,-1176.12400,5872.22200,5872.22200,-0.20030,-0.20030,0.60470,2.70740,21.55880,-17.67850,0.00800,1.85630,2.27150,0.13330,0.73380,9.45910,1.9481,1.8808
2015-06-30,6550.91700,6550.91700,3242.27200,2977.89100,-1204.65200,1774.34500,474.55980,1299.78500,1299.78500,159.29280,1352.88300,6436.84200,6436.84200,0.21000,0.21000,0.60200,2.68060,27.08540,20.65180,0.00880,2.30410,2.72190,0.17560,0.91700,8.94700,0.3585,0.2765
2015-03-31,4984.88800,4984.88800,3137.78000,1518.65800,,1627.58000,435.67000,1191.91000,1703.97200,0.00000,1703.97200,6225.00000,6225.00000,0.28000,0.28000,0.58550,1.41280,25.59910,26.80060,0.00840,,3.52130,0.22450,1.19490,,0.00000,
2014-12-31,5570.93800,5570.93800,4596.92000,572.89790,,1214.10000,206.91000,1007.19000,788.72700,0.00000,788.72700,6263.63600,6263.63600,0.13000,0.13000,0.58310,1.39880,9.91520,6.44130,0.01460,1.14970,1.34120,0.09390,0.47930,,-1.3132,-1.579
2014-09-30,5127.57100,5127.57100,3728.58000,1006.23100,,1295.05000,322.43000,972.62010,764.23800,0.00000,764.23800,6010.00000,6010.00000,0.13000,0.13000,0.60920,1.55920,18.68650,11.02730,0.00820,,1.44830,0.09030,0.46510,,2.7604,2.7655
2014-06-30,818.96000,818.96000,3930.20000,-3503.57000,,1498.00000,400.56000,1097.44000,945.22600,0.00000,945.22600,5866.66700,5866.66700,0.16000,0.16000,0.61640,1.60670,65.38920,41.26000,0.00280,1.47020,1.71880,0.11500,0.56400,,-2.7604,-2.7655
2014-03-31,4974.91000,4974.91000,3198.74000,1393.81000,,1393.79000,374.14000,1019.65000,863.79700,0.00000,863.79700,5672.72700,5672.72700,0.15000,0.14000,0.63000,1.70270,20.13450,12.47830,0.00840,,1.75480,0.10520,0.52930,,0.00000,
2013-12-31,5677.52000,5677.52000,5478.25000,-201.90040,,-197.94000,-92.12000,-105.82000,-1150.37500,0.00000,-1150.37500,5660.00000,6064.28600,-0.20000,-0.19000,0.62480,1.66500,-1.89420,-11.00840,0.01350,-1.93100,-2.27360,-0.14870,-0.72460,,-0.1095,-0.3616
2013-09-30,4172.81000,4172.81000,3303.80000,494.11960,,494.11000,17.22000,476.89000,258.31700,0.00000,258.31700,6500.00000,6500.00000,0.04000,0.04000,0.63820,1.76390,6.98630,3.65240,0.00880,,0.49870,0.03210,0.14900,,0,0
2013-06-30,5034.24000,5034.24000,3309.15000,1360.75000,,1358.13000,340.83000,1017.30000,1521.19700,0.00000,1521.19700,5735.00000,5735.00000,0.27000,0.27000,0.65710,1.91610,26.97790,30.21700,0.00620,,3.00400,0.18830,0.84300,,0,0
2013-03-31,5863.48000,5863.48000,3500.38000,1998.54000,,1998.52000,521.75000,1476.77000,2290.44100,0.00000,2290.44100,5593.54900,5593.54900,0.41000,0.41000,0.67290,2.05750,34.08420,39.06280,0.00700,,4.60910,0.27390,1.21770,,0.00000,
2012-12-31,4837.18900,4837.18900,5160.52000,-694.72070,,-693.42000,-414.36000,-279.06000,-160.94200,188.22000,27.27800,5448.85000,5448.85000,0.01000,0.01000,0.69340,2.26120,-10.00330,0.39350,0.00850,-0.28570,-0.35870,-0.01960,-0.08760,,2.501,2.0981
2012-09-30,3876.84000,3876.84000,3461.37000,87.61040,,86.34000,-295.33000,381.67000,188.87500,0.00000,188.87500,4867.92200,4867.92200,0.04000,0.04000,0.69290,2.25570,1.21110,2.64930,0.00880,,0.43250,0.02340,0.10600,,0,0
2012-06-30,4455.44000,4455.44000,3275.71000,873.87990,,873.86000,26.98000,846.88000,618.42300,0.00000,618.42300,5382.10800,5382.10800,0.12000,0.12000,0.67660,2.09240,11.40930,8.07430,0.00960,,1.41030,0.07730,0.36150,,0,0
2012-03-31,5427.54000,5427.54000,3256.52000,1866.87000,,1866.86000,327.75000,1539.11000,1327.20300,0.00000,1327.20300,4903.00000,4903.00000,0.26000,0.26000,0.71810,2.54770,26.14280,18.58570,0.00910,,3.08540,0.16860,0.68990,,0.00000,
2011-12-31,3587.86000,3587.86000,3855.25000,-574.01980,,-574.02000,-513.97000,-60.05010,-182.00700,0.00000,-182.00700,4633.33300,4633.33300,-0.04000,-0.04000,0.70850,2.43020,-8.24510,-2.61430,0.00840,-0.32620,-0.41640,-0.02190,-0.09510,,5.9553,5.6132
2011-09-30,5036.35000,5036.35000,3311.79000,1418.72900,,1418.73000,134.51000,1284.22000,1138.46400,0.00000,1138.46400,4729.41200,4729.41200,0.24000,0.24000,0.71330,2.48760,21.65550,17.37750,0.00790,2.01680,2.69820,0.13760,0.57830,,0,0
2011-06-30,5702.36000,5702.36000,3266.30000,2136.77000,,2136.76000,271.95000,1864.81000,1695.51400,0.00000,1695.51400,4749.33900,4749.33900,0.36000,0.36000,0.73470,2.76960,28.76780,22.82720,0.00910,3.13020,4.22010,0.20720,0.83040,,0,0
2011-03-31,5494.37000,5494.37000,2957.03000,2269.39000,,2269.38000,504.45000,1764.93000,1572.16500,0.00000,1572.16500,4490.90800,4490.90800,0.34000,0.34000,0.73700,2.80280,31.54090,21.85070,0.00940,3.03580,4.13970,0.20460,0.79830,,0.00000,
2010-12-31,,,,,,,,,1290.80600,0.00000,1290.80600,4082.60600,4082.60600,0.32000,0.32000,0.73250,2.73780,,,,2.59390,3.29870,0.17590,0.69400,,2.7657,2.5123
2010-09-30,6558.36000,6558.36000,,6558.36000,,6558.36000,,6558.36000,1470.60000,0.00000,1470.60000,3800.00000,3800.00000,0.39000,0.39000,0.77440,3.43210,100.00000,22.42330,0.00910,3.46410,4.53770,0.20440,0.78160,,0,0
2010-06-30,5295.82000,5295.82000,2767.86000,2282.95000,,2282.94000,549.99000,1732.95000,1642.34100,0.00000,1642.34100,3900.00000,3900.00000,0.42000,0.42000,0.76240,3.20830,32.06670,23.06870,0.00980,,5.29520,0.22620,0.93090,,0,0
2010-03-31,5751.62000,5751.62000,2930.54000,2579.99000,,2579.98000,706.65000,1873.33000,1718.64000,0.00000,1718.64000,3875.00000,3875.00000,0.44000,0.44000,0.79150,3.79630,35.12540,23.39860,0.00960,,5.46100,0.22390,0.84770,,0.00000,
2009-12-31,3707.74900,3707.74900,3589.38000,-136.49070,,-136.44000,-343.55000,207.11000,44.43000,0.00000,44.43000,3173.55900,3173.55900,0.01000,0.01000,0.79300,3.82980,-1.97820,0.64420,0.00920,0.10360,0.13550,0.00600,0.02140,,1.128,1.0674
2009-09-30,5779.69000,5779.69000,2751.21000,2782.66000,,2782.65000,653.14000,2129.51000,1972.29600,0.00000,1972.29600,3728.34800,3728.34800,0.53000,0.53000,0.79920,3.97960,38.97120,27.62210,0.00930,-254.14550,6.47130,0.25680,0.94090,,-3.1261,-3.1202
2009-06-30,535.13810,535.13810,2504.90000,-2212.21200,,2953.03000,653.80000,2299.23000,2126.08200,0.00000,2126.08200,3716.66700,3716.66700,0.57000,0.57000,0.78130,3.57320,39.48280,28.42630,0.01010,5.44200,7.68190,0.28760,1.19000,,3.1261,3.1202
2009-03-31,5107.74000,5107.74000,2478.66000,2400.18000,,2400.18000,627.84000,1772.34000,1619.30400,0.00000,1619.30400,3668.00000,3668.00000,0.44000,0.44000,,,37.53330,25.32220,0.00900,,6.71580,0.22780,4.54310,,0.00000,
