Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-09-30,,,7.23000,2.47400,-9.70400,-0.12000,-9.82400,,-9.82400,-9.82400,-9.36700,-9.68400,-9.70400,25.31000,25.31000,-0.37000,-0.37000,3.61350,0.05910,0.06280,,,,,,,-44.09140,-44.09140,-28.77560,-41.48650,0.85810,-0.8344,-0.8344
2019-06-30,,,5.20200,2.14700,-7.34900,-0.27100,-7.62000,,-7.62000,-7.62000,-7.35200,-7.33100,-7.34900,23.09400,23.09400,-0.32000,-0.32000,0.10380,-0.19200,-0.16110,,,,,,,42.14140,42.14140,-126.70440,50.23400,-0.76640,-0.3477,-0.3477
2019-03-31,,,6.33000,1.63900,-7.96900,0.14300,-7.82700,0.00600,-7.83300,-7.83300,-7.29300,-7.94600,-7.96900,23.02900,23.02900,-0.32000,-0.32000,0.18270,-0.21210,-0.17500,,,,,,,45.98990,45.98990,-99.84710,55.74300,-0.73460,-0.21970,-0.21990
2018-12-31,,,12.42700,2.28300,-14.71000,-0.00100,-14.71100,,-14.71100,-14.71100,-14.11700,-14.69100,-14.71000,22.66500,22.66500,-0.62000,-0.62000,0.35700,,,,,,,,,156.80030,156.80020,-208.28260,156.80020,-0.40470,-0.3846,-0.3895
2018-09-30,,,14.12300,1.52800,-15.65100,-0.24400,-15.89500,,-15.89500,-15.89500,-14.93000,-15.64200,-15.65100,22.95200,22.95200,-0.65000,-0.65000,,,,,,,,,,,,,,,-0.3942,-0.3979
2018-06-30,,,10.99400,1.38800,-12.38200,-0.40500,-12.78700,,-12.78700,-12.78700,-12.16600,-12.37400,-12.38200,22.39700,22.39700,-0.54000,-0.54000,4.36220,,,,,,,,,-64.54820,-64.54820,-50.15690,-64.54820,0.85480,-0.5817,-0.5816
2018-03-31,,,14.07400,0.72800,-14.80200,0.72100,-14.08100,,-14.08100,-14.08100,-13.65600,-14.79000,-14.80200,22.21200,22.21200,-0.61000,-0.61000,4.01340,,,,,,,,,-77.83430,-77.83430,-58.93360,-77.83430,0.80560,-0.40240,-0.40300
2017-12-31,,,14.70400,1.83500,-16.53900,0.25000,-16.28900,,-16.28900,-16.28900,-15.49200,-16.52900,-16.53900,20.86600,20.86600,-0.45000,-0.45000,6.74960,,,,,,,,,-58.10030,-58.10030,-49.61920,-58.10030,1.24430,-0.5652,-0.5659
2017-09-30,,,15.28800,3.33400,-18.62200,1.11000,-17.51200,,-17.51200,-17.51200,-15.53400,-18.61300,-18.62200,22.84500,22.84500,-0.68000,-0.68000,14.01170,,,,,,,,,-43.24910,-43.24910,-40.19100,-43.24910,1.77240,-0.3358,-0.3379
2017-06-30,,,12.18900,2.84000,-15.02900,0.15400,-14.87500,,-14.87500,-14.87500,-13.34100,-15.02200,-15.02900,21.73300,21.73300,-0.61000,-0.61000,,,,,,,,,,,,,,,-0.183,-0.1831
2017-03-31,,,46.74700,1.04400,-47.79100,0.07900,-47.71200,,-47.71200,-47.71200,-47.39600,-47.78500,-47.79100,17.83500,17.83500,-2.66000,-2.66000,28.84200,,,,,,,,,-88.31310,-88.31300,-85.26700,-88.31300,2.48880,-0.29600,-0.29680
2016-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0.5306,0.5362
2016-09-30,,,2.74000,0.54300,-3.28300,0.02100,-3.26200,,-3.26200,-3.26200,-3.08700,-3.28300,-3.28300,15.95870,15.95870,-0.19000,-0.19000,,,,,,,,,,,,,,,-0.4042,-0.4098
2016-03-31,,,1.48700,0.42800,-1.91500,0.00600,-1.90900,,-1.90900,-1.90900,-1.84400,-1.91000,-1.91500,15.75000,15.75000,-0.12000,-0.12000,,,,,,,,,,,,,,,-0.12640,-0.12640
2015-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
2014-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
