Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,17.05200,17.05200,6.36200,,11.02000,3.03800,14.05800,14.05800,14.05800,12.13400,39.69100,11.02000,32.59630,32.76130,-0.33000,-0.34000,0.00240,3.69740,64.62590,64.62590,82.44190,71.15880,0.00470,2.11900,1.82270,0.38620,1.81840,21.03530,1.3876,1.3876
2021-09-30,15.71400,15.71400,6.54900,-0.33000,8.83500,5.19800,14.03300,14.03300,14.03300,12.11000,39.41400,8.83500,34.92400,35.09000,0.35000,0.35000,0.02840,3.29630,56.22380,56.22380,89.30250,77.06500,0.00470,2.10810,1.81420,0.41840,1.76260,21.52530,0.9763,0.9763
2021-06-30,13.39300,13.39300,5.70600,,7.68700,-51.44600,-43.75900,-43.75900,-43.75900,-45.68200,38.15600,7.68700,31.97400,31.97400,-1.43000,-1.43000,0.01220,3.08400,57.39570,57.39570,-326.73040,-341.08860,0.00390,-6.75520,-5.79110,-1.25950,-5.72050,22.00110,0.9953,0.9953
2021-03-31,13.89200,13.89200,5.46800,,8.42400,109.50500,117.92900,117.92900,117.92900,112.38300,39.18400,8.42400,26.78900,26.78900,4.20000,4.20000,0.10280,2.89340,60.63920,60.63920,848.89860,808.97640,0.00480,18.91610,16.12650,4.06500,14.46890,23.68120,1.12690,1.12690
2020-12-31,16.70500,16.70500,6.85300,,-74.93100,115.37700,40.44600,40.44600,40.44600,37.19300,-43.99300,-74.93100,23.10600,23.10600,1.63000,1.63000,0.01200,3.85960,-448.55410,-448.55410,242.11900,222.64580,0.00540,8.81390,6.38500,1.30690,6.30850,26.73020,1.9117,1.9117
2020-09-30,20.08800,20.08800,4.79500,,15.29300,25.43200,40.72500,40.72500,40.72500,37.47300,47.99100,15.29300,23.14100,23.14100,1.62000,1.62000,,4.30040,76.13000,76.13000,202.73300,186.54420,0.00620,9.49650,6.74750,1.26670,6.74750,26.07700,1.9966,1.9966
2020-06-30,19.85300,19.85300,4.81100,,15.04200,179.79600,194.83800,194.83800,194.83800,191.58500,46.17300,15.04200,23.05680,23.05680,8.31000,8.31000,,5.84400,75.76690,75.76690,981.40330,965.01790,0.00510,49.60740,34.33460,4.99890,34.33460,24.52220,1.7048,1.7048
2020-03-31,39.82200,39.82200,4.62100,84.78300,119.98400,-218.46300,-98.47900,-98.47900,-98.47900,-106.23400,153.60100,119.98400,22.96300,22.96300,-4.63000,-4.63000,,8.70430,301.30080,301.30080,-247.29800,-266.77220,0.00740,-26.19830,-17.88550,-1.83240,-17.88550,23.95820,1.91530,1.91530
2019-12-31,41.96100,41.96100,4.01000,,37.95100,17.18400,55.13500,55.13500,55.13500,51.77400,73.81200,37.95100,23.62000,23.62000,2.04000,2.04000,,8.15640,90.44350,90.44350,131.39580,123.38600,0.00780,13.12170,9.45730,1.02660,9.45730,25.40700,2.3709,2.3709
2019-09-30,44.50200,44.50200,3.75800,,40.74400,-77.34800,-36.60400,-36.60400,-36.60400,-39.94500,76.31100,40.74400,24.17400,24.17400,-1.65000,-1.65000,,8.36050,91.55540,91.55540,-82.25250,-89.76000,0.00810,-8.68130,-6.26300,-0.66710,-6.26300,25.47050,1.592,1.592
2019-06-30,43.74800,43.74800,4.26500,,39.48300,-158.46800,-118.98500,-118.98500,-118.98500,-122.19100,72.12400,39.48300,24.54100,24.54100,-4.98000,-4.98000,,8.76060,90.25100,90.25100,-271.97810,-279.30650,0.00750,-26.88520,-19.87600,-2.02740,-19.87600,24.28850,1.6941,1.6941
2019-03-31,39.95700,39.95700,3.95400,,36.00300,-88.21700,-52.21400,-52.21400,-52.21400,-55.27300,67.30800,36.00300,22.81200,22.81200,-2.42000,-2.42000,,7.03870,90.10440,90.10440,-130.67550,-138.33120,0.00790,-11.43100,-8.63510,-1.03700,-8.63510,25.11080,1.76660,1.76660
2018-12-31,32.01400,32.01400,3.49200,,28.57400,-107.09600,-78.52200,-78.52200,-78.52200,-81.48500,61.40400,28.57400,19.23500,19.23500,-4.33020,-4.33020,,6.20590,89.25470,89.25470,-245.27390,-254.52920,0.00820,-20.43410,-14.89550,-2.02060,-14.89550,25.17570,2.1862,2.1862
2018-09-30,26.92500,26.92500,3.96400,,22.96100,2.62500,25.58600,25.58600,25.58600,22.63000,59.63800,22.96100,19.24200,19.24200,1.18000,1.18000,0.00670,5.26290,85.27760,85.27760,95.02690,84.04830,0.00780,6.33040,4.67960,0.74200,4.64810,27.79580,2.2462,2.2462
2018-06-30,25.92200,25.92200,4.00600,,21.91600,-6.26400,15.65200,15.65200,15.65200,12.71000,60.59600,21.91600,18.76500,18.76500,0.68000,0.68000,,4.64730,84.54590,84.54590,60.38120,49.03170,0.00840,3.90860,2.88660,0.50770,2.88660,28.58860,2.7049,2.7049
2018-03-31,25.19000,25.19000,3.64300,,21.54700,22.76000,44.30700,44.30700,44.30700,41.36700,57.62800,21.54700,18.62180,18.62180,2.22020,2.22020,,4.86120,85.53790,85.53790,175.89120,164.21990,0.00790,11.02610,8.15030,1.38210,8.15030,29.12770,2.24980,2.24980
2017-12-31,24.12400,24.12400,3.84300,,20.28100,1.68200,21.96300,21.96300,21.96300,19.05300,55.67000,20.28100,16.80600,16.80600,1.13000,1.13000,,4.61610,84.06980,84.06980,91.04210,78.97950,0.00730,5.28260,3.94270,0.66440,3.94270,29.93520,2.7673,2.7673
2017-09-30,23.10300,23.10300,3.59900,,19.50400,-9.19300,10.31100,10.31100,10.31100,7.50300,61.23800,19.50400,16.60900,16.60900,0.45000,0.45000,0.01080,4.96530,84.42190,84.42190,44.63060,32.47630,0.00730,2.65560,1.96740,0.32800,1.94620,30.67490,3.1179,3.1179
2017-06-30,24.85600,24.85600,4.09700,,20.75900,-28.19100,-7.43200,-7.43200,-7.43200,-10.07300,62.44200,20.75900,16.40440,16.40440,-0.60010,-0.60010,0.01170,5.12120,83.51710,83.51710,-29.90020,-40.52540,0.00810,-2.01350,-1.49450,-0.24290,-1.47700,30.30370,3.4059,3.4059
2017-03-31,22.41900,22.41900,4.28000,,18.13900,-9.08800,9.05100,9.05100,9.05100,6.61600,58.32600,18.13900,16.39040,16.39040,0.39000,0.39000,0.01220,5.75000,80.90910,80.90910,40.37200,29.51070,0.00670,2.41330,1.83770,0.27100,1.81530,30.03300,2.87410,2.87410
2016-12-31,22.85800,22.85800,3.58900,,19.26900,49.79200,69.06100,69.06100,69.06100,66.75800,57.89600,19.26900,16.36970,16.36970,4.08040,4.08040,0.01360,6.21890,84.29870,84.29870,302.13050,292.05530,0.00670,19.33510,14.78240,2.03260,14.58140,28.51690,3.2367,3.2367
2016-09-30,21.13500,21.13500,3.35500,,17.78000,-3.08000,14.70000,14.70000,14.70000,12.40600,56.93700,17.78000,16.38070,16.38070,0.75010,0.75010,0.01400,5.02160,84.12590,84.12590,69.55290,58.69880,0.00630,3.81560,2.97020,0.43970,2.92860,30.21230,3.1357,3.1357
2016-06-30,22.81600,22.81600,3.67100,,19.14500,-22.37600,-3.23100,-3.23100,-3.23100,-5.52500,55.56800,19.14500,16.37140,16.37140,-0.33000,-0.33000,0.01510,5.30590,83.91040,83.91040,-14.16110,-24.21550,0.00660,-0.84610,-0.65730,-0.09310,-0.64740,30.00760,3.2081,3.2081
2016-03-31,25.08900,25.08900,4.09200,,20.99700,-58.42800,-37.43100,-37.43100,-37.43100,-39.72500,59.02100,20.99700,16.34540,16.34540,-2.43020,-2.43020,0.01650,5.64320,83.69010,83.69010,-149.19290,-158.33630,0.00700,-10.00450,-7.73690,-1.04440,-7.60890,29.56540,3.27950,3.27950
2015-12-31,25.52200,25.52200,4.27700,,21.24500,11.28600,32.53100,32.53100,32.53100,30.23700,60.35000,21.24500,17.61390,17.61390,1.71020,1.71020,0.01690,5.27990,83.24190,83.24190,127.46260,118.47420,0.00700,8.50780,6.61170,0.88640,6.50010,30.09810,3.078,3.078
2015-09-30,26.09600,26.09600,4.37900,,21.71700,-58.69400,-36.97700,-36.97700,-36.97700,-39.27100,62.67400,21.71700,17.59060,17.59060,-2.22020,-2.22020,0.01600,5.80500,83.21970,83.21970,-141.69600,-150.48670,0.00660,-8.84400,-7.00640,-0.94130,-6.89430,31.31240,3.2803,3.2803
2015-06-30,24.52700,24.52700,4.75400,,19.77300,10.68900,30.46200,30.46200,30.46200,28.16800,59.19600,19.77300,18.18950,18.18950,1.56020,1.56020,0.01500,5.93090,80.61730,80.61730,124.19780,114.84490,0.00590,6.54260,5.29540,0.73070,5.21570,31.91150,3.1687,3.1687
2015-03-31,24.09900,24.09900,4.25800,,19.84100,-29.31300,-9.47200,-9.47200,-9.47200,-11.76600,58.00200,19.84100,18.26480,18.26480,-0.63010,-0.63010,0.01660,5.27870,82.33120,82.33120,-39.30450,-48.82360,0.00590,-1.91040,-1.56440,-0.23240,-1.53850,33.09280,2.79000,2.79000
2014-12-31,24.28600,24.28600,4.15500,,40.39400,-36.72100,3.67300,3.67300,3.67300,1.37900,75.83100,40.39400,18.23180,18.23180,0.09000,0.09000,0.01750,4.97920,166.32630,166.32630,15.12400,5.67820,0.00660,0.73810,0.60480,0.09960,0.59430,33.28680,3.0119,3.0119
2014-09-30,26.00000,26.00000,3.91400,-6.05800,16.02800,14.83800,30.86600,30.86600,30.86600,28.57200,55.62300,16.02800,18.24180,18.24180,1.56020,1.56020,0.01790,5.14850,61.64620,61.64620,118.71540,109.89230,0.00680,6.11950,5.02670,0.80940,4.93670,33.65900,2.9645,2.9645
2014-06-30,27.71800,27.71800,3.81900,-6.57200,17.32700,-23.32600,-5.99900,-5.99900,-5.99900,-8.29300,54.20300,17.32700,18.23520,18.23520,-0.45000,-0.45000,0.01930,5.64370,62.51170,62.51170,-21.64300,-29.91920,0.00670,-1.19200,-0.97880,-0.14580,-0.95990,33.60060,3.0465,3.0465
2014-03-31,27.64000,27.64000,4.11900,-7.63300,15.88800,-16.62200,-0.73400,-0.73400,-0.73400,-3.02800,50.71700,15.88800,18.20690,18.20690,-0.18000,-0.18000,0.02030,5.83950,57.48190,57.48190,-2.65560,-10.95510,0.00670,-0.15000,-0.12250,-0.01770,-0.12010,32.85780,2.74090,2.74090
2013-12-31,28.59400,28.59400,1.82600,-8.05900,18.70900,2.85000,21.55900,21.55900,21.55900,19.26500,53.05900,18.70900,18.21420,18.21420,1.05010,1.05010,0.02160,6.13380,65.42980,65.42980,75.39690,67.37420,0.00680,4.52710,3.67980,0.51120,3.60040,32.36610,2.8271,2.8271
2013-09-30,31.66600,31.66600,3.62900,-8.71800,19.31900,-23.94600,-4.62700,-4.62700,-4.62700,-6.92100,54.82600,19.31900,18.29950,18.29950,-0.39000,-0.39000,0.03510,6.36100,61.00870,61.00870,-14.61190,-21.85630,0.00730,-0.98160,-0.79630,-0.10710,-0.76840,32.03060,3.0681,3.0681
2013-06-30,33.89000,33.89000,3.79500,-11.44600,18.64900,12.88500,31.53400,31.53400,31.53400,29.44200,53.28300,18.64900,18.32280,18.32280,1.62020,1.62020,0.03900,6.74530,55.02800,55.02800,93.04810,86.87520,0.00710,6.33750,5.19300,0.66400,4.99060,33.02150,3.0574,3.0574
2013-03-31,32.98200,32.98200,3.80800,-10.80500,18.36900,1.23400,19.60300,19.60300,19.60300,18.38100,50.48600,18.36900,18.09820,18.09820,1.02010,1.02010,0.04300,5.90040,55.69400,55.69400,59.43550,55.73040,0.00710,3.39220,3.09540,0.42360,2.96220,34.65090,2.50880,2.50880
2012-12-31,31.57700,31.57700,3.50100,-10.45300,17.62300,1.92900,19.55200,19.55200,19.55200,18.33000,49.15400,17.62300,17.71360,17.71360,0.99010,0.99010,0.04710,5.82870,55.80960,55.80960,61.91850,58.04860,0.00740,3.48330,3.17040,0.45680,3.02090,34.09530,3.0723,3.0723
2012-09-30,28.57400,28.57400,3.09000,-9.58400,15.90000,3.26700,19.16700,19.16700,19.16700,18.35300,41.88700,15.90000,18.12050,18.12090,1.02010,1.02010,0.04820,5.99140,55.64500,55.64500,67.07850,64.22970,0.00650,3.40730,3.10180,0.43510,2.95230,34.09990,2.0974,2.0974
2012-06-30,27.12500,27.12500,3.02400,-8.11700,15.98400,2.86300,18.84700,18.84700,18.84700,18.84700,35.73900,15.98400,18.11620,18.11620,1.05010,1.05010,0.05670,5.98680,58.92720,58.92720,69.48200,69.48200,0.00730,3.58940,3.58940,0.50540,3.38590,28.97720,1.789,1.789
2012-03-31,26.27200,26.27200,3.12100,-7.18500,15.96600,0.51000,16.47600,16.47600,16.47600,16.47600,29.22300,15.96600,16.49170,16.49200,0.99010,0.99010,0.05810,5.19880,60.77190,60.77190,62.71320,62.71320,0.00780,3.15090,3.15090,0.49200,2.96790,28.87200,1.47480,1.47480
2011-12-31,23.70400,23.70400,3.24800,-6.89700,13.55900,0.84700,14.40600,14.40600,14.40600,14.40600,23.75200,13.55900,12.85870,12.85910,1.02010,1.02010,0.16030,5.82930,57.20130,57.20130,60.77460,60.77460,0.00920,3.87940,3.87940,0.55790,3.25750,27.58980,1.5081,1.5081
2011-09-30,21.14300,21.14300,2.33500,-6.88300,11.92500,-10.39300,1.53200,1.53200,1.53200,1.53200,22.81000,11.92500,13.44970,13.44970,0.12000,0.12000,0.18520,5.78490,56.40170,56.40170,7.24590,7.24590,0.00800,0.41460,0.41460,0.05820,0.33780,27.45700,1.5098,1.5098
2011-06-30,21.06500,21.06500,2.25500,-6.23200,12.57800,1.01600,13.59400,13.59400,13.59400,13.59400,19.62000,12.57800,13.44300,13.44330,1.02010,1.02010,0.21500,5.78820,59.71040,59.71040,64.53360,64.53360,0.00790,3.51390,3.51390,0.51170,2.75830,28.77070,1.2131,1.2131
2011-03-31,17.46500,17.46500,2.11800,-4.94100,10.40600,-0.12600,10.28000,10.28000,10.28000,10.28000,14.79100,10.40600,11.04990,11.05120,0.93010,0.93010,0.21690,5.09820,59.58200,59.58200,58.86060,58.86060,0.00740,2.68060,2.68060,0.43560,2.09920,28.53800,1.26250,1.26250
2010-12-31,14.28000,14.28000,2.91000,-2.49700,8.87300,0.77300,9.64600,9.64600,9.64600,9.64700,10.78700,8.87300,5.86440,6.97230,1.26010,1.20010,0.26810,4.58780,62.13580,62.13590,67.54900,67.55600,0.00870,3.29940,3.29940,0.58480,2.41470,28.90810,1.4372,1.4372
2010-09-30,11.73400,11.73400,1.97100,-3.54400,6.21900,0.80300,7.02200,7.02200,7.02200,5.96600,7.28800,6.21900,5.74280,7.15160,1.05010,0.99010,0.32390,3.78390,52.99980,52.99980,59.84320,50.84370,0.01070,3.82200,3.11430,0.64310,2.10550,36.15850,0.8584,0.8584
2010-06-30,11.74000,11.74000,1.85700,-3.95800,5.92500,1.34200,7.26700,7.26700,7.26700,6.26400,7.55200,5.92500,5.04020,6.44840,1.23010,1.14010,0.50140,4.10230,50.46850,50.46850,61.89950,53.35600,0.01190,4.87450,3.80810,0.73890,1.89860,37.74480,1.1053,1.1053
2010-03-31,11.02700,11.02700,2.07900,-4.23900,4.70900,0.82800,5.53700,5.53700,5.53700,4.53400,6.27900,4.70900,4.73620,6.14510,0.96010,0.90010,0.52320,4.37780,42.70430,42.70430,50.21310,41.11730,0.01110,3.90220,3.01510,0.55680,1.43760,36.63970,0.91200,0.91200
2009-12-31,10.48800,10.48800,1.69500,-4.06200,4.73100,-0.65600,4.07500,4.07500,4.07500,3.07400,5.38900,4.73100,4.36220,5.76980,0.69010,0.75010,0.45880,4.63050,45.10870,45.10870,38.85390,29.30970,0.01090,3.20860,2.41480,0.42530,1.30680,36.34150,1.3203,1.3203
2009-09-30,9.45200,9.45200,1.53900,-3.10300,4.81000,1.19200,6.00200,6.00200,6.00200,4.99900,5.52900,4.81000,4.51690,5.92470,1.11010,1.02010,0.48990,4.29310,50.88870,50.88870,63.49980,52.88830,0.01080,4.91920,3.66510,0.68790,1.86950,36.20190,0.993,0.993
2009-06-30,9.81900,9.81900,1.75600,-4.07700,3.98600,0.38400,4.37000,4.37000,4.37000,3.36700,4.64300,3.98600,4.32890,5.73610,0.78010,0.75010,0.51320,4.11020,40.59480,40.59480,44.50560,34.29070,0.01200,3.87140,2.82620,0.53390,1.37570,35.22610,0.4723,0.4723
2009-03-31,9.47700,9.47700,1.72600,-4.21800,3.53300,-0.39900,3.13400,3.13400,3.13400,2.13100,3.96900,3.53300,4.05630,4.05630,0.54010,0.54010,0.55880,4.06740,37.27970,37.27970,33.06950,22.48600,0.01290,3.06690,2.17730,0.42670,0.96060,35.48510,0.61680,0.61680
