Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,27.71300,15.09900,,-42.81200,0.00100,-42.81100,-42.81100,-42.81100,-42.81100,-41.05400,-42.81200,54.27600,54.27600,-0.79000,-0.79000,10.29810,-15.21840,-15.21840,-12.84750,-15.21840,5.17990,-0.82380,-0.83710
2021-12-31,33.96800,17.19200,,-51.16000,0.00600,-51.15400,-51.15400,-51.15400,-51.15400,-49.94800,-51.16000,53.34400,53.34400,-0.95000,-0.95000,11.01990,-16.05300,-16.05300,-14.40650,-16.05300,5.87440,-0.5987,-0.7289
2021-09-30,32.12300,14.97800,,-47.10100,0.18600,-46.91500,-46.91500,-46.91500,-46.91500,-45.75200,-47.10100,53.99600,53.99600,-0.87000,-0.87000,16.47050,-12.95180,-12.95180,-12.00050,-12.95180,6.70590,-0.7582,-0.8695
2021-06-30,33.11200,15.42200,,-48.53400,0.09900,-48.43500,-48.43500,-48.43500,-48.43500,-47.83300,-48.53400,53.88600,53.88600,-0.90000,-0.90000,13.40330,-12.04050,-12.04050,-11.01990,-12.04050,7.45550,-0.4232,-0.4968
2021-03-31,26.47000,12.46400,,-38.93400,0.05200,-38.88200,-38.88200,-38.88200,-38.88200,-37.87500,-38.93400,51.33100,51.33100,-0.76000,-0.76000,23.16240,-8.80670,-8.80670,-8.35860,-8.80670,8.19910,-0.59840,-0.61400
2020-12-31,28.93200,10.12400,,-39.05600,0.11200,-38.94400,-38.94400,-38.94400,-38.94400,-38.19200,-39.05600,38.61600,38.61600,-0.68000,-0.68000,14.97910,-12.78050,-12.78050,-11.87290,-12.78050,6.68010,-0.9622,-0.9844
2020-09-30,20.83700,7.79300,,-28.63000,0.09900,-28.53100,-28.53100,-28.53100,-28.53100,-28.30800,-28.63000,45.50400,45.50400,-0.63000,-0.63000,18.29590,-8.41860,-8.41860,-7.95420,-8.41860,7.44270,-0.3833,-0.3866
2020-06-30,19.90200,7.40200,,-27.30400,0.13200,-27.17200,-27.17200,-27.17200,-27.17200,-27.10600,-27.30400,45.38600,45.38600,-0.60000,-0.60000,26.05280,-7.47720,-7.47720,-7.18650,-7.47720,7.99660,0.5002,0.5017
2020-03-31,13.11700,4.79500,,-17.91200,0.32700,-17.58500,-17.58500,-17.58500,-17.58500,-17.86300,-17.91200,17.62400,17.62400,-1.00000,-1.00000,73.08510,-4.54790,-4.54790,-4.48110,-4.54790,8.52610,-1.23980,-1.24550
2019-12-31,9.97200,3.62000,,-13.59200,0.44100,-13.15100,-13.15100,-13.15100,-13.15100,-13.54700,-13.59200,4.23600,4.23600,-3.07000,-3.07000,45.03530,23.37830,23.37830,-7.36280,23.37830,-13.10340,-4.1422,-4.1533
2019-09-30,10.43400,1.20900,,-11.64300,0.25500,-11.38800,-11.38800,-11.38800,-11.38800,-11.60200,-11.64300,4.24900,4.24900,-2.68000,-2.68000,,,,,,,-2.6647,-2.688
2019-06-30,6.79900,0.96800,,-7.76700,-5.65900,-13.42600,-13.42600,-13.42600,-13.42600,-7.73100,-7.76700,4.21000,4.21000,-3.19000,-3.19000,,,,,,,-2.5604,-2.5971
2019-03-31,3.03300,1.15400,,-4.18700,-3.48200,-7.66900,-7.66900,-7.66900,-7.66900,-4.17500,-4.18700,4.19800,4.19800,-1.83000,-1.83000,,,,,,,-0.05100,-0.26160
