Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,1.03090,0.69760,0.33330,1.09950,,1.09950,-0.76610,0.13960,-0.62650,-0.62650,-0.62650,,-0.62650,-0.76610,-0.76610,0.75600,0.75600,-0.89960,-0.89960,0.34530,0.04520,0.04730,32.33070,-74.31420,-74.31420,-60.77370,-60.77370,0.11030,4.45490,1.47870,60.86390,-10.08760,29.06900,-6.70240,-9.63170,8.17130,-0.08300,-0.08300
2021-12-31,1.25030,0.62990,0.62050,1.47960,,1.47960,-0.85920,,-0.85920,-0.85920,-0.85920,,-0.85920,-0.85690,-0.85920,0.70090,0.70090,-1.19940,-1.19940,0.33120,0.06340,0.06770,49.62440,-68.71620,-68.71610,-68.71610,-68.71610,0.13710,4.02210,2.68970,33.46060,-13.41410,43.80420,-9.41770,-12.56350,8.50330,-0.4862,-0.4862
2021-09-30,1.13810,0.72200,0.41610,1.37790,,1.37790,-0.96180,,-0.96180,-0.96180,-0.96180,,-0.96180,-0.96050,-0.96180,0.71070,0.71070,-1.34930,-1.34930,0.35840,0.06950,0.07470,36.55960,-84.50810,-84.50810,-84.50810,-84.50810,0.11910,1.99460,3.43400,26.20830,-16.56360,37.57550,-10.06320,-15.41270,7.87080,-0.3249,-0.3249
2021-06-30,1.09580,0.73570,0.36010,1.60570,,1.60570,-1.24550,,-1.24550,-1.24550,-1.24550,,-1.24550,-1.24370,-1.24550,0.67640,0.67640,-1.79910,-1.79910,0.28260,0.07490,0.08100,32.86500,-113.66280,-113.66280,-113.66280,-113.66280,0.11670,2.03230,2.21740,40.58900,-23.26650,41.33870,-13.26820,-21.52310,7.72490,-0.0755,-0.0755
2021-03-31,1.14830,0.69490,0.45330,1.20130,,1.20130,-0.74790,,-0.74790,-0.74790,-0.74790,,-0.74790,-0.67730,-0.74790,0.66700,0.66700,-1.04950,-1.04950,0.50370,0.07030,0.07560,39.47890,-65.13720,-65.13720,-65.13730,-65.13730,0.10830,0.69600,1.12330,80.11860,-13.03780,28.44240,-7.05160,-12.12160,8.57600,-0.64000,-0.64000
2020-12-31,1.47330,0.77550,0.69780,0.70870,,0.70870,-0.01090,0.25520,0.24430,0.24430,0.24430,,0.24430,0.16560,-0.01090,0.60410,0.60410,0.44980,0.44980,0.47500,0.04880,0.05130,47.36090,-0.73880,-0.73880,16.58270,16.58270,0.13860,0.77680,2.04020,44.11400,4.26090,-9.28090,2.29900,4.05300,8.68710,0.1965,0.1984
2020-09-30,1.17140,0.95620,0.21520,2.23560,,2.23560,-2.02040,-0.72680,-2.74720,-2.74720,-2.74720,,-2.74720,-2.00120,-2.02040,0.64150,0.64150,-4.34780,-4.34780,0.35170,0.05650,0.05990,18.37090,-172.48150,-172.48150,-234.52410,-234.52410,0.11180,0.96460,2.81150,32.01090,-55.95260,75.61320,-26.22880,-52.79090,7.47640,-0.1295,-0.1314
2020-06-30,1.44460,0.95030,0.49420,3.35830,,3.35830,-2.86400,-0.88580,-3.74980,-3.74980,-3.74980,,-3.74980,-2.83730,-2.86400,0.60500,0.60500,-6.14690,-6.14690,0.51740,0.04540,0.04760,34.21350,-198.26140,-198.26140,-259.57880,-259.57880,0.13180,1.70270,1.96360,45.83520,-60.68260,158.00290,-34.21560,-57.92600,9.76140,-1.0863,-1.0863
2020-03-31,1.12380,0.83320,0.29060,1.44030,,1.44030,-1.14970,,-1.14970,-1.14970,-1.14970,,-1.14970,-1.13790,-1.14970,0.50480,0.50480,-2.24890,-2.24890,0.31980,,,25.86050,-102.29790,-102.29790,-102.29790,-102.29790,0.11410,,1.85380,48.54780,-18.71470,47.53300,-11.67090,-18.71310,12.06380,-0.56830,-0.56830
2019-12-31,1.25320,1.02840,0.22480,2.67880,,2.67870,-2.45390,-0.00800,-2.46190,-2.46120,-2.46120,,-2.46120,-2.44220,-2.45390,0.41780,0.41780,-0.89960,-0.89960,0.42330,,,17.94010,-195.81840,-195.81840,-196.45600,-196.39630,0.12540,,1.56790,57.39990,-35.54050,149.51870,-24.62960,-35.53750,14.05040,-1.7464,-1.7574
2019-09-30,1.68190,1.08880,0.59310,1.38440,,1.38440,-0.79130,0.15160,-0.63960,-0.64040,-0.64040,,-0.64040,-0.77940,-0.79130,0.44800,0.44800,-1.49930,-1.49930,0.82990,,,35.26580,-47.04650,-47.04650,-38.03040,-38.07480,0.15190,,1.44110,62.45090,-7.69390,179.36500,-5.78330,-7.69330,17.57950,-0.4911,-0.4856
2019-06-30,1.36490,1.29370,0.07120,2.37240,,2.37240,-2.30120,,-2.30120,-2.49620,-2.49620,,-2.49620,-2.29040,-2.30120,0.43840,0.43840,-5.69720,-5.69720,0.81600,,0.02340,5.21460,-168.59770,-168.59770,-168.59780,-182.88440,0.11940,,1.17540,76.56980,-30.40690,519.71410,-21.82920,-30.40390,18.69550,-0.4294,-0.5965
2019-03-31,1.24810,0.97120,0.27690,6.62790,,6.62790,-6.35100,0.44130,-5.90970,-5.71470,-5.71470,,-5.71470,-6.34430,-6.35100,0.29970,0.29970,-19.04050,-19.04050,1.69930,,0.01860,22.18530,-508.85540,-508.85540,-473.49490,-457.87120,0.09880,,1.62300,55.45430,-240.07690,-349.23440,-45.22400,-55.28770,23.61230,-8.56140,-8.65610
2018-12-31,0.84800,0.76770,0.08030,0.25640,,0.25640,-0.17620,-0.00270,-0.17890,-0.17890,-0.17890,,-0.17890,-0.17620,-0.17620,0.29850,0.29850,-0.74960,-0.74960,0.97030,,,9.46630,-20.77430,-20.77430,-21.09700,-21.09700,0.27970,,1.32070,68.14420,77.15580,77.15590,-5.90000,77.15580,-0.59540,-2.1693,-2.1693
2018-09-30,0.97580,0.62430,0.35150,0.17830,,0.17830,0.17320,-0.13660,0.03660,0.03660,0.03660,,0.03660,0.17320,0.17320,0.29850,0.29850,0.14990,0.14990,0.01760,,-0.55820,36.02520,17.74950,17.74950,3.74780,3.74780,24.93130,,28.40540,3.16840,-1.67320,-1.67320,93.43640,-1.67320,-38.45560,-0.7656,-0.7656
2018-06-30,0.81210,0.72910,0.08290,0.08850,,0.08850,-0.00560,-0.04840,-0.05400,-0.05400,-0.05400,,-0.05400,-0.00560,-0.00560,0.29850,0.29850,-0.14990,-0.14990,0.23370,,-0.55500,10.21220,-0.68780,-0.68780,-6.65210,-6.65210,1.40200,,8.27060,10.88190,2.84370,2.84370,-9.32600,2.84370,-36.42900,2.1088,2.1088
2018-03-31,0.78610,0.79320,-0.00710,0.13550,,0.13550,-0.14260,-0.04160,-0.18430,-0.18430,-0.18430,,-0.18430,-0.14260,-0.14260,0.29850,0.29850,-0.59970,-0.59970,0.44460,,0.04740,-0.90590,-18.14480,-18.14480,-23.43970,-23.43970,0.11580,,2.99560,30.04410,-3.23660,50.30790,-2.71480,-3.23660,109.17630,0.01860,0.01860
2017-12-31,-0.93300,,-0.93300,-1.92580,-0.41680,,1.23610,,1.23650,1.23650,1.23650,-6.07910,-4.84260,1.25520,1.23610,0.03750,0.03750,-114.26970,-114.26970,0.40410,,0.03690,29.24940,-132.48940,-132.48940,-132.53220,519.02870,-0.09560,,,,15.20120,15.72690,12.67550,15.20120,183.11740,-33.5923,-33.5923
2017-09-30,0.04030,,0.04030,0.51210,-0.21830,,-0.69020,,-0.69020,-0.69020,-0.69020,-1.77190,-2.46210,-0.94740,-0.69020,0.03760,0.03760,-65.55660,-65.55660,1.17920,,0.00950,100.00000,-1712.88300,-1712.88300,-1712.88300,-6110.37600,0.00290,,0.09570,940.57410,-5.59590,-166.60590,-5.04420,-5.59590,286.43530,-27.8669,-27.8669
2017-06-30,0.35860,0.18950,0.16910,1.25050,-0.26620,1.51670,-1.34760,,-1.34760,-1.34760,-1.34760,-0.95650,-2.30410,-1.57350,-1.34760,0.03340,0.03340,-68.40690,-68.40690,1.68720,,,47.14420,-375.79550,-375.79550,-375.79550,-642.52310,0.02690,,1.11800,80.50200,-10.86710,-165.13000,-10.12610,-10.86710,340.64640,-55.6625,-53.8886
2017-03-31,0.75480,0.47060,0.28430,2.22540,-0.42830,2.65370,-2.36940,-0.00040,-2.36980,-2.36980,-2.36980,,-2.36980,-1.82910,-2.36940,0.03280,0.03280,-71.25720,-71.25720,4.52890,,,37.65860,-313.90300,-313.90300,-313.95580,-313.95580,0.05400,,3.80130,23.67630,-17.84790,-89.07480,-16.94280,-17.84790,402.44570,-38.33190,-40.10580
2016-12-31,,,,1.44320,-0.26110,,-2.08880,,-1.50070,-0.74500,-0.74500,,-0.74500,-2.08880,-1.49730,0.01940,0.01940,-31.35310,-31.35310,16.95650,,,,,,,,,,,,-5.43360,-15.98900,-5.32320,-5.43360,433.19020,-57.6284,-63.3901
2016-09-30,,,,0.35780,-0.23760,,-0.59540,,-0.59540,-0.59540,-0.59540,,-0.59540,-0.59540,-0.59540,0.01860,0.01860,-31.35320,-31.35320,4.70180,,,,,,,,,,,,-4.66960,-14.58960,-4.29990,-4.66960,428.58120,-33.3379,-33.3379
2016-06-30,,,,2.62230,-0.08000,,-2.70230,,-2.70230,-2.70230,-2.70230,,-2.70230,-2.70230,-2.70230,0.01860,0.01860,-145.36460,-145.36460,,,,,,,,,,,,,,,,,,-6.6412,-6.6412
2016-03-31,,,,0.01430,-0.10240,,-0.11670,,-0.11670,-0.11670,-0.11670,,-0.11670,-0.11670,-0.11670,0.01860,0.01860,-5.70060,-5.70060,,,,,,,,,,,,,,,,,,-6.58550,-6.58550
2015-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,10.8428,10.8428
2015-09-30,,,,0.02000,-0.05650,,-0.07650,,-0.07650,-0.07650,-0.07650,,-0.07650,-0.07650,-0.07650,0.01860,0.01860,-2.85030,-2.85030,,,,,,,,,,,,,,,,,,-10.8428,-10.8428
