Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,10.45800,8.81400,1.64400,0.58000,1.76500,-0.12100,-1.46300,-1.58400,-0.71100,-0.87300,-0.87300,,-0.46600,1.03900,-0.12100,2.23090,2.23090,-0.21000,-0.21000,1.68910,-2.46710,-1.15700,-1.15700,-15.14630,-4.45590,0.07860,1.10170,1.10170,-0.65610,-0.75910,-35.32480,-2.1699,-2.9445
2021-12-31,10.21400,8.75500,1.45900,0.57600,1.71100,-0.25200,-2.90700,-3.15900,-0.91600,-2.24300,-2.24300,,-2.00300,0.85900,-0.25200,2.20410,2.54170,-0.91000,-0.91000,1.67290,-2.51570,-2.46720,-2.46720,-30.92810,-19.61030,0.07640,2.86360,2.86360,-1.67840,-1.92680,-35.78300,-2.7818,-3.3549
2021-09-30,10.92100,8.40700,2.51400,0.81000,1.95800,0.55600,-4.57700,-4.02100,-1.11500,-2.90600,-2.90600,,-2.16100,1.66800,0.55600,2.22290,2.56050,-0.97000,-0.97000,1.67570,-2.56140,5.09110,5.09110,-36.81900,-19.78760,0.08160,3.89720,3.89720,-2.17120,-2.63330,-33.56790,0.97520,0.79440
2021-06-30,8.71900,5.59300,3.12600,0.57800,1.71800,1.40800,4.99500,6.40300,1.01300,5.39000,5.39000,,4.81400,2.48800,1.40800,2.22290,2.56050,2.23000,1.89000,1.63710,-2.65980,16.14860,16.14870,73.43730,55.21280,0.06210,-7.56640,-7.56640,3.84050,4.82020,-32.04500,1.592,0.6435
2021-03-31,6.36700,6.03300,0.33400,0.60500,1.73200,-1.39800,3.67700,2.27900,0.88000,1.39900,1.39900,,1.11000,-0.32600,-1.39800,2.26710,2.60470,0.49000,0.43000,1.61920,-2.68850,-21.95700,-21.95700,35.79390,17.43360,0.04440,-1.95380,-1.95380,0.97630,1.20970,-31.81270,-9.3346,-4.0147
2020-12-31,6.66300,7.23300,-0.57000,0.56000,1.74100,-2.31100,0.98300,-1.32800,-0.26500,-1.06300,-1.06300,,-0.06500,-1.19700,-2.31100,2.28320,,-0.03000,0.00000,1.61320,-2.64060,-34.68410,-34.68410,-19.93100,-0.97550,0.04810,1.50280,1.50280,-0.76730,-0.92160,-31.01140,3.0551,-2.5824
2020-09-30,6.90900,6.92100,-0.01200,1.36600,2.55700,-2.56900,9.36300,6.79400,1.97500,4.81900,4.81900,,4.55000,-1.42300,-2.56900,2.28760,2.62160,1.99000,1.74000,1.61580,-2.62840,-37.18340,-37.18340,98.33550,65.85610,0.05340,-6.92750,-6.92750,3.72490,4.26580,-30.45670,-3.05510,2.58240
2020-06-30,5.11500,6.13600,-1.02100,0.63900,1.85000,-2.87100,-2.28800,-5.15900,-2.10500,-3.05400,-3.05400,,-1.78500,-1.75000,-2.87100,2.30010,2.62330,-0.78000,-1.86000,1.66250,-2.51330,-56.12900,-56.12900,-100.86020,-34.89740,0.03930,4.11330,4.11330,-2.34530,-2.72520,-32.43640,-1.3167,-2.2087
2020-03-31,15.01600,12.13100,2.88500,0.89000,2.10600,0.77900,-4.89800,-4.11900,-1.06000,-3.05900,-3.05900,,-2.58000,1.95600,0.77900,2.29810,0.00000,-1.12000,0.00000,1.66390,-2.50640,5.18780,5.18780,-27.43070,-17.18170,0.12610,4.30440,4.30450,-2.56950,-2.85750,-31.00610,-0.9225,-0.3756
2019-12-31,18.74000,13.81900,4.92100,0.58100,1.81300,3.10800,-2.57900,0.52900,0.14900,0.38000,0.38000,,0.24800,4.30100,3.10800,2.30270,2.63310,0.11000,0.09000,1.61030,-2.63880,16.58480,16.58480,2.82280,1.32340,0.14850,-0.56020,-0.56020,0.30110,0.34190,-29.49920,-0.1196,-0.4301
2019-09-30,19.14600,13.29800,5.84800,0.76000,1.97300,3.87500,-3.00900,0.86600,0.22200,0.64400,0.64400,,0.33600,5.09900,3.87500,2.30940,2.63980,0.15000,0.13000,1.60720,-2.66170,20.23920,20.23920,4.52310,1.75490,0.14740,-0.94700,-0.94700,0.49590,0.57500,-29.50690,1.04210,0.80570
2019-06-30,18.30200,12.92300,5.37900,0.55700,1.78200,3.59700,-3.19600,0.40100,-1.07200,1.47300,1.47300,,0.80300,4.74800,3.59700,2.32820,2.65860,0.35000,-0.09000,1.63540,-2.59180,19.65360,19.65360,2.19100,4.38750,0.13980,-2.15260,-2.15260,1.12550,1.36770,-29.62340,2.348,2.0912
2019-03-31,19.21300,13.42900,5.78400,0.66700,1.88500,3.89900,-2.06300,1.83600,0.50100,1.33500,1.33500,,1.05100,5.06400,3.89900,2.32920,2.65960,0.45000,0.40000,1.61150,-2.64560,20.29350,20.29350,9.55600,5.47030,0.15100,-1.93170,-1.93170,1.04890,1.18120,-29.69960,3.0192,2.4372
2018-12-31,17.74900,13.10200,4.64700,0.47900,1.72800,2.91900,-4.48100,-1.56200,-0.44000,-1.12200,-1.12200,,-1.02700,4.15000,2.91900,2.32700,0.00000,-0.44000,0.00000,1.62560,-2.59840,16.44600,16.44600,-8.80050,-5.78620,0.14150,1.59420,1.59420,-0.89470,-0.99740,-30.20640,-1.5071,-1.3208
2018-09-30,19.48900,12.82200,6.66700,0.64300,1.88600,4.78100,-2.94300,1.83800,0.71000,1.12800,1.12800,,0.63000,6.01100,4.78100,2.33340,2.65140,0.27000,0.24000,1.60110,-2.68770,24.53180,24.53180,9.43100,3.23260,0.14610,-1.63460,-1.63460,0.84530,0.98260,-29.62950,1.50710,1.32080
2018-06-30,18.68100,8.19800,10.48300,0.66400,-2.11900,12.60200,-2.14000,10.46200,2.62600,7.83600,7.83600,,5.17000,13.53800,12.60200,2.35450,2.67250,2.19000,2.01000,1.61180,-2.66230,67.45890,67.45890,56.00340,27.67520,0.14190,-11.19960,-11.19960,5.95080,6.85160,-29.97730,2.4745,2.4635
2018-03-31,17.97200,12.41600,5.55600,0.82800,2.08800,3.46800,-2.67800,0.79000,0.01100,0.77900,0.77900,,0.52800,4.71100,3.46800,2.35300,2.67100,0.22000,0.20000,1.72810,-2.38480,19.29670,19.29670,4.39570,2.93790,0.14670,-1.00630,-1.00630,0.63600,0.73270,-32.93990,0.9673,0.9148
2017-12-31,16.81200,12.84500,3.96700,0.73000,1.99700,1.97000,-4.13300,-2.16300,0.34400,-2.50700,-2.50700,,-1.20500,3.26500,1.97000,2.37100,2.37100,-0.51000,-0.51000,1.73380,-2.38940,11.71780,11.71780,-12.86580,-7.16750,0.13330,3.20970,3.20970,-1.98730,-2.35510,-33.16510,0.2266,0.0702
2017-09-30,18.11400,12.48400,5.63000,0.83100,2.10500,3.52500,-3.74500,-0.22000,0.07500,-0.29500,-0.29500,,-0.41200,4.82700,3.52500,2.37180,2.37180,-0.17000,-0.17000,1.68840,-2.49840,19.46010,19.46010,-1.21450,-2.27450,0.13830,0.39050,0.39050,-0.22520,-0.26880,-32.01310,0.61520,0.48190
2017-06-30,17.10100,10.51700,6.58400,0.73900,4.05300,2.53100,-3.48800,-0.95700,0.13500,-1.09200,-1.09200,,-0.98100,3.94300,2.53100,2.37180,2.37180,-0.42000,-0.40000,1.68030,-2.51910,14.80030,14.80030,-5.59620,-5.73650,0.12840,1.44990,1.44990,-0.81980,-0.98640,-31.91440,-0.2528,-0.3742
2017-03-31,17.20800,12.06400,5.14400,0.75200,2.00700,3.13700,-3.14800,-0.01100,0.15900,-0.17000,-0.17000,,-0.14700,4.47600,3.13700,2.36440,2.36440,-0.06000,-0.06000,1.65500,-2.55120,18.22990,18.22990,-0.06390,-0.85430,0.12820,0.22930,0.22930,-0.12660,-0.15020,-31.37830,1.8491,1.8556
2016-12-31,16.44200,11.36500,5.07700,0.60200,1.97200,3.10500,-5.93900,-2.83400,-0.82500,-2.00900,-2.00900,,-1.71600,4.47500,3.10500,2.37570,2.37570,-0.72000,-0.72000,1.65610,-2.53820,18.88460,18.88460,-17.23640,-10.43670,0.12380,2.71840,2.71840,-1.51290,-1.78350,-31.22060,1.1238,1.0373
2016-09-30,18.25400,12.06300,6.19100,0.72800,1.96800,4.22300,-1.57600,2.64700,1.05200,1.59500,1.59500,,1.19100,5.49100,4.22300,2.38170,2.46930,0.50000,0.48000,1.61110,-2.65180,23.13470,23.13470,14.50090,6.52460,0.13270,-2.22830,-2.22830,1.15930,1.36180,-30.05380,-0.06640,-0.37220
2016-06-30,18.85300,19.39100,-0.53800,0.69700,-3.24200,2.70400,-3.05300,-0.34900,0.16300,-0.51200,-0.51200,,-0.39600,4.00100,2.70400,2.38410,2.38410,-0.17000,-0.16000,1.63930,-2.56650,14.34250,14.34260,-1.85120,-2.10050,0.13990,0.69900,0.69900,-0.38000,-0.44680,-30.76310,3.4343,3.1476
2016-03-31,18.06600,13.42800,4.63800,0.63100,7.19500,-2.55700,-3.96400,-6.52100,-2.18300,-4.33800,-4.33800,,-2.91400,-1.14500,-2.55700,2.38310,2.38310,-1.22000,-1.22000,1.61010,-2.64040,-14.15370,-14.15370,-36.09540,-16.12980,0.13190,5.95820,5.95820,-3.16710,-3.63500,-30.56550,-1.0026,-1.3109
2015-12-31,17.25900,13.68400,3.57500,0.58500,1.87000,1.70500,-9.37300,-7.66800,-2.53800,-5.13000,-5.13000,,-4.29500,2.99000,1.70500,2.38430,2.38430,-1.80000,-1.80000,1.57500,-2.73930,9.87890,9.87890,-44.42900,-24.88560,0.12670,7.50720,7.50720,-3.76710,-4.31640,-28.66360,-0.3706,-1.183
2015-09-30,18.72000,12.92900,5.79100,0.80900,2.04500,3.74600,-2.41500,1.33100,0.61800,0.71300,0.71300,,0.46900,4.98200,3.74600,2.38730,2.48560,0.20000,0.19000,1.50880,-2.96530,20.01070,20.01070,7.11000,2.50530,0.13380,-1.12660,-1.12660,0.50970,0.57320,-26.53670,1.70220,0.28040
2015-06-30,17.50400,13.10600,4.39800,0.50200,1.72900,2.66900,-3.02700,-0.35800,0.07500,-0.43300,-0.43300,,-0.34700,3.89600,2.66900,2.38450,2.43270,-0.16000,-0.15000,1.51520,-2.94130,15.24790,15.24800,-2.04520,-1.98240,0.12200,0.67690,0.67690,-0.30190,-0.34870,-26.81140,-0.1103,-0.5904
2015-03-31,18.13200,13.94400,4.18800,0.61600,1.87400,2.31400,4.61800,6.93200,2.93000,4.00200,4.00200,,4.34100,3.57200,2.31400,2.38300,2.42400,1.83000,1.80000,1.52830,-2.89290,12.76200,12.76200,38.23080,23.94110,0.12510,-6.28870,-6.28870,2.76180,3.32220,-26.70500,1.0215,6.3781
2014-12-31,18.07400,14.22500,3.84900,0.96000,2.19200,1.65700,-2.28200,-0.62500,-0.01700,-0.60800,-0.60800,,-0.28900,2.88900,1.65700,2.38600,2.38600,-0.12000,-0.12000,1.54890,-2.83030,9.16790,9.16790,-3.45800,-1.59900,0.12320,0.89740,0.89740,-0.41460,-0.49260,-28.43010,-0.6266,0.0293
2014-09-30,19.02700,13.97800,5.04900,0.78100,2.00700,3.04200,-4.18700,-1.14500,-0.24100,-0.90400,-0.90400,,-0.76300,4.26800,3.04200,2.38600,2.38600,-0.32000,-0.32000,1.53700,-2.90010,15.98780,15.98780,-6.01780,-4.01010,0.11490,1.34500,1.34500,-0.54570,-0.72230,-28.16890,-0.35120,-0.98990
2014-06-30,17.60700,15.59800,2.00900,0.77000,-0.51300,2.52200,-2.60300,-0.08100,-1.37300,1.29200,1.29200,,0.83200,3.74700,2.52200,2.36900,2.36900,0.35000,0.35000,1.52880,-2.89380,14.32380,14.32380,-0.46000,4.72540,0.10640,-1.93900,-1.93900,0.78090,1.02530,-27.97310,1.0934,0.4416
2014-03-31,15.87300,10.62000,5.25300,0.58100,3.50500,1.74800,-2.48900,-0.74100,-0.17700,-0.56400,-0.56400,,-0.33500,2.77800,1.74800,2.37000,2.37000,-0.14000,-0.14000,1.55950,-2.78720,11.01240,11.01240,-4.66830,-2.11050,0.09790,0.82760,0.82760,-0.34800,-0.46310,-28.75530,0.1788,-0.1396
2013-12-31,16.43200,11.75900,4.67300,1.56800,10.14700,-5.47400,-6.17100,-11.64500,-2.47700,-9.16800,-9.16800,,-5.47100,-4.19000,-5.47400,2.36800,2.36800,-2.31000,-2.31000,1.55100,-2.84970,-33.31310,-33.31310,-70.86780,-33.29480,0.09860,13.54430,13.54430,-5.49980,-7.46310,-28.56080,-0.6748,-1.0004
2013-09-30,17.38300,11.81000,5.57300,0.52700,1.71100,3.86200,-1.71000,2.15200,0.46000,1.69200,1.69200,,0.28200,5.04600,3.86200,2.36600,2.41000,0.12000,0.12000,0.95470,21.83050,22.21710,22.21710,12.37990,1.62230,0.11900,30.32260,30.32260,1.15840,1.37220,2.35840,0.78880,0.38220
2013-06-30,16.80100,12.57900,4.22200,0.36500,1.52100,2.70100,-1.98500,0.71600,0.00700,0.70900,0.70900,,0.07500,3.85700,2.70100,2.35500,2.40700,0.03000,0.04000,0.96930,32.27210,16.07640,16.07640,4.26170,0.44640,0.11610,18.89660,18.89660,0.49000,0.57990,1.58850,0.8847,0.6067
2013-03-31,14.37900,11.66400,2.71500,0.54900,1.69300,1.02200,-1.56600,-0.54400,-0.06000,-0.48400,-0.48400,,-0.19900,2.16600,1.02200,2.35520,2.35520,-0.08000,-0.08000,0.97540,39.81110,7.10760,7.10760,-3.78330,-1.38400,0.09950,-16.12260,-16.12250,-0.33490,-0.39740,1.27470,0.7973,0.1627
2012-12-31,15.04800,11.59500,3.45300,0.47200,1.61700,1.83600,-3.69100,-1.85500,-0.56800,-1.28700,-1.28700,,-1.18000,2.98100,1.83600,2.35500,2.35500,-0.50000,-0.50000,0.97090,33.45720,12.20100,12.20100,-12.32720,-7.84160,0.10430,-35.87960,-35.87950,-0.89230,-1.04270,1.52310,-0.008,-0.6758
2012-09-30,15.81100,11.32600,4.48500,0.56300,1.69500,2.79000,-0.72900,2.06100,0.37400,1.68700,1.68700,,0.58900,3.92200,2.79000,2.35100,2.40400,0.25000,0.24000,0.95590,22.08170,17.64600,17.64600,13.03520,3.72530,0.10670,30.96550,30.96550,1.13880,1.36480,2.31730,0.22800,-0.44180
2012-06-30,14.44700,10.86400,3.58300,0.44400,1.57300,2.01000,-2.59700,-0.58700,-0.19800,-0.38900,-0.38900,-0.11800,-0.77200,3.15200,2.01000,2.39000,2.39000,-0.32000,-0.30000,0.97030,32.84380,13.91290,13.91290,-4.06310,-5.34370,0.10330,-10.84780,-10.84780,-0.27820,-0.32250,1.52730,1.1334,0.8479
2012-03-31,13.80300,10.58500,3.21800,0.50200,1.61700,1.60100,-0.55200,1.04900,0.28700,0.76200,0.76200,1.00200,1.51900,2.71600,1.60100,2.40480,2.47620,0.63000,0.61000,0.96720,29.86640,11.59890,11.59890,7.59980,11.00490,0.09320,19.02620,19.02630,0.51460,0.62460,1.70790,-0.6191,0.8605
2011-12-31,14.02200,9.84700,4.17500,0.41000,1.50900,2.66600,-1.96500,0.70100,-0.00900,0.71000,0.71000,0.01700,0.00100,3.77700,2.66600,2.41450,2.48930,0.00000,0.00000,0.97080,33.34460,19.01300,19.01300,4.99930,0.00710,0.09650,19.58620,19.58620,0.48840,0.57220,1.50170,0.7789,0.3501
2011-09-30,14.72700,10.05400,4.67300,0.48800,1.59100,3.08200,-7.29800,-4.21600,-1.56100,-2.65500,-2.65500,,-3.07500,4.18500,3.08200,2.40420,2.40420,-1.28000,-1.28000,0.96880,31.16990,20.92760,20.92760,-28.62770,-20.88000,0.10500,-68.97900,-68.97900,-1.89260,-2.15100,1.59580,0.89220,0.54530
2011-06-30,12.42900,9.77300,2.65600,0.49700,2.30300,0.35300,-3.30100,-2.94800,-1.22200,-1.72600,-1.72600,0.11700,-1.47700,2.14000,0.35300,2.41120,2.50690,-0.59000,-0.58000,0.94880,18.62140,2.84010,2.84010,-23.71870,-11.88350,0.08050,-26.54570,-26.54570,-1.11810,-1.36010,2.71140,1.8248,-0.0301
2011-03-31,11.73500,8.98500,2.75000,0.50800,1.52200,1.22800,-1.95300,-0.72500,-0.17400,-0.55100,-0.55100,1.98100,1.61700,2.25500,1.22800,2.41560,2.41560,0.67000,0.67000,0.93660,14.80410,10.46440,10.46440,-6.17810,13.77930,0.07550,-6.79160,-6.79160,-0.35440,-0.43050,3.38750,-0.453,1.4143
2010-12-31,12.70200,8.76200,3.94000,0.40000,2.11900,1.82100,13.71700,15.53800,5.00200,10.53600,10.53600,0.01000,8.60200,3.55400,1.82100,2.42410,2.53280,3.55000,3.40000,0.94320,16.60070,14.33630,14.33630,122.32720,67.72160,0.08120,142.66760,142.66770,6.73300,8.10580,3.04660,-1.3232,-1.6136
2010-09-30,12.98700,9.12800,3.85900,0.47200,2.23600,1.62300,-1.57500,0.04800,0.00200,0.04600,0.04600,0.03000,0.00900,3.38700,1.62300,2.40980,2.48480,0.00000,0.00000,1.02760,-37.67270,12.49710,12.49710,0.36960,0.06930,0.09800,-1.43800,-1.43790,0.03470,0.03970,-1.32080,1.13410,0.72840
2010-06-30,12.83800,9.82800,3.01000,0.39200,2.15900,0.85100,-2.81600,-1.96500,-0.41000,-1.55500,-1.55500,0.02600,-0.91300,2.61800,0.85100,2.38360,2.38360,-0.20000,-0.20000,1.02900,-35.95390,6.62880,6.62880,-15.30610,-7.11170,0.09720,45.95160,45.95150,-1.17690,-1.33380,-1.40880,0.2677,0.2763
2010-03-31,10.56000,8.13200,2.42800,0.49300,2.23500,0.19300,-1.51700,-1.32400,-0.29000,-1.03400,-1.03400,0.03600,-0.22600,1.93500,0.19300,2.37800,2.37800,-0.10000,-0.10000,1.01640,-62.76190,1.82770,1.82770,-12.53790,-2.14020,0.07630,53.63070,53.63090,-0.74690,-0.88060,-0.80370,0.6782,0.4962
2009-12-31,11.44500,8.04200,3.40300,0.45100,2.17800,1.22500,-2.33900,-1.11400,-0.33800,-0.77600,-0.77600,0.05500,-0.47900,2.95200,1.22500,2.39410,2.44390,-0.20000,-0.20000,1.00790,-129.94660,10.70340,10.70340,-9.73350,-4.18520,0.08390,82.90600,82.90560,-0.56920,-0.65210,-0.39100,0.7725,0.4731
2009-09-30,11.57500,8.32200,3.25300,0.47800,2.14700,1.10600,-3.16400,-2.05800,-0.69900,-1.35900,-1.35900,0.03200,-0.93100,2.77500,1.10600,2.34750,2.39730,-0.57000,-0.57000,1.00180,-582.67440,9.55510,9.55510,-17.77970,-8.04320,0.08040,632.09390,632.10380,-0.94430,-1.13720,-0.08980,0.66620,0.51390
2009-06-30,11.33900,8.02100,3.31800,0.44000,2.17000,1.14800,2.55200,3.70000,1.53900,2.16100,2.16100,-0.00300,1.88900,2.87700,1.14800,2.36190,2.36190,0.79000,0.83000,0.99150,118.92690,10.12440,10.12440,32.63070,16.65930,0.07970,207.78850,207.78980,1.51820,1.76240,0.44670,0.2883,0.1791
2009-03-31,10.11600,7.87600,2.24000,0.41900,2.09700,0.14300,-2.81600,-2.67300,-0.69700,-1.97600,-1.97600,0.07600,-1.39400,1.82200,0.14300,2.36190,2.36190,-0.59000,-0.59000,0.96800,30.20250,1.41360,1.41360,-26.42350,-13.78020,0.07110,-49.44950,-49.44940,-1.38950,-1.58480,1.69610,2.1644,1.5843
