Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,1.25680,0.64940,0.60740,0.36430,1.39220,-0.00230,1.75880,-1.15140,0.16520,-0.98620,,-0.98620,-0.98620,,-0.98620,-1.15140,-1.15140,11.05200,11.05200,-0.08000,-0.08000,13.24070,,48.33110,-91.61490,-91.61490,-78.47210,-78.47210,0.02260,4.74250,18.97730,-1.93940,-1.93980,-1.77640,-1.93940,4.60120,-0.3741,-0.381
2021-09-30,1.56420,0.68720,0.87700,0.36570,1.35320,0.00000,1.71890,-0.84190,0.11390,-0.72800,,-0.72800,-0.72800,,-0.72800,-0.84190,-0.84190,11.05200,11.05200,-0.07000,-0.07000,12.28530,,56.06740,-53.82440,-53.82440,-46.54290,-46.54290,0.02760,4.94440,18.20230,,-1.41150,-1.28420,-1.41130,,0,0
2021-06-30,1.22470,0.59170,0.63310,0.37310,1.33740,-0.00210,1.71250,-1.07950,0.24350,-0.83600,,-0.83600,-0.83600,,-0.83600,-1.07950,-1.07950,11.05200,11.05200,-0.08000,-0.08000,13.95420,,51.68910,-88.13940,-88.13940,-68.25780,-68.25780,0.02140,3.65380,24.63210,,-1.59920,-1.46410,-1.59890,,0,0
2021-03-31,1.44630,0.65580,0.79050,0.34590,1.34320,-0.00260,1.69170,-0.90120,0.02640,-0.87480,,-0.87480,-0.87480,,-0.87480,-0.90120,-0.90120,11.05200,11.05200,-0.08000,-0.08000,14.99020,,54.65890,-62.31200,-62.31200,-60.48460,-60.48460,0.02500,4.69750,19.15910,,-1.64260,-1.50960,-1.64220,,0.00000,
2020-12-31,1.41740,0.59920,0.81820,0.32440,1.10000,0.00010,1.42430,-0.60610,0.26650,-0.33960,,-0.33960,-0.33960,,-0.33960,-0.60610,-0.60610,11.05200,11.05200,-0.03000,-0.03000,15.91690,,57.72800,-42.75840,-42.75840,-23.95820,-23.95820,0.02490,5.15420,17.46140,-0.62770,-0.62780,-0.59550,-0.62770,4.89480,-0.1877,-0.1899
2020-09-30,2.02810,0.83170,1.19640,0.34100,1.21060,-0.00220,1.55380,-0.35730,0.10910,-0.24820,,-0.24820,-0.24820,,-0.24820,-0.35730,-0.35730,11.05220,11.05220,-0.02000,-0.02000,13.72990,,58.99040,-17.61930,-17.61930,-12.24010,-12.24010,0.03490,5.65810,15.90650,,-0.45500,-0.42770,-0.45490,,0,0
2020-06-30,1.82550,0.84790,0.97760,0.33270,1.19350,0.00000,1.52620,-0.54860,0.12910,-0.41950,,-0.41950,-0.41950,,-0.41950,-0.54860,-0.54860,11.05220,11.05220,-0.04000,-0.04000,17.19960,,53.55330,-30.05070,-30.05070,-22.97770,-22.97770,0.03140,3.30040,27.26900,,-0.76500,-0.72070,-0.76480,,0,0
2020-03-31,1.60390,0.67720,0.92670,0.32880,1.23490,-0.00300,1.56670,-0.64000,0.35430,-0.28570,,-0.28570,-0.28570,,-0.28570,-0.64000,-0.64000,11.05200,11.05200,-0.03000,-0.03000,15.90140,,57.77840,-39.90300,-39.90300,-17.81270,-17.81270,0.02730,2.70190,33.30990,,-0.51800,-0.48550,-0.51780,,0.00000,
2019-12-31,1.50390,0.47910,1.02480,0.21390,0.99820,-0.12230,1.43450,-0.40960,0.12770,-0.27150,,-0.27150,-0.27150,,-0.27150,-0.40960,-0.40960,11.05200,11.05200,-0.02000,-0.02000,16.43220,,68.14060,-27.23820,-27.23820,-18.05150,-18.05150,0.02540,4.08670,22.02240,-0.48880,-0.48880,-0.45840,-0.48880,5.02570,-0.1418,-0.1461
2019-09-30,1.90830,0.85950,1.04880,0.32640,1.26170,-0.00470,1.59280,-0.54410,0.30220,-0.24190,,-0.24190,-0.24190,,-0.24190,-0.54410,-0.54410,11.05200,11.05200,-0.02000,-0.02000,15.96570,,54.95840,-28.51080,-28.51080,-12.67590,-12.67590,0.03120,1.82000,49.44940,,-0.42720,-0.39600,-0.42660,,0,0
2019-06-30,1.74960,0.98040,0.76910,0.32510,1.55520,-0.01120,1.89150,-1.12240,0.50880,-0.61360,,-0.61360,-0.61360,,-0.61360,-1.12240,-1.12240,11.05200,11.05200,-0.06000,-0.06000,16.85210,,43.96100,-64.15020,-64.15020,-35.06970,-35.06970,0.02860,1.66580,54.02770,,-1.07900,-1.00260,-1.07860,,0,0
2019-03-31,1.48320,0.74490,0.73830,0.32050,1.36200,0.00520,1.67730,-0.93890,0.41730,-0.53210,,-0.53210,-0.53210,,-0.53210,-0.93890,-0.93890,11.05200,11.05200,-0.05000,-0.05000,20.41140,,49.77860,-63.30350,-63.30350,-35.87140,-35.87140,0.02420,1.53750,58.53710,,-0.92360,-0.86730,-0.92310,,0.00000,
2018-12-31,1.61930,0.73940,0.87980,0.21520,1.43750,-0.00440,1.90110,-1.02120,0.52300,-0.50250,,-0.50250,-0.50250,,-0.50250,-1.02120,-1.02120,11.05200,11.05200,-0.04000,-0.04000,18.51360,,54.33520,-63.06680,-63.06680,-31.03050,-31.03050,0.02640,3.09620,29.06820,-0.86380,-0.86430,-0.81780,-0.86380,5.26350,-0.3541,-0.3601
2018-09-30,1.66230,0.96840,0.69390,0.28600,1.88670,-0.00550,2.17830,-1.48440,0.40130,-1.08310,,-1.08310,-1.08310,,-1.08310,-1.48440,-1.48440,11.05200,11.05200,-0.10000,-0.10000,12.10150,,41.74170,-89.29540,-89.29540,-65.15600,-65.15600,0.02620,1.44360,62.34630,,-1.85590,-1.70510,-1.85460,,0,0
2018-06-30,1.65890,0.93040,0.72850,0.30060,1.76350,-0.00660,2.07080,-1.34220,0.58330,-0.75470,,-0.75470,-0.75470,,-0.75470,-1.34220,-1.34220,11.05200,11.05200,-0.07000,-0.07000,13.39070,,43.91390,-80.91080,-80.91080,-45.49100,-45.49100,0.02580,1.64700,54.64630,,-1.26840,-1.17500,-1.26730,,0,0
2018-03-31,2.16050,0.94670,1.21380,0.28920,1.89330,-0.00650,2.18890,-0.97510,0.12240,-0.85280,,-0.85280,-0.85280,,-0.85280,-0.97510,-0.97510,11.05200,11.05200,-0.08000,-0.08000,13.07090,,56.18130,-45.13570,-45.13570,-39.47140,-39.47140,0.03290,2.29700,39.18140,,-1.40560,-1.30030,-1.40540,,0.00000,
2017-12-31,2.02760,1.02050,1.00710,0.23740,1.43050,1.64870,0.01920,0.98800,-1.58920,-0.60130,-1.67060,1.06930,1.07020,,1.07020,0.98800,0.98800,11.05200,11.05200,0.10000,0.10000,12.97760,,49.66990,48.72530,48.72540,-29.65410,52.78100,0.03050,2.69990,33.33480,1.74400,1.74410,1.61140,1.74400,5.55240,-0.1004,-0.1177
2017-09-30,2.30430,0.84690,1.45740,0.26950,1.49800,-0.00450,1.77210,-0.31470,0.18600,-0.12870,0.00000,-0.12870,-0.12870,,-0.12870,-0.31470,-0.31470,11.05200,11.05200,-0.01000,-0.01000,12.76900,,63.24660,-13.65750,-13.65750,-5.58590,-5.58620,0.03440,1.92810,46.67750,,-0.21430,-0.19240,-0.21430,,0,0
2017-06-30,3.11700,1.36600,1.75100,0.28840,2.15740,-0.03920,2.48490,-0.73390,1.63800,0.90410,,0.90410,0.90410,,0.90410,-0.73390,-0.73390,11.05200,11.05200,0.08000,0.08000,8.43910,0.04370,56.17600,-23.54430,-23.54430,29.00590,29.00590,0.04450,1.90310,47.29130,,1.50250,1.29050,1.50230,,0,0
2017-03-31,4.14710,1.86460,2.28250,0.27670,2.43520,,2.71180,-0.42940,-0.32980,-0.75910,-0.00050,-0.75870,-0.75960,,-0.75960,-0.42940,-0.42940,11.05200,11.05200,-0.07000,-0.07000,7.48260,0.04450,55.03840,-10.35360,-10.35360,-18.30540,-18.31640,0.05920,1.88790,47.67180,,-1.28280,-1.08400,-1.28270,,0.00000,
2016-12-31,2.03790,1.05710,0.98080,0.33070,3.12460,-0.51450,5.41280,-4.43200,0.47990,-3.95210,-1.15240,-2.79970,-2.80560,,-2.80260,-4.43200,-4.43200,11.05200,11.05200,-0.26000,-0.26000,7.65530,0.04160,48.12990,-217.48080,-217.48080,-193.93040,-137.52530,0.02900,2.33970,38.46640,-4.70280,-4.70280,-3.98940,-4.70280,5.39790,-0.5147,-0.3831
2016-09-30,2.45750,1.03330,1.42420,0.41870,1.94800,0.00850,2.35820,-0.93400,-1.23920,-2.17320,0.00000,-2.17320,-2.17320,,-2.17320,-0.93400,-0.93400,11.05200,11.05200,-0.20000,-0.20000,7.14730,0.04050,57.95440,-38.00780,-38.00780,-88.43330,-88.43230,0.03300,1.90170,47.32600,,-3.45620,-2.91470,-3.45160,,0,0
2016-06-30,2.06170,1.00410,1.05760,0.16760,2.17350,,2.34110,-1.28350,-0.86570,-2.14920,0.00300,-2.15220,-2.14630,,-2.14930,-1.28350,-1.28350,11.05200,11.05200,-0.19000,-0.19000,6.05420,0.08590,51.29570,-62.25600,-62.25600,-104.24690,-104.24880,0.02620,2.42360,37.13470,,-3.31320,-2.72780,-3.30750,,0,0
2016-03-31,2.41400,1.04360,1.37040,0.12800,1.72490,,1.85280,-0.48250,1.54200,1.05950,0.00050,1.05910,1.05910,,1.05910,-0.48250,-0.48250,11.05200,11.05200,0.10000,0.10000,6.03970,0.09310,56.76970,-19.98590,-19.98590,43.89130,43.87250,0.02980,2.09480,42.96300,1.58750,1.58930,1.30540,1.58750,,0.00000,
2015-12-31,2.35580,1.35130,1.00450,0.19060,3.26630,-0.89340,8.54230,-7.53780,-1.42010,-8.95780,-0.40040,-8.55750,-8.55720,,-8.55780,-7.53780,-7.53780,11.05200,11.05200,-0.74000,-0.74000,5.52570,0.09230,42.63830,-319.96390,-319.96400,-380.24250,-363.26070,0.02900,1.89070,47.60130,-12.96730,-12.98460,-10.53910,-12.96730,5.97100,-1.5242,-1.5364
2015-09-30,2.00550,2.60340,-0.59790,0.15160,3.64710,-0.84300,4.64180,-5.23970,4.99160,-0.24810,-0.00010,-0.24800,-0.24820,,-0.30130,-5.23970,-5.23970,11.05200,11.05200,-0.03000,-0.03000,6.36160,0.07770,-29.81080,-261.26100,-261.26100,-12.37120,-15.02570,0.02270,1.89830,47.41200,-0.33390,-0.33450,-0.28050,-0.33390,,0,0
2015-06-30,2.72760,2.51060,0.21700,0.16410,3.52760,-0.32660,4.01830,-3.80130,5.13740,1.33610,-0.00020,1.33630,1.33630,,1.37680,-3.80130,-3.80130,11.05230,11.05240,0.10000,0.10000,5.67340,0.05930,7.95510,-139.36600,-139.36600,48.98660,50.47860,0.02990,1.46440,61.45770,1.74640,1.75110,1.46490,1.74640,,0,0
2015-03-31,3.16210,2.42370,0.73840,0.18170,3.97300,,4.15460,-3.41630,8.58410,5.16780,-0.01340,5.18110,5.18110,,5.23930,-3.41630,-3.41630,11.05200,11.05200,0.47000,0.47000,3.22410,0.25160,23.35170,-108.03820,-108.03820,163.42990,165.69050,0.02900,0.61550,146.21590,6.58100,6.60310,4.75940,6.58100,,0.00000,
2014-12-31,2.66000,2.75500,-0.09500,0.24000,2.64100,,4.25500,-4.35000,9.70990,5.38000,-0.01270,5.39270,5.43500,0.00000,5.43500,-2.84000,-4.35000,11.05200,11.05700,0.50000,0.50000,3.33460,0.23590,-3.00750,-163.53380,-163.53380,202.25560,204.32330,0.02460,2.04930,43.91730,6.87720,6.89660,5.01830,6.87720,7.15070,-0.9795,-1.0175
2014-09-30,2.47250,2.26730,0.20520,0.19770,3.63860,0.00000,3.83630,-3.63110,-1.24990,-4.88100,-0.00010,-4.88090,-4.88090,,-4.83890,-3.63110,-3.63110,11.05230,11.05230,-0.45000,-0.45000,2.40070,0.24660,8.29970,-146.86070,-146.86070,-197.41280,-195.71050,0.02280,0.60780,148.06300,-6.20620,-6.25330,-4.50760,-6.20620,,0,0
2014-06-30,2.47080,1.65220,0.81860,0.22750,3.53640,0.00000,3.76400,-2.94540,0.15730,-2.78810,-0.06080,-2.72720,-2.72720,,-2.67670,-2.94540,-2.94540,10.78030,10.78030,-0.25000,-0.25000,2.50420,0.22730,33.12940,-119.20660,-119.20660,-112.84120,-108.33310,0.02120,1.51960,59.22440,-3.13750,-3.16980,-2.33500,-3.13750,,0,0
2014-03-31,2.17530,1.16080,1.01450,0.24630,3.33480,0.00000,3.58120,-2.56660,-0.20780,-2.77450,0.00070,-2.77520,-2.77520,,-3.07610,-2.56660,-2.56660,10.24480,10.24480,-0.30000,-0.30000,6.11990,0.04630,46.63860,-117.99000,-117.99000,-127.54350,-141.41010,0.02060,1.59070,56.57790,-3.01480,-3.05300,-2.62530,-3.01480,,0.00000,
2013-12-31,3.38100,2.23400,1.14700,0.50000,2.09000,,35.64700,-34.50000,4.33500,-30.14200,0.07000,-30.21200,-29.93100,-0.43200,-30.36300,-34.50000,-34.50000,10.14400,10.14400,-3.00000,-3.00000,5.61900,0.04940,34.30940,-1020.40800,-1020.40800,-891.51140,-898.04790,0.03270,1.67380,53.77110,,-34.46680,-28.96920,-33.89690,,-0.4239,-0.4426
2013-09-30,3.81000,1.78000,2.03000,0.51000,2.93000,,3.44000,-1.41000,-1.81000,-3.22000,0.00100,-3.22100,-3.22800,0.11600,-3.11200,-1.41000,-1.41000,10.14400,10.14400,-0.30000,-0.30000,7.01070,,53.28080,-37.00790,-37.00790,-84.51440,-81.67980,0.03000,1.22120,73.70080,,-3.85290,-2.53990,-2.80740,,0,0
2013-06-30,3.65400,1.72000,1.93400,0.31000,2.93000,,3.24000,-1.30600,1.41000,0.08000,,0.08000,0.08200,0.00200,0.08400,-1.30600,-1.30600,10.14400,10.36100,0.00000,0.00000,6.72980,,52.54520,-35.74170,-35.74170,2.18940,2.29890,0.02860,1.75670,51.23150,,0.09760,0.06430,0.07110,,0,0
2013-03-31,4.18700,1.85000,2.33700,0.37000,3.23000,,3.60000,-1.26300,-0.13000,-1.40000,-0.01000,-1.39000,-1.38900,0.00000,-1.38900,-1.26300,-1.26300,10.14400,10.14400,-0.15000,-0.15000,4.06400,0.06540,55.64840,-30.16480,-30.16480,-33.43680,-33.17410,0.03060,1.15340,78.02720,,-1.65990,-1.01680,-1.20480,,0.00000,
2012-12-31,4.83300,1.86000,2.97300,0.39000,3.18000,,3.57000,-0.59700,-13.61000,-14.29000,-0.08000,-14.21000,-15.38200,-0.01300,-15.39500,-0.59700,-0.59700,10.14400,10.14400,-1.50000,-1.50000,3.93390,0.06570,60.00410,-12.35260,-12.35260,-295.67550,-318.53920,0.03440,1.71380,52.51400,-13.04670,-18.03490,-10.95660,-13.04780,,-0.7216,-0.7561
2012-09-30,7.19200,2.30000,4.89200,0.33000,5.46000,,5.79000,-0.89800,6.77000,5.86000,0.49000,5.37000,5.85500,0.01400,5.86900,-0.89800,-0.89800,10.14400,10.43300,0.60000,0.55000,4.35840,0.05130,67.85320,-12.48610,-12.48610,81.47940,81.60460,0.04120,1.87290,48.05340,,5.61850,3.35260,3.91850,,0,0
2012-06-30,7.12900,3.27000,3.85900,0.28000,6.11000,,6.39000,-2.53100,0.43000,-2.11000,0.10000,-2.21000,-2.03500,-1.41900,-3.45400,-2.53100,-2.53100,10.14400,10.14400,-0.35000,-0.35000,3.39560,0.06540,54.00480,-35.50290,-35.50290,-29.59740,-48.45000,0.04040,1.81400,49.61430,,-2.02710,-1.15280,-1.42590,,0,0
2012-03-31,8.41200,3.95000,4.46200,0.47000,7.17000,,7.64000,-3.17800,0.81000,-2.38000,0.16000,-2.54000,-2.31000,0.00000,-2.31000,-3.17800,-3.17800,10.14400,10.14400,-0.25000,-0.25000,3.29750,0.06870,52.90060,-37.77940,-37.77940,-28.29290,-27.46080,0.04650,1.37450,65.47790,69.57830,-2.25150,-1.27610,-1.56570,,0.00000,
2011-12-31,7.39400,3.32000,4.07400,0.88000,8.97000,,9.85000,-5.77600,-45.46000,-51.21000,0.04000,-51.25000,-51.29700,-0.00100,-51.29800,-5.77600,-5.77600,10.14800,10.14800,-5.05000,-5.05000,3.33580,0.07600,55.17990,-78.11740,-78.11740,-692.58860,-693.77870,0.03860,1.14640,78.50960,-33.12480,-46.25940,-26.75900,-33.12480,,-1.2259,-1.2899
2011-09-30,7.78200,3.21000,4.57200,0.37000,7.92000,,8.29000,-3.71800,-5.15000,-8.89000,-0.78000,-8.11000,-7.80000,-0.00100,-7.80100,-3.71800,-3.71800,10.65800,10.65800,-0.75000,-0.75000,1.92920,0.06280,58.59680,-47.77690,-47.77690,-114.23800,-100.24420,0.03130,0.55230,162.95300,-3.89730,-5.36230,-3.14220,-3.86430,,0,0
2011-06-30,8.79700,4.11000,4.68700,0.38000,7.93000,,8.31000,-3.62300,-3.20000,-6.84000,0.24000,-7.08000,-6.97600,0.01800,-6.95900,-3.62300,-3.62300,11.18400,11.18400,-0.60000,-0.60000,1.97210,0.06670,53.20000,-41.18450,-41.18450,-77.75380,-79.10650,0.03530,0.84100,107.01380,-3.54980,-5.02160,-2.80160,-3.52060,,0,0
2011-03-31,10.42200,4.66000,5.76200,0.37000,8.07000,,8.44000,-2.67800,-2.24000,-4.93000,0.26000,-5.19000,-5.18900,0.03500,-5.15500,-2.67800,-2.67800,11.25400,11.64500,-0.45000,-0.45000,2.05790,0.05960,55.26770,-25.69560,-25.69560,-47.30380,-49.46270,0.03880,0.87510,102.84970,-2.40720,-3.41180,-1.93220,-2.39000,,0.00000,
2010-12-31,8.90300,6.09000,2.81300,0.56000,10.70000,,11.26000,-8.44700,-35.71000,-44.09000,0.52000,-44.61000,-41.28900,0.03400,-41.25500,-8.44700,-8.44700,11.25200,11.79900,-3.65000,-3.65000,2.15020,0.05730,31.67470,-94.87810,-94.87810,-495.22630,-463.38310,0.03330,0.93720,96.03510,1706.15700,-26.24860,-15.43050,-19.06590,,-0.8306,-1.1408
2010-09-30,7.83200,3.56000,4.27200,0.60000,8.55000,,9.15000,-4.87800,-4.79000,-9.70000,0.07000,-9.77000,-9.99600,0.03600,-9.96000,-4.87800,-4.87800,11.24900,11.90000,-0.90000,-0.90000,2.45470,0.06100,54.39220,-62.28300,-62.28300,-123.85090,-127.17060,0.02570,0.69490,129.50720,-220.17620,-5.55120,-3.27870,-4.07020,,0,0
2010-06-30,10.86400,3.62000,7.24400,2.37000,13.92000,,16.29000,-9.04600,67.91000,58.84000,6.27000,52.57000,52.77700,-0.22800,52.54900,-9.04600,-9.04600,11.14200,12.03400,4.70000,4.35000,2.84000,0.05670,66.64210,-83.26580,-83.26580,541.60530,483.69840,0.03660,2.37210,37.94180,1871.52500,28.49730,17.80420,21.38110,,0,0
2010-03-31,37.08600,7.84000,29.24600,3.77000,21.83000,,25.60000,3.64600,-0.01000,3.61000,0.40000,3.21000,1.28500,0.03100,1.31600,3.64600,3.64600,11.02100,11.83500,0.10000,0.10000,1.49690,0.11830,78.84380,9.83120,9.83120,9.73410,3.54850,0.14030,8.80900,10.21680,44.15810,1.00190,0.48620,0.67160,,0.00000,
2009-12-31,40.25500,8.94000,31.31500,3.80000,31.17000,,34.97000,-3.65500,-54.54000,-58.17100,-0.11700,-58.05400,-51.78800,0.10300,-51.68500,-3.65500,-3.65500,10.92800,11.87200,-4.75000,-4.75000,1.44950,0.12070,77.85370,-9.07960,-9.07960,-144.50630,-128.39400,0.15470,9.53910,9.43490,-27.78920,-42.09720,-19.90470,-27.78920,,0.7269,0.2434
2009-09-30,37.18400,9.49000,27.69400,3.56000,27.40000,,30.96000,-3.26600,0.20000,-3.08000,0.12000,-3.20000,-2.41100,0.04000,-2.37100,-3.26600,-3.26600,10.90800,11.90800,-0.20000,-0.20000,1.52490,0.09300,74.44060,-8.78330,-8.78330,-8.28310,-6.37640,0.11280,2.54340,35.38620,-30.67430,-2.03770,-0.73150,-1.00270,,0,0
2009-06-30,37.72500,9.15000,28.57500,2.89000,25.91000,,28.80000,-0.22500,0.23000,-0.00900,0.00700,-0.01600,0.08800,0.04000,0.12800,-0.22500,-0.22500,10.90200,11.94800,0.00000,0.00000,1.70530,0.06860,75.70580,-0.59640,-0.59640,-0.02390,0.33930,0.11540,2.40290,37.45530,0.03600,0.07080,0.02690,0.03600,,0,0
2009-03-31,44.41700,9.30000,35.11700,3.94000,25.72000,,29.66000,5.45700,0.24000,5.68000,0.50000,5.18000,4.80400,0.03900,4.84300,5.45700,5.45700,10.88000,11.94300,0.45000,0.40000,1.74450,0.06320,79.04630,12.28580,12.28580,12.78790,10.90350,0.13830,3.19320,28.18520,2.06130,4.08090,1.49580,2.06130,,0.00000,
