Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,4720.00000,2788.00000,1932.00000,-31.00000,31.00000,1901.00000,-66.00000,1835.00000,353.00000,1482.00000,1482.00000,,1481.00000,1890.00000,1901.00000,174.15300,176.43400,8.50000,8.39000,0.30840,0.44600,40.27540,40.27540,38.87710,31.37710,0.01290,10.07340,11.45820,0.40500,6.96660,85.58910,2.69790,2.69790
2021-12-31,3089.00000,-250.00000,3339.00000,-31.00000,31.00000,3308.00000,-67.00000,3241.00000,648.00000,2593.00000,2593.00000,,2593.00000,3297.00000,3308.00000,187.36000,189.63800,13.92000,13.78000,0.23360,0.31920,107.08970,107.08970,104.92070,83.94300,0.00800,12.49400,13.66460,0.67010,9.57570,117.12590,-1.7155,-1.7155
2021-09-30,5241.00000,4778.00000,463.00000,-22.00000,22.00000,441.00000,-73.00000,368.00000,50.00000,318.00000,318.00000,,318.00000,431.00000,441.00000,187.27700,189.09100,1.70000,1.68000,0.23000,0.31280,8.41440,8.41440,7.02160,6.06750,0.01390,1.50210,1.63990,0.08430,1.15670,113.76280,1.7731,1.7731
2021-06-30,4851.00000,3993.00000,858.00000,-21.00000,21.00000,837.00000,-65.00000,772.00000,130.00000,642.00000,642.00000,,642.00000,829.00000,837.00000,189.98800,192.20200,3.38000,3.34000,0.22560,0.30510,17.25420,17.25420,15.91420,13.23440,0.01280,2.95240,3.21530,0.16890,2.28640,114.99820,2.1234,2.1234
2021-03-31,4534.00000,4194.00000,340.00000,-13.00000,13.00000,327.00000,-65.00000,262.00000,37.00000,225.00000,225.00000,,225.00000,318.00000,327.00000,191.78000,193.06600,1.17000,1.16000,0.24310,0.33650,7.21220,7.21220,5.77860,4.96250,0.01240,1.14840,1.26300,0.06130,0.86920,102.50120,-3.32530,-3.32530
2020-12-31,4136.00000,3958.00000,178.00000,-22.00000,22.00000,156.00000,-66.00000,90.00000,-53.00000,143.00000,143.00000,,143.00000,147.00000,156.00000,193.61000,194.46500,0.74000,0.89000,0.22740,0.29440,3.77180,3.77180,2.17600,3.45740,0.01130,0.63000,0.68350,0.03910,0.48670,118.02110,1.0005,1.0005
2020-09-30,5361.00000,4815.00000,546.00000,-20.00000,20.00000,526.00000,-66.00000,460.00000,62.00000,398.00000,398.00000,,398.00000,516.00000,526.00000,193.25100,195.35600,2.06000,2.01000,0.23760,0.31160,9.81160,9.81160,8.58050,7.42400,0.01540,1.84700,2.01300,0.11440,1.40820,111.50550,-3.2654,-3.2654
2020-06-30,3517.00000,3580.00000,-63.00000,-14.00000,14.00000,-77.00000,-84.00000,-161.00000,-67.00000,-94.00000,-94.00000,,-94.00000,-88.00000,-77.00000,193.22900,193.77600,-0.49000,-0.49000,0.24520,0.32490,-2.18940,-2.18940,-4.57780,-2.67270,0.01040,-0.45340,-0.49600,-0.02770,-0.34220,107.27720,2.6779,2.6779
2020-03-31,4425.00000,4311.00000,114.00000,-12.00000,12.00000,102.00000,-68.00000,34.00000,-18.00000,52.00000,52.00000,,52.00000,91.00000,102.00000,193.20800,195.02800,0.27000,0.15000,0.28930,0.40710,2.30510,2.30510,0.76840,1.17510,0.01390,0.31370,0.35140,0.01630,0.22300,85.78840,2.33300,2.33300
2019-12-31,4345.00000,5325.00000,-980.00000,-20.00000,20.00000,-1000.00000,1480.00000,480.00000,48.00000,432.00000,432.00000,,432.00000,-1008.00000,-1000.00000,200.60900,202.10500,2.19000,2.20000,0.23560,0.32340,-23.01500,-23.01500,11.04720,9.94250,0.01300,2.19410,2.41190,0.12900,1.67730,100.11240,0.8843,0.8843
2019-09-30,4638.00000,3207.00000,1431.00000,-16.00000,16.00000,1415.00000,-1665.00000,-250.00000,-89.00000,-161.00000,-161.00000,,-161.00000,1407.00000,1415.00000,199.20100,201.56100,-0.81000,-0.83000,0.23280,0.31850,30.50880,30.50880,-5.39030,-3.47130,0.01430,-0.80500,-0.88360,-0.04950,-0.61760,100.83850,-1.5479,-1.5479
2019-06-30,4310.00000,3804.00000,506.00000,-15.00000,15.00000,491.00000,-70.00000,421.00000,58.00000,363.00000,363.00000,,363.00000,484.00000,491.00000,201.49800,202.90600,1.80000,1.79000,0.23350,0.32080,11.39210,11.39210,9.76800,8.42230,0.01340,1.96690,2.17670,0.11260,1.50770,91.91840,-6.1641,-6.1641
2019-03-31,3965.00000,3611.00000,354.00000,-15.00000,15.00000,339.00000,-71.00000,268.00000,16.00000,252.00000,252.00000,,252.00000,331.00000,339.00000,204.29100,205.96200,1.23000,1.22000,0.25340,0.35770,8.54980,8.54980,6.75910,6.35560,0.01260,1.53500,1.72140,0.08020,1.14600,80.87710,-6.46240,-6.46240
2018-12-31,4531.00000,3968.00000,563.00000,-27.00000,27.00000,536.00000,-69.00000,467.00000,68.00000,399.00000,399.00000,,399.00000,528.00000,536.00000,215.93600,219.55200,1.89000,1.82000,0.28920,0.40690,11.82960,11.82960,10.30680,8.80600,0.01520,2.78050,3.17470,0.13380,1.97630,69.70660,4.1169,4.1169
2018-09-30,4264.00000,3645.00000,619.00000,-18.00000,18.00000,601.00000,-69.00000,532.00000,42.00000,490.00000,490.00000,,490.00000,601.00000,601.00000,215.90100,218.46900,2.27000,2.24000,0.27800,0.38510,14.09480,14.09480,12.47660,11.49160,0.01400,3.25150,3.68060,0.16130,2.34740,70.16580,1.881,1.881
2018-06-30,4020.00000,3485.00000,535.00000,-16.00000,16.00000,519.00000,-68.00000,451.00000,66.00000,385.00000,385.00000,,385.00000,519.00000,519.00000,217.99700,221.60500,1.76000,1.70000,0.27740,0.38390,12.91050,12.91050,11.21890,9.57710,0.01350,2.53670,2.86740,0.12880,1.83310,69.84550,2.2221,2.2221
2018-03-31,3609.00000,3068.00000,541.00000,-15.00000,15.00000,526.00000,-91.00000,435.00000,68.00000,367.00000,367.00000,,367.00000,526.00000,526.00000,218.36900,222.28800,1.68000,1.64000,0.26110,0.36900,14.57470,14.57470,12.05320,10.16900,0.01290,2.29590,2.51080,0.13140,1.69650,73.09270,0.62980,0.62980
2017-12-31,3669.00000,3079.00000,590.00000,-10.00000,915.00000,-325.00000,-63.00000,-388.00000,-1203.00000,815.00000,815.00000,,815.00000,-326.00000,-325.00000,222.12900,226.22000,3.70000,3.65000,0.22030,0.30850,-8.85800,-8.85800,-10.57510,22.21310,0.01300,4.70500,5.10840,0.28930,3.66850,79.42590,0.763,0.763
2017-09-30,3511.00000,2928.00000,583.00000,-10.00000,10.00000,573.00000,-63.00000,510.00000,92.00000,418.00000,418.00000,,418.00000,573.00000,573.00000,220.81400,223.87200,1.89000,1.87000,0.23100,0.32790,16.32010,16.32010,14.52580,11.90540,0.01270,2.56220,2.97700,0.15100,1.97040,74.30820,1.8317,1.8317
2017-06-30,3577.00000,2967.00000,610.00000,-14.00000,14.00000,596.00000,-63.00000,533.00000,122.00000,411.00000,411.00000,,411.00000,592.00000,596.00000,223.55500,227.31400,1.84000,1.81000,0.23450,0.33450,16.66200,16.66200,14.90080,11.49010,0.01320,2.56940,2.99500,0.15130,1.96680,71.97720,0.4149,0.4149
2017-03-31,3500.00000,2952.00000,548.00000,-9.00000,9.00000,539.00000,-64.00000,475.00000,40.00000,435.00000,435.00000,,435.00000,521.00000,539.00000,225.62000,230.10400,1.93000,1.89000,0.25530,0.35620,15.40000,15.40000,13.57140,12.42860,0.01310,2.90520,3.42520,0.16260,2.16350,66.57980,0.47370,0.47370
2016-12-31,3255.00000,2921.00000,334.00000,,8.00000,326.00000,-129.00000,197.00000,8.00000,189.00000,189.00000,,189.00000,308.00000,326.00000,234.18200,236.83000,0.83000,0.85000,0.26960,0.36920,10.01540,10.01540,6.05220,5.80650,0.01240,1.30540,1.54850,0.07220,0.95340,63.96710,2.4607,2.4607
2016-09-30,3525.00000,2847.00000,678.00000,,0.00000,678.00000,-66.00000,612.00000,145.00000,467.00000,467.00000,,467.00000,660.00000,678.00000,231.04100,233.66200,2.02000,2.00000,0.25060,0.34960,19.23400,19.23400,17.36170,13.24820,0.01320,2.86100,3.32380,0.17520,2.14420,71.42640,0.6759,0.6759
2016-06-30,3307.00000,2825.00000,482.00000,,0.00000,482.00000,-68.00000,414.00000,89.00000,325.00000,325.00000,,325.00000,463.00000,482.00000,236.46300,239.89700,1.37000,1.35000,0.25540,0.35870,14.57510,14.57510,12.51890,9.82760,0.01260,2.04150,2.38150,0.12360,1.52010,68.38930,1.0184,1.0184
2016-03-31,3243.00000,2940.00000,303.00000,,0.00000,303.00000,-68.00000,235.00000,24.00000,211.00000,211.00000,,211.00000,285.00000,303.00000,241.67600,245.09600,0.87000,0.83000,0.27820,0.38550,9.34320,9.34320,7.24640,6.50630,0.01270,1.43950,1.70370,0.08250,1.03900,61.32930,1.21590,1.21590
2015-12-31,3171.00000,2752.00000,419.00000,,0.00000,419.00000,-68.00000,351.00000,68.00000,283.00000,283.00000,,283.00000,400.00000,419.00000,250.62900,254.93800,1.15000,1.14000,0.28970,0.40780,13.21350,13.21350,11.06910,8.92460,0.01260,2.07830,2.49470,0.11230,1.47630,55.84490,2.9256,2.9256
2015-09-30,3716.00000,3381.00000,335.00000,,0.00000,335.00000,-67.00000,268.00000,41.00000,227.00000,227.00000,,227.00000,317.00000,335.00000,249.22800,253.21100,0.91000,0.87000,0.28010,0.38910,9.01510,9.01510,7.21210,6.10870,0.01490,1.57630,1.87170,0.09100,1.13470,58.19410,3.5915,3.5915
2015-06-30,3381.00000,2863.00000,518.00000,,0.00000,518.00000,-69.00000,449.00000,105.00000,344.00000,344.00000,,344.00000,499.00000,518.00000,251.84900,255.14000,1.37000,1.35000,0.27330,0.37610,15.32090,15.32090,13.28010,10.17450,0.01320,2.34030,2.76840,0.13480,1.70060,58.58070,1.1451,1.1451
2015-03-31,3304.00000,2874.00000,430.00000,,0.00000,430.00000,-68.00000,362.00000,62.00000,300.00000,300.00000,,300.00000,412.00000,430.00000,255.49600,260.56200,1.17000,1.15000,0.25750,0.36230,13.01450,13.01450,10.95640,9.07990,0.01280,1.84920,2.15050,0.11610,1.37300,64.14050,1.13600,1.13600
2014-12-31,3685.00000,3187.00000,498.00000,,0.00000,498.00000,-66.00000,432.00000,84.00000,348.00000,348.00000,,349.00000,479.00000,498.00000,260.87800,267.96400,1.35000,1.33000,0.25080,0.35070,13.51430,13.51430,11.72320,9.47080,0.01450,2.21090,2.58410,0.13730,1.65640,61.35230,5.3222,5.3222
2014-09-30,3411.00000,2743.00000,668.00000,,0.00000,668.00000,-67.00000,601.00000,162.00000,439.00000,439.00000,,439.00000,650.00000,668.00000,260.37200,266.78500,1.69000,1.65000,0.25130,0.35180,19.58370,19.58370,17.61950,12.87010,0.01370,2.84110,3.33110,0.17670,2.12710,59.47970,2.7249,2.7249
2014-06-30,3282.00000,2678.00000,604.00000,,0.00000,604.00000,-67.00000,537.00000,139.00000,398.00000,398.00000,,398.00000,586.00000,604.00000,262.27200,268.93600,1.52000,1.48000,0.25070,0.35080,18.40340,18.40340,16.36200,12.12680,0.01320,2.57590,3.02020,0.15980,1.93010,59.23740,0.413,0.413
2014-03-31,3176.00000,2682.00000,494.00000,,0.00000,494.00000,-67.00000,427.00000,98.00000,329.00000,329.00000,,329.00000,475.00000,494.00000,262.73900,272.11500,1.25000,1.21000,0.27080,0.37140,15.55420,15.55420,13.44460,10.35890,0.01310,2.27120,2.69390,0.13600,1.65610,54.93740,0.96650,0.96650
2013-12-31,3122.00000,2587.00000,535.00000,,0.00000,535.00000,-69.00000,466.00000,115.00000,351.00000,351.00000,,351.00000,517.00000,535.00000,265.63100,275.14900,1.32000,1.28000,0.28340,0.43270,17.13650,17.13650,14.92630,11.24280,0.01320,2.60930,3.13980,0.14810,1.86980,51.16830,1.0624,1.0624
2013-09-30,3009.00000,2500.00000,509.00000,,0.00000,509.00000,-67.00000,442.00000,105.00000,337.00000,337.00000,,337.00000,490.00000,509.00000,263.54600,273.69400,1.28000,1.23000,0.28610,0.43830,16.91590,16.91590,14.68930,11.19970,0.01310,2.51700,3.03170,0.14660,1.79700,51.03640,1.642,1.642
2013-06-30,2999.00000,2516.00000,483.00000,,0.00000,483.00000,-65.00000,418.00000,101.00000,317.00000,317.00000,,317.00000,465.00000,483.00000,266.36700,275.65800,1.19000,1.15000,0.27490,0.41720,16.10540,16.10540,13.93800,10.57020,0.01340,2.38040,2.87030,0.14190,1.72590,50.38290,1.1005,1.1005
2013-03-31,2839.00000,2470.00000,369.00000,,0.00000,369.00000,-64.00000,305.00000,66.00000,239.00000,239.00000,,239.00000,350.00000,369.00000,270.26600,278.59200,0.89000,0.86000,0.24750,0.37650,12.99750,12.99750,10.74320,8.41850,0.01270,1.60810,1.89850,0.10650,1.21010,55.36060,-0.90100,-0.90100
2012-12-31,2973.00000,2504.00000,469.00000,,0.00000,469.00000,-69.00000,400.00000,79.00000,321.00000,321.00000,,321.00000,451.00000,469.00000,280.64800,287.59100,1.16000,1.14000,0.26650,0.37660,15.77530,15.77530,13.45440,10.79720,0.01360,2.14390,2.52760,0.14670,1.57260,55.16890,2.0728,2.0728
2012-09-30,2954.00000,2468.00000,486.00000,,0.00000,486.00000,-68.00000,418.00000,18.00000,400.00000,400.00000,28.00000,428.00000,467.00000,486.00000,277.88400,284.65000,1.54000,1.51000,0.26500,0.37370,16.45230,16.45230,14.15030,14.48880,0.01370,2.62520,3.08550,0.18570,1.92950,55.39240,0.2222,0.2222
2012-06-30,2898.00000,2388.00000,510.00000,,0.00000,510.00000,-68.00000,442.00000,121.00000,321.00000,321.00000,,321.00000,492.00000,510.00000,282.08600,289.96100,1.14000,1.09000,0.28740,0.42440,17.59830,17.59830,15.25190,11.07660,0.01370,2.26340,2.69540,0.15210,1.61300,50.80080,1.1645,1.1645
2012-03-31,2710.00000,2334.00000,376.00000,,0.00000,376.00000,-68.00000,308.00000,64.00000,244.00000,244.00000,-1.00000,243.00000,357.00000,376.00000,289.05600,295.91000,0.84000,0.82000,0.29710,0.44540,13.87450,13.87450,11.36530,8.96680,0.01300,1.84000,2.22060,0.11730,1.29330,46.46270,0.95300,0.95300
2011-12-31,2569.00000,2241.00000,328.00000,,747.00000,-419.00000,-71.00000,-490.00000,60.00000,-550.00000,-550.00000,,-550.00000,-438.00000,-419.00000,307.21600,314.95000,-1.76000,-1.70000,0.29150,0.43440,-16.30990,-16.30990,-19.07360,-21.40910,0.01270,-4.19820,-5.07940,-0.27300,-2.97430,44.97130,1.0578,1.0578
2011-09-30,2547.00000,2313.00000,234.00000,,0.00000,234.00000,-79.00000,155.00000,-6.00000,161.00000,161.00000,-8.00000,153.00000,215.00000,234.00000,304.78000,311.99800,0.50000,0.47000,0.26390,0.39530,9.18730,9.18730,6.08560,6.00710,0.01290,1.07920,1.35290,0.08140,0.79440,49.45650,0.2491,0.2491
2011-06-30,2807.00000,2326.00000,481.00000,,0.00000,481.00000,-72.00000,409.00000,105.00000,304.00000,304.00000,0.00000,304.00000,463.00000,481.00000,311.39100,319.91500,0.98000,0.95000,0.29660,0.44020,17.13570,17.13570,14.57070,10.83010,0.01390,2.23760,2.87690,0.15080,1.57390,44.06190,1.6914,1.6914
2011-03-31,2718.00000,2217.00000,501.00000,,0.00000,501.00000,-72.00000,429.00000,115.00000,314.00000,314.00000,,314.00000,482.00000,501.00000,315.01400,322.86400,1.00000,0.97000,0.29090,0.43710,18.43270,18.43270,15.78370,11.55260,0.01370,2.39880,3.11790,0.15830,1.70100,41.76010,1.05310,1.05310
2010-12-31,2670.00000,2436.00000,234.00000,,0.00000,234.00000,-80.00000,154.00000,36.00000,118.00000,118.00000,,118.00000,215.00000,234.00000,310.00500,319.21400,0.36000,0.37000,0.29660,0.44900,8.76400,8.76400,5.76780,4.41950,0.01380,0.92140,1.20570,0.06090,0.64820,40.56140,1.8756,1.8756
2010-09-30,2613.00000,2236.00000,377.00000,,0.00000,377.00000,-74.00000,303.00000,55.00000,248.00000,248.00000,-2.00000,246.00000,359.00000,377.00000,316.72600,325.68400,0.78000,0.75000,0.30470,0.44580,14.42790,14.42790,11.59590,9.41450,0.01370,1.82900,2.35290,0.13020,1.27170,42.80610,0.7378,0.7378
2010-06-30,2605.00000,2206.00000,399.00000,,0.00000,399.00000,-69.00000,330.00000,78.00000,252.00000,252.00000,3.00000,106.00000,380.00000,399.00000,304.48300,314.61200,0.35000,0.33000,0.31700,0.47190,15.31670,15.31670,12.66800,4.06910,0.01450,1.99400,3.89910,0.13990,1.36190,39.91010,0.9644,0.9644
2010-03-31,2527.00000,2111.00000,416.00000,,0.00000,416.00000,-68.00000,348.00000,93.00000,255.00000,255.00000,28.00000,265.00000,397.00000,416.00000,302.22200,312.08800,0.88000,0.85000,0.29030,0.41730,16.46220,16.46220,13.77130,10.48670,0.01390,2.20660,2.72580,0.14040,1.46320,40.89040,1.81040,1.81040
2009-12-31,2402.00000,2073.00000,329.00000,,128.00000,201.00000,-68.00000,133.00000,35.00000,98.00000,98.00000,4.00000,83.00000,181.00000,201.00000,280.03100,285.63600,0.59000,0.60000,0.30150,0.46150,8.36800,8.36800,5.53710,3.45550,0.01350,0.89960,1.12810,0.05520,0.58510,38.71310,1.5,1.5
2009-09-30,2082.00000,1953.00000,129.00000,,-1.00000,130.00000,-68.00000,62.00000,-19.00000,81.00000,81.00000,72.00000,137.00000,111.00000,130.00000,301.80300,310.04000,0.45000,0.44000,0.29120,0.44520,6.24400,6.24400,2.97790,6.58020,0.01150,0.74610,0.94630,0.04460,0.49260,38.58660,0.077,0.077
2009-06-30,1883.00000,1876.00000,7.00000,,-1.00000,8.00000,-61.00000,-53.00000,-46.00000,-7.00000,-7.00000,-154.00000,-161.00000,-10.00000,8.00000,260.08500,262.41400,-0.62000,-0.62000,0.34480,0.57630,0.42490,0.42490,-2.81470,-8.55020,0.01130,-0.07710,-0.12210,-0.00420,-0.05050,30.04040,3.0378,3.0378
2009-03-31,2132.00000,2191.00000,-59.00000,,604.00000,-663.00000,,-663.00000,-76.00000,-587.00000,-587.00000,8.00000,-579.00000,-682.00000,-663.00000,255.55900,257.78900,-2.27000,-2.27000,0.37240,0.78940,-31.09760,-31.09760,-31.09760,-27.15760,0.01350,-8.01580,-14.75250,-0.37290,-5.03090,28.60030,-1.33440,-1.33440
