Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,1674.00000,1081.00000,593.00000,,-1.00000,179.00000,414.00000,46.00000,460.00000,240.00000,220.00000,,1018.00000,-11.00000,1007.00000,592.00000,414.00000,469.18750,469.96250,2.14730,2.13690,1.00860,0.20620,0.25980,35.42410,24.73120,24.73120,27.47910,60.15530,0.07330,1.70470,52.79570,6.96070,22.05850,4.45920,5.52510,,0.58520,0.22130
2021-12-31,1710.00000,1256.00000,454.00000,,-1.00000,197.00000,257.00000,-72.00000,185.00000,-115.00000,300.00000,,-177.00000,2.00000,-175.00000,453.00000,257.00000,475.68010,476.70240,-0.29050,-0.30080,0.95040,0.21490,0.27370,26.54970,15.02920,15.02920,10.81870,-10.23390,0.07720,1.61780,55.63160,-1.27950,-4.73140,-0.79910,-1.00450,29.52240,0.8335,0.5753
2021-09-30,1526.00000,1060.00000,466.00000,,4.00000,184.00000,282.00000,-12.00000,270.00000,-161.00000,431.00000,,-241.00000,1.00000,-240.00000,470.00000,282.00000,476.81850,476.81850,-0.50830,-0.50830,0.96690,0.21040,0.26650,30.53740,18.47970,18.47970,17.69330,-15.72740,0.06610,1.60460,56.08780,-1.69830,-5.89390,-1.04330,-1.34090,30.22160,1.1293,0.8519
2021-06-30,1532.00000,1036.00000,496.00000,,14.00000,180.00000,316.00000,-47.00000,269.00000,289.00000,-20.00000,,1072.00000,-4.00000,1068.00000,510.00000,316.00000,478.23850,479.35770,2.23030,2.23030,1.40400,0.19440,0.24120,32.37600,20.62660,20.62660,17.55880,69.71280,0.06240,1.47170,61.15540,6.79470,19.14970,4.36460,5.47410,,0.9633,-1.3472
2021-03-31,1580.00000,1018.00000,562.00000,,17.00000,175.00000,387.00000,-57.00000,330.00000,1594.00000,-1264.00000,,5033.00000,3.00000,5036.00000,579.00000,387.00000,478.08610,479.04850,10.52910,10.50830,1.30840,0.20360,0.25570,35.56960,24.49370,24.49370,20.88610,318.73420,0.06640,1.50620,59.75320,33.96770,108.75110,21.16480,27.05190,,0.79320,2.61770
2020-12-31,1616.00000,1098.00000,518.00000,,632.00000,-438.00000,956.00000,-55.00000,901.00000,155.00000,746.00000,,587.00000,-25.00000,560.00000,1150.00000,956.00000,478.84000,480.10280,1.17220,1.17220,1.49890,0.27430,0.37800,32.05450,59.15840,59.15840,55.75500,34.65350,0.09040,1.40400,64.10270,5.88180,-232.01580,3.28280,4.26850,20.82540,1.1809,0.9722
2020-09-30,1443.00000,955.00000,488.00000,,56.00000,170.00000,318.00000,-47.00000,271.00000,-147.00000,418.00000,,240.00000,1.00000,241.00000,544.00000,318.00000,479.19570,480.49040,0.49790,0.49790,1.50640,0.28010,0.38910,33.81840,22.03740,22.03740,18.78030,16.70130,0.08470,1.38090,65.17670,2.51050,-37.20930,1.40860,1.80720,,1.207,1.1683
2020-06-30,1405.00000,929.00000,476.00000,,80.00000,111.00000,365.00000,-65.00000,300.00000,16.00000,284.00000,,131.00000,-5.00000,126.00000,556.00000,365.00000,478.44970,479.66740,0.25930,0.25930,1.40810,0.28440,0.41020,33.87900,25.97870,25.97870,21.35230,8.96800,0.08310,1.28550,70.01420,1.40720,-15.41180,0.77500,1.00710,,0.8802,0.6714
2020-03-31,1520.00000,1017.00000,503.00000,,-32.00000,213.00000,290.00000,2.00000,292.00000,47.00000,245.00000,,191.00000,2.00000,193.00000,471.00000,290.00000,478.34160,480.21180,0.40460,0.40460,0.92660,0.22460,0.41110,33.09210,19.07900,19.07900,19.21050,12.69740,0.08990,1.35710,66.31580,2.06800,-19.81330,1.12910,1.60340,,0.36650,0.11040
2019-12-31,1583.00000,1193.00000,390.00000,,27.00000,174.00000,216.00000,-84.00000,132.00000,-1233.00000,1365.00000,,1321.00000,3.00000,1324.00000,417.00000,216.00000,482.80010,484.43020,2.73860,2.73860,0.95400,0.21870,0.34050,24.63680,13.64500,13.64500,8.33860,83.63870,0.09150,1.35650,66.34870,13.81800,-185.79460,7.63800,10.79600,19.93530,0.731,0.4584
2019-09-30,1413.00000,1059.00000,354.00000,,91.00000,92.00000,262.00000,-43.00000,219.00000,-13.00000,232.00000,,-72.00000,28.00000,-44.00000,445.00000,262.00000,483.19530,483.19530,-0.09340,-0.09340,1.45580,0.27320,0.37590,25.05310,18.54210,18.54210,15.49890,-3.11390,0.08840,1.27070,70.82800,-0.83830,4.98960,-0.45050,-0.60920,,0.5469,0.2823
2019-06-30,1423.00000,1070.00000,353.00000,,261.00000,-94.00000,447.00000,-55.00000,392.00000,47.00000,345.00000,,207.00000,-27.00000,180.00000,614.00000,447.00000,483.18670,484.93150,0.37340,0.37340,1.93050,0.26220,0.35540,24.80680,31.41250,31.41250,27.54740,12.64930,0.08650,1.20800,74.50460,2.27520,-155.63910,1.25810,1.67870,,0.233,0.0264
2019-03-31,1487.00000,1091.00000,396.00000,,44.00000,122.00000,274.00000,-46.00000,228.00000,1.00000,227.00000,,114.00000,-10.00000,104.00000,440.00000,274.00000,483.82100,485.51760,0.21780,0.20750,1.83470,0.26370,0.35820,26.63080,18.42640,18.42640,15.33290,6.99390,0.09010,1.30780,68.81640,1.26710,-41.30440,0.69110,0.93290,,-0.06180,-0.34600
2018-12-31,1527.00000,1249.00000,278.00000,,16.00000,143.00000,135.00000,-18.00000,117.00000,-16.00000,133.00000,,-103.00000,3478.00000,3375.00000,294.00000,135.00000,643.55290,644.15540,5.29050,5.28010,1.68000,0.25860,0.34920,18.20560,8.84090,8.84090,7.66210,221.02160,0.08970,1.16300,77.38700,-1.11840,105.10200,-0.60520,-0.82910,19.05100,0.1359,-0.135
2018-09-30,1284.00000,966.00000,318.00000,,1.00000,145.00000,173.00000,-93.00000,80.00000,128.00000,-48.00000,,-47.00000,349.00000,272.00000,319.00000,173.00000,675.96830,675.96830,0.40460,0.40460,2.45210,0.28310,0.56430,24.76640,13.47350,13.47350,6.23050,21.18380,0.04800,1.47420,61.05140,-0.37450,-1.39260,-0.17570,-0.26850,,1.28,1.1121
2018-06-30,1311.00000,964.00000,347.00000,,14.00000,143.00000,204.00000,-67.00000,137.00000,-3.00000,140.00000,,142.00000,515.00000,625.00000,361.00000,204.00000,684.12570,684.53160,0.91290,0.91290,2.31440,0.28870,0.61920,26.46840,15.56060,15.56060,10.45000,47.67350,0.04860,1.53150,58.76430,1.16750,4.77950,0.52640,0.83050,19.68190,1.1743,1.0218
2018-03-31,1379.00000,952.00000,427.00000,,-2.00000,159.00000,268.00000,-69.00000,199.00000,27.00000,172.00000,,172.00000,-483.00000,-339.00000,425.00000,268.00000,685.17620,685.88460,-0.49790,-0.49790,3.07660,0.28530,0.53070,30.96450,19.43440,19.43440,14.43080,-24.58300,0.05120,1.64360,54.75710,1.28510,4.19920,0.63800,0.91850,21.48770,0.61090,0.34990
2017-12-31,1414.00000,1008.00000,406.00000,,,152.00000,254.00000,-112.00000,142.00000,-160.00000,302.00000,,302.00000,289.00000,574.00000,406.00000,254.00000,692.89430,694.26700,0.70990,0.70990,0.62070,0.28390,0.51760,28.71290,17.96320,17.96320,10.04240,40.59410,0.05340,0.97050,92.73690,2.22470,-3.66500,1.14050,1.59310,19.85330,0.892,0.7693
2017-09-30,1272.00000,888.00000,384.00000,,36.00000,96.00000,288.00000,-146.00000,142.00000,,142.00000,,143.00000,205.00000,330.00000,420.00000,288.00000,626.24570,627.44210,0.52560,0.52560,0.62750,0.28910,0.53680,30.18870,22.64150,22.64150,11.16350,25.94340,0.04750,0.83140,108.25470,1.08020,-1.65870,0.53430,0.76800,21.25670,1.2936,1.0356
2017-06-30,1280.00000,899.00000,381.00000,,-1.00000,163.00000,218.00000,-149.00000,69.00000,15.00000,54.00000,,47.00000,159.00000,192.00000,380.00000,218.00000,630.41960,632.34680,0.30850,0.30850,0.79160,0.32510,0.53640,29.76560,17.03130,17.03130,5.39060,15.00000,0.04830,0.82850,108.63280,0.35790,-0.54230,0.17720,0.24150,20.99530,1.3135,1.1159
2017-03-31,1331.00000,911.00000,420.00000,,13.00000,146.00000,274.00000,-120.00000,154.00000,11.00000,143.00000,,145.00000,169.00000,297.00000,433.00000,274.00000,636.45760,638.20190,0.46850,0.46850,0.82200,0.32210,0.53770,31.55520,20.58600,20.58600,11.57030,22.31410,0.05000,0.84620,106.36360,1.09560,-1.71480,0.54500,0.74270,20.94890,-0.57660,-0.74580
2016-12-31,2860.00000,2168.00000,692.00000,,9.00000,398.00000,294.00000,-21.00000,273.00000,1.00000,272.00000,,274.00000,1967.00000,2226.00000,701.00000,294.00000,654.07490,655.50150,3.40490,3.40490,1.01580,0.32140,0.55740,24.19580,10.27970,10.27970,9.54550,77.83220,0.10270,2.05460,43.80420,2.06700,-3.31000,0.98380,1.40270,20.82090,1.5095,1.137
2016-09-30,2744.00000,1964.00000,780.00000,,-12.00000,395.00000,385.00000,-111.00000,274.00000,8.00000,266.00000,,268.00000,18.00000,273.00000,768.00000,385.00000,651.10710,652.71120,0.42280,0.41130,0.71810,0.34770,0.77450,28.42570,14.03060,14.03060,9.98540,9.94900,0.09660,1.95580,46.01680,2.26540,-2.62080,0.94320,1.47760,18.39690,1.1802,0.8471
2016-06-30,2769.00000,1991.00000,778.00000,,7.00000,377.00000,401.00000,-94.00000,307.00000,2.00000,305.00000,,304.00000,46.00000,337.00000,785.00000,401.00000,657.81030,659.34360,0.51420,0.51420,0.82040,0.35810,0.71260,28.09680,14.48180,14.48180,11.08700,12.17050,0.09680,1.87220,48.07150,2.46890,-3.05990,1.06260,1.58470,18.86840,1.1759,0.8502
2016-03-31,2793.00000,2109.00000,684.00000,,4.00000,374.00000,310.00000,-127.00000,183.00000,-26.00000,209.00000,,210.00000,62.00000,262.00000,688.00000,310.00000,665.80080,667.10350,0.38850,0.38850,0.77820,0.33200,0.69510,24.48980,11.09920,11.09920,6.55210,9.38060,0.09620,1.90260,47.30400,1.63600,-2.17570,0.72290,1.09290,19.49180,0.68660,0.33730
2015-12-31,2887.00000,2079.00000,808.00000,,,375.00000,433.00000,-85.00000,348.00000,-8.00000,356.00000,,358.00000,59.00000,406.00000,808.00000,433.00000,683.78230,686.28980,0.60560,0.60560,0.65790,0.34270,0.64310,27.98750,14.99830,14.99830,12.05400,14.06300,0.09920,1.66690,53.99380,2.73280,-3.35170,1.22970,1.79640,19.57600,1.3928,1.0354
2015-09-30,2747.00000,1958.00000,789.00000,,-10.00000,403.00000,386.00000,-117.00000,269.00000,7.00000,262.00000,,263.00000,30.00000,280.00000,779.00000,386.00000,681.21080,683.69230,0.41130,0.41130,0.64620,0.34120,0.64000,28.72220,14.05170,14.05170,9.79250,10.19290,0.09460,1.68220,53.50200,1.98180,-2.43630,0.90540,1.30550,19.75070,1.0117,0.7076
2015-06-30,2802.00000,2091.00000,711.00000,,35.00000,366.00000,345.00000,-112.00000,233.00000,10.00000,223.00000,,226.00000,55.00000,262.00000,746.00000,345.00000,687.43110,690.41640,0.37710,0.37710,0.71390,0.33110,0.60600,25.37470,12.31260,12.31260,8.31550,9.35050,0.09330,1.65510,54.37900,1.60450,-2.17480,0.75290,1.07330,20.62280,1.3813,1.0725
2015-03-31,2821.00000,2034.00000,787.00000,,-12.00000,425.00000,362.00000,-61.00000,301.00000,25.00000,276.00000,,280.00000,40.00000,305.00000,775.00000,362.00000,695.09090,698.04220,0.43420,0.43420,0.76530,0.34890,0.59990,27.89790,12.83230,12.83230,10.67000,10.81180,0.09470,1.58750,56.69270,2.01530,-2.66130,0.93990,1.31210,20.22690,0.34950,-0.06590
2014-12-31,3211.00000,2383.00000,828.00000,,965.00000,-511.00000,1339.00000,-173.00000,1166.00000,9.00000,1157.00000,,1157.00000,,1147.00000,1793.00000,1339.00000,707.08400,709.73860,1.62250,1.62250,0.79310,0.34070,0.55320,25.78640,41.70040,41.70040,36.31270,35.72100,0.10490,1.77400,50.73190,7.89280,-11.12820,3.78140,5.20350,21.04110,1.1743,0.8065
2014-09-30,3107.00000,2198.00000,909.00000,,9.00000,443.00000,466.00000,-192.00000,274.00000,26.00000,248.00000,,250.00000,,231.00000,918.00000,466.00000,703.70390,706.79520,0.33130,0.31990,0.86560,0.33510,0.57600,29.25650,14.99840,14.99840,8.81880,7.43480,0.09810,1.83410,49.06980,1.61300,-2.49080,0.78960,1.07250,22.13840,0.8377,0.506
2014-06-30,3159.00000,2315.00000,844.00000,,-2.00000,463.00000,381.00000,-82.00000,299.00000,40.00000,259.00000,,260.00000,,249.00000,842.00000,381.00000,708.87300,711.86880,0.35420,0.35420,0.76350,0.31660,0.50000,26.71730,12.06080,12.06080,9.46500,7.88220,0.10000,1.75700,51.22510,1.61320,-2.56210,0.82340,1.10240,22.91300,1.232,0.9128
2014-03-31,3130.00000,2313.00000,817.00000,,-3.00000,458.00000,359.00000,-80.00000,279.00000,-13.00000,292.00000,,292.00000,,282.00000,814.00000,359.00000,715.85890,718.50470,0.38850,0.38850,0.77990,0.31340,0.49230,26.10220,11.46970,11.46970,8.91370,9.00960,0.09900,1.71510,52.47600,1.80610,-2.90610,0.92360,1.24010,22.77470,0.15730,-0.18790
2013-12-31,3278.00000,2672.00000,606.00000,,74.00000,393.00000,213.00000,-131.00000,82.00000,425.00000,-343.00000,,-347.00000,4.00000,-350.00000,680.00000,213.00000,724.88490,727.29080,-0.49130,-0.49130,0.81920,0.31260,0.49090,18.48690,6.49790,6.49790,2.50150,-10.67720,0.10110,1.87210,48.07510,-2.11200,3.48640,-1.06970,-1.45190,22.88900,0.5627,0.2134
2013-09-30,3086.00000,2302.00000,784.00000,,-6.00000,468.00000,316.00000,-71.00000,245.00000,-33.00000,278.00000,,283.00000,,271.00000,778.00000,316.00000,725.93010,728.23800,0.37710,0.37710,0.95720,0.28760,0.40520,25.40510,10.23980,10.23980,7.93910,8.78160,0.09720,1.80570,49.84120,1.63800,-3.13890,0.89090,1.16690,23.85140,0.929,0.6362
2013-06-30,3163.00000,2256.00000,907.00000,,136.00000,310.00000,597.00000,-141.00000,456.00000,209.00000,247.00000,,256.00000,6.00000,248.00000,1043.00000,597.00000,726.35980,728.62570,0.34280,0.34280,0.92470,0.28830,0.46510,28.67530,18.87450,18.87450,14.41670,7.84070,0.09760,1.79720,50.07900,1.50170,-2.81850,0.78950,1.06870,23.47480,1.2399,0.9843
2013-03-31,3175.00000,2324.00000,851.00000,,-6.00000,461.00000,390.00000,-170.00000,220.00000,247.00000,-27.00000,,-17.00000,,-32.00000,845.00000,390.00000,724.97870,724.97870,-0.04570,-0.04570,0.70490,0.26540,0.43970,26.80320,12.28350,12.28350,6.92910,-1.00790,0.09910,1.65360,54.42520,-0.09950,0.18430,-0.05310,-0.07310,23.53140,0.16000,-0.32280
2012-12-31,3364.00000,2461.00000,903.00000,,81.00000,366.00000,537.00000,-115.00000,422.00000,43.00000,379.00000,,365.00000,3.00000,350.00000,984.00000,537.00000,724.36350,726.08230,0.49130,0.49130,0.82720,0.26230,0.41320,26.84300,15.96310,15.96310,12.54460,10.40430,0.10340,1.85040,48.63850,2.08600,-4.27100,1.12180,1.53870,24.17790,1.298,0.9566
2012-09-30,3181.00000,2358.00000,823.00000,,-18.00000,451.00000,372.00000,-76.00000,296.00000,-147.00000,443.00000,,451.00000,2.00000,441.00000,805.00000,372.00000,723.15320,725.03310,0.60560,0.60560,0.71610,0.26490,0.41830,25.87240,11.69440,11.69440,9.30530,13.86360,0.09880,1.79510,50.13520,2.59760,-4.94790,1.40100,1.90960,24.00330,0.8195,0.5031
2012-06-30,3272.00000,2351.00000,921.00000,,798.00000,-376.00000,1297.00000,-123.00000,1174.00000,270.00000,904.00000,,916.00000,-1.00000,902.00000,1719.00000,1297.00000,725.10100,727.08080,1.24540,1.23400,1.13060,0.29570,0.42030,28.14790,39.63940,39.63940,35.88020,27.56720,0.10250,1.88810,47.66810,5.37210,-10.98320,2.86930,3.78370,23.60240,1.1758,0.0464
2012-03-31,3315.00000,2540.00000,775.00000,,22.00000,411.00000,364.00000,-99.00000,265.00000,-40.00000,305.00000,,308.00000,-2.00000,293.00000,797.00000,364.00000,725.41450,726.68260,0.39990,0.39990,0.96250,0.29990,0.44600,23.37860,10.98040,10.98040,7.99400,8.83860,0.10400,1.84580,48.76020,1.83030,-3.52040,0.96620,1.28130,23.18820,0.36740,0.82700
2011-12-31,3577.00000,2604.00000,973.00000,,-98.00000,3566.00000,-2593.00000,-91.00000,-2684.00000,-78.00000,-2606.00000,,-2604.00000,2.00000,-2581.00000,875.00000,-2593.00000,728.87430,729.45630,-3.51910,-3.51910,0.85010,0.29950,0.45340,27.20160,-72.49090,-72.49090,-75.03490,-72.15540,0.11010,1.80290,49.91890,-15.54630,28.02110,-8.01820,-10.89080,23.11740,1.3002,0.7889
2011-09-30,3453.00000,2363.00000,1090.00000,,-17.00000,431.00000,659.00000,-137.00000,522.00000,145.00000,377.00000,,381.00000,,369.00000,1073.00000,659.00000,730.49430,732.30330,0.50270,0.50270,0.84180,0.25520,0.39750,31.56680,19.08490,19.08490,15.11730,10.68640,0.09760,1.97880,45.48220,1.93250,-4.16620,1.07650,1.43940,27.22050,0.7921,1.1812
2011-06-30,3447.00000,2478.00000,969.00000,,286.00000,136.00000,833.00000,-89.00000,744.00000,174.00000,570.00000,,572.00000,,572.00000,1255.00000,833.00000,732.64030,735.04630,0.76550,0.76550,0.90930,0.25330,0.37010,28.11140,24.16590,24.16590,21.58400,16.59410,0.09580,2.08530,43.15930,2.78980,-6.65430,1.58960,2.08320,,1.1958,0.8394
2011-03-31,3330.00000,2552.00000,778.00000,,33.00000,382.00000,396.00000,-94.00000,302.00000,52.00000,250.00000,,255.00000,2.00000,250.00000,811.00000,396.00000,730.95560,734.92380,0.34280,0.34280,0.78060,0.25760,0.38160,23.36340,11.89190,11.89190,9.06910,7.50750,0.09370,1.75730,51.21620,1.27630,-2.76750,0.71750,0.94760,,0.27210,-0.10750
2010-12-31,3458.00000,2740.00000,718.00000,,,411.00000,307.00000,-88.00000,219.00000,-4.00000,223.00000,-6.00000,224.00000,0.00000,224.00000,718.00000,307.00000,729.52300,733.20700,0.30850,0.30850,0.73020,0.25890,0.38210,20.76350,8.87800,8.87800,6.33310,6.47770,0.09730,1.91160,47.08210,1.13850,-2.34700,0.63040,0.84380,26.97420,1.3423,0.9561
2010-09-30,3256.00000,2533.00000,723.00000,,18.00000,367.00000,356.00000,-55.00000,301.00000,33.00000,268.00000,,271.00000,6.00000,268.00000,741.00000,356.00000,728.88750,732.39700,0.36560,0.36560,0.75380,0.26120,0.42160,22.20520,10.93370,10.93370,9.24450,8.23100,0.09340,1.93230,46.57560,1.41040,-2.89960,0.77780,1.04210,,0.7792,0.3363
2010-06-30,3216.00000,2377.00000,839.00000,34.00000,,404.00000,435.00000,-56.00000,379.00000,79.00000,300.00000,3.00000,296.00000,-6.00000,290.00000,805.00000,435.00000,728.14600,731.52900,0.39990,0.39990,0.68670,0.26310,0.39220,26.08830,13.52610,13.52610,11.78480,9.01740,0.09640,1.98520,45.33580,1.60760,-3.11840,0.88760,1.18470,,1.2135,0.8748
2010-03-31,3140.00000,2411.00000,729.00000,,,408.00000,321.00000,-156.00000,165.00000,31.00000,134.00000,0.00000,134.00000,0.00000,134.00000,729.00000,321.00000,727.20800,730.57700,0.17140,0.17140,0.73830,0.26140,0.40690,23.21660,10.22290,10.22290,5.25480,4.26750,0.09280,1.82980,49.18470,0.70880,-1.49500,0.39590,0.52360,,0.28610,-0.00680
2009-12-31,3357.00000,2891.00000,466.00000,-160.00000,,271.00000,195.00000,-197.00000,5.00000,-130.00000,135.00000,-1.00000,171.00000,6.00000,177.00000,610.00000,195.00000,727.14900,730.06200,0.23990,0.23990,0.77740,0.26080,0.39320,14.09000,5.80880,5.80880,0.14890,5.27260,0.09710,1.92710,46.70240,0.88440,-1.90340,0.49460,0.65380,26.62430,1.2369,0.7933
2009-09-30,3216.00000,2451.00000,765.00000,,,387.00000,378.00000,-455.00000,-77.00000,-232.00000,155.00000,1.00000,156.00000,11.00000,167.00000,765.00000,378.00000,726.18200,732.97300,0.21710,0.21710,0.96530,0.28200,0.44750,23.78730,11.75370,11.75370,-2.39430,5.19280,0.09030,1.86000,48.38620,0.81320,-1.95020,0.43800,0.58390,,0.6979,0.3521
2009-06-30,3293.00000,2155.00000,1138.00000,151.00000,,517.00000,621.00000,-284.00000,337.00000,14.00000,323.00000,0.00000,313.00000,2.00000,315.00000,1003.00000,621.00000,732.11800,732.11800,0.43420,0.43420,0.92910,0.27580,0.41940,34.55820,18.85820,18.85820,10.23380,9.56570,0.09270,1.88600,47.71940,1.64310,-3.71690,0.88130,1.18990,,1.3733,1.001
2009-03-31,3124.00000,2378.00000,746.00000,,,372.00000,374.00000,-101.00000,273.00000,49.00000,224.00000,0.00000,231.00000,-4.00000,227.00000,746.00000,374.00000,730.45500,730.45500,0.30850,0.30850,0.97000,0.27320,0.41010,23.87960,11.97180,11.97180,8.73880,7.26630,0.08740,1.77500,50.70420,1.17830,-2.94420,0.64630,0.85640,,0.34360,0.07940
