Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,,,19.18700,4.97900,-24.16600,-0.36200,-24.52800,-24.52800,-24.52800,-24.52800,-22.71300,-24.16600,42.35800,42.35800,-0.58000,-0.58000,15.16520,,,,,,,-9.85310,-9.85310,-9.06800,-9.85310,5.87410,-0.62040,-0.67910
2021-12-31,30.07800,30.07800,16.20700,4.62500,9.24600,-1.39900,7.84700,7.84700,7.84700,7.84700,11.95000,9.24600,42.03200,42.03200,0.18000,0.18000,11.72480,100.00000,30.74010,30.74010,26.08890,26.08880,0.10070,2.88720,2.88720,2.62810,2.88720,6.41930,-0.448,-0.4957
2021-09-30,1.90000,1.90000,15.13700,4.34300,-17.58000,0.17000,-17.41000,-17.41000,-17.41000,-17.41000,-16.42800,-17.58000,42.15600,42.15600,-0.41000,-0.41000,15.20770,100.00000,-925.26310,-925.26310,-916.31570,-916.31570,0.00610,-6.66630,-6.66630,-5.60590,-6.66630,6.18260,-0.3046,-0.3268
2021-06-30,-4.23100,-4.23100,14.88200,5.39900,-24.51200,0.91400,-23.59800,-23.59800,-23.59800,-23.59800,-24.18100,-24.51200,41.90600,41.90600,-0.56000,-0.56000,20.90380,100.00000,579.34300,579.34300,557.74050,557.74050,-0.01310,-8.51650,-8.51650,-7.28830,-8.51650,6.57930,-0.3414,-0.3968
2021-03-31,2.27000,2.27000,10.33700,4.35600,-12.42300,0.61000,-11.81300,-11.81300,-11.81300,-11.81300,-12.19500,-12.42300,41.77400,41.77400,-0.28000,-0.28000,18.49280,100.00000,-547.26870,-547.26870,-520.39650,-520.39650,0.00670,-3.95530,-3.95530,-3.50690,-3.95530,7.14740,-0.26490,-0.32810
2020-12-31,1.34200,1.34200,9.78700,3.56600,-12.01100,-0.00100,-12.01200,-12.01200,-12.01200,-12.01200,-11.81800,-12.01100,15.50600,15.50600,0.85000,0.85000,20.53220,100.00000,-895.00790,-895.00750,-895.08210,-895.08210,0.00380,-3.87660,-3.87660,-3.44200,-3.87660,7.41880,0.3768,0.3982
2020-09-30,2.43500,2.43500,11.80400,2.47000,-11.83900,0.01000,-11.82900,-11.82900,-11.82900,-11.82900,-11.64700,-11.83900,7.70000,7.70000,-1.54000,-1.54000,8.63140,100.00000,-486.20130,-486.20130,-485.79060,-485.79060,0.01680,20.26900,-10.97880,-8.16590,-10.97880,13.85060,-1.4661,-1.4786
2020-06-30,3.18100,3.18100,7.75500,1.74600,-6.32000,0.11200,-6.20800,-6.20800,-6.20800,-6.20800,-6.18800,-6.32000,7.64600,7.64600,-0.81000,-0.81000,,100.00000,-198.67970,-198.67970,-195.15880,-195.15880,,,,,,,0.2902,0.2486
2020-03-31,2.97600,2.97600,8.13700,1.60000,-6.76100,0.20700,-6.55400,-6.55400,-6.55400,-6.55400,-6.65900,-6.76100,7.62100,7.62100,-0.86000,-0.86000,,100.00000,-227.18420,-227.18420,-220.22850,-220.22850,,,,,,,-1.37160,-1.38580
2019-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,1.7634,1.8221
2019-09-30,1.78400,1.78400,7.94500,1.36600,-7.52700,0.24800,-7.27900,-7.27900,-7.27900,-7.27900,-7.52700,-7.52700,7.57300,7.57300,-0.96000,-0.96000,,100.00000,-421.91700,-421.91700,-408.01570,-408.01570,,,,,,,-1.7634,-1.8221
