Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2018-03-31,212.24700,67.05400,145.19300,9.56700,82.06500,63.12800,-30.49700,32.63100,32.63100,32.63100,28.20600,131.73200,63.12800,169.60100,169.62500,0.17000,0.17000,0.51070,1.04390,29.74270,29.74270,15.37410,13.28920,0.02550,0.83110,0.83190,0.39200,0.40660,23.11040,0.69340,0.47950
2017-12-31,209.19000,64.92800,144.26200,9.04500,79.66500,64.59700,-32.61100,31.98600,31.98600,31.98600,29.53600,134.47000,64.59700,160.90500,161.23000,0.18000,0.18000,0.51340,1.05520,30.87960,30.87960,15.29040,14.11920,0.02520,0.81970,0.82060,0.38570,0.39890,23.01210,0.6328,-3.0263
2017-09-30,208.74900,68.50900,140.24000,8.44100,78.41500,61.82500,-33.31700,28.50800,28.50800,28.50800,25.61400,129.32800,61.82500,165.47100,165.52000,0.15000,0.15000,0.51670,1.06910,29.61690,29.61690,13.65660,12.27020,0.02570,0.75280,0.75370,0.35140,0.36380,22.34440,0.5914,2.604
2017-06-30,199.63200,63.76500,135.86700,8.59200,77.38500,58.48200,-36.32900,22.15300,22.15300,22.15300,20.24400,125.41500,58.48200,155.89800,155.95200,0.13000,0.13000,0.55990,1.27240,29.29490,29.29490,11.09690,10.14070,0.02510,0.65340,0.65430,0.27850,0.28750,21.09290,0.5735,-1.9486
2017-03-31,194.48100,60.83200,133.64900,10.15600,77.53000,56.11900,-34.33900,21.78000,21.78000,21.78000,19.04900,121.39900,56.11900,152.49000,153.65500,0.12000,0.12000,0.59810,1.48800,28.85580,28.85580,11.19900,9.79480,0.02560,0.73800,0.73920,0.28710,0.29660,19.27150,0.70000,0.47100
2016-12-31,194.64310,62.35100,132.29210,9.38400,76.35100,55.94100,-33.47500,22.46600,22.46600,22.46600,19.70100,121.58200,55.94100,149.29900,153.19000,0.13200,0.12300,0.59180,1.44970,28.74030,28.74030,11.54220,10.12160,0.02560,0.74540,0.74660,0.29510,0.30430,19.89090,0.4843,0.1895
2016-09-30,192.12100,62.87600,129.24500,8.09900,71.92600,57.31900,-21.52100,35.79800,35.79800,35.79800,31.84800,113.54100,57.31900,150.75300,153.41900,0.21000,0.20600,0.59740,1.48360,29.83480,29.83480,18.63310,16.57710,0.02510,1.20650,1.20860,0.46820,0.48580,19.63290,0.6402,-1.2246
2016-06-30,187.21500,58.72200,128.49300,9.40300,71.97100,56.52200,-34.74200,21.78000,21.78000,21.78000,18.48200,120.73500,56.52200,147.72200,152.80500,0.12400,0.12000,0.61200,1.57750,30.19100,30.19100,11.63370,9.87210,0.02580,0.80260,0.80390,0.30010,0.31140,18.18670,0.4982,1.992
2016-03-31,168.57200,53.91400,114.65800,8.07100,63.62300,51.03500,-34.98900,16.04600,16.04600,16.04600,15.36600,104.60200,51.03500,147.23600,151.45100,0.10400,0.10100,0.63580,1.74570,30.27490,30.27490,9.51880,9.11540,0.02310,0.62660,0.62780,0.22010,0.22820,17.37380,0.59320,-7.82190
2015-12-31,160.43100,52.54100,107.89000,8.79500,60.81900,47.07100,-30.46500,16.60600,16.60600,16.60600,14.16700,97.63400,47.07100,146.08900,150.60400,0.09800,0.09700,0.61280,1.58280,29.34040,29.34030,10.35090,8.83060,0.02640,0.72780,0.72930,0.27370,0.28180,15.52930,0.438,0.2791
2015-09-30,160.07700,55.38600,104.69100,6.86700,59.09600,45.59500,-31.43600,14.15900,14.15900,14.15900,12.07000,96.12000,45.59500,146.33100,150.74000,0.08200,0.08000,0.60480,1.53060,28.48320,28.48320,8.84510,7.54010,0.02690,0.62380,0.62510,0.23820,0.24650,15.19700,0.4582,0.3558
2015-06-30,160.45700,52.47200,107.98500,7.47300,58.71900,49.26600,-33.37200,15.89400,15.89400,15.89400,13.44800,99.57300,49.26600,145.89800,150.30400,0.09200,0.08900,0.60730,1.54670,30.70360,30.70360,9.90550,8.38110,0.02660,0.69160,0.69310,0.26320,0.27160,15.70910,0.4193,-0.3012
2015-03-31,154.80900,50.01900,104.79000,7.36100,57.19500,47.59500,-25.49900,22.09600,22.09600,22.09600,18.69900,89.40200,47.59500,145.32700,149.80200,0.12800,0.12400,0.60310,1.51980,30.74430,30.74430,14.27310,12.07880,0.02570,0.95850,0.96070,0.36750,0.38040,15.80420,0.48680,0.34530
2014-12-31,151.08300,50.68600,100.39700,7.15100,58.41400,41.98300,-29.18500,12.79800,12.79800,12.79800,10.89300,88.73800,41.98300,144.01300,148.12100,0.07500,0.07200,0.59640,1.47800,27.78800,27.78800,8.47080,7.20990,0.02540,0.55310,0.55400,0.21550,0.22320,15.97110,0.3557,-1.2851
2014-09-30,148.14100,52.89200,95.24900,6.65800,56.76900,38.48000,-29.79900,8.68100,8.68100,8.68100,7.38900,86.20100,38.48000,144.36100,148.64100,0.05100,0.05000,0.58040,1.38310,25.97530,25.97530,5.86000,4.98780,0.02570,0.37400,0.37460,0.15070,0.15690,16.02980,0.4528,0.3016
2014-06-30,151.42200,49.75700,101.66500,6.71200,57.65100,44.01400,-28.09700,15.91700,15.91700,15.91700,13.36300,92.41500,44.01400,143.71700,147.94500,0.09300,0.09000,0.57980,1.38010,29.06710,29.06710,10.51170,8.82500,0.02620,0.68210,0.68320,0.27560,0.28660,16.19000,0.3571,0.2046
2014-03-31,148.87600,48.48900,100.38700,6.81100,57.01000,43.37700,-27.91900,15.45800,15.45800,15.45800,12.97600,91.02500,43.37700,143.14000,146.86100,0.09000,0.08800,0.57820,1.37080,29.13630,29.13630,10.38310,8.71600,0.02560,0.65790,0.65890,0.26600,0.27750,16.35300,0.50000,0.35720
2013-12-31,147.65900,49.23000,98.42900,5.89000,55.71300,42.71600,-32.21200,10.50400,10.50400,10.50400,8.84300,90.05800,42.71600,142.55600,145.84400,0.05700,0.06900,0.57790,1.36920,28.92880,28.92880,7.11370,5.98880,0.02530,0.44370,0.44440,0.17960,0.18730,16.59980,0.5785,0.2224
2013-09-30,149.68600,51.65100,98.03500,6.54600,53.94800,44.08700,-31.34400,12.74300,12.74300,12.74300,10.75100,88.45400,44.08700,142.59800,174.75600,0.08000,0.07000,0.58510,1.41030,29.45300,29.45300,8.51320,7.18240,0.02500,0.53630,0.53710,0.21290,0.22250,16.66370,0.3894,-0.551
2013-06-30,148.71600,47.66400,101.05200,7.08200,55.18400,45.86800,-30.89000,14.97800,14.97800,14.97800,13.63500,90.91500,45.86800,142.58100,175.25200,0.10000,0.09000,0.58330,1.40000,30.84270,30.84270,10.07150,9.16850,0.02480,0.62570,0.62680,0.25020,0.26070,16.78620,0.2902,0.1919
2013-03-31,145.45800,46.31800,99.14000,7.09600,53.12000,46.02000,-31.40800,14.61200,14.61200,14.61200,12.08200,89.13600,46.02000,142.44000,174.57900,0.08000,0.08000,0.58450,1.40650,31.63800,31.63800,10.04550,8.30620,0.02420,0.61330,0.61440,0.24320,0.25480,16.71200,0.41180,0.26070
2012-12-31,143.15000,47.85300,95.29700,7.89200,53.67000,41.62700,-34.28700,7.34000,7.34000,7.34000,5.97400,84.19600,41.62700,139.79100,173.12000,0.03000,0.03000,0.59010,1.43950,29.07930,29.07930,5.12750,4.17320,0.02350,0.30710,0.30770,0.12030,0.12590,16.92410,0.2603,0.1673
2012-09-30,145.99300,49.29200,96.70100,6.61000,53.15600,43.54500,-37.31700,6.22800,6.22800,6.22800,5.05500,77.36600,43.54500,140.30100,173.82500,0.04000,0.04000,0.58950,1.43610,29.82680,29.82680,4.26600,3.46250,0.02380,0.25990,0.26050,0.10160,0.10670,17.02480,0.3206,0.2386
2012-06-30,146.46800,47.37500,99.09300,6.74100,53.46900,45.62400,-37.54900,8.07500,8.07500,8.07500,6.52700,93.24800,45.62400,139.65100,173.19300,0.05000,0.05000,0.57420,1.34830,31.14950,31.14950,5.51320,4.45630,0.02460,0.33440,0.33510,0.13550,0.14240,17.28270,0.2843,0.2088
2012-03-31,143.38800,45.87700,97.51100,6.70000,52.49700,45.01400,-38.31200,6.70200,6.70200,6.70200,5.38600,90.90600,45.01400,138.39900,171.81600,0.04000,0.04000,0.57160,1.33430,31.39320,31.39320,4.67400,3.75620,0.02400,0.27460,0.27530,0.11200,0.11770,17.47750,0.35000,0.05980
2011-12-31,143.27890,46.48300,96.79590,8.02600,53.58300,43.21290,-38.80500,4.40800,4.40800,4.40800,3.41900,84.65690,43.21300,126.18700,159.96600,0.02000,0.02000,0.61010,1.56490,30.16000,30.16000,3.07650,2.38630,0.02300,0.19030,0.19090,0.07070,0.07420,17.66960,0.2973,0.1952
2011-09-30,144.05900,49.12600,94.93300,6.95400,52.82600,42.10700,-37.70300,4.40400,4.40400,4.40400,3.39700,70.41100,42.10700,127.46200,161.18600,0.03000,0.03000,0.61530,1.59930,29.22900,29.22900,3.05710,2.35810,0.02320,0.19430,0.19490,0.07080,0.07480,17.73150,0.1331,0.0956
2011-06-30,145.40800,46.91900,98.48900,6.82000,63.93400,34.55500,-40.76400,-6.20900,-6.20900,-6.20900,-5.01600,97.10300,34.55500,124.61000,124.61000,-0.04000,-0.04000,0.61450,1.59420,23.76420,23.76420,-4.27010,-3.44960,0.02330,-0.26980,-0.27070,-0.09940,-0.10400,18.33590,0.383,0.2703
2011-03-31,142.59100,45.35300,97.23800,7.48600,64.63900,32.59900,-32.94400,-0.34500,-0.34500,-0.34500,-0.34900,80.97200,32.59900,124.21000,124.21000,0.00000,0.00000,0.61280,1.58290,22.86190,22.86190,-0.24190,-0.24480,0.02270,-0.01490,-0.01490,-0.00550,-0.00580,18.65360,0.49250,0.39490
2010-12-31,145.77800,47.13100,98.64700,9.41000,66.56600,32.08100,-38.52000,-6.43900,-6.43900,-6.43900,-5.24900,88.96400,32.08100,122.71500,122.71500,-0.05000,-0.05000,0.61470,1.59540,22.00680,22.00680,-4.41700,-3.60070,0.02320,-0.28010,-0.28120,-0.10250,-0.10790,18.52200,0.4271,0.2904
2010-09-30,148.07000,48.03700,100.03300,7.10100,64.72200,35.31100,-40.05400,-4.74300,-4.74300,-4.74300,-3.89600,106.02400,35.31100,123.07700,123.07700,-0.03000,-0.03000,0.61820,1.61900,23.84750,23.84750,-3.20320,-2.63120,0.02340,-0.20930,-0.21020,-0.07500,-0.07990,18.35270,0.4293,0.3184
2010-06-30,139.20900,41.63200,97.57700,5.94400,60.86500,36.71200,-48.01700,-11.30500,-11.30500,-11.30500,-8.99100,76.79300,36.71200,122.33200,122.33200,-0.07000,-0.07000,0.60040,1.50270,26.37190,26.37190,-8.12090,-6.45860,0.02280,-0.49590,-0.49850,-0.18500,-0.19820,18.58770,0.2828,-1.6871
2010-03-31,137.78700,40.68200,97.10500,5.85000,61.18200,35.92300,-46.39200,-10.46900,-10.46900,-10.46900,-8.28700,90.37400,35.92300,121.64400,121.64400,-0.07000,-0.07000,0.58840,1.42930,26.07140,26.07140,-7.59800,-6.01440,0.02290,-0.45730,-0.45940,-0.17400,-0.18820,18.76020,0.40050,0.30860
2009-12-31,139.42100,43.16400,96.25700,5.99200,60.28000,35.97700,-47.25400,-11.27700,-11.27700,-11.27700,-8.90900,114.89600,35.97700,121.55300,121.55300,-0.07000,-0.07000,0.58810,1.42800,25.80460,25.80460,-8.08850,-6.39000,0.02300,-0.49190,-0.49450,-0.18610,-0.20260,18.85250,0.293,0.2035
2009-09-30,140.42700,43.25100,97.17600,5.58500,61.11400,36.06200,-47.17400,-11.11200,-11.11200,-11.11200,-8.80600,83.27800,36.06200,121.48600,121.48600,-0.07000,-0.07000,0.58880,1.43200,25.68030,25.68030,-7.91300,-6.27090,0.02300,-0.48590,-0.48870,-0.18180,-0.19980,18.81400,0.4022,0.3208
2009-06-30,139.79500,40.95100,98.84400,5.95900,61.68800,37.15600,-46.67400,-9.51800,-9.51800,-9.51800,-7.48200,74.18100,37.15600,121.31900,121.31900,-0.06000,-0.06000,0.58680,1.42020,26.57890,26.57890,-6.80850,-5.35210,0.02270,-0.41260,-0.41520,-0.15490,-0.17050,19.00140,0.3317,0.253
2009-03-31,151.41700,44.82900,106.58800,6.35100,67.42500,39.16300,-41.41300,-2.25000,-2.25000,-2.25000,-1.86700,99.61500,39.16300,121.84200,121.84200,-0.02000,-0.02000,0.58890,1.43280,25.86430,25.86430,-1.48600,-1.23300,0.02440,-0.09840,-0.09900,-0.03630,-0.04040,18.82630,0.45680,0.35960
