Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-06-30,,,18.85300,6.75700,-25.61000,-0.34200,-25.95200,,-25.95200,-25.95200,-25.95200,-25.56100,-25.61000,195.57200,195.57200,-0.13000,-0.13000,25.12930,0.01420,0.01440,,,,,,,-22.29400,-22.29380,-20.88680,-21.97780,0.58590,-0.1101,-0.1114
2021-03-31,,,2.87200,4.18500,-7.05700,-0.02000,-7.07700,,-7.07700,-7.07700,-7.07700,-7.01300,-7.05700,186.29800,186.29800,-0.04000,-0.04000,11.99630,0.03530,0.04470,,,,,,,-15.22330,-15.22300,-13.14280,-14.68530,0.24710,-0.02840,-0.02980
2020-12-31,,,1.59400,2.21400,-3.80800,0.01800,-3.79000,,-3.79000,-3.79000,-3.79000,-3.76400,-3.80800,112.23600,112.23600,0.02000,0.02000,7.16050,0.07800,0.09550,,,,,,,-17.58700,-17.58700,-13.84430,-16.21530,0.11710,-0.0575,-0.0598
2020-09-30,,,8.47800,1.70400,-10.18200,-0.29200,-10.47400,,-10.47400,-10.47400,-10.47400,-10.16200,-10.18200,141.59100,141.59100,-0.07000,-0.07000,4.78330,0.11880,0.21880,,,,,,,-72.62690,-72.62700,-50.99420,-63.99840,0.08900,0.0194,0.0195
2020-06-30,0.04300,0.04300,1.63000,1.77900,-3.36600,-0.24800,-3.61400,,-3.61400,-3.61400,-16.16000,-3.34600,-3.36600,83.53700,83.53700,-0.19000,-0.19000,3.25120,0.12130,0.41630,100.00000,-7827.90700,-7827.90700,-8404.65000,-37581.39000,0.00180,-24.71440,-24.71450,-15.21120,-21.71620,0.10830,-0.004,-0.0035
2020-03-31,,,1.65200,2.27700,-3.92900,-0.01500,-3.94400,,-3.94400,-3.94400,-3.94400,-3.91100,-3.92900,52.62700,52.62700,-0.07000,-0.07000,3.42760,0.17800,0.21660,,,,,,,-54.04880,-54.04880,-32.02930,-44.42610,0.13870,-0.08900,-0.09000
2019-12-31,,,1.74750,2.53220,-4.27960,16.66130,12.38170,,12.38170,12.38170,12.38170,-4.25320,-4.27960,13.89400,13.89400,3.94000,3.94000,3.46970,0.08870,0.09730,,,,,,,112.37280,112.37280,73.66790,102.40820,0.20940,0.0554,0.0535
2019-09-30,,,1.30550,1.40840,-2.71380,-20.05950,-22.77330,,-22.77330,-22.77330,-22.77330,-2.69840,-2.71380,6.41100,6.41100,-3.55000,-3.55000,0.64440,-0.11020,-2.23660,,,,,,,173.93130,173.93130,-96.41980,193.09410,-1.30750,-0.2771,-0.2771
2019-06-30,,,1.24000,1.08850,-2.32850,-1.21030,-3.53880,,-3.53880,-3.53880,-3.53880,-2.32390,-2.32850,6.06700,6.06700,-0.58000,-0.58000,4.04550,,,,,,,,,40.53150,40.53160,-110.58780,40.53160,-5.52660,-0.4565,-0.4546
2019-03-31,,,3.79300,1.04800,-4.84100,-1.47160,-6.31260,,-6.31260,-6.31260,-6.31260,-4.82640,-4.84100,4.96100,4.96100,-1.27000,-1.27000,3.51320,4.99130,-1.25050,,,,,,,114.11080,114.11070,-42.54350,-455.45490,-3.50170,-0.53760,-0.53980
2018-12-31,,,1.01610,-0.65710,-0.35910,2.68200,2.32290,,2.32290,2.32290,2.24290,-0.34450,-0.35910,4.96060,4.96060,35.64220,35.64220,0.13760,-0.08700,-0.66880,,,,,,,-18.27720,-18.27720,94.65060,-19.86650,-2.56190,-0.5618,-0.5618
2018-09-30,,,1.56130,0.84320,-2.40450,0.47180,-1.93260,,-1.93260,-1.93260,-1.93260,-2.69140,-2.40450,4.96100,4.96100,-0.39000,-0.39000,0.67280,,,,,,,,,19.97320,19.97320,-17.76130,19.97320,-16.55290,2.2321,7.9129
2018-06-30,,,4.45800,2.82600,-7.28400,3.50700,-3.77700,,-3.77700,-3.77700,-3.69700,-7.13400,-7.28400,0.48000,0.48000,-7.78440,-7.78440,0.82810,,,,,,,,,16.11490,16.11490,-24.92910,16.11490,-48.74530,-11.1261,-14.1066
2018-03-31,,,3.28600,2.80700,-6.09300,-8.74000,-14.83300,,-14.83300,-14.83300,-14.83300,-5.92100,-6.09300,0.46210,0.46210,-31.13770,-31.13770,1.94360,,-0.00220,,,,,,,73.90640,73.90630,-69.55690,73.90630,-41.89340,7.11120,4.39530
2017-12-31,,,3.36600,2.66700,-6.03300,-0.76300,-6.79600,,-6.79600,-6.79600,-5.21800,-5.64700,-6.03300,0.37860,0.37860,-14.37130,-14.37130,2.14850,,-0.01580,,,,,,,60.31240,60.31240,-61.58590,60.31240,-27.46040,-11.1504,-11.5289
2017-09-30,,,3.48800,2.22500,-5.71300,-0.28200,-5.99500,,-5.99500,-5.99500,-5.99500,-5.32600,-5.71300,0.37660,0.37660,-13.77250,-13.77250,4.41900,,-0.06730,,,,,,,124.55840,124.55850,-37.87590,124.55850,-12.64550,-14.6342,-14.7822
2017-06-30,,,4.20800,2.16600,-6.37400,-0.16800,-6.54200,,-6.54200,-6.54200,-5.45400,-5.95400,-6.37400,0.37050,0.37050,-14.97010,-14.97010,4.92400,,0.58310,,,,,,,-811.66380,-811.66090,-29.56570,-811.66250,2.16640,-14.9498,-15.0512
2017-03-31,,,4.50400,2.32600,-6.83000,-0.25100,-7.08100,,-7.08100,-7.08100,-5.83200,-6.43500,-6.83000,0.36600,0.36600,-16.16770,-16.16770,6.33380,0.00640,0.08820,,,,,,,-101.56340,-101.56340,-25.01240,-100.91210,18.83280,-20.07030,-20.17140
2016-12-31,,,5.31700,2.38900,-7.90600,16.96900,9.06300,,9.06300,9.06300,11.32700,-7.50000,-7.90600,0.23810,0.24030,56.28740,-16.16770,6.20400,0.01300,0.05610,,,,,,,66.80180,66.80180,25.12060,65.93670,39.34500,-17.746,-17.6502
2016-09-30,,,4.88000,1.76800,-6.64800,-2.66700,-9.31500,,-9.31500,-9.31500,-9.23400,-6.24300,-6.64800,0.22210,0.22210,-41.91620,-41.91620,5.29820,0.07430,0.22470,,,,,,,-230.79810,-242.83110,-21.76660,-213.64680,15.22660,-24.4501,-24.4607
2016-06-30,,,5.79400,2.16100,-7.95500,-0.08300,-8.03800,,-8.03800,-8.03800,-8.03800,-7.52300,-7.95500,0.22160,0.22160,-36.52700,-36.52700,2.42170,0.03520,0.08170,,,,,,,-62.36330,-63.34620,-37.77610,-60.16920,58.14350,-29.5202,-30.7927
2016-03-31,,,5.58600,2.21200,-7.79800,-0.12000,-7.91800,,-7.91800,-7.91800,-7.91800,-7.36800,-7.79800,0.22160,0.22160,-35.92820,-35.92820,3.91010,0.02900,0.05820,,,,,,,-38.45180,-38.82900,-27.76780,-37.33670,92.89240,-35.38480,-35.52920
2015-12-31,,,5.77300,2.23100,-8.31400,-0.03500,-8.34900,,-8.34900,-8.34900,-8.34900,-7.88200,-8.31400,0.22100,0.22100,-37.72460,-37.72460,4.91210,0.02630,0.04770,,,,,,,-29.60850,-29.82000,-22.69610,-28.83040,127.21340,-31.7297,-32.3276
2015-09-30,,,5.84800,2.19100,-8.03900,-0.03900,-8.07800,,-8.07800,-8.07800,-8.07800,-7.62500,-8.03900,0.22110,0.22110,-36.52700,-36.52700,5.69330,0.02450,0.04120,,,,,,,-22.32970,-22.64900,-17.83180,-21.78360,163.20560,-31.0003,-33.2423
2015-06-30,,,5.85800,1.73500,-7.59300,-0.04000,-7.63300,,-7.63300,-7.63300,-7.63300,-7.19600,-7.59300,0.22070,0.22070,-34.73050,-34.73050,6.89680,0.02340,0.03730,,,,,,,-17.40110,-17.60580,-14.33750,-16.99320,198.43220,-33.7829,-35.6132
2015-03-31,,,5.76400,2.10900,-7.87300,-0.09100,-7.96400,,-7.96400,-7.96400,-7.96400,-7.50200,-7.87300,0.22050,0.22050,-35.92820,-35.92820,7.20230,0.02290,0.03390,,,,,,,-15.54740,-15.70380,-12.93280,-15.19180,232.02010,-39.41360,-43.56410
2014-12-31,,,4.75700,1.72200,-6.53900,7.45900,0.92000,,0.92000,0.92000,13.20300,-6.21800,-6.53900,0.02560,0.02560,2292.21600,2292.21600,7.80570,0.02420,0.03230,,,,,,,1.69720,1.71340,1.40460,1.65610,254.47810,584.8838,608.0834
2014-09-30,,,13.23700,1.70300,-14.94000,2.96600,-11.97400,,-11.97400,-11.97400,-11.97400,-14.69200,-14.94000,0.01030,0.01030,-1160.47900,-1160.47900,0.36240,-0.01200,-0.33270,,,,,,,11.69860,37.39660,-99.82490,38.53260,-2998.68400,-233.679,-367.125
2014-06-30,,,4.66900,1.34100,-6.01000,-2.29200,-8.30200,,-8.30200,-8.30200,-8.30200,-5.93000,-6.01000,0.01000,0.01000,-1188.62300,-1188.62300,,,,,,,,,,,,,,,-535.0311,-542.0747
2014-03-31,,,3.37400,1.79900,-5.17300,1.73600,-3.43700,,-3.43700,-3.43700,-3.43700,-5.05800,-5.17300,0.00970,0.00970,-353.29340,-353.29340,,,,,,,,,,,,,,,-516.38990,-528.73630
2013-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
2013-09-30,,,0.00000,,,,0.00000,0.00000,,0.00000,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
2012-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
