Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-06-30,,,2.21800,2.09600,,-4.31400,-0.13700,-4.45100,-4.45100,-4.45100,-4.45100,-4.30800,-4.31400,6.38560,6.38560,-0.70000,-0.70000,1.61950,0.47900,1.50080,,,,,,,,,-148.21890,-148.21850,-28.44090,-77.22070,0.38630,-0.4091,-0.4091
2020-03-31,,,1.99800,1.88600,,-3.88400,-0.13700,-4.02100,-4.02100,-4.02100,-4.02100,-3.86700,-3.88400,5.17100,5.17100,-0.78000,-0.78000,1.70650,0.55260,1.69000,,,,,,,,,-144.43190,-144.43240,-25.53340,-64.62550,0.50640,-1.02340,-1.02340
2019-12-31,,,1.91300,1.89900,,-3.81200,-0.12400,-3.93600,-3.93600,-3.93600,-3.93600,-3.79300,-3.81200,3.03430,3.03430,-1.21000,-1.21000,1.45850,0.50380,1.98040,,,,,,,,,-145.88590,-145.88580,-21.72060,-72.39280,0.66600,-1.3122,-1.3122
2019-09-30,,,3.05600,2.02500,,-5.08100,-0.11800,-5.19900,-5.19900,-5.19900,-5.19900,-5.05900,-5.08100,2.99400,2.99400,-1.74000,-1.74000,1.57990,0.45740,1.48010,,,,,,,,,-128.84750,-128.84760,-24.50970,-69.90720,1.34780,-2.1972,-2.1972
2019-06-30,,,4.34700,1.89300,,-6.24000,-0.08600,-6.32600,-6.32600,-6.32600,-6.32600,-6.23000,-6.24000,2.99290,2.99290,-2.11000,-2.11000,1.93200,0.31270,0.73920,,,,,,,,,-70.92730,-70.92720,-22.63250,-48.75150,2.97930,-1.9258,-1.9258
2019-03-31,,,5.21400,1.94900,,-7.16300,-0.05000,-7.21300,-7.21300,-7.21300,-7.21300,-7.16900,-7.16300,2.98900,2.98900,-2.41000,-2.41000,2.44120,0.24110,0.43970,,,,,,,,,-48.72010,-48.72000,-21.09870,-36.97270,4.95170,-2.35900,-2.35900
2018-12-31,,,5.93100,1.80000,,-7.73100,-0.02500,-7.75600,-7.75600,-7.75600,-7.75600,-7.74600,-7.73100,2.69460,2.69460,-2.07000,-2.07000,3.00870,0.19950,0.29970,,,,,,,,,-36.17200,-36.17200,-19.08090,-28.95650,7.17840,-3.8303,-3.8303
2018-09-30,,,6.97600,2.10700,,-9.08300,-0.00200,-9.08500,-9.08500,-9.08500,-9.08500,-9.10000,-9.08300,2.98370,2.98370,-3.00000,-3.00000,3.56480,0.17300,0.22210,,,,,,,,,-31.81140,-31.81130,-18.73540,-26.30890,9.57040,-2.0622,-2.0622
2018-06-30,,,8.11500,1.62200,,-9.73700,-0.01700,-9.75400,-9.75400,-9.75400,-9.75400,-9.71600,-9.73700,2.97070,2.97070,-3.30000,-3.30000,4.84120,0.14480,0.16930,,,,,,,,,-26.39210,-26.39210,-17.76040,-22.57030,12.39000,-2.0974,-2.0974
2018-03-31,3.00000,3.00000,9.43800,1.75100,,-8.18900,-0.17500,-8.36400,-8.36400,-8.36400,-8.36400,-8.15600,-8.18900,1.82150,1.82150,-4.60000,-4.60000,4.23440,0.12760,0.15880,100.00000,-272.96670,-272.96670,-278.80000,-278.80000,0.04700,,,-19.68510,-19.68510,-13.09720,-17.17380,14.93880,-3.43400,-3.43400
2017-12-31,,,4.62300,1.73100,,-6.35400,-0.20600,-6.56000,-6.56000,-6.56000,-6.56000,-6.31900,-6.35400,1.68100,1.68100,-3.67000,-3.67000,3.05620,0.21320,0.43800,,,,,,,,,-38.61780,-38.61780,-18.15670,-30.38440,9.59070,-1.4977,-1.5033
2017-09-30,7.49800,7.49800,4.25700,1.84700,,1.39400,-0.22400,1.17000,1.17000,1.17000,1.17000,1.42900,1.39400,1.68290,1.71370,0.70000,0.70000,3.79730,0.19630,0.33570,100.00000,18.59160,18.59160,15.60420,15.60420,0.20060,,,5.36300,5.36300,3.13040,4.31020,12.54300,1.0086,1.0054
2017-06-30,0.63100,0.63100,4.89300,2.06800,,-6.33000,-0.23600,-6.56600,-6.56600,-6.56600,-6.56600,-6.29300,-6.33000,1.66100,1.66100,-4.00000,-4.00000,3.57430,0.25890,0.41660,100.00000,-1003.17000,-1003.17000,-1040.57100,-1040.57100,0.01920,,,-37.96470,-37.96470,-19.96350,-28.13440,10.38370,-2.7209,-2.7316
2017-03-31,0.62600,0.62600,5.58200,1.96400,,-6.92000,-0.22700,-7.14700,-7.14700,-7.14700,-7.14700,-6.87100,-6.92000,1.62060,1.62060,-4.40000,-4.40000,4.82220,0.22690,0.30840,100.00000,-1105.43100,-1105.43100,-1141.69300,-1141.69300,0.01650,,,-31.09010,-31.09010,-18.84760,-24.03570,13.86160,-4.66800,-4.67170
2016-12-31,0.61700,0.61700,4.76700,1.92500,,-6.07500,-0.23900,-6.31400,-6.31400,-6.31400,-6.31400,-6.02900,-6.07500,1.26780,1.26780,-4.30000,-4.30000,4.45650,0.20100,0.26340,100.00000,-984.60310,-984.60320,-1023.33900,-1023.33900,0.01350,,,-22.28260,-22.28260,-13.80710,-17.80300,17.61640,-4.105,-4.1049
2016-09-30,0.81500,0.81500,4.53100,1.88100,,-5.59700,-0.27400,-5.87100,-5.87100,-5.87100,-5.87100,-5.54900,-5.59700,1.22270,1.22270,-4.80000,-4.80000,2.77210,0.21210,0.46790,100.00000,-686.74850,-686.74850,-720.36820,-720.36810,0.02230,,,-33.01280,-33.01280,-16.03490,-26.01240,13.62130,-4.0899,-4.0899
2016-06-30,0.80700,0.80700,6.77300,2.04400,,-8.01000,-0.28700,-8.29700,-8.29700,-8.29700,-8.29700,-7.95900,-8.01000,1.21950,1.21950,-6.80000,-6.80000,2.85030,0.23940,0.50660,100.00000,-992.56490,-992.56490,-1028.12900,-1028.12900,0.02130,,,-45.86260,-45.86260,-21.89300,-34.88330,14.82380,-7.7452,-7.7451
2016-03-31,1.21000,1.21000,5.49500,2.00900,,-6.29400,-0.23200,-6.52600,-6.52600,-6.52600,-6.52600,-6.24200,-6.29400,1.21790,1.21790,-5.40000,-5.40000,3.29590,0.20640,0.35560,100.00000,-520.16530,-520.16530,-539.33880,-539.33880,0.02580,,,-25.77410,-25.77410,-13.88810,-20.45380,20.77970,-5.47500,-5.47750
2015-12-31,1.39500,1.39500,10.55900,1.67200,,-10.83600,-0.21100,-11.04700,-11.04700,-11.04700,-11.04700,-10.79300,-10.83600,1.11160,1.11160,-9.30000,-9.30000,3.76060,0.19420,0.28540,100.00000,-776.77420,-776.77420,-791.89980,-791.89970,0.02610,,,-35.66080,-35.66080,-20.64010,-28.73680,25.44190,-7.63,-7.6807
2015-09-30,1.18000,1.18000,5.88500,1.53000,,-6.23500,-0.21200,-6.44700,-6.44700,-6.44700,-6.44700,-6.20000,-6.23500,1.21180,1.21180,-5.30000,-5.30000,5.14650,0.13850,0.16860,100.00000,-528.38990,-528.38990,-546.35600,-546.35600,0.01970,,,-15.70140,-15.70140,-10.73780,-13.52680,33.76370,-2.9039,-2.9145
2015-06-30,4.19700,4.19700,5.40500,1.47600,,-2.68400,-0.23700,-2.92100,-2.92100,-2.92100,-2.92100,-2.64800,-2.68400,1.20970,1.20970,-2.40000,-2.40000,6.01500,0.12710,0.14560,100.00000,-63.95040,-63.95040,-69.59730,-69.59730,0.06390,,,-6.24270,-6.24270,-4.44850,-5.44930,38.66070,-0.7245,-0.7749
2015-03-31,1.13200,1.13200,3.83100,1.01300,,-3.71200,-0.28300,-3.99500,-3.99500,-3.99500,-4.02600,-3.67000,-3.71200,0.80250,0.80250,-5.00000,-5.00000,5.23200,0.05830,0.15850,100.00000,-327.91520,-327.91520,-352.91520,-355.65370,0.01690,,,-8.12550,-8.12550,-5.95370,-7.65190,40.62300,-5.98130,-5.98380
2014-12-31,1.04000,1.04000,2.57000,0.74000,,-2.27000,-0.30300,-2.56000,-2.56000,-2.54900,-2.54900,-2.22900,-2.27000,0.16160,0.16160,-16.40000,-16.40000,2.69580,0.19390,0.50460,100.96150,-218.26920,-218.26920,-246.15390,-245.09620,0.02720,,,7.92250,-14.39630,-6.67780,-11.60540,108.35990,-19.6662,-19.8455
2014-09-30,1.13300,1.13300,2.26900,0.56700,,-1.70300,-0.21600,-1.91900,-1.91900,-1.91900,-1.98900,-1.66200,-1.70300,0.16150,0.16150,-12.30000,-12.30000,,,,100.00000,-150.30890,-150.30890,-169.37330,-175.55160,,,,,,,,,-9.5603,-9.6904
2014-06-30,1.06900,1.06900,1.56000,0.40000,,-0.89100,-0.08900,-0.98000,-0.98000,-0.98000,-1.04600,-0.87300,-0.89100,0.16150,0.16150,-6.50000,-6.50000,,,,100.00000,-83.34890,-83.34890,-91.67450,-97.84850,,,,,,,,,-9.9691,-10.0929
2014-03-31,0.35600,0.35600,1.26100,0.42700,,-1.33200,-0.02900,-1.36100,-1.36100,-1.36100,-1.42700,-1.32200,-1.33200,0.16150,0.16150,-8.80000,-8.80000,,,,100.00000,-374.15730,-374.15730,-382.30340,-400.84270,,,,,,,,,50.02480,50.02480
2013-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2012-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
