Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,12.67460,2.88760,-15.56220,1.55920,-14.00300,-2.72790,-11.27520,-11.27520,-11.27520,-15.29790,-15.56220,2.08730,2.08730,-5.40000,-5.40000,5.23820,-14.31080,-14.94850,-11.76530,-14.31080,37.73650,-5.54120,-5.54120
2021-12-31,14.36130,2.78660,-21.01060,-0.27430,-21.28490,-2.79800,-18.48700,-18.48700,-18.48700,-20.64320,-21.01060,2.08160,2.08160,-9.18910,-9.18910,6.11240,-20.51030,-21.29320,-17.35300,-20.51030,43.18470,-6.6606,-6.6737
2021-09-30,12.37010,3.13980,-15.50990,1.78710,-13.72280,-2.63510,-11.08770,-11.08770,-11.08770,-15.20250,-15.50990,2.08660,2.08660,-5.17090,-5.17090,6.72090,-10.38260,-11.08320,-8.95580,-10.38260,51.16500,-0.4143,-2.1342
2021-06-30,11.91350,2.90040,-14.81390,-0.10340,-14.91730,-2.21550,-12.70180,-12.70180,-12.70180,-14.49940,-14.81390,2.08650,2.08650,-5.94000,-5.94000,11.00370,-10.79330,-11.44790,-9.84260,-10.79330,56.40230,-3.2736,-3.2957
2021-03-31,12.00560,2.90140,-14.90700,-0.90050,-15.80750,-2.34710,-13.46040,-13.46040,-13.46040,-14.60090,-14.90700,2.06600,2.06600,-6.52500,-6.52500,10.47280,-10.67250,-11.25900,-9.67690,-10.67250,60.44730,-5.38930,-5.39200
2020-12-31,10.47040,2.50750,-12.97790,-5.20040,-18.17830,-2.22750,-15.95080,-15.95080,-15.95080,-12.69670,-12.97790,1.51530,1.51530,-8.51270,-8.51270,12.49310,-12.51910,-13.14890,-11.52470,-12.51910,62.24300,-6.6871,-6.6709
2020-09-30,7.90190,2.46220,-10.36410,-2.03460,-12.39870,-1.55530,-10.84340,-10.84340,-10.84340,-10.04850,-10.36410,1.40370,1.40370,-7.75000,-7.75000,12.48310,-7.61190,-7.94980,-7.00180,-7.61190,69.59200,-4.3704,-4.6792
2020-06-30,7.27540,2.02140,-9.29680,0.18370,-9.11320,-1.59210,-7.52110,-7.52110,-7.52110,-9.02880,-9.29680,1.30670,1.30670,-5.89430,-5.89430,8.99460,-10.60930,-11.52390,-9.45550,-10.60930,53.80510,-1.1396,-1.143
2020-03-31,7.60660,2.06110,-9.66770,2.90920,-6.75860,-1.67810,-5.08040,-5.08040,-5.08040,-9.38970,-9.66770,1.29920,1.29920,-3.84300,-3.84300,10.19450,-6.56260,-7.05860,-5.91980,-6.56260,59.58830,-6.12220,-6.13210
2019-12-31,6.66420,2.21380,-8.87810,-2.51880,-11.39680,-1.56110,-9.83570,-9.83570,-9.83570,-8.60490,-8.87810,1.29310,1.29310,-7.34460,-7.34460,10.53920,-12.12620,-12.93240,-10.96200,-12.12620,62.43360,-4.5166,-4.5344
2019-09-30,5.97440,1.75470,-7.72910,1.82380,-5.90530,-1.12460,-4.78070,-4.78070,-4.78070,-7.51740,-7.72910,1.29490,1.29490,-3.69930,-3.69930,13.04810,-5.52220,-5.84160,-5.10510,-5.52220,66.68430,-7.4184,-7.425
2019-06-30,6.88620,1.87970,-8.76590,1.59430,-7.17160,-1.42460,-5.74710,-5.74710,-5.74710,-8.54360,-8.76590,1.28960,1.28960,-4.50000,-4.50000,11.33850,-6.12160,-6.44710,-5.58820,-6.12160,72.76080,-5.4444,-5.4472
2019-03-31,5.66590,1.75320,-7.41900,-0.86100,-8.28000,-1.30250,-6.97750,-6.97750,-6.97750,-7.20930,-7.41900,1.28910,1.28910,-5.52500,-5.52500,14.95800,-6.98890,-7.30570,-6.51500,-6.98890,77.42640,-6.15540,-6.17360
2018-12-31,5.96720,2.03890,-8.00620,2.01750,-5.98860,-1.48500,-4.50360,-4.50360,-4.50360,-7.85100,-8.00620,1.27890,1.27890,-3.42500,-3.42500,15.02050,-4.13510,-4.29960,-3.86990,-4.13510,84.49050,-2.7124,-2.7233
2018-09-30,4.34290,1.24700,-5.58990,1.30690,-4.28300,-1.00460,-3.27830,-3.27830,-3.27830,-5.47300,-5.58990,1.28220,1.28220,-2.60600,-2.60600,16.70060,-2.96440,-3.06200,-2.79230,-2.96440,,-3.7363,-3.7307
2018-06-30,7.02000,1.90810,-8.92820,5.25210,-3.67610,-1.88230,-1.79380,-1.79380,-1.79380,-8.80790,-8.92820,1.27240,1.27240,-1.36100,-1.36100,21.20830,-1.52000,-1.56490,-1.45030,-1.52000,,-3.3074,-3.3353
2018-03-31,5.15590,1.72560,-6.88150,-3.28140,-10.16290,-1.26500,-8.89790,-8.89790,-8.89790,-6.77850,-6.88150,1.27880,1.27880,-6.95800,-6.95800,34.90500,-7.31170,-7.48550,-7.10670,-7.31170,,-3.00240,-3.18840
2017-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,0,0
2017-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,
2016-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,0,0
