Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2016-12-31,57.23800,45.03500,12.20300,6.96900,,6.96900,5.23400,-0.00900,5.22500,1.50300,3.72200,3.72200,3.18700,5.79900,5.23400,37.85700,37.85700,0.10000,0.10000,2.99710,21.31980,9.14420,9.14420,9.12860,5.56800,0.64660,1.05990,51.28850,1.75480,5.68720,6.03520,4.20440,5.68720,1.87760,0.0526,0.0413
2016-09-30,55.36100,43.59300,11.76800,6.30700,,6.30700,5.46100,0.12100,5.58200,1.29800,4.28400,4.28400,4.28400,6.15000,5.46100,37.15400,37.15400,0.11000,0.11000,3.08210,21.25680,9.86430,9.86430,10.08290,7.73830,0.44800,1.15640,8.43920,10.66460,4.38630,4.56250,3.46680,4.38630,2.54640,0.0753,0.0534
2016-06-30,65.06600,51.25800,13.80800,7.09600,,7.09600,6.71200,0.15100,6.86300,2.04500,4.81800,4.81800,4.81800,7.38700,6.71200,37.11100,37.11100,0.13000,0.13000,2.97160,21.22150,10.31570,10.31570,10.54780,7.40480,0.54410,1.48180,13.50760,6.66290,5.04930,5.25710,4.02880,5.04930,2.48780,0.0348,0.0265
2016-03-31,63.66500,50.97700,12.68800,7.04300,,7.04300,5.64500,0.09200,5.73700,1.81600,3.92100,3.92100,3.92100,6.25000,5.64500,37.00700,37.00700,0.10000,0.10000,2.67250,19.92930,8.86670,8.86670,9.01120,6.15880,0.53240,1.61030,8.91420,10.09630,4.24020,4.42060,3.27920,4.24020,2.40990,0.25560,0.24820
2015-12-31,49.88100,38.76400,11.11700,5.69700,,5.69700,5.42000,0.09500,5.51500,1.67000,3.84500,3.84500,3.84500,6.01500,5.42000,35.70300,35.89500,0.11000,0.11000,3.81530,22.28700,10.86590,10.86590,11.05630,7.70830,0.45070,1.18770,24.02750,3.74570,4.26220,4.44820,3.47410,4.26220,2.36700,0.069,0.0618
2015-09-30,47.03800,37.16400,9.87400,5.42000,,5.42000,4.45400,0.10300,4.55700,1.45400,3.10300,3.10300,3.10300,5.03500,4.45400,35.63400,35.72500,0.08000,0.08000,3.10960,20.99150,9.46890,9.46890,9.68790,6.59680,0.41040,1.15040,10.06380,8.94300,3.48640,3.64080,2.70740,3.48640,2.33370,0.0276,0.0091
2015-06-30,59.49800,46.89400,12.60400,6.18100,,6.18100,6.42300,0.10500,6.52800,2.09900,4.42900,4.42900,4.42900,6.88700,6.42300,35.77100,35.86500,0.12000,0.12000,2.81670,21.18390,10.79530,10.79530,10.97180,7.44390,0.52260,1.55610,12.98520,6.93100,5.09280,5.32380,3.88990,5.09280,2.27930,0.1914,0.1314
2015-03-31,50.64400,40.43900,10.20500,5.95100,,5.95100,4.25400,0.11700,4.37100,1.44200,2.92900,2.92900,2.92900,4.68600,4.25400,35.78400,36.02000,0.08000,0.08000,2.85270,20.15050,8.39980,8.39980,8.63080,5.78350,0.45730,1.32970,8.77410,10.25750,3.45760,3.61880,2.64450,3.45760,2.21020,0.15900,0.13680
2014-12-31,37.44100,30.00700,7.43400,4.89700,,4.89700,2.53700,0.16200,2.69900,0.65800,2.04100,2.04100,1.75800,3.92300,2.53700,35.69100,35.98200,0.06000,0.06000,3.27240,19.85520,6.77600,6.77600,7.20870,4.69540,0.36060,1.04120,15.02450,5.99020,2.44450,2.56020,1.96580,2.44450,2.18970,-0.0574,-0.0316
2014-09-30,37.93200,30.96500,6.96700,4.39100,,4.39100,2.57600,0.11600,2.69200,0.81000,1.88200,1.88200,1.88200,2.75300,2.57600,36.90400,37.19000,0.05000,0.05000,2.98980,18.36710,6.79110,6.79110,7.09690,4.96150,0.35150,1.26010,9.86020,9.12770,2.21390,2.31670,1.74390,2.21390,2.22730,0.1128,0.1104
2014-06-30,47.97500,38.54300,9.43200,5.30700,,5.30700,4.12500,0.12100,4.24600,1.23300,3.01300,3.01300,3.01300,4.30300,4.12500,36.98900,37.18000,0.08000,0.08000,2.77920,19.66020,8.59820,8.59820,8.85040,6.28040,0.45320,1.53090,10.97830,8.19800,3.59480,3.76420,2.84600,3.59480,2.19610,-0.0098,-0.0137
2014-03-31,47.70200,38.86400,8.83800,6.07000,,6.07000,2.76800,0.12200,2.89000,0.91200,1.97800,1.97800,1.97800,2.94900,2.76800,36.95800,37.25500,0.05000,0.05000,2.57790,18.52750,5.80270,5.80270,6.05840,4.14660,0.44270,1.46390,13.96430,6.44500,2.40610,2.52180,1.83560,2.40610,2.15170,0.25050,0.24860
2013-12-31,39.78600,32.13100,7.65500,4.89900,,4.89900,2.75600,0.11400,2.87000,0.72800,2.14200,2.14200,2.14200,3.99400,2.75600,36.82000,37.14400,0.06000,0.06000,3.10810,19.24040,6.92710,6.92710,7.21360,5.38380,0.38800,1.11340,14.66500,6.13710,2.62880,2.75640,2.08870,2.62880,2.13890,0.0369,0.0296
2013-09-30,41.98900,34.25800,7.73100,4.93500,,4.93500,2.79600,0.08300,2.87900,0.87700,2.00200,2.00200,2.00200,2.97000,2.79600,36.82700,37.18000,0.05000,0.05000,2.67110,18.41200,6.65890,6.65890,6.85660,4.76790,0.40380,1.24180,10.57130,8.51370,2.49080,2.61340,1.92520,2.49080,2.10990,0.1083,0.1067
2013-06-30,42.23500,34.92000,7.31500,4.83300,,4.83300,2.48200,0.17800,2.66000,0.72500,1.93500,1.93500,1.93500,2.66700,2.48200,36.82900,37.02300,0.05000,0.05000,2.53340,17.31980,5.87660,5.87660,6.29810,4.58150,0.40910,1.19140,8.85800,10.16030,2.44990,2.57280,1.87440,2.44990,2.07310,-0.0324,-0.0351
2013-03-31,44.28300,37.17100,7.11200,5.64000,,5.64000,1.47200,0.14900,1.62100,0.17200,1.44900,1.44900,1.44900,1.65800,1.47200,36.79500,37.00300,0.04000,0.04000,2.34250,16.06030,3.32410,3.32410,3.66050,3.27210,0.43470,1.40180,10.79020,8.34090,1.85830,1.95280,1.42240,1.85830,2.04630,0.18160,0.17960
2012-12-31,34.15300,28.61400,5.53900,4.36400,,4.36400,1.17500,0.27200,1.44700,0.38300,1.06400,1.06400,1.06400,1.36100,1.17500,36.65600,36.80400,0.03000,0.03000,2.72040,16.21820,3.44040,3.44040,4.23680,3.11540,0.35100,1.01620,15.60920,5.76580,1.36850,1.43830,1.09340,1.36850,2.05570,-0.0556,-0.0577
2012-09-30,38.49400,31.12000,7.37400,4.60100,,4.60100,2.77300,0.19600,2.96900,0.85900,2.11000,2.11000,2.11000,2.96300,2.77300,36.64800,36.75800,0.06000,0.06000,2.72890,19.15620,7.20370,7.20370,7.71290,5.48140,0.31600,1.09590,12.04440,7.47230,2.15800,2.24470,1.73210,2.15800,2.58800,0.12,0.1176
2012-06-30,38.45400,31.15900,7.29500,4.53500,,4.53500,2.76000,0.25300,3.01300,0.84000,2.17300,2.17300,2.17300,2.95600,2.76000,36.66800,36.71000,0.06000,0.06000,2.70500,18.97070,7.17740,7.17740,7.83530,5.65090,0.32480,1.07350,12.14590,7.40990,2.26560,2.35840,1.83560,2.26560,2.53890,-0.0004,-0.0033
2012-03-31,37.84900,30.85300,6.99600,4.94300,,4.94300,2.05300,0.23900,2.29200,0.66000,1.63200,1.63200,1.63200,2.24900,2.05300,36.62900,36.81900,0.04000,0.04000,3.16660,18.48400,5.42420,5.42420,6.05560,4.31190,0.32450,1.19640,10.28510,8.75060,1.72880,1.80070,1.39900,1.72880,2.49520,0.15830,0.15610
2011-12-31,27.93700,22.43200,5.50500,3.44600,,3.44600,2.05900,2.28100,4.34000,0.70400,3.63600,3.63600,3.63600,2.25200,2.05900,36.37200,36.73500,0.11000,0.10000,4.03180,19.70510,7.37020,7.37010,15.53500,13.01500,0.25210,0.90060,12.64690,7.11640,3.89220,4.05600,3.28050,3.89220,2.49950,-0.0904,-0.0962
2011-09-30,22.25400,17.62000,4.63400,3.14000,,3.14000,1.49400,0.23300,1.72700,0.52700,1.20000,1.20000,1.20000,1.71000,1.49400,36.40400,36.57400,0.03000,0.03000,2.93200,20.82320,6.71340,6.71340,7.76040,5.39230,0.19840,0.76150,10.64790,8.45240,1.33180,1.39000,1.07010,1.33180,2.41080,0.0593,0.0569
2011-06-30,29.09800,24.19100,4.90700,3.68800,,3.68800,1.21900,0.27200,1.49100,0.26200,1.22900,1.22900,1.22900,1.45000,1.21900,36.39400,36.78100,0.03000,0.03000,3.45870,16.86370,4.18930,4.18930,5.12410,4.22370,0.27220,1.15010,9.87380,9.11510,1.38770,1.44950,1.14970,1.38770,2.36720,0.0162,0.0155
2011-03-31,27.14800,22.68800,4.46000,3.85600,,3.85600,0.60400,0.23600,0.84000,0.17400,0.66600,0.66600,0.66600,0.85300,0.60400,36.28700,36.85700,0.02000,0.02000,3.29500,16.42850,2.22480,2.22480,3.09420,2.45320,0.25400,1.05690,8.37900,10.74110,0.76690,0.80180,0.62320,0.76690,2.32630,0.10460,0.10380
2010-12-31,20.81400,17.21900,3.59500,3.18100,,3.18100,0.41400,0.29600,0.71000,0.24200,0.46800,0.46800,0.46800,0.66800,0.41400,36.17900,36.66800,0.01000,0.01000,4.59740,17.27200,1.98900,1.98910,3.41120,2.24850,0.20250,0.78690,12.54610,7.17350,0.54230,0.56710,0.45520,0.54230,2.32780,-0.0343,-0.0362
2010-09-30,24.02700,19.95100,4.07600,2.89900,,2.89900,1.17700,0.27800,1.45500,0.45500,1.00000,1.00000,1.00000,1.43700,1.17700,36.19000,36.58600,0.03000,0.03000,3.54200,16.96430,4.89870,4.89870,6.05570,4.16200,0.22550,0.88780,19.97260,4.50620,1.16560,1.21920,0.93850,1.16560,2.31330,0.102,0.1016
2010-06-30,31.67700,25.08000,6.59700,4.06500,,4.06500,2.53200,0.29000,2.82200,0.35700,2.46500,2.46500,2.46500,2.80700,2.53200,36.18200,36.70300,0.07000,0.07000,3.44510,20.82580,7.99320,7.99320,8.90870,7.78170,0.29920,0.96620,12.95580,6.94670,2.92240,3.05920,2.32790,2.92240,2.27440,0.1686,0.1671
2010-03-31,24.49300,21.04800,3.44500,3.84800,,3.84800,-0.40300,0.30800,-0.09500,-0.01500,-0.08000,-0.08000,-0.08000,-0.11100,-0.40300,36.14700,36.14700,0.00000,0.00000,3.83020,14.06520,-1.64540,-1.64540,-0.38790,-0.32660,0.23850,0.89900,3.02270,29.77460,-0.09810,-0.10280,-0.07790,-0.09810,2.19920,0.06040,0.06010
2009-12-31,10.99000,12.38000,-1.39000,3.36600,,3.36600,-4.75600,0.40600,-4.35000,-1.58600,-2.76400,-2.76400,-2.76400,-4.45800,-4.75600,36.06700,36.06700,-0.08000,-0.08000,5.31200,-12.64790,-43.27570,-43.27570,-39.58150,-25.15010,0.11190,0.63530,1.45200,61.98450,-3.39090,-3.55550,-2.81330,-3.39090,2.21000,-0.1774,-0.1781
2009-09-30,7.01100,7.59600,-0.58500,2.75500,,2.75500,-3.34000,0.42000,-2.92000,-1.31200,-1.60800,-1.60800,-1.60800,-3.02500,-3.34000,36.08400,36.08400,-0.04000,-0.04000,5.11480,-8.34400,-47.63940,-47.63940,-41.64880,-22.93540,0.07020,0.47260,0.84380,106.66240,-1.92080,-2.01150,-1.60960,-1.92080,2.26880,-0.2017,-0.2021
2009-06-30,8.18800,12.15600,-3.96800,2.34200,,2.34200,-6.31000,0.38200,-5.92800,-2.09300,-3.83500,-3.83500,-3.83500,-5.96900,-6.31000,36.07400,36.07400,-0.11000,-0.11000,4.78360,-48.46120,-77.06400,-77.06400,-72.39860,-46.83680,0.08090,0.95720,1.38990,64.75210,-4.52340,-4.73410,-3.78750,-4.52340,2.29810,0.0021,0.0012
2009-03-31,13.25000,13.86400,-0.61400,4.14300,,4.14300,-4.75700,0.45500,-4.30200,-1.81600,-2.48600,-2.48600,-2.48600,-4.35700,-4.75700,35.98100,35.98100,-0.07000,-0.07000,3.93270,-4.63400,-35.90190,-35.90190,-32.46790,-18.76230,0.12290,0.71430,2.21500,40.63250,-2.82060,-2.94670,-2.30600,-2.82060,2.38850,0.12650,0.12610
