Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,17.62700,11.85000,5.77700,25.27100,,25.27100,-19.49400,3.64700,-15.84700,0.04500,-15.89200,-15.89200,-15.89200,-9.83600,-19.49400,52.75000,52.75000,-0.30000,-0.30000,2.21340,32.77360,-110.59170,-110.59170,-89.90190,-90.15710,0.08760,1.31140,68.62710,-10.77710,-11.08070,-7.89950,-10.77710,2.79460,-0.23290,-0.23330
2021-12-31,27.27600,17.24000,10.03600,28.03500,,28.03500,-17.99900,6.82500,-11.17400,0.23200,-11.40600,-11.40600,-11.40600,-1.60500,-17.99900,51.48200,51.78900,-0.20000,-0.30000,2.36160,36.79430,-65.98840,-65.98840,-40.96640,-41.81700,0.12540,1.16100,77.51760,-7.04360,-7.22940,-5.24230,-7.04360,3.07410,-0.6207,-0.622
2021-09-30,18.70500,9.55300,9.15200,17.37800,,17.37800,-8.22600,9.10500,0.87900,0.04900,0.83000,0.83000,0.83000,-0.60000,-8.22600,52.59300,52.67700,0.02000,-0.14000,2.51050,48.92810,-43.97760,-43.97760,4.69930,4.43730,0.08240,1.40610,64.00800,0.48540,0.49840,0.36580,0.48540,3.25040,-0.3526,-0.3548
2021-06-30,15.34400,5.72200,9.62200,20.67300,,20.67300,-11.05100,2.80000,-8.25100,0.05300,-8.30400,-8.30400,-8.30400,-6.50000,-11.05100,52.56700,52.96800,-0.16000,-0.19000,3.17820,62.70860,-72.02160,-72.02160,-53.77350,-54.11890,0.06640,1.41930,63.41180,-4.91990,-5.03380,-3.59240,-4.91990,3.20980,-0.179,-0.1823
2021-03-31,9.93600,4.15800,5.77800,20.98100,,20.98100,-15.20300,-3.52600,-18.72900,0.02600,-18.75500,-18.75500,-18.75500,-12.19600,-15.20300,48.07100,48.07100,-0.39000,-0.39000,3.99570,58.15220,-153.00930,-153.00930,-188.49640,-188.75810,0.04300,1.42940,62.96200,-10.64260,-10.64260,-8.12090,-10.64260,3.35360,-0.26190,-0.26190
2020-12-31,11.36100,4.67000,6.69100,22.28700,,22.28700,-15.59600,-10.13900,-25.73500,0.06100,-25.79600,-25.79600,-26.47000,-12.53200,-15.59600,18.93100,18.93100,-0.57000,-0.57000,2.36320,58.89450,-137.27660,-137.27660,-226.52050,-232.99010,0.12820,1.57310,57.21150,-57.35760,-57.35760,-29.11680,-57.35760,1.13740,-0.1299,-0.1266
2020-09-30,8.74400,3.41100,5.33300,12.08600,,12.08600,-6.75300,0.10100,-6.65200,0.04100,-6.69300,-6.69300,-11.21600,-4.51500,-6.75300,13.16500,13.16500,-0.85000,-0.85000,2.40730,60.99040,-77.23010,-77.23010,-76.07500,-128.27080,0.05800,,,-133.86000,-133.86000,-4.44270,-133.86000,1.06020,-0.5308,-0.5367
2020-06-30,12.04900,4.67100,7.37800,11.74100,,11.74100,-4.36300,0.08600,-4.27700,0.04000,-4.31700,-4.31700,-8.67100,-1.05300,-4.36300,13.16500,13.16500,-0.66000,-0.66000,5.87490,61.23330,-36.21050,-36.21050,-35.49670,-71.96450,0.07980,,,-86.34000,-86.34000,-2.85850,-86.34000,1.07030,-0.4715,-0.4736
2020-03-31,7.46700,2.66600,4.80100,16.88900,,16.88900,-12.08800,0.33200,-11.75600,0.03700,-11.79300,-11.79300,-16.03000,-10.43200,-12.08800,13.16500,13.16500,-1.22000,-1.22000,4.78760,64.29620,-161.88560,-161.88560,-157.43940,-214.67790,0.04940,,,-235.85980,-235.86000,-7.80210,-235.85980,1.07030,-1.69450,-1.70920
2019-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
2019-09-30,,,,,-0.00080,,-0.00080,,-0.00080,,-0.00080,-0.00080,-0.00080,-0.00080,-0.00080,3.25000,3.25000,0.00000,0.00000,,,,,,,,,,,,,,,0,0
