Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,,,,-13.72370,-16.24660,-29.89530,-29.89530,-29.89530,-29.89530,-13.72370,-13.64870,10.91500,10.91500,-2.99000,-2.99000,0.78830,0.41240,1.73020,-1271.79600,-1271.79600,-441.87340,-747.26350,0.18990,-0.3769,-0.3769
2021-09-30,,,-0.10000,-0.10000,4.27690,4.17690,4.17690,4.17690,4.17690,-0.10000,-0.10000,9.37500,9.37500,0.45000,0.45000,12.98240,,,-75.18290,-75.18290,5.47000,-75.18290,-2.96300,0.1057,0.1057
2021-06-30,,,-0.15570,-0.15570,-1.64810,-1.80380,-1.80380,-1.80380,-1.80380,-0.15570,-0.15570,1.87500,1.87500,-0.19000,-0.19000,20.07180,,,-36.07510,-36.07510,-2.35950,-36.07510,1.50020,-0.0652,-0.0652
2021-03-31,,,-0.14150,-0.14150,14.21440,14.07290,14.07290,14.07290,14.07290,-0.14150,-0.14150,1.87500,1.87500,1.50000,1.50000,26.53690,,,281.45690,281.45700,18.37250,281.45690,1.58480,-0.07490,-0.07490
2020-12-31,,,-0.06790,-0.06790,,-17.27930,-17.27930,-17.27930,-17.27930,-0.06790,-0.06790,1.87500,1.87500,,0.00000,191.79980,,,78.55650,78.55650,-22.52540,78.55650,-11.73120,-0.0617,-0.0617
2020-09-30,,,-0.00010,-0.00010,,-0.00010,-0.00010,-0.00010,-0.00010,-0.00010,-0.00010,0.00000,0.00000,0.00000,0.00000,0.00150,,11.67020,-0.32910,-0.32910,-0.02320,-0.32910,0.00700,0.0005,0.0005
2020-06-30,,,-0.00050,-0.00050,,-0.00050,-0.00050,-0.00050,-0.00050,-0.00050,-0.00050,1.87500,1.87500,0.00000,0.00000,,,,,,,,,-0.0003,-0.0003
2020-03-31,,,0.00000,0.00000,,0.00000,0.00000,0.00000,0.00000,,,1.87500,1.87500,0.00000,0.00000,,,,,,,,,-0.00020,-0.00020
2019-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.0005,0.0005
2019-09-30,,,,,0.00000,0.00000,0.00000,0.00000,0.00000,,,1.87500,1.87500,0.00000,0.00000,,,,,,,,,-0.0005,-0.0005
