Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,30.15000,15.12900,15.02100,5.03500,29.41800,-1.77600,36.22900,-21.20800,0.86900,-20.33900,0.02100,-20.36000,-20.36000,-20.36000,-20.77900,-21.20800,154.08300,154.08300,-0.13000,-0.13000,7.59140,,49.82090,-70.34160,-70.34160,-67.45940,-67.52900,0.14680,4.77660,18.84180,-11.55000,-12.18750,-9.91170,-11.55000,1.13650,-0.09830,-0.09890
2021-12-31,29.17200,13.20100,15.97100,3.89600,37.17400,-3.47900,44.54900,-28.57800,7.52800,-21.05000,0.01800,-21.06800,-21.06800,-21.06800,-28.06300,-28.57800,86.77600,86.77600,1.35000,1.35000,7.84970,,54.74770,-97.96380,-97.96380,-72.15820,-72.22000,0.13050,5.29250,17.00540,-10.95730,-11.53130,-9.42190,-10.95730,1.25780,-0.5083,-0.5123
2021-09-30,26.35900,12.18700,14.17200,4.27800,33.22500,-1.89600,39.39900,-25.22700,26.74300,1.51600,0.01100,1.50500,1.50500,1.50500,-24.72400,-25.22700,152.26800,165.17900,0.01000,0.01000,7.94680,,53.76530,-95.70550,-95.70550,5.75140,5.70960,0.10590,4.95660,18.15780,0.72750,0.76450,0.60450,0.72750,1.35850,0.4258,0.4392
2021-06-30,30.98300,11.69700,19.28600,4.78100,40.15300,-1.91300,46.84700,-27.56100,-2.87000,-30.43100,0.01000,-30.44100,-30.44100,-30.44100,-26.89300,-27.56100,26.36200,26.36200,-1.15000,-1.15000,8.95080,,62.24700,-88.95520,-88.95520,-98.21840,-98.25070,0.11470,4.68230,19.22120,-15.05040,-15.87020,-11.26590,-15.05040,1.32840,-0.3928,-0.3868
2021-03-31,27.15700,9.81400,17.34300,2.96400,24.85900,-2.07700,29.90000,-12.55700,-0.17300,-12.73000,0.00800,-12.73800,-12.73800,-12.73800,-12.09500,-12.55700,13.76200,13.76200,-0.93000,-0.93000,0.33010,0.00050,63.86200,-46.23850,-46.23850,-46.87560,-46.90500,0.06550,,,-254.75990,-254.76000,-3.07080,-254.75990,0.29320,-0.28190,-0.30500
2020-12-31,36.80800,14.36900,22.43900,4.98400,33.71700,-2.67400,41.37500,-18.93600,-0.08000,-19.01600,0.01500,-19.03100,-19.03100,-19.03100,-18.61200,-18.93600,13.35900,13.35900,-1.42000,-1.42000,1.00920,,60.96230,-51.44530,-51.44530,-51.66270,-51.70340,1.11970,6.22390,14.46040,19.24310,17.26530,-57.89250,19.24310,-7.37330,-0.6377,-0.644
2020-09-30,21.50500,6.41400,15.09100,2.19900,14.39700,-0.89900,17.49500,-2.40400,-0.28500,-2.68900,0.00300,-2.69200,-2.69200,-2.69200,-2.38500,-2.40400,13.37520,13.37520,-0.20000,-0.20000,10.53840,,70.17440,-11.17880,-11.17880,-12.50410,-12.51800,0.05180,,,-53.83990,-53.83970,-0.64790,-53.83990,0.41120,0.075,0.0724
2020-06-30,17.87700,5.57000,12.30700,2.40000,9.78900,-0.75900,12.94800,-0.64100,0.00100,-0.64000,0.00600,-0.64600,-0.64600,-0.64600,-0.64100,-0.64100,13.36800,13.36800,-0.05000,-0.05000,5.56750,,68.84260,-3.58560,-3.58560,-3.58000,-3.61360,0.04300,,,-12.92000,-12.92000,-0.15540,-12.92000,0.41130,-0.5732,-0.5738
2020-03-31,,,,,0.00100,,,-0.00100,,-0.00100,,-0.00100,-0.00100,-0.00100,-0.00100,-0.00100,7.50000,7.50000,0.00000,0.00000,,,,,,,,,,,,,,,,0.00000,0.00000
2019-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
2019-09-30,,,,,0.18250,,,-0.18250,0.15440,-0.02810,0.01840,-0.04650,-0.04650,-0.04650,-0.18250,-0.18250,10.35000,10.35000,-0.01000,-0.01000,,,,,,,,,,,,,,,,0,0
2019-06-30,,,,,0.06390,,,-0.06390,0.02760,-0.03640,0.00000,-0.03640,-0.03640,-0.03640,-0.06390,-0.06390,10.35000,10.35000,0.00000,0.00000,,,,,,,,,,,,,,,,0,0
